Orthogroup	Auxenochlorella_protothecoides	Scenedesmus_NREL
OG0004757	RMZ56057.1 hypothetical protein APUTEX25_004481_ partial [Auxenochlorella protothecoides]	KAF6250741.1 Clavaminate synthase-like protein [Scenedesmus sp. NREL 46B-D3]
OG0004758	RMZ56087.1 hypothetical protein APUTEX25_004511 [Auxenochlorella protothecoides]	KAF6256923.1 SUI1-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0004759	RMZ56114.1 hypothetical protein APUTEX25_004538_ partial [Auxenochlorella protothecoides]	KAF6259114.1 hypothetical protein COO60DRAFT_1043981 [Scenedesmus sp. NREL 46B-D3]
OG0004762	RMZ56206.1 hypothetical protein APUTEX25_002396 [Auxenochlorella protothecoides]	KAF6251058.1 Pyruvate/Phosphoenolpyruvate kinase-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0004763	RMZ56217.1 hypothetical protein APUTEX25_002407_ partial [Auxenochlorella protothecoides]	KAF6264679.1 Non-structural maintenance of chromosomes element 1 [Scenedesmus sp. NREL 46B-D3]
OG0004765	RMZ56276.1 hypothetical protein APUTEX25_002466 [Auxenochlorella protothecoides]	KAF6260392.1 cwf18 pre-mRNA splicing factor-domain-containing protein_ partial [Scenedesmus sp. NREL 46B-D3]
OG0004766	RMZ56277.1 hypothetical protein APUTEX25_002467 [Auxenochlorella protothecoides]	KAF6255146.1 DnaJ-like protein [Scenedesmus sp. NREL 46B-D3]
OG0004767	RMZ56292.1 hypothetical protein APUTEX25_000531 [Auxenochlorella protothecoides]	KAF6261915.1 hypothetical protein COO60DRAFT_714761 [Scenedesmus sp. NREL 46B-D3]
OG0004768	RMZ56301.1 hypothetical protein APUTEX25_000540_ partial [Auxenochlorella protothecoides]	KAF6264559.1 hypothetical protein COO60DRAFT_1698177 [Scenedesmus sp. NREL 46B-D3]
OG0004769	RMZ56318.1 hypothetical protein APUTEX25_000557 [Auxenochlorella protothecoides]	KAF6252748.1 peptidase family C50-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0004770	RMZ56328.1 hypothetical protein APUTEX25_000568_ partial [Auxenochlorella protothecoides]	KAF6265392.1 nuclear protein Es2-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0004771	RMZ56346.1 hypothetical protein APUTEX25_004703 [Auxenochlorella protothecoides]	KAF6263497.1 cytidylyltransferase family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0004772	RMZ56381.1 hypothetical protein APUTEX25_004738 [Auxenochlorella protothecoides]	KAF6255335.1 mitochondrial ribosomal protein L29 [Scenedesmus sp. NREL 46B-D3]
OG0004773	RMZ56389.1 hypothetical protein APUTEX25_004772_ partial [Auxenochlorella protothecoides]	KAF6265407.1 uridine kinase family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0004774	RMZ56391.1 hypothetical protein APUTEX25_003980_ partial [Auxenochlorella protothecoides]	KAF6257941.1 AAA domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0004776	RMZ56404.1 hypothetical protein APUTEX25_004627 [Auxenochlorella protothecoides]	KAF6264710.1 hypothetical protein COO60DRAFT_1698102 [Scenedesmus sp. NREL 46B-D3]
OG0004778	RMZ56417.1 hypothetical protein APUTEX25_004640_ partial [Auxenochlorella protothecoides]	KAF6250533.1 hypothetical protein COO60DRAFT_1571960 [Scenedesmus sp. NREL 46B-D3]
OG0004779	RMZ56420.1 hypothetical protein APUTEX25_004643 [Auxenochlorella protothecoides]	KAF6259731.1 DNA-directed RNA polymerase II_ 14.5 kDa polypeptide [Scenedesmus sp. NREL 46B-D3]
OG0004780	RMZ56440.1 hypothetical protein APUTEX25_004663 [Auxenochlorella protothecoides]	KAF6260221.1 ribosomal protein L4 domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0004781	RMZ56448.1 hypothetical protein APUTEX25_004671 [Auxenochlorella protothecoides]	KAF6260399.1 hypothetical protein COO60DRAFT_1700377 [Scenedesmus sp. NREL 46B-D3]
OG0004782	RMZ56452.1 hypothetical protein APUTEX25_004675 [Auxenochlorella protothecoides]	KAF6255873.1 hypothetical protein COO60DRAFT_168881 [Scenedesmus sp. NREL 46B-D3]
OG0004783	RMZ56460.1 hypothetical protein APUTEX25_004683 [Auxenochlorella protothecoides]	KAF6249504.1 hypothetical protein COO60DRAFT_1580714 [Scenedesmus sp. NREL 46B-D3]
OG0004785	RMZ56495.1 hypothetical protein APUTEX25_001342 [Auxenochlorella protothecoides]	KAF6256677.1 Rtf2 RING-finger-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0004786	RMZ56521.1 hypothetical protein APUTEX25_001368 [Auxenochlorella protothecoides]	KAF6251814.1 hypothetical protein COO60DRAFT_582446 [Scenedesmus sp. NREL 46B-D3]
OG0004787	RMZ56526.1 hypothetical protein APUTEX25_001373 [Auxenochlorella protothecoides]	KAF6258244.1 hypothetical protein COO60DRAFT_1519717 [Scenedesmus sp. NREL 46B-D3]
OG0004788	RMZ56533.1 hypothetical protein APUTEX25_001380 [Auxenochlorella protothecoides]	KAF6255846.1 U1 zinc finger-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0004790	RMZ56558.1 hypothetical protein APUTEX25_001405 [Auxenochlorella protothecoides]	KAF6258496.1 beta-lactamase-like protein [Scenedesmus sp. NREL 46B-D3]
OG0004791	RMZ56561.1 hypothetical protein APUTEX25_001408 [Auxenochlorella protothecoides]	KAF6259871.1 hypothetical protein COO60DRAFT_966344 [Scenedesmus sp. NREL 46B-D3]
OG0004792	RMZ56575.1 hypothetical protein APUTEX25_001422 [Auxenochlorella protothecoides]	KAF6261049.1 oxidoreductase [Scenedesmus sp. NREL 46B-D3]
OG0004793	RMZ56578.1 hypothetical protein APUTEX25_001425_ partial [Auxenochlorella protothecoides]	KAF6263632.1 hypothetical protein COO60DRAFT_1698694 [Scenedesmus sp. NREL 46B-D3]
OG0004794	RMZ56583.1 hypothetical protein APUTEX25_001430 [Auxenochlorella protothecoides], RMZ57740.1 hypothetical protein APUTEX25_005566_ partial [Auxenochlorella protothecoides]	KAF6265630.1 WD40-repeat-containing domain protein [Scenedesmus sp. NREL 46B-D3]
OG0004795	RMZ56619.1 hypothetical protein APUTEX25_002708 [Auxenochlorella protothecoides]	KAF6256463.1 hypothetical protein COO60DRAFT_1461676 [Scenedesmus sp. NREL 46B-D3]
OG0004796	RMZ56623.1 hypothetical protein APUTEX25_002712 [Auxenochlorella protothecoides]	KAF6257374.1 mitochondrial 39-S ribosomal protein L47 _MRP-L47_-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0004799	RMZ56686.1 hypothetical protein APUTEX25_002775 [Auxenochlorella protothecoides]	KAF6265749.1 Molybdopterin synthase sulfur carrier subunit [Scenedesmus sp. NREL 46B-D3]
OG0004800	RMZ56692.1 hypothetical protein APUTEX25_002781_ partial [Auxenochlorella protothecoides]	KAF6260388.1 membrane bound O-acyl transferase family protein [Scenedesmus sp. NREL 46B-D3]
OG0004801	RMZ56734.1 hypothetical protein APUTEX25_002823_ partial [Auxenochlorella protothecoides]	KAF6254836.1 hypothetical protein COO60DRAFT_1642040 [Scenedesmus sp. NREL 46B-D3]
OG0004802	RMZ56748.1 hypothetical protein APUTEX25_002837_ partial [Auxenochlorella protothecoides]	KAF6255345.1 hypothetical protein COO60DRAFT_1702876 [Scenedesmus sp. NREL 46B-D3]
OG0004803	RMZ56750.1 hypothetical protein APUTEX25_002839_ partial [Auxenochlorella protothecoides]	KAF6261676.1 SRP40_ C-terminal domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0004804	RMZ56755.1 hypothetical protein APUTEX25_002844 [Auxenochlorella protothecoides]	KAF6265979.1 hypothetical protein COO60DRAFT_1633369 [Scenedesmus sp. NREL 46B-D3]
OG0004805	RMZ56779.1 hypothetical protein APUTEX25_002868 [Auxenochlorella protothecoides]	KAF6254696.1 hypothetical protein COO60DRAFT_1539281 [Scenedesmus sp. NREL 46B-D3]
OG0004806	RMZ56782.1 hypothetical protein APUTEX25_002871 [Auxenochlorella protothecoides]	KAF6256581.1 hypothetical protein COO60DRAFT_96847 [Scenedesmus sp. NREL 46B-D3]
OG0004807	RMZ56799.1 hypothetical protein APUTEX25_002888 [Auxenochlorella protothecoides]	KAF6254442.1 hypothetical protein COO60DRAFT_321184 [Scenedesmus sp. NREL 46B-D3]
OG0004808	RMZ56848.1 hypothetical protein APUTEX25_002937 [Auxenochlorella protothecoides]	KAF6255700.1 hypothetical protein COO60DRAFT_187177 [Scenedesmus sp. NREL 46B-D3]
OG0004809	RMZ56850.1 hypothetical protein APUTEX25_002939 [Auxenochlorella protothecoides]	KAF6265290.1 hypothetical protein COO60DRAFT_1479739 [Scenedesmus sp. NREL 46B-D3]
OG0004811	RMZ56866.1 hypothetical protein APUTEX25_002955_ partial [Auxenochlorella protothecoides]	KAF6263803.1 hypothetical protein COO60DRAFT_1634937 [Scenedesmus sp. NREL 46B-D3]
OG0004812	RMZ56870.1 hypothetical protein APUTEX25_002959 [Auxenochlorella protothecoides]	KAF6255043.1 PIN domain-like protein [Scenedesmus sp. NREL 46B-D3]
OG0004813	RMZ56872.1 hypothetical protein APUTEX25_002961_ partial [Auxenochlorella protothecoides]	KAF6261227.1 nucleolar protein_Nop52-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0004814	RMZ56874.1 hypothetical protein APUTEX25_002963 [Auxenochlorella protothecoides]	KAF6252710.1 ankyrin repeat protein_ partial [Scenedesmus sp. NREL 46B-D3]
OG0004817	RMZ56938.1 hypothetical protein APUTEX25_005000 [Auxenochlorella protothecoides]	KAF6250888.1 phosphatase 5-like protein [Scenedesmus sp. NREL 46B-D3]
OG0004818	RMZ56955.1 hypothetical protein APUTEX25_005017 [Auxenochlorella protothecoides]	KAF6254741.1 programmed cell death protein 2 [Scenedesmus sp. NREL 46B-D3]
OG0004820	RMZ56972.1 hypothetical protein APUTEX25_005034_ partial [Auxenochlorella protothecoides]	KAF6256642.1 HAD-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0004821	RMZ56991.1 hypothetical protein APUTEX25_005053 [Auxenochlorella protothecoides]	KAF6266495.1 ribosomal protein L30p/L7e-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0004822	RMZ57052.1 hypothetical protein APUTEX25_002284_ partial [Auxenochlorella protothecoides]	KAF6253427.1 hypothetical protein COO60DRAFT_1273727 [Scenedesmus sp. NREL 46B-D3]
OG0004823	RMZ57059.1 hypothetical protein APUTEX25_002291 [Auxenochlorella protothecoides]	KAF6259926.1 light-harvesting chlorophyll-a/b protein of photosystem I [Scenedesmus sp. NREL 46B-D3]
OG0004824	RMZ57061.1 hypothetical protein APUTEX25_002293_ partial [Auxenochlorella protothecoides]	KAF6263471.1 hypothetical protein COO60DRAFT_1489839 [Scenedesmus sp. NREL 46B-D3]
OG0004825	RMZ57064.1 hypothetical protein APUTEX25_002296_ partial [Auxenochlorella protothecoides]	KAF6263692.1 hypothetical protein COO60DRAFT_382053 [Scenedesmus sp. NREL 46B-D3]
OG0004826	RMZ57073.1 hypothetical protein APUTEX25_002305 [Auxenochlorella protothecoides]	KAF6258787.1 hypothetical protein COO60DRAFT_1638882 [Scenedesmus sp. NREL 46B-D3]
OG0004827	RMZ57088.1 hypothetical protein APUTEX25_002320 [Auxenochlorella protothecoides]	KAF6261445.1 putative methyltransferase-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0004828	RMZ57092.1 hypothetical protein APUTEX25_002324 [Auxenochlorella protothecoides]	KAF6264671.1 pyridoxal phosphate-dependent transferase [Scenedesmus sp. NREL 46B-D3]
OG0004829	RMZ57103.1 hypothetical protein APUTEX25_002335_ partial [Auxenochlorella protothecoides]	KAF6260943.1 hypothetical protein COO60DRAFT_829658 [Scenedesmus sp. NREL 46B-D3]
OG0004830	RMZ57112.1 hypothetical protein APUTEX25_002344 [Auxenochlorella protothecoides]	KAF6260758.1 coiled-coil protein associated with protofilament ribbons [Scenedesmus sp. NREL 46B-D3]
OG0004831	RMZ57117.1 hypothetical protein APUTEX25_002349 [Auxenochlorella protothecoides]	KAF6263429.1 WD40-repeat-containing domain protein [Scenedesmus sp. NREL 46B-D3]
OG0004832	RMZ57129.1 hypothetical protein APUTEX25_002361 [Auxenochlorella protothecoides]	KAF6257932.1 Per1-like protein [Scenedesmus sp. NREL 46B-D3]
OG0004833	RMZ57130.1 hypothetical protein APUTEX25_002362 [Auxenochlorella protothecoides]	KAF6251511.1 hypothetical protein COO60DRAFT_610828 [Scenedesmus sp. NREL 46B-D3]
OG0004834	RMZ57151.1 hypothetical protein APUTEX25_003985 [Auxenochlorella protothecoides]	KAF6266460.1 hypothetical protein COO60DRAFT_454490 [Scenedesmus sp. NREL 46B-D3]
OG0004836	RMZ57182.1 hypothetical protein APUTEX25_004016 [Auxenochlorella protothecoides]	KAF6255739.1 CobW/HypB/UreG_ nucleotide-binding domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0004837	RMZ57191.1 hypothetical protein APUTEX25_004025 [Auxenochlorella protothecoides]	KAF6257364.1 hypothetical protein COO60DRAFT_1461188 [Scenedesmus sp. NREL 46B-D3]
OG0004838	RMZ57200.1 hypothetical protein APUTEX25_004034 [Auxenochlorella protothecoides]	KAF6266685.1 hypothetical protein COO60DRAFT_9480 [Scenedesmus sp. NREL 46B-D3]
OG0004839	RMZ57205.1 hypothetical protein APUTEX25_004039 [Auxenochlorella protothecoides]	KAF6263846.1 hypothetical protein COO60DRAFT_1698540 [Scenedesmus sp. NREL 46B-D3]
OG0004841	RMZ57233.1 hypothetical protein APUTEX25_004067 [Auxenochlorella protothecoides]	KAF6253634.1 hypothetical protein COO60DRAFT_403327 [Scenedesmus sp. NREL 46B-D3]
OG0004842	RMZ57234.1 hypothetical protein APUTEX25_004068 [Auxenochlorella protothecoides]	KAF6264780.1 hypothetical protein COO60DRAFT_1698139 [Scenedesmus sp. NREL 46B-D3]
OG0004843	RMZ57237.1 hypothetical protein APUTEX25_004071 [Auxenochlorella protothecoides]	KAF6255947.1 hypothetical protein COO60DRAFT_1702577 [Scenedesmus sp. NREL 46B-D3]
OG0004845	RMZ57284.1 hypothetical protein APUTEX25_004118 [Auxenochlorella protothecoides]	KAF6255511.1 hypothetical protein COO60DRAFT_1534611 [Scenedesmus sp. NREL 46B-D3]
OG0004846	RMZ57287.1 hypothetical protein APUTEX25_004121_ partial [Auxenochlorella protothecoides]	KAF6261408.1 hypothetical protein COO60DRAFT_1459160 [Scenedesmus sp. NREL 46B-D3]
OG0004850	RMZ57316.1 hypothetical protein APUTEX25_004150 [Auxenochlorella protothecoides]	KAF6256448.1 putative GAF sensor protein [Scenedesmus sp. NREL 46B-D3]
OG0004851	RMZ57322.1 hypothetical protein APUTEX25_004156_ partial [Auxenochlorella protothecoides]	KAF6251380.1 hypothetical protein COO60DRAFT_623068 [Scenedesmus sp. NREL 46B-D3]
OG0004853	RMZ57365.1 hypothetical protein APUTEX25_004199_ partial [Auxenochlorella protothecoides]	KAF6251340.1 flavin-containing amine oxidoreductase-domain containing protein [Scenedesmus sp. NREL 46B-D3]
OG0004854	RMZ57369.1 hypothetical protein APUTEX25_004203 [Auxenochlorella protothecoides]	KAF6263031.1 hypothetical protein COO60DRAFT_533205 [Scenedesmus sp. NREL 46B-D3]
OG0004856	RMZ57384.1 hypothetical protein APUTEX25_004218_ partial [Auxenochlorella protothecoides]	KAF6256907.1 methionine synthase reductase [Scenedesmus sp. NREL 46B-D3]
OG0004857	RMZ57404.1 hypothetical protein APUTEX25_004238 [Auxenochlorella protothecoides]	KAF6262338.1 DnaJ-like protein [Scenedesmus sp. NREL 46B-D3]
OG0004860	RMZ57430.1 hypothetical protein APUTEX25_004264 [Auxenochlorella protothecoides]	KAF6255616.1 hypothetical protein COO60DRAFT_195905 [Scenedesmus sp. NREL 46B-D3]
OG0004861	RMZ57461.1 hypothetical protein APUTEX25_004295_ partial [Auxenochlorella protothecoides]	KAF6266539.1 hypothetical protein COO60DRAFT_1632643 [Scenedesmus sp. NREL 46B-D3]
OG0004864	RMZ57535.1 hypothetical protein APUTEX25_001735 [Auxenochlorella protothecoides]	KAF6261066.1 hypothetical protein COO60DRAFT_821537 [Scenedesmus sp. NREL 46B-D3]
OG0004865	RMZ57538.1 hypothetical protein APUTEX25_001738_ partial [Auxenochlorella protothecoides]	KAF6253618.1 thioredoxin-like protein [Scenedesmus sp. NREL 46B-D3]
OG0004866	RMZ57554.1 hypothetical protein APUTEX25_001754 [Auxenochlorella protothecoides]	KAF6258543.1 hypothetical protein COO60DRAFT_1108484 [Scenedesmus sp. NREL 46B-D3]
OG0004867	RMZ57588.1 hypothetical protein APUTEX25_001788 [Auxenochlorella protothecoides]	KAF6263984.1 hypothetical protein COO60DRAFT_266676 [Scenedesmus sp. NREL 46B-D3]
OG0004868	RMZ57606.1 hypothetical protein APUTEX25_001806 [Auxenochlorella protothecoides]	KAF6256614.1 ubiquitin conjugating enzyme [Scenedesmus sp. NREL 46B-D3]
OG0004870	RMZ57623.1 hypothetical protein APUTEX25_001823 [Auxenochlorella protothecoides]	KAF6262570.1 prolyl oligopeptidase family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0004871	RMZ57624.1 hypothetical protein APUTEX25_001824 [Auxenochlorella protothecoides]	KAF6260238.1 class I glutamine amidotransferase-like protein [Scenedesmus sp. NREL 46B-D3]
OG0004872	RMZ57630.1 hypothetical protein APUTEX25_001830 [Auxenochlorella protothecoides]	KAF6265328.1 NUDIX hydrolase domain-like protein [Scenedesmus sp. NREL 46B-D3], KAF6265330.1 nucleosome assembly protein-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0004874	RMZ57684.1 hypothetical protein APUTEX25_001884 [Auxenochlorella protothecoides]	KAF6260514.1 Prefoldin subunit-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0004875	RMZ57689.1 hypothetical protein APUTEX25_001889 [Auxenochlorella protothecoides]	KAF6252090.1 Aph-1 protein-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0004876	RMZ57698.1 hypothetical protein APUTEX25_001898 [Auxenochlorella protothecoides]	KAF6262518.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]
OG0004877	RMZ57704.1 hypothetical protein APUTEX25_001904_ partial [Auxenochlorella protothecoides]	KAF6254113.1 cytochrome b6-f complex subunit [Scenedesmus sp. NREL 46B-D3]
OG0004878	RMZ57709.1 hypothetical protein APUTEX25_001909_ partial [Auxenochlorella protothecoides]	KAF6264849.1 hypothetical protein COO60DRAFT_1481125 [Scenedesmus sp. NREL 46B-D3]
OG0004879	RMZ57821.1 hypothetical protein APUTEX25_003614_ partial [Auxenochlorella protothecoides]	KAF6258998.1 hypothetical protein COO60DRAFT_1701054 [Scenedesmus sp. NREL 46B-D3]
OG0005279	RMZ52064.1 hypothetical protein APUTEX25_001258 [Auxenochlorella protothecoides]	KAF6259508.1 hypothetical protein COO60DRAFT_1700794 [Scenedesmus sp. NREL 46B-D3]
OG0005280	RMZ52134.1 hypothetical protein APUTEX25_001524_ partial [Auxenochlorella protothecoides]	KAF6259276.1 hypothetical protein COO60DRAFT_1514094 [Scenedesmus sp. NREL 46B-D3]
OG0005283	RMZ52224.1 hypothetical protein APUTEX25_001614_ partial [Auxenochlorella protothecoides]	KAF6252265.1 GPI transamidase component PIG-T [Scenedesmus sp. NREL 46B-D3]
OG0005284	RMZ52272.1 hypothetical protein APUTEX25_001662 [Auxenochlorella protothecoides]	KAF6261045.1 Gcd10p family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0005286	RMZ52280.1 hypothetical protein APUTEX25_001670_ partial [Auxenochlorella protothecoides]	KAF6265958.1 hypothetical protein COO60DRAFT_1680592 [Scenedesmus sp. NREL 46B-D3], KAF6265918.1 ELMO/CED-12 family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0005287	RMZ52291.1 hypothetical protein APUTEX25_001681_ partial [Auxenochlorella protothecoides]	KAF6263328.1 thylakoid membrane protein [Scenedesmus sp. NREL 46B-D3]
OG0005291	RMZ52395.1 hypothetical protein APUTEX25_000670 [Auxenochlorella protothecoides]	KAF6265737.1 hypothetical protein COO60DRAFT_870826 [Scenedesmus sp. NREL 46B-D3]
OG0005294	RMZ52444.1 hypothetical protein APUTEX25_000023 [Auxenochlorella protothecoides]	KAF6259092.1 hypothetical protein COO60DRAFT_1284218 [Scenedesmus sp. NREL 46B-D3]
OG0005295	RMZ52450.1 hypothetical protein APUTEX25_000029 [Auxenochlorella protothecoides]	KAF6259784.1 hypothetical protein COO60DRAFT_973423 [Scenedesmus sp. NREL 46B-D3]
OG0005297	RMZ56068.1 hypothetical protein APUTEX25_004492 [Auxenochlorella protothecoides], RMZ52517.1 hypothetical protein APUTEX25_003660 [Auxenochlorella protothecoides]	KAF6257377.1 hypothetical protein COO60DRAFT_1639995 [Scenedesmus sp. NREL 46B-D3]
OG0005298	RMZ52541.1 hypothetical protein APUTEX25_003684 [Auxenochlorella protothecoides]	KAF6250559.1 hypothetical protein COO60DRAFT_797819 [Scenedesmus sp. NREL 46B-D3]
OG0005300	RMZ52595.1 hypothetical protein APUTEX25_000714 [Auxenochlorella protothecoides]	KAF6251785.1 hypothetical protein COO60DRAFT_1644676 [Scenedesmus sp. NREL 46B-D3]
OG0005301	RMZ52617.1 hypothetical protein APUTEX25_000736 [Auxenochlorella protothecoides]	KAF6257368.1 Oligosaccharyltransferase subunit Ribophorin II-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0005302	RMZ52640.1 hypothetical protein APUTEX25_000759 [Auxenochlorella protothecoides]	KAF6266783.1 hypothetical protein COO60DRAFT_1697254 [Scenedesmus sp. NREL 46B-D3]
OG0005304	RMZ52663.1 hypothetical protein APUTEX25_000782 [Auxenochlorella protothecoides]	KAF6252625.1 hypothetical protein COO60DRAFT_506953 [Scenedesmus sp. NREL 46B-D3]
OG0005307	RMZ52755.1 hypothetical protein APUTEX25_000874 [Auxenochlorella protothecoides]	KAF6256225.1 hypothetical protein COO60DRAFT_136294 [Scenedesmus sp. NREL 46B-D3]
OG0005308	RMZ52786.1 hypothetical protein APUTEX25_000905_ partial [Auxenochlorella protothecoides]	KAF6261859.1 hypothetical protein COO60DRAFT_1699576 [Scenedesmus sp. NREL 46B-D3]
OG0005310	RMZ52801.1 hypothetical protein APUTEX25_000920_ partial [Auxenochlorella protothecoides]	KAF6255242.1 Acylphosphatase-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0005311	RMZ52809.1 hypothetical protein APUTEX25_000928_ partial [Auxenochlorella protothecoides]	KAF6260226.1 plastid and cyanobacterial ribosomal protein-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0005314	RMZ52867.1 hypothetical protein APUTEX25_000986_ partial [Auxenochlorella protothecoides]	KAF6255680.1 component of cytosolic 80S ribosome and 40S small subunit [Scenedesmus sp. NREL 46B-D3]
OG0005316	RMZ52886.1 hypothetical protein APUTEX25_001005_ partial [Auxenochlorella protothecoides]	KAF6255137.1 hypothetical protein COO60DRAFT_245442 [Scenedesmus sp. NREL 46B-D3]
OG0005318	RMZ52979.1 hypothetical protein APUTEX25_001098 [Auxenochlorella protothecoides]	KAF6257648.1 hypothetical protein COO60DRAFT_1271214_ partial [Scenedesmus sp. NREL 46B-D3], KAF6236327.1 hypothetical protein COO60DRAFT_477112 [Scenedesmus sp. NREL 46B-D3], KAF6253547.1 hypothetical protein COO60DRAFT_1643042 [Scenedesmus sp. NREL 46B-D3]
OG0005320	RMZ52996.1 hypothetical protein APUTEX25_001115_ partial [Auxenochlorella protothecoides]	KAF6251501.1 vitamin B6 photo-protection and homoeostasis-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0005322	RMZ53011.1 hypothetical protein APUTEX25_001130 [Auxenochlorella protothecoides]	KAF6266498.1 cytochrome c oxidase 11 kd subunit [Scenedesmus sp. NREL 46B-D3]
OG0005324	RMZ53022.1 hypothetical protein APUTEX25_001141 [Auxenochlorella protothecoides]	KAF6258677.1 hypothetical protein COO60DRAFT_1622129 [Scenedesmus sp. NREL 46B-D3]
OG0005331	RMZ53127.1 hypothetical protein APUTEX25_005116 [Auxenochlorella protothecoides]	KAF6256509.1 hypothetical protein COO60DRAFT_1640673 [Scenedesmus sp. NREL 46B-D3]
OG0005335	RMZ53244.1 hypothetical protein APUTEX25_005233 [Auxenochlorella protothecoides]	KAF6236431.1 Alpha/Beta hydrolase protein [Scenedesmus sp. NREL 46B-D3]
OG0005337	RMZ53262.1 hypothetical protein APUTEX25_005251 [Auxenochlorella protothecoides]	KAF6259169.1 Oligomerization domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0005339	RMZ53278.1 hypothetical protein APUTEX25_005267_ partial [Auxenochlorella protothecoides]	KAF6254730.1 hypothetical protein COO60DRAFT_1538947 [Scenedesmus sp. NREL 46B-D3]
OG0005340	RMZ53281.1 hypothetical protein APUTEX25_005270 [Auxenochlorella protothecoides]	KAF6254586.1 zinc-finger protein Lsd1_ partial [Scenedesmus sp. NREL 46B-D3]
OG0005341	RMZ53298.1 hypothetical protein APUTEX25_004786_ partial [Auxenochlorella protothecoides]	KAF6263517.1 hypothetical protein COO60DRAFT_413541 [Scenedesmus sp. NREL 46B-D3]
OG0005342	RMZ53320.1 hypothetical protein APUTEX25_004808 [Auxenochlorella protothecoides]	KAF6253594.1 NUDIX hydrolase domain-like protein [Scenedesmus sp. NREL 46B-D3]
OG0005343	RMZ53361.1 hypothetical protein APUTEX25_004849_ partial [Auxenochlorella protothecoides]	KAF6257473.1 hypothetical protein COO60DRAFT_1701845 [Scenedesmus sp. NREL 46B-D3]
OG0005344	RMZ53366.1 hypothetical protein APUTEX25_004854 [Auxenochlorella protothecoides]	KAF6259042.1 hypothetical protein COO60DRAFT_1051381 [Scenedesmus sp. NREL 46B-D3]
OG0005345	RMZ53410.1 hypothetical protein APUTEX25_004898_ partial [Auxenochlorella protothecoides], RMZ57835.1 hypothetical protein APUTEX25_002109_ partial [Auxenochlorella protothecoides]	KAF6259147.1 acyl-CoA N-acyltransferase [Scenedesmus sp. NREL 46B-D3]
OG0005350	RMZ53479.1 hypothetical protein APUTEX25_003301 [Auxenochlorella protothecoides]	KAF6249853.1 hypothetical protein COO60DRAFT_926734 [Scenedesmus sp. NREL 46B-D3]
OG0005351	RMZ53480.1 hypothetical protein APUTEX25_003302_ partial [Auxenochlorella protothecoides]	KAF6264080.1 HAD-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0005354	RMZ53515.1 hypothetical protein APUTEX25_003337_ partial [Auxenochlorella protothecoides]	KAF6253896.1 hypothetical protein COO60DRAFT_373868 [Scenedesmus sp. NREL 46B-D3]
OG0005355	RMZ53565.1 hypothetical protein APUTEX25_003387 [Auxenochlorella protothecoides]	KAF6249056.1 hypothetical protein COO60DRAFT_1630301 [Scenedesmus sp. NREL 46B-D3]
OG0005356	RMZ53587.1 hypothetical protein APUTEX25_003409_ partial [Auxenochlorella protothecoides]	KAF6264229.1 hypothetical protein COO60DRAFT_225115 [Scenedesmus sp. NREL 46B-D3]
OG0005360	RMZ53597.1 hypothetical protein APUTEX25_003419 [Auxenochlorella protothecoides]	KAF6263439.1 hypothetical protein COO60DRAFT_410609 [Scenedesmus sp. NREL 46B-D3]
OG0005362	RMZ53661.1 hypothetical protein APUTEX25_003195 [Auxenochlorella protothecoides]	KAF6266759.1 hypothetical protein COO60DRAFT_1473359 [Scenedesmus sp. NREL 46B-D3]
