Orthogroup	Auxenochlorella_protothecoides	Chlorella_KRBP
OG0002374	RMZ52045.1 hypothetical protein APUTEX25_001239 [Auxenochlorella protothecoides]	QAXK01003443.1_1888-4145
OG0002375	RMZ52048.1 hypothetical protein APUTEX25_001242 [Auxenochlorella protothecoides]	QAXK01000611.1_344-2643
OG0002377	RMZ52054.1 hypothetical protein APUTEX25_001248_ partial [Auxenochlorella protothecoides]	QAXK01000070.1_5006-2926
OG0002391	RMZ52163.1 hypothetical protein APUTEX25_001553 [Auxenochlorella protothecoides]	QAXK01001032.1_529-3021
OG0002392	RMZ52187.1 hypothetical protein APUTEX25_001577 [Auxenochlorella protothecoides]	QAXK01004092.1_39419-40407
OG0002393	RMZ52201.1 hypothetical protein APUTEX25_001591_ partial [Auxenochlorella protothecoides]	QAXK01004425.1_5700-7015
OG0002398	RMZ52235.1 hypothetical protein APUTEX25_001625 [Auxenochlorella protothecoides]	QAXK01007630.1_3354-1779
OG0002400	RMZ52240.1 hypothetical protein APUTEX25_001630 [Auxenochlorella protothecoides]	QAXK01009758.1_1852-165
OG0002402	RMZ52245.1 hypothetical protein APUTEX25_001635 [Auxenochlorella protothecoides]	QAXK01006527.1_8708-6017
OG0002404	RMZ52264.1 hypothetical protein APUTEX25_001654 [Auxenochlorella protothecoides]	QAXK01000840.1_31502-30180
OG0002407	RMZ52282.1 hypothetical protein APUTEX25_001672 [Auxenochlorella protothecoides]	QAXK01002424.1_5771-2597
OG0002409	RMZ52309.1 hypothetical protein APUTEX25_005062 [Auxenochlorella protothecoides]	QAXK01003096.1_14696-17609
OG0002410	RMZ52310.1 hypothetical protein APUTEX25_005063_ partial [Auxenochlorella protothecoides]	QAXK01000328.1_7305-8962
OG0002415	RMZ52356.1 hypothetical protein APUTEX25_000631 [Auxenochlorella protothecoides]	QAXK01018530.1_1173-3834
OG0002417	RMZ52367.1 hypothetical protein APUTEX25_000642 [Auxenochlorella protothecoides]	QAXK01014946.1_5937-4091
OG0002421	RMZ52391.1 hypothetical protein APUTEX25_000666 [Auxenochlorella protothecoides]	QAXK01000019.1_127-3831
OG0002424	RMZ52429.1 hypothetical protein APUTEX25_000008 [Auxenochlorella protothecoides]	QAXK01004230.1_13015-11861
OG0002429	RMZ52443.1 hypothetical protein APUTEX25_000022_ partial [Auxenochlorella protothecoides]	QAXK01018188.1_2713-2029
OG0002433	RMZ52464.1 hypothetical protein APUTEX25_000043 [Auxenochlorella protothecoides]	QAXK01010016.1_2591-4898
OG0002435	RMZ52478.1 hypothetical protein APUTEX25_003621 [Auxenochlorella protothecoides]	QAXK01006642.1_4903-8475
OG0002439	RMZ52515.1 hypothetical protein APUTEX25_003658 [Auxenochlorella protothecoides]	QAXK01006012.1_4611-6378
OG0002441	RMZ52527.1 hypothetical protein APUTEX25_003670 [Auxenochlorella protothecoides]	QAXK01000523.1_8909-7053
OG0002447	RMZ52553.1 hypothetical protein APUTEX25_003696_ partial [Auxenochlorella protothecoides]	QAXK01011649.1_6227-2645
OG0002451	RMZ52565.1 hypothetical protein APUTEX25_003708 [Auxenochlorella protothecoides]	QAXK01000979.1_11011-9108
OG0002454	RMZ52616.1 hypothetical protein APUTEX25_000735 [Auxenochlorella protothecoides]	QAXK01017228.1_872-211
OG0002461	RMZ52658.1 hypothetical protein APUTEX25_000777 [Auxenochlorella protothecoides]	QAXK01008372.1_4504-1777
OG0002470	RMZ52689.1 hypothetical protein APUTEX25_000808_ partial [Auxenochlorella protothecoides]	QAXK01004760.1_349-2010
OG0002473	RMZ52724.1 hypothetical protein APUTEX25_000843_ partial [Auxenochlorella protothecoides]	QAXK01005580.1_145-5612
OG0002481	RMZ52816.1 hypothetical protein APUTEX25_000935_ partial [Auxenochlorella protothecoides]	QAXK01019295.1_5920-5732
OG0002489	RMZ52875.1 hypothetical protein APUTEX25_000994 [Auxenochlorella protothecoides]	QAXK01011332.1_7730-6306
OG0002490	RMZ52882.1 hypothetical protein APUTEX25_001001 [Auxenochlorella protothecoides]	QAXK01005493.1_5709-8739
OG0002491	RMZ52889.1 hypothetical protein APUTEX25_001008 [Auxenochlorella protothecoides]	QAXK01001982.1_13111-9273
OG0002493	RMZ52912.1 hypothetical protein APUTEX25_001031_ partial [Auxenochlorella protothecoides]	QAXK01003356.1_3976-6343
OG0002501	RMZ52956.1 hypothetical protein APUTEX25_001075_ partial [Auxenochlorella protothecoides]	QAXK01015333.1_8887-6386
OG0002502	RMZ52958.1 hypothetical protein APUTEX25_001077_ partial [Auxenochlorella protothecoides]	QAXK01004701.1_7826-2022
OG0002509	RMZ53027.1 hypothetical protein APUTEX25_001146_ partial [Auxenochlorella protothecoides]	QAXK01002072.1_7784-4601
OG0002520	RMZ53155.1 hypothetical protein APUTEX25_005144 [Auxenochlorella protothecoides]	QAXK01004095.1_2354-706
OG0002524	RMZ53166.1 hypothetical protein APUTEX25_005155 [Auxenochlorella protothecoides]	QAXK01000577.1_7847-8807
OG0002525	RMZ53174.1 hypothetical protein APUTEX25_005163 [Auxenochlorella protothecoides]	QAXK01004000.1_12088-10081
OG0002540	RMZ53275.1 hypothetical protein APUTEX25_005264 [Auxenochlorella protothecoides]	QAXK01000802.1_2542-6601
OG0002550	RMZ53322.1 hypothetical protein APUTEX25_004810 [Auxenochlorella protothecoides]	QAXK01001082.1_16962-21149
OG0002551	RMZ53329.1 hypothetical protein APUTEX25_004817 [Auxenochlorella protothecoides]	QAXK01000484.1_4718-2307
OG0002552	RMZ53331.1 hypothetical protein APUTEX25_004819_ partial [Auxenochlorella protothecoides]	QAXK01001169.1_7647-4609
OG0002561	RMZ53420.1 hypothetical protein APUTEX25_004908_ partial [Auxenochlorella protothecoides]	QAXK01000325.1_52702-51360
OG0002563	RMZ53426.1 hypothetical protein APUTEX25_004914 [Auxenochlorella protothecoides]	QAXK01010777.1_196-929
OG0002569	RMZ53490.1 hypothetical protein APUTEX25_003312 [Auxenochlorella protothecoides]	QAXK01008095.1_6073-1465
OG0002570	RMZ53500.1 hypothetical protein APUTEX25_003322_ partial [Auxenochlorella protothecoides]	QAXK01004879.1_5868-4307
OG0002572	RMZ53557.1 hypothetical protein APUTEX25_003379_ partial [Auxenochlorella protothecoides]	QAXK01003017.1_10269-9177
OG0002575	RMZ53584.1 hypothetical protein APUTEX25_003406 [Auxenochlorella protothecoides]	QAXK01018811.1_5082-3547
OG0002578	RMZ53606.1 hypothetical protein APUTEX25_003140 [Auxenochlorella protothecoides]	QAXK01006849.1_22455-23625
OG0002581	RMZ53622.1 hypothetical protein APUTEX25_003156 [Auxenochlorella protothecoides]	QAXK01000799.1_52275-51787
OG0002587	RMZ53671.1 hypothetical protein APUTEX25_003205 [Auxenochlorella protothecoides]	QAXK01003879.1_1866-205
OG0002588	RMZ53678.1 hypothetical protein APUTEX25_003212_ partial [Auxenochlorella protothecoides]	QAXK01006532.1_11118-4758
OG0002596	RMZ53761.1 hypothetical protein APUTEX25_003900 [Auxenochlorella protothecoides]	QAXK01013827.1_4630-1867
OG0002601	RMZ53798.1 hypothetical protein APUTEX25_003937 [Auxenochlorella protothecoides]	QAXK01013188.1_5354-2685
OG0002604	RMZ53826.1 hypothetical protein APUTEX25_003965 [Auxenochlorella protothecoides]	QAXK01003755.1_5170-9460
OG0002608	RMZ53849.1 hypothetical protein APUTEX25_005595 [Auxenochlorella protothecoides]	QAXK01001306.1_3606-5501
OG0002610	RMZ53853.1 hypothetical protein APUTEX25_005599 [Auxenochlorella protothecoides]	QAXK01006881.1_2636-4947
OG0002611	RMZ53856.1 hypothetical protein APUTEX25_005602_ partial [Auxenochlorella protothecoides]	QAXK01008206.1_13328-14330
OG0002613	RMZ53863.1 hypothetical protein APUTEX25_005609 [Auxenochlorella protothecoides]	QAXK01001336.1_4314-5769
OG0002615	RMZ53870.1 hypothetical protein APUTEX25_005616_ partial [Auxenochlorella protothecoides]	QAXK01018285.1_3833-2399
OG0002620	RMZ53892.1 hypothetical protein APUTEX25_005574 [Auxenochlorella protothecoides]	QAXK01005400.1_31209-29659
OG0002627	RMZ53974.1 hypothetical protein APUTEX25_002551 [Auxenochlorella protothecoides]	QAXK01000679.1_20862-23970
OG0002632	RMZ54018.1 hypothetical protein APUTEX25_002595_ partial [Auxenochlorella protothecoides]	QAXK01000208.1_858-3327
OG0002633	RMZ54028.1 hypothetical protein APUTEX25_002605 [Auxenochlorella protothecoides]	QAXK01015735.1_789-3208
OG0002634	RMZ54029.1 hypothetical protein APUTEX25_002606 [Auxenochlorella protothecoides]	QAXK01005319.1_15043-16886
OG0002641	RMZ54078.1 hypothetical protein APUTEX25_002655 [Auxenochlorella protothecoides]	QAXK01001768.1_11195-11945
OG0002642	RMZ54081.1 hypothetical protein APUTEX25_002658 [Auxenochlorella protothecoides]	QAXK01002348.1_6292-8730
OG0002654	RMZ54158.1 hypothetical protein APUTEX25_005314 [Auxenochlorella protothecoides]	QAXK01008540.1_14282-12509
OG0002656	RMZ54169.1 hypothetical protein APUTEX25_005325 [Auxenochlorella protothecoides]	QAXK01008693.1_1704-2778
OG0002657	RMZ54174.1 hypothetical protein APUTEX25_005330 [Auxenochlorella protothecoides]	QAXK01001396.1_8898-9977
OG0002663	RMZ54225.1 hypothetical protein APUTEX25_000576 [Auxenochlorella protothecoides]	QAXK01005614.1_2666-5868
OG0002665	RMZ54241.1 hypothetical protein APUTEX25_000592 [Auxenochlorella protothecoides]	QAXK01013120.1_9967-12816
OG0002670	RMZ54272.1 hypothetical protein APUTEX25_000623 [Auxenochlorella protothecoides]	QAXK01006673.1_15764-13631
OG0002674	RMZ54304.1 hypothetical protein APUTEX25_001462 [Auxenochlorella protothecoides]	QAXK01009777.1_8817-6577
OG0002680	RMZ54338.1 hypothetical protein APUTEX25_001496 [Auxenochlorella protothecoides]	QAXK01002348.1_28743-27471
OG0002684	RMZ54360.1 hypothetical protein APUTEX25_001936 [Auxenochlorella protothecoides]	QAXK01009099.1_14211-12777
OG0002690	RMZ54394.1 hypothetical protein APUTEX25_001970 [Auxenochlorella protothecoides]	QAXK01002281.1_18158-20087
OG0002691	RMZ54397.1 hypothetical protein APUTEX25_001973 [Auxenochlorella protothecoides]	QAXK01017025.1_286-4417
OG0002692	RMZ54404.1 hypothetical protein APUTEX25_001980 [Auxenochlorella protothecoides]	QAXK01018733.1_2749-2003
OG0002693	RMZ54409.1 hypothetical protein APUTEX25_001985 [Auxenochlorella protothecoides]	QAXK01001086.1_9229-7556
OG0002695	RMZ54416.1 hypothetical protein APUTEX25_001992 [Auxenochlorella protothecoides]	QAXK01007477.1_3698-5226
OG0002710	RMZ54534.1 hypothetical protein APUTEX25_001706 [Auxenochlorella protothecoides]	QAXK01005359.1_3667-6796
OG0002711	RMZ54538.1 hypothetical protein APUTEX25_002113 [Auxenochlorella protothecoides]	QAXK01000142.1_2803-4675
OG0002714	RMZ54550.1 hypothetical protein APUTEX25_002125 [Auxenochlorella protothecoides]	QAXK01008206.1_4068-2028
OG0002716	RMZ54583.1 hypothetical protein APUTEX25_002169 [Auxenochlorella protothecoides]	QAXK01002299.1_25676-26628
OG0002723	RMZ54632.1 hypothetical protein APUTEX25_003010 [Auxenochlorella protothecoides]	QAXK01001735.1_19259-17991
OG0002725	RMZ54661.1 hypothetical protein APUTEX25_003039 [Auxenochlorella protothecoides]	QAXK01014870.1_4125-17
OG0002728	RMZ54674.1 hypothetical protein APUTEX25_003052 [Auxenochlorella protothecoides]	QAXK01001551.1_13518-17077
OG0002729	RMZ54675.1 hypothetical protein APUTEX25_003053 [Auxenochlorella protothecoides]	QAXK01006977.1_27647-33279
OG0002737	RMZ54736.1 hypothetical protein APUTEX25_003114 [Auxenochlorella protothecoides]	QAXK01003565.1_11016-9575
OG0002740	RMZ54757.1 hypothetical protein APUTEX25_000274 [Auxenochlorella protothecoides]	QAXK01008073.1_769-1809
OG0002747	RMZ54785.1 hypothetical protein APUTEX25_000302 [Auxenochlorella protothecoides]	QAXK01003905.1_20331-25213
OG0002748	RMZ54789.1 hypothetical protein APUTEX25_000306 [Auxenochlorella protothecoides]	QAXK01006264.1_6024-5189
OG0002758	RMZ54840.1 hypothetical protein APUTEX25_000357 [Auxenochlorella protothecoides]	QAXK01000240.1_34950-34312
OG0002759	RMZ54841.1 hypothetical protein APUTEX25_000358 [Auxenochlorella protothecoides]	QAXK01007099.1_3453-8857
OG0002761	RMZ54845.1 hypothetical protein APUTEX25_000362 [Auxenochlorella protothecoides]	QAXK01001947.1_20720-25947
OG0002768	RMZ54880.1 hypothetical protein APUTEX25_000397 [Auxenochlorella protothecoides]	QAXK01003475.1_1733-1302
OG0002771	RMZ54896.1 hypothetical protein APUTEX25_000413 [Auxenochlorella protothecoides]	QAXK01011921.1_1066-3701
OG0002772	RMZ54911.1 hypothetical protein APUTEX25_000428 [Auxenochlorella protothecoides]	QAXK01003475.1_2682-4175
OG0002773	RMZ54915.1 hypothetical protein APUTEX25_000432 [Auxenochlorella protothecoides]	QAXK01017743.1_4283-978
OG0002777	RMZ54931.1 hypothetical protein APUTEX25_000448 [Auxenochlorella protothecoides]	QAXK01014000.1_19150-23189
OG0002778	RMZ54944.1 hypothetical protein APUTEX25_000461 [Auxenochlorella protothecoides]	QAXK01002678.1_2058-278
OG0002781	RMZ54963.1 hypothetical protein APUTEX25_000480_ partial [Auxenochlorella protothecoides]	QAXK01008309.1_4393-845
OG0002791	RMZ55056.1 hypothetical protein APUTEX25_005682 [Auxenochlorella protothecoides]	QAXK01006910.1_4587-4039
OG0002793	RMZ55064.1 hypothetical protein APUTEX25_005690_ partial [Auxenochlorella protothecoides]	QAXK01003026.1_6033-13877
OG0002799	RMZ55098.1 hypothetical protein APUTEX25_005724 [Auxenochlorella protothecoides]	QAXK01000454.1_923-1568
OG0002810	RMZ55178.1 hypothetical protein APUTEX25_005456 [Auxenochlorella protothecoides]	QAXK01009911.1_30762-28414
OG0002812	RMZ55190.1 hypothetical protein APUTEX25_005468 [Auxenochlorella protothecoides]	QAXK01008556.1_5708-3352
OG0002818	RMZ55231.1 hypothetical protein APUTEX25_005509 [Auxenochlorella protothecoides]	QAXK01001221.1_1240-326
OG0002819	RMZ55233.1 hypothetical protein APUTEX25_005511 [Auxenochlorella protothecoides]	QAXK01001402.1_3021-777
OG0002820	RMZ55240.1 hypothetical protein APUTEX25_005518_ partial [Auxenochlorella protothecoides]	QAXK01007101.1_2486-3500
OG0002821	RMZ55243.1 hypothetical protein APUTEX25_005521_ partial [Auxenochlorella protothecoides]	QAXK01001240.1_4320-118
OG0002827	RMZ55300.1 hypothetical protein APUTEX25_003438 [Auxenochlorella protothecoides]	QAXK01001575.1_9213-11802
OG0002829	RMZ55306.1 hypothetical protein APUTEX25_003444_ partial [Auxenochlorella protothecoides]	QAXK01008464.1_4921-314
OG0002831	RMZ55314.1 hypothetical protein APUTEX25_003452 [Auxenochlorella protothecoides]	QAXK01009471.1_2975-111
OG0002842	RMZ55383.1 hypothetical protein APUTEX25_003507 [Auxenochlorella protothecoides]	QAXK01002063.1_17610-18209
OG0002848	RMZ55408.1 hypothetical protein APUTEX25_003532_ partial [Auxenochlorella protothecoides]	QAXK01011190.1_3792-5177
OG0002852	RMZ55425.1 hypothetical protein APUTEX25_003549 [Auxenochlorella protothecoides]	QAXK01002795.1_1894-3499
OG0002853	RMZ55427.1 hypothetical protein APUTEX25_003551 [Auxenochlorella protothecoides]	QAXK01006222.1_6005-7514
OG0002854	RMZ55428.1 hypothetical protein APUTEX25_003552 [Auxenochlorella protothecoides]	QAXK01000274.1_4441-2040
OG0002861	RMZ55503.1 hypothetical protein APUTEX25_000086_ partial [Auxenochlorella protothecoides]	QAXK01000336.1_29701-28621
OG0002871	RMZ55579.1 hypothetical protein APUTEX25_000162 [Auxenochlorella protothecoides]	QAXK01001665.1_2326-3883
OG0002877	RMZ55640.1 hypothetical protein APUTEX25_000223 [Auxenochlorella protothecoides]	QAXK01001383.1_16600-17459
OG0002889	RMZ55737.1 hypothetical protein APUTEX25_005778_ partial [Auxenochlorella protothecoides]	QAXK01014533.1_1995-3733
OG0002890	RMZ55738.1 hypothetical protein APUTEX25_005779 [Auxenochlorella protothecoides]	QAXK01012468.1_6191-5064
OG0002892	RMZ55766.1 hypothetical protein APUTEX25_005807 [Auxenochlorella protothecoides]	QAXK01004675.1_1944-4753
OG0002895	RMZ55783.1 hypothetical protein APUTEX25_005824 [Auxenochlorella protothecoides]	QAXK01006273.1_11056-8644
OG0002898	RMZ55797.1 hypothetical protein APUTEX25_005838_ partial [Auxenochlorella protothecoides]	QAXK01013787.1_6935-10103
OG0002900	RMZ55820.1 hypothetical protein APUTEX25_003786 [Auxenochlorella protothecoides]	QAXK01000573.1_11483-12681
OG0002903	RMZ55838.1 hypothetical protein APUTEX25_003804 [Auxenochlorella protothecoides]	QAXK01008701.1_3697-2030
OG0002915	RMZ55930.1 hypothetical protein APUTEX25_004354_ partial [Auxenochlorella protothecoides]	QAXK01000080.1_1794-5623
OG0002916	RMZ55941.1 hypothetical protein APUTEX25_004365 [Auxenochlorella protothecoides]	QAXK01010627.1_8219-6389
OG0002918	RMZ55947.1 hypothetical protein APUTEX25_004371 [Auxenochlorella protothecoides]	QAXK01005102.1_8833-5901
OG0002927	RMZ55988.1 hypothetical protein APUTEX25_004412 [Auxenochlorella protothecoides]	QAXK01012487.1_1571-2566
OG0002931	RMZ56001.1 hypothetical protein APUTEX25_004425_ partial [Auxenochlorella protothecoides]	QAXK01009697.1_3987-6949
OG0002938	RMZ56044.1 hypothetical protein APUTEX25_004468 [Auxenochlorella protothecoides]	QAXK01014057.1_8141-7852
OG0002940	RMZ56048.1 hypothetical protein APUTEX25_004472 [Auxenochlorella protothecoides]	QAXK01000147.1_17903-18595
OG0002946	RMZ56081.1 hypothetical protein APUTEX25_004505 [Auxenochlorella protothecoides]	QAXK01002261.1_40148-34742
OG0002948	RMZ56091.1 hypothetical protein APUTEX25_004515_ partial [Auxenochlorella protothecoides]	QAXK01005661.1_3614-5576
OG0002955	RMZ56136.1 hypothetical protein APUTEX25_004560 [Auxenochlorella protothecoides]	QAXK01003496.1_4117-1328
OG0002962	RMZ56224.1 hypothetical protein APUTEX25_002414 [Auxenochlorella protothecoides]	QAXK01002423.1_4870-1549
OG0002965	RMZ56248.1 hypothetical protein APUTEX25_002438 [Auxenochlorella protothecoides]	QAXK01009311.1_5086-9550
OG0002969	RMZ56266.1 hypothetical protein APUTEX25_002456 [Auxenochlorella protothecoides]	QAXK01007111.1_9724-10631
OG0002971	RMZ56299.1 hypothetical protein APUTEX25_000538 [Auxenochlorella protothecoides]	QAXK01004485.1_1816-3388
OG0002974	RMZ56337.1 hypothetical protein APUTEX25_004694_ partial [Auxenochlorella protothecoides]	QAXK01000635.1_9875-7571
OG0002988	RMZ56419.1 hypothetical protein APUTEX25_004642 [Auxenochlorella protothecoides]	QAXK01005019.1_7837-6195
OG0002994	RMZ56471.1 hypothetical protein APUTEX25_001318 [Auxenochlorella protothecoides], RMZ56636.1 hypothetical protein APUTEX25_002725 [Auxenochlorella protothecoides]	QAXK01008641.1_5826-4936
OG0002996	RMZ56476.1 hypothetical protein APUTEX25_001323 [Auxenochlorella protothecoides]	QAXK01008356.1_1994-1323
OG0003000	RMZ56493.1 hypothetical protein APUTEX25_001340 [Auxenochlorella protothecoides]	QAXK01018219.1_153-1479
OG0003006	RMZ56513.1 hypothetical protein APUTEX25_001360 [Auxenochlorella protothecoides]	QAXK01009127.1_2830-5632
OG0003009	RMZ56531.1 hypothetical protein APUTEX25_001378 [Auxenochlorella protothecoides]	QAXK01001726.1_8268-6818
OG0003011	RMZ56538.1 hypothetical protein APUTEX25_001385 [Auxenochlorella protothecoides]	QAXK01014149.1_4580-2650
OG0003015	RMZ56557.1 hypothetical protein APUTEX25_001404 [Auxenochlorella protothecoides]	QAXK01017394.1_3188-4
OG0003017	RMZ56562.1 hypothetical protein APUTEX25_001409 [Auxenochlorella protothecoides]	QAXK01001070.1_5974-4798
OG0003026	RMZ56651.1 hypothetical protein APUTEX25_002740 [Auxenochlorella protothecoides]	QAXK01001672.1_6564-5317
OG0003036	RMZ56714.1 hypothetical protein APUTEX25_002803 [Auxenochlorella protothecoides]	QAXK01000724.1_14653-15848
OG0003041	RMZ56770.1 hypothetical protein APUTEX25_002859 [Auxenochlorella protothecoides]	QAXK01001704.1_7113-6556
OG0003042	RMZ56776.1 hypothetical protein APUTEX25_002865 [Auxenochlorella protothecoides]	QAXK01014526.1_3534-6424
OG0003049	RMZ56821.1 hypothetical protein APUTEX25_002910 [Auxenochlorella protothecoides]	QAXK01005731.1_3330-6743
OG0003059	RMZ56869.1 hypothetical protein APUTEX25_002958 [Auxenochlorella protothecoides]	QAXK01007133.1_7499-8797
OG0003064	RMZ56918.1 hypothetical protein APUTEX25_004980 [Auxenochlorella protothecoides]	QAXK01005457.1_8974-4681
OG0003068	RMZ56957.1 hypothetical protein APUTEX25_005019 [Auxenochlorella protothecoides]	QAXK01015536.1_9170-6903
OG0003075	RMZ57023.1 hypothetical protein APUTEX25_002255_ partial [Auxenochlorella protothecoides]	QAXK01016351.1_22-2386
OG0003087	RMZ57078.1 hypothetical protein APUTEX25_002310 [Auxenochlorella protothecoides]	QAXK01003513.1_13194-9646
OG0003091	RMZ57096.1 hypothetical protein APUTEX25_002328 [Auxenochlorella protothecoides]	QAXK01014943.1_5708-4249
OG0003097	RMZ57153.1 hypothetical protein APUTEX25_003987 [Auxenochlorella protothecoides]	QAXK01008899.1_16518-18484
OG0003105	RMZ57213.1 hypothetical protein APUTEX25_004047 [Auxenochlorella protothecoides]	QAXK01001158.1_6748-4261
OG0003107	RMZ57219.1 hypothetical protein APUTEX25_004053_ partial [Auxenochlorella protothecoides]	QAXK01014862.1_4087-1458
OG0003111	RMZ57277.1 hypothetical protein APUTEX25_004111 [Auxenochlorella protothecoides]	QAXK01008798.1_739-2238
OG0003123	RMZ57354.1 hypothetical protein APUTEX25_004188 [Auxenochlorella protothecoides]	QAXK01008567.1_4740-6650
OG0003125	RMZ57356.1 hypothetical protein APUTEX25_004190 [Auxenochlorella protothecoides]	QAXK01001243.1_11567-10056
OG0003126	RMZ57359.1 hypothetical protein APUTEX25_004193 [Auxenochlorella protothecoides]	QAXK01016483.1_12203-9679
OG0003127	RMZ57367.1 hypothetical protein APUTEX25_004201 [Auxenochlorella protothecoides]	QAXK01017290.1_11269-8021
OG0003129	RMZ57373.1 hypothetical protein APUTEX25_004207_ partial [Auxenochlorella protothecoides]	QAXK01002314.1_19744-18688
OG0003133	RMZ57394.1 hypothetical protein APUTEX25_004228_ partial [Auxenochlorella protothecoides]	QAXK01000525.1_12654-17162
OG0003137	RMZ57425.1 hypothetical protein APUTEX25_004259_ partial [Auxenochlorella protothecoides]	QAXK01001082.1_3989-724
OG0003142	RMZ57495.1 hypothetical protein APUTEX25_003738 [Auxenochlorella protothecoides]	QAXK01011367.1_1094-2688
OG0003148	RMZ57540.1 hypothetical protein APUTEX25_001740 [Auxenochlorella protothecoides]	QAXK01012193.1_12536-14034
OG0003149	RMZ57542.1 hypothetical protein APUTEX25_001742 [Auxenochlorella protothecoides]	QAXK01012663.1_1560-2913
OG0003151	RMZ57556.1 hypothetical protein APUTEX25_001756_ partial [Auxenochlorella protothecoides]	QAXK01010249.1_1617-3048
OG0003152	RMZ57557.1 hypothetical protein APUTEX25_001757 [Auxenochlorella protothecoides]	QAXK01003852.1_5090-8561
OG0003157	RMZ57574.1 hypothetical protein APUTEX25_001774 [Auxenochlorella protothecoides]	QAXK01018936.1_2-1001
OG0003160	RMZ57587.1 hypothetical protein APUTEX25_001787 [Auxenochlorella protothecoides]	QAXK01000595.1_5567-8159
OG0003164	RMZ57639.1 hypothetical protein APUTEX25_001839 [Auxenochlorella protothecoides]	QAXK01009877.1_4970-2684
OG0003167	RMZ57662.1 hypothetical protein APUTEX25_001862 [Auxenochlorella protothecoides]	QAXK01014051.1_13887-12133
OG0003172	RMZ57677.1 hypothetical protein APUTEX25_001877 [Auxenochlorella protothecoides]	QAXK01000415.1_5823-6484
OG0003357	RMZ52074.1 hypothetical protein APUTEX25_001268 [Auxenochlorella protothecoides]	QAXK01001354.1_4891-5217
OG0003361	RMZ52100.1 hypothetical protein APUTEX25_001294 [Auxenochlorella protothecoides]	QAXK01008796.1_1534-1839
OG0003363	RMZ52126.1 hypothetical protein APUTEX25_001516 [Auxenochlorella protothecoides]	QAXK01009044.1_6855-8605
OG0003365	RMZ52145.1 hypothetical protein APUTEX25_001535 [Auxenochlorella protothecoides]	QAXK01013436.1_3075-257
OG0003376	RMZ52208.1 hypothetical protein APUTEX25_001598 [Auxenochlorella protothecoides]	QAXK01015973.1_3186-2635
OG0003378	RMZ52226.1 hypothetical protein APUTEX25_001616 [Auxenochlorella protothecoides]	QAXK01007832.1_7613-8663
OG0003389	RMZ52308.1 hypothetical protein APUTEX25_005061_ partial [Auxenochlorella protothecoides]	QAXK01000807.1_2417-1282
OG0003390	RMZ52314.1 hypothetical protein APUTEX25_005067 [Auxenochlorella protothecoides]	QAXK01002975.1_1945-3061
OG0003400	RMZ52405.1 hypothetical protein APUTEX25_000680_ partial [Auxenochlorella protothecoides]	QAXK01011269.1_6226-3244
OG0003418	RMZ52491.1 hypothetical protein APUTEX25_003634_ partial [Auxenochlorella protothecoides]	QAXK01004430.1_3720-2428
OG0003427	RMZ52558.1 hypothetical protein APUTEX25_003701_ partial [Auxenochlorella protothecoides]	QAXK01017428.1_6517-5288
OG0003452	RMZ52734.1 hypothetical protein APUTEX25_000853 [Auxenochlorella protothecoides]	QAXK01012596.1_9132-5856
OG0003460	RMZ52847.1 hypothetical protein APUTEX25_000966 [Auxenochlorella protothecoides]	QAXK01010334.1_16568-22208
OG0003462	RMZ52870.1 hypothetical protein APUTEX25_000989 [Auxenochlorella protothecoides]	QAXK01004703.1_12039-13879
OG0003465	RMZ52890.1 hypothetical protein APUTEX25_001009_ partial [Auxenochlorella protothecoides]	QAXK01007075.1_15495-16375
OG0003474	RMZ52962.1 hypothetical protein APUTEX25_001081_ partial [Auxenochlorella protothecoides]	QAXK01010270.1_2969-2237
OG0003481	RMZ52999.1 hypothetical protein APUTEX25_001118 [Auxenochlorella protothecoides]	QAXK01002106.1_10876-11265
OG0003502	RMZ53132.1 hypothetical protein APUTEX25_005121 [Auxenochlorella protothecoides]	QAXK01000365.1_3565-4942
OG0003509	RMZ53210.1 hypothetical protein APUTEX25_005199_ partial [Auxenochlorella protothecoides]	QAXK01011852.1_1562-2354
OG0003538	RMZ53433.1 hypothetical protein APUTEX25_004921 [Auxenochlorella protothecoides]	QAXK01008337.1_3990-5243
OG0003540	RMZ53455.1 hypothetical protein APUTEX25_003277 [Auxenochlorella protothecoides]	QAXK01001088.1_16015-14943
OG0003568	RMZ53655.1 hypothetical protein APUTEX25_003189_ partial [Auxenochlorella protothecoides]	QAXK01002228.1_1968-3201
OG0003579	RMZ53713.1 hypothetical protein APUTEX25_003247 [Auxenochlorella protothecoides]	QAXK01005668.1_9092-7561
OG0003597	RMZ53987.1 hypothetical protein APUTEX25_002564_ partial [Auxenochlorella protothecoides]	QAXK01004574.1_6183-8163
OG0003598	RMZ54014.1 hypothetical protein APUTEX25_002591 [Auxenochlorella protothecoides]	QAXK01002968.1_5239-542
OG0003601	RMZ54034.1 hypothetical protein APUTEX25_002611 [Auxenochlorella protothecoides]	QAXK01016048.1_1933-545
OG0003625	RMZ54194.1 hypothetical protein APUTEX25_005350 [Auxenochlorella protothecoides]	QAXK01001997.1_7467-5438
OG0003643	RMZ54320.1 hypothetical protein APUTEX25_001478 [Auxenochlorella protothecoides]	QAXK01000249.1_16165-13537
