Orthogroup	Auxenochlorella_protothecoides	Chlorella_A99
OG0002706	RMZ54497.1 hypothetical protein APUTEX25_002073_ partial [Auxenochlorella protothecoides]	PCFQ01000007.1 g1230 [Chlorella sp. A99]
OG0002707	RMZ54499.1 hypothetical protein APUTEX25_002075_ partial [Auxenochlorella protothecoides]	PCFQ01000003.1 g1066 [Chlorella sp. A99]
OG0002713	RMZ54542.1 hypothetical protein APUTEX25_002117_ partial [Auxenochlorella protothecoides]	PCFQ01000077.1 g1741 [Chlorella sp. A99]
OG0002715	RMZ54570.1 hypothetical protein APUTEX25_002145_ partial [Auxenochlorella protothecoides]	PCFQ01000077.1 g1743 [Chlorella sp. A99]
OG0002716	RMZ54583.1 hypothetical protein APUTEX25_002169 [Auxenochlorella protothecoides]	PCFQ01000003.1 g1034 [Chlorella sp. A99]
OG0002719	RMZ54597.1 hypothetical protein APUTEX25_002183 [Auxenochlorella protothecoides]	PCFQ01000058.1 g267 [Chlorella sp. A99]
OG0002720	RMZ54605.1 hypothetical protein APUTEX25_002191_ partial [Auxenochlorella protothecoides]	PCFQ01000003.1 g1040 [Chlorella sp. A99]
OG0002721	RMZ54628.1 hypothetical protein APUTEX25_003006 [Auxenochlorella protothecoides]	PCFQ01000058.1 g71 [Chlorella sp. A99]
OG0002722	RMZ54630.1 hypothetical protein APUTEX25_003008 [Auxenochlorella protothecoides]	PCFQ01000002.1 g703 [Chlorella sp. A99]
OG0002724	RMZ54638.1 hypothetical protein APUTEX25_003016 [Auxenochlorella protothecoides]	PCFQ01000002.1 g697 [Chlorella sp. A99]
OG0002727	RMZ54672.1 hypothetical protein APUTEX25_003050_ partial [Auxenochlorella protothecoides]	PCFQ01000008.1 g1148 [Chlorella sp. A99]
OG0002729	RMZ54675.1 hypothetical protein APUTEX25_003053 [Auxenochlorella protothecoides]	PCFQ01000002.1 g662 [Chlorella sp. A99]
OG0002731	RMZ54706.1 hypothetical protein APUTEX25_003084_ partial [Auxenochlorella protothecoides]	PCFQ01000002.1 g743 [Chlorella sp. A99]
OG0002734	RMZ54722.1 hypothetical protein APUTEX25_003100_ partial [Auxenochlorella protothecoides]	PCFQ01000002.1 g695 [Chlorella sp. A99]
OG0002735	RMZ54723.1 hypothetical protein APUTEX25_003101_ partial [Auxenochlorella protothecoides]	PCFQ01000008.1 g1165 [Chlorella sp. A99]
OG0002736	RMZ54725.1 hypothetical protein APUTEX25_003103 [Auxenochlorella protothecoides]	PCFQ01000002.1 g667 [Chlorella sp. A99]
OG0002741	RMZ54761.1 hypothetical protein APUTEX25_000278 [Auxenochlorella protothecoides]	PCFQ01000011.1 g2882 [Chlorella sp. A99]
OG0002743	RMZ54770.1 hypothetical protein APUTEX25_000287 [Auxenochlorella protothecoides]	PCFQ01000078.1 g2013 [Chlorella sp. A99]
OG0002746	RMZ54782.1 hypothetical protein APUTEX25_000299 [Auxenochlorella protothecoides]	PCFQ01000011.1 g2833 [Chlorella sp. A99]
OG0002750	RMZ54792.1 hypothetical protein APUTEX25_000309 [Auxenochlorella protothecoides]	PCFQ01000078.1 g2104 [Chlorella sp. A99]
OG0002752	RMZ54799.1 hypothetical protein APUTEX25_000316_ partial [Auxenochlorella protothecoides]	PCFQ01000011.1 g2806 [Chlorella sp. A99]
OG0002753	RMZ54814.1 hypothetical protein APUTEX25_000331 [Auxenochlorella protothecoides]	PCFQ01000082.1 g548 [Chlorella sp. A99]
OG0002754	RMZ54815.1 hypothetical protein APUTEX25_000332 [Auxenochlorella protothecoides]	PCFQ01000011.1 g2812 [Chlorella sp. A99]
OG0002756	RMZ54828.1 hypothetical protein APUTEX25_000345 [Auxenochlorella protothecoides]	PCFQ01000006.1 g3124 [Chlorella sp. A99]
OG0002757	RMZ54837.1 hypothetical protein APUTEX25_000354 [Auxenochlorella protothecoides]	PCFQ01000009.1 g1722 [Chlorella sp. A99]
OG0002759	RMZ54841.1 hypothetical protein APUTEX25_000358 [Auxenochlorella protothecoides]	PCFQ01000078.1 g2138 [Chlorella sp. A99]
OG0002760	RMZ54842.1 hypothetical protein APUTEX25_000359 [Auxenochlorella protothecoides]	PCFQ01000077.1 g1757 [Chlorella sp. A99]
OG0002761	RMZ54845.1 hypothetical protein APUTEX25_000362 [Auxenochlorella protothecoides]	PCFQ01000078.1 g2158 [Chlorella sp. A99]
OG0002762	RMZ54857.1 hypothetical protein APUTEX25_000374 [Auxenochlorella protothecoides]	PCFQ01000011.1 g2805 [Chlorella sp. A99]
OG0002765	RMZ54877.1 hypothetical protein APUTEX25_000394 [Auxenochlorella protothecoides]	PCFQ01000079.1 g1527 [Chlorella sp. A99]
OG0002767	RMZ54879.1 hypothetical protein APUTEX25_000396 [Auxenochlorella protothecoides]	PCFQ01000082.1 g614 [Chlorella sp. A99]
OG0002769	RMZ54887.1 hypothetical protein APUTEX25_000404 [Auxenochlorella protothecoides]	PCFQ01000006.1 g3100 [Chlorella sp. A99]
OG0002770	RMZ54891.1 hypothetical protein APUTEX25_000408 [Auxenochlorella protothecoides]	PCFQ01000082.1 g613 [Chlorella sp. A99]
OG0002773	RMZ54915.1 hypothetical protein APUTEX25_000432 [Auxenochlorella protothecoides]	PCFQ01000015.1 g2958 [Chlorella sp. A99]
OG0002774	RMZ54919.1 hypothetical protein APUTEX25_000436_ partial [Auxenochlorella protothecoides]	PCFQ01000011.1 g2811 [Chlorella sp. A99]
OG0002775	RMZ54921.1 hypothetical protein APUTEX25_000438 [Auxenochlorella protothecoides]	PCFQ01000082.1 g602 [Chlorella sp. A99]
OG0002776	RMZ54930.1 hypothetical protein APUTEX25_000447 [Auxenochlorella protothecoides]	PCFQ01000011.1 g2877 [Chlorella sp. A99]
OG0002777	RMZ54931.1 hypothetical protein APUTEX25_000448 [Auxenochlorella protothecoides]	PCFQ01000079.1 g1528 [Chlorella sp. A99]
OG0002778	RMZ54944.1 hypothetical protein APUTEX25_000461 [Auxenochlorella protothecoides]	PCFQ01000002.1 g720 [Chlorella sp. A99]
OG0002779	RMZ54957.1 hypothetical protein APUTEX25_000474_ partial [Auxenochlorella protothecoides]	PCFQ01000078.1 g2072 [Chlorella sp. A99]
OG0002782	RMZ54976.1 hypothetical protein APUTEX25_000493 [Auxenochlorella protothecoides]	PCFQ01000015.1 g3060 [Chlorella sp. A99]
OG0002783	RMZ54979.1 hypothetical protein APUTEX25_000496_ partial [Auxenochlorella protothecoides]	PCFQ01000077.1 g1753 [Chlorella sp. A99]
OG0002785	RMZ54994.1 hypothetical protein APUTEX25_000511 [Auxenochlorella protothecoides]	PCFQ01000005.1 g770 [Chlorella sp. A99]
OG0002787	RMZ55005.1 hypothetical protein APUTEX25_000522 [Auxenochlorella protothecoides]	PCFQ01000005.1 g767 [Chlorella sp. A99]
OG0002788	RMZ55018.1 hypothetical protein APUTEX25_005644 [Auxenochlorella protothecoides]	PCFQ01000078.1 g2133 [Chlorella sp. A99]
OG0002789	RMZ55019.1 hypothetical protein APUTEX25_005645 [Auxenochlorella protothecoides]	PCFQ01000078.1 g2143 [Chlorella sp. A99]
OG0002792	RMZ55062.1 hypothetical protein APUTEX25_005688_ partial [Auxenochlorella protothecoides]	PCFQ01000078.1 g2130 [Chlorella sp. A99]
OG0002794	RMZ55067.1 hypothetical protein APUTEX25_005693 [Auxenochlorella protothecoides]	PCFQ01000079.1 g1416 [Chlorella sp. A99]
OG0002795	RMZ55068.1 hypothetical protein APUTEX25_005694_ partial [Auxenochlorella protothecoides]	PCFQ01000020.1 g940 [Chlorella sp. A99]
OG0002796	RMZ55076.1 hypothetical protein APUTEX25_005702 [Auxenochlorella protothecoides]	PCFQ01000040.1 g2302 [Chlorella sp. A99]
OG0002798	RMZ55091.1 hypothetical protein APUTEX25_005717 [Auxenochlorella protothecoides]	PCFQ01000023.1 g2226 [Chlorella sp. A99]
OG0002799	RMZ55098.1 hypothetical protein APUTEX25_005724 [Auxenochlorella protothecoides]	PCFQ01000079.1 g1399 [Chlorella sp. A99]
OG0002800	RMZ55115.1 hypothetical protein APUTEX25_005393 [Auxenochlorella protothecoides]	PCFQ01000078.1 g2103 [Chlorella sp. A99]
OG0002801	RMZ55117.1 hypothetical protein APUTEX25_005395 [Auxenochlorella protothecoides]	PCFQ01000006.1 g3156 [Chlorella sp. A99]
OG0002802	RMZ55124.1 hypothetical protein APUTEX25_005402 [Auxenochlorella protothecoides]	PCFQ01000015.1 g2987 [Chlorella sp. A99]
OG0002803	RMZ55127.1 hypothetical protein APUTEX25_005405 [Auxenochlorella protothecoides]	PCFQ01000046.1 g1847 [Chlorella sp. A99]
OG0002804	RMZ55135.1 hypothetical protein APUTEX25_005413_ partial [Auxenochlorella protothecoides]	PCFQ01000006.1 g3180 [Chlorella sp. A99]
OG0002805	RMZ55140.1 hypothetical protein APUTEX25_005418 [Auxenochlorella protothecoides]	PCFQ01000082.1 g523 [Chlorella sp. A99]
OG0002807	RMZ55165.1 hypothetical protein APUTEX25_005443 [Auxenochlorella protothecoides]	PCFQ01000006.1 g3178 [Chlorella sp. A99]
OG0002808	RMZ55167.1 hypothetical protein APUTEX25_005445_ partial [Auxenochlorella protothecoides]	PCFQ01000058.1 g215 [Chlorella sp. A99]
OG0002809	RMZ55170.1 hypothetical protein APUTEX25_005448 [Auxenochlorella protothecoides]	PCFQ01000006.1 g3163 [Chlorella sp. A99]
OG0002811	RMZ55180.1 hypothetical protein APUTEX25_005458_ partial [Auxenochlorella protothecoides]	PCFQ01000058.1 g217 [Chlorella sp. A99]
OG0002813	RMZ55199.1 hypothetical protein APUTEX25_005477_ partial [Auxenochlorella protothecoides]	PCFQ01000006.1 g3185 [Chlorella sp. A99]
OG0002814	RMZ55204.1 hypothetical protein APUTEX25_005482_ partial [Auxenochlorella protothecoides]	PCFQ01000079.1 g1247 [Chlorella sp. A99]
OG0002816	RMZ55225.1 hypothetical protein APUTEX25_005503 [Auxenochlorella protothecoides]	PCFQ01000058.1 g225 [Chlorella sp. A99]
OG0002817	RMZ55229.1 hypothetical protein APUTEX25_005507 [Auxenochlorella protothecoides]	PCFQ01000058.1 g222 [Chlorella sp. A99]
OG0002821	RMZ55243.1 hypothetical protein APUTEX25_005521_ partial [Auxenochlorella protothecoides]	PCFQ01000058.1 g227 [Chlorella sp. A99]
OG0002823	RMZ55258.1 hypothetical protein APUTEX25_005536_ partial [Auxenochlorella protothecoides]	PCFQ01000006.1 g3176 [Chlorella sp. A99]
OG0002824	RMZ55261.1 hypothetical protein APUTEX25_005539_ partial [Auxenochlorella protothecoides]	PCFQ01000058.1 g224 [Chlorella sp. A99]
OG0002826	RMZ55276.1 hypothetical protein APUTEX25_005554 [Auxenochlorella protothecoides]	PCFQ01000073.1 g1971 [Chlorella sp. A99]
OG0002828	RMZ55304.1 hypothetical protein APUTEX25_003442 [Auxenochlorella protothecoides]	PCFQ01000081.1 g1545 [Chlorella sp. A99]
OG0002830	RMZ55313.1 hypothetical protein APUTEX25_003451_ partial [Auxenochlorella protothecoides]	PCFQ01000081.1 g1543 [Chlorella sp. A99]
OG0002832	RMZ55315.1 hypothetical protein APUTEX25_003453 [Auxenochlorella protothecoides]	PCFQ01000009.1 g1673 [Chlorella sp. A99]
OG0002833	RMZ57727.1 hypothetical protein APUTEX25_004606_ partial [Auxenochlorella protothecoides], RMZ55318.1 hypothetical protein APUTEX25_003456 [Auxenochlorella protothecoides]	PCFQ01000010.1 g348 [Chlorella sp. A99]
OG0002835	RMZ55323.1 hypothetical protein APUTEX25_003461 [Auxenochlorella protothecoides]	PCFQ01000081.1 g1544 [Chlorella sp. A99]
OG0002837	RMZ55337.1 hypothetical protein APUTEX25_003475_ partial [Auxenochlorella protothecoides]	PCFQ01000081.1 g1536 [Chlorella sp. A99]
OG0002840	RMZ55351.1 hypothetical protein APUTEX25_002209_ partial [Auxenochlorella protothecoides]	PCFQ01000004.1 g2608 [Chlorella sp. A99]
OG0002843	RMZ55387.1 hypothetical protein APUTEX25_003511 [Auxenochlorella protothecoides]	PCFQ01000058.1 g281 [Chlorella sp. A99]
OG0002844	RMZ55389.1 hypothetical protein APUTEX25_003513 [Auxenochlorella protothecoides]	PCFQ01000077.1 g1785 [Chlorella sp. A99]
OG0002845	RMZ55395.1 hypothetical protein APUTEX25_003519 [Auxenochlorella protothecoides]	PCFQ01000077.1 g1774 [Chlorella sp. A99]
OG0002846	RMZ55398.1 hypothetical protein APUTEX25_003522 [Auxenochlorella protothecoides]	PCFQ01000020.1 g877 [Chlorella sp. A99]
OG0002847	RMZ55405.1 hypothetical protein APUTEX25_003529_ partial [Auxenochlorella protothecoides]	PCFQ01000058.1 g287 [Chlorella sp. A99]
OG0002848	RMZ55408.1 hypothetical protein APUTEX25_003532_ partial [Auxenochlorella protothecoides]	PCFQ01000046.1 g1864 [Chlorella sp. A99]
OG0002849	RMZ55409.1 hypothetical protein APUTEX25_003533 [Auxenochlorella protothecoides]	PCFQ01000008.1 g1111 [Chlorella sp. A99]
OG0002856	RMZ55443.1 hypothetical protein APUTEX25_003567 [Auxenochlorella protothecoides]	PCFQ01000078.1 g2014 [Chlorella sp. A99]
OG0002857	RMZ55447.1 hypothetical protein APUTEX25_003571_ partial [Auxenochlorella protothecoides]	PCFQ01000010.1 g305 [Chlorella sp. A99]
OG0002858	RMZ55451.1 hypothetical protein APUTEX25_003575 [Auxenochlorella protothecoides]	PCFQ01000046.1 g1863 [Chlorella sp. A99]
OG0002860	RMZ55495.1 hypothetical protein APUTEX25_000078_ partial [Auxenochlorella protothecoides]	PCFQ01000079.1 g1438 [Chlorella sp. A99]
OG0002861	RMZ55503.1 hypothetical protein APUTEX25_000086_ partial [Auxenochlorella protothecoides]	PCFQ01000015.1 g2942 [Chlorella sp. A99]
OG0002862	RMZ55504.1 hypothetical protein APUTEX25_000087 [Auxenochlorella protothecoides]	PCFQ01000079.1 g1333 [Chlorella sp. A99]
OG0002863	RMZ55510.1 hypothetical protein APUTEX25_000093 [Auxenochlorella protothecoides]	PCFQ01000037.1 g2355 [Chlorella sp. A99]
OG0002864	RMZ55514.1 hypothetical protein APUTEX25_000097 [Auxenochlorella protothecoides]	PCFQ01000079.1 g1359 [Chlorella sp. A99]
OG0002865	RMZ55520.1 hypothetical protein APUTEX25_000103_ partial [Auxenochlorella protothecoides]	PCFQ01000079.1 g1449 [Chlorella sp. A99]
OG0002866	RMZ55534.1 hypothetical protein APUTEX25_000117 [Auxenochlorella protothecoides]	PCFQ01000004.1 g2690 [Chlorella sp. A99]
OG0002868	RMZ55560.1 hypothetical protein APUTEX25_000143 [Auxenochlorella protothecoides]	PCFQ01000079.1 g1380 [Chlorella sp. A99]
OG0002869	RMZ55574.1 hypothetical protein APUTEX25_000157 [Auxenochlorella protothecoides]	PCFQ01000079.1 g1457 [Chlorella sp. A99]
OG0002870	RMZ55576.1 hypothetical protein APUTEX25_000159 [Auxenochlorella protothecoides]	PCFQ01000078.1 g2198 [Chlorella sp. A99]
OG0002873	RMZ55589.1 hypothetical protein APUTEX25_000172_ partial [Auxenochlorella protothecoides]	PCFQ01000079.1 g1478 [Chlorella sp. A99]
OG0002874	RMZ55607.1 hypothetical protein APUTEX25_000190 [Auxenochlorella protothecoides]	PCFQ01000078.1 g2197 [Chlorella sp. A99]
OG0002875	RMZ55622.1 hypothetical protein APUTEX25_000205_ partial [Auxenochlorella protothecoides]	PCFQ01000011.1 g2868 [Chlorella sp. A99]
OG0002880	RMZ55657.1 hypothetical protein APUTEX25_000240_ partial [Auxenochlorella protothecoides]	PCFQ01000079.1 g1368 [Chlorella sp. A99]
OG0002882	RMZ55691.1 hypothetical protein APUTEX25_005732 [Auxenochlorella protothecoides]	PCFQ01000037.1 g2529 [Chlorella sp. A99]
OG0002886	RMZ55729.1 hypothetical protein APUTEX25_005770 [Auxenochlorella protothecoides]	PCFQ01000007.1 g1193 [Chlorella sp. A99]
OG0002887	RMZ55730.1 hypothetical protein APUTEX25_005771_ partial [Auxenochlorella protothecoides]	PCFQ01000082.1 g496 [Chlorella sp. A99]
OG0002888	RMZ55733.1 hypothetical protein APUTEX25_005774 [Auxenochlorella protothecoides]	PCFQ01000082.1 g575 [Chlorella sp. A99]
OG0002891	RMZ55751.1 hypothetical protein APUTEX25_005792 [Auxenochlorella protothecoides]	PCFQ01000020.1 g932 [Chlorella sp. A99]
OG0002892	RMZ55766.1 hypothetical protein APUTEX25_005807 [Auxenochlorella protothecoides]	PCFQ01000082.1 g564 [Chlorella sp. A99]
OG0002893	RMZ55768.1 hypothetical protein APUTEX25_005809 [Auxenochlorella protothecoides]	PCFQ01000007.1 g1194 [Chlorella sp. A99]
OG0002896	RMZ55787.1 hypothetical protein APUTEX25_005828 [Auxenochlorella protothecoides]	PCFQ01000037.1 g2530 [Chlorella sp. A99]
OG0002898	RMZ55797.1 hypothetical protein APUTEX25_005838_ partial [Auxenochlorella protothecoides]	PCFQ01000006.1 g3152 [Chlorella sp. A99]
OG0002904	RMZ55841.1 hypothetical protein APUTEX25_003807 [Auxenochlorella protothecoides]	PCFQ01000010.1 g333 [Chlorella sp. A99]
OG0002905	RMZ55845.1 hypothetical protein APUTEX25_003811 [Auxenochlorella protothecoides]	PCFQ01000010.1 g328 [Chlorella sp. A99]
OG0002908	RMZ55862.1 hypothetical protein APUTEX25_003828 [Auxenochlorella protothecoides]	PCFQ01000001.1 g999 [Chlorella sp. A99]
OG0002911	RMZ55886.1 hypothetical protein APUTEX25_003852 [Auxenochlorella protothecoides]	PCFQ01000004.1 g2715 [Chlorella sp. A99]
OG0002912	RMZ55887.1 hypothetical protein APUTEX25_003853 [Auxenochlorella protothecoides]	PCFQ01000010.1 g325 [Chlorella sp. A99]
OG0002913	RMZ55916.1 hypothetical protein APUTEX25_004340_ partial [Auxenochlorella protothecoides]	PCFQ01000005.1 g816 [Chlorella sp. A99]
OG0002914	RMZ55925.1 hypothetical protein APUTEX25_004349 [Auxenochlorella protothecoides]	PCFQ01000008.1 g1118 [Chlorella sp. A99]
OG0002917	RMZ55943.1 hypothetical protein APUTEX25_004367 [Auxenochlorella protothecoides]	PCFQ01000015.1 g3048 [Chlorella sp. A99]
OG0002920	RMZ55957.1 hypothetical protein APUTEX25_004381 [Auxenochlorella protothecoides]	PCFQ01000004.1 g2585 [Chlorella sp. A99]
OG0002921	RMZ55964.1 hypothetical protein APUTEX25_004388 [Auxenochlorella protothecoides]	PCFQ01000082.1 g522 [Chlorella sp. A99]
OG0002922	RMZ55970.1 hypothetical protein APUTEX25_004394_ partial [Auxenochlorella protothecoides]	PCFQ01000079.1 g1294 [Chlorella sp. A99]
OG0002923	RMZ55972.1 hypothetical protein APUTEX25_004396 [Auxenochlorella protothecoides]	PCFQ01000004.1 g2584 [Chlorella sp. A99]
OG0002924	RMZ55976.1 hypothetical protein APUTEX25_004400_ partial [Auxenochlorella protothecoides]	PCFQ01000008.1 g1106 [Chlorella sp. A99]
OG0002925	RMZ55981.1 hypothetical protein APUTEX25_004405 [Auxenochlorella protothecoides]	PCFQ01000079.1 g1516 [Chlorella sp. A99]
OG0002927	RMZ55988.1 hypothetical protein APUTEX25_004412 [Auxenochlorella protothecoides]	PCFQ01000082.1 g524 [Chlorella sp. A99]
OG0002929	RMZ55993.1 hypothetical protein APUTEX25_004417_ partial [Auxenochlorella protothecoides]	PCFQ01000005.1 g822 [Chlorella sp. A99]
OG0002930	RMZ55996.1 hypothetical protein APUTEX25_004420_ partial [Auxenochlorella protothecoides]	PCFQ01000082.1 g540 [Chlorella sp. A99]
OG0002931	RMZ56001.1 hypothetical protein APUTEX25_004425_ partial [Auxenochlorella protothecoides]	PCFQ01000004.1 g2622 [Chlorella sp. A99]
OG0002932	RMZ56008.1 hypothetical protein APUTEX25_004432 [Auxenochlorella protothecoides]	PCFQ01000008.1 g1113 [Chlorella sp. A99]
OG0002933	RMZ56011.1 hypothetical protein APUTEX25_004435 [Auxenochlorella protothecoides]	PCFQ01000008.1 g1120 [Chlorella sp. A99]
OG0002935	RMZ56032.1 hypothetical protein APUTEX25_004456 [Auxenochlorella protothecoides]	PCFQ01000004.1 g2625 [Chlorella sp. A99]
OG0002936	RMZ56033.1 hypothetical protein APUTEX25_004457 [Auxenochlorella protothecoides]	PCFQ01000016.1 g2269 [Chlorella sp. A99]
OG0002939	RMZ56047.1 hypothetical protein APUTEX25_004471 [Auxenochlorella protothecoides]	PCFQ01000058.1 g122 [Chlorella sp. A99]
OG0002941	RMZ56051.1 hypothetical protein APUTEX25_004475 [Auxenochlorella protothecoides]	PCFQ01000082.1 g529 [Chlorella sp. A99]
OG0002942	RMZ56056.1 hypothetical protein APUTEX25_004480_ partial [Auxenochlorella protothecoides]	PCFQ01000037.1 g2364 [Chlorella sp. A99]
OG0002943	RMZ56064.1 hypothetical protein APUTEX25_004488_ partial [Auxenochlorella protothecoides]	PCFQ01000058.1 g101 [Chlorella sp. A99]
OG0002944	RMZ56071.1 hypothetical protein APUTEX25_004495_ partial [Auxenochlorella protothecoides]	PCFQ01000015.1 g2992 [Chlorella sp. A99]
OG0002947	RMZ56084.1 hypothetical protein APUTEX25_004508_ partial [Auxenochlorella protothecoides]	PCFQ01000058.1 g189 [Chlorella sp. A99]
OG0002950	RMZ56099.1 hypothetical protein APUTEX25_004523 [Auxenochlorella protothecoides]	PCFQ01000005.1 g819 [Chlorella sp. A99]
OG0002953	RMZ56122.1 hypothetical protein APUTEX25_004546_ partial [Auxenochlorella protothecoides]	PCFQ01000005.1 g821 [Chlorella sp. A99]
OG0002954	RMZ56126.1 hypothetical protein APUTEX25_004550 [Auxenochlorella protothecoides]	PCFQ01000011.1 g2737 [Chlorella sp. A99]
OG0002955	RMZ56136.1 hypothetical protein APUTEX25_004560 [Auxenochlorella protothecoides]	PCFQ01000011.1 g2750 [Chlorella sp. A99]
OG0002956	RMZ56141.1 hypothetical protein APUTEX25_004565_ partial [Auxenochlorella protothecoides]	PCFQ01000058.1 g90 [Chlorella sp. A99]
OG0002959	RMZ56188.1 hypothetical protein APUTEX25_002378 [Auxenochlorella protothecoides]	PCFQ01000014.1 g1884 [Chlorella sp. A99]
OG0002960	RMZ56209.1 hypothetical protein APUTEX25_002399 [Auxenochlorella protothecoides]	PCFQ01000079.1 g1265 [Chlorella sp. A99]
OG0002961	RMZ56214.1 hypothetical protein APUTEX25_002404 [Auxenochlorella protothecoides]	PCFQ01000009.1 g1716 [Chlorella sp. A99]
OG0002965	RMZ56248.1 hypothetical protein APUTEX25_002438 [Auxenochlorella protothecoides]	PCFQ01000002.1 g712 [Chlorella sp. A99]
OG0002969	RMZ56266.1 hypothetical protein APUTEX25_002456 [Auxenochlorella protothecoides]	PCFQ01000037.1 g2535 [Chlorella sp. A99]
OG0002970	RMZ56298.1 hypothetical protein APUTEX25_000537 [Auxenochlorella protothecoides]	PCFQ01000015.1 g3039 [Chlorella sp. A99]
OG0002972	RMZ56316.1 hypothetical protein APUTEX25_000555_ partial [Auxenochlorella protothecoides]	PCFQ01000015.1 g3032 [Chlorella sp. A99]
OG0002974	RMZ56337.1 hypothetical protein APUTEX25_004694_ partial [Auxenochlorella protothecoides]	PCFQ01000075.1 g1915 [Chlorella sp. A99]
OG0002975	RMZ56339.1 hypothetical protein APUTEX25_004696 [Auxenochlorella protothecoides]	PCFQ01000008.1 g1095 [Chlorella sp. A99]
OG0002977	RMZ56347.1 hypothetical protein APUTEX25_004704 [Auxenochlorella protothecoides]	PCFQ01000058.1 g174 [Chlorella sp. A99], PCFQ01000058.1 g173 [Chlorella sp. A99]
OG0002979	RMZ56353.1 hypothetical protein APUTEX25_004710_ partial [Auxenochlorella protothecoides]	PCFQ01000075.1 g1913 [Chlorella sp. A99]
OG0002980	RMZ56363.1 hypothetical protein APUTEX25_004720 [Auxenochlorella protothecoides]	PCFQ01000075.1 g1916 [Chlorella sp. A99]
OG0002982	RMZ56369.1 hypothetical protein APUTEX25_004726 [Auxenochlorella protothecoides]	PCFQ01000079.1 g1371 [Chlorella sp. A99]
OG0002983	RMZ56370.1 hypothetical protein APUTEX25_004727 [Auxenochlorella protothecoides]	PCFQ01000075.1 g1910 [Chlorella sp. A99]
OG0002985	RMZ56399.1 hypothetical protein APUTEX25_004622 [Auxenochlorella protothecoides]	PCFQ01000008.1 g1161 [Chlorella sp. A99]
OG0002986	RMZ56403.1 hypothetical protein APUTEX25_004626 [Auxenochlorella protothecoides]	PCFQ01000008.1 g1166 [Chlorella sp. A99]
OG0002987	RMZ56413.1 hypothetical protein APUTEX25_004636_ partial [Auxenochlorella protothecoides]	PCFQ01000078.1 g2109 [Chlorella sp. A99]
OG0002990	RMZ56432.1 hypothetical protein APUTEX25_004655 [Auxenochlorella protothecoides]	PCFQ01000008.1 g1159 [Chlorella sp. A99]
OG0002991	RMZ56433.1 hypothetical protein APUTEX25_004656 [Auxenochlorella protothecoides]	PCFQ01000008.1 g1124 [Chlorella sp. A99]
OG0002992	RMZ56454.1 hypothetical protein APUTEX25_004677 [Auxenochlorella protothecoides]	PCFQ01000008.1 g1122 [Chlorella sp. A99]
OG0002995	RMZ56473.1 hypothetical protein APUTEX25_001320 [Auxenochlorella protothecoides]	PCFQ01000018.1 g403 [Chlorella sp. A99]
OG0002999	RMZ56485.1 hypothetical protein APUTEX25_001332_ partial [Auxenochlorella protothecoides]	PCFQ01000010.1 g354 [Chlorella sp. A99]
OG0003001	RMZ56494.1 hypothetical protein APUTEX25_001341 [Auxenochlorella protothecoides]	PCFQ01000015.1 g3067 [Chlorella sp. A99]
OG0003002	RMZ56496.1 hypothetical protein APUTEX25_001343 [Auxenochlorella protothecoides]	PCFQ01000079.1 g1405 [Chlorella sp. A99]
OG0003003	RMZ56497.1 hypothetical protein APUTEX25_001344_ partial [Auxenochlorella protothecoides]	PCFQ01000018.1 g419 [Chlorella sp. A99]
OG0003004	RMZ56502.1 hypothetical protein APUTEX25_001349 [Auxenochlorella protothecoides]	PCFQ01000006.1 g3196 [Chlorella sp. A99]
OG0003005	RMZ56505.1 hypothetical protein APUTEX25_001352 [Auxenochlorella protothecoides]	PCFQ01000018.1 g474 [Chlorella sp. A99]
OG0003007	RMZ56525.1 hypothetical protein APUTEX25_001372 [Auxenochlorella protothecoides]	PCFQ01000079.1 g1283 [Chlorella sp. A99]
OG0003008	RMZ56529.1 hypothetical protein APUTEX25_001376 [Auxenochlorella protothecoides]	PCFQ01000018.1 g401 [Chlorella sp. A99]
OG0003011	RMZ56538.1 hypothetical protein APUTEX25_001385 [Auxenochlorella protothecoides]	PCFQ01000081.1 g1621 [Chlorella sp. A99]
OG0003013	RMZ56548.1 hypothetical protein APUTEX25_001395 [Auxenochlorella protothecoides]	PCFQ01000079.1 g1393 [Chlorella sp. A99]
OG0003016	RMZ56560.1 hypothetical protein APUTEX25_001407 [Auxenochlorella protothecoides]	PCFQ01000079.1 g1286 [Chlorella sp. A99]
OG0003017	RMZ56562.1 hypothetical protein APUTEX25_001409 [Auxenochlorella protothecoides]	PCFQ01000018.1 g470 [Chlorella sp. A99]
OG0003018	RMZ56574.1 hypothetical protein APUTEX25_001421_ partial [Auxenochlorella protothecoides]	PCFQ01000018.1 g391 [Chlorella sp. A99]
OG0003019	RMZ56600.1 hypothetical protein APUTEX25_004764 [Auxenochlorella protothecoides]	PCFQ01000081.1 g1602 [Chlorella sp. A99]
OG0003020	RMZ56630.1 hypothetical protein APUTEX25_002719 [Auxenochlorella protothecoides]	PCFQ01000006.1 g3144 [Chlorella sp. A99]
OG0003021	RMZ56631.1 hypothetical protein APUTEX25_002720 [Auxenochlorella protothecoides]	PCFQ01000078.1 g2070 [Chlorella sp. A99]
OG0003023	RMZ56635.1 hypothetical protein APUTEX25_002724 [Auxenochlorella protothecoides]	PCFQ01000082.1 g595 [Chlorella sp. A99]
