Orthogroup	Chlorella_Vulgaris2111P	Coccomyxa_SubellipsoideaC169
OG0005175	KAI3436006.1 hypothetical protein D9Q98_002063 [Chlorella vulgaris]	EIE27266.1 hypothetical protein COCSUDRAFT_38988 [Coccomyxa subellipsoidea C-169]
OG0005176	KAI3435985.1 hypothetical protein D9Q98_002043 [Chlorella vulgaris]	EIE19196.1 hypothetical protein COCSUDRAFT_59680 [Coccomyxa subellipsoidea C-169]
OG0005177	KAI3435970.1 hypothetical protein D9Q98_002028 [Chlorella vulgaris]	EIE21610.1 RCC1/BLIP-II [Coccomyxa subellipsoidea C-169]
OG0005178	KAI3436349.1 hypothetical protein D9Q98_002402 [Chlorella vulgaris]	EIE18382.1 alcohol oxidase [Coccomyxa subellipsoidea C-169]
OG0005179	KAI3431460.1 hypothetical protein D9Q98_004512 [Chlorella vulgaris], KAI3436222.1 hypothetical protein D9Q98_002276 [Chlorella vulgaris]	EIE21495.1 hypothetical protein COCSUDRAFT_56708 [Coccomyxa subellipsoidea C-169]
OG0005180	KAI3436058.1 hypothetical protein D9Q98_002117 [Chlorella vulgaris]	EIE21641.1 hypothetical protein COCSUDRAFT_33734 [Coccomyxa subellipsoidea C-169]
OG0005181	KAI3436139.1 hypothetical protein D9Q98_002196 [Chlorella vulgaris]	EIE22027.1 Rhodanese-like protein [Coccomyxa subellipsoidea C-169]
OG0005182	KAI3436355.1 hypothetical protein D9Q98_002408 [Chlorella vulgaris]	EIE21310.1 aquaporin-like protein [Coccomyxa subellipsoidea C-169]
OG0005183	KAI3435934.1 hypothetical protein D9Q98_001992 [Chlorella vulgaris]	EIE21140.1 HCP-like protein [Coccomyxa subellipsoidea C-169]
OG0005187	KAI3429496.1 hypothetical protein D9Q98_005585 [Chlorella vulgaris]	EIE24263.1 Nucleotidyltransferase_ partial [Coccomyxa subellipsoidea C-169]
OG0005188	KAI3429619.1 hypothetical protein D9Q98_005705 [Chlorella vulgaris]	EIE24224.1 Aldo/keto reductase [Coccomyxa subellipsoidea C-169]
OG0005190	KAI3429277.1 hypothetical protein D9Q98_005373 [Chlorella vulgaris], KAI3429276.1 hypothetical protein D9Q98_005372 [Chlorella vulgaris]	EIE24522.1 DnaJ-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0005191	KAI3429337.1 hypothetical protein D9Q98_005432 [Chlorella vulgaris]	EIE22405.1 MFS general substrate transporter [Coccomyxa subellipsoidea C-169]
OG0005192	KAI3438017.1 hypothetical protein D9Q98_000460 [Chlorella vulgaris], KAI3429313.1 hypothetical protein D9Q98_005408 [Chlorella vulgaris]	EIE24458.1 hypothetical protein COCSUDRAFT_61884 [Coccomyxa subellipsoidea C-169]
OG0005193	KAI3429870.1 hypothetical protein D9Q98_010181 [Chlorella vulgaris]	EIE24646.1 hypothetical protein COCSUDRAFT_46891 [Coccomyxa subellipsoidea C-169]
OG0005194	KAI3429661.1 hypothetical protein D9Q98_005746 [Chlorella vulgaris]	EIE25981.1 CRAL/TRIO domain-containing protein_ partial [Coccomyxa subellipsoidea C-169], EIE25944.1 CRAL/TRIO domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0005197	KAI3429658.1 hypothetical protein D9Q98_005743 [Chlorella vulgaris]	EIE24241.1 integral membrane protein [Coccomyxa subellipsoidea C-169]
OG0005198	KAI3429568.1 hypothetical protein D9Q98_005655 [Chlorella vulgaris]	EIE24053.1 hypothetical protein COCSUDRAFT_62576 [Coccomyxa subellipsoidea C-169]
OG0005199	KAI3429792.1 hypothetical protein D9Q98_010105 [Chlorella vulgaris]	EIE24033.1 hypothetical protein COCSUDRAFT_62557 [Coccomyxa subellipsoidea C-169]
OG0005200	KAI3429848.1 hypothetical protein D9Q98_010160 [Chlorella vulgaris], KAI3429464.1 hypothetical protein D9Q98_005556 [Chlorella vulgaris]	EIE24556.1 hypothetical protein COCSUDRAFT_40921 [Coccomyxa subellipsoidea C-169]
OG0005201	KAI3432224.1 hypothetical protein D9Q98_003786 [Chlorella vulgaris]	EIE26654.1 WD40 repeat-like protein [Coccomyxa subellipsoidea C-169]
OG0005202	KAI3432424.1 hypothetical protein D9Q98_003978 [Chlorella vulgaris]	EIE26418.1 hypothetical protein COCSUDRAFT_39521 [Coccomyxa subellipsoidea C-169]
OG0005203	KAI3432365.1 hypothetical protein D9Q98_003922 [Chlorella vulgaris]	EIE20027.1 hypothetical protein COCSUDRAFT_58252 [Coccomyxa subellipsoidea C-169], EIE19961.1 hypothetical protein COCSUDRAFT_58197 [Coccomyxa subellipsoidea C-169]
OG0005204	KAI3432778.1 hypothetical protein D9Q98_004316 [Chlorella vulgaris]	EIE26465.1 hypothetical protein COCSUDRAFT_64504 [Coccomyxa subellipsoidea C-169]
OG0005205	KAI3424113.1 hypothetical protein D9Q98_009474 [Chlorella vulgaris]	EIE19126.1 RCC1/BLIP-II [Coccomyxa subellipsoidea C-169]
OG0005206	KAI3432604.1 hypothetical protein D9Q98_004151 [Chlorella vulgaris]	EIE25661.1 hypothetical protein COCSUDRAFT_13074_ partial [Coccomyxa subellipsoidea C-169]
OG0005207	KAI3424426.1 hypothetical protein D9Q98_009978 [Chlorella vulgaris]	EIE27629.1 hypothetical protein COCSUDRAFT_55621 [Coccomyxa subellipsoidea C-169]
OG0005208	KAI3432887.1 hypothetical protein D9Q98_010469 [Chlorella vulgaris]	EIE26549.1 hypothetical protein COCSUDRAFT_39615 [Coccomyxa subellipsoidea C-169]
OG0005209	KAI3423890.1 hypothetical protein D9Q98_009724 [Chlorella vulgaris]	EIE26686.1 hypothetical protein COCSUDRAFT_39711 [Coccomyxa subellipsoidea C-169]
OG0005211	KAI3432437.1 hypothetical protein D9Q98_003990 [Chlorella vulgaris]	EIE26687.1 yeats-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0005212	KAI3432853.1 hypothetical protein D9Q98_010436 [Chlorella vulgaris]	EIE26484.1 hypothetical protein COCSUDRAFT_39569 [Coccomyxa subellipsoidea C-169]
OG0005213	KAI3423419.1 hypothetical protein D9Q98_010635 [Chlorella vulgaris]	EIE21751.1 Isochorismatase hydrolase [Coccomyxa subellipsoidea C-169]
OG0005214	KAI3424419.1 hypothetical protein D9Q98_009971 [Chlorella vulgaris]	EIE21335.1 hypothetical protein COCSUDRAFT_56558 [Coccomyxa subellipsoidea C-169], EIE21336.1 hypothetical protein COCSUDRAFT_43090 [Coccomyxa subellipsoidea C-169]
OG0005215	KAI3432614.1 hypothetical protein D9Q98_004160 [Chlorella vulgaris]	EIE25274.1 WD40 repeat-like protein [Coccomyxa subellipsoidea C-169]
OG0005216	KAI3432221.1 hypothetical protein D9Q98_003783 [Chlorella vulgaris]	EIE26151.1 TPR-like protein [Coccomyxa subellipsoidea C-169]
OG0005217	KAI3424266.1 hypothetical protein D9Q98_009620 [Chlorella vulgaris]	EIE18789.1 hypothetical protein COCSUDRAFT_20456_ partial [Coccomyxa subellipsoidea C-169]
OG0005222	KAI3424121.1 hypothetical protein D9Q98_009482 [Chlorella vulgaris]	EIE19069.1 kinesin-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0005224	KAI3423924.1 hypothetical protein D9Q98_009758 [Chlorella vulgaris]	EIE21262.1 hypothetical protein COCSUDRAFT_43561 [Coccomyxa subellipsoidea C-169], EIE21263.1 hypothetical protein COCSUDRAFT_67143 [Coccomyxa subellipsoidea C-169]
OG0005226	KAI3439123.1 hypothetical protein D9Q98_001531 [Chlorella vulgaris]	EIE22421.1 hypothetical protein COCSUDRAFT_42730 [Coccomyxa subellipsoidea C-169]
OG0005227	KAI3426062.1 hypothetical protein D9Q98_008030 [Chlorella vulgaris], KAI3426061.1 hypothetical protein D9Q98_008029 [Chlorella vulgaris]	EIE22335.1 RabGAP/TBC [Coccomyxa subellipsoidea C-169]
OG0005231	KAI3431695.1 hypothetical protein D9Q98_004741 [Chlorella vulgaris], KAI3431696.1 hypothetical protein D9Q98_004741 [Chlorella vulgaris]	EIE26082.1 hypothetical protein COCSUDRAFT_61078 [Coccomyxa subellipsoidea C-169]
OG0005235	KAI3438294.1 hypothetical protein D9Q98_000728 [Chlorella vulgaris]	EIE21996.1 hypothetical protein COCSUDRAFT_53927 [Coccomyxa subellipsoidea C-169]
OG0005236	KAI3438164.1 hypothetical protein D9Q98_000601 [Chlorella vulgaris]	EIE23670.1 hypothetical protein COCSUDRAFT_66038 [Coccomyxa subellipsoidea C-169], EIE27275.1 hypothetical protein COCSUDRAFT_55295 [Coccomyxa subellipsoidea C-169]
OG0005237	KAI3428740.1 hypothetical protein D9Q98_007563 [Chlorella vulgaris]	EIE25278.1 hypothetical protein COCSUDRAFT_9381_ partial [Coccomyxa subellipsoidea C-169]
OG0005238	KAI3425885.1 hypothetical protein D9Q98_007858 [Chlorella vulgaris]	EIE20078.1 guanine deaminase [Coccomyxa subellipsoidea C-169]
OG0005239	KAI3425994.1 hypothetical protein D9Q98_007962 [Chlorella vulgaris]	EIE20768.1 hypothetical protein COCSUDRAFT_67224 [Coccomyxa subellipsoidea C-169]
OG0005241	KAI3426112.1 hypothetical protein D9Q98_008491 [Chlorella vulgaris]	EIE24488.1 Ribokinase-like protein [Coccomyxa subellipsoidea C-169]
OG0005244	KAI3438496.1 hypothetical protein D9Q98_000924 [Chlorella vulgaris]	EIE20659.1 Exo70 exocyst complex subunit [Coccomyxa subellipsoidea C-169]
OG0005245	KAI3438656.1 hypothetical protein D9Q98_001078 [Chlorella vulgaris], KAI3438657.1 hypothetical protein D9Q98_001078 [Chlorella vulgaris]	EIE22370.1 GrpE nucleotide exchange factor [Coccomyxa subellipsoidea C-169]
OG0005247	KAI3435571.1 hypothetical protein D9Q98_001636 [Chlorella vulgaris]	EIE26871.1 hypothetical protein COCSUDRAFT_32295 [Coccomyxa subellipsoidea C-169]
OG0005248	KAI3433631.1 hypothetical protein D9Q98_003440 [Chlorella vulgaris]	EIE19878.1 heme peroxidase [Coccomyxa subellipsoidea C-169], EIE18731.1 stromal ascorbate peroxidase [Coccomyxa subellipsoidea C-169], EIE18730.1 hypothetical protein COCSUDRAFT_20424 [Coccomyxa subellipsoidea C-169]
OG0005249	KAI3429254.1 hypothetical protein D9Q98_005351 [Chlorella vulgaris]	EIE24389.1 restriction endonuclease-like protein [Coccomyxa subellipsoidea C-169]
OG0005252	KAI3427178.1 hypothetical protein D9Q98_007115 [Chlorella vulgaris]	EIE20570.1 hypothetical protein COCSUDRAFT_57716 [Coccomyxa subellipsoidea C-169], EIE20569.1 hypothetical protein COCSUDRAFT_57715 [Coccomyxa subellipsoidea C-169]
OG0005254	KAI3431262.1 hypothetical protein D9Q98_004324 [Chlorella vulgaris]	EIE27187.1 hypothetical protein COCSUDRAFT_64115 [Coccomyxa subellipsoidea C-169]
OG0005255	KAI3431606.1 hypothetical protein D9Q98_004656 [Chlorella vulgaris], KAI3431607.1 hypothetical protein D9Q98_004657 [Chlorella vulgaris], KAI3431608.1 hypothetical protein D9Q98_004657 [Chlorella vulgaris]	EIE26450.1 hypothetical protein COCSUDRAFT_39546 [Coccomyxa subellipsoidea C-169]
OG0005278	KAI3423927.1 hypothetical protein D9Q98_009761 [Chlorella vulgaris]	EIE27143.1 hypothetical protein COCSUDRAFT_52086 [Coccomyxa subellipsoidea C-169]
OG0005279	KAI3438188.1 hypothetical protein D9Q98_000625 [Chlorella vulgaris]	EIE26939.1 hypothetical protein COCSUDRAFT_59437 [Coccomyxa subellipsoidea C-169]
OG0005280	KAI3428314.1 hypothetical protein D9Q98_006694 [Chlorella vulgaris]	EIE25281.1 hypothetical protein COCSUDRAFT_40577 [Coccomyxa subellipsoidea C-169]
OG0005281	KAI3438708.1 hypothetical protein D9Q98_001128 [Chlorella vulgaris]	EIE23957.1 hypothetical protein COCSUDRAFT_62487 [Coccomyxa subellipsoidea C-169]
OG0005284	KAI3432303.1 hypothetical protein D9Q98_003863 [Chlorella vulgaris]	EIE26425.1 Gcd10p-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0005285	KAI3431561.1 hypothetical protein D9Q98_004610 [Chlorella vulgaris]	EIE27034.1 hypothetical protein COCSUDRAFT_34662 [Coccomyxa subellipsoidea C-169]
OG0005287	KAI3431556.1 hypothetical protein D9Q98_004605 [Chlorella vulgaris]	EIE25989.1 hypothetical protein COCSUDRAFT_12698_ partial [Coccomyxa subellipsoidea C-169]
OG0005289	KAI3436812.1 hypothetical protein D9Q98_006222 [Chlorella vulgaris]	EIE26452.1 hypothetical protein COCSUDRAFT_46093 [Coccomyxa subellipsoidea C-169]
OG0005290	KAI3430563.1 hypothetical protein D9Q98_005156 [Chlorella vulgaris]	EIE19005.1 hypothetical protein COCSUDRAFT_83595 [Coccomyxa subellipsoidea C-169]
OG0005291	KAI3438538.1 hypothetical protein D9Q98_000966 [Chlorella vulgaris]	EIE20472.1 hypothetical protein COCSUDRAFT_57621 [Coccomyxa subellipsoidea C-169]
OG0005293	KAI3438917.1 hypothetical protein D9Q98_001331 [Chlorella vulgaris]	EIE19426.1 hypothetical protein COCSUDRAFT_54684 [Coccomyxa subellipsoidea C-169]
OG0005295	KAI3437892.1 hypothetical protein D9Q98_000337 [Chlorella vulgaris]	EIE27840.1 hypothetical protein COCSUDRAFT_83460 [Coccomyxa subellipsoidea C-169]
OG0005299	KAI3434947.1 hypothetical protein D9Q98_003001 [Chlorella vulgaris]	EIE26357.1 acyl-CoA N-acyltransferase [Coccomyxa subellipsoidea C-169]
OG0005302	KAI3429237.1 hypothetical protein D9Q98_005336 [Chlorella vulgaris]	EIE24593.1 hypothetical protein COCSUDRAFT_65435 [Coccomyxa subellipsoidea C-169]
OG0005303	KAI3429230.1 hypothetical protein D9Q98_005329 [Chlorella vulgaris]	EIE24513.1 pectin lyase-like protein [Coccomyxa subellipsoidea C-169]
OG0005305	KAI3424743.1 hypothetical protein D9Q98_008132 [Chlorella vulgaris]	EIE20268.1 component of TRAPP complex [Coccomyxa subellipsoidea C-169]
OG0005306	KAI3436271.1 hypothetical protein D9Q98_002324 [Chlorella vulgaris]	EIE21402.1 hypothetical protein COCSUDRAFT_66866 [Coccomyxa subellipsoidea C-169]
OG0005308	KAI3423907.1 hypothetical protein D9Q98_009741 [Chlorella vulgaris]	EIE18094.1 hypothetical protein COCSUDRAFT_68416 [Coccomyxa subellipsoidea C-169]
OG0005309	KAI3437788.1 hypothetical protein D9Q98_000235 [Chlorella vulgaris]	EIE27780.1 mitochondrial carrier_ partial [Coccomyxa subellipsoidea C-169]
OG0005310	KAI3427028.1 hypothetical protein D9Q98_006970 [Chlorella vulgaris]	EIE19994.1 Acylphosphatase-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0005313	KAI3437690.1 hypothetical protein D9Q98_000139 [Chlorella vulgaris]	EIE27560.1 NAD_P_-binding protein [Coccomyxa subellipsoidea C-169]
OG0005314	KAI3434488.1 hypothetical protein D9Q98_002564 [Chlorella vulgaris]	EIE20021.1 ribosomal protein S25_ partial [Coccomyxa subellipsoidea C-169]
OG0005317	KAI3438697.1 hypothetical protein D9Q98_001117 [Chlorella vulgaris]	EIE23899.1 DnaJ-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0005319	KAI3436180.1 hypothetical protein D9Q98_002235 [Chlorella vulgaris], KAI3436181.1 hypothetical protein D9Q98_002236 [Chlorella vulgaris]	EIE23765.1 hypothetical protein COCSUDRAFT_53453 [Coccomyxa subellipsoidea C-169]
OG0005321	KAI3424768.1 hypothetical protein D9Q98_008156 [Chlorella vulgaris]	EIE20274.1 hypothetical protein COCSUDRAFT_67560 [Coccomyxa subellipsoidea C-169]
OG0005322	KAI3429531.1 hypothetical protein D9Q98_005619 [Chlorella vulgaris]	EIE24192.1 hypothetical protein COCSUDRAFT_53258 [Coccomyxa subellipsoidea C-169]
OG0005323	KAI3425352.1 hypothetical protein D9Q98_009116 [Chlorella vulgaris]	EIE20239.1 hypothetical protein COCSUDRAFT_48661 [Coccomyxa subellipsoidea C-169]
OG0005326	KAI3430880.1 hypothetical protein D9Q98_009288 [Chlorella vulgaris]	EIE22105.1 hypothetical protein COCSUDRAFT_55803 [Coccomyxa subellipsoidea C-169]
OG0005327	KAI3430846.1 hypothetical protein D9Q98_009257 [Chlorella vulgaris], KAI3430847.1 hypothetical protein D9Q98_009257 [Chlorella vulgaris]	EIE21872.1 hypothetical protein COCSUDRAFT_33567 [Coccomyxa subellipsoidea C-169]
OG0005328	KAI3433918.1 hypothetical protein D9Q98_003720 [Chlorella vulgaris]	EIE26148.1 hypothetical protein COCSUDRAFT_61138 [Coccomyxa subellipsoidea C-169]
OG0005330	KAI3433900.1 hypothetical protein D9Q98_003702 [Chlorella vulgaris]	EIE27192.1 hypothetical protein COCSUDRAFT_38927 [Coccomyxa subellipsoidea C-169]
OG0005332	KAI3438736.1 hypothetical protein D9Q98_001155 [Chlorella vulgaris]	EIE25559.1 hypothetical protein COCSUDRAFT_40767 [Coccomyxa subellipsoidea C-169]
OG0005333	KAI3431315.1 hypothetical protein D9Q98_004373 [Chlorella vulgaris]	EIE27835.1 hypothetical protein COCSUDRAFT_83455 [Coccomyxa subellipsoidea C-169]
OG0005334	KAI3428719.1 hypothetical protein D9Q98_007543 [Chlorella vulgaris]	EIE25189.1 neuraminidase [Coccomyxa subellipsoidea C-169]
OG0005336	KAI3431313.1 hypothetical protein D9Q98_004371 [Chlorella vulgaris]	EIE27064.1 hypothetical protein COCSUDRAFT_11214 [Coccomyxa subellipsoidea C-169]
OG0005337	KAI3438005.1 hypothetical protein D9Q98_000448 [Chlorella vulgaris]	EIE27832.1 hypothetical protein COCSUDRAFT_83452 [Coccomyxa subellipsoidea C-169]
OG0005338	KAI3435751.1 hypothetical protein D9Q98_001809 [Chlorella vulgaris]	EIE21141.1 hypothetical protein COCSUDRAFT_48293 [Coccomyxa subellipsoidea C-169]
OG0005340	KAI3432609.1 hypothetical protein D9Q98_004156 [Chlorella vulgaris]	EIE25618.1 hypothetical protein COCSUDRAFT_83625_ partial [Coccomyxa subellipsoidea C-169]
OG0005341	KAI3432571.1 hypothetical protein D9Q98_004120 [Chlorella vulgaris]	EIE18278.1 hypothetical protein COCSUDRAFT_60470 [Coccomyxa subellipsoidea C-169]
OG0005343	KAI3433561.1 hypothetical protein D9Q98_003372 [Chlorella vulgaris]	EIE18276.1 hypothetical protein COCSUDRAFT_68365 [Coccomyxa subellipsoidea C-169]
OG0005345	KAI3426277.1 hypothetical protein D9Q98_008652 [Chlorella vulgaris]	EIE18273.1 hypothetical protein COCSUDRAFT_60465 [Coccomyxa subellipsoidea C-169]
OG0005346	KAI3438037.1 hypothetical protein D9Q98_000480 [Chlorella vulgaris]	EIE27330.1 hypothetical protein COCSUDRAFT_39035 [Coccomyxa subellipsoidea C-169]
OG0005348	KAI3434817.1 hypothetical protein D9Q98_002874 [Chlorella vulgaris]	EIE23509.1 hypothetical protein COCSUDRAFT_63045 [Coccomyxa subellipsoidea C-169]
OG0005349	KAI3434872.1 hypothetical protein D9Q98_002926 [Chlorella vulgaris]	EIE18287.1 WD40 repeat-like protein [Coccomyxa subellipsoidea C-169]
OG0005352	KAI3427301.1 hypothetical protein D9Q98_010220 [Chlorella vulgaris]	EIE22064.1 hypothetical protein COCSUDRAFT_66811 [Coccomyxa subellipsoidea C-169]
OG0005353	KAI3433445.1 hypothetical protein D9Q98_003259 [Chlorella vulgaris]	EIE25018.1 NAD_P_-binding protein [Coccomyxa subellipsoidea C-169]
OG0005357	KAI3429439.1 hypothetical protein D9Q98_005533 [Chlorella vulgaris]	EIE24229.1 protein chain release factor A [Coccomyxa subellipsoidea C-169]
OG0005361	KAI3426919.1 hypothetical protein D9Q98_006863 [Chlorella vulgaris]	EIE20585.1 hypothetical protein COCSUDRAFT_57729 [Coccomyxa subellipsoidea C-169]
OG0005363	KAI3435652.1 hypothetical protein D9Q98_001710 [Chlorella vulgaris]	EIE23833.1 MPT family transporter_ inner membrane translocase Tim50 [Coccomyxa subellipsoidea C-169]
OG0005364	KAI3423831.1 hypothetical protein D9Q98_009667 [Chlorella vulgaris]	EIE27264.1 NADH_ubiquinone oxidoreductase 11 kDa subunit [Coccomyxa subellipsoidea C-169]
OG0005365	KAI3438928.1 hypothetical protein D9Q98_001342 [Chlorella vulgaris]	EIE25409.1 hypothetical protein COCSUDRAFT_65235 [Coccomyxa subellipsoidea C-169]
OG0005369	KAI3424729.1 hypothetical protein D9Q98_008118 [Chlorella vulgaris]	EIE20287.1 MPT family transporter_ inner membrane translocase Tim13 [Coccomyxa subellipsoidea C-169]
OG0005370	KAI3434396.1 hypothetical protein D9Q98_002474 [Chlorella vulgaris]	EIE23242.1 hypothetical protein COCSUDRAFT_42153 [Coccomyxa subellipsoidea C-169]
OG0005373	KAI3426151.1 hypothetical protein D9Q98_008528 [Chlorella vulgaris]	EIE22523.1 hypothetical protein COCSUDRAFT_83480 [Coccomyxa subellipsoidea C-169]
OG0005374	KAI3426113.1 hypothetical protein D9Q98_008492 [Chlorella vulgaris]	EIE22307.1 hypothetical protein COCSUDRAFT_53759 [Coccomyxa subellipsoidea C-169]
OG0005375	KAI3436208.1 hypothetical protein D9Q98_002262 [Chlorella vulgaris]	EIE21356.1 hypothetical protein COCSUDRAFT_56575 [Coccomyxa subellipsoidea C-169]
OG0005376	KAI3426972.1 hypothetical protein D9Q98_006916 [Chlorella vulgaris]	EIE21298.1 hypothetical protein COCSUDRAFT_83522 [Coccomyxa subellipsoidea C-169]
OG0005378	KAI3426127.1 hypothetical protein D9Q98_008506 [Chlorella vulgaris]	EIE26968.1 hypothetical protein COCSUDRAFT_59460 [Coccomyxa subellipsoidea C-169]
OG0005379	KAI3436566.1 hypothetical protein D9Q98_005982 [Chlorella vulgaris]	EIE20446.1 hypothetical protein COCSUDRAFT_54324 [Coccomyxa subellipsoidea C-169]
OG0005382	KAI3436178.1 hypothetical protein D9Q98_002233 [Chlorella vulgaris]	EIE20745.1 hypothetical protein COCSUDRAFT_57309 [Coccomyxa subellipsoidea C-169]
OG0005383	KAI3426306.1 hypothetical protein D9Q98_008679 [Chlorella vulgaris]	EIE20793.1 hypothetical protein COCSUDRAFT_57350 [Coccomyxa subellipsoidea C-169]
OG0005384	KAI3426196.1 hypothetical protein D9Q98_008573 [Chlorella vulgaris]	EIE22467.1 ADP-glucose pyrophosphorylase small subunit [Coccomyxa subellipsoidea C-169]
OG0005386	KAI3426217.1 hypothetical protein D9Q98_008593 [Chlorella vulgaris]	EIE22317.1 hypothetical protein COCSUDRAFT_42655 [Coccomyxa subellipsoidea C-169]
OG0005388	KAI3424225.1 hypothetical protein D9Q98_009581 [Chlorella vulgaris]	EIE18799.1 hypothetical protein COCSUDRAFT_45246 [Coccomyxa subellipsoidea C-169]
OG0005390	KAI3430705.1 hypothetical protein D9Q98_005294 [Chlorella vulgaris]	EIE24426.1 U-box-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0005391	KAI3430695.1 hypothetical protein D9Q98_005284 [Chlorella vulgaris]	EIE24964.1 hypothetical protein COCSUDRAFT_83656 [Coccomyxa subellipsoidea C-169]
OG0005393	KAI3436321.1 hypothetical protein D9Q98_002374 [Chlorella vulgaris]	EIE21519.1 SAICAR synthase-like protein [Coccomyxa subellipsoidea C-169]
OG0005394	KAI3436308.1 hypothetical protein D9Q98_002361 [Chlorella vulgaris]	EIE21447.1 enhancer of rudimentary [Coccomyxa subellipsoidea C-169]
OG0005395	KAI3437732.1 hypothetical protein D9Q98_000180 [Chlorella vulgaris]	EIE27491.1 HAD-like protein [Coccomyxa subellipsoidea C-169]
OG0005396	KAI3432311.1 hypothetical protein D9Q98_003871 [Chlorella vulgaris]	EIE20273.1 putative CMP-sialic acid transporter [Coccomyxa subellipsoidea C-169]
OG0005397	KAI3433419.1 hypothetical protein D9Q98_003234 [Chlorella vulgaris]	EIE22879.1 hypothetical protein COCSUDRAFT_42464 [Coccomyxa subellipsoidea C-169]
OG0005400	KAI3423836.1 hypothetical protein D9Q98_009672 [Chlorella vulgaris]	EIE23746.1 hypothetical protein COCSUDRAFT_63271 [Coccomyxa subellipsoidea C-169]
OG0005402	KAI3427355.1 hypothetical protein D9Q98_010272 [Chlorella vulgaris]	EIE18593.1 hypothetical protein COCSUDRAFT_68278 [Coccomyxa subellipsoidea C-169]
OG0005411	KAI3436850.1 hypothetical protein D9Q98_006260 [Chlorella vulgaris]	EIE26658.1 hypothetical protein COCSUDRAFT_64596 [Coccomyxa subellipsoidea C-169]
OG0005412	KAI3424944.1 hypothetical protein D9Q98_008326 [Chlorella vulgaris]	EIE22592.1 hypothetical protein COCSUDRAFT_63737 [Coccomyxa subellipsoidea C-169]
OG0005413	KAI3436861.1 hypothetical protein D9Q98_006271 [Chlorella vulgaris]	EIE26656.1 hypothetical protein COCSUDRAFT_46176 [Coccomyxa subellipsoidea C-169]
OG0005414	KAI3425829.1 hypothetical protein D9Q98_007804 [Chlorella vulgaris]	EIE22396.1 hypothetical protein COCSUDRAFT_56086 [Coccomyxa subellipsoidea C-169]
OG0005415	KAI3439098.1 hypothetical protein D9Q98_001507 [Chlorella vulgaris]	EIE19375.1 autophagy protein [Coccomyxa subellipsoidea C-169]
OG0005416	KAI3428767.1 hypothetical protein D9Q98_007588 [Chlorella vulgaris]	EIE22017.1 otubain-like cysteine protease_ partial [Coccomyxa subellipsoidea C-169]
OG0005419	KAI3436094.1 hypothetical protein D9Q98_002152 [Chlorella vulgaris]	EIE21180.1 hypothetical protein COCSUDRAFT_17889_ partial [Coccomyxa subellipsoidea C-169]
OG0005420	KAI3425154.1 hypothetical protein D9Q98_008925 [Chlorella vulgaris]	EIE26958.1 hypothetical protein COCSUDRAFT_27331 [Coccomyxa subellipsoidea C-169]
OG0005421	KAI3438469.1 hypothetical protein D9Q98_000898 [Chlorella vulgaris]	EIE22817.1 ribosomal protein S16 [Coccomyxa subellipsoidea C-169]
OG0005423	KAI3432272.1 hypothetical protein D9Q98_003832 [Chlorella vulgaris]	EIE26595.1 hypothetical protein COCSUDRAFT_64569 [Coccomyxa subellipsoidea C-169]
OG0005424	KAI3432215.1 hypothetical protein D9Q98_003777 [Chlorella vulgaris]	EIE26322.1 hypothetical protein COCSUDRAFT_58860 [Coccomyxa subellipsoidea C-169]
OG0005425	KAI3423960.1 hypothetical protein D9Q98_009794 [Chlorella vulgaris]	EIE23650.1 3-deoxy-D-manno-octulosonate cytidylyltransferase [Coccomyxa subellipsoidea C-169]
OG0005427	KAI3435566.1 hypothetical protein D9Q98_001631 [Chlorella vulgaris]	EIE26874.1 signal recognition particle_ SRP9 subunit_ partial [Coccomyxa subellipsoidea C-169]
OG0005428	KAI3423932.1 hypothetical protein D9Q98_009766 [Chlorella vulgaris], KAI3423931.1 hypothetical protein D9Q98_009765 [Chlorella vulgaris]	EIE24040.1 hypothetical protein COCSUDRAFT_65711 [Coccomyxa subellipsoidea C-169]
OG0005429	KAI3435569.1 hypothetical protein D9Q98_001634 [Chlorella vulgaris]	EIE22157.1 hypothetical protein COCSUDRAFT_47768 [Coccomyxa subellipsoidea C-169]
OG0005432	KAI3438135.1 hypothetical protein D9Q98_000576 [Chlorella vulgaris]	EIE27418.1 hypothetical protein COCSUDRAFT_64220 [Coccomyxa subellipsoidea C-169]
OG0005434	KAI3438395.1 hypothetical protein D9Q98_000827 [Chlorella vulgaris]	EIE22847.1 DUF143-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0005435	KAI3438416.1 hypothetical protein D9Q98_000847 [Chlorella vulgaris]	EIE20576.1 hypothetical protein COCSUDRAFT_57721 [Coccomyxa subellipsoidea C-169]
OG0005436	KAI3429569.1 hypothetical protein D9Q98_005656 [Chlorella vulgaris]	EIE24052.1 hypothetical protein COCSUDRAFT_62575 [Coccomyxa subellipsoidea C-169]
