Orthogroup	Chlorella_Vulgaris2111P	Micractinium_SAG24180
OG0005854	KAI3436200.1 hypothetical protein D9Q98_002254 [Chlorella vulgaris]	PSC76859.1 DNA methylase [Micractinium conductrix]
OG0005855	KAI3435840.1 hypothetical protein D9Q98_001898 [Chlorella vulgaris]	PSC68370.1 heat shock binding [Micractinium conductrix]
OG0005856	KAI3435915.1 hypothetical protein D9Q98_001973 [Chlorella vulgaris]	PSC71306.1 flagella associated 50 [Micractinium conductrix]
OG0005857	KAI3436210.1 hypothetical protein D9Q98_002264 [Chlorella vulgaris]	PSC76568.1 hypothetical protein C2E20_0772 [Micractinium conductrix]
OG0005858	KAI3424794.1 hypothetical protein D9Q98_008181 [Chlorella vulgaris], KAI3424805.1 hypothetical protein D9Q98_008191 [Chlorella vulgaris]	PSC75318.1 Glucan endo-1_3-beta-glucosidase A1 [Micractinium conductrix]
OG0005859	KAI3435984.1 hypothetical protein D9Q98_002042 [Chlorella vulgaris]	PSC71085.1 RNA recognition motif isoform A [Micractinium conductrix], PSC71084.1 RNA recognition motif isoform B [Micractinium conductrix]
OG0005860	KAI3435855.1 hypothetical protein D9Q98_001913 [Chlorella vulgaris]	PSC71428.1 WD repeat-containing 90 [Micractinium conductrix]
OG0005861	KAI3436083.1 hypothetical protein D9Q98_002141 [Chlorella vulgaris]	PSC67996.1 acetamidase [Micractinium conductrix]
OG0005863	KAI3436062.1 hypothetical protein D9Q98_002120 [Chlorella vulgaris]	PSC71077.1 putative serine incorporator [Micractinium conductrix]
OG0005864	KAI3435986.1 hypothetical protein D9Q98_002044 [Chlorella vulgaris]	PSC71134.1 EF hand isoform B [Micractinium conductrix], PSC71133.1 EF hand isoform A [Micractinium conductrix]
OG0005865	KAI3436027.1 hypothetical protein D9Q98_002084 [Chlorella vulgaris]	PSC71126.1 ATPase _AAA+ superfamily_ [Micractinium conductrix]
OG0005866	KAI3435655.1 hypothetical protein D9Q98_001713 [Chlorella vulgaris]	PSC69616.1 thioredoxin domain-containing 9-like protein [Micractinium conductrix]
OG0005868	KAI3435895.1 hypothetical protein D9Q98_001953 [Chlorella vulgaris]	PSC71282.1 sugar transport [Micractinium conductrix]
OG0005869	KAI3436014.1 hypothetical protein D9Q98_002071 [Chlorella vulgaris]	PSC71097.1 Tetratricopeptide-like helical [Micractinium conductrix]
OG0005871	KAI3429356.1 hypothetical protein D9Q98_005451 [Chlorella vulgaris]	PSC68429.1 hypothetical protein C2E20_7952 [Micractinium conductrix]
OG0005872	KAI3429339.1 hypothetical protein D9Q98_005434 [Chlorella vulgaris]	PSC68414.1 ATPase isoform A [Micractinium conductrix], PSC68446.1 dnaJ-like protein subfamily C member 10 isoform X1 isoform B [Micractinium conductrix], PSC68447.1 dnaJ-like protein subfamily C member 10 isoform X1 isoform A [Micractinium conductrix], PSC68415.1 ATPase isoform B [Micractinium conductrix]
OG0005874	KAI3429389.1 hypothetical protein D9Q98_005484 [Chlorella vulgaris]	PSC67242.1 hypothetical protein C2E20_9078 [Micractinium conductrix], PSC68150.1 B12D [Micractinium conductrix]
OG0005875	KAI3429883.1 hypothetical protein D9Q98_010194 [Chlorella vulgaris]	PSC68531.1 hypothetical protein C2E20_7866 [Micractinium conductrix]
OG0005877	KAI3429653.1 hypothetical protein D9Q98_005738 [Chlorella vulgaris]	PSC67567.1 hypothetical protein C2E20_8780 [Micractinium conductrix]
OG0005878	KAI3429259.1 hypothetical protein D9Q98_005356 [Chlorella vulgaris]	PSC75029.1 hypothetical protein C2E20_1867 [Micractinium conductrix]
OG0005879	KAI3429861.1 hypothetical protein D9Q98_010172 [Chlorella vulgaris]	PSC68552.1 hypothetical protein C2E20_7878 [Micractinium conductrix]
OG0005880	KAI3429802.1 hypothetical protein D9Q98_010115 [Chlorella vulgaris]	PSC74102.1 sirohydrochlorin ferrochelatase [Micractinium conductrix]
OG0005881	KAI3429662.1 hypothetical protein D9Q98_005747 [Chlorella vulgaris]	PSC67554.1 hypothetical protein C2E20_8786 [Micractinium conductrix]
OG0005883	KAI3426956.1 hypothetical protein D9Q98_006900 [Chlorella vulgaris]	PSC75905.1 phosphatidylinositolN-acetylglucosaminyltran sfe ra sesubunit c [Micractinium conductrix]
OG0005884	KAI3429343.1 hypothetical protein D9Q98_005438 [Chlorella vulgaris]	PSC68469.1 putative signal peptidase complex subunit 1 [Micractinium conductrix]
OG0005886	KAI3424199.1 hypothetical protein D9Q98_009555 [Chlorella vulgaris]	PSC74052.1 flagellar associated [Micractinium conductrix]
OG0005887	KAI3424210.1 hypothetical protein D9Q98_009566 [Chlorella vulgaris]	PSC74115.1 formation of crista junctions 1 isoform X1 [Micractinium conductrix]
OG0005888	KAI3430224.1 hypothetical protein D9Q98_004821 [Chlorella vulgaris]	PSC75592.1 kelch domain-containing isoform B [Micractinium conductrix], PSC75591.1 kelch domain-containing isoform A [Micractinium conductrix]
OG0005889	KAI3424469.1 hypothetical protein D9Q98_010020 [Chlorella vulgaris]	PSC74670.1 high-light-induced chloroplastic [Micractinium conductrix]
OG0005890	KAI3434878.1 hypothetical protein D9Q98_002932 [Chlorella vulgaris]	PSC74859.1 activator of 90 kDa heat shock ATPase-like protein 1 [Micractinium conductrix]
OG0005891	KAI3424179.1 hypothetical protein D9Q98_009538 [Chlorella vulgaris]	PSC70578.1 signal peptide-containing [Micractinium conductrix]
OG0005892	KAI3424217.1 hypothetical protein D9Q98_009573 [Chlorella vulgaris]	PSC74134.1 Tryptophan synthase alpha chain [Micractinium conductrix]
OG0005893	KAI3435578.1 hypothetical protein D9Q98_001643 [Chlorella vulgaris]	PSC72693.1 hypothetical protein C2E20_3976 [Micractinium conductrix]
OG0005893	KAI3430527.1 hypothetical protein D9Q98_005120 [Chlorella vulgaris]	PSC69808.1 glucose-6-phosphate isomerase [Micractinium conductrix]
OG0005894	KAI3432394.1 hypothetical protein D9Q98_003950 [Chlorella vulgaris]	PSC73252.1 serine threonine-phosphatase 6 regulatory subunit 3-like isoform X1 [Micractinium conductrix]
OG0005895	KAI3424141.1 hypothetical protein D9Q98_009501 [Chlorella vulgaris]	PSC74133.1 E3 ubiquitin-ligase MARCH8 isoform X1 [Micractinium conductrix]
OG0005896	KAI3424249.1 hypothetical protein D9Q98_009604 [Chlorella vulgaris]	PSC74297.1 serine threonine kinase [Micractinium conductrix]
OG0005897	KAI3432335.1 hypothetical protein D9Q98_003893 [Chlorella vulgaris]	PSC67278.1 putative small nuclear ribonucleo G [Micractinium conductrix]
OG0005898	KAI3432315.1 hypothetical protein D9Q98_003875 [Chlorella vulgaris], KAI3432346.1 hypothetical protein D9Q98_003903 [Chlorella vulgaris], KAI3432329.1 hypothetical protein D9Q98_003888 [Chlorella vulgaris], KAI3432333.1 hypothetical protein D9Q98_003891 [Chlorella vulgaris]	PSC73511.1 pp1a replicase poly [Micractinium conductrix]
OG0005899	KAI3424214.1 hypothetical protein D9Q98_009570 [Chlorella vulgaris]	PSC73985.1 mycophenolic acid acyl-glucuronide mitochondrial [Micractinium conductrix]
OG0005900	KAI3432663.1 hypothetical protein D9Q98_004207 [Chlorella vulgaris]	PSC74687.1 NEDD4-binding 2 isoform B [Micractinium conductrix], PSC74688.1 NEDD4-binding 2 isoform A [Micractinium conductrix]
OG0005904	KAI3430494.1 hypothetical protein D9Q98_005089 [Chlorella vulgaris]	PSC76408.1 hypothetical protein C2E20_0054 [Micractinium conductrix]
OG0005906	KAI3439097.1 hypothetical protein D9Q98_001506 [Chlorella vulgaris]	PSC75894.1 putative ATP-dependent RNA helicase YTHDC2 isoform B [Micractinium conductrix], PSC75893.1 putative ATP-dependent RNA helicase YTHDC2 isoform A [Micractinium conductrix]
OG0005907	KAI3424317.1 hypothetical protein D9Q98_009870 [Chlorella vulgaris]	PSC74449.1 nucleotide-binding oligomerization domain-containing 1 [Micractinium conductrix]
OG0005908	KAI3430653.1 hypothetical protein D9Q98_005245 [Chlorella vulgaris], KAI3430650.1 hypothetical protein D9Q98_005243 [Chlorella vulgaris], KAI3430651.1 hypothetical protein D9Q98_005243 [Chlorella vulgaris]	PSC71414.1 hypothetical protein C2E20_5305 [Micractinium conductrix]
OG0005909	KAI3430655.1 hypothetical protein D9Q98_005247 [Chlorella vulgaris]	PSC71334.1 Golgi to ER traffic 4-like protein [Micractinium conductrix]
OG0005910	KAI3430689.1 hypothetical protein D9Q98_005278 [Chlorella vulgaris]	PSC70810.1 Viral IAP-associated factor [Micractinium conductrix]
OG0005912	KAI3430843.1 hypothetical protein D9Q98_009254 [Chlorella vulgaris]	PSC71714.1 high-affinity nitrate transporter -like [Micractinium conductrix]
OG0005913	KAI3430833.1 hypothetical protein D9Q98_009244 [Chlorella vulgaris]	PSC71718.1 thioredoxin-like chloroplastic [Micractinium conductrix]
OG0005914	KAI3424831.1 hypothetical protein D9Q98_008217 [Chlorella vulgaris]	PSC73656.1 60S ribosomal L28-1 [Micractinium conductrix]
OG0005916	KAI3424196.1 hypothetical protein D9Q98_009552 [Chlorella vulgaris], KAI3424197.1 hypothetical protein D9Q98_009553 [Chlorella vulgaris]	PSC75714.1 rolling stone [Micractinium conductrix]
OG0005917	KAI3425153.1 hypothetical protein D9Q98_008924 [Chlorella vulgaris]	PSC70033.1 traB domain-containing isoform X1 [Micractinium conductrix]
OG0005918	KAI3431435.1 hypothetical protein D9Q98_004487 [Chlorella vulgaris]	PSC71976.1 pentatricopeptide repeat-containing protein [Micractinium conductrix]
OG0005921	KAI3437947.1 hypothetical protein D9Q98_000391 [Chlorella vulgaris]	PSC71162.1 class III RPD3 type histone deacetylase [Micractinium conductrix]
OG0005922	KAI3428723.1 hypothetical protein D9Q98_007547 [Chlorella vulgaris]	PSC75309.1 peptidase S9 [Micractinium conductrix]
OG0005923	KAI3428451.1 hypothetical protein D9Q98_007278 [Chlorella vulgaris]	PSC69846.1 Mitochondrial import inner membrane translocase subunit Tim21 [Micractinium conductrix]
OG0005924	KAI3428679.1 hypothetical protein D9Q98_007502 [Chlorella vulgaris]	PSC75408.1 Cytochrome c oxidase assembly COX15 [Micractinium conductrix]
OG0005925	KAI3428408.1 hypothetical protein D9Q98_007235 [Chlorella vulgaris]	PSC69877.1 hypothetical protein C2E20_6682 [Micractinium conductrix]
OG0005926	KAI3425947.1 hypothetical protein D9Q98_007917 [Chlorella vulgaris]	PSC69408.1 Ubiquitin-conjugating enzyme E2 E1 [Micractinium conductrix]
OG0005929	KAI3437612.1 hypothetical protein D9Q98_000064 [Chlorella vulgaris]	PSC74898.1 glycosyl transferase [Micractinium conductrix]
OG0005930	KAI3426164.1 hypothetical protein D9Q98_008541 [Chlorella vulgaris]	PSC73415.1 B3 domain-containing protein [Micractinium conductrix]
OG0005931	KAI3426315.1 hypothetical protein D9Q98_008688 [Chlorella vulgaris]	PSC70455.1 pyridoxal kinase [Micractinium conductrix]
OG0005932	KAI3426328.1 hypothetical protein D9Q98_008701 [Chlorella vulgaris]	PSC70394.1 alkyl hydroperoxide reductase [Micractinium conductrix]
OG0005933	KAI3426434.1 hypothetical protein D9Q98_008802 [Chlorella vulgaris]	PSC67797.1 sufE chloroplastic mitochondrial [Micractinium conductrix]
OG0005935	KAI3432652.1 hypothetical protein D9Q98_004197 [Chlorella vulgaris], KAI3432653.1 hypothetical protein D9Q98_004197 [Chlorella vulgaris]	PSC73524.1 glycosyl transferase [Micractinium conductrix], PSC76588.1 glycosyl transferase [Micractinium conductrix]
OG0005937	KAI3428129.1 hypothetical protein D9Q98_006512 [Chlorella vulgaris]	PSC75966.1 peptidyl-prolyl cis-trans cyclophilin-type [Micractinium conductrix]
OG0005938	KAI3428795.1 hypothetical protein D9Q98_007614 [Chlorella vulgaris]	PSC75950.1 prenylcysteine oxidase 1 [Micractinium conductrix]
OG0005942	KAI3436501.1 hypothetical protein D9Q98_005918 [Chlorella vulgaris]	PSC69253.1 20S proteasome subunit beta 4 isoform B [Micractinium conductrix], PSC69252.1 20S proteasome subunit beta 4 isoform A [Micractinium conductrix]
OG0005943	KAI3433901.1 hypothetical protein D9Q98_003703 [Chlorella vulgaris]	PSC75669.1 TPR repeat-containing [Micractinium conductrix]
OG0005944	KAI3433590.1 hypothetical protein D9Q98_003401 [Chlorella vulgaris]	PSC67578.1 hypothetical protein C2E20_8756 [Micractinium conductrix], PSC73237.1 hypothetical protein C2E20_3344 [Micractinium conductrix], PSC73244.1 hypothetical protein C2E20_3339 [Micractinium conductrix], PSC73224.1 hypothetical protein C2E20_3435 [Micractinium conductrix]
OG0005945	KAI3433503.1 hypothetical protein D9Q98_003315 [Chlorella vulgaris]	PSC73735.1 Rhomboid protease [Micractinium conductrix]
OG0005946	KAI3429226.1 hypothetical protein D9Q98_005325 [Chlorella vulgaris]	PSC67343.1 adenylate and guanylate cyclase catalytic domain-containing isoform B [Micractinium conductrix]
OG0005998	KAI3433384.1 hypothetical protein D9Q98_003200 [Chlorella vulgaris]	PSC76554.1 MFS general substrate transporter [Micractinium conductrix]
OG0006000	KAI3424245.1 hypothetical protein D9Q98_009601 [Chlorella vulgaris]	PSC74311.1 glycosyl hydrolase [Micractinium conductrix]
OG0006001	KAI3431551.1 hypothetical protein D9Q98_004600 [Chlorella vulgaris]	PSC67674.1 sugar kinase [Micractinium conductrix]
OG0006003	KAI3424066.1 hypothetical protein D9Q98_009429 [Chlorella vulgaris]	PSC74265.1 hypothetical protein C2E20_2525 [Micractinium conductrix]
OG0006004	KAI3434703.1 hypothetical protein D9Q98_002764 [Chlorella vulgaris], KAI3434702.1 hypothetical protein D9Q98_002764 [Chlorella vulgaris]	PSC68502.1 rhomboid [Micractinium conductrix]
OG0006005	KAI3424265.1 hypothetical protein D9Q98_009619 [Chlorella vulgaris]	PSC74570.1 hypothetical protein C2E20_2336 [Micractinium conductrix]
OG0006006	KAI3428650.1 hypothetical protein D9Q98_007473 [Chlorella vulgaris]	PSC70885.1 hypothetical protein C2E20_5744 [Micractinium conductrix]
OG0006008	KAI3438508.1 hypothetical protein D9Q98_000936 [Chlorella vulgaris]	PSC75727.1 structural constituent of cell wall [Micractinium conductrix]
OG0006010	KAI3438573.1 hypothetical protein D9Q98_000999 [Chlorella vulgaris], KAI3438572.1 hypothetical protein D9Q98_000999 [Chlorella vulgaris]	PSC76510.1 hypothetical protein C2E20_0311 [Micractinium conductrix]
OG0006011	KAI3426967.1 hypothetical protein D9Q98_006911 [Chlorella vulgaris]	PSC75493.1 PIN domain containing [Micractinium conductrix]
OG0006013	KAI3429232.1 hypothetical protein D9Q98_005331 [Chlorella vulgaris]	PSC67348.1 ATP_cob_I_alamin adenosyltransferase [Micractinium conductrix]
OG0006015	KAI3438891.1 hypothetical protein D9Q98_001306 [Chlorella vulgaris]	PSC75860.1 hypothetical protein C2E20_1228 [Micractinium conductrix]
OG0006016	KAI3433628.1 hypothetical protein D9Q98_003437 [Chlorella vulgaris]	PSC68843.1 hypothetical protein C2E20_7614 [Micractinium conductrix]
OG0006018	KAI3437673.1 hypothetical protein D9Q98_000123 [Chlorella vulgaris]	PSC67134.1 hypothetical protein C2E20_9175 [Micractinium conductrix]
OG0006020	KAI3430474.1 hypothetical protein D9Q98_005069 [Chlorella vulgaris]	PSC73041.1 3-ketoacyl-thiolase peroxisomal [Micractinium conductrix]
OG0006021	KAI3424277.1 hypothetical protein D9Q98_009832 [Chlorella vulgaris]	PSC74437.1 hypothetical protein C2E20_2482 [Micractinium conductrix]
OG0006022	KAI3434624.1 hypothetical protein D9Q98_002691 [Chlorella vulgaris]	PSC69126.1 hypothetical protein C2E20_7318 [Micractinium conductrix]
OG0006023	KAI3429308.1 hypothetical protein D9Q98_005403 [Chlorella vulgaris]	PSC68486.1 glycosyltransferase family 92 [Micractinium conductrix]
OG0006026	KAI3425945.1 hypothetical protein D9Q98_007915 [Chlorella vulgaris]	PSC69332.1 Far upstream element-binding 2 [Micractinium conductrix]
OG0006030	KAI3438818.1 hypothetical protein D9Q98_001235 [Chlorella vulgaris]	PSC76234.1 Pyruvate phosphate dikinase_PEP pyruvate-binding [Micractinium conductrix]
OG0006031	KAI3433892.1 hypothetical protein D9Q98_003694 [Chlorella vulgaris]	PSC75424.1 hypothetical protein C2E20_1600 [Micractinium conductrix]
OG0006033	KAI3435759.1 hypothetical protein D9Q98_001817 [Chlorella vulgaris]	PSC68390.1 Elongation factor P [Micractinium conductrix]
OG0006037	KAI3438007.1 hypothetical protein D9Q98_000450 [Chlorella vulgaris]	PSC71086.1 hypothetical protein C2E20_5482 [Micractinium conductrix]
OG0006038	KAI3435746.1 hypothetical protein D9Q98_001804 [Chlorella vulgaris]	PSC69633.1 pentatricopeptide repeat-containing protein [Micractinium conductrix]
OG0006041	KAI3438982.1 hypothetical protein D9Q98_001396 [Chlorella vulgaris]	PSC73447.1 polyadenylate-binding 1 [Micractinium conductrix]
OG0006042	KAI3432587.1 hypothetical protein D9Q98_004135 [Chlorella vulgaris]	PSC74276.1 ubiquitin-conjugating enzyme 19 family [Micractinium conductrix]
OG0006043	KAI3438230.1 hypothetical protein D9Q98_000667 [Chlorella vulgaris]	PSC72164.1 hypothetical protein C2E20_4447 [Micractinium conductrix]
OG0006044	KAI3432572.1 hypothetical protein D9Q98_004121 [Chlorella vulgaris]	PSC74319.1 ase inhibitor I13 potato inhibitor I [Micractinium conductrix]
OG0006046	KAI3434803.1 hypothetical protein D9Q98_002860 [Chlorella vulgaris]	PSC73105.1 cytochrome c oxidase assembly mitochondrial [Micractinium conductrix]
OG0006047	KAI3431625.1 hypothetical protein D9Q98_004674 [Chlorella vulgaris]	PSC67593.1 sodium channel type 4 subunit alpha isoform X2 [Micractinium conductrix]
OG0006048	KAI3428263.1 hypothetical protein D9Q98_006642 [Chlorella vulgaris]	PSC71623.1 Transmembrane adaptor Erv26 [Micractinium conductrix]
OG0006049	KAI3431749.1 hypothetical protein D9Q98_004791 [Chlorella vulgaris]	PSC69298.1 actin-binding FH2 _formin-like_ [Micractinium conductrix]
OG0006050	KAI3428287.1 hypothetical protein D9Q98_006666 [Chlorella vulgaris]	PSC68115.1 mitochondrial import inner membrane translocase subunit Tim17-A [Micractinium conductrix]
OG0006051	KAI3435654.1 hypothetical protein D9Q98_001712 [Chlorella vulgaris]	PSC69579.1 teneurin-2-like isoform X2 [Micractinium conductrix]
OG0006052	KAI3436711.1 hypothetical protein D9Q98_006126 [Chlorella vulgaris]	PSC71590.1 hypothetical protein C2E20_5110 [Micractinium conductrix]
OG0006053	KAI3432244.1 hypothetical protein D9Q98_003805 [Chlorella vulgaris]	PSC73462.1 glutamyl-tRNA_Gln_ amidotransferase subunit chloroplastic mitochondrial [Micractinium conductrix]
OG0006054	KAI3428430.1 hypothetical protein D9Q98_007257 [Chlorella vulgaris]	PSC69926.1 1 domain-containing [Micractinium conductrix]
OG0006056	KAI3436805.1 hypothetical protein D9Q98_006215 [Chlorella vulgaris]	PSC74550.1 hypothetical protein C2E20_2088 [Micractinium conductrix]
OG0006058	KAI3436458.1 hypothetical protein D9Q98_005875 [Chlorella vulgaris]	PSC69082.1 rho GTPase-activating 4 isoform X2 [Micractinium conductrix]
OG0006059	KAI3435852.1 hypothetical protein D9Q98_001910 [Chlorella vulgaris]	PSC69310.1 myosin-13 isoform X2 [Micractinium conductrix]
OG0006060	KAI3424299.1 hypothetical protein D9Q98_009854 [Chlorella vulgaris]	PSC74359.1 sec-independent translocase [Micractinium conductrix]
OG0006061	KAI3424282.1 hypothetical protein D9Q98_009837 [Chlorella vulgaris]	PSC74651.1 oxysterol-binding -related 8 isoform X6 [Micractinium conductrix]
OG0006063	KAI3426309.1 hypothetical protein D9Q98_008682 [Chlorella vulgaris]	PSC70386.1 fatty acid desaturase [Micractinium conductrix]
OG0006064	KAI3431547.1 hypothetical protein D9Q98_004596 [Chlorella vulgaris]	PSC67644.1 hypothetical protein C2E20_8680 [Micractinium conductrix]
OG0006065	KAI3429578.1 hypothetical protein D9Q98_005665 [Chlorella vulgaris]	PSC69372.1 dnaJ-like protein subfamily B member 13-like [Micractinium conductrix]
OG0006066	KAI3429684.1 hypothetical protein D9Q98_005769 [Chlorella vulgaris]	PSC68963.1 malate dehydrogenase [Micractinium conductrix]
OG0006067	KAI3436213.1 hypothetical protein D9Q98_002267 [Chlorella vulgaris]	PSC76696.1 acetylcholinesterase precursor [Micractinium conductrix]
OG0006068	KAI3426221.1 hypothetical protein D9Q98_008597 [Chlorella vulgaris]	PSC70322.1 Rieske domain-containing [Micractinium conductrix]
OG0006069	KAI3426856.1 hypothetical protein D9Q98_006802 [Chlorella vulgaris]	PSC69794.1 hypothetical protein C2E20_6708 [Micractinium conductrix]
OG0006071	KAI3431004.1 hypothetical protein D9Q98_009406 [Chlorella vulgaris]	PSC70658.1 hypothetical protein C2E20_5801 isoform A [Micractinium conductrix], PSC70659.1 hypothetical protein C2E20_5801 isoform B [Micractinium conductrix]
OG0006072	KAI3430725.1 hypothetical protein D9Q98_005311 [Chlorella vulgaris]	PSC70695.1 hypothetical protein C2E20_5810 [Micractinium conductrix]
OG0006073	KAI3431003.1 hypothetical protein D9Q98_009405 [Chlorella vulgaris]	PSC70662.1 Cobalt-zinc-cadmium resistance [Micractinium conductrix]
OG0006074	KAI3436292.1 hypothetical protein D9Q98_002345 [Chlorella vulgaris]	PSC73079.1 hypothetical protein C2E20_3576 [Micractinium conductrix]
OG0006075	KAI3435715.1 hypothetical protein D9Q98_001773 [Chlorella vulgaris]	PSC69668.1 hypothetical protein C2E20_6895 [Micractinium conductrix]
OG0006077	KAI3435711.1 hypothetical protein D9Q98_001769 [Chlorella vulgaris]	PSC69652.1 Origin recognition complex subunit 6 [Micractinium conductrix]
OG0006078	KAI3435738.1 hypothetical protein D9Q98_001796 [Chlorella vulgaris]	PSC69691.1 serine threonine kinase [Micractinium conductrix]
OG0006080	KAI3423844.1 hypothetical protein D9Q98_009680 [Chlorella vulgaris]	PSC68664.1 ankyrin repeat family [Micractinium conductrix]
OG0006082	KAI3437755.1 hypothetical protein D9Q98_000203 [Chlorella vulgaris]	PSC69561.1 Fructose-1-phosphate phosphatase [Micractinium conductrix]
OG0006085	KAI3431605.1 hypothetical protein D9Q98_004655 [Chlorella vulgaris]	PSC73350.1 hypothetical protein C2E20_3525 [Micractinium conductrix]
OG0006086	KAI3431848.1 hypothetical protein D9Q98_010600 [Chlorella vulgaris]	PSC69265.1 mitochondrial carrier family [Micractinium conductrix]
OG0006089	KAI3428223.1 hypothetical protein D9Q98_006603 [Chlorella vulgaris]	PSC71626.1 coiled-coil domain-containing 86 [Micractinium conductrix]
OG0006091	KAI3428228.1 hypothetical protein D9Q98_006608 [Chlorella vulgaris]	PSC71606.1 F-box only 21 [Micractinium conductrix]
OG0006094	KAI3431278.1 hypothetical protein D9Q98_004339 [Chlorella vulgaris]	PSC67639.1 hypothetical protein C2E20_8719 [Micractinium conductrix]
OG0006095	KAI3434882.1 hypothetical protein D9Q98_002936 [Chlorella vulgaris]	PSC76312.1 DUF3099 domain-containing [Micractinium conductrix]
OG0006096	KAI3436853.1 hypothetical protein D9Q98_006263 [Chlorella vulgaris]	PSC72719.1 WD40 repeat-containing [Micractinium conductrix]
OG0006097	KAI3425319.1 hypothetical protein D9Q98_009083 [Chlorella vulgaris]	PSC74850.1 beta1_4-galactosyltransferase 7 [Micractinium conductrix]
OG0006099	KAI3425766.1 hypothetical protein D9Q98_007741 [Chlorella vulgaris]	PSC74737.1 hypothetical protein C2E20_2182 [Micractinium conductrix]
OG0006100	KAI3434658.1 hypothetical protein D9Q98_002722 [Chlorella vulgaris]	PSC73098.1 coiled-coil domain-containing 168 [Micractinium conductrix]
OG0006101	KAI3435953.1 hypothetical protein D9Q98_002011 [Chlorella vulgaris]	PSC71434.1 NUDIX hydrolase [Micractinium conductrix]
OG0006102	KAI3425345.1 hypothetical protein D9Q98_009109 [Chlorella vulgaris]	PSC75207.1 thiamine biosynthetic bifunctional enzyme chloroplastic isoform D [Micractinium conductrix]
OG0006104	KAI3428266.1 hypothetical protein D9Q98_006645 [Chlorella vulgaris]	PSC71666.1 hypothetical protein C2E20_4998 [Micractinium conductrix]
OG0006105	KAI3436115.1 hypothetical protein D9Q98_002173 [Chlorella vulgaris]	PSC76927.1 universal stress [Micractinium conductrix]
OG0006106	KAI3439088.1 hypothetical protein D9Q98_001498 [Chlorella vulgaris]	PSC73433.1 expressed protein isoform B [Micractinium conductrix], PSC73434.1 expressed protein isoform A [Micractinium conductrix]
OG0006107	KAI3432223.1 hypothetical protein D9Q98_003785 [Chlorella vulgaris]	PSC73348.1 Drug Metabolite transporter superfamily [Micractinium conductrix]
OG0006108	KAI3435522.1 hypothetical protein D9Q98_001588 [Chlorella vulgaris]	PSC72834.1 ARM repeat-containing [Micractinium conductrix]
OG0006109	KAI3438893.1 hypothetical protein D9Q98_001308 [Chlorella vulgaris]	PSC73418.1 ATP-binding cassette sub-family D member 4 [Micractinium conductrix]
OG0006110	KAI3438134.1 hypothetical protein D9Q98_000575 [Chlorella vulgaris]	PSC72225.1 mediator of RNA polymerase II transcription subunit 13-like [Micractinium conductrix]
OG0006112	KAI3438212.1 hypothetical protein D9Q98_000649 [Chlorella vulgaris]	PSC72276.1 hypothetical protein C2E20_4467 [Micractinium conductrix]
OG0006113	KAI3434457.1 hypothetical protein D9Q98_002534 [Chlorella vulgaris]	PSC67487.1 nuclear pore complex NUP133 [Micractinium conductrix]
OG0006114	KAI3424453.1 hypothetical protein D9Q98_010005 [Chlorella vulgaris]	PSC74705.1 major facilitator superfamily isoform B [Micractinium conductrix]
OG0006117	KAI3429598.1 hypothetical protein D9Q98_005684 [Chlorella vulgaris]	PSC69367.1 putative sodium-coupled neutral amino acid transporter 6 [Micractinium conductrix]
OG0006120	KAI3430512.1 hypothetical protein D9Q98_005107 [Chlorella vulgaris]	PSC76445.1 spermidine putrescine ABC transporter ATP-binding [Micractinium conductrix]
OG0006122	KAI3425889.1 hypothetical protein D9Q98_007862 [Chlorella vulgaris]	PSC74492.1 thioredoxin [Micractinium conductrix]
OG0006123	KAI3425983.1 hypothetical protein D9Q98_007951 [Chlorella vulgaris]	PSC70193.1 Glycosyl family 1 [Micractinium conductrix]
OG0006124	KAI3426021.1 hypothetical protein D9Q98_007989 [Chlorella vulgaris]	PSC70213.1 Winged helix-turn-helix DNA-binding domain [Micractinium conductrix]
OG0006125	KAI3430459.1 hypothetical protein D9Q98_005054 [Chlorella vulgaris]	PSC73195.1 GHMP kinase [Micractinium conductrix]
OG0006126	KAI3425979.1 hypothetical protein D9Q98_007947 [Chlorella vulgaris]	PSC70288.1 Found in Mitochondrial Proteome [Micractinium conductrix]
OG0006128	KAI3431456.1 hypothetical protein D9Q98_004508 [Chlorella vulgaris]	PSC71936.1 FACT complex subunit POB3 [Micractinium conductrix]
OG0006129	KAI3431283.1 hypothetical protein D9Q98_004344 [Chlorella vulgaris]	PSC67616.1 Golgi apparatus membrane TVP15 [Micractinium conductrix]
OG0006130	KAI3427046.1 hypothetical protein D9Q98_006987 [Chlorella vulgaris]	PSC76662.1 leucine rich repeat [Micractinium conductrix]
OG0006131	KAI3425295.1 hypothetical protein D9Q98_009061 [Chlorella vulgaris]	PSC67302.1 Zinc finger CCHC domain-containing 8 [Micractinium conductrix]
OG0006132	KAI3431430.1 hypothetical protein D9Q98_004483 [Chlorella vulgaris]	PSC71999.1 hypothetical protein C2E20_4744 [Micractinium conductrix]
OG0006133	KAI3431518.1 hypothetical protein D9Q98_004568 [Chlorella vulgaris], KAI3431470.1 hypothetical protein D9Q98_004522 [Chlorella vulgaris]	PSC69111.1 stAR-related lipid transfer 3 isoform X1 [Micractinium conductrix], PSC71850.1 hypothetical protein C2E20_4784 [Micractinium conductrix]
