Orthogroup	Chlorella_Vulgaris2111P	Chlorella_Sorokiniana1602
OG0006124	KAI3426021.1 hypothetical protein D9Q98_007989 [Chlorella vulgaris]	PRW33778.1 Winged helix-turn-helix DNA-binding domain [Chlorella sorokiniana]
OG0006125	KAI3430459.1 hypothetical protein D9Q98_005054 [Chlorella vulgaris]	PRW33024.1 GHMP kinase [Chlorella sorokiniana]
OG0006126	KAI3425979.1 hypothetical protein D9Q98_007947 [Chlorella vulgaris]	PRW33837.1 heat repeat [Chlorella sorokiniana]
OG0006128	KAI3431456.1 hypothetical protein D9Q98_004508 [Chlorella vulgaris]	PRW39086.1 Structure-specific recognition [Chlorella sorokiniana]
OG0006129	KAI3431283.1 hypothetical protein D9Q98_004344 [Chlorella vulgaris]	PRW05808.1 hypothetical protein C2E21_9546 [Chlorella sorokiniana]
OG0006130	KAI3427046.1 hypothetical protein D9Q98_006987 [Chlorella vulgaris]	PRW51022.1 Leucine Rich Repeat family [Chlorella sorokiniana]
OG0006132	KAI3431430.1 hypothetical protein D9Q98_004483 [Chlorella vulgaris]	PRW39373.1 transcription activator BRG1 [Chlorella sorokiniana]
OG0006135	KAI3438895.1 hypothetical protein D9Q98_001310 [Chlorella vulgaris]	PRW58774.1 alpha beta hydrolase [Chlorella sorokiniana]
OG0006136	KAI3432818.1 hypothetical protein D9Q98_010402 [Chlorella vulgaris]	PRW61033.1 SEC14 cytosolic factor [Chlorella sorokiniana]
OG0006137	KAI3438324.1 hypothetical protein D9Q98_000758 [Chlorella vulgaris]	PRW57470.1 ADP-ribosylation factor 5 [Chlorella sorokiniana]
OG0006138	KAI3438313.1 hypothetical protein D9Q98_000747 [Chlorella vulgaris]	PRW57384.1 F-box only 31-B-like [Chlorella sorokiniana]
OG0006139	KAI3425936.1 hypothetical protein D9Q98_007908 [Chlorella vulgaris]	PRW33916.1 chloroplastic isoform X2 [Chlorella sorokiniana]
OG0006140	KAI3433398.1 hypothetical protein D9Q98_003214 [Chlorella vulgaris]	PRW58488.1 putative prefoldin subunit 4 [Chlorella sorokiniana]
OG0006142	KAI3430354.1 hypothetical protein D9Q98_004949 [Chlorella vulgaris]	PRW20533.1 zinc finger 665-like protein [Chlorella sorokiniana]
OG0006146	KAI3432735.1 hypothetical protein D9Q98_004276 [Chlorella vulgaris]	PRW60886.1 hypothetical protein C2E21_0664 [Chlorella sorokiniana]
OG0006147	KAI3428187.1 hypothetical protein D9Q98_006567 [Chlorella vulgaris]	PRW56429.1 hypothetical protein C2E21_4679 [Chlorella sorokiniana]
OG0006148	KAI3436064.1 hypothetical protein D9Q98_002122 [Chlorella vulgaris]	PRW60032.1 Cytoplasmic tRNA 2-thiolation 2 [Chlorella sorokiniana]
OG0006149	KAI3428188.1 hypothetical protein D9Q98_006568 [Chlorella vulgaris]	PRW56759.1 RNA polymerase-associated RTF1-like protein [Chlorella sorokiniana]
OG0006150	KAI3429782.1 hypothetical protein D9Q98_010095 [Chlorella vulgaris]	PRW60254.1 serine threonine kinase [Chlorella sorokiniana]
OG0006153	KAI3428821.1 hypothetical protein D9Q98_007638 [Chlorella vulgaris]	PRW05861.1 hypothetical protein C2E21_9496 [Chlorella sorokiniana]
OG0006155	KAI3435901.1 hypothetical protein D9Q98_001959 [Chlorella vulgaris]	PRW60124.1 hypothetical protein C2E21_1573 [Chlorella sorokiniana]
OG0006156	KAI3435912.1 hypothetical protein D9Q98_001970 [Chlorella vulgaris]	PRW59478.1 pp1a replicase poly [Chlorella sorokiniana]
OG0006157	KAI3438719.1 hypothetical protein D9Q98_001139 [Chlorella vulgaris]	PRW59244.1 NADH-ubiquinone oxidoreductase 11 kDa subunit [Chlorella sorokiniana]
OG0006159	KAI3439066.1 hypothetical protein D9Q98_001476 [Chlorella vulgaris]	PRW59029.1 mitochondrial zinc maintenance mitochondrial [Chlorella sorokiniana]
OG0006160	KAI3428648.1 hypothetical protein D9Q98_007471 [Chlorella vulgaris]	PRW44408.1 Leucine-rich repeat-containing 40 [Chlorella sorokiniana]
OG0006161	KAI3438268.1 hypothetical protein D9Q98_000703 [Chlorella vulgaris], KAI3438267.1 hypothetical protein D9Q98_000703 [Chlorella vulgaris]	PRW56926.1 HSP20-like chaperone [Chlorella sorokiniana]
OG0006163	KAI3425894.1 hypothetical protein D9Q98_007867 [Chlorella vulgaris]	PRW57578.1 Serine threonine- phosphatase 6 regulatory ankyrin repeat subunit C [Chlorella sorokiniana]
OG0006164	KAI3430370.1 hypothetical protein D9Q98_004965 [Chlorella vulgaris]	PRW20448.1 RWD domain-containing 2B isoform X2 [Chlorella sorokiniana]
OG0006167	KAI3436701.1 hypothetical protein D9Q98_006116 [Chlorella vulgaris]	PRW55888.1 hypothetical protein C2E21_5030 [Chlorella sorokiniana]
OG0006168	KAI3424793.1 hypothetical protein D9Q98_008180 [Chlorella vulgaris]	PRW45676.1 plant Late Embryo Abundant _LEA_ related [Chlorella sorokiniana]
OG0006169	KAI3425880.1 hypothetical protein D9Q98_007853 [Chlorella vulgaris]	PRW57900.1 kinetochore Nnf1 [Chlorella sorokiniana]
OG0006170	KAI3436742.1 hypothetical protein D9Q98_006157 [Chlorella vulgaris]	PRW56014.1 SAP domain-containing [Chlorella sorokiniana]
OG0006171	KAI3424808.1 hypothetical protein D9Q98_008194 [Chlorella vulgaris]	PRW45709.1 ankyrin-1 isoform X2 [Chlorella sorokiniana]
OG0006172	KAI3433696.1 hypothetical protein D9Q98_003505 [Chlorella vulgaris]	PRW58623.1 serine threonine- kinase SMG1-like [Chlorella sorokiniana]
OG0006173	KAI3428444.1 hypothetical protein D9Q98_007271 [Chlorella vulgaris]	PRW44467.1 U-box domain-containing 4 [Chlorella sorokiniana]
OG0006174	KAI3430818.1 hypothetical protein D9Q98_009229 [Chlorella vulgaris]	PRW20970.1 hypothetical protein C2E21_8460 [Chlorella sorokiniana]
OG0006175	KAI3425131.1 hypothetical protein D9Q98_008903 [Chlorella vulgaris]	PRW33554.1 hypothetical protein C2E21_7717 [Chlorella sorokiniana]
OG0006176	KAI3430649.1 hypothetical protein D9Q98_005242 [Chlorella vulgaris]	PRW20219.1 chaperone -domain-containing [Chlorella sorokiniana]
OG0006177	KAI3429365.1 hypothetical protein D9Q98_005460 [Chlorella vulgaris]	PRW60602.1 hypothetical protein C2E21_0843 [Chlorella sorokiniana]
OG0006178	KAI3429379.1 hypothetical protein D9Q98_005474 [Chlorella vulgaris]	PRW60397.1 hypothetical protein C2E21_0857 [Chlorella sorokiniana]
OG0006179	KAI3428050.1 hypothetical protein D9Q98_006435 [Chlorella vulgaris]	PRW56481.1 outer envelope pore chloroplastic-like [Chlorella sorokiniana]
OG0006181	KAI3435821.1 hypothetical protein D9Q98_001879 [Chlorella vulgaris]	PRW59787.1 putative prolyl 4-hydroxylase 3 [Chlorella sorokiniana]
OG0006182	KAI3428481.1 hypothetical protein D9Q98_007306 [Chlorella vulgaris]	PRW44327.1 flagellar attachment zone 1-like [Chlorella sorokiniana]
OG0006184	KAI3429394.1 hypothetical protein D9Q98_005489 [Chlorella vulgaris]	PRW60327.1 hypothetical protein C2E21_0871 [Chlorella sorokiniana]
OG0006185	KAI3432616.1 hypothetical protein D9Q98_004162 [Chlorella vulgaris]	PRW60913.1 hypothetical protein C2E21_0557 [Chlorella sorokiniana]
OG0006186	KAI3435825.1 hypothetical protein D9Q98_001883 [Chlorella vulgaris]	PRW59634.1 zinc finger CCCH domain-containing 18 [Chlorella sorokiniana]
OG0006187	KAI3433829.1 hypothetical protein D9Q98_003633 [Chlorella vulgaris]	PRW58212.1 hypothetical protein C2E21_2780 [Chlorella sorokiniana]
OG0006188	KAI3433698.1 hypothetical protein D9Q98_003507 [Chlorella vulgaris]	PRW58315.1 phosphatidylinositol 3-kinase-related kinase [Chlorella sorokiniana]
OG0006189	KAI3438623.1 hypothetical protein D9Q98_001045 [Chlorella vulgaris], KAI3438622.1 hypothetical protein D9Q98_001045 [Chlorella vulgaris]	PRW58997.1 nucleolar transcription factor 1-like [Chlorella sorokiniana]
OG0006191	KAI3431346.1 hypothetical protein D9Q98_004404 [Chlorella vulgaris]	PRW39344.1 putative phosphatase 2C 22 isoform X1 [Chlorella sorokiniana]
OG0006194	KAI3426489.1 hypothetical protein D9Q98_008855 [Chlorella vulgaris]	PRW44965.1 putative chromatin remodeling Snf Swi complex subunit [Chlorella sorokiniana]
OG0006196	KAI3434950.1 hypothetical protein D9Q98_003004 [Chlorella vulgaris]	PRW34005.1 hypothetical protein C2E21_7257 [Chlorella sorokiniana]
OG0006197	KAI3434600.1 hypothetical protein D9Q98_002668 [Chlorella vulgaris]	PRW57896.1 general transcription factor 3C polypeptide 6-like [Chlorella sorokiniana]
OG0006200	KAI3426512.1 hypothetical protein D9Q98_008877 [Chlorella vulgaris]	PRW45038.1 G-patch domain-containing [Chlorella sorokiniana]
OG0006203	KAI3430840.1 hypothetical protein D9Q98_009251 [Chlorella vulgaris]	PRW21011.1 hypothetical protein C2E21_8440 [Chlorella sorokiniana]
OG0006204	KAI3433758.1 hypothetical protein D9Q98_003565 [Chlorella vulgaris]	PRW58535.1 hypothetical protein C2E21_2841 [Chlorella sorokiniana]
OG0006206	KAI3433382.1 hypothetical protein D9Q98_003198 [Chlorella vulgaris]	PRW58518.1 hypothetical protein C2E21_3168 [Chlorella sorokiniana]
OG0006210	KAI3437816.1 hypothetical protein D9Q98_000263 [Chlorella vulgaris]	PRW60448.1 chloride channel [Chlorella sorokiniana]
OG0006211	KAI3430467.1 hypothetical protein D9Q98_005062 [Chlorella vulgaris]	PRW32839.1 family ABC-F type ribosomal protection [Chlorella sorokiniana]
OG0006212	KAI3430352.1 hypothetical protein D9Q98_004947 [Chlorella vulgaris]	PRW20566.1 ATPase family AAA domain-containing 1 [Chlorella sorokiniana]
OG0006214	KAI3427039.1 hypothetical protein D9Q98_006980 [Chlorella vulgaris]	PRW50908.1 hypothetical protein C2E21_5522 [Chlorella sorokiniana]
OG0006216	KAI3426996.1 hypothetical protein D9Q98_006940 [Chlorella vulgaris]	PRW50915.1 hypothetical protein C2E21_5562 [Chlorella sorokiniana]
OG0006217	KAI3428125.1 hypothetical protein D9Q98_006508 [Chlorella vulgaris]	PRW56803.1 tRNA uridine 5-carboxymethylaminomethyl modification enzyme [Chlorella sorokiniana]
OG0006218	KAI3438973.1 hypothetical protein D9Q98_001387 [Chlorella vulgaris], KAI3438972.1 hypothetical protein D9Q98_001386 [Chlorella vulgaris]	PRW58745.1 mitogen-activated kinase [Chlorella sorokiniana]
OG0006219	KAI3424262.1 hypothetical protein D9Q98_009616 [Chlorella vulgaris]	PRW61415.1 chitin synthase 1 [Chlorella sorokiniana]
OG0006220	KAI3424139.1 hypothetical protein D9Q98_009499 [Chlorella vulgaris]	PRW61540.1 glutamine--fructose-6-phosphate aminotransferase [isomerizing] 2 isoform B [Chlorella sorokiniana]
OG0006222	KAI3433602.1 hypothetical protein D9Q98_003412 [Chlorella vulgaris]	PRW57677.1 hypothetical protein C2E21_3342 [Chlorella sorokiniana]
OG0006223	KAI3425989.1 hypothetical protein D9Q98_007957 [Chlorella vulgaris]	PRW33818.1 phosphatidylinositol kinase [Chlorella sorokiniana]
OG0006224	KAI3433697.1 hypothetical protein D9Q98_003506 [Chlorella vulgaris]	PRW58211.1 8-amino-7-oxononanoate synthase [Chlorella sorokiniana]
OG0006225	KAI3438218.1 hypothetical protein D9Q98_000655 [Chlorella vulgaris]	PRW56901.1 fumarate reductase flavo [Chlorella sorokiniana]
OG0006226	KAI3430856.1 hypothetical protein D9Q98_009265 [Chlorella vulgaris]	PRW21114.1 auxin-binding 1 [Chlorella sorokiniana]
OG0006228	KAI3424985.1 hypothetical protein D9Q98_008366 [Chlorella vulgaris]	PRW45488.1 CLR family protein [Chlorella sorokiniana]
OG0006229	KAI3438438.1 hypothetical protein D9Q98_000869 [Chlorella vulgaris]	PRW59203.1 hypothetical protein C2E21_2029 [Chlorella sorokiniana], PRW56602.1 hypothetical protein C2E21_4689 [Chlorella sorokiniana]
OG0006230	KAI3435797.1 hypothetical protein D9Q98_001855 [Chlorella vulgaris]	PRW60036.1 ABC transporter B family member 28 isoform X2 [Chlorella sorokiniana]
OG0006233	KAI3436766.1 hypothetical protein D9Q98_006178 [Chlorella vulgaris]	PRW55954.1 hypothetical protein C2E21_5211 [Chlorella sorokiniana], PRW61027.1 TBC1 domain family member 2A [Chlorella sorokiniana]
OG0006235	KAI3438259.1 hypothetical protein D9Q98_000695 [Chlorella vulgaris]	PRW57153.1 Mannan endo-1_4-beta-mannosidase 4 [Chlorella sorokiniana]
OG0006236	KAI3428461.1 hypothetical protein D9Q98_007287 [Chlorella vulgaris]	PRW44461.1 hypothetical protein C2E21_6555 [Chlorella sorokiniana]
OG0006237	KAI3428491.1 hypothetical protein D9Q98_007316 [Chlorella vulgaris]	PRW44388.1 NEDD8-conjugating enzyme Ubc12-like [Chlorella sorokiniana]
OG0006238	KAI3428581.1 hypothetical protein D9Q98_007403 [Chlorella vulgaris]	PRW44537.1 GNAT family acetyltransferase [Chlorella sorokiniana]
OG0006239	KAI3438669.1 hypothetical protein D9Q98_001090 [Chlorella vulgaris]	PRW59264.1 AAA-type ATPase family expressed [Chlorella sorokiniana]
OG0006241	KAI3424686.1 hypothetical protein D9Q98_008076 [Chlorella vulgaris]	PRW45509.1 flavincontaining amine [Chlorella sorokiniana]
OG0006242	KAI3434708.1 hypothetical protein D9Q98_002769 [Chlorella vulgaris]	PRW57841.1 RAP domain [Chlorella sorokiniana]
OG0006243	KAI3425076.1 hypothetical protein D9Q98_008454 [Chlorella vulgaris]	PRW45506.1 transcriptional regulator [Chlorella sorokiniana]
OG0006244	KAI3434626.1 hypothetical protein D9Q98_002693 [Chlorella vulgaris]	PRW57969.1 transcription factor GTE9-like [Chlorella sorokiniana]
OG0006245	KAI3435546.1 hypothetical protein D9Q98_001611 [Chlorella vulgaris]	PRW18396.1 Ynk1p [Chlorella sorokiniana]
OG0006246	KAI3432288.1 hypothetical protein D9Q98_003848 [Chlorella vulgaris]	PRW44520.1 RCC1 repeat [Chlorella sorokiniana], PRW50925.1 RCC1 repeat-containing isoform A [Chlorella sorokiniana], PRW50924.1 RCC1 repeat-containing isoform B [Chlorella sorokiniana], PRW05781.1 regulator of chromosome condensation RCC1 [Chlorella sorokiniana]
OG0006248	KAI3428816.1 hypothetical protein D9Q98_007633 [Chlorella vulgaris]	PRW05862.1 TSL-kinase interacting 1-like isoform X1 [Chlorella sorokiniana]
OG0006249	KAI3428805.1 hypothetical protein D9Q98_007622 [Chlorella vulgaris]	PRW05878.1 hypothetical protein C2E21_9485 [Chlorella sorokiniana]
OG0006250	KAI3436329.1 hypothetical protein D9Q98_002382 [Chlorella vulgaris]	PRW05922.1 melanotransferrin isoform X1 [Chlorella sorokiniana]
OG0006251	KAI3427421.1 hypothetical protein D9Q98_010336 [Chlorella vulgaris], KAI3427417.1 hypothetical protein D9Q98_010332 [Chlorella vulgaris]	PRW05924.1 Zinc ion binding_nucleic acid binding_zinc ion binding [Chlorella sorokiniana]
OG0006253	KAI3435572.1 hypothetical protein D9Q98_001637 [Chlorella vulgaris]	PRW18330.1 serine threonine- kinase EDR1 [Chlorella sorokiniana]
OG0006254	KAI3435545.1 hypothetical protein D9Q98_001610 [Chlorella vulgaris]	PRW18350.1 nuclear pore complex NUP58 [Chlorella sorokiniana]
OG0006255	KAI3435554.1 hypothetical protein D9Q98_001619 [Chlorella vulgaris]	PRW18371.1 flagellar inner arm dynein 1 heavy chain beta [Chlorella sorokiniana]
OG0006256	KAI3435537.1 hypothetical protein D9Q98_001602 [Chlorella vulgaris]	PRW18388.1 carbamate kinase [Chlorella sorokiniana]
OG0006257	KAI3435491.1 hypothetical protein D9Q98_001557 [Chlorella vulgaris]	PRW18398.1 hypothetical protein C2E21_9262 [Chlorella sorokiniana]
OG0006258	KAI3435573.1 hypothetical protein D9Q98_001638 [Chlorella vulgaris]	PRW18399.1 single-stranded DNA-binding [Chlorella sorokiniana]
OG0006259	KAI3429640.1 hypothetical protein D9Q98_005726 [Chlorella vulgaris], KAI3429641.1 hypothetical protein D9Q98_005727 [Chlorella vulgaris]	PRW18408.1 seed maturation family [Chlorella sorokiniana]
OG0006260	KAI3432550.1 hypothetical protein D9Q98_004099 [Chlorella vulgaris], KAI3435555.1 hypothetical protein D9Q98_001620 [Chlorella vulgaris]	PRW18413.1 tankyrase isoform X2 [Chlorella sorokiniana]
OG0006261	KAI3430992.1 hypothetical protein D9Q98_009395 [Chlorella vulgaris]	PRW20273.1 ATPase AAA [Chlorella sorokiniana], PRW20173.1 phage tail [Chlorella sorokiniana]
OG0006262	KAI3430643.1 hypothetical protein D9Q98_005236 [Chlorella vulgaris]	PRW20196.1 magnesium-dependent phosphatase 1-like [Chlorella sorokiniana]
OG0006263	KAI3430991.1 hypothetical protein D9Q98_009394 [Chlorella vulgaris]	PRW20240.1 phragmoplast orienting kinesin-1 isoform X1 [Chlorella sorokiniana]
OG0006264	KAI3430678.1 hypothetical protein D9Q98_005267 [Chlorella vulgaris]	PRW20270.1 elicitor-responsive 3-like isoform B [Chlorella sorokiniana], PRW20271.1 elicitor-responsive 3-like isoform A [Chlorella sorokiniana]
OG0006265	KAI3430692.1 hypothetical protein D9Q98_005281 [Chlorella vulgaris]	PRW20292.1 TOR kinase binding [Chlorella sorokiniana]
OG0006266	KAI3424290.1 hypothetical protein D9Q98_009845 [Chlorella vulgaris]	PRW20320.1 serine threonine- kinase isoform B [Chlorella sorokiniana], PRW20321.1 serine threonine- kinase isoform C [Chlorella sorokiniana], PRW20319.1 serine threonine- kinase isoform A [Chlorella sorokiniana]
OG0006267	KAI3424287.1 hypothetical protein D9Q98_009842 [Chlorella vulgaris]	PRW20334.1 hypothetical protein C2E21_9026 [Chlorella sorokiniana]
OG0006268	KAI3424341.1 hypothetical protein D9Q98_009894 [Chlorella vulgaris]	PRW20384.1 bifunctional sensory photoreceptor isoform B [Chlorella sorokiniana], PRW20385.1 bifunctional sensory photoreceptor isoform A [Chlorella sorokiniana]
OG0006269	KAI3436506.1 hypothetical protein D9Q98_005923 [Chlorella vulgaris], KAI3436505.1 hypothetical protein D9Q98_005922 [Chlorella vulgaris], KAI3436531.1 hypothetical protein D9Q98_005948 [Chlorella vulgaris]	PRW20407.1 leucine-rich repeat receptor-like serine threonine- kinase BAM1 [Chlorella sorokiniana], PRW20405.1 F-box LRR-repeat 13-like isoform X2 [Chlorella sorokiniana]
OG0006270	KAI3430278.1 hypothetical protein D9Q98_004874 [Chlorella vulgaris]	PRW20446.1 ferredoxin component [Chlorella sorokiniana]
OG0006271	KAI3430369.1 hypothetical protein D9Q98_004964 [Chlorella vulgaris]	PRW20473.1 FATTY ACID EXPORT chloroplastic-like [Chlorella sorokiniana]
OG0006272	KAI3430382.1 hypothetical protein D9Q98_004977 [Chlorella vulgaris]	PRW20504.1 homeobox HMX2 isoform A [Chlorella sorokiniana], PRW20505.1 homeobox HMX2 isoform B [Chlorella sorokiniana]
OG0006273	KAI3430362.1 hypothetical protein D9Q98_004957 [Chlorella vulgaris]	PRW20557.1 F-box LRR-repeat 14 [Chlorella sorokiniana]
OG0006275	KAI3434376.1 hypothetical protein D9Q98_002454 [Chlorella vulgaris]	PRW20608.1 hypothetical protein C2E21_8880 [Chlorella sorokiniana]
OG0006277	KAI3424823.1 hypothetical protein D9Q98_008209 [Chlorella vulgaris]	PRW20671.1 deleted in malignant brain tumors 1 -like [Chlorella sorokiniana]
OG0006279	KAI3434538.1 hypothetical protein D9Q98_002611 [Chlorella vulgaris]	PRW20745.1 hypothetical protein C2E21_8719 [Chlorella sorokiniana]
OG0006280	KAI3439073.1 hypothetical protein D9Q98_001483 [Chlorella vulgaris]	PRW20756.1 maltose excess chloroplastic-like [Chlorella sorokiniana]
OG0006281	KAI3437616.1 hypothetical protein D9Q98_000068 [Chlorella vulgaris]	PRW20799.1 Vacuole membrane 1 [Chlorella sorokiniana]
OG0006283	KAI3437658.1 hypothetical protein D9Q98_000108 [Chlorella vulgaris]	PRW20911.1 progestin and adipoQ receptor family member 4 [Chlorella sorokiniana]
OG0006285	KAI3430863.1 hypothetical protein D9Q98_009272 [Chlorella vulgaris]	PRW20965.1 sodium- and chloride-dependent GABA transporter 3 isoform X1 [Chlorella sorokiniana]
OG0006286	KAI3430796.1 hypothetical protein D9Q98_009208 [Chlorella vulgaris]	PRW20967.1 expressed protein isoform B [Chlorella sorokiniana], PRW20968.1 expressed protein isoform A [Chlorella sorokiniana]
OG0006287	KAI3430837.1 hypothetical protein D9Q98_009248 [Chlorella vulgaris]	PRW20989.1 kinase [Chlorella sorokiniana]
OG0006288	KAI3424078.1 hypothetical protein D9Q98_009441 [Chlorella vulgaris]	PRW20997.1 hypothetical protein C2E21_8454 [Chlorella sorokiniana]
OG0006289	KAI3430906.1 hypothetical protein D9Q98_009315 [Chlorella vulgaris]	PRW21016.1 auxin efflux carrier family [Chlorella sorokiniana]
OG0006290	KAI3430972.1 hypothetical protein D9Q98_009376 [Chlorella vulgaris]	PRW21018.1 ribonuclease P complex subunit [Chlorella sorokiniana]
OG0006291	KAI3430738.1 hypothetical protein D9Q98_009151 [Chlorella vulgaris]	PRW60526.1 ANTAR domain [Chlorella sorokiniana], PRW21037.1 chaperone dnaJ-related-like [Chlorella sorokiniana]
OG0006292	KAI3430975.1 hypothetical protein D9Q98_009379 [Chlorella vulgaris]	PRW21043.1 ATP-dependent zinc metalloprotease FTSH mitochondrial [Chlorella sorokiniana]
OG0006293	KAI3426195.1 hypothetical protein D9Q98_008572 [Chlorella vulgaris]	PRW21075.1 ABC transporter permease [Chlorella sorokiniana], PRW45065.1 hypothetical protein C2E21_6427 [Chlorella sorokiniana]
OG0006294	KAI3423867.1 hypothetical protein D9Q98_009701 [Chlorella vulgaris]	PRW32543.1 squamosa promoter-binding 8 [Chlorella sorokiniana]
OG0006295	KAI3427305.1 hypothetical protein D9Q98_010222 [Chlorella vulgaris], KAI3427304.1 hypothetical protein D9Q98_010222 [Chlorella vulgaris]	PRW32577.1 hypothetical protein C2E21_8252 [Chlorella sorokiniana]
OG0006296	KAI3425322.1 hypothetical protein D9Q98_009086 [Chlorella vulgaris]	PRW32586.1 phosphomethylpyrimidine chloroplastic isoform X1 [Chlorella sorokiniana]
OG0006297	KAI3423813.1 hypothetical protein D9Q98_009649 [Chlorella vulgaris]	PRW32587.1 hypothetical protein C2E21_8192 [Chlorella sorokiniana]
OG0006298	KAI3423834.1 hypothetical protein D9Q98_009670 [Chlorella vulgaris]	PRW32607.1 squamosa promoter-binding 14 [Chlorella sorokiniana], PRW57999.1 hypothetical protein C2E21_3424 [Chlorella sorokiniana]
OG0006299	KAI3423940.1 hypothetical protein D9Q98_009774 [Chlorella vulgaris]	PRW32611.1 AAA+-type ATPase _ISS_ [Chlorella sorokiniana]
OG0006300	KAI3423908.1 hypothetical protein D9Q98_009742 [Chlorella vulgaris]	PRW32677.1 camp-dependent kinase regulatorysubunit [Chlorella sorokiniana]
OG0006302	KAI3430465.1 hypothetical protein D9Q98_005060 [Chlorella vulgaris]	PRW32884.1 Histone H2A [Chlorella sorokiniana]
OG0006304	KAI3430597.1 hypothetical protein D9Q98_005190 [Chlorella vulgaris]	PRW32962.1 endoribonuclease Dicer-like protein 3a-like isoform X3 [Chlorella sorokiniana]
OG0006305	KAI3430481.1 hypothetical protein D9Q98_005076 [Chlorella vulgaris]	PRW33061.1 28 kDa heat- and acid-stable phospho -like isoform X1 [Chlorella sorokiniana]
OG0006306	KAI3430414.1 hypothetical protein D9Q98_005009 [Chlorella vulgaris]	PRW33068.1 SAP domain-containing ribonucleo [Chlorella sorokiniana]
OG0006307	KAI3424163.1 hypothetical protein D9Q98_009522 [Chlorella vulgaris], KAI3424162.1 hypothetical protein D9Q98_009521 [Chlorella vulgaris]	PRW45353.1 hypothetical protein C2E21_6101 [Chlorella sorokiniana], PRW33101.1 hypothetical protein C2E21_7896 [Chlorella sorokiniana]
OG0006308	KAI3431631.1 hypothetical protein D9Q98_004679 [Chlorella vulgaris], KAI3431632.1 hypothetical protein D9Q98_004679 [Chlorella vulgaris]	PRW33112.1 MORN repeat [Chlorella sorokiniana]
OG0006309	KAI3431716.1 hypothetical protein D9Q98_004760 [Chlorella vulgaris]	PRW33114.1 putative serine threonine- phosphatase 2A regulatory subunit B subunit TON2 [Chlorella sorokiniana]
OG0006310	KAI3431653.1 hypothetical protein D9Q98_004700 [Chlorella vulgaris]	PRW33183.1 ubiquitin E3 ligase ICP0 [Chlorella sorokiniana]
OG0006311	KAI3431642.1 hypothetical protein D9Q98_004689 [Chlorella vulgaris], KAI3427220.1 hypothetical protein D9Q98_007155 [Chlorella vulgaris]	PRW33185.1 hypothetical protein C2E21_7736 [Chlorella sorokiniana], PRW33184.1 hypothetical protein C2E21_7736 [Chlorella sorokiniana]
OG0006312	KAI3425767.1 hypothetical protein D9Q98_007742 [Chlorella vulgaris]	PRW33251.1 calcium-dependent kinase 17-like [Chlorella sorokiniana]
OG0006314	KAI3431834.1 hypothetical protein D9Q98_010587 [Chlorella vulgaris], KAI3431835.1 hypothetical protein D9Q98_010587 [Chlorella vulgaris]	PRW33267.1 Bis_5 -nucleosyl_- symmetrical [Chlorella sorokiniana]
OG0006315	KAI3431727.1 hypothetical protein D9Q98_004769 [Chlorella vulgaris]	PRW33281.1 hypothetical protein C2E21_7813 [Chlorella sorokiniana]
OG0006316	KAI3431698.1 hypothetical protein D9Q98_004743 [Chlorella vulgaris], KAI3431697.1 hypothetical protein D9Q98_004742 [Chlorella vulgaris]	PRW33325.1 Mitogen-activated kinase kinase kinase 13-A [Chlorella sorokiniana]
OG0006317	KAI3425134.1 hypothetical protein D9Q98_008906 [Chlorella vulgaris]	PRW33505.1 hypothetical protein C2E21_7720 [Chlorella sorokiniana], PRW33506.1 hypothetical protein C2E21_7720 [Chlorella sorokiniana]
OG0006319	KAI3425360.1 hypothetical protein D9Q98_009124 [Chlorella vulgaris]	PRW33534.1 zinc permease family [Chlorella sorokiniana]
OG0006320	KAI3425232.1 hypothetical protein D9Q98_009000 [Chlorella vulgaris]	PRW33558.1 ABC transporter permease isoform A [Chlorella sorokiniana], PRW33557.1 ABC transporter permease isoform B [Chlorella sorokiniana]
OG0006321	KAI3425218.1 hypothetical protein D9Q98_008986 [Chlorella vulgaris]	PRW33567.1 plant Late Embryo Abundant _LEA_ related [Chlorella sorokiniana]
OG0006322	KAI3425133.1 hypothetical protein D9Q98_008905 [Chlorella vulgaris]	PRW33611.1 hypothetical protein C2E21_7719 [Chlorella sorokiniana]
OG0006323	KAI3425842.1 hypothetical protein D9Q98_007816 [Chlorella vulgaris]	PRW33636.1 glucan endo-1_3-beta-D-glucosidase [Chlorella sorokiniana], PRW55989.1 glucan endo-1_3-beta-D-glucosidase [Chlorella sorokiniana]
OG0006324	KAI3425162.1 hypothetical protein D9Q98_008933 [Chlorella vulgaris]	PRW33645.1 Extracellular serine ase [Chlorella sorokiniana]
OG0006326	KAI3425343.1 hypothetical protein D9Q98_009107 [Chlorella vulgaris]	PRW33719.1 tRNA pseudouridine synthase A [Chlorella sorokiniana]
OG0006327	KAI3430696.1 hypothetical protein D9Q98_005285 [Chlorella vulgaris]	PRW33727.1 _RAP Annotation release2_ Galactose-binding like domain containing [Chlorella sorokiniana]
OG0006328	KAI3425985.1 hypothetical protein D9Q98_007953 [Chlorella vulgaris]	PRW33760.1 alpha-acetolactate decarboxylase [Chlorella sorokiniana]
OG0006329	KAI3435031.1 hypothetical protein D9Q98_003083 [Chlorella vulgaris]	PRW33780.1 nuclear pore complex NUP85 [Chlorella sorokiniana]
