Orthogroup	Chlorella_KRBP	Coccomyxa_SubellipsoideaC169
OG0002090	QAXK01000004.1_10133-7859	EIE22443.1 20S proteasome alpha subunit G [Coccomyxa subellipsoidea C-169]
OG0002092	QAXK01001415.1_8205-13561	EIE23778.1 FtsJ-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0002095	QAXK01000224.1_15148-12485	EIE25029.1 proteasome subunit alpha [Coccomyxa subellipsoidea C-169]
OG0002103	QAXK01000770.1_6581-10685	EIE24888.1 acyl-CoA dehydrogenase NM domain-like protein [Coccomyxa subellipsoidea C-169]
OG0002105	QAXK01018040.1_3609-5929	EIE23138.1 ribosomal protein L5 [Coccomyxa subellipsoidea C-169]
OG0002110	QAXK01007447.1_7916-1145	EIE26133.1 DNA repair helicase rad25 [Coccomyxa subellipsoidea C-169]
OG0002111	QAXK01013514.1_9351-7632	EIE26300.1 hypothetical protein COCSUDRAFT_52293 [Coccomyxa subellipsoidea C-169], EIE26312.1 TRAUB-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0002112	QAXK01015359.1_10390-8068	EIE25512.1 ribosomal protein L27 component of cytosolic 80S ribosome and 60S large subunit [Coccomyxa subellipsoidea C-169]
OG0002120	QAXK01005023.1_11393-17094	EIE21637.1 hypothetical protein COCSUDRAFT_30131 [Coccomyxa subellipsoidea C-169]
OG0002122	QAXK01010373.1_8651-6830	EIE21500.1 ERD2 protein [Coccomyxa subellipsoidea C-169]
OG0002123	QAXK01000700.1_5491-3572	EIE21616.1 hydroxyacylglutathione hydrolase [Coccomyxa subellipsoidea C-169]
OG0002124	QAXK01004007.1_8647-10727	EIE25013.1 GTP-binding protein Obg/CgtA [Coccomyxa subellipsoidea C-169]
OG0002127	QAXK01001495.1_27698-29888	EIE27430.1 vacuolar H+ ATPase V1 sector_ subunit C [Coccomyxa subellipsoidea C-169]
OG0002128	QAXK01002518.1_56-2855	EIE24677.1 P-loop containing nucleoside triphosphate hydrolase protein [Coccomyxa subellipsoidea C-169]
OG0002131	QAXK01001894.1_15083-15978	EIE20752.1 RNA-binding domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0002132	QAXK01009974.1_15390-17483	EIE19946.1 mitochondrial carrier_ partial [Coccomyxa subellipsoidea C-169], EIE23609.1 mitochondrial carrier [Coccomyxa subellipsoidea C-169]
OG0002134	QAXK01000252.1_16687-14824	EIE24341.1 hypothetical protein COCSUDRAFT_14707 [Coccomyxa subellipsoidea C-169]
OG0002138	QAXK01015692.1_7967-6370	EIE23968.1 EF-hand [Coccomyxa subellipsoidea C-169]
OG0002139	QAXK01003183.1_18810-17365	EIE25331.1 60S ribosomal protein L10a [Coccomyxa subellipsoidea C-169]
OG0002141	QAXK01004474.1_7154-5648	EIE23255.1 ribosomal protein L6 component of cytosolic 80S ribosome and 60S large subunit [Coccomyxa subellipsoidea C-169]
OG0002142	QAXK01011512.1_2962-4685	EIE25173.1 Qc-snare protein_ Syn8/Syntaxin8-family [Coccomyxa subellipsoidea C-169]
OG0002144	QAXK01000452.1_14665-16837	EIE24063.1 hypothetical protein COCSUDRAFT_28593 [Coccomyxa subellipsoidea C-169]
OG0002145	QAXK01000208.1_15729-14120	EIE20718.1 hypothetical protein COCSUDRAFT_37603 [Coccomyxa subellipsoidea C-169]
OG0002146	QAXK01014393.1_10002-7696	EIE21163.1 NAD_P_-binding protein_ partial [Coccomyxa subellipsoidea C-169]
OG0002147	QAXK01000383.1_6224-8512	EIE26729.1 ribosomal protein L13 [Coccomyxa subellipsoidea C-169]
OG0002149	QAXK01007800.1_664-2473	EIE20471.1 hypothetical protein COCSUDRAFT_48524 [Coccomyxa subellipsoidea C-169]
OG0002153	QAXK01004231.1_9560-10863	EIE23969.1 subunit of the ESCRT-III complex [Coccomyxa subellipsoidea C-169]
OG0002154	QAXK01001673.1_7134-5531	EIE25307.1 hypothetical protein COCSUDRAFT_13851 [Coccomyxa subellipsoidea C-169]
OG0002158	QAXK01000427.1_69010-61523	EIE26617.1 hypothetical protein COCSUDRAFT_27128 [Coccomyxa subellipsoidea C-169]
OG0002159	QAXK01001947.1_6933-16171	EIE21633.1 phosphatidylinositol 3-kinase [Coccomyxa subellipsoidea C-169]
OG0002161	QAXK01000667.1_5631-9231	EIE20262.1 anthranilate synthase component [Coccomyxa subellipsoidea C-169]
OG0002162	QAXK01001956.1_6721-5102	EIE19209.1 60S ribosomal protein L5 [Coccomyxa subellipsoidea C-169]
OG0002163	QAXK01000249.1_23024-26432	EIE19617.1 Dor1-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0002165	QAXK01004616.1_9420-16745	EIE23625.1 glycoside hydrolase [Coccomyxa subellipsoidea C-169]
OG0002167	QAXK01011260.1_4573-3532	EIE23744.1 transcription initiation factor IIA_ gamma subunit [Coccomyxa subellipsoidea C-169]
OG0002169	QAXK01012387.1_1585-757	EIE20453.1 hypothetical protein COCSUDRAFT_30620 [Coccomyxa subellipsoidea C-169]
OG0002171	QAXK01000446.1_58269-64323	EIE20839.1 carbamoyl-phosphate synthase [Coccomyxa subellipsoidea C-169]
OG0002172	QAXK01012305.1_2510-4620	EIE27280.1 ribosomal protein L32e [Coccomyxa subellipsoidea C-169]
OG0002173	QAXK01000596.1_14630-16935	EIE27234.1 AAA-ATPase of VPS4/SKD1 family [Coccomyxa subellipsoidea C-169]
OG0002175	QAXK01001681.1_26607-28630	EIE20837.1 Diphthine synthase [Coccomyxa subellipsoidea C-169]
OG0002176	QAXK01006378.1_6447-7421	EIE25467.1 protoheme IX farnesyltransferase [Coccomyxa subellipsoidea C-169]
OG0002177	QAXK01001458.1_24314-19030	EIE27283.1 ARM repeat-containing protein [Coccomyxa subellipsoidea C-169]
OG0002179	QAXK01000816.1_3651-1777	EIE27254.1 breast carcinoma amplified sequence 2 [Coccomyxa subellipsoidea C-169]
OG0002180	QAXK01013408.1_2179-3352	EIE20891.1 TRAPP I complex [Coccomyxa subellipsoidea C-169]
OG0002181	QAXK01001085.1_14460-16185	EIE19834.1 DUF28-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0002182	QAXK01011403.1_8648-10184	EIE26367.1 DUF846-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0002185	QAXK01004305.1_1287-2625	EIE20014.1 plastid ribosomal protein L4 large ribosomal subunit [Coccomyxa subellipsoidea C-169]
OG0002187	QAXK01008561.1_1927-3583	EIE20557.1 ARF/SAR superfamily [Coccomyxa subellipsoidea C-169]
OG0002194	QAXK01000283.1_35828-37170	EIE27243.1 tubulin folding cofactor B [Coccomyxa subellipsoidea C-169]
OG0002195	QAXK01004230.1_16730-15188	EIE19272.1 succinyl-CoA ligase alpha chain [Coccomyxa subellipsoidea C-169]
OG0002201	QAXK01010560.1_4646-7806	EIE25085.1 WD40 repeat-like protein [Coccomyxa subellipsoidea C-169]
OG0002202	QAXK01015485.1_1487-4220	EIE26167.1 vacuolar protein sorting-associated protein 26 [Coccomyxa subellipsoidea C-169]
OG0002203	QAXK01002836.1_26336-33102	EIE25384.1 cation-transporting ATPase [Coccomyxa subellipsoidea C-169]
OG0002205	QAXK01006533.1_2359-4576	EIE25430.1 CCR4-associated factor [Coccomyxa subellipsoidea C-169]
OG0002206	QAXK01001756.1_16985-18889	EIE20178.1 ATP-binding cassette transporter [Coccomyxa subellipsoidea C-169]
OG0002211	QAXK01002337.1_17192-14208	EIE21068.1 hypothetical protein COCSUDRAFT_54108 [Coccomyxa subellipsoidea C-169]
OG0002212	QAXK01004985.1_1921-3702	EIE25351.1 lipoate protein ligase-like protein [Coccomyxa subellipsoidea C-169]
OG0002214	QAXK01004099.1_10602-7616	EIE19782.1 Bystin-domain-containing protein [Coccomyxa subellipsoidea C-169], EIE19779.1 51.6 kd-like protein [Coccomyxa subellipsoidea C-169]
OG0002216	QAXK01008333.1_5211-755	EIE24890.1 hypothetical protein COCSUDRAFT_41160 [Coccomyxa subellipsoidea C-169]
OG0002218	QAXK01008568.1_4370-1172	EIE24630.1 DEAD-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0002219	QAXK01000926.1_8546-11734	EIE22735.1 LL-diaminopimelate aminotransferase [Coccomyxa subellipsoidea C-169]
OG0002221	QAXK01000669.1_13732-11344	EIE24799.1 WD40 repeat-like protein [Coccomyxa subellipsoidea C-169]
OG0002223	QAXK01002445.1_7314-8396	EIE25338.1 HSP20-like chaperone [Coccomyxa subellipsoidea C-169]
OG0002227	QAXK01002658.1_19503-16448	EIE26868.1 Amidophosphoribosyl transferase [Coccomyxa subellipsoidea C-169]
OG0002228	QAXK01005657.1_4133-2964	EIE18724.1 Fcf1-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0002229	QAXK01012523.1_554-5993	EIE18725.1 hypothetical protein COCSUDRAFT_20380 [Coccomyxa subellipsoidea C-169], EIE18728.1 hypothetical protein COCSUDRAFT_60035 [Coccomyxa subellipsoidea C-169]
OG0002231	QAXK01000465.1_13752-12830	EIE21225.1 thioredoxin-like protein [Coccomyxa subellipsoidea C-169]
OG0002232	QAXK01003345.1_4291-6594	EIE23267.1 Metallophos-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0002233	QAXK01000437.1_11961-16259	EIE22423.1 UDP-sugar pyrophosphorylase 1 [Coccomyxa subellipsoidea C-169]
OG0002235	QAXK01001803.1_9702-7639	EIE26909.1 Brix-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0002238	QAXK01001182.1_10605-8247	EIE24086.1 PCI-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0002241	QAXK01018825.1_5368-4150	EIE20016.1 hypothetical protein COCSUDRAFT_54518 [Coccomyxa subellipsoidea C-169]
OG0002243	QAXK01000459.1_16579-20716	EIE20913.1 CTP synthase [Coccomyxa subellipsoidea C-169]
OG0002250	QAXK01009768.1_6744-3068	EIE22731.1 hypothetical protein COCSUDRAFT_66367 [Coccomyxa subellipsoidea C-169]
OG0002257	QAXK01003840.1_2463-275	EIE18987.1 putative RNA 3'-terminal phosphate cyclase [Coccomyxa subellipsoidea C-169]
OG0002262	QAXK01009985.1_8201-11435	EIE18561.1 RNI-like protein [Coccomyxa subellipsoidea C-169]
OG0002280	QAXK01000180.1_9982-8131	EIE26718.1 UDP galactose transporter [Coccomyxa subellipsoidea C-169]
OG0002282	QAXK01000502.1_36980-37941	EIE25621.1 hypothetical protein COCSUDRAFT_83628_ partial [Coccomyxa subellipsoidea C-169], EIE21604.1 thylakoid lumenal protein [Coccomyxa subellipsoidea C-169]
OG0002289	QAXK01009887.1_2599-389	EIE27590.1 PLP-dependent transferase [Coccomyxa subellipsoidea C-169], EIE22204.1 PLP-dependent transferase [Coccomyxa subellipsoidea C-169]
OG0002367	QAXK01000828.1_1794-5888	EIE27370.1 hypothetical protein COCSUDRAFT_11398 [Coccomyxa subellipsoidea C-169]
OG0002368	QAXK01012125.1_2420-651	EIE18688.1 hypothetical protein COCSUDRAFT_49169 [Coccomyxa subellipsoidea C-169]
OG0002374	QAXK01003443.1_1888-4145	EIE20534.1 hypothetical protein COCSUDRAFT_54347 [Coccomyxa subellipsoidea C-169]
OG0002375	QAXK01000611.1_344-2643	EIE27364.1 ubiquinone/menaquinone biosynthesis methyltransferase_ partial [Coccomyxa subellipsoidea C-169]
OG0002377	QAXK01000070.1_5006-2926	EIE25733.1 glycerol-3-phosphate 1-acyltransferase_ partial [Coccomyxa subellipsoidea C-169]
OG0002391	QAXK01001032.1_529-3021	EIE18778.1 metal-dependent protein hydrolase [Coccomyxa subellipsoidea C-169]
OG0002392	QAXK01004092.1_39419-40407	EIE23550.1 zeta-cop_ subunit of COP-I complex [Coccomyxa subellipsoidea C-169]
OG0002393	QAXK01004425.1_5700-7015	EIE19590.1 4A/4B type thioredoxin-like protein [Coccomyxa subellipsoidea C-169]
OG0002398	QAXK01007630.1_3354-1779	EIE23593.1 photosystem II biogenesis protein Psp29 [Coccomyxa subellipsoidea C-169]
OG0002400	QAXK01009758.1_1852-165	EIE23592.1 hypothetical protein COCSUDRAFT_66002 [Coccomyxa subellipsoidea C-169]
OG0002402	QAXK01006527.1_8708-6017	EIE25418.1 DEAD-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0002404	QAXK01000840.1_31502-30180	EIE18798.1 20S proteasome beta subunit_ type 4 [Coccomyxa subellipsoidea C-169]
OG0002407	QAXK01002424.1_5771-2597	EIE19780.1 DUF254-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0002409	QAXK01003096.1_14696-17609	EIE26497.1 hypothetical protein COCSUDRAFT_46111 [Coccomyxa subellipsoidea C-169]
OG0002410	QAXK01000328.1_7305-8962	EIE26627.1 acetylglutamate kinase_ partial [Coccomyxa subellipsoidea C-169]
OG0002415	QAXK01018530.1_1173-3834	EIE25991.1 Pantoate--beta-alanine ligase [Coccomyxa subellipsoidea C-169]
OG0002417	QAXK01014946.1_5937-4091	EIE24059.1 mitochondrial substrate carrier protein [Coccomyxa subellipsoidea C-169]
OG0002421	QAXK01000019.1_127-3831	EIE22151.1 DNA polymerase delta subunit one [Coccomyxa subellipsoidea C-169]
OG0002424	QAXK01004230.1_13015-11861	EIE24817.1 4'-phosphopantetheinyl transferase [Coccomyxa subellipsoidea C-169]
OG0002429	QAXK01018188.1_2713-2029	EIE27519.1 Sm-like ribonucleo protein [Coccomyxa subellipsoidea C-169]
OG0002433	QAXK01010016.1_2591-4898	EIE21162.1 mitochondrial carrier_ partial [Coccomyxa subellipsoidea C-169]
OG0002435	QAXK01006642.1_4903-8475	EIE20359.1 P-loop containing nucleoside triphosphate hydrolase protein_ partial [Coccomyxa subellipsoidea C-169]
OG0002439	QAXK01006012.1_4611-6378	EIE20395.1 N2227-like protein [Coccomyxa subellipsoidea C-169]
OG0002441	QAXK01000523.1_8909-7053	EIE20476.1 hypothetical protein COCSUDRAFT_37771 [Coccomyxa subellipsoidea C-169]
OG0002447	QAXK01011649.1_6227-2645	EIE20619.1 TPR-like protein_ partial [Coccomyxa subellipsoidea C-169]
OG0002451	QAXK01000979.1_11011-9108	EIE22209.1 HIRA-interacting protein 5 [Coccomyxa subellipsoidea C-169]
OG0002454	QAXK01017228.1_872-211	EIE21569.1 POZ domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0002461	QAXK01008372.1_4504-1777	EIE19454.1 hypothetical protein COCSUDRAFT_38277 [Coccomyxa subellipsoidea C-169]
OG0002470	QAXK01004760.1_349-2010	EIE23234.1 hypothetical protein COCSUDRAFT_63590 [Coccomyxa subellipsoidea C-169]
OG0002473	QAXK01005580.1_145-5612	EIE20779.1 RRN3-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0002481	QAXK01019295.1_5920-5732	EIE20696.1 ribosomal protein L38 component of cytosolic 80S ribosome and 60S large subunit_ partial [Coccomyxa subellipsoidea C-169]
OG0002489	QAXK01011332.1_7730-6306	EIE27833.1 hypothetical protein COCSUDRAFT_83453_ partial [Coccomyxa subellipsoidea C-169]
OG0002490	QAXK01005493.1_5709-8739	EIE23613.1 WD40 repeat-like protein [Coccomyxa subellipsoidea C-169]
OG0002491	QAXK01001982.1_13111-9273	EIE26785.1 clathrin adaptor_ mu subunit [Coccomyxa subellipsoidea C-169]
OG0002493	QAXK01003356.1_3976-6343	EIE24601.1 ubiquinone biosynthesis protein [Coccomyxa subellipsoidea C-169]
OG0002501	QAXK01015333.1_8887-6386	EIE26983.1 hypothetical protein COCSUDRAFT_64747 [Coccomyxa subellipsoidea C-169]
OG0002502	QAXK01004701.1_7826-2022	EIE27694.1 N-terminal acetyltransferase A_ auxiliary subunit [Coccomyxa subellipsoidea C-169]
OG0002509	QAXK01002072.1_7784-4601	EIE26293.1 hypothetical protein COCSUDRAFT_46027 [Coccomyxa subellipsoidea C-169]
OG0002520	QAXK01004095.1_2354-706	EIE27124.1 ankyrin [Coccomyxa subellipsoidea C-169]
OG0002524	QAXK01000577.1_7847-8807	EIE18299.1 ribosomal protein rpl36a [Coccomyxa subellipsoidea C-169]
OG0002525	QAXK01004000.1_12088-10081	EIE25280.1 dimethyladenosine transferase [Coccomyxa subellipsoidea C-169]
OG0002540	QAXK01000802.1_2542-6601	EIE23290.1 HI0933-like protein [Coccomyxa subellipsoidea C-169]
OG0002550	QAXK01001082.1_16962-21149	EIE26647.1 P-loop containing nucleoside triphosphate hydrolase protein [Coccomyxa subellipsoidea C-169]
OG0002551	QAXK01000484.1_4718-2307	EIE25393.1 cyclophilin-like protein [Coccomyxa subellipsoidea C-169]
OG0002552	QAXK01001169.1_7647-4609	EIE26943.1 Clavaminate synthase-like protein [Coccomyxa subellipsoidea C-169]
OG0002561	QAXK01000325.1_52702-51360	EIE26637.1 hypothetical protein COCSUDRAFT_12486 [Coccomyxa subellipsoidea C-169]
OG0002563	QAXK01010777.1_196-929	EIE26681.1 hypothetical protein COCSUDRAFT_12361_ partial [Coccomyxa subellipsoidea C-169]
OG0002569	QAXK01008095.1_6073-1465	EIE25284.1 GTP binding protein [Coccomyxa subellipsoidea C-169]
OG0002570	QAXK01004879.1_5868-4307	EIE21391.1 hypothetical protein COCSUDRAFT_48090 [Coccomyxa subellipsoidea C-169]
OG0002572	QAXK01003017.1_10269-9177	EIE23487.1 hypothetical protein COCSUDRAFT_63025 [Coccomyxa subellipsoidea C-169]
OG0002575	QAXK01018811.1_5082-3547	EIE24150.1 ribosomal protein L27a component of cytosolic 80S ribosome and 60S large subunit [Coccomyxa subellipsoidea C-169]
OG0002578	QAXK01006849.1_22455-23625	EIE21905.1 YVTN repeat-like/Quino protein amine dehydrogenase [Coccomyxa subellipsoidea C-169]
OG0002581	QAXK01000799.1_52275-51787	EIE23183.1 hypothetical protein COCSUDRAFT_9785_ partial [Coccomyxa subellipsoidea C-169]
OG0002587	QAXK01003879.1_1866-205	EIE26320.1 PDT-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0002588	QAXK01006532.1_11118-4758	EIE18293.1 hypothetical protein COCSUDRAFT_26420 [Coccomyxa subellipsoidea C-169]
OG0002596	QAXK01013827.1_4630-1867	EIE25584.1 malate dehydrogenase [Coccomyxa subellipsoidea C-169], EIE21848.1 NAD-dependent malate dehydrogenase [Coccomyxa subellipsoidea C-169]
OG0002601	QAXK01013188.1_5354-2685	EIE24111.1 myo-inositol monophosphatase 2 [Coccomyxa subellipsoidea C-169]
OG0002604	QAXK01003755.1_5170-9460	EIE25744.1 Dak1-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0002608	QAXK01001306.1_3606-5501	EIE22284.1 cysteine proteinase [Coccomyxa subellipsoidea C-169]
OG0002610	QAXK01006881.1_2636-4947	EIE24800.1 hypothetical protein COCSUDRAFT_28369 [Coccomyxa subellipsoidea C-169]
OG0002611	QAXK01008206.1_13328-14330	EIE18975.1 putative acyltransfersase_ partial [Coccomyxa subellipsoidea C-169]
OG0002613	QAXK01001336.1_4314-5769	EIE23225.1 hypothetical protein COCSUDRAFT_63581 [Coccomyxa subellipsoidea C-169]
OG0002615	QAXK01018285.1_3833-2399	EIE20886.1 class II aaRS and biotin synthetase [Coccomyxa subellipsoidea C-169]
OG0002620	QAXK01005400.1_31209-29659	EIE24221.1 Pkinase-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0002627	QAXK01000679.1_20862-23970	EIE22361.1 aspartate carbamoyltransferase [Coccomyxa subellipsoidea C-169]
OG0002632	QAXK01000208.1_858-3327	EIE22253.1 ketopantoate hydroxymethyltransferase [Coccomyxa subellipsoidea C-169]
OG0002633	QAXK01015735.1_789-3208	EIE24639.1 P-loop containing nucleoside triphosphate hydrolase protein [Coccomyxa subellipsoidea C-169]
OG0002634	QAXK01005319.1_15043-16886	EIE23495.1 bacterial methyltransferase_ partial [Coccomyxa subellipsoidea C-169]
OG0002641	QAXK01001768.1_11195-11945	EIE26018.1 hypothetical protein COCSUDRAFT_46459 [Coccomyxa subellipsoidea C-169]
OG0002642	QAXK01002348.1_6292-8730	EIE24261.1 NAD_P_-binding protein_ partial [Coccomyxa subellipsoidea C-169]
OG0002654	QAXK01008540.1_14282-12509	EIE22297.1 TPT-domain-containing protein_ partial [Coccomyxa subellipsoidea C-169]
OG0002656	QAXK01008693.1_1704-2778	EIE25986.1 ribosomal protein L22 component of cytosolic 80S ribosome and 60S large subunit [Coccomyxa subellipsoidea C-169]
OG0002657	QAXK01001396.1_8898-9977	EIE22318.1 hypothetical protein COCSUDRAFT_6316_ partial [Coccomyxa subellipsoidea C-169]
OG0002663	QAXK01005614.1_2666-5868	EIE24581.1 L30e-like protein [Coccomyxa subellipsoidea C-169]
OG0002665	QAXK01013120.1_9967-12816	EIE24618.1 DNA glycosylase/AP lyase [Coccomyxa subellipsoidea C-169]
OG0002670	QAXK01006673.1_15764-13631	EIE19158.1 WD40 repeat-like protein [Coccomyxa subellipsoidea C-169]
OG0002674	QAXK01009777.1_8817-6577	EIE21357.1 alpha/beta-hydrolase [Coccomyxa subellipsoidea C-169]
OG0002680	QAXK01002348.1_28743-27471	EIE21720.1 hypothetical protein COCSUDRAFT_83509 [Coccomyxa subellipsoidea C-169]
OG0002684	QAXK01009099.1_14211-12777	EIE18513.1 hypothetical protein COCSUDRAFT_9312_ partial [Coccomyxa subellipsoidea C-169]
OG0002690	QAXK01002281.1_18158-20087	EIE20599.1 Brix-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0002691	QAXK01017025.1_286-4417	EIE22291.1 purine 5'-nucleotidase [Coccomyxa subellipsoidea C-169]
OG0002692	QAXK01018733.1_2749-2003	EIE18320.1 Plastocyanin_ chloroplastic [Coccomyxa subellipsoidea C-169]
OG0002693	QAXK01001086.1_9229-7556	EIE22572.1 PTPA-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0002695	QAXK01007477.1_3698-5226	EIE24697.1 WD40 repeat-like protein [Coccomyxa subellipsoidea C-169]
OG0002710	QAXK01005359.1_3667-6796	EIE23195.1 ARM repeat-containing protein [Coccomyxa subellipsoidea C-169]
OG0002711	QAXK01000142.1_2803-4675	EIE20643.1 cytidine deaminase-like protein [Coccomyxa subellipsoidea C-169]
OG0002714	QAXK01008206.1_4068-2028	EIE24605.1 hypothetical protein COCSUDRAFT_22902 [Coccomyxa subellipsoidea C-169]
OG0002716	QAXK01002299.1_25676-26628	EIE25941.1 hypothetical protein COCSUDRAFT_12599 [Coccomyxa subellipsoidea C-169]
OG0002723	QAXK01001735.1_19259-17991	EIE23799.1 DNA/RNA polymerase [Coccomyxa subellipsoidea C-169]
OG0002725	QAXK01014870.1_4125-17	EIE25583.1 P-loop containing nucleoside triphosphate hydrolase protein [Coccomyxa subellipsoidea C-169]
OG0002728	QAXK01001551.1_13518-17077	EIE23767.1 DNA topoisomerase I [Coccomyxa subellipsoidea C-169]
OG0002729	QAXK01006977.1_27647-33279	EIE20951.1 glycoside-hydrolase-like protein [Coccomyxa subellipsoidea C-169]
OG0002737	QAXK01003565.1_11016-9575	EIE20230.1 phosphoribosylformimino-5-aminoimidazole carboxamide ribonucleotide isomerase [Coccomyxa subellipsoidea C-169]
OG0002740	QAXK01008073.1_769-1809	EIE24392.1 acyl-CoA N-acyltransferase [Coccomyxa subellipsoidea C-169]
OG0002747	QAXK01003905.1_20331-25213	EIE24238.1 DEAD-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0002748	QAXK01006264.1_6024-5189	EIE18206.1 CDP-diacylglycerol--inositol 3-phosphatidyltransferase [Coccomyxa subellipsoidea C-169]
OG0002758	QAXK01000240.1_34950-34312	EIE25146.1 hypothetical protein COCSUDRAFT_52776 [Coccomyxa subellipsoidea C-169]
OG0002759	QAXK01007099.1_3453-8857	EIE21145.1 cysteine proteinase [Coccomyxa subellipsoidea C-169]
OG0002761	QAXK01001947.1_20720-25947	EIE21646.1 monophosphate synthase [Coccomyxa subellipsoidea C-169]
OG0002768	QAXK01003475.1_1733-1302	EIE26179.1 hypothetical protein COCSUDRAFT_8646_ partial [Coccomyxa subellipsoidea C-169]
OG0002771	QAXK01011921.1_1066-3701	EIE24972.1 hypothetical protein COCSUDRAFT_83665 [Coccomyxa subellipsoidea C-169]
OG0002772	QAXK01003475.1_2682-4175	EIE21674.1 DUF602-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0002773	QAXK01017743.1_4283-978	EIE25828.1 chlorophyll synthase [Coccomyxa subellipsoidea C-169]
OG0002778	QAXK01002678.1_2058-278	EIE23805.1 PRP38-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0002781	QAXK01008309.1_4393-845	EIE26657.1 nucleotide-diphospho-sugar transferase [Coccomyxa subellipsoidea C-169]
OG0002791	QAXK01006910.1_4587-4039	EIE25100.1 hypothetical protein COCSUDRAFT_9560_ partial [Coccomyxa subellipsoidea C-169]
OG0002793	QAXK01003026.1_6033-13877	EIE19305.1 hypothetical protein COCSUDRAFT_31183 [Coccomyxa subellipsoidea C-169]
OG0002810	QAXK01009911.1_30762-28414	EIE26751.1 hypothetical protein COCSUDRAFT_32261_ partial [Coccomyxa subellipsoidea C-169]
OG0002812	QAXK01008556.1_5708-3352	EIE27437.1 hypothetical protein COCSUDRAFT_26736 [Coccomyxa subellipsoidea C-169]
OG0002818	QAXK01001221.1_1240-326	EIE27025.1 hypothetical protein COCSUDRAFT_83584 [Coccomyxa subellipsoidea C-169]
OG0002819	QAXK01001402.1_3021-777	EIE26754.1 tocopherol cyclase [Coccomyxa subellipsoidea C-169]
OG0002820	QAXK01007101.1_2486-3500	EIE20224.1 ubiquinone biosynthesis O-methyltransferase [Coccomyxa subellipsoidea C-169]
OG0002821	QAXK01001240.1_4320-118	EIE22622.1 Adaptor protein complex AP-1 gamma subunit [Coccomyxa subellipsoidea C-169]
OG0002827	QAXK01001575.1_9213-11802	EIE27356.1 MGC81798 protein-like protein [Coccomyxa subellipsoidea C-169]
OG0002829	QAXK01008464.1_4921-314	EIE27392.1 hypothetical protein COCSUDRAFT_34803 [Coccomyxa subellipsoidea C-169]
OG0002831	QAXK01009471.1_2975-111	EIE21978.1 eukaryotic initiation factor [Coccomyxa subellipsoidea C-169]
OG0002842	QAXK01002063.1_17610-18209	EIE25144.1 ribosomal protein L36 component of cytosolic 80S ribosome and 60S large subunit [Coccomyxa subellipsoidea C-169]
OG0002848	QAXK01011190.1_3792-5177	EIE27107.1 ribosomal protein L1 [Coccomyxa subellipsoidea C-169]
OG0002852	QAXK01002795.1_1894-3499	EIE22097.1 hypothetical protein COCSUDRAFT_83488_ partial [Coccomyxa subellipsoidea C-169]
OG0002853	QAXK01006222.1_6005-7514	EIE25358.1 hypothetical protein COCSUDRAFT_6454_ partial [Coccomyxa subellipsoidea C-169]
OG0002854	QAXK01000274.1_4441-2040	EIE25111.1 DUF6-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0002861	QAXK01000336.1_29701-28621	EIE18809.1 glycerol-3-phosphate O-acyltransferase [Coccomyxa subellipsoidea C-169]
OG0002871	QAXK01001665.1_2326-3883	EIE22825.1 TPR protein [Coccomyxa subellipsoidea C-169]
OG0002877	QAXK01001383.1_16600-17459	EIE18986.1 glutaredoxin [Coccomyxa subellipsoidea C-169]
OG0002889	QAXK01014533.1_1995-3733	EIE20681.1 hypothetical protein COCSUDRAFT_67180 [Coccomyxa subellipsoidea C-169]
OG0002890	QAXK01012468.1_6191-5064	EIE25631.1 hypothetical protein COCSUDRAFT_83638_ partial [Coccomyxa subellipsoidea C-169]
OG0002892	QAXK01004675.1_1944-4753	EIE26464.1 phosphoribulokinase [Coccomyxa subellipsoidea C-169]
OG0002895	QAXK01006273.1_11056-8644	EIE22401.1 tRNA pseudouridine synthase_ partial [Coccomyxa subellipsoidea C-169]
OG0002898	QAXK01013787.1_6935-10103	EIE26745.1 NAD_P_-binding protein [Coccomyxa subellipsoidea C-169]
