Orthogroup	Micractinium_SAG24180	Auxenochlorella_protothecoides
OG0003779	PSC76671.1 ubiquitin-conjugating enzyme E2 22-like [Micractinium conductrix]	RMZ55353.1 hypothetical protein APUTEX25_002211_ partial [Auxenochlorella protothecoides]
OG0003780	PSC76224.1 BI1 isoform A [Micractinium conductrix], PSC76223.1 BI1 isoform B [Micractinium conductrix]	RMZ55355.1 hypothetical protein APUTEX25_002213 [Auxenochlorella protothecoides]
OG0003781	PSC77060.1 suppression of tumorigenicity 5 -like [Micractinium conductrix]	RMZ55363.1 hypothetical protein APUTEX25_002221 [Auxenochlorella protothecoides]
OG0003782	PSC72505.1 Ran-binding 10 [Micractinium conductrix]	RMZ55386.1 hypothetical protein APUTEX25_003510 [Auxenochlorella protothecoides]
OG0003784	PSC74367.1 50S ribosomal L24 [Micractinium conductrix]	RMZ55422.1 hypothetical protein APUTEX25_003546 [Auxenochlorella protothecoides]
OG0003785	PSC71386.1 hypothetical protein C2E20_5254 [Micractinium conductrix]	RMZ55432.1 hypothetical protein APUTEX25_003556_ partial [Auxenochlorella protothecoides]
OG0003786	PSC71432.1 microtubule-associated Asp [Micractinium conductrix]	RMZ55441.1 hypothetical protein APUTEX25_003565 [Auxenochlorella protothecoides]
OG0003787	PSC72564.1 thiol-disulfide oxidoreductase LTO1 [Micractinium conductrix]	RMZ55444.1 hypothetical protein APUTEX25_003568 [Auxenochlorella protothecoides]
OG0003788	PSC74356.1 putative aarF domain-containing kinase chloroplastic [Micractinium conductrix]	RMZ55453.1 hypothetical protein APUTEX25_003577 [Auxenochlorella protothecoides]
OG0003789	PSC76401.1 Proteasome assembly chaperone 2 [Micractinium conductrix]	RMZ55470.1 hypothetical protein APUTEX25_000053 [Auxenochlorella protothecoides]
OG0003790	PSC75370.1 GPI-anchor transamidase isoform B [Micractinium conductrix], PSC75371.1 GPI-anchor transamidase isoform A [Micractinium conductrix]	RMZ55481.1 hypothetical protein APUTEX25_000064 [Auxenochlorella protothecoides]
OG0003791	PSC74316.1 exosome complex component rrp40 [Micractinium conductrix]	RMZ55500.1 hypothetical protein APUTEX25_000083_ partial [Auxenochlorella protothecoides]
OG0003792	PSC73841.1 pyruvate dehydrogenase kinase [Micractinium conductrix]	RMZ55502.1 hypothetical protein APUTEX25_000085_ partial [Auxenochlorella protothecoides]
OG0003793	PSC70104.1 P-loop NTPase domain-containing LPA1-like protein 1-like [Micractinium conductrix]	RMZ55513.1 hypothetical protein APUTEX25_000096 [Auxenochlorella protothecoides]
OG0003794	PSC67944.1 phosphoserine aminotransferase [Micractinium conductrix]	RMZ55517.1 hypothetical protein APUTEX25_000100_ partial [Auxenochlorella protothecoides]
OG0003795	PSC69323.1 hypothetical protein C2E20_7169 [Micractinium conductrix]	RMZ55521.1 hypothetical protein APUTEX25_000104 [Auxenochlorella protothecoides]
OG0003796	PSC68699.1 tRNA nucleotidyltransferase poly_A_ polymerase [Micractinium conductrix]	RMZ55524.1 hypothetical protein APUTEX25_000107_ partial [Auxenochlorella protothecoides]
OG0003797	PSC76958.1 rab9 effector with kelch motifs [Micractinium conductrix]	RMZ55525.1 hypothetical protein APUTEX25_000108 [Auxenochlorella protothecoides]
OG0003798	PSC76038.1 TP53-regulating kinase isoform A [Micractinium conductrix], PSC76037.1 TP53-regulating kinase isoform B [Micractinium conductrix]	RMZ55530.1 hypothetical protein APUTEX25_000113 [Auxenochlorella protothecoides]
OG0003800	PSC74128.1 mini-chromosome maintenance complex-binding isoform A [Micractinium conductrix], PSC74127.1 mini-chromosome maintenance complex-binding isoform B [Micractinium conductrix]	RMZ55547.1 hypothetical protein APUTEX25_000130_ partial [Auxenochlorella protothecoides]
OG0003801	PSC67036.1 Coenzyme Q-binding COQ10 mitochondrial [Micractinium conductrix], PSC69318.1 coenzyme Q-binding COQ10 mitochondrial [Micractinium conductrix]	RMZ55548.1 hypothetical protein APUTEX25_000131 [Auxenochlorella protothecoides]
OG0003802	PSC76934.1 acetyltransferase NSI [Micractinium conductrix]	RMZ55553.1 hypothetical protein APUTEX25_000136 [Auxenochlorella protothecoides]
OG0003803	PSC76168.1 cofactor complex C _B6F_ [Micractinium conductrix]	RMZ55572.1 hypothetical protein APUTEX25_000155 [Auxenochlorella protothecoides]
OG0003804	PSC67420.1 cytochrome c oxidase subunit 4_13 kD [Micractinium conductrix]	RMZ55573.1 hypothetical protein APUTEX25_000156 [Auxenochlorella protothecoides]
OG0003805	PSC68006.1 ATP-dependent RNA helicase HAS1 [Micractinium conductrix]	RMZ55588.1 hypothetical protein APUTEX25_000171 [Auxenochlorella protothecoides]
OG0003806	PSC76022.1 acyl-oxidase [Micractinium conductrix]	RMZ55596.1 hypothetical protein APUTEX25_000179 [Auxenochlorella protothecoides]
OG0003807	PSC67440.1 hemolysin A isoform B [Micractinium conductrix], PSC67439.1 hemolysin A isoform A [Micractinium conductrix]	RMZ55599.1 hypothetical protein APUTEX25_000182 [Auxenochlorella protothecoides]
OG0003808	PSC68819.1 chloroplastic isoform X2 [Micractinium conductrix]	RMZ55608.1 hypothetical protein APUTEX25_000191_ partial [Auxenochlorella protothecoides]
OG0003809	PSC68721.1 increased DNA methylation 1-like [Micractinium conductrix]	RMZ55616.1 hypothetical protein APUTEX25_000199 [Auxenochlorella protothecoides]
OG0003810	PSC76116.1 DHS-like NAD FAD-binding domain-containing [Micractinium conductrix]	RMZ55621.1 hypothetical protein APUTEX25_000204 [Auxenochlorella protothecoides]
OG0003811	PSC68856.1 hemK methyltransferase family member 1 [Micractinium conductrix]	RMZ55625.1 hypothetical protein APUTEX25_000208_ partial [Auxenochlorella protothecoides]
OG0003812	PSC67415.1 Regulator of telomere elongation helicase 1 [Micractinium conductrix]	RMZ55626.1 hypothetical protein APUTEX25_000209 [Auxenochlorella protothecoides]
OG0003814	PSC76694.1 60S acidic ribosomal P2 [Micractinium conductrix]	RMZ55641.1 hypothetical protein APUTEX25_000224 [Auxenochlorella protothecoides]
OG0003815	PSC67421.1 50S ribosomal chloroplastic [Micractinium conductrix]	RMZ55650.1 hypothetical protein APUTEX25_000233 [Auxenochlorella protothecoides]
OG0003816	PSC74267.1 chalcone-flavanone isomerase [Micractinium conductrix]	RMZ55651.1 hypothetical protein APUTEX25_000234 [Auxenochlorella protothecoides]
OG0003817	PSC68485.1 Succinate dehydrogenase [ubiquinone] cytochrome b small mitochondrial [Micractinium conductrix]	RMZ55663.1 hypothetical protein APUTEX25_000246 [Auxenochlorella protothecoides]
OG0003818	PSC68698.1 hypothetical protein C2E20_7707 [Micractinium conductrix]	RMZ55670.1 hypothetical protein APUTEX25_000253 [Auxenochlorella protothecoides]
OG0003819	PSC76611.1 hypothetical protein C2E20_0087 [Micractinium conductrix]	RMZ55681.1 hypothetical protein APUTEX25_000264 [Auxenochlorella protothecoides]
OG0003820	PSC76580.1 putative proteasome inhibitor [Micractinium conductrix]	RMZ55683.1 hypothetical protein APUTEX25_000266 [Auxenochlorella protothecoides]
OG0003822	PSC73330.1 Stomatin mitochondrial [Micractinium conductrix]	RMZ55693.1 hypothetical protein APUTEX25_005734 [Auxenochlorella protothecoides]
OG0003823	PSC70253.1 hypothetical protein C2E20_6331 [Micractinium conductrix]	RMZ55694.1 hypothetical protein APUTEX25_005735 [Auxenochlorella protothecoides]
OG0003824	PSC75018.1 U3 small nucleolar RNA-interacting 2 [Micractinium conductrix]	RMZ55710.1 hypothetical protein APUTEX25_005751 [Auxenochlorella protothecoides]
OG0003826	PSC70258.1 ribonuclease HII [Micractinium conductrix]	RMZ55716.1 hypothetical protein APUTEX25_005757 [Auxenochlorella protothecoides]
OG0003827	PSC75672.1 Sorbitol dehydrogenase [Micractinium conductrix]	RMZ55718.1 hypothetical protein APUTEX25_005759 [Auxenochlorella protothecoides]
OG0003828	PSC70188.1 prefoldin subunit 1 [Micractinium conductrix]	RMZ55727.1 hypothetical protein APUTEX25_005768 [Auxenochlorella protothecoides]
OG0003829	PSC76712.1 cullin-1-like [Micractinium conductrix]	RMZ55731.1 hypothetical protein APUTEX25_005772_ partial [Auxenochlorella protothecoides]
OG0003830	PSC70272.1 3-hydroxybutyryl-dehydrogenase [Micractinium conductrix]	RMZ55741.1 hypothetical protein APUTEX25_005782_ partial [Auxenochlorella protothecoides]
OG0003831	PSC75157.1 Rsm22-cox11 tandem mitochondrial [Micractinium conductrix]	RMZ55743.1 hypothetical protein APUTEX25_005784 [Auxenochlorella protothecoides]
OG0003832	PSC74989.1 30S ribosomal S15 [Micractinium conductrix]	RMZ55755.1 hypothetical protein APUTEX25_005796 [Auxenochlorella protothecoides]
OG0003833	PSC70198.1 Xylulokinase [Micractinium conductrix]	RMZ55757.1 hypothetical protein APUTEX25_005798 [Auxenochlorella protothecoides]
OG0003834	PSC70276.1 hypothetical protein C2E20_6343 [Micractinium conductrix]	RMZ55760.1 hypothetical protein APUTEX25_005801 [Auxenochlorella protothecoides]
OG0003835	PSC74576.1 Zinc finger CCCH-type with G patch domain-containing isoform A [Micractinium conductrix], PSC74577.1 Zinc finger CCCH-type with G patch domain-containing isoform B [Micractinium conductrix]	RMZ55761.1 hypothetical protein APUTEX25_005802_ partial [Auxenochlorella protothecoides]
OG0003836	PSC70217.1 asparagine synthetase domain-containing 1 [Micractinium conductrix]	RMZ55762.1 hypothetical protein APUTEX25_005803 [Auxenochlorella protothecoides]
OG0003837	PSC74593.1 Swr1 complex bromodomain subunit Brf1 isoform B [Micractinium conductrix], PSC74594.1 Swr1 complex bromodomain subunit Brf1 isoform A [Micractinium conductrix]	RMZ55780.1 hypothetical protein APUTEX25_005821 [Auxenochlorella protothecoides]
OG0003838	PSC70203.1 Cwf15 Cwc15 cell cycle control [Micractinium conductrix]	RMZ55784.1 hypothetical protein APUTEX25_005825 [Auxenochlorella protothecoides]
OG0003839	PSC74999.1 Haloalkane dehalogenase [Micractinium conductrix]	RMZ55786.1 hypothetical protein APUTEX25_005827 [Auxenochlorella protothecoides]
OG0003841	PSC70145.1 Chaperone binding_ATPase activator [Micractinium conductrix]	RMZ55795.1 hypothetical protein APUTEX25_005836 [Auxenochlorella protothecoides]
OG0003843	PSC74861.1 hypothetical protein C2E20_2059 [Micractinium conductrix]	RMZ55808.1 hypothetical protein APUTEX25_005849 [Auxenochlorella protothecoides]
OG0003844	PSC71863.1 Thymidine kinase [Micractinium conductrix]	RMZ55815.1 hypothetical protein APUTEX25_003781 [Auxenochlorella protothecoides]
OG0003845	PSC71866.1 Ethanolamine-phosphate cytidylyltransferase [Micractinium conductrix]	RMZ55822.1 hypothetical protein APUTEX25_003788_ partial [Auxenochlorella protothecoides]
OG0003846	PSC67622.1 Elongator complex 1 [Micractinium conductrix]	RMZ55830.1 hypothetical protein APUTEX25_003796 [Auxenochlorella protothecoides]
OG0003847	PSC71949.1 YIPF6-like protein [Micractinium conductrix]	RMZ55831.1 hypothetical protein APUTEX25_003797 [Auxenochlorella protothecoides]
OG0003848	PSC72019.1 Sucrose-phosphatase 2 [Micractinium conductrix]	RMZ55839.1 hypothetical protein APUTEX25_003805 [Auxenochlorella protothecoides]
OG0003849	PSC71543.1 s-isoprenylcysteine o-methyltransferase [Micractinium conductrix]	RMZ55842.1 hypothetical protein APUTEX25_003808 [Auxenochlorella protothecoides]
OG0003850	PSC67611.1 NADH dehydrogenase [ubiquinone] complex assembly factor 7-like protein [Micractinium conductrix]	RMZ55843.1 hypothetical protein APUTEX25_003809 [Auxenochlorella protothecoides]
OG0003851	PSC71883.1 DUF3119 family [Micractinium conductrix]	RMZ55846.1 hypothetical protein APUTEX25_003812 [Auxenochlorella protothecoides]
OG0003852	PSC67625.1 Small nuclear ribonucleo E [Micractinium conductrix]	RMZ55851.1 hypothetical protein APUTEX25_003817 [Auxenochlorella protothecoides]
OG0003853	PSC71906.1 tRNA-splicing endonuclease subunit Sen34 isoform A [Micractinium conductrix], PSC71907.1 tRNA-splicing endonuclease subunit Sen34 isoform B [Micractinium conductrix]	RMZ55856.1 hypothetical protein APUTEX25_003822 [Auxenochlorella protothecoides]
OG0003854	PSC71972.1 peptidyl-prolyl cis-trans isomerase-like 1 [Micractinium conductrix]	RMZ55890.1 hypothetical protein APUTEX25_003856 [Auxenochlorella protothecoides]
OG0003855	PSC71971.1 integral membrane single C2 domain [Micractinium conductrix]	RMZ55893.1 hypothetical protein APUTEX25_003859_ partial [Auxenochlorella protothecoides]
OG0003856	PSC71958.1 pre-mRNA-splicing factor ATP-dependent RNA helicase PRP1 isoform X1 [Micractinium conductrix]	RMZ55894.1 hypothetical protein APUTEX25_003860 [Auxenochlorella protothecoides]
OG0003857	PSC72239.1 tRNA-dihydrouridine synthase A [Micractinium conductrix]	RMZ55911.1 hypothetical protein APUTEX25_004335_ partial [Auxenochlorella protothecoides]
OG0003858	PSC75405.1 glutamine cyclotransferase [Micractinium conductrix]	RMZ55914.1 hypothetical protein APUTEX25_004338 [Auxenochlorella protothecoides]
OG0003859	PSC72162.1 Exonuclease 1 [Micractinium conductrix]	RMZ55917.1 hypothetical protein APUTEX25_004341_ partial [Auxenochlorella protothecoides]
OG0003860	PSC75289.1 putative anion transporter 5 [Micractinium conductrix]	RMZ55920.1 hypothetical protein APUTEX25_004344_ partial [Auxenochlorella protothecoides]
OG0003861	PSC74348.1 C-5 sterol desaturase [Micractinium conductrix]	RMZ55926.1 hypothetical protein APUTEX25_004350 [Auxenochlorella protothecoides]
OG0003863	PSC76545.1 Kinesin KIF19 [Micractinium conductrix]	RMZ55937.1 hypothetical protein APUTEX25_004361 [Auxenochlorella protothecoides]
OG0003864	PSC73621.1 FAD-dependent oxidoreductase [Micractinium conductrix]	RMZ55950.1 hypothetical protein APUTEX25_004374 [Auxenochlorella protothecoides]
OG0003865	PSC72362.1 Very-long-chain enoyl-reductase [Micractinium conductrix]	RMZ55951.1 hypothetical protein APUTEX25_004375_ partial [Auxenochlorella protothecoides]
OG0003866	PSC68886.1 PLP-dependent threonine dehydratase [Micractinium conductrix], PSC68834.1 hypothetical protein C2E20_7598 isoform X2 [Micractinium conductrix]	RMZ55958.1 hypothetical protein APUTEX25_004382_ partial [Auxenochlorella protothecoides]
OG0003867	PSC72575.1 plastidial pyruvate kinase 2-like [Micractinium conductrix]	RMZ55978.1 hypothetical protein APUTEX25_004402 [Auxenochlorella protothecoides]
OG0003868	PSC69189.1 quinone oxidoreductase 2-like protein [Micractinium conductrix]	RMZ55982.1 hypothetical protein APUTEX25_004406_ partial [Auxenochlorella protothecoides]
OG0003870	PSC69247.1 aminotransferase class IV [Micractinium conductrix]	RMZ56010.1 hypothetical protein APUTEX25_004434_ partial [Auxenochlorella protothecoides]
OG0003871	PSC70590.1 Photosystem II stability assembly factor chloroplastic [Micractinium conductrix]	RMZ56012.1 hypothetical protein APUTEX25_004436 [Auxenochlorella protothecoides]
OG0003873	PSC74563.1 centrosomal of 104 kDa [Micractinium conductrix]	RMZ56023.1 hypothetical protein APUTEX25_004447_ partial [Auxenochlorella protothecoides]
OG0003874	PSC72532.1 Gamma carbonic anhydrase-like mitochondrial [Micractinium conductrix]	RMZ56031.1 hypothetical protein APUTEX25_004455 [Auxenochlorella protothecoides]
OG0003875	PSC72197.1 hypothetical protein C2E20_4380 [Micractinium conductrix]	RMZ56041.1 hypothetical protein APUTEX25_004465 [Auxenochlorella protothecoides]
OG0003876	PSC68894.1 RNA methyltransferase At5g10620 [Micractinium conductrix]	RMZ56045.1 hypothetical protein APUTEX25_004469 [Auxenochlorella protothecoides]
OG0003877	PSC76245.1 WD repeat-containing 74 [Micractinium conductrix]	RMZ56053.1 hypothetical protein APUTEX25_004477 [Auxenochlorella protothecoides]
OG0003878	PSC69289.1 plant F14N23-31 [Micractinium conductrix]	RMZ56055.1 hypothetical protein APUTEX25_004479 [Auxenochlorella protothecoides]
OG0003879	PSC77028.1 phosphoserine chloroplastic [Micractinium conductrix]	RMZ56059.1 hypothetical protein APUTEX25_004483 [Auxenochlorella protothecoides]
OG0003880	PSC68275.1 Rhomboid protease [Micractinium conductrix]	RMZ56065.1 hypothetical protein APUTEX25_004489 [Auxenochlorella protothecoides]
OG0003881	PSC72420.1 adenine nucleotide alpha hydrolase [Micractinium conductrix]	RMZ56076.1 hypothetical protein APUTEX25_004500 [Auxenochlorella protothecoides]
OG0003882	PSC73842.1 28S ribosomal mitochondrial [Micractinium conductrix]	RMZ56077.1 hypothetical protein APUTEX25_004501 [Auxenochlorella protothecoides]
OG0003883	PSC76612.1 3-hydroxyisobutyrate dehydrogenase family isoform B [Micractinium conductrix], PSC76613.1 3-hydroxyisobutyrate dehydrogenase family isoform A [Micractinium conductrix]	RMZ56078.1 hypothetical protein APUTEX25_004502 [Auxenochlorella protothecoides]
OG0003884	PSC76025.1 fatty acid desaturase [Micractinium conductrix]	RMZ56101.1 hypothetical protein APUTEX25_004525 [Auxenochlorella protothecoides]
OG0003885	PSC71932.1 transport Sec61 subunit beta [Micractinium conductrix]	RMZ56104.1 hypothetical protein APUTEX25_004528_ partial [Auxenochlorella protothecoides]
OG0003886	PSC68241.1 NADH dehydrogenase [ubiquinone] iron-sulfur mitochondrial [Micractinium conductrix]	RMZ56135.1 hypothetical protein APUTEX25_004559 [Auxenochlorella protothecoides]
OG0003887	PSC72592.1 ATP binding [Micractinium conductrix]	RMZ56157.1 hypothetical protein APUTEX25_004581 [Auxenochlorella protothecoides]
OG0003888	PSC74785.1 pectin lyase [Micractinium conductrix]	RMZ56160.1 hypothetical protein APUTEX25_004584_ partial [Auxenochlorella protothecoides]
OG0003889	PSC72409.1 transcription initiation factor TFIID subunit 15-like [Micractinium conductrix]	RMZ56165.1 hypothetical protein APUTEX25_004589 [Auxenochlorella protothecoides]
OG0003890	PSC73700.1 PAB-dependent poly_A_-specific ribonuclease subunit 3 [Micractinium conductrix]	RMZ56166.1 hypothetical protein APUTEX25_004590_ partial [Auxenochlorella protothecoides]
OG0003891	PSC70621.1 pre-rRNA-processing TSR2-like protein [Micractinium conductrix]	RMZ56179.1 hypothetical protein APUTEX25_004603 [Auxenochlorella protothecoides]
OG0003892	PSC71991.1 Cold shock domain-containing [Micractinium conductrix]	RMZ56181.1 hypothetical protein APUTEX25_005729_ partial [Auxenochlorella protothecoides]
OG0003893	PSC69355.1 tRNA-splicing endonuclease subunit Sen54 [Micractinium conductrix]	RMZ56187.1 hypothetical protein APUTEX25_002377_ partial [Auxenochlorella protothecoides]
OG0003894	PSC70827.1 coiled-coil domain-containing 94-like protein isoform B [Micractinium conductrix], PSC70828.1 coiled-coil domain-containing 94-like protein isoform A [Micractinium conductrix]	RMZ56192.1 hypothetical protein APUTEX25_002382 [Auxenochlorella protothecoides]
OG0003895	PSC68005.1 DEAD-box ATP-dependent RNA helicase 1 [Micractinium conductrix]	RMZ56201.1 hypothetical protein APUTEX25_002391 [Auxenochlorella protothecoides]
OG0003896	PSC69863.1 tetratricopeptide repeat 9B [Micractinium conductrix], PSC69848.1 hypothetical protein C2E20_6606 [Micractinium conductrix]	RMZ56213.1 hypothetical protein APUTEX25_002403 [Auxenochlorella protothecoides]
OG0003897	PSC69865.1 methyltransferase 16 isoform X1 [Micractinium conductrix]	RMZ56221.1 hypothetical protein APUTEX25_002411 [Auxenochlorella protothecoides]
OG0003898	PSC69940.1 major facilitator superfamily [Micractinium conductrix]	RMZ56222.1 hypothetical protein APUTEX25_002412_ partial [Auxenochlorella protothecoides]
OG0003900	PSC70007.1 fanciful K+ uptake-b family transporter [Micractinium conductrix]	RMZ56225.1 hypothetical protein APUTEX25_002415 [Auxenochlorella protothecoides]
OG0003901	PSC68246.1 gamma-glutamyltransferase 5 [Micractinium conductrix], PSC68298.1 hypothetical protein C2E20_8142 [Micractinium conductrix], PSC75521.1 hypothetical protein C2E20_1298 [Micractinium conductrix]	RMZ56236.1 hypothetical protein APUTEX25_002426_ partial [Auxenochlorella protothecoides]
OG0003902	PSC70023.1 THO complex subunit 7B-like isoform B [Micractinium conductrix], PSC70022.1 THO complex subunit 7B-like isoform A [Micractinium conductrix]	RMZ56242.1 hypothetical protein APUTEX25_002432 [Auxenochlorella protothecoides]
OG0003903	PSC69843.1 aspartyl glutamyl-tRNA amidotransferase subunit B [Micractinium conductrix]	RMZ56244.1 hypothetical protein APUTEX25_002434 [Auxenochlorella protothecoides]
OG0003905	PSC76053.1 Cell division protease ftsH isoform 1 [Micractinium conductrix]	RMZ56269.1 hypothetical protein APUTEX25_002459 [Auxenochlorella protothecoides]
OG0003906	PSC73492.1 photosystem I reaction center subunit IV [Micractinium conductrix]	RMZ56278.1 hypothetical protein APUTEX25_002468 [Auxenochlorella protothecoides]
OG0003908	PSC70998.1 zinc finger _C3HC4 RING finger_ [Micractinium conductrix]	RMZ56286.1 hypothetical protein APUTEX25_002476 [Auxenochlorella protothecoides]
OG0003909	PSC73057.1 mitochondrial import inner membrane translocase subunit TIM14-1 [Micractinium conductrix]	RMZ56293.1 hypothetical protein APUTEX25_000532 [Auxenochlorella protothecoides]
OG0003910	PSC73027.1 Ubiquitin-conjugating enzyme E2 5 isoform B [Micractinium conductrix]	RMZ56296.1 hypothetical protein APUTEX25_000535 [Auxenochlorella protothecoides]
OG0003911	PSC73176.1 RING finger and CHY zinc finger domain-containing 1 [Micractinium conductrix]	RMZ56297.1 hypothetical protein APUTEX25_000536_ partial [Auxenochlorella protothecoides]
OG0003912	PSC73175.1 UDP-glucuronic acid decarboxylase 1 [Micractinium conductrix]	RMZ56303.1 hypothetical protein APUTEX25_000542_ partial [Auxenochlorella protothecoides]
OG0003913	PSC75252.1 UBX domain-containing 6 [Micractinium conductrix]	RMZ56306.1 hypothetical protein APUTEX25_000545 [Auxenochlorella protothecoides]
OG0003914	PSC73071.1 chromatin modification-related MEAF6 isoform B [Micractinium conductrix], PSC73070.1 chromatin modification-related MEAF6 isoform A [Micractinium conductrix]	RMZ56319.1 hypothetical protein APUTEX25_000558 [Auxenochlorella protothecoides]
OG0003915	PSC75472.1 50S ribosomal L31_ chloroplastic-like [Micractinium conductrix]	RMZ56330.1 hypothetical protein APUTEX25_003490 [Auxenochlorella protothecoides]
OG0003917	PSC74258.1 nitric oxide synthase [Micractinium conductrix]	RMZ56349.1 hypothetical protein APUTEX25_004706_ partial [Auxenochlorella protothecoides]
OG0003918	PSC74294.1 tetratricopeptide repeat 14-like [Micractinium conductrix]	RMZ56358.1 hypothetical protein APUTEX25_004715 [Auxenochlorella protothecoides]
OG0003919	PSC76306.1 hydroxymethylglutaryl-synthase [Micractinium conductrix]	RMZ56367.1 hypothetical protein APUTEX25_004724 [Auxenochlorella protothecoides]
OG0003920	PSC75219.1 ribosome biogenesis BRX1-like [Micractinium conductrix]	RMZ56371.1 hypothetical protein APUTEX25_004728 [Auxenochlorella protothecoides]
OG0003921	PSC73271.1 anthranilate phosphoribosyltransferase [Micractinium conductrix]	RMZ56377.1 hypothetical protein APUTEX25_004734 [Auxenochlorella protothecoides]
OG0003922	PSC74350.1 putative UDP-N-acetylglucosamine-peptide N-acetylglucosaminyltransferase SPINDLY [Micractinium conductrix]	RMZ56382.1 hypothetical protein APUTEX25_004739_ partial [Auxenochlorella protothecoides]
OG0003923	PSC76948.1 50S ribosomal L9 [Micractinium conductrix]	RMZ56398.1 hypothetical protein APUTEX25_004621 [Auxenochlorella protothecoides]
OG0003924	PSC76185.1 developmentally-regulated G-2 [Micractinium conductrix]	RMZ56407.1 hypothetical protein APUTEX25_004630 [Auxenochlorella protothecoides]
OG0003925	PSC72824.1 SOUL heme-binding [Micractinium conductrix]	RMZ56410.1 hypothetical protein APUTEX25_004633_ partial [Auxenochlorella protothecoides]
OG0003926	PSC72760.1 hypothetical protein C2E20_3943 [Micractinium conductrix]	RMZ56411.1 hypothetical protein APUTEX25_004634 [Auxenochlorella protothecoides]
OG0003927	PSC72771.1 ecotropic viral integration site 5-like protein isoform X3 [Micractinium conductrix], PSC76997.1 LRR receptor-like kinase family [Micractinium conductrix]	RMZ56416.1 hypothetical protein APUTEX25_004639 [Auxenochlorella protothecoides]
OG0003928	PSC76675.1 hypothetical protein C2E20_0643 [Micractinium conductrix]	RMZ56422.1 hypothetical protein APUTEX25_004645 [Auxenochlorella protothecoides]
OG0003929	PSC71115.1 asparagine synthase _glutamine-hydrolyzing_ [Micractinium conductrix]	RMZ56424.1 hypothetical protein APUTEX25_004647 [Auxenochlorella protothecoides]
OG0003930	PSC71206.1 trimethylguanosine synthase [Micractinium conductrix]	RMZ56429.1 hypothetical protein APUTEX25_004652 [Auxenochlorella protothecoides]
OG0003931	PSC71552.1 NAD+ synthase _glutamine-hydrolysing_ [Micractinium conductrix], PSC71558.1 NAD+ synthase _glutamine-hydrolysing_ [Micractinium conductrix]	RMZ56439.1 hypothetical protein APUTEX25_004662 [Auxenochlorella protothecoides]
OG0003932	PSC71037.1 HVA22 g [Micractinium conductrix]	RMZ56442.1 hypothetical protein APUTEX25_004665 [Auxenochlorella protothecoides]
OG0003933	PSC72906.1 transport SFT2-like [Micractinium conductrix]	RMZ56446.1 hypothetical protein APUTEX25_004669 [Auxenochlorella protothecoides]
OG0003934	PSC71102.1 peregrin isoform X2 [Micractinium conductrix]	RMZ56459.1 hypothetical protein APUTEX25_004682_ partial [Auxenochlorella protothecoides]
OG0003935	PSC76417.1 flagellar associated [Micractinium conductrix]	RMZ56461.1 hypothetical protein APUTEX25_004684 [Auxenochlorella protothecoides]
OG0003936	PSC76342.1 huntingtin-interacting K [Micractinium conductrix]	RMZ56465.1 hypothetical protein APUTEX25_004688 [Auxenochlorella protothecoides]
OG0003937	PSC69942.1 Triose-phosphate transporter domain isoform B [Micractinium conductrix], PSC69943.1 Triose-phosphate transporter domain isoform A [Micractinium conductrix]	RMZ56477.1 hypothetical protein APUTEX25_001324 [Auxenochlorella protothecoides]
OG0003938	PSC68550.1 E3 ubiquitin-ligase synoviolin [Micractinium conductrix]	RMZ56490.1 hypothetical protein APUTEX25_001337_ partial [Auxenochlorella protothecoides]
OG0003939	PSC70729.1 ENTH VHS [Micractinium conductrix]	RMZ56500.1 hypothetical protein APUTEX25_001347 [Auxenochlorella protothecoides]
OG0003940	PSC74140.1 mago nashi-like protein [Micractinium conductrix]	RMZ56501.1 hypothetical protein APUTEX25_001348_ partial [Auxenochlorella protothecoides]
OG0003941	PSC68495.1 Golgi SNAP receptor complex member 1-2 [Micractinium conductrix], PSC68494.1 Charged multivesicular body 1 [Micractinium conductrix]	RMZ56515.1 hypothetical protein APUTEX25_001362_ partial [Auxenochlorella protothecoides]
OG0003942	PSC70735.1 peptidase S41 family [Micractinium conductrix]	RMZ56517.1 hypothetical protein APUTEX25_001364_ partial [Auxenochlorella protothecoides]
OG0003943	PSC68534.1 hypothetical protein C2E20_7868 [Micractinium conductrix]	RMZ56536.1 hypothetical protein APUTEX25_001383 [Auxenochlorella protothecoides]
OG0003945	PSC76995.1 SAM-dependent methyltransferase [Micractinium conductrix]	RMZ56543.1 hypothetical protein APUTEX25_001390 [Auxenochlorella protothecoides]
OG0003946	PSC74209.1 Cyclin family isoform 1 [Micractinium conductrix]	RMZ56555.1 hypothetical protein APUTEX25_001402_ partial [Auxenochlorella protothecoides]
OG0003947	PSC68774.1 WW domain-binding 11 [Micractinium conductrix]	RMZ56565.1 hypothetical protein APUTEX25_001412 [Auxenochlorella protothecoides]
OG0003948	PSC74091.1 TIC chloroplastic [Micractinium conductrix]	RMZ56568.1 hypothetical protein APUTEX25_001415 [Auxenochlorella protothecoides]
OG0003949	PSC74194.1 60s acidic ribosomal P1 [Micractinium conductrix]	RMZ56573.1 hypothetical protein APUTEX25_001420 [Auxenochlorella protothecoides]
OG0003951	PSC70744.1 peroxisome biogenesis 6 [Micractinium conductrix]	RMZ56581.1 hypothetical protein APUTEX25_001428 [Auxenochlorella protothecoides]
