Orthogroup	Micractinium_SAG24180	Chlorella_Vulgaris2111P
OG0004706	PSC70108.1 activator of 90 kDa heat shock ATPase-like protein 1 [Micractinium conductrix]	KAI3425185.1 hypothetical protein D9Q98_008954 [Chlorella vulgaris]
OG0004707	PSC77002.1 tRNA_adenine_34__ chloroplastic [Micractinium conductrix]	KAI3438781.1 hypothetical protein D9Q98_001198 [Chlorella vulgaris]
OG0004708	PSC76532.1 rRNA 2 -O-methyltransferase fibrillarin [Micractinium conductrix]	KAI3438414.1 hypothetical protein D9Q98_000845 [Chlorella vulgaris]
OG0004709	PSC76032.1 ATP-dependent Clp protease proteolytic subunit chloroplastic [Micractinium conductrix]	KAI3438413.1 hypothetical protein D9Q98_000844 [Chlorella vulgaris]
OG0004710	PSC72475.1 Histone-lysine N-methyltransferase setd3 [Micractinium conductrix]	KAI3438955.1 hypothetical protein D9Q98_001369 [Chlorella vulgaris]
OG0004712	PSC72414.1 cAMP-specific 3_ 5 -cyclic phosphodiesterase 4C isoform X2 [Micractinium conductrix]	KAI3428002.1 hypothetical protein D9Q98_006388 [Chlorella vulgaris]
OG0004713	PSC74296.1 Methylmalonic aciduria type A mitochondrial [Micractinium conductrix]	KAI3432585.1 hypothetical protein D9Q98_004134 [Chlorella vulgaris], KAI3432586.1 hypothetical protein D9Q98_004134 [Chlorella vulgaris]
OG0004714	PSC74089.1 Deoxyuridine 5 -triphosphate nucleotidohydrolase [Micractinium conductrix]	KAI3432888.1 hypothetical protein D9Q98_010470 [Chlorella vulgaris]
OG0004715	PSC74995.1 sodium hydrogen exchanger 3 [Micractinium conductrix]	KAI3434634.1 hypothetical protein D9Q98_002701 [Chlorella vulgaris]
OG0004716	PSC72464.1 50S ribosomal L28 [Micractinium conductrix]	KAI3427977.1 hypothetical protein D9Q98_006367 [Chlorella vulgaris]
OG0004717	PSC74183.1 DNA-directed RNA polymerase II [Micractinium conductrix]	KAI3432473.1 hypothetical protein D9Q98_004022 [Chlorella vulgaris]
OG0004718	PSC72499.1 Actin-related 7 [Micractinium conductrix]	KAI3428020.1 hypothetical protein D9Q98_006406 [Chlorella vulgaris]
OG0004719	PSC76235.1 cyclin-A1-4-like isoform X1 [Micractinium conductrix]	KAI3430536.1 hypothetical protein D9Q98_005129 [Chlorella vulgaris]
OG0004720	PSC73903.1 helicase domain isoform C [Micractinium conductrix], PSC73902.1 helicase domain isoform B [Micractinium conductrix], PSC73901.1 helicase domain isoform A [Micractinium conductrix]	KAI3427248.1 hypothetical protein D9Q98_007182 [Chlorella vulgaris]
OG0004721	PSC73241.1 serine threonine-kinase dyrk2 [Micractinium conductrix]	KAI3432208.1 hypothetical protein D9Q98_003770 [Chlorella vulgaris]
OG0004722	PSC76350.1 RNA-binding EIF1AD [Micractinium conductrix]	KAI3430572.1 hypothetical protein D9Q98_005165 [Chlorella vulgaris]
OG0004724	PSC76506.1 F-box only 21 [Micractinium conductrix]	KAI3430549.1 hypothetical protein D9Q98_005142 [Chlorella vulgaris]
OG0004725	PSC74053.1 mitochondrial import inner membrane translocase subunit TIM22-2-like [Micractinium conductrix]	KAI3424204.1 hypothetical protein D9Q98_009560 [Chlorella vulgaris]
OG0004726	PSC76458.1 nuclear pore complex NUP107 isoform A [Micractinium conductrix], PSC76457.1 nuclear pore complex NUP107 isoform B [Micractinium conductrix]	KAI3430544.1 hypothetical protein D9Q98_005137 [Chlorella vulgaris]
OG0004727	PSC76918.1 fatty-acid-binding 1 [Micractinium conductrix]	KAI3430511.1 hypothetical protein D9Q98_005106 [Chlorella vulgaris]
OG0004728	PSC70138.1 sec-independent translocase chloroplastic-like [Micractinium conductrix]	KAI3425999.1 hypothetical protein D9Q98_007967 [Chlorella vulgaris]
OG0004729	PSC75059.1 G-box-binding factor 1 [Micractinium conductrix]	KAI3425908.1 hypothetical protein D9Q98_007880 [Chlorella vulgaris]
OG0004730	PSC70299.1 UPF0118 membrane [Micractinium conductrix]	KAI3426033.1 hypothetical protein D9Q98_008001 [Chlorella vulgaris]
OG0004732	PSC75125.1 putative small nuclear ribonucleo F [Micractinium conductrix]	KAI3425906.1 hypothetical protein D9Q98_007878 [Chlorella vulgaris]
OG0004733	PSC70595.1 pleckstrin homology domain-containing 1-like [Micractinium conductrix]	KAI3432350.1 hypothetical protein D9Q98_003907 [Chlorella vulgaris]
OG0004734	PSC69947.1 Zinc finger CCCH domain-containing 62 [Micractinium conductrix]	KAI3428404.1 hypothetical protein D9Q98_007231 [Chlorella vulgaris]
OG0004735	PSC70873.1 Histone-lysine N-methyltransferase setd3 [Micractinium conductrix]	KAI3428549.1 hypothetical protein D9Q98_007371 [Chlorella vulgaris]
OG0004736	PSC71397.1 IMP dehydrogenase GMP reductase [Micractinium conductrix]	KAI3430584.1 hypothetical protein D9Q98_005177 [Chlorella vulgaris]
OG0004737	PSC72025.1 Serine threonine-kinase svkA [Micractinium conductrix]	KAI3431452.1 hypothetical protein D9Q98_004504 [Chlorella vulgaris]
OG0004738	PSC71896.1 transport Sec61 subunit gamma-1 [Micractinium conductrix]	KAI3431468.1 hypothetical protein D9Q98_004520 [Chlorella vulgaris]
OG0004739	PSC71925.1 PHD finger ALFIN-LIKE 2-like [Micractinium conductrix]	KAI3431320.1 hypothetical protein D9Q98_004378 [Chlorella vulgaris]
OG0004740	PSC71902.1 ubiquitin-like-conjugating enzyme ATG10 [Micractinium conductrix]	KAI3431402.1 hypothetical protein D9Q98_004455 [Chlorella vulgaris]
OG0004741	PSC67633.1 alternative oxidase [Micractinium conductrix]	KAI3431286.1 hypothetical protein D9Q98_004347 [Chlorella vulgaris]
OG0004742	PSC72028.1 serine threonine-kinase [Micractinium conductrix]	KAI3431365.1 hypothetical protein D9Q98_004422 [Chlorella vulgaris]
OG0004743	PSC72039.1 tRNA pseudouridine synthase Pus10 [Micractinium conductrix]	KAI3431354.1 hypothetical protein D9Q98_004412 [Chlorella vulgaris]
OG0004744	PSC71900.1 zinc finger 830 [Micractinium conductrix]	KAI3431324.1 hypothetical protein D9Q98_004382 [Chlorella vulgaris]
OG0004745	PSC75352.1 tetratricopeptide repeat 1 [Micractinium conductrix]	KAI3427101.1 hypothetical protein D9Q98_007040 [Chlorella vulgaris]
OG0004746	PSC72170.1 cytochrome b561 [Micractinium conductrix]	KAI3438231.1 hypothetical protein D9Q98_000668 [Chlorella vulgaris]
OG0004747	PSC72408.1 deoxyribonuclease tatdn3 isoform X1 [Micractinium conductrix]	KAI3428072.1 hypothetical protein D9Q98_006456 [Chlorella vulgaris]
OG0004748	PSC76719.1 classes I and II [Micractinium conductrix]	KAI3433399.1 hypothetical protein D9Q98_003215 [Chlorella vulgaris]
OG0004749	PSC72075.1 pre-mRNA-processing 40C isoform X1 [Micractinium conductrix]	KAI3438304.1 hypothetical protein D9Q98_000738 [Chlorella vulgaris]
OG0004750	PSC72348.1 heat shock 70 [Micractinium conductrix]	KAI3428105.1 hypothetical protein D9Q98_006488 [Chlorella vulgaris]
OG0004751	PSC74698.1 O-acetyl-ADP-ribose deacetylase MACROD2 [Micractinium conductrix]	KAI3425837.1 hypothetical protein D9Q98_007811 [Chlorella vulgaris]
OG0004752	PSC73754.1 vacuolar sorting-associated 2-like protein 3 [Micractinium conductrix]	KAI3433510.1 hypothetical protein D9Q98_003321 [Chlorella vulgaris]
OG0004753	PSC72514.1 ACCUMULATION AND REPLICATION OF CHLOROPLASTS chloroplastic [Micractinium conductrix]	KAI3428117.1 hypothetical protein D9Q98_006500 [Chlorella vulgaris]
OG0004754	PSC72426.1 exodeoxyribonuclease iii [Micractinium conductrix]	KAI3428098.1 hypothetical protein D9Q98_006481 [Chlorella vulgaris]
OG0004756	PSC73736.1 dephospho-kinase [Micractinium conductrix]	KAI3433491.1 hypothetical protein D9Q98_003303 [Chlorella vulgaris]
OG0004758	PSC72312.1 translation machinery-associated 22 [Micractinium conductrix]	KAI3438283.1 hypothetical protein D9Q98_000718 [Chlorella vulgaris]
OG0004759	PSC72084.1 EGF domain-specific O-linked N-acetylglucosamine transferase [Micractinium conductrix]	KAI3438290.1 hypothetical protein D9Q98_000724 [Chlorella vulgaris]
OG0004760	PSC76100.1 E3 ubiquitin-ligase ARI4 [Micractinium conductrix]	KAI3438792.1 hypothetical protein D9Q98_001209 [Chlorella vulgaris]
OG0004761	PSC70105.1 DNA polymerase iota [Micractinium conductrix]	KAI3430355.1 hypothetical protein D9Q98_004950 [Chlorella vulgaris]
OG0004762	PSC69845.1 Phosphoenolpyruvate carboxylase family isoform 2 [Micractinium conductrix]	KAI3428432.1 hypothetical protein D9Q98_007259 [Chlorella vulgaris]
OG0004763	PSC69856.1 non-structural maintenance of chromosomes element 1-like protein [Micractinium conductrix]	KAI3428565.1 hypothetical protein D9Q98_007387 [Chlorella vulgaris]
OG0004764	PSC70037.1 carnitine dehydratase [Micractinium conductrix]	KAI3425200.1 hypothetical protein D9Q98_008969 [Chlorella vulgaris]
OG0004767	PSC73107.1 3-ketoacyl-thiolase peroxisomal [Micractinium conductrix]	KAI3434699.1 hypothetical protein D9Q98_002761 [Chlorella vulgaris]
OG0004768	PSC72987.1 glycolipid transfer [Micractinium conductrix]	KAI3434673.1 hypothetical protein D9Q98_002737 [Chlorella vulgaris]
OG0004769	PSC72988.1 Regulator of spindle pole body duplication [Micractinium conductrix]	KAI3434689.1 hypothetical protein D9Q98_002752 [Chlorella vulgaris]
OG0004771	PSC75575.1 Phosphatidate cytidylyltransferase [Micractinium conductrix]	KAI3428809.1 hypothetical protein D9Q98_007626 [Chlorella vulgaris]
OG0004772	PSC74452.1 50S ribosomal [Micractinium conductrix]	KAI3432766.1 hypothetical protein D9Q98_004306 [Chlorella vulgaris]
OG0004773	PSC70801.1 DNA topoisomerase I [Micractinium conductrix]	KAI3437933.1 hypothetical protein D9Q98_000377 [Chlorella vulgaris]
OG0004774	PSC71922.1 DNA replication ATP-dependent helicase dna2 [Micractinium conductrix]	KAI3438470.1 hypothetical protein D9Q98_000899 [Chlorella vulgaris]
OG0004775	PSC76633.1 Suppressor of fused _SUFU_ [Micractinium conductrix]	KAI3436141.1 hypothetical protein D9Q98_002198 [Chlorella vulgaris]
OG0004777	PSC71546.1 hypothetical protein C2E20_5043 [Micractinium conductrix]	KAI3428227.1 hypothetical protein D9Q98_006607 [Chlorella vulgaris]
OG0004778	PSC71452.1 hypothetical protein C2E20_5041 [Micractinium conductrix]	KAI3428229.1 hypothetical protein D9Q98_006609 [Chlorella vulgaris]
OG0004779	PSC76043.1 DNA-directed RNA polymerases IV and V subunit 9A [Micractinium conductrix]	KAI3436071.1 hypothetical protein D9Q98_002129 [Chlorella vulgaris]
OG0004780	PSC72778.1 39S ribosomal mitochondrial [Micractinium conductrix]	KAI3428201.1 hypothetical protein D9Q98_006581 [Chlorella vulgaris]
OG0004781	PSC72818.1 mediator of RNA polymerase II transcription subunit 27 [Micractinium conductrix]	KAI3428205.1 hypothetical protein D9Q98_006585 [Chlorella vulgaris]
OG0004782	PSC72865.1 GRAM domain-containing 1A [Micractinium conductrix]	KAI3428170.1 hypothetical protein D9Q98_006551 [Chlorella vulgaris]
OG0004783	PSC72922.1 putative plastid-lipid-associated chloroplastic isoform X1 [Micractinium conductrix]	KAI3428179.1 hypothetical protein D9Q98_006559 [Chlorella vulgaris]
OG0004784	PSC74201.1 kinesin K39 [Micractinium conductrix]	KAI3429757.1 hypothetical protein D9Q98_010070 [Chlorella vulgaris]
OG0004785	PSC70694.1 DUF602-domain-containing [Micractinium conductrix]	KAI3437916.1 hypothetical protein D9Q98_000361 [Chlorella vulgaris]
OG0004786	PSC68505.1 Mitochondrial calcium uniporter regulator 1 [Micractinium conductrix]	KAI3429890.1 hypothetical protein D9Q98_010201 [Chlorella vulgaris]
OG0004788	PSC69270.1 U1 small nuclear ribonucleo C-like [Micractinium conductrix]	KAI3431799.1 hypothetical protein D9Q98_010552 [Chlorella vulgaris]
OG0004789	PSC68532.1 hypothetical protein C2E20_7867 [Micractinium conductrix]	KAI3429882.1 hypothetical protein D9Q98_010193 [Chlorella vulgaris]
OG0004790	PSC73960.1 cleavage and polyadenylation specificity factor subunit 2 [Micractinium conductrix]	KAI3429809.1 hypothetical protein D9Q98_010122 [Chlorella vulgaris]
OG0004791	PSC68546.1 zinc finger CCHC domain-containing [Micractinium conductrix]	KAI3429829.1 hypothetical protein D9Q98_010142 [Chlorella vulgaris]
OG0004792	PSC72724.1 2-oxoglutarate and Fe_II_-dependent oxygenase superfamily isoform 1 [Micractinium conductrix]	KAI3436563.1 hypothetical protein D9Q98_005979 [Chlorella vulgaris]
OG0004793	PSC74313.1 coiled-coil domain-containing R3HCC1L [Micractinium conductrix]	KAI3432674.1 hypothetical protein D9Q98_004218 [Chlorella vulgaris]
OG0004795	PSC71387.1 PIN2 TERF1-interacting telomerase inhibitor 1 [Micractinium conductrix]	KAI3435872.1 hypothetical protein D9Q98_001930 [Chlorella vulgaris]
OG0004796	PSC74962.1 putative ethanolamine kinase [Micractinium conductrix]	KAI3425296.1 hypothetical protein D9Q98_009062 [Chlorella vulgaris]
OG0004797	PSC71337.1 1_4-dihydroxy-2-naphthoate octaprenyltransferase [Micractinium conductrix]	KAI3435843.1 hypothetical protein D9Q98_001901 [Chlorella vulgaris]
OG0004798	PSC69721.1 membrane-associated tyrosine-and threonine-specific cdc2-inhibitory kinase-like [Micractinium conductrix]	KAI3428377.1 hypothetical protein D9Q98_006757 [Chlorella vulgaris]
OG0004799	PSC76565.1 Molybdopterin synthase sulfur carrier subunit [Micractinium conductrix]	KAI3438433.1 hypothetical protein D9Q98_000864 [Chlorella vulgaris]
OG0004801	PSC74357.1 Focal adhesion kinase 1 [Micractinium conductrix]	KAI3425783.1 hypothetical protein D9Q98_007758 [Chlorella vulgaris]
OG0004803	PSC68366.1 Nucleolar and coiled-body phospho 1 [Micractinium conductrix]	KAI3435841.1 hypothetical protein D9Q98_001899 [Chlorella vulgaris]
OG0004804	PSC74055.1 transcription termination factor family [Micractinium conductrix]	KAI3429720.1 hypothetical protein D9Q98_010036 [Chlorella vulgaris]
OG0004805	PSC71383.1 hypothetical protein C2E20_5334 [Micractinium conductrix]	KAI3435926.1 hypothetical protein D9Q98_001984 [Chlorella vulgaris]
OG0004807	PSC74463.1 Smr domain-containing protein [Micractinium conductrix]	KAI3434848.1 hypothetical protein D9Q98_002902 [Chlorella vulgaris]
OG0004808	PSC69746.1 50S ribosomal L18 [Micractinium conductrix]	KAI3428366.1 hypothetical protein D9Q98_006746 [Chlorella vulgaris]
OG0004810	PSC76631.1 O-glucosyltransferase 1-like [Micractinium conductrix]	KAI3424060.1 hypothetical protein D9Q98_009423 [Chlorella vulgaris]
OG0004811	PSC73144.1 fork head transcription factor 1-like isoform X2 [Micractinium conductrix]	KAI3434776.1 hypothetical protein D9Q98_002836 [Chlorella vulgaris]
OG0004812	PSC67428.1 phosphatidate cytidylyltransferase [Micractinium conductrix]	KAI3434994.1 hypothetical protein D9Q98_003046 [Chlorella vulgaris]
OG0004813	PSC72643.1 Ribosomal RNA processing 1 B [Micractinium conductrix]	KAI3435489.1 hypothetical protein D9Q98_001555 [Chlorella vulgaris]
OG0004814	PSC67319.1 signal recognition particle 43 kDa chloroplastic [Micractinium conductrix]	KAI3424701.1 hypothetical protein D9Q98_008091 [Chlorella vulgaris]
OG0004815	PSC70235.1 round spermatid basic 1-like [Micractinium conductrix]	KAI3430215.1 hypothetical protein D9Q98_004813 [Chlorella vulgaris]
OG0004816	PSC76047.1 ATP synthase subunit mitochondrial [Micractinium conductrix]	KAI3438434.1 hypothetical protein D9Q98_000865 [Chlorella vulgaris]
OG0004817	PSC75771.1 Serine threonine-phosphatase 5 [Micractinium conductrix]	KAI3428671.1 hypothetical protein D9Q98_007494 [Chlorella vulgaris]
OG0004818	PSC75300.1 Programmed cell death 2 [Micractinium conductrix]	KAI3428688.1 hypothetical protein D9Q98_007511 [Chlorella vulgaris]
OG0004819	PSC70279.1 UPF0565 C2orf69-like protein isoform A [Micractinium conductrix], PSC70278.1 UPF0565 C2orf69-like protein isoform B [Micractinium conductrix]	KAI3426083.1 hypothetical protein D9Q98_008051 [Chlorella vulgaris]
OG0004820	PSC72259.1 haloacid dehalogenase-like hydrolase _HAD_ superfamily [Micractinium conductrix]	KAI3438280.1 hypothetical protein D9Q98_000715 [Chlorella vulgaris]
OG0004821	PSC68015.1 ribosomal L30 family [Micractinium conductrix]	KAI3426493.1 hypothetical protein D9Q98_008859 [Chlorella vulgaris]
OG0004822	PSC73645.1 GTP cyclohydrolase I [Micractinium conductrix]	KAI3424840.1 hypothetical protein D9Q98_008226 [Chlorella vulgaris]
OG0004823	PSC73724.1 Chlorophyll a-b binding chloroplastic [Micractinium conductrix]	KAI3424799.1 hypothetical protein D9Q98_008185 [Chlorella vulgaris]
OG0004824	PSC73872.1 Fe-S assembly co-chaperone [Micractinium conductrix]	KAI3424842.1 hypothetical protein D9Q98_008228 [Chlorella vulgaris]
OG0004826	PSC73625.1 FAM98A [Micractinium conductrix]	KAI3424779.1 hypothetical protein D9Q98_008167 [Chlorella vulgaris]
OG0004827	PSC70389.1 lysine methyltransferase METTL21D isoform X1 [Micractinium conductrix]	KAI3426281.1 hypothetical protein D9Q98_008654 [Chlorella vulgaris]
OG0004829	PSC73639.1 hypothetical protein C2E20_3039 [Micractinium conductrix]	KAI3424817.1 hypothetical protein D9Q98_008203 [Chlorella vulgaris]
OG0004830	PSC75704.1 RIB43A-like with coiled-coils 1 isoform X2 [Micractinium conductrix]	KAI3438671.1 hypothetical protein D9Q98_001092 [Chlorella vulgaris]
OG0004831	PSC73673.1 autophagy-related 16 [Micractinium conductrix]	KAI3424821.1 hypothetical protein D9Q98_008207 [Chlorella vulgaris]
OG0004832	PSC73611.1 post-GPI attachment to s factor 3-like [Micractinium conductrix]	KAI3424838.1 hypothetical protein D9Q98_008224 [Chlorella vulgaris]
OG0004833	PSC75450.1 molecular chaperone [Micractinium conductrix]	KAI3438667.1 hypothetical protein D9Q98_001088 [Chlorella vulgaris]
OG0004834	PSC75091.1 SAM-dependent methyltransferase [Micractinium conductrix]	KAI3425255.1 hypothetical protein D9Q98_009023 [Chlorella vulgaris]
OG0004835	PSC73362.1 hypothetical protein C2E20_3245 [Micractinium conductrix]	KAI3432640.1 hypothetical protein D9Q98_004186 [Chlorella vulgaris]
OG0004836	PSC71484.1 COBW domain-containing 1-like [Micractinium conductrix]	KAI3436787.1 hypothetical protein D9Q98_006198 [Chlorella vulgaris]
OG0004837	PSC70093.1 hypothetical protein C2E20_6530 [Micractinium conductrix], PSC69981.1 hypothetical protein C2E20_6533 [Micractinium conductrix]	KAI3425204.1 hypothetical protein D9Q98_008972 [Chlorella vulgaris]
OG0004838	PSC67376.1 54S ribosomal mitochondrial [Micractinium conductrix]	KAI3425285.1 hypothetical protein D9Q98_009052 [Chlorella vulgaris]
OG0004839	PSC70509.1 signal recognition particle subunit SRP72 [Micractinium conductrix]	KAI3426329.1 hypothetical protein D9Q98_008702 [Chlorella vulgaris]
OG0004840	PSC68825.1 putative GTPase activation [Micractinium conductrix]	KAI3433665.1 hypothetical protein D9Q98_003474 [Chlorella vulgaris]
OG0004841	PSC70829.1 Golgin candidate 5 [Micractinium conductrix]	KAI3426407.1 hypothetical protein D9Q98_008777 [Chlorella vulgaris]
OG0004842	PSC71417.1 Yip1 domain-containing [Micractinium conductrix]	KAI3435959.1 hypothetical protein D9Q98_002017 [Chlorella vulgaris]
OG0004843	PSC71379.1 monothiol glutaredoxin-mitochondrial-like [Micractinium conductrix]	KAI3430654.1 hypothetical protein D9Q98_005246 [Chlorella vulgaris]
OG0004844	PSC75081.1 arginine decarboxylase [Micractinium conductrix]	KAI3425248.1 hypothetical protein D9Q98_009016 [Chlorella vulgaris]
OG0004845	PSC70663.1 histone-like transcription factor [Micractinium conductrix]	KAI3437875.1 hypothetical protein D9Q98_000321 [Chlorella vulgaris]
OG0004847	PSC74820.1 30S ribosomal S16 [Micractinium conductrix]	KAI3429275.1 hypothetical protein D9Q98_005371 [Chlorella vulgaris]
OG0004848	PSC67345.1 CAX-interacting 4 [Micractinium conductrix]	KAI3429251.1 hypothetical protein D9Q98_005348 [Chlorella vulgaris]
OG0004851	PSC68148.1 NAD dependent epimerase dehydratase family [Micractinium conductrix]	KAI3429396.1 hypothetical protein D9Q98_005491 [Chlorella vulgaris]
OG0004854	PSC72365.1 G patch domain-containing 4 [Micractinium conductrix]	KAI3428058.1 hypothetical protein D9Q98_006443 [Chlorella vulgaris]
OG0004856	PSC68435.1 methionine synthase reductase [Micractinium conductrix]	KAI3429341.1 hypothetical protein D9Q98_005436 [Chlorella vulgaris]
OG0004858	PSC68348.1 rhodanese-like domain-containing chloroplastic [Micractinium conductrix]	KAI3435814.1 hypothetical protein D9Q98_001872 [Chlorella vulgaris]
OG0004859	PSC70584.1 hypothetical protein C2E20_6073 [Micractinium conductrix], PSC70585.1 hypothetical protein C2E20_6073 [Micractinium conductrix]	KAI3424194.1 hypothetical protein D9Q98_009550 [Chlorella vulgaris]
OG0004860	PSC68145.1 Nucleoporin Ndc1-Nup isoform A [Micractinium conductrix], PSC68144.1 Nucleoporin Ndc1-Nup isoform B [Micractinium conductrix]	KAI3429377.1 hypothetical protein D9Q98_005472 [Chlorella vulgaris]
OG0004861	PSC68888.1 CDT1 chloroplastic [Micractinium conductrix]	KAI3433690.1 hypothetical protein D9Q98_003499 [Chlorella vulgaris]
OG0004862	PSC68157.1 pentatricopeptide repeat-containing protein [Micractinium conductrix]	KAI3429375.1 hypothetical protein D9Q98_005470 [Chlorella vulgaris]
OG0004863	PSC67234.1 formin 6 [Micractinium conductrix]	KAI3433798.1 hypothetical protein D9Q98_003602 [Chlorella vulgaris]
OG0004865	PSC68587.1 Thioredoxin-like 3-3 isoform A [Micractinium conductrix], PSC68588.1 Thioredoxin-like 3-3 isoform B [Micractinium conductrix]	KAI3433925.1 hypothetical protein D9Q98_003727 [Chlorella vulgaris]
OG0004866	PSC68577.1 DNA damage-inducible 1 [Micractinium conductrix]	KAI3433961.1 hypothetical protein D9Q98_003763 [Chlorella vulgaris]
OG0004867	PSC67845.1 hypothetical protein C2E20_8514 [Micractinium conductrix]	KAI3438630.1 hypothetical protein D9Q98_001052 [Chlorella vulgaris]
OG0004869	PSC70335.1 hypothetical protein C2E20_6248 [Micractinium conductrix]	KAI3426385.1 hypothetical protein D9Q98_008756 [Chlorella vulgaris]
OG0004870	PSC67881.1 prolyl endopeptidase-like [Micractinium conductrix]	KAI3438624.1 hypothetical protein D9Q98_001046 [Chlorella vulgaris]
OG0004871	PSC76034.1 putative pyridoxal 5 -phosphate synthase subunit PDX2 [Micractinium conductrix]	KAI3434853.1 hypothetical protein D9Q98_002907 [Chlorella vulgaris]
OG0004874	PSC75447.1 prefoldin subunit 5 [Micractinium conductrix]	KAI3428698.1 hypothetical protein D9Q98_007522 [Chlorella vulgaris]
OG0004876	PSC74891.1 DNA repair RAD51-like protein 4 isoform X2 [Micractinium conductrix]	KAI3429497.1 hypothetical protein D9Q98_005586 [Chlorella vulgaris]
OG0004877	PSC68583.1 subunit of the chloroplast cytochrome b6f complex [Micractinium conductrix]	KAI3424880.1 hypothetical protein D9Q98_008264 [Chlorella vulgaris]
OG0004878	PSC76541.1 membrane magnesium transporter [Micractinium conductrix]	KAI3434917.1 hypothetical protein D9Q98_002971 [Chlorella vulgaris]
OG0004879	PSC75476.1 transducin WD-like repeat [Micractinium conductrix]	KAI3426911.1 hypothetical protein D9Q98_006855 [Chlorella vulgaris]
OG0004880	PSC70886.1 small GTP-binding [Micractinium conductrix]	KAI3436344.1 hypothetical protein D9Q98_002397 [Chlorella vulgaris]
OG0004881	PSC68703.1 flagellar associated [Micractinium conductrix]	KAI3423837.1 hypothetical protein D9Q98_009673 [Chlorella vulgaris]
OG0004882	PSC76788.1 Tryptophan-tRNA ligase [Micractinium conductrix]	KAI3433296.1 hypothetical protein D9Q98_003115 [Chlorella vulgaris]
OG0004883	PSC76115.1 root UVB sensitive 3 [Micractinium conductrix]	KAI3423905.1 hypothetical protein D9Q98_009739 [Chlorella vulgaris]
OG0004885	PSC76182.1 amidohydrolase isoform X1 [Micractinium conductrix]	KAI3433326.1 hypothetical protein D9Q98_003144 [Chlorella vulgaris]
OG0004886	PSC74699.1 phytoene synthase [Micractinium conductrix]	KAI3434466.1 hypothetical protein D9Q98_002543 [Chlorella vulgaris]
OG0004887	PSC74718.1 threonine-tRNA ligase [Micractinium conductrix]	KAI3434559.1 hypothetical protein D9Q98_002632 [Chlorella vulgaris]
OG0004888	PSC71948.1 peptidase C69 [Micractinium conductrix]	KAI3438712.1 hypothetical protein D9Q98_001132 [Chlorella vulgaris]
OG0004889	PSC73116.1 pyruvate phosphate dikinase [Micractinium conductrix]	KAI3430449.1 hypothetical protein D9Q98_005044 [Chlorella vulgaris]
OG0004890	PSC70283.1 Kinesin-related 11 [Micractinium conductrix]	KAI3426011.1 hypothetical protein D9Q98_007979 [Chlorella vulgaris]
OG0004891	PSC74725.1 hypothetical protein C2E20_2374 [Micractinium conductrix]	KAI3432260.1 hypothetical protein D9Q98_003820 [Chlorella vulgaris], KAI3432259.1 hypothetical protein D9Q98_003820 [Chlorella vulgaris], KAI3424447.1 hypothetical protein D9Q98_009999 [Chlorella vulgaris]
OG0004892	PSC72961.1 hypothetical protein C2E20_3641 [Micractinium conductrix]	KAI3434790.1 hypothetical protein D9Q98_002848 [Chlorella vulgaris]
OG0004893	PSC76834.1 trans-2-enoyl-mitochondrial isoform X1 [Micractinium conductrix]	KAI3427035.1 hypothetical protein D9Q98_006976 [Chlorella vulgaris], KAI3427062.1 hypothetical protein D9Q98_007002 [Chlorella vulgaris]
OG0004895	PSC70576.1 SUMO-activating enzyme subunit 2 [Micractinium conductrix]	KAI3427223.1 hypothetical protein D9Q98_007158 [Chlorella vulgaris]
OG0004896	PSC75347.1 elongation factor Ts [Micractinium conductrix]	KAI3439068.1 hypothetical protein D9Q98_001478 [Chlorella vulgaris]
OG0004897	PSC69540.1 Callose synthase 5 [Micractinium conductrix]	KAI3437770.1 hypothetical protein D9Q98_000217 [Chlorella vulgaris]
OG0004898	PSC68278.1 epsilon tubulin [Micractinium conductrix]	KAI3427926.1 hypothetical protein D9Q98_006318 [Chlorella vulgaris], KAI3425260.1 hypothetical protein D9Q98_009028 [Chlorella vulgaris]
OG0004899	PSC73383.1 ATP-dependent protease subunit [Micractinium conductrix]	KAI3432811.1 hypothetical protein D9Q98_010394 [Chlorella vulgaris]
OG0004900	PSC73502.1 cytochrome b-c1 complex subunit Rieske-mitochondrial-like [Micractinium conductrix]	KAI3432270.1 hypothetical protein D9Q98_003830 [Chlorella vulgaris]
OG0004902	PSC68412.1 NADH-cytochrome b5 reductase 1 isoform A [Micractinium conductrix], PSC68413.1 NADH-cytochrome b5 reductase 1 isoform B [Micractinium conductrix]	KAI3427429.1 hypothetical protein D9Q98_010344 [Chlorella vulgaris]
OG0004903	PSC72985.1 acyl-dehydrogenase [Micractinium conductrix]	KAI3430470.1 hypothetical protein D9Q98_005065 [Chlorella vulgaris]
OG0004904	PSC70893.1 hypothetical protein C2E20_5639 [Micractinium conductrix], PSC70892.1 hypothetical protein C2E20_5639 [Micractinium conductrix]	KAI3426474.1 hypothetical protein D9Q98_008840 [Chlorella vulgaris], KAI3426473.1 hypothetical protein D9Q98_008840 [Chlorella vulgaris]
OG0004906	PSC71123.1 Chlorophyll a-b binding chloroplastic [Micractinium conductrix]	KAI3438026.1 hypothetical protein D9Q98_000469 [Chlorella vulgaris], KAI3438023.1 hypothetical protein D9Q98_000466 [Chlorella vulgaris]
