Orthogroup	Micractinium_SAG24180	Chlorella_VariabilisNC64A
OG0005868	PSC71282.1 sugar transport [Micractinium conductrix]	XP_005846267.1 hypothetical protein CHLNCDRAFT_135585 [Chlorella variabilis]
OG0005869	PSC71097.1 Tetratricopeptide-like helical [Micractinium conductrix]	XP_005842815.1 hypothetical protein CHLNCDRAFT_142573 [Chlorella variabilis]
OG0005871	PSC68429.1 hypothetical protein C2E20_7952 [Micractinium conductrix]	XP_005851709.1 hypothetical protein CHLNCDRAFT_133024 [Chlorella variabilis]
OG0005874	PSC67242.1 hypothetical protein C2E20_9078 [Micractinium conductrix], PSC68150.1 B12D [Micractinium conductrix]	XP_005851726.1 hypothetical protein CHLNCDRAFT_133067 [Chlorella variabilis]
OG0005875	PSC68531.1 hypothetical protein C2E20_7866 [Micractinium conductrix]	XP_005851965.1 hypothetical protein CHLNCDRAFT_49731 [Chlorella variabilis]
OG0005877	PSC67567.1 hypothetical protein C2E20_8780 [Micractinium conductrix]	XP_005852198.1 hypothetical protein CHLNCDRAFT_49587 [Chlorella variabilis]
OG0005878	PSC75029.1 hypothetical protein C2E20_1867 [Micractinium conductrix]	XP_005851671.1 hypothetical protein CHLNCDRAFT_132907 [Chlorella variabilis]
OG0005880	PSC74102.1 sirohydrochlorin ferrochelatase [Micractinium conductrix]	XP_005851931.1 hypothetical protein CHLNCDRAFT_133580 [Chlorella variabilis]
OG0005881	PSC67554.1 hypothetical protein C2E20_8786 [Micractinium conductrix]	XP_005852205.1 hypothetical protein CHLNCDRAFT_133431 [Chlorella variabilis]
OG0005883	PSC75905.1 phosphatidylinositolN-acetylglucosaminyltran sfe ra sesubunit c [Micractinium conductrix]	XP_005848744.1 hypothetical protein CHLNCDRAFT_144445 [Chlorella variabilis]
OG0005884	PSC68469.1 putative signal peptidase complex subunit 1 [Micractinium conductrix]	XP_005852038.1 hypothetical protein CHLNCDRAFT_15382_ partial [Chlorella variabilis]
OG0005887	PSC74115.1 formation of crista junctions 1 isoform X1 [Micractinium conductrix]	XP_005845695.1 hypothetical protein CHLNCDRAFT_136812 [Chlorella variabilis]
OG0005888	PSC75592.1 kelch domain-containing isoform B [Micractinium conductrix], PSC75591.1 kelch domain-containing isoform A [Micractinium conductrix]	XP_005844295.1 hypothetical protein CHLNCDRAFT_54714 [Chlorella variabilis]
OG0005889	PSC74670.1 high-light-induced chloroplastic [Micractinium conductrix]	XP_005843118.1 hypothetical protein CHLNCDRAFT_28458_ partial [Chlorella variabilis]
OG0005890	PSC74859.1 activator of 90 kDa heat shock ATPase-like protein 1 [Micractinium conductrix]	XP_005849293.1 hypothetical protein CHLNCDRAFT_143600 [Chlorella variabilis]
OG0005891	PSC70578.1 signal peptide-containing [Micractinium conductrix]	XP_005845529.1 hypothetical protein CHLNCDRAFT_136648 [Chlorella variabilis]
OG0005892	PSC74134.1 Tryptophan synthase alpha chain [Micractinium conductrix]	XP_005845707.1 hypothetical protein CHLNCDRAFT_136842 [Chlorella variabilis], XP_005845603.1 hypothetical protein CHLNCDRAFT_136833 [Chlorella variabilis], XP_005845701.1 hypothetical protein CHLNCDRAFT_136826 [Chlorella variabilis]
OG0005893	PSC69808.1 glucose-6-phosphate isomerase [Micractinium conductrix]	XP_005843313.1 expressed protein [Chlorella variabilis]
OG0005894	PSC73252.1 serine threonine-phosphatase 6 regulatory subunit 3-like isoform X1 [Micractinium conductrix]	XP_005844221.1 expressed protein [Chlorella variabilis]
OG0005895	PSC74133.1 E3 ubiquitin-ligase MARCH8 isoform X1 [Micractinium conductrix]	XP_005845548.1 hypothetical protein CHLNCDRAFT_136697 [Chlorella variabilis]
OG0005896	PSC74297.1 serine threonine kinase [Micractinium conductrix]	XP_005842848.1 hypothetical protein CHLNCDRAFT_142565 [Chlorella variabilis]
OG0005899	PSC73985.1 mycophenolic acid acyl-glucuronide mitochondrial [Micractinium conductrix]	XP_005845600.1 hypothetical protein CHLNCDRAFT_136821 [Chlorella variabilis]
OG0005900	PSC74687.1 NEDD4-binding 2 isoform B [Micractinium conductrix], PSC74688.1 NEDD4-binding 2 isoform A [Micractinium conductrix]	XP_005843599.1 hypothetical protein CHLNCDRAFT_140171 [Chlorella variabilis]
OG0005901	PSC69282.1 Amino acid permease 2 isoform A [Micractinium conductrix], PSC69281.1 Amino acid permease 2 isoform C [Micractinium conductrix], PSC69279.1 Amino acid permease 2 isoform D [Micractinium conductrix], PSC69280.1 Amino acid permease 2 isoform B [Micractinium conductrix]	XP_005842742.1 hypothetical protein CHLNCDRAFT_59479 [Chlorella variabilis], XP_005844093.1 hypothetical protein CHLNCDRAFT_37093 [Chlorella variabilis]
OG0005904	PSC76408.1 hypothetical protein C2E20_0054 [Micractinium conductrix]	XP_005843384.1 hypothetical protein CHLNCDRAFT_28208_ partial [Chlorella variabilis]
OG0005905	PSC73163.1 Flagellin N-methylase [Micractinium conductrix]	XP_005843416.1 hypothetical protein CHLNCDRAFT_141281 [Chlorella variabilis]
OG0005906	PSC75894.1 putative ATP-dependent RNA helicase YTHDC2 isoform B [Micractinium conductrix], PSC75893.1 putative ATP-dependent RNA helicase YTHDC2 isoform A [Micractinium conductrix]	XP_005843433.1 hypothetical protein CHLNCDRAFT_59260 [Chlorella variabilis]
OG0005907	PSC74449.1 nucleotide-binding oligomerization domain-containing 1 [Micractinium conductrix]	XP_005843732.1 hypothetical protein CHLNCDRAFT_140055 [Chlorella variabilis]
OG0005908	PSC71414.1 hypothetical protein C2E20_5305 [Micractinium conductrix]	XP_005844029.1 expressed protein [Chlorella variabilis], XP_005844027.1 expressed protein [Chlorella variabilis]
OG0005909	PSC71334.1 Golgi to ER traffic 4-like protein [Micractinium conductrix]	XP_005844030.1 hypothetical protein CHLNCDRAFT_139579 [Chlorella variabilis]
OG0005910	PSC70810.1 Viral IAP-associated factor [Micractinium conductrix]	XP_005844050.1 hypothetical protein CHLNCDRAFT_139613 [Chlorella variabilis]
OG0005912	PSC71714.1 high-affinity nitrate transporter -like [Micractinium conductrix]	XP_005844714.1 hypothetical protein CHLNCDRAFT_138676 [Chlorella variabilis]
OG0005913	PSC71718.1 thioredoxin-like chloroplastic [Micractinium conductrix]	XP_005844786.1 hypothetical protein CHLNCDRAFT_138664 [Chlorella variabilis]
OG0005914	PSC73656.1 60S ribosomal L28-1 [Micractinium conductrix]	XP_005845088.1 hypothetical protein CHLNCDRAFT_54075 [Chlorella variabilis]
OG0005916	PSC75714.1 rolling stone [Micractinium conductrix]	XP_005845645.1 hypothetical protein CHLNCDRAFT_136672 [Chlorella variabilis]
OG0005917	PSC70033.1 traB domain-containing isoform X1 [Micractinium conductrix]	XP_005845809.1 hypothetical protein CHLNCDRAFT_58486 [Chlorella variabilis]
OG0005918	PSC71976.1 pentatricopeptide repeat-containing protein [Micractinium conductrix]	XP_005846029.1 hypothetical protein CHLNCDRAFT_58391 [Chlorella variabilis]
OG0005920	PSC68123.1 serine threonine kinase [Micractinium conductrix]	XP_005848130.1 hypothetical protein CHLNCDRAFT_22745_ partial [Chlorella variabilis], XP_005846742.1 hypothetical protein CHLNCDRAFT_52953 [Chlorella variabilis]
OG0005921	PSC71162.1 class III RPD3 type histone deacetylase [Micractinium conductrix]	XP_005847004.1 hypothetical protein CHLNCDRAFT_23994_ partial [Chlorella variabilis]
OG0005922	PSC75309.1 peptidase S9 [Micractinium conductrix]	XP_005847237.1 hypothetical protein CHLNCDRAFT_134203 [Chlorella variabilis]
OG0005923	PSC69846.1 Mitochondrial import inner membrane translocase subunit Tim21 [Micractinium conductrix]	XP_005850095.1 hypothetical protein CHLNCDRAFT_142157 [Chlorella variabilis], XP_005850094.1 hypothetical protein CHLNCDRAFT_142156 [Chlorella variabilis], XP_005847341.1 hypothetical protein CHLNCDRAFT_52642 [Chlorella variabilis]
OG0005924	PSC75408.1 Cytochrome c oxidase assembly COX15 [Micractinium conductrix]	XP_005847402.1 hypothetical protein CHLNCDRAFT_134256 [Chlorella variabilis]
OG0005925	PSC69877.1 hypothetical protein C2E20_6682 [Micractinium conductrix]	XP_005847528.1 hypothetical protein CHLNCDRAFT_134590 [Chlorella variabilis]
OG0005926	PSC69408.1 Ubiquitin-conjugating enzyme E2 E1 [Micractinium conductrix]	XP_005847659.1 hypothetical protein CHLNCDRAFT_48816 [Chlorella variabilis]
OG0005929	PSC74898.1 glycosyl transferase [Micractinium conductrix]	XP_005848176.1 hypothetical protein CHLNCDRAFT_145574 [Chlorella variabilis]
OG0005930	PSC73415.1 B3 domain-containing protein [Micractinium conductrix]	XP_005848227.1 hypothetical protein CHLNCDRAFT_144743 [Chlorella variabilis]
OG0005931	PSC70455.1 pyridoxal kinase [Micractinium conductrix]	XP_005848298.1 hypothetical protein CHLNCDRAFT_56126 [Chlorella variabilis]
OG0005932	PSC70394.1 alkyl hydroperoxide reductase [Micractinium conductrix]	XP_005848498.1 hypothetical protein CHLNCDRAFT_22310 [Chlorella variabilis]
OG0005933	PSC67797.1 sufE chloroplastic mitochondrial [Micractinium conductrix]	XP_005848548.1 hypothetical protein CHLNCDRAFT_48758 [Chlorella variabilis]
OG0005935	PSC73524.1 glycosyl transferase [Micractinium conductrix], PSC76588.1 glycosyl transferase [Micractinium conductrix]	XP_005849548.1 hypothetical protein CHLNCDRAFT_142925 [Chlorella variabilis]
OG0005937	PSC75966.1 peptidyl-prolyl cis-trans cyclophilin-type [Micractinium conductrix]	XP_005850078.1 hypothetical protein CHLNCDRAFT_142122 [Chlorella variabilis], XP_005852312.1 hypothetical protein CHLNCDRAFT_143371 [Chlorella variabilis]
OG0005938	PSC75950.1 prenylcysteine oxidase 1 [Micractinium conductrix]	XP_005850217.1 hypothetical protein CHLNCDRAFT_142455 [Chlorella variabilis]
OG0005942	PSC69253.1 20S proteasome subunit beta 4 isoform B [Micractinium conductrix], PSC69252.1 20S proteasome subunit beta 4 isoform A [Micractinium conductrix]	XP_005851007.1 hypothetical protein CHLNCDRAFT_50446 [Chlorella variabilis], XP_005851008.1 hypothetical protein CHLNCDRAFT_140847 [Chlorella variabilis]
OG0005943	PSC75669.1 TPR repeat-containing [Micractinium conductrix]	XP_005851065.1 hypothetical protein CHLNCDRAFT_56644 [Chlorella variabilis]
OG0005944	PSC67578.1 hypothetical protein C2E20_8756 [Micractinium conductrix], PSC73237.1 hypothetical protein C2E20_3344 [Micractinium conductrix], PSC73244.1 hypothetical protein C2E20_3339 [Micractinium conductrix], PSC73224.1 hypothetical protein C2E20_3435 [Micractinium conductrix]	XP_005851214.1 hypothetical protein CHLNCDRAFT_49951 [Chlorella variabilis]
OG0005945	PSC73735.1 Rhomboid protease [Micractinium conductrix]	XP_005851257.1 hypothetical protein CHLNCDRAFT_138007 [Chlorella variabilis]
OG0005946	PSC67343.1 adenylate and guanylate cyclase catalytic domain-containing isoform B [Micractinium conductrix]	XP_005851658.1 expressed protein [Chlorella variabilis]
OG0005998	PSC76554.1 MFS general substrate transporter [Micractinium conductrix]	XP_005851601.1 hypothetical protein CHLNCDRAFT_138130 [Chlorella variabilis]
OG0005999	PSC68747.1 serine threonine-kinase SRK2H-like [Micractinium conductrix]	XP_005843844.1 hypothetical protein CHLNCDRAFT_59084 [Chlorella variabilis]
OG0006000	PSC74311.1 glycosyl hydrolase [Micractinium conductrix]	XP_005845618.1 expressed protein [Chlorella variabilis]
OG0006005	PSC74570.1 hypothetical protein C2E20_2336 [Micractinium conductrix]	XP_005842842.1 hypothetical protein CHLNCDRAFT_142552 [Chlorella variabilis]
OG0006006	PSC70885.1 hypothetical protein C2E20_5744 [Micractinium conductrix]	XP_005847270.1 hypothetical protein CHLNCDRAFT_57951 [Chlorella variabilis]
OG0006008	PSC75727.1 structural constituent of cell wall [Micractinium conductrix]	XP_005849501.1 hypothetical protein CHLNCDRAFT_142823 [Chlorella variabilis]
OG0006013	PSC67348.1 ATP_cob_I_alamin adenosyltransferase [Micractinium conductrix]	XP_005851661.1 hypothetical protein CHLNCDRAFT_49309 [Chlorella variabilis]
OG0006015	PSC75860.1 hypothetical protein C2E20_1228 [Micractinium conductrix]	XP_005849690.1 hypothetical protein CHLNCDRAFT_143273 [Chlorella variabilis]
OG0006016	PSC68843.1 hypothetical protein C2E20_7614 [Micractinium conductrix]	XP_005851489.1 hypothetical protein CHLNCDRAFT_137871 [Chlorella variabilis]
OG0006018	PSC67134.1 hypothetical protein C2E20_9175 [Micractinium conductrix]	XP_005847984.1 hypothetical protein CHLNCDRAFT_57776 [Chlorella variabilis]
OG0006020	PSC73041.1 3-ketoacyl-thiolase peroxisomal [Micractinium conductrix]	XP_005843334.1 hypothetical protein CHLNCDRAFT_141243 [Chlorella variabilis]
OG0006021	PSC74437.1 hypothetical protein C2E20_2482 [Micractinium conductrix]	XP_005843692.1 hypothetical protein CHLNCDRAFT_140110 [Chlorella variabilis]
OG0006022	PSC69126.1 hypothetical protein C2E20_7318 [Micractinium conductrix]	XP_005849424.1 hypothetical protein CHLNCDRAFT_51430 [Chlorella variabilis]
OG0006023	PSC68486.1 glycosyltransferase family 92 [Micractinium conductrix]	XP_005851688.1 hypothetical protein CHLNCDRAFT_132962 [Chlorella variabilis]
OG0006025	PSC76881.1 major facilitator superfamily domain-containing 8-like [Micractinium conductrix]	XP_005844073.1 hypothetical protein CHLNCDRAFT_139467 [Chlorella variabilis]
OG0006026	PSC69332.1 Far upstream element-binding 2 [Micractinium conductrix]	XP_005847819.1 hypothetical protein CHLNCDRAFT_57876 [Chlorella variabilis]
OG0006029	PSC69565.1 ubiquinol-cytochrome c reductase subunit 9 [Micractinium conductrix]	XP_005847933.1 hypothetical protein CHLNCDRAFT_23025_ partial [Chlorella variabilis]
OG0006030	PSC76234.1 Pyruvate phosphate dikinase_PEP pyruvate-binding [Micractinium conductrix]	XP_005849909.1 expressed protein [Chlorella variabilis]
OG0006031	PSC75424.1 hypothetical protein C2E20_1600 [Micractinium conductrix]	XP_005851061.1 hypothetical protein CHLNCDRAFT_137547 [Chlorella variabilis]
OG0006040	PSC74373.1 NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 1 [Micractinium conductrix]	XP_005843868.1 hypothetical protein CHLNCDRAFT_139713 [Chlorella variabilis]
OG0006041	PSC73447.1 polyadenylate-binding 1 [Micractinium conductrix]	XP_005843818.1 hypothetical protein CHLNCDRAFT_139878 [Chlorella variabilis]
OG0006043	PSC72164.1 hypothetical protein C2E20_4447 [Micractinium conductrix]	XP_005847060.1 hypothetical protein CHLNCDRAFT_134725 [Chlorella variabilis]
OG0006046	PSC73105.1 cytochrome c oxidase assembly mitochondrial [Micractinium conductrix]	XP_005849331.1 hypothetical protein CHLNCDRAFT_143713 [Chlorella variabilis]
OG0006047	PSC67593.1 sodium channel type 4 subunit alpha isoform X2 [Micractinium conductrix]	XP_005844985.1 expressed protein [Chlorella variabilis]
OG0006048	PSC71623.1 Transmembrane adaptor Erv26 [Micractinium conductrix]	XP_005850393.1 hypothetical protein CHLNCDRAFT_142271 [Chlorella variabilis]
OG0006049	PSC69298.1 actin-binding FH2 _formin-like_ [Micractinium conductrix]	XP_005844931.1 hypothetical protein CHLNCDRAFT_138268 [Chlorella variabilis]
OG0006053	PSC73462.1 glutamyl-tRNA_Gln_ amidotransferase subunit chloroplastic mitochondrial [Micractinium conductrix]	XP_005844256.1 hypothetical protein CHLNCDRAFT_15467_ partial [Chlorella variabilis]
OG0006054	PSC69926.1 1 domain-containing [Micractinium conductrix]	XP_005847523.1 hypothetical protein CHLNCDRAFT_134567 [Chlorella variabilis]
OG0006056	PSC74550.1 hypothetical protein C2E20_2088 [Micractinium conductrix]	XP_005850585.1 hypothetical protein CHLNCDRAFT_140505 [Chlorella variabilis]
OG0006058	PSC69082.1 rho GTPase-activating 4 isoform X2 [Micractinium conductrix]	XP_005850745.1 hypothetical protein CHLNCDRAFT_140889 [Chlorella variabilis]
OG0006059	PSC69310.1 myosin-13 isoform X2 [Micractinium conductrix]	XP_005846288.1 expressed protein [Chlorella variabilis]
OG0006060	PSC74359.1 sec-independent translocase [Micractinium conductrix]	XP_005843737.1 hypothetical protein CHLNCDRAFT_55034 [Chlorella variabilis]
OG0006061	PSC74651.1 oxysterol-binding -related 8 isoform X6 [Micractinium conductrix]	XP_005843689.1 hypothetical protein CHLNCDRAFT_140100 [Chlorella variabilis]
OG0006065	PSC69372.1 dnaJ-like protein subfamily B member 13-like [Micractinium conductrix]	XP_005852180.1 hypothetical protein CHLNCDRAFT_133379 [Chlorella variabilis]
OG0006068	PSC70322.1 Rieske domain-containing [Micractinium conductrix]	XP_005848450.1 hypothetical protein CHLNCDRAFT_144824 [Chlorella variabilis]
OG0006069	PSC69794.1 hypothetical protein C2E20_6708 [Micractinium conductrix]	XP_005849006.1 hypothetical protein CHLNCDRAFT_144580 [Chlorella variabilis]
OG0006072	PSC70695.1 hypothetical protein C2E20_5810 [Micractinium conductrix]	XP_005842928.1 hypothetical protein CHLNCDRAFT_28621 [Chlorella variabilis]
OG0006073	PSC70662.1 Cobalt-zinc-cadmium resistance [Micractinium conductrix]	XP_005842957.1 hypothetical protein CHLNCDRAFT_55522 [Chlorella variabilis]
OG0006074	PSC73079.1 hypothetical protein C2E20_3576 [Micractinium conductrix]	XP_005845383.1 expressed protein [Chlorella variabilis]
OG0006075	PSC69668.1 hypothetical protein C2E20_6895 [Micractinium conductrix]	XP_005846349.1 hypothetical protein CHLNCDRAFT_135780 [Chlorella variabilis]
OG0006077	PSC69652.1 Origin recognition complex subunit 6 [Micractinium conductrix]	XP_005846350.1 hypothetical protein CHLNCDRAFT_11567_ partial [Chlorella variabilis]
OG0006078	PSC69691.1 serine threonine kinase [Micractinium conductrix]	XP_005846338.1 hypothetical protein CHLNCDRAFT_135755 [Chlorella variabilis]
OG0006080	PSC68664.1 ankyrin repeat family [Micractinium conductrix]	XP_005846744.1 expressed protein [Chlorella variabilis]
OG0006082	PSC69561.1 Fructose-1-phosphate phosphatase [Micractinium conductrix]	XP_005848112.1 hypothetical protein CHLNCDRAFT_59667 [Chlorella variabilis]
OG0006087	PSC76656.1 major facilitator superfamily domain-containing 6-like [Micractinium conductrix], PSC76838.1 Major facilitator superfamily domain-containing 6 [Micractinium conductrix]	XP_005851299.1 hypothetical protein CHLNCDRAFT_50056 [Chlorella variabilis]
OG0006089	PSC71626.1 coiled-coil domain-containing 86 [Micractinium conductrix]	XP_005850371.1 hypothetical protein CHLNCDRAFT_142228 [Chlorella variabilis]
OG0006090	PSC68254.1 putative phosphatase 2C 72 [Micractinium conductrix]	XP_005844017.1 hypothetical protein CHLNCDRAFT_139555 [Chlorella variabilis]
OG0006091	PSC71606.1 F-box only 21 [Micractinium conductrix]	XP_005850129.1 hypothetical protein CHLNCDRAFT_142233 [Chlorella variabilis]
OG0006092	PSC74847.1 hypothetical protein C2E20_1940 [Micractinium conductrix], PSC75130.1 hypothetical protein C2E20_1730 [Micractinium conductrix]	XP_005844097.1 hypothetical protein CHLNCDRAFT_139516 [Chlorella variabilis]
OG0006094	PSC67639.1 hypothetical protein C2E20_8719 [Micractinium conductrix]	XP_005845952.1 hypothetical protein CHLNCDRAFT_135941 [Chlorella variabilis]
OG0006095	PSC76312.1 DUF3099 domain-containing [Micractinium conductrix]	XP_005849086.1 hypothetical protein CHLNCDRAFT_51260 [Chlorella variabilis]
OG0006097	PSC74850.1 beta1_4-galactosyltransferase 7 [Micractinium conductrix]	XP_005845737.1 hypothetical protein CHLNCDRAFT_136335 [Chlorella variabilis]
OG0006099	PSC74737.1 hypothetical protein C2E20_2182 [Micractinium conductrix]	XP_005847564.1 hypothetical protein CHLNCDRAFT_133804 [Chlorella variabilis]
OG0006100	PSC73098.1 coiled-coil domain-containing 168 [Micractinium conductrix]	XP_005849406.1 hypothetical protein CHLNCDRAFT_57445 [Chlorella variabilis]
OG0006104	PSC71666.1 hypothetical protein C2E20_4998 [Micractinium conductrix]	XP_005850395.1 hypothetical protein CHLNCDRAFT_142277 [Chlorella variabilis]
OG0006105	PSC76927.1 universal stress [Micractinium conductrix]	XP_005845473.1 hypothetical protein CHLNCDRAFT_137133 [Chlorella variabilis]
OG0006106	PSC73433.1 expressed protein isoform B [Micractinium conductrix], PSC73434.1 expressed protein isoform A [Micractinium conductrix]	XP_005843456.1 expressed protein [Chlorella variabilis]
OG0006108	PSC72834.1 ARM repeat-containing [Micractinium conductrix]	XP_005850809.1 hypothetical protein CHLNCDRAFT_50173 [Chlorella variabilis]
OG0006110	PSC72225.1 mediator of RNA polymerase II transcription subunit 13-like [Micractinium conductrix]	XP_005846919.1 hypothetical protein CHLNCDRAFT_52772 [Chlorella variabilis]
OG0006112	PSC72276.1 hypothetical protein C2E20_4467 [Micractinium conductrix]	XP_005847069.1 expressed protein [Chlorella variabilis]
OG0006113	PSC67487.1 nuclear pore complex NUP133 [Micractinium conductrix]	XP_005843903.1 expressed protein_ partial [Chlorella variabilis]
OG0006117	PSC69367.1 putative sodium-coupled neutral amino acid transporter 6 [Micractinium conductrix]	XP_005852169.1 hypothetical protein CHLNCDRAFT_133351 [Chlorella variabilis]
OG0006122	PSC74492.1 thioredoxin [Micractinium conductrix]	XP_005847795.1 hypothetical protein CHLNCDRAFT_52344 [Chlorella variabilis]
OG0006123	PSC70193.1 Glycosyl family 1 [Micractinium conductrix]	XP_005847678.1 hypothetical protein CHLNCDRAFT_134071 [Chlorella variabilis]
OG0006125	PSC73195.1 GHMP kinase [Micractinium conductrix]	XP_005843343.1 hypothetical protein CHLNCDRAFT_141260 [Chlorella variabilis]
OG0006126	PSC70288.1 Found in Mitochondrial Proteome [Micractinium conductrix]	XP_005847837.1 hypothetical protein CHLNCDRAFT_134067 [Chlorella variabilis]
OG0006127	PSC70194.1 hypothetical protein C2E20_6346 isoform A [Micractinium conductrix], PSC70195.1 hypothetical protein C2E20_6346 isoform B [Micractinium conductrix]	XP_005847848.1 hypothetical protein CHLNCDRAFT_134085 [Chlorella variabilis]
OG0006129	PSC67616.1 Golgi apparatus membrane TVP15 [Micractinium conductrix]	XP_005846089.1 hypothetical protein CHLNCDRAFT_135951 [Chlorella variabilis]
OG0006130	PSC76662.1 leucine rich repeat [Micractinium conductrix]	XP_005848914.1 hypothetical protein CHLNCDRAFT_144347 [Chlorella variabilis]
OG0006131	PSC67302.1 Zinc finger CCHC domain-containing 8 [Micractinium conductrix]	XP_005845749.1 hypothetical protein CHLNCDRAFT_136366 [Chlorella variabilis]
OG0006132	PSC71999.1 hypothetical protein C2E20_4744 [Micractinium conductrix]	XP_005846154.1 hypothetical protein CHLNCDRAFT_136131 [Chlorella variabilis]
OG0006135	PSC73522.1 3-oxoadipate enol-lactonase [Micractinium conductrix]	XP_005849691.1 hypothetical protein CHLNCDRAFT_51155 [Chlorella variabilis]
OG0006136	PSC67286.1 phosphatidylinositol phosphatidylcholine transfer SFH11 isoform X3 [Micractinium conductrix]	XP_005844351.1 hypothetical protein CHLNCDRAFT_54578 [Chlorella variabilis]
OG0006142	PSC70080.1 hypothetical protein C2E20_6427 [Micractinium conductrix]	XP_005844493.1 hypothetical protein CHLNCDRAFT_138847 [Chlorella variabilis]
OG0006143	PSC75708.1 G patch domain-containing 8 [Micractinium conductrix]	XP_005848648.1 hypothetical protein CHLNCDRAFT_144195 [Chlorella variabilis]
OG0006144	PSC73421.1 40S ribosomal S28 [Micractinium conductrix]	XP_005844267.1 hypothetical protein CHLNCDRAFT_27155 [Chlorella variabilis]
OG0006150	PSC74295.1 methylosome 50 [Micractinium conductrix]	XP_005851918.1 expressed protein [Chlorella variabilis]
OG0006151	PSC71202.1 dnaJ-like protein subfamily C member 7 [Micractinium conductrix]	XP_005847208.1 hypothetical protein CHLNCDRAFT_135023 [Chlorella variabilis]
OG0006155	PSC71233.1 hypothetical protein C2E20_5362 [Micractinium conductrix]	XP_005846438.1 hypothetical protein CHLNCDRAFT_135579 [Chlorella variabilis]
OG0006156	PSC71415.1 hypothetical protein C2E20_5347 [Micractinium conductrix]	XP_005846260.1 hypothetical protein CHLNCDRAFT_135567 [Chlorella variabilis]
OG0006160	PSC70947.1 Leucine-rich repeat-containing 40 [Micractinium conductrix]	XP_005847271.1 hypothetical protein CHLNCDRAFT_35589_ partial [Chlorella variabilis]
OG0006163	PSC74691.1 E3 ubiquitin-ligase XBAT33 [Micractinium conductrix]	XP_005847798.1 hypothetical protein CHLNCDRAFT_133973 [Chlorella variabilis]
OG0006164	PSC69998.1 RWD domain-containing 2B [Micractinium conductrix]	XP_005844580.1 hypothetical protein CHLNCDRAFT_54421 [Chlorella variabilis]
OG0006165	PSC75490.1 B3 domain-containing transcription factor ABI3 [Micractinium conductrix]	XP_005848772.1 expressed protein [Chlorella variabilis]
OG0006166	PSC73623.1 hypothetical protein C2E20_3042 [Micractinium conductrix]	XP_005845190.1 hypothetical protein CHLNCDRAFT_58696 [Chlorella variabilis]
OG0006168	PSC73897.1 plant Late Embryo Abundant _LEA_ related [Micractinium conductrix]	XP_005845175.1 hypothetical protein CHLNCDRAFT_137371 [Chlorella variabilis]
OG0006169	PSC74379.1 Embryo defective isoform 1 [Micractinium conductrix]	XP_005847789.1 hypothetical protein CHLNCDRAFT_57859 [Chlorella variabilis]
OG0006170	PSC71604.1 PR-1 [Micractinium conductrix]	XP_005850894.1 hypothetical protein CHLNCDRAFT_140569 [Chlorella variabilis]
OG0006171	PSC73598.1 ankyrin repeat protein [Micractinium conductrix]	XP_005845182.1 hypothetical protein CHLNCDRAFT_54058 [Chlorella variabilis]
OG0006173	PSC69879.1 U-box domain-containing 4 [Micractinium conductrix]	XP_005847343.1 hypothetical protein CHLNCDRAFT_134550 [Chlorella variabilis]
OG0006174	PSC71783.1 hypothetical protein C2E20_4894 [Micractinium conductrix]	XP_005844776.1 hypothetical protein CHLNCDRAFT_138637 [Chlorella variabilis]
OG0006175	PSC70042.1 hypothetical protein C2E20_6465 [Micractinium conductrix]	XP_005845819.1 expressed protein [Chlorella variabilis]
OG0006182	PSC69875.1 kinesin K39 [Micractinium conductrix]	XP_005847330.1 hypothetical protein CHLNCDRAFT_57994 [Chlorella variabilis]
OG0006188	PSC68827.1 serine threonine-kinase SMG1-like [Micractinium conductrix]	XP_005851448.1 hypothetical protein CHLNCDRAFT_49891 [Chlorella variabilis]
OG0006191	PSC72040.1 tubulin beta chain [Micractinium conductrix]	XP_005845991.1 hypothetical protein CHLNCDRAFT_58367 [Chlorella variabilis]
OG0006194	PSC68019.1 chromatin structure-remodeling complex BSH [Micractinium conductrix]	XP_005848577.1 hypothetical protein CHLNCDRAFT_145151 [Chlorella variabilis]
OG0006196	PSC76636.1 hypothetical protein C2E20_0914 [Micractinium conductrix]	XP_005849262.1 expressed protein [Chlorella variabilis]
OG0006199	PSC70410.1 rhodanese-like domain-containing chloroplastic [Micractinium conductrix]	XP_005848318.1 hypothetical protein CHLNCDRAFT_51873 [Chlorella variabilis]
OG0006201	PSC74347.1 P-loop containing nucleoside triphosphate hydrolase [Micractinium conductrix]	XP_005849641.1 hypothetical protein CHLNCDRAFT_143160 [Chlorella variabilis]
OG0006204	PSC75242.1 hypothetical protein C2E20_1645 [Micractinium conductrix]	XP_005851134.1 hypothetical protein CHLNCDRAFT_56681 [Chlorella variabilis]
OG0006205	PSC73795.1 SNF2 domain containing [Micractinium conductrix]	XP_005851240.1 hypothetical protein CHLNCDRAFT_137960 [Chlorella variabilis]
OG0006210	PSC70951.1 chloride channel [Micractinium conductrix]	XP_005848080.1 hypothetical protein CHLNCDRAFT_145325 [Chlorella variabilis]
OG0006211	PSC73024.1 hypothetical protein C2E20_3721 [Micractinium conductrix]	XP_005843338.1 expressed protein [Chlorella variabilis]
