Orthogroup	Micractinium_SAG24180	Chlorella_Sorokiniana1602
OG0007169	PSC76627.1 dynein heavy chain [Micractinium conductrix]	PRW59277.1 dynein heavy chain [Chlorella sorokiniana]
OG0007170	PSC76888.1 hypothetical protein C2E20_0474 [Micractinium conductrix]	PRW59280.1 hypothetical protein C2E21_2372 [Chlorella sorokiniana]
OG0007171	PSC67992.1 POC1 centriolar-like protein A-like isoform X1 [Micractinium conductrix]	PRW59298.1 POC1 centriolar-like protein A-like isoform X1 [Chlorella sorokiniana]
OG0007172	PSC69088.1 hypothetical protein C2E20_7345 [Micractinium conductrix]	PRW59316.1 hypothetical protein C2E21_2248 [Chlorella sorokiniana]
OG0007174	PSC76307.1 cellulosome anchoring cohesin region [Micractinium conductrix]	PRW59409.1 hypothetical protein C2E21_2038 [Chlorella sorokiniana]
OG0007175	PSC72367.1 leucine rich repeat [Micractinium conductrix]	PRW59410.1 TKL kinase [Chlorella sorokiniana]
OG0007176	PSC75762.1 non-ribosomal peptide synthetase [Micractinium conductrix], PSC67159.1 non-ribosomal peptide synthetase [Micractinium conductrix]	PRW59443.1 intraflagellar transport 20-like protein isoform X2 [Chlorella sorokiniana]
OG0007178	PSC73687.1 extracellular serine-threonine rich [Micractinium conductrix]	PRW59502.1 glycosyl transferase [Chlorella sorokiniana]
OG0007179	PSC71340.1 calcium-binding EF hand family [Micractinium conductrix]	PRW59551.1 calumenin-B [Chlorella sorokiniana]
OG0007180	PSC71296.1 putative LRR receptor-like serine threonine-kinase [Micractinium conductrix]	PRW59572.1 hypothetical protein C2E21_1577 [Chlorella sorokiniana], PRW61314.1 alpha-L-arabinofuranosidase [Chlorella sorokiniana]
OG0007181	PSC71294.1 chromodomain-helicase-DNA-binding 1 [Micractinium conductrix]	PRW59609.1 hypothetical protein C2E21_1571 [Chlorella sorokiniana]
OG0007182	PSC71083.1 ankyrin-2-like isoform X8 [Micractinium conductrix]	PRW59698.1 ankyrin repeat and kinase domain-containing 1 [Chlorella sorokiniana]
OG0007183	PSC68385.1 galactose oxidase [Micractinium conductrix]	PRW59710.1 leucine-zipper-like transcriptional regulator 1 isoform X1 [Chlorella sorokiniana]
OG0007184	PSC73038.1 phosphomethylpyrimidine synthase [Micractinium conductrix], PSC73111.1 phosphomethylpyrimidine synthase [Micractinium conductrix]	PRW59725.1 hypothetical protein C2E21_1933 [Chlorella sorokiniana]
OG0007186	PSC67808.1 transcriptional regulator [Micractinium conductrix]	PRW59775.1 transcriptional regulator [Chlorella sorokiniana]
OG0007188	PSC72611.1 LYR motif-containing 4 [Micractinium conductrix]	PRW59819.1 LYR motif-containing 4 [Chlorella sorokiniana]
OG0007189	PSC74307.1 hypothetical protein C2E20_2643 [Micractinium conductrix]	PRW59832.1 hypothetical protein C2E21_1603 [Chlorella sorokiniana]
OG0007190	PSC71406.1 branchpoint-bridging -like [Micractinium conductrix]	PRW59835.1 basic proline-rich -like isoform X2 [Chlorella sorokiniana]
OG0007192	PSC69595.1 hypothetical protein C2E20_6872 [Micractinium conductrix]	PRW59864.1 hypothetical protein C2E21_1389 [Chlorella sorokiniana]
OG0007194	PSC77063.1 hypothetical protein C2E20_0700 [Micractinium conductrix]	PRW59889.1 hypothetical protein C2E21_1810 [Chlorella sorokiniana]
OG0007195	PSC76195.1 hypothetical protein C2E20_0702 [Micractinium conductrix]	PRW59921.1 30S ribosomal chloroplastic [Chlorella sorokiniana]
OG0007196	PSC76920.1 hypothetical protein C2E20_0695 [Micractinium conductrix]	PRW59948.1 hypothetical protein C2E21_1790 [Chlorella sorokiniana]
OG0007197	PSC72000.1 hypothetical protein C2E20_4640 [Micractinium conductrix]	PRW60035.1 hypothetical protein C2E21_1543 [Chlorella sorokiniana]
OG0007198	PSC69572.1 electron transfer flavo subunit alpha [Micractinium conductrix]	PRW60038.1 3D-_3_5 4_-trihydroxycyclohexane-1_2-dione acylhydrolase _decyclizing_ [Chlorella sorokiniana]
OG0007200	PSC76642.1 hypothetical protein C2E20_0664 [Micractinium conductrix]	PRW60080.1 hypothetical protein C2E21_1756 [Chlorella sorokiniana]
OG0007201	PSC71339.1 molybdenum cofactor biosysnthesis [Micractinium conductrix]	PRW60092.1 expressed protein_ isoform A [Chlorella sorokiniana], PRW60093.1 expressed protein_ isoform B [Chlorella sorokiniana]
OG0007202	PSC69610.1 hypothetical protein C2E20_6924 [Micractinium conductrix]	PRW60115.1 hypothetical protein C2E21_1430 [Chlorella sorokiniana]
OG0007203	PSC71400.1 haloacid dehalogenase [Micractinium conductrix]	PRW60139.1 haloacid dehalogenase [Chlorella sorokiniana]
OG0007204	PSC74844.1 F-box LRR-repeat 14 [Micractinium conductrix]	PRW60194.1 F-box LRR-repeat 14-like [Chlorella sorokiniana]
OG0007205	PSC67573.1 hypothetical protein C2E20_8763 [Micractinium conductrix], PSC68782.1 hypothetical protein C2E20_7630 [Micractinium conductrix]	PRW60256.1 hypothetical protein C2E21_1088 [Chlorella sorokiniana]
OG0007206	PSC69384.1 NADPH_quinone reductase [Micractinium conductrix]	PRW60293.1 hypothetical protein C2E21_1029 [Chlorella sorokiniana]
OG0007207	PSC67897.1 tRNA modifying enzyme [Micractinium conductrix]	PRW60299.1 hypothetical protein C2E21_1072 [Chlorella sorokiniana]
OG0007208	PSC67549.1 hypothetical protein C2E20_8777 [Micractinium conductrix]	PRW60317.1 hypothetical protein C2E21_1105 [Chlorella sorokiniana]
OG0007210	PSC74901.1 hypothetical protein C2E20_1987 [Micractinium conductrix]	PRW60353.1 hypothetical protein C2E21_0919 [Chlorella sorokiniana]
OG0007211	PSC69357.1 hypothetical protein C2E20_7154 [Micractinium conductrix]	PRW60356.1 glucose-fructose oxidoreductase domain-containing 1-like [Chlorella sorokiniana]
OG0007213	PSC67344.1 4-mercaptohistidine N1-C-terminal domain [Micractinium conductrix]	PRW60369.1 hypothetical protein C2E21_0705 [Chlorella sorokiniana]
OG0007214	PSC71809.1 hypothetical protein C2E20_4980 [Micractinium conductrix]	PRW60409.1 vacuolar ATPase assembly integral membrane VMA21 isoform X1 [Chlorella sorokiniana]
OG0007215	PSC69428.1 UDP-N-acetylglucosamine 2-epimerase [Micractinium conductrix]	PRW60431.1 serine threonine kinase family [Chlorella sorokiniana]
OG0007216	PSC75094.1 adenine nucleotide alpha hydrolase [Micractinium conductrix]	PRW60469.1 adenine nucleotide alpha hydrolase [Chlorella sorokiniana]
OG0007218	PSC69375.1 hypothetical protein C2E20_7148 [Micractinium conductrix]	PRW60563.1 exonuclease 1 [Chlorella sorokiniana]
OG0007219	PSC69395.1 monooxygenase [Micractinium conductrix]	PRW60570.1 monooxygenase [Chlorella sorokiniana]
OG0007220	PSC74972.1 hypothetical protein C2E20_1939 [Micractinium conductrix]	PRW60580.1 hypothetical protein C2E21_0967 [Chlorella sorokiniana]
OG0007221	PSC74965.1 LRR receptor-like serine threonine-kinase FLS2 isoform X1 [Micractinium conductrix]	PRW60592.1 leucine rich repeat [Chlorella sorokiniana]
OG0007223	PSC75770.1 hypothetical protein C2E20_1404 [Micractinium conductrix]	PRW60640.1 conserved hypothetical transmembrane precursor [Chlorella sorokiniana]
OG0007224	PSC68162.1 osmiophilic body [Micractinium conductrix]	PRW60656.1 hypothetical protein C2E21_0791 [Chlorella sorokiniana]
OG0007225	PSC68177.1 hypothetical protein C2E20_8211 [Micractinium conductrix]	PRW60663.1 AP-5 complex subunit beta-1 [Chlorella sorokiniana]
OG0007226	PSC68504.1 hypothetical protein C2E20_7905 [Micractinium conductrix]	PRW60752.1 hypothetical protein C2E21_1308 [Chlorella sorokiniana]
OG0007227	PSC74821.1 RNA binding [Micractinium conductrix]	PRW60813.1 polyadenylate-binding 2 [Chlorella sorokiniana]
OG0007228	PSC76938.1 fasciclin [Micractinium conductrix]	PRW60830.1 FAS1 domain-containing isoform A [Chlorella sorokiniana], PRW60829.1 FAS1 domain-containing isoform B [Chlorella sorokiniana]
OG0007229	PSC74292.1 Diacylglycerol acyltransferase 3 [Micractinium conductrix]	PRW60880.1 hypothetical protein C2E21_0142 [Chlorella sorokiniana]
OG0007230	PSC73970.1 radical SAM [Micractinium conductrix]	PRW60900.1 radical SAM [Chlorella sorokiniana]
OG0007233	PSC73379.1 mTERF domain-containing mitochondrial [Micractinium conductrix]	PRW60980.1 mTERF domain-containing mitochondrial [Chlorella sorokiniana]
OG0007234	PSC74263.1 SPFH Band 7 PHB domain [Micractinium conductrix]	PRW61096.1 hypothetical protein C2E21_0528 [Chlorella sorokiniana]
OG0007236	PSC74101.1 hypothetical protein C2E20_2724 [Micractinium conductrix]	PRW61317.1 hypothetical protein C2E21_0508 [Chlorella sorokiniana]
OG0007237	PSC74161.1 ABC transporter G family [Micractinium conductrix]	PRW61341.1 ABC transporter [Chlorella sorokiniana]
OG0007238	PSC74166.1 hypothetical protein C2E20_2597 [Micractinium conductrix]	PRW61367.1 hypothetical protein C2E21_0063 [Chlorella sorokiniana]
OG0007240	PSC74235.1 hypothetical protein C2E20_2628 [Micractinium conductrix]	PRW61584.1 hypothetical protein C2E21_0097 [Chlorella sorokiniana]
OG0007545	PSC70703.1 hypothetical protein C2E20_5893 [Micractinium conductrix]	PRW57422.1 hypothetical protein C2E21_4272 [Chlorella sorokiniana]
OG0007558	PSC67953.1 alcohol dehydrogenase [Micractinium conductrix]	PRW39303.1 alcohol dehydrogenase [Chlorella sorokiniana]
OG0007565	PSC72016.1 hypothetical protein C2E20_4771 [Micractinium conductrix]	PRW39131.1 hypothetical protein C2E21_7050 [Chlorella sorokiniana]
OG0007595	PSC67621.1 somatic embryogenesis receptor kinase 1-like [Micractinium conductrix]	PRW05802.1 ATP-dependent DNA ligase [Chlorella sorokiniana]
OG0007596	PSC69284.1 Leucine Rich Repeat _LRR_-containing isoform B [Micractinium conductrix], PSC69285.1 Leucine Rich Repeat _LRR_-containing isoform A [Micractinium conductrix]	PRW05804.1 Leucine-rich repeat-containing 40 [Chlorella sorokiniana]
OG0007597	PSC75830.1 hypothetical protein C2E20_1552 [Micractinium conductrix]	PRW05835.1 hypothetical protein C2E21_9466 [Chlorella sorokiniana]
OG0007598	PSC75617.1 Ubiquitin-conjugating enzyme E2 1 [Micractinium conductrix]	PRW05845.1 forkhead box M1 [Chlorella sorokiniana]
OG0007599	PSC72608.1 nucleic acid-binding [Micractinium conductrix]	PRW05848.1 nucleic acid-binding isoform B [Chlorella sorokiniana], PRW05849.1 nucleic acid-binding isoform A [Chlorella sorokiniana]
OG0007600	PSC68482.1 kinesin K39 [Micractinium conductrix]	PRW05893.1 kinesin K39 isoform B [Chlorella sorokiniana], PRW05892.1 kinesin K39 isoform A [Chlorella sorokiniana]
OG0007601	PSC67805.1 hypothetical protein C2E20_8581 [Micractinium conductrix]	PRW05926.1 hypothetical protein C2E21_9384 [Chlorella sorokiniana]
OG0007602	PSC72857.1 hypothetical protein C2E20_4040 [Micractinium conductrix]	PRW18325.1 hypothetical protein C2E21_9284 [Chlorella sorokiniana]
OG0007603	PSC71288.1 peptidylprolyl isomerase [Micractinium conductrix]	PRW18333.1 membrane insertase [Chlorella sorokiniana]
OG0007604	PSC72836.1 glycosyl transferase [Micractinium conductrix]	PRW18372.1 type I polyketide synthase [Chlorella sorokiniana]
OG0007608	PSC70786.1 conjugal transfer [Micractinium conductrix]	PRW20244.1 cytochrome b [Chlorella sorokiniana]
OG0007609	PSC70693.1 hypothetical protein C2E20_5841 [Micractinium conductrix]	PRW20250.1 extracellular serine-threonine rich [Chlorella sorokiniana]
OG0007611	PSC70774.1 enterobactin synthase subunit F [Micractinium conductrix]	PRW20299.1 hypothetical protein C2E21_9144 [Chlorella sorokiniana]
OG0007612	PSC75128.1 hypothetical protein C2E20_1723 [Micractinium conductrix]	PRW20304.1 RWP-RK transcription factor [Chlorella sorokiniana]
OG0007613	PSC74589.1 Copper type ascorbate-dependent N-terminal [Micractinium conductrix]	PRW20333.1 Copper type ascorbate-dependent N-terminal [Chlorella sorokiniana]
OG0007615	PSC74751.1 hypothetical protein C2E20_2479 [Micractinium conductrix]	PRW20343.1 hypothetical protein C2E21_9031 [Chlorella sorokiniana]
OG0007616	PSC74441.1 hypothetical protein C2E20_2438 [Micractinium conductrix]	PRW20399.1 hypothetical protein C2E21_9078 [Chlorella sorokiniana]
OG0007617	PSC74562.1 ligand-gated channel [Micractinium conductrix]	PRW20422.1 alpha beta hydrolase fold [Chlorella sorokiniana]
OG0007619	PSC67982.1 receptor [Micractinium conductrix]	PRW20480.1 hypothetical protein C2E21_8954 [Chlorella sorokiniana]
OG0007622	PSC70271.1 flagellar associated [Micractinium conductrix]	PRW20502.1 flagellar associated [Chlorella sorokiniana]
OG0007626	PSC67949.1 hypothetical protein C2E20_8365 [Micractinium conductrix]	PRW20595.1 hypothetical protein C2E21_8975 [Chlorella sorokiniana]
OG0007629	PSC74863.1 hypothetical protein C2E20_1752 [Micractinium conductrix]	PRW20790.1 hypothetical protein C2E21_8586 [Chlorella sorokiniana]
OG0007631	PSC74975.1 hypothetical protein C2E20_1936 [Micractinium conductrix], PSC74974.1 hypothetical protein C2E20_1936 [Micractinium conductrix]	PRW20795.1 hypothetical protein C2E21_8620 [Chlorella sorokiniana]
OG0007632	PSC76162.1 hypothetical protein C2E20_0029 [Micractinium conductrix]	PRW20822.1 hypothetical protein C2E21_8545 [Chlorella sorokiniana]
OG0007634	PSC69562.1 hypothetical protein C2E20_6961 [Micractinium conductrix]	PRW20847.1 Potassium voltage-gated channel subfamily H member 7 [Chlorella sorokiniana]
OG0007635	PSC69484.1 hypothetical protein C2E20_6977 [Micractinium conductrix]	PRW20853.1 hypothetical protein C2E21_8681 [Chlorella sorokiniana]
OG0007636	PSC69453.1 Coiled-coil domain-containing 103-like protein [Micractinium conductrix]	PRW20859.1 rRNA methyltransferase [Chlorella sorokiniana]
OG0007637	PSC76432.1 dihydroorotase _DHOase_ [Micractinium conductrix]	PRW20881.1 hypothetical protein C2E21_8558 [Chlorella sorokiniana]
OG0007638	PSC76173.1 hypothetical protein C2E20_0014 [Micractinium conductrix]	PRW20935.1 hypothetical protein C2E21_8553 [Chlorella sorokiniana]
OG0007639	PSC71841.1 tryptophan synthase beta chain 1 [Micractinium conductrix]	PRW20993.1 hypothetical protein C2E21_8381 [Chlorella sorokiniana]
OG0007640	PSC74197.1 ADP-ribosylglycohydrolase [Micractinium conductrix]	PRW21002.1 ADP-ribosylglycohydrolase [Chlorella sorokiniana]
OG0007643	PSC68660.1 hypothetical protein C2E20_7736 [Micractinium conductrix]	PRW32496.1 alcohol dehydrogenase [Chlorella sorokiniana]
OG0007644	PSC68670.1 hypothetical protein C2E20_7726 isoform A [Micractinium conductrix], PSC68671.1 hypothetical protein C2E20_7726 isoform B [Micractinium conductrix]	PRW32498.1 hypothetical protein C2E21_8212 [Chlorella sorokiniana]
OG0007645	PSC76180.1 esterase lipase [Micractinium conductrix]	PRW32539.1 30S ribosomal mitochondrial [Chlorella sorokiniana]
OG0007646	PSC76332.1 E3 ubiquitin-ligase UPL5-like [Micractinium conductrix]	PRW32549.1 E3 ubiquitin- ligase UPL5 [Chlorella sorokiniana]
OG0007649	PSC68718.1 hypothetical protein C2E20_7743 [Micractinium conductrix]	PRW32654.1 bzip-type transcription factor [Chlorella sorokiniana]
OG0007652	PSC71625.1 fungal [Micractinium conductrix]	PRW32921.1 methyltransferase domain isoform A [Chlorella sorokiniana], PRW32922.1 methyltransferase domain isoform B [Chlorella sorokiniana]
OG0007653	PSC69172.1 hypothetical protein C2E20_7343 [Micractinium conductrix]	PRW32943.1 ribosomal L32 [Chlorella sorokiniana]
OG0007654	PSC76124.1 NADPH_quinone reductase [Micractinium conductrix]	PRW32973.1 peptidyl-dipeptidase Dcp [Chlorella sorokiniana]
OG0007655	PSC73131.1 squamosa promoter-binding 12 [Micractinium conductrix]	PRW32978.1 TMV resistance N-like isoform X2 [Chlorella sorokiniana]
OG0007661	PSC69299.1 hypothetical protein C2E20_7271 [Micractinium conductrix]	PRW33186.1 hypothetical protein C2E21_7815 [Chlorella sorokiniana]
OG0007663	PSC69294.1 hypothetical protein C2E20_7259 [Micractinium conductrix]	PRW33230.1 merozoite surface [Chlorella sorokiniana]
OG0007670	PSC72311.1 UPF0696 C11orf68-like protein [Micractinium conductrix]	PRW33537.1 UPF0696 C11orf68-like protein [Chlorella sorokiniana]
OG0007675	PSC70122.1 tRNA _5-methylaminomethyl-2-thiouridylate_-methyltransferase FAD-dependent cmnm_5_s_2_U34 oxidoreductase [Micractinium conductrix]	PRW33634.1 U-box domain-containing 4 [Chlorella sorokiniana]
OG0007676	PSC74919.1 hypothetical protein C2E20_1807 [Micractinium conductrix]	PRW33677.1 hypothetical protein C2E21_7516 [Chlorella sorokiniana]
OG0007678	PSC70257.1 hypothetical protein C2E20_6373 [Micractinium conductrix]	PRW33782.1 hypothetical protein C2E21_7440 [Chlorella sorokiniana]
OG0007680	PSC70277.1 phosphatidylinositol N-acetylglucosaminyltransferase [Micractinium conductrix]	PRW33909.1 phosphatidylinositol N-acetylglucosaminyltransferase subunit H [Chlorella sorokiniana]
OG0007683	PSC67434.1 hypothetical protein C2E20_8886 [Micractinium conductrix]	PRW33964.1 hypothetical protein C2E21_7199 [Chlorella sorokiniana]
OG0007684	PSC76779.1 group-specific [Micractinium conductrix]	PRW34013.1 group-specific [Chlorella sorokiniana]
OG0007687	PSC67433.1 elongator complex 6 isoform X2 [Micractinium conductrix]	PRW34043.1 elongator complex 6 [Chlorella sorokiniana]
OG0007690	PSC72007.1 transcriptional regulator [Micractinium conductrix]	PRW39088.1 alpha beta hydrolase [Chlorella sorokiniana]
OG0007691	PSC67683.1 hypothetical protein C2E20_8675 [Micractinium conductrix]	PRW39105.1 hypothetical protein C2E21_6962 [Chlorella sorokiniana]
OG0007693	PSC71859.1 mediator of RNA polymerase II transcription subunit 11 [Micractinium conductrix]	PRW39164.1 mediator of RNA polymerase II transcription subunit 11 [Chlorella sorokiniana]
OG0007695	PSC71882.1 hypothetical protein C2E20_4757 [Micractinium conductrix]	PRW39180.1 hypothetical protein C2E21_7073 [Chlorella sorokiniana]
OG0007696	PSC67596.1 hypothetical protein C2E20_8752 isoform B [Micractinium conductrix], PSC67597.1 hypothetical protein C2E20_8752 isoform A [Micractinium conductrix]	PRW39182.1 hypothetical protein C2E21_6893 [Chlorella sorokiniana]
OG0007699	PSC67259.1 Sodium-coupled neutral amino acid transporter 1 [Micractinium conductrix]	PRW39228.1 putative sodium-coupled neutral amino acid transporter 6 [Chlorella sorokiniana]
OG0007700	PSC67250.1 hypothetical protein C2E20_9057 [Micractinium conductrix]	PRW39234.1 hypothetical protein C2E21_6946 [Chlorella sorokiniana]
OG0007701	PSC75441.1 hypothetical protein C2E20_1676 [Micractinium conductrix]	PRW39322.1 hypothetical protein C2E21_7076 [Chlorella sorokiniana]
OG0007702	PSC75993.1 hypothetical protein C2E20_1491 [Micractinium conductrix]	PRW44261.1 hypothetical protein C2E21_6847 [Chlorella sorokiniana]
OG0007705	PSC72056.1 hypothetical protein C2E20_4621 [Micractinium conductrix], PSC68972.1 hypothetical protein C2E20_7514 [Micractinium conductrix]	PRW44366.1 hypothetical protein C2E21_6623 [Chlorella sorokiniana]
OG0007708	PSC70889.1 Nephrocystin [Micractinium conductrix]	PRW44390.1 signal recognition particle-docking [Chlorella sorokiniana]
OG0007709	PSC69896.1 serine threonine [Micractinium conductrix]	PRW44398.1 derlin-3 isoform X1 [Chlorella sorokiniana]
OG0007710	PSC69887.1 zinc finger _CCCH type_ motif-containing [Micractinium conductrix]	PRW44425.1 hypothetical protein C2E21_6661 [Chlorella sorokiniana]
OG0007712	PSC69957.1 flagellar biosynthesis [Micractinium conductrix]	PRW44487.1 hypothetical protein C2E21_6606 [Chlorella sorokiniana]
OG0007713	PSC76145.1 lipolytic G-D-S-L family [Micractinium conductrix]	PRW51103.1 hypothetical protein C2E21_5379 [Chlorella sorokiniana], PRW44540.1 hypothetical protein C2E21_6537 [Chlorella sorokiniana]
OG0007714	PSC70220.1 extracellular matrix FRAS1 [Micractinium conductrix]	PRW58733.1 serine threonine [Chlorella sorokiniana], PRW44542.1 serine threonine [Chlorella sorokiniana]
OG0007716	PSC69934.1 tRNA-splicing ligase-like protein [Micractinium conductrix]	PRW44574.1 carbonic anhydrase [Chlorella sorokiniana]
OG0007717	PSC69897.1 Kazal-type serine protease inhibitor domain-containing [Micractinium conductrix]	PRW44614.1 leucine rich repeat [Chlorella sorokiniana]
OG0007718	PSC70611.1 lactate permease [Micractinium conductrix]	PRW44839.1 lactate permease [Chlorella sorokiniana]
OG0007722	PSC67535.1 hypothetical protein C2E20_8801 isoform X2 [Micractinium conductrix]	PRW45030.1 FAM161A isoform X2 [Chlorella sorokiniana]
OG0007724	PSC70966.1 UXT-like protein [Micractinium conductrix]	PRW45056.1 UXT-like protein [Chlorella sorokiniana]
OG0007726	PSC73514.1 spermidine putrescine ABC transporter ATP-binding [Micractinium conductrix]	PRW45082.1 potassium transporter [Chlorella sorokiniana]
OG0007727	PSC68052.1 hypothetical protein C2E20_8351 [Micractinium conductrix]	PRW45091.1 hypothetical protein C2E21_6126 [Chlorella sorokiniana]
OG0007728	PSC70995.1 DNA mismatch repair Msh6-1 [Micractinium conductrix]	PRW45105.1 DNA mismatch repair MSH6 [Chlorella sorokiniana]
OG0007729	PSC67723.1 tRNA _guanine-N1_-methyltransferase domain containing [Micractinium conductrix]	PRW45115.1 tRNA methyltransferase 10-like protein B [Chlorella sorokiniana]
OG0007730	PSC70887.1 PIGMENT DEFECTIVE 191 [Micractinium conductrix]	PRW45121.1 hypothetical protein C2E21_6217 [Chlorella sorokiniana]
OG0007731	PSC67781.1 kinetoplast DNA-associated [Micractinium conductrix]	PRW45149.1 hypothetical protein C2E21_6203 [Chlorella sorokiniana]
OG0007732	PSC75887.1 hypothetical protein C2E20_1084 [Micractinium conductrix], PSC74278.1 ABC superfamily ATP binding cassette membrane [Micractinium conductrix]	PRW45182.1 hypothetical protein C2E21_6238 [Chlorella sorokiniana]
OG0007733	PSC70467.1 hypothetical protein C2E20_6157 [Micractinium conductrix]	PRW45207.1 serine-repeat antigen 4 _SERA_ [Chlorella sorokiniana]
OG0007734	PSC70920.1 hypothetical protein C2E20_5673 [Micractinium conductrix]	PRW45223.1 serine threonine- phosphatase 6 regulatory ankyrin repeat subunit C [Chlorella sorokiniana]
OG0007735	PSC73840.1 hypothetical protein C2E20_3087 [Micractinium conductrix]	PRW45369.1 hypothetical protein C2E21_5819 [Chlorella sorokiniana]
OG0007736	PSC73898.1 hypothetical protein C2E20_3065 [Micractinium conductrix]	PRW45410.1 hypothetical protein C2E21_5965 [Chlorella sorokiniana]
OG0007740	PSC69381.1 early nodulin 1 [Micractinium conductrix]	PRW45522.1 AT-rich interactive domain-containing [Chlorella sorokiniana]
OG0007741	PSC73548.1 hypothetical protein C2E20_3058 [Micractinium conductrix]	PRW45540.1 hypothetical protein C2E21_5954 [Chlorella sorokiniana]
OG0007742	PSC72403.1 hypothetical protein C2E20_4123 [Micractinium conductrix]	PRW45547.1 hypothetical protein C2E21_5781 [Chlorella sorokiniana]
OG0007743	PSC73698.1 hypothetical protein C2E20_3104 [Micractinium conductrix]	PRW45548.1 beta-glucosidase [Chlorella sorokiniana]
OG0007745	PSC73931.1 hypothetical protein C2E20_3008 [Micractinium conductrix]	PRW45595.1 hypothetical protein C2E21_6021 [Chlorella sorokiniana]
OG0007749	PSC68569.1 hypothetical protein C2E20_7808 [Micractinium conductrix]	PRW45731.1 hypothetical protein C2E21_5901 [Chlorella sorokiniana]
OG0007750	PSC72132.1 protease [Micractinium conductrix]	PRW45734.1 Fe-assimilating 2 [Chlorella sorokiniana]
OG0007757	PSC73818.1 ef hand family [Micractinium conductrix]	PRW50910.1 putative calcium-binding CML20 [Chlorella sorokiniana]
OG0007758	PSC75855.1 zinc C3HC4 type family [Micractinium conductrix]	PRW50919.1 hypothetical protein C2E21_5490 [Chlorella sorokiniana], PRW50913.1 chemotaxis protein [Chlorella sorokiniana]
OG0007761	PSC75959.1 transketolase [Micractinium conductrix]	PRW50972.1 cobalamin synthesis P47K [Chlorella sorokiniana]
OG0007764	PSC75504.1 Small-conductance mechanosensitive ion channel [Micractinium conductrix]	PRW51054.1 hypothetical protein C2E21_5610 [Chlorella sorokiniana]
OG0007766	PSC75862.1 ring finger membrane [Micractinium conductrix]	PRW51096.1 blue copper -like [Chlorella sorokiniana]
OG0007769	PSC76227.1 UPF0759 -like isoform X2 [Micractinium conductrix]	PRW51145.1 UPF0759 -like isoform X2 [Chlorella sorokiniana]
OG0007770	PSC73680.1 adenylate cyclase [Micractinium conductrix]	PRW51167.1 leucine rich repeat [Chlorella sorokiniana]
OG0007772	PSC74573.1 hypothetical protein C2E20_2359 [Micractinium conductrix]	PRW55932.1 hypothetical protein C2E21_5280 [Chlorella sorokiniana]
OG0007773	PSC72723.1 microtubule-associated TORTIFOLIA1-like [Micractinium conductrix]	PRW55976.1 microtubule-associated TORTIFOLIA1 [Chlorella sorokiniana]
OG0007775	PSC69010.1 UTP-glucose-1-phosphate uridylyltransferase [Micractinium conductrix]	PRW56063.1 HSF-type DNA-binding [Chlorella sorokiniana]
OG0007777	PSC71660.1 hypothetical protein C2E20_5053 [Micractinium conductrix]	PRW56089.1 hypothetical protein C2E21_5072 [Chlorella sorokiniana]
OG0007778	PSC69005.1 hypothetical protein C2E20_7401 [Micractinium conductrix]	PRW56209.1 hypothetical protein C2E21_5275 [Chlorella sorokiniana]
OG0007779	PSC71523.1 hypothetical protein C2E20_5168 [Micractinium conductrix]	PRW56219.1 hypothetical protein C2E21_4976 [Chlorella sorokiniana]
OG0007782	PSC72918.1 cysteine-rich and transmembrane domain-containing 1 [Micractinium conductrix]	PRW56264.1 cysteine-rich and transmembrane domain-containing 1 [Chlorella sorokiniana]
OG0007783	PSC72820.1 hypothetical protein C2E20_3832 [Micractinium conductrix]	PRW56293.1 SUN domain-containing 1 isoform X1 [Chlorella sorokiniana]
OG0007784	PSC71649.1 tumor necrosis factor receptor superfamily member 6 [Micractinium conductrix]	PRW56305.1 hypothetical protein C2E21_5049 [Chlorella sorokiniana]
OG0007786	PSC69814.1 ATP phosphoribosyltransferase [Micractinium conductrix]	PRW56436.1 ATP phosphoribosyltransferase [Chlorella sorokiniana]
OG0007787	PSC72585.1 RNA polymerase sigma factor [Micractinium conductrix]	PRW56440.1 RNA polymerase sigma factor [Chlorella sorokiniana]
OG0007788	PSC72528.1 hypothetical protein C2E20_4314 [Micractinium conductrix]	PRW56444.1 hypothetical protein C2E21_4426 [Chlorella sorokiniana]
OG0007789	PSC69726.1 DNA polymerase III subunit alpha [Micractinium conductrix]	PRW56480.1 myb-related Hv1-like [Chlorella sorokiniana]
OG0007790	PSC72534.1 hypothetical protein C2E20_4313 [Micractinium conductrix]	PRW56508.1 hypothetical protein C2E21_4431 [Chlorella sorokiniana], PRW56742.1 hypothetical protein C2E21_4433 [Chlorella sorokiniana]
OG0007791	PSC72766.1 hypothetical protein C2E20_3930 [Micractinium conductrix]	PRW56531.1 unconventional myosin-X [Chlorella sorokiniana]
OG0007792	PSC69748.1 rhomboid family [Micractinium conductrix]	PRW56550.1 rhomboid 2 [Chlorella sorokiniana]
OG0007793	PSC68133.1 hypothetical protein C2E20_8285 [Micractinium conductrix]	PRW56559.1 hypothetical protein C2E21_4796 [Chlorella sorokiniana]
OG0007797	PSC69802.1 hypothetical protein C2E20_6772 [Micractinium conductrix]	PRW56615.1 hypothetical protein C2E21_4838 [Chlorella sorokiniana]
OG0007798	PSC72438.1 hypothetical protein C2E20_4341 [Micractinium conductrix]	PRW56636.1 Arginine--tRNA cytoplasmic [Chlorella sorokiniana]
