Orthogroup	Micractinium_SAG24180	Coccomyxa_SubellipsoideaC169
OG0003646	PSC72991.1 putative cadmium zinc-transporting ATPase chloroplastic [Micractinium conductrix]	EIE21386.1 heavy metal translocatin [Coccomyxa subellipsoidea C-169]
OG0003649	PSC75596.1 nucleolar MIF4G domain-containing 1 [Micractinium conductrix]	EIE19666.1 MIF4G-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0003650	PSC70485.1 tyrosyl-tRNA synthetase [Micractinium conductrix]	EIE26044.1 tyrosyl-tRNA synthetase [Coccomyxa subellipsoidea C-169]
OG0003651	PSC76193.1 Proteasome subunit beta type-1 [Micractinium conductrix]	EIE27461.1 N-terminal nucleophile aminohydrolase [Coccomyxa subellipsoidea C-169]
OG0003652	PSC69971.1 Sphingosine kinase 1 [Micractinium conductrix]	EIE23325.1 hypothetical protein COCSUDRAFT_83701 [Coccomyxa subellipsoidea C-169]
OG0003653	PSC68736.1 tRNA_m_4_X modification enzyme TRM13-like protein [Micractinium conductrix]	EIE20746.1 DUF715-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0003654	PSC76599.1 nucleoredoxin 1 [Micractinium conductrix]	EIE22094.1 hypothetical protein COCSUDRAFT_83485_ partial [Coccomyxa subellipsoidea C-169]
OG0003655	PSC69598.1 Alpha-1_3-mannosyl-glyco 2-beta-N-acetylglucosaminyltransferase [Micractinium conductrix]	EIE21691.1 hypothetical protein COCSUDRAFT_56885 [Coccomyxa subellipsoidea C-169], EIE21727.1 hypothetical protein COCSUDRAFT_83516_ partial [Coccomyxa subellipsoidea C-169]
OG0003656	PSC73915.1 Transcription factor CCAAT displacement CDP1 [Micractinium conductrix]	EIE24917.1 hypothetical protein COCSUDRAFT_65593 [Coccomyxa subellipsoidea C-169]
OG0003657	PSC68700.1 Transcription factor TFIIIB component B [Micractinium conductrix]	EIE23942.1 hypothetical protein COCSUDRAFT_62470 [Coccomyxa subellipsoidea C-169]
OG0003658	PSC73712.1 Serrate RNA effector molecule [Micractinium conductrix]	EIE18566.1 hypothetical protein COCSUDRAFT_68267 [Coccomyxa subellipsoidea C-169]
OG0003659	PSC71500.1 HPP family [Micractinium conductrix]	EIE20895.1 HPP family protein+B94_ partial [Coccomyxa subellipsoidea C-169]
OG0003660	PSC69645.1 hypothetical protein C2E20_6876 [Micractinium conductrix]	EIE24022.1 hypothetical protein COCSUDRAFT_47105 [Coccomyxa subellipsoidea C-169]
OG0003661	PSC71437.1 von Willebrand type A [Micractinium conductrix]	EIE18153.1 hypothetical protein COCSUDRAFT_1473_ partial [Coccomyxa subellipsoidea C-169]
OG0003662	PSC68735.1 DNA topoisomerase 6 subunit A [Micractinium conductrix]	EIE22459.1 topoisomerase [Coccomyxa subellipsoidea C-169]
OG0003663	PSC70434.1 carboxylate clamp-tetratricopeptide repeat [Micractinium conductrix]	EIE22513.1 hypothetical protein COCSUDRAFT_83470 [Coccomyxa subellipsoidea C-169]
OG0003664	PSC69603.1 NADH dehydrogenase [Micractinium conductrix]	EIE26825.1 FAD/NAD_P_-binding domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0003665	PSC69577.1 nuclear transcription factor Y subunit C-3-like [Micractinium conductrix]	EIE21658.1 histone-fold-containing protein [Coccomyxa subellipsoidea C-169]
OG0003666	PSC75588.1 family tRNA rRNA methyltransferase [Micractinium conductrix]	EIE23309.1 hypothetical protein COCSUDRAFT_66262 [Coccomyxa subellipsoidea C-169]
OG0003667	PSC68028.1 anoctamin-5-like isoform X2 [Micractinium conductrix]	EIE21239.1 hypothetical protein COCSUDRAFT_67135 [Coccomyxa subellipsoidea C-169]
OG0003668	PSC69909.1 glutamine-dependent NAD_+_ synthetase [Micractinium conductrix]	EIE22941.1 glutamine-dependent NAD_+_ synthetase with GAT domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0003669	PSC73441.1 Restriction endonuclease type II-like [Micractinium conductrix]	EIE27113.1 hypothetical protein COCSUDRAFT_45732 [Coccomyxa subellipsoidea C-169]
OG0003670	PSC76866.1 ALWAYS EARLY 3 [Micractinium conductrix]	EIE20316.1 hypothetical protein COCSUDRAFT_67577 [Coccomyxa subellipsoidea C-169]
OG0003672	PSC72483.1 Peptidyl-tRNA hydrolase mitochondrial [Micractinium conductrix]	EIE19008.1 hypothetical protein COCSUDRAFT_83598_ partial [Coccomyxa subellipsoidea C-169]
OG0003674	PSC69393.1 mRNA-decapping enzyme subunit 2 [Micractinium conductrix]	EIE22770.1 DCP2-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0003675	PSC72550.1 putative S-acyltransferase 17 [Micractinium conductrix]	EIE25426.1 zf-DHHC-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0003676	PSC72418.1 ribonuclease III [Micractinium conductrix]	EIE25234.1 ribonuclease III [Coccomyxa subellipsoidea C-169]
OG0003678	PSC69233.1 carotene isomerase [Micractinium conductrix]	EIE25844.1 carotenoid isomerase [Coccomyxa subellipsoidea C-169]
OG0003679	PSC69237.1 translation factor GUF1 organellar chromatophore [Micractinium conductrix]	EIE25836.1 GTP-binding protein TypA [Coccomyxa subellipsoidea C-169]
OG0003680	PSC71897.1 Nucleoporin GLE1 [Micractinium conductrix]	EIE26097.1 hypothetical protein COCSUDRAFT_12759 [Coccomyxa subellipsoidea C-169]
OG0003681	PSC69271.1 Ribosomal RNA small subunit methyltransferase B [Micractinium conductrix]	EIE25940.1 S-adenosyl-L-methionine-dependent methyltransferase [Coccomyxa subellipsoidea C-169]
OG0003682	PSC70494.1 spermine oxidase-like [Micractinium conductrix]	EIE25731.1 amine oxidase [Coccomyxa subellipsoidea C-169]
OG0003683	PSC68296.1 putative S-adenosylmethionine carrier chloroplastic isoform X1 [Micractinium conductrix]	EIE20912.1 mitochondrial carrier [Coccomyxa subellipsoidea C-169]
OG0003684	PSC75615.1 E3 ubiquitin-ligase AIP2 [Micractinium conductrix]	EIE24459.1 hypothetical protein COCSUDRAFT_65365 [Coccomyxa subellipsoidea C-169]
OG0003686	PSC75689.1 strawberry notch isoform A [Micractinium conductrix], PSC75688.1 strawberry notch isoform B [Micractinium conductrix]	EIE23894.1 hypothetical protein COCSUDRAFT_14921_ partial [Coccomyxa subellipsoidea C-169]
OG0003687	PSC73210.1 DUF1279-domain-containing [Micractinium conductrix]	EIE25868.1 DUF1279-domain-containing protein_ partial [Coccomyxa subellipsoidea C-169]
OG0003688	PSC73179.1 haloacid dehalogenase-like hydrolase superfamily [Micractinium conductrix]	EIE24734.1 HAD-like protein_ partial [Coccomyxa subellipsoidea C-169]
OG0003689	PSC74928.1 ubiquitin-like modifier-activating enzyme ATG7 [Micractinium conductrix]	EIE23782.1 E1-like protein-activating [Coccomyxa subellipsoidea C-169]
OG0003690	PSC75831.1 Sterol-4-alpha-carboxylate 3-decarboxylating [Micractinium conductrix]	EIE19345.1 NAD_P_ dependent steroid dehydrogenase-like protein [Coccomyxa subellipsoidea C-169]
OG0003691	PSC70292.1 E3 ubiquitin-ligase RNF14 [Micractinium conductrix]	EIE20291.1 hypothetical protein COCSUDRAFT_18993 [Coccomyxa subellipsoidea C-169]
OG0003692	PSC73207.1 Isochorismatase domain-containing 2 [Micractinium conductrix]	EIE24735.1 Isochorismatase hydrolase [Coccomyxa subellipsoidea C-169]
OG0003693	PSC73688.1 Suf-domain-containing [Micractinium conductrix]	EIE19849.1 Suf-domain-containing protein_ partial [Coccomyxa subellipsoidea C-169]
OG0003694	PSC69135.1 RNA RNP complex-1-interacting phosphatase [Micractinium conductrix]	EIE24574.1 hypothetical protein COCSUDRAFT_62003 [Coccomyxa subellipsoidea C-169]
OG0003695	PSC69131.1 Peroxisomal membrane PMP22 isoform A [Micractinium conductrix], PSC69130.1 Peroxisomal membrane PMP22 isoform B [Micractinium conductrix]	EIE24589.1 hypothetical protein COCSUDRAFT_65434 [Coccomyxa subellipsoidea C-169]
OG0003696	PSC70103.1 Syntaxin-81 [Micractinium conductrix]	EIE23702.1 hypothetical protein COCSUDRAFT_41865 [Coccomyxa subellipsoidea C-169]
OG0003697	PSC68272.1 Pentatricopeptide repeat-containing [Micractinium conductrix]	EIE24767.1 P-loop containing nucleoside triphosphate hydrolase protein_ partial [Coccomyxa subellipsoidea C-169]
OG0003698	PSC73750.1 no exine formation 1 [Micractinium conductrix]	EIE19553.1 hypothetical protein COCSUDRAFT_58301 [Coccomyxa subellipsoidea C-169]
OG0003699	PSC72904.1 Transmembrane and coiled-coil domain-containing 1 [Micractinium conductrix]	EIE26956.1 hypothetical protein COCSUDRAFT_59450 [Coccomyxa subellipsoidea C-169]
OG0003700	PSC75515.1 hypothetical protein C2E20_1661 [Micractinium conductrix]	EIE21297.1 hypothetical protein COCSUDRAFT_83521_ partial [Coccomyxa subellipsoidea C-169]
OG0003701	PSC68009.1 serine arginine-rich splicing factor SR45-like [Micractinium conductrix]	EIE23785.1 hypothetical protein COCSUDRAFT_66096 [Coccomyxa subellipsoidea C-169]
OG0003702	PSC74841.1 Co2+ Mg2+ efflux [Micractinium conductrix]	EIE23780.1 hypothetical protein COCSUDRAFT_53459 [Coccomyxa subellipsoidea C-169]
OG0003704	PSC71518.1 Conserved alpha-helical _ISS_ [Micractinium conductrix]	EIE26388.1 DUF1754-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0003705	PSC73174.1 NADH dehydrogenase [ubiquinone] iron-sulfur mitochondrial [Micractinium conductrix]	EIE21397.1 hypothetical protein COCSUDRAFT_24641 [Coccomyxa subellipsoidea C-169]
OG0003706	PSC74504.1 dihydrofolate synthetase [Micractinium conductrix]	EIE22328.1 FolC bifunctional protein [Coccomyxa subellipsoidea C-169]
OG0003707	PSC69034.1 lycopene epsilon chloroplastic [Micractinium conductrix]	EIE23743.1 lycopene cyclase family [Coccomyxa subellipsoidea C-169]
OG0003708	PSC71584.1 Magnesium transporter [Micractinium conductrix]	EIE26390.1 hypothetical protein COCSUDRAFT_39500 [Coccomyxa subellipsoidea C-169]
OG0003709	PSC70186.1 Serine carboxypeptidase-like 49 [Micractinium conductrix]	EIE20942.1 peptidase S10_ serine carboxypeptidase [Coccomyxa subellipsoidea C-169]
OG0003710	PSC74808.1 Hydroxyethylthiazole kinase isoform B [Micractinium conductrix], PSC74809.1 Hydroxyethylthiazole kinase isoform A [Micractinium conductrix]	EIE20254.1 Hydroxyethylthiazole kinase [Coccomyxa subellipsoidea C-169]
OG0003711	PSC72393.1 2-C-methyl-D-erythritol 4-phosphate chloroplastic [Micractinium conductrix]	EIE25161.1 2-C-methyl-D-erythritol 4-phosphate cy [Coccomyxa subellipsoidea C-169]
OG0003713	PSC74830.1 multifunctional methyltransferase subunit TRM112 At1g22270 [Micractinium conductrix]	EIE27001.1 Trm112p-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0003714	PSC76538.1 putative GTP diphosphokinase chloroplastic [Micractinium conductrix]	EIE19011.1 hypothetical protein COCSUDRAFT_67926 [Coccomyxa subellipsoidea C-169]
OG0003715	PSC71013.1 anti-phytochrome antibody reactive [Micractinium conductrix]	EIE21056.1 hypothetical protein COCSUDRAFT_30235 [Coccomyxa subellipsoidea C-169]
OG0003716	PSC71096.1 maternal effect embryo arrest 18 [Micractinium conductrix]	EIE21512.1 UPF0052-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0003717	PSC75792.1 melanoma-associated antigen G1 [Micractinium conductrix]	EIE19686.1 MAGE protein [Coccomyxa subellipsoidea C-169]
OG0003718	PSC74823.1 isopentenyldiphosphate delta-isomerase [Micractinium conductrix]	EIE22453.1 hypothetical protein COCSUDRAFT_16516_ partial [Coccomyxa subellipsoidea C-169]
OG0003719	PSC74514.1 Phycocyanobilin_ferredoxin oxidoreductase [Micractinium conductrix]	EIE26217.1 ferredoxin-dependent bilin reductase [Coccomyxa subellipsoidea C-169]
OG0003720	PSC72738.1 CCR4-NOT transcription complex subunit 4 [Micractinium conductrix]	EIE26659.1 hypothetical protein COCSUDRAFT_46178_ partial [Coccomyxa subellipsoidea C-169]
OG0003721	PSC71182.1 uridine kinase [Micractinium conductrix]	EIE21678.1 P-loop containing nucleoside triphosphate hydrolase protein_ partial [Coccomyxa subellipsoidea C-169]
OG0003722	PSC74434.1 translation factor SUI1-like protein [Micractinium conductrix]	EIE20945.1 translation initiation factor SU [Coccomyxa subellipsoidea C-169]
OG0003723	PSC72731.1 Hedgehog isoform 2 [Micractinium conductrix]	EIE26672.1 multidrug efflux transporter AcrB transmembrane domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0003725	PSC76512.1 sulfite reductase [NADPH] alpha-component [Micractinium conductrix]	EIE23365.1 hypothetical protein COCSUDRAFT_36399 [Coccomyxa subellipsoidea C-169]
OG0003726	PSC72753.1 lipid transfer isoform B [Micractinium conductrix], PSC72754.1 lipid transfer isoform A [Micractinium conductrix]	EIE26667.1 protein serine/threonine phosphatase 2C [Coccomyxa subellipsoidea C-169]
OG0003727	PSC75162.1 E3 ubiquitin-ligase [Micractinium conductrix]	EIE19493.1 hypothetical protein COCSUDRAFT_25926 [Coccomyxa subellipsoidea C-169]
OG0003728	PSC68940.1 signal recognition particle receptor subunit beta-like [Micractinium conductrix]	EIE22806.1 P-loop containing nucleoside triphosphate hydrolase protein_ partial [Coccomyxa subellipsoidea C-169]
OG0003729	PSC75213.1 thyroid adenoma-associated-like protein [Micractinium conductrix]	EIE20232.1 hypothetical protein COCSUDRAFT_48657 [Coccomyxa subellipsoidea C-169]
OG0003730	PSC76991.1 carboxyl-terminal-processing peptidase chloroplastic [Micractinium conductrix]	EIE23663.1 photosystem Ii D1 C-terminal processing protease [Coccomyxa subellipsoidea C-169]
OG0003731	PSC68266.1 p21-carboxy-terminal region-binding [Micractinium conductrix]	EIE20943.1 hypothetical protein COCSUDRAFT_43807 [Coccomyxa subellipsoidea C-169]
OG0003732	PSC68931.1 DNA-damage-repair toleration chloroplastic-like [Micractinium conductrix]	EIE22809.1 splicing factor [Coccomyxa subellipsoidea C-169]
OG0003733	PSC69013.1 TIC chloroplastic isoform A [Micractinium conductrix], PSC69012.1 TIC chloroplastic isoform B [Micractinium conductrix]	EIE20623.1 hypothetical protein COCSUDRAFT_83541 [Coccomyxa subellipsoidea C-169]
OG0003734	PSC76819.1 hypothetical protein C2E20_0698 [Micractinium conductrix]	EIE18795.1 hypothetical protein COCSUDRAFT_26256 [Coccomyxa subellipsoidea C-169]
OG0003735	PSC74064.1 ATP-dependent metalloprotease [Micractinium conductrix]	EIE24044.1 AAA-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0003736	PSC75779.1 putative mitochondrial-processing peptidase subunit beta [Micractinium conductrix]	EIE25550.1 putative mitochondrial processing peptidase [Coccomyxa subellipsoidea C-169]
OG0003737	PSC68111.1 P-loop containing nucleoside triphosphate hydrolase [Micractinium conductrix]	EIE25441.1 kinesin-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0003739	PSC75394.1 ATP-dependent Clp protease proteolytic subunit [Micractinium conductrix]	EIE19410.1 ATP-dependent Clp protease_ proteolytic subunit ClpP [Coccomyxa subellipsoidea C-169]
OG0003740	PSC70019.1 NLRC3 [Micractinium conductrix]	EIE20163.1 RNI-like protein [Coccomyxa subellipsoidea C-169]
OG0003741	PSC73354.1 ultraviolet-B receptor UVR8-like [Micractinium conductrix]	EIE19407.1 RCC1/BLIP-II [Coccomyxa subellipsoidea C-169]
OG0003742	PSC75659.1 NF-X1-type zinc finger NFXL2 [Micractinium conductrix]	EIE25322.1 hypothetical protein COCSUDRAFT_65191 [Coccomyxa subellipsoidea C-169]
OG0003743	PSC74153.1 HAD-like domain [Micractinium conductrix]	EIE21831.1 hypothetical protein COCSUDRAFT_17230 [Coccomyxa subellipsoidea C-169]
OG0003744	PSC75636.1 hypothetical protein C2E20_1411 [Micractinium conductrix]	EIE23340.1 hypothetical protein COCSUDRAFT_33050 [Coccomyxa subellipsoidea C-169]
OG0003745	PSC76700.1 pterin-4-alpha-carbinolamine dehydratase [Micractinium conductrix]	EIE21167.1 transcriptional coactivator/pterin dehydratase_ partial [Coccomyxa subellipsoidea C-169]
OG0003746	PSC76540.1 psbB mRNA maturation factor chloroplastic-like [Micractinium conductrix]	EIE26153.1 TPR-like protein_ partial [Coccomyxa subellipsoidea C-169]
OG0003748	PSC75605.1 ultraviolet-B receptor UVR8-like [Micractinium conductrix]	EIE25120.1 RCC1/BLIP-II [Coccomyxa subellipsoidea C-169]
OG0003749	PSC70109.1 SPOC and transcription elongation factor S-II domain [Micractinium conductrix]	EIE20112.1 hypothetical protein COCSUDRAFT_67485 [Coccomyxa subellipsoidea C-169]
OG0003750	PSC67912.1 putative ADP-ribosylation factor GTPase-activating AGD8 [Micractinium conductrix]	EIE19297.1 ArfGap-domain-containing protein_ partial [Coccomyxa subellipsoidea C-169]
OG0003751	PSC68116.1 hypothetical protein C2E20_8282 [Micractinium conductrix]	EIE25283.1 hypothetical protein COCSUDRAFT_61507 [Coccomyxa subellipsoidea C-169]
OG0003752	PSC72768.1 SNARE associated Golgi [Micractinium conductrix]	EIE22112.1 hypothetical protein COCSUDRAFT_66464 [Coccomyxa subellipsoidea C-169]
OG0003753	PSC72725.1 tyrosine phosphatase [Micractinium conductrix]	EIE22737.1 phosphotyrosine protein phosphatases I [Coccomyxa subellipsoidea C-169]
OG0003754	PSC75606.1 KTI12-like protein [Micractinium conductrix]	EIE18514.1 chromatin associated protein KTI12 [Coccomyxa subellipsoidea C-169]
OG0003756	PSC72707.1 TATA-binding -associated factor 172 [Micractinium conductrix]	EIE22146.1 hypothetical protein COCSUDRAFT_16858 [Coccomyxa subellipsoidea C-169]
OG0003757	PSC68679.1 hypothetical protein C2E20_7761 [Micractinium conductrix]	EIE21912.1 hypothetical protein COCSUDRAFT_56359 [Coccomyxa subellipsoidea C-169]
OG0003758	PSC69120.1 major lipid droplet [Micractinium conductrix]	EIE27302.1 hypothetical protein COCSUDRAFT_52125 [Coccomyxa subellipsoidea C-169], EIE24737.1 hypothetical protein COCSUDRAFT_65499 [Coccomyxa subellipsoidea C-169]
OG0003759	PSC72927.1 hypothetical protein C2E20_4027 [Micractinium conductrix]	EIE27029.1 hypothetical protein COCSUDRAFT_83588 [Coccomyxa subellipsoidea C-169]
OG0003760	PSC72614.1 beclin-1 isoform X1 [Micractinium conductrix]	EIE26749.1 APG6-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0003761	PSC72702.1 vacuolar sorting-associated 9A-like [Micractinium conductrix]	EIE26804.1 hypothetical protein COCSUDRAFT_59312 [Coccomyxa subellipsoidea C-169]
OG0003762	PSC72811.1 TPX2-like isoform X3 [Micractinium conductrix]	EIE18680.1 hypothetical protein COCSUDRAFT_45164 [Coccomyxa subellipsoidea C-169]
OG0003763	PSC71875.1 aminotransferase class V [Micractinium conductrix]	EIE20090.1 PLP-dependent transferase [Coccomyxa subellipsoidea C-169]
OG0003765	PSC71889.1 Flavin reductase-FMN-binding domain containing [Micractinium conductrix]	EIE20364.1 hypothetical protein COCSUDRAFT_54305 [Coccomyxa subellipsoidea C-169]
OG0003766	PSC68726.1 Intron-binding aquarius [Micractinium conductrix]	EIE21771.1 P-loop containing nucleoside triphosphate hydrolase protein [Coccomyxa subellipsoidea C-169]
OG0003769	PSC72605.1 exocyst complex component sec10 [Micractinium conductrix]	EIE26781.1 Sec10-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0003770	PSC72925.1 polyubiquitin 9 [Micractinium conductrix]	EIE22159.1 hypothetical protein COCSUDRAFT_55858 [Coccomyxa subellipsoidea C-169]
OG0003773	PSC72194.1 signal recognition particle 19 kDa -like [Micractinium conductrix]	EIE19416.1 hypothetical protein COCSUDRAFT_58702 [Coccomyxa subellipsoidea C-169]
OG0003774	PSC72097.1 peroxisome biogenesis 1 isoform X1 [Micractinium conductrix]	EIE27368.1 AAA-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0003775	PSC71154.1 vacuolar sorting-associated 24-like protein 1-like [Micractinium conductrix]	EIE18608.1 Snf7-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0003776	PSC72062.1 plastid fibrillin 3 [Micractinium conductrix]	EIE27403.1 plastid fibrillin 3 [Coccomyxa subellipsoidea C-169]
OG0003777	PSC72152.1 hypothetical protein C2E20_4543 [Micractinium conductrix]	EIE26441.1 hypothetical protein COCSUDRAFT_64491 [Coccomyxa subellipsoidea C-169]
OG0003778	PSC72193.1 1-acyl-sn-glycerol-3-phosphate acyltransferase delta isoform 1 [Micractinium conductrix]	EIE27834.1 hypothetical protein COCSUDRAFT_83454 [Coccomyxa subellipsoidea C-169]
OG0003779	PSC76671.1 ubiquitin-conjugating enzyme E2 22-like [Micractinium conductrix]	EIE20518.1 hypothetical protein COCSUDRAFT_30660 [Coccomyxa subellipsoidea C-169]
OG0003780	PSC76224.1 BI1 isoform A [Micractinium conductrix], PSC76223.1 BI1 isoform B [Micractinium conductrix]	EIE22914.1 UPF0005-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0003781	PSC77060.1 suppression of tumorigenicity 5 -like [Micractinium conductrix]	EIE19512.1 hypothetical protein COCSUDRAFT_83563 [Coccomyxa subellipsoidea C-169]
OG0003782	PSC72505.1 Ran-binding 10 [Micractinium conductrix]	EIE25153.1 SPRY-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0003784	PSC74367.1 50S ribosomal L24 [Micractinium conductrix]	EIE23829.1 ribosomal protein L24 [Coccomyxa subellipsoidea C-169]
OG0003785	PSC71386.1 hypothetical protein C2E20_5254 [Micractinium conductrix]	EIE25456.1 DUF455-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0003786	PSC71432.1 microtubule-associated Asp [Micractinium conductrix]	EIE23828.1 hypothetical protein COCSUDRAFT_65610 [Coccomyxa subellipsoidea C-169]
OG0003787	PSC72564.1 thiol-disulfide oxidoreductase LTO1 [Micractinium conductrix]	EIE25168.1 VKOR-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0003788	PSC74356.1 putative aarF domain-containing kinase chloroplastic [Micractinium conductrix]	EIE20315.1 ABC1-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0003791	PSC74316.1 exosome complex component rrp40 [Micractinium conductrix]	EIE19236.1 exonuclease component of the exosome [Coccomyxa subellipsoidea C-169]
OG0003792	PSC73841.1 pyruvate dehydrogenase kinase [Micractinium conductrix]	EIE24046.1 alpha-ketoacid dehydrogenase kinase [Coccomyxa subellipsoidea C-169]
OG0003793	PSC70104.1 P-loop NTPase domain-containing LPA1-like protein 1-like [Micractinium conductrix]	EIE20206.1 hypothetical protein COCSUDRAFT_67534 [Coccomyxa subellipsoidea C-169]
OG0003794	PSC67944.1 phosphoserine aminotransferase [Micractinium conductrix]	EIE22352.1 phosphoserine aminotransferase [Coccomyxa subellipsoidea C-169]
OG0003796	PSC68699.1 tRNA nucleotidyltransferase poly_A_ polymerase [Micractinium conductrix]	EIE26242.1 hypothetical protein COCSUDRAFT_83617 [Coccomyxa subellipsoidea C-169]
OG0003797	PSC76958.1 rab9 effector with kelch motifs [Micractinium conductrix]	EIE22836.1 galactose oxidase [Coccomyxa subellipsoidea C-169]
OG0003798	PSC76038.1 TP53-regulating kinase isoform A [Micractinium conductrix], PSC76037.1 TP53-regulating kinase isoform B [Micractinium conductrix]	EIE22357.1 kinase-like protein [Coccomyxa subellipsoidea C-169]
OG0003801	PSC67036.1 Coenzyme Q-binding COQ10 mitochondrial [Micractinium conductrix], PSC69318.1 coenzyme Q-binding COQ10 mitochondrial [Micractinium conductrix]	EIE24269.1 hypothetical protein COCSUDRAFT_28720 [Coccomyxa subellipsoidea C-169]
OG0003802	PSC76934.1 acetyltransferase NSI [Micractinium conductrix]	EIE20893.1 hypothetical protein COCSUDRAFT_8782_ partial [Coccomyxa subellipsoidea C-169]
OG0003803	PSC76168.1 cofactor complex C _B6F_ [Micractinium conductrix]	EIE23645.1 hypothetical protein COCSUDRAFT_15230_ partial [Coccomyxa subellipsoidea C-169]
OG0003804	PSC67420.1 cytochrome c oxidase subunit 4_13 kD [Micractinium conductrix]	EIE23504.1 hypothetical protein COCSUDRAFT_53359 [Coccomyxa subellipsoidea C-169]
OG0003805	PSC68006.1 ATP-dependent RNA helicase HAS1 [Micractinium conductrix]	EIE24612.1 DEAD-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0003806	PSC76022.1 acyl-oxidase [Micractinium conductrix]	EIE24568.1 acyl-CoA oxidase [Coccomyxa subellipsoidea C-169]
OG0003807	PSC67440.1 hemolysin A isoform B [Micractinium conductrix], PSC67439.1 hemolysin A isoform A [Micractinium conductrix]	EIE23561.1 hemolysin A [Coccomyxa subellipsoidea C-169]
OG0003808	PSC68819.1 chloroplastic isoform X2 [Micractinium conductrix]	EIE27179.1 Thiamin diphosphate-binding protein_ partial [Coccomyxa subellipsoidea C-169]
OG0003809	PSC68721.1 increased DNA methylation 1-like [Micractinium conductrix]	EIE26047.1 hypothetical protein COCSUDRAFT_46469 [Coccomyxa subellipsoidea C-169]
OG0003810	PSC76116.1 DHS-like NAD FAD-binding domain-containing [Micractinium conductrix]	EIE18485.1 DHS-like NAD/FAD-binding domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0003811	PSC68856.1 hemK methyltransferase family member 1 [Micractinium conductrix]	EIE25038.1 S-adenosyl-L-methionine-dependent methyltransferase [Coccomyxa subellipsoidea C-169]
OG0003812	PSC67415.1 Regulator of telomere elongation helicase 1 [Micractinium conductrix]	EIE26626.1 DNA repair helicase [Coccomyxa subellipsoidea C-169]
OG0003814	PSC76694.1 60S acidic ribosomal P2 [Micractinium conductrix]	EIE18815.1 ribosomal protein 60S [Coccomyxa subellipsoidea C-169]
OG0003815	PSC67421.1 50S ribosomal chloroplastic [Micractinium conductrix]	EIE18811.1 ribosomal protein L6 [Coccomyxa subellipsoidea C-169], EIE21464.1 60S ribosomal protein L6_ mitochondrial [Coccomyxa subellipsoidea C-169]
OG0003816	PSC74267.1 chalcone-flavanone isomerase [Micractinium conductrix]	EIE19648.1 chalcone isomerase [Coccomyxa subellipsoidea C-169]
OG0003817	PSC68485.1 Succinate dehydrogenase [ubiquinone] cytochrome b small mitochondrial [Micractinium conductrix]	EIE26462.1 hypothetical protein COCSUDRAFT_52340 [Coccomyxa subellipsoidea C-169]
OG0003818	PSC68698.1 hypothetical protein C2E20_7707 [Micractinium conductrix]	EIE26058.1 hypothetical protein COCSUDRAFT_40229 [Coccomyxa subellipsoidea C-169]
OG0003819	PSC76611.1 hypothetical protein C2E20_0087 [Micractinium conductrix]	EIE23824.1 hypothetical protein COCSUDRAFT_83699 [Coccomyxa subellipsoidea C-169]
OG0003820	PSC76580.1 putative proteasome inhibitor [Micractinium conductrix]	EIE21537.1 hypothetical protein COCSUDRAFT_66937 [Coccomyxa subellipsoidea C-169]
OG0003822	PSC73330.1 Stomatin mitochondrial [Micractinium conductrix]	EIE26256.1 hypothetical protein COCSUDRAFT_52284 [Coccomyxa subellipsoidea C-169]
OG0003823	PSC70253.1 hypothetical protein C2E20_6331 [Micractinium conductrix]	EIE20939.1 hypothetical protein COCSUDRAFT_18374_ partial [Coccomyxa subellipsoidea C-169]
OG0003824	PSC75018.1 U3 small nucleolar RNA-interacting 2 [Micractinium conductrix]	EIE27518.1 WD40 repeat-like protein_ partial [Coccomyxa subellipsoidea C-169]
OG0003827	PSC75672.1 Sorbitol dehydrogenase [Micractinium conductrix]	EIE22647.1 sorbitol related enzyme [Coccomyxa subellipsoidea C-169]
OG0003828	PSC70188.1 prefoldin subunit 1 [Micractinium conductrix]	EIE20757.1 hypothetical protein COCSUDRAFT_57321 [Coccomyxa subellipsoidea C-169]
