Orthogroup	Micractinium_SAG24180	Scenedesmus_PABB004
OG0004887	PSC74718.1 threonine-tRNA ligase [Micractinium conductrix]	KAF8073257.1 Threonine--tRNA ligase [Scenedesmus sp. PABB004]
OG0004889	PSC73116.1 pyruvate phosphate dikinase [Micractinium conductrix]	KAF8067135.1 hypothetical protein HT031_002182 [Scenedesmus sp. PABB004]
OG0004890	PSC70283.1 Kinesin-related 11 [Micractinium conductrix]	KAF8056854.1 KIN7D [Scenedesmus sp. PABB004]
OG0004895	PSC70576.1 SUMO-activating enzyme subunit 2 [Micractinium conductrix]	KAF8067377.1 Spag1 [Scenedesmus sp. PABB004]
OG0004897	PSC69540.1 Callose synthase 5 [Micractinium conductrix]	KAF8059160.1 CALS7 [Scenedesmus sp. PABB004], KAF8059158.1 CALS3 [Scenedesmus sp. PABB004]
OG0004899	PSC73383.1 ATP-dependent protease subunit [Micractinium conductrix]	KAF8060082.1 hslV [Scenedesmus sp. PABB004]
OG0004900	PSC73502.1 cytochrome b-c1 complex subunit Rieske-mitochondrial-like [Micractinium conductrix]	KAF8071009.1 Cytochrome b-c1 complex subunit Rieske-1 [Scenedesmus sp. PABB004]
OG0004907	PSC72331.1 haloacid dehalogenase [Micractinium conductrix]	KAF8056466.1 hypothetical protein HT031_006323 [Scenedesmus sp. PABB004]
OG0004908	PSC72124.1 ssDNA-binding transcriptional regulator [Micractinium conductrix]	KAF8069549.1 WHY1 [Scenedesmus sp. PABB004]
OG0004910	PSC76249.1 Conserved secreted isoform A [Micractinium conductrix], PSC76248.1 Conserved secreted isoform B [Micractinium conductrix]	KAF8067146.1 hypothetical protein HT031_002193 [Scenedesmus sp. PABB004]
OG0004915	PSC73328.1 rRNA-processing fcf2-like [Micractinium conductrix]	KAF8058130.1 Dnttip2 [Scenedesmus sp. PABB004]
OG0004918	PSC69625.1 small conserved [Micractinium conductrix]	KAF8060025.1 hypothetical protein HT031_004963 [Scenedesmus sp. PABB004]
OG0004921	PSC75914.1 pirin domain-containing [Micractinium conductrix]	KAF8069394.1 quercetin 2_3-dioxygenase [Scenedesmus sp. PABB004]
OG0004924	PSC70834.1 3-oxoacyl-ACP reductase [Micractinium conductrix]	KAF8065473.1 fabG [Scenedesmus sp. PABB004]
OG0004928	PSC75263.1 heat shock 33 [Micractinium conductrix]	KAF8063068.1 hslO [Scenedesmus sp. PABB004]
OG0004930	PSC67954.1 putative plastid-lipid-associated chloroplastic [Micractinium conductrix]	KAF8064497.1 PAP8 [Scenedesmus sp. PABB004]
OG0004931	PSC68000.1 peptidyl-prolyl cis-trans isomerase CYP23 [Micractinium conductrix]	KAF8056011.1 CYP23 [Scenedesmus sp. PABB004]
OG0004932	PSC69749.1 NAD-dependent deacetylase SRT1 [Micractinium conductrix]	KAF8062076.1 SRT1 [Scenedesmus sp. PABB004]
OG0004937	PSC74884.1 exosome complex component RRP45A isoform X1 [Micractinium conductrix]	KAF8067289.1 RRP45A [Scenedesmus sp. PABB004]
OG0004941	PSC68999.1 GPN-loop GTPase 1-like isoform X1 [Micractinium conductrix]	KAF8071352.1 gpn1 [Scenedesmus sp. PABB004]
OG0004947	PSC72012.1 phospholipid glycerol acyltransferase family [Micractinium conductrix]	KAF8067215.1 N-acylphosphatidylethanolamine synthase [Scenedesmus sp. PABB004]
OG0004950	PSC68421.1 hemK methyltransferase family member 2 [Micractinium conductrix]	KAF8060464.1 N6a [Scenedesmus sp. PABB004]
OG0004952	PSC68036.1 membrane protein [Micractinium conductrix], PSC69514.1 membrane protein [Micractinium conductrix]	KAF8071379.1 FAX5 [Scenedesmus sp. PABB004]
OG0004953	PSC72750.1 hypothetical protein C2E20_3999 [Micractinium conductrix]	KAF8058125.1 SPBPB2B2.09c [Scenedesmus sp. PABB004]
OG0004954	PSC73341.1 ATPase AAA [Micractinium conductrix]	KAF8055994.1 hypothetical protein HT031_006515 [Scenedesmus sp. PABB004]
OG0004956	PSC70799.1 protease Do-like 7 [Micractinium conductrix]	KAF8064514.1 DEGP7 [Scenedesmus sp. PABB004]
OG0004957	PSC70654.1 IQ and AAA domain-containing 1 [Micractinium conductrix]	KAF8057241.1 DRC11 [Scenedesmus sp. PABB004]
OG0004961	PSC67230.1 Pumilio 23 [Micractinium conductrix]	KAF8071372.1 APUM23 [Scenedesmus sp. PABB004]
OG0004962	PSC68797.1 Metal transporter Nramp3 [Micractinium conductrix]	KAF8072909.1 PEX19-2 [Scenedesmus sp. PABB004]
OG0004966	PSC77043.1 RNA pseudouridine synthase [Micractinium conductrix]	KAF8065660.1 RNA pseudouridine synthase [Scenedesmus sp. PABB004]
OG0004967	PSC74921.1 zinc ion binding [Micractinium conductrix]	KAF8055320.1 hypothetical protein HT031_006775 [Scenedesmus sp. PABB004]
OG0004968	PSC71679.1 ADP-ribosylation factor GTPase-activating AGD1 [Micractinium conductrix]	KAF8057111.1 AGD4 [Scenedesmus sp. PABB004]
OG0004970	PSC71759.1 Ubiquinone biosynthesis [Micractinium conductrix]	KAF8062656.1 coq7 [Scenedesmus sp. PABB004]
OG0004971	PSC71823.1 intraflagellar transport 46-like protein [Micractinium conductrix]	KAF8062670.1 IFT46 [Scenedesmus sp. PABB004]
OG0004974	PSC73602.1 4-toluene sulfonate uptake permease [Micractinium conductrix]	KAF8062675.1 hypothetical protein HT031_004004 [Scenedesmus sp. PABB004]
OG0004975	PSC68697.1 NADH_ubiquinone oxidoreductase 11 kDa subunit [Micractinium conductrix]	KAF8060361.1 hypothetical protein HT031_004897 [Scenedesmus sp. PABB004]
OG0004978	PSC67166.1 sulfur stress regulator [Micractinium conductrix]	KAF8064517.1 AKR2A [Scenedesmus sp. PABB004]
OG0004979	PSC73193.1 domain-containing 4 [Micractinium conductrix]	KAF8064524.1 PPD4 [Scenedesmus sp. PABB004]
OG0004980	PSC73748.1 4-alpha-glucanotransferase DPE2 [Micractinium conductrix]	KAF8061918.1 DPE2 [Scenedesmus sp. PABB004]
OG0004983	PSC73890.1 Transcription initiation factor TFIID subunit 12 [Micractinium conductrix]	KAF8071186.1 TAF12 [Scenedesmus sp. PABB004]
OG0004984	PSC69230.1 cyclin like [Micractinium conductrix]	KAF8068302.1 F-box protein [Scenedesmus sp. PABB004]
OG0004985	PSC68784.1 dual specificity phosphatase [Micractinium conductrix]	KAF8067180.1 hypothetical protein HT031_002227 [Scenedesmus sp. PABB004], KAF8067177.1 hypothetical protein HT031_002224 [Scenedesmus sp. PABB004]
OG0004986	PSC75045.1 hypothetical protein C2E20_1799 [Micractinium conductrix]	KAF8072697.1 hypothetical protein HT031_000357 [Scenedesmus sp. PABB004]
OG0004988	PSC70075.1 alpha-ketoglutarate-dependent dioxygenase alkB-like protein 6 [Micractinium conductrix]	KAF8055731.1 Alkbh6 [Scenedesmus sp. PABB004]
OG0004989	PSC74869.1 domain-containing 5 [Micractinium conductrix]	KAF8063737.1 PPD5 [Scenedesmus sp. PABB004]
OG0004990	PSC73347.1 mediator of RNA polymerase II transcription subunit 10b-like [Micractinium conductrix]	KAF8056022.1 MED10B [Scenedesmus sp. PABB004]
OG0004991	PSC74934.1 malic enzyme [Micractinium conductrix]	KAF8072739.1 NAD-ME2 [Scenedesmus sp. PABB004]
OG0004992	PSC74985.1 cyclopropane-fatty-acyl-phospholipid synthase [Micractinium conductrix]	KAF8068348.1 _S_-coclaurine N-methyltransferase [Scenedesmus sp. PABB004]
OG0004993	PSC70018.1 hypothetical protein C2E20_6550 [Micractinium conductrix]	KAF8058126.1 hypothetical protein HT031_005786 [Scenedesmus sp. PABB004]
OG0004995	PSC70176.1 Extracellular basic protease [Micractinium conductrix]	KAF8061138.1 hypothetical protein HT031_004599 [Scenedesmus sp. PABB004]
OG0004997	PSC70263.1 glyco endo-alpha-1_2-mannosidase [Micractinium conductrix]	KAF8071185.1 Manea [Scenedesmus sp. PABB004]
OG0004998	PSC76228.1 CHAPERONE-LIKE PROTEIN OF chloroplastic [Micractinium conductrix]	KAF8067219.1 hypothetical protein HT031_002266 [Scenedesmus sp. PABB004]
OG0005000	PSC70215.1 NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 2 [Micractinium conductrix]	KAF8056241.1 hypothetical protein HT031_006429 [Scenedesmus sp. PABB004]
OG0005001	PSC76393.1 cell division cycle 123-like protein [Micractinium conductrix]	KAF8071097.1 cdc123 [Scenedesmus sp. PABB004]
OG0005002	PSC72041.1 Transmembrane 97 [Micractinium conductrix]	KAF8061061.1 tmem97 [Scenedesmus sp. PABB004]
OG0005003	PSC73260.1 phosphoenolpyruvate carboxylase 4 [Micractinium conductrix]	KAF8073001.1 Ppc2 [Scenedesmus sp. PABB004]
OG0005005	PSC71978.1 golgin candidate 1 [Micractinium conductrix]	KAF8073078.1 GC1 [Scenedesmus sp. PABB004]
OG0005006	PSC71851.1 phosphatase 2C 22 [Micractinium conductrix]	KAF8057943.1 hypothetical protein HT031_005889 [Scenedesmus sp. PABB004]
OG0005008	PSC67872.1 methyltransferase [Micractinium conductrix]	KAF8060503.1 Mettl20 [Scenedesmus sp. PABB004]
OG0005009	PSC75791.1 photosystem II [Micractinium conductrix]	KAF8060329.1 RPL44 [Scenedesmus sp. PABB004]
OG0005012	PSC71002.1 putative voltage-gated potassium channel subunit beta [Micractinium conductrix]	KAF8073117.1 KAB1 [Scenedesmus sp. PABB004]
OG0005013	PSC70930.1 Nuclear transport factor 2 [Micractinium conductrix]	KAF8071157.1 NTF2A [Scenedesmus sp. PABB004]
OG0005014	PSC69936.1 gonidia-specific protein [Micractinium conductrix]	KAF8055921.1 STR16 [Scenedesmus sp. PABB004]
OG0005018	PSC70342.1 GTPase Der [Micractinium conductrix]	KAF8067139.1 der [Scenedesmus sp. PABB004]
OG0005019	PSC70871.1 CLK4-associating serine arginine rich isoform B [Micractinium conductrix], PSC70872.1 CLK4-associating serine arginine rich isoform A [Micractinium conductrix]	KAF8069400.1 Clasrp [Scenedesmus sp. PABB004]
OG0005020	PSC68060.1 IQ and ubiquitin-like domain-containing [Micractinium conductrix]	KAF8069486.1 Iqub [Scenedesmus sp. PABB004]
OG0005021	PSC67747.1 E3 ubiquitin-ligase UPL6 [Micractinium conductrix]	KAF8071258.1 UPL6 [Scenedesmus sp. PABB004]
OG0005023	PSC70988.1 neurochondrin isoform X1 [Micractinium conductrix]	KAF8071112.1 hypothetical protein HT031_001194 [Scenedesmus sp. PABB004]
OG0005025	PSC70417.1 thylakoid lumen [Micractinium conductrix]	KAF8063708.1 TL17 [Scenedesmus sp. PABB004]
OG0005026	PSC70407.1 rhodanese-like domain-containing 6 isoform X1 [Micractinium conductrix]	KAF8055651.1 STR6 [Scenedesmus sp. PABB004]
OG0005027	PSC67728.1 DNA mismatch repair MLH3 isoform X1 [Micractinium conductrix]	KAF8060079.1 MLH3 [Scenedesmus sp. PABB004]
OG0005028	PSC70395.1 palmitoyl-thioesterase 1 [Micractinium conductrix]	KAF8055741.1 ppt-1 [Scenedesmus sp. PABB004]
OG0005029	PSC70837.1 peptidase M16 [Micractinium conductrix]	KAF8065484.1 zinc protease [Scenedesmus sp. PABB004]
OG0005031	PSC70423.1 lactation elevated 1 isoform X1 [Micractinium conductrix]	KAF8066413.1 AFG1L [Scenedesmus sp. PABB004]
OG0005034	PSC70440.1 DNA-directed RNA polymerase I subunit rpa43 isoform X1 [Micractinium conductrix]	KAF8069654.1 Histone H2A-IV [Scenedesmus sp. PABB004]
OG0005036	PSC69364.1 zinc-finger [Micractinium conductrix]	KAF8068443.1 PSA2 [Scenedesmus sp. PABB004]
OG0005037	PSC73843.1 hypothetical protein C2E20_3010 [Micractinium conductrix]	KAF8072648.1 Glutaredoxin [Scenedesmus sp. PABB004]
OG0005038	PSC76916.1 amidase signature enzyme [Micractinium conductrix]	KAF8056384.1 hypothetical protein HT031_006384 [Scenedesmus sp. PABB004]
OG0005039	PSC73776.1 iron-sulfur cluster assembly 2 mitochondrial [Micractinium conductrix]	KAF8055739.1 iron-sulfur assembly protein IscA-like protein 2 [Scenedesmus sp. PABB004]
OG0005040	PSC67327.1 isoform 1 [Micractinium conductrix]	KAF8069698.1 gpkow [Scenedesmus sp. PABB004]
OG0005042	PSC68946.1 ubiquitin carboxyl-terminal hydrolase isozyme L5-like [Micractinium conductrix]	KAF8072605.1 UCH2 [Scenedesmus sp. PABB004]
OG0005044	PSC68633.1 amidase [Micractinium conductrix]	KAF8058363.1 AMI1 [Scenedesmus sp. PABB004]
OG0005046	PSC70562.1 rab s geranylgeranyltransferase component A 2 [Micractinium conductrix]	KAF8067294.1 hypothetical protein HT031_002342 [Scenedesmus sp. PABB004]
OG0005047	PSC72502.1 lysine methyltransferase METTL21D [Micractinium conductrix]	KAF8055749.1 METTL21A [Scenedesmus sp. PABB004]
OG0005048	PSC68966.1 OTU domain-containing protein isoform X1 [Micractinium conductrix]	KAF8072771.1 OTU9 [Scenedesmus sp. PABB004]
OG0005053	PSC75890.1 peptidyl-prolyl cis-trans isomerase CYP18-1 [Micractinium conductrix]	KAF8068365.1 CYP18-1 [Scenedesmus sp. PABB004]
OG0005057	PSC75603.1 Fe-S oxidoreductase [Micractinium conductrix]	KAF8065759.1 hypothetical protein HT031_002819 [Scenedesmus sp. PABB004]
OG0005060	PSC75738.1 conserved oligomeric Golgi complex subunit 2 [Micractinium conductrix]	KAF8069609.1 COG2 [Scenedesmus sp. PABB004]
OG0005063	PSC75549.1 nephrocystin-4 [Micractinium conductrix]	KAF8070881.1 nphp4 [Scenedesmus sp. PABB004]
OG0005064	PSC75507.1 hypothetical protein C2E20_1129 [Micractinium conductrix]	KAF8069411.1 hypothetical protein HT031_001526 [Scenedesmus sp. PABB004]
OG0005066	PSC71527.1 WD-40 repeat [Micractinium conductrix]	KAF8071090.1 hypothetical protein HT031_001172 [Scenedesmus sp. PABB004]
OG0005068	PSC72700.1 putative anion transporter chloroplastic [Micractinium conductrix]	KAF8061082.1 ANTR6 [Scenedesmus sp. PABB004]
OG0005070	PSC71583.1 Golgi apparatus membrane ECHIDNA [Micractinium conductrix], PSC71601.1 Golgi apparatus membrane ECHIDNA [Micractinium conductrix]	KAF8068271.1 ABD1 [Scenedesmus sp. PABB004]
OG0005071	PSC69046.1 F-box 7 [Micractinium conductrix]	KAF8058926.1 msrA [Scenedesmus sp. PABB004]
OG0005072	PSC72671.1 acyl-acyl carrier thioesterase chloroplastic [Micractinium conductrix]	KAF8063869.1 ALT4 [Scenedesmus sp. PABB004]
OG0005073	PSC72695.1 tankyrase-2-like isoform X1 [Micractinium conductrix]	KAF8067205.1 Espnl [Scenedesmus sp. PABB004]
OG0005074	PSC68993.1 pyridoxal phosphate [Micractinium conductrix]	KAF8066179.1 D-cysteine desulfhydrase 1 [Scenedesmus sp. PABB004]
OG0005075	PSC71655.1 molecular chaperone [Micractinium conductrix]	KAF8073120.1 dnaK [Scenedesmus sp. PABB004]
OG0005076	PSC71504.1 O-phosphoseryl-tRNA selenium transferase [Micractinium conductrix]	KAF8065449.1 hypothetical protein HT031_003050 [Scenedesmus sp. PABB004]
OG0005077	PSC74021.1 hypothetical protein C2E20_2592 [Micractinium conductrix], PSC72610.1 hypothetical protein C2E20_4082 [Micractinium conductrix], PSC72609.1 hypothetical protein C2E20_4082 [Micractinium conductrix]	KAF8064565.1 CID11 [Scenedesmus sp. PABB004]
OG0005078	PSC72722.1 UPF0454 C12orf49lags_Precursor [Micractinium conductrix]	KAF8063807.1 hypothetical protein HT031_003664 [Scenedesmus sp. PABB004]
OG0005079	PSC71611.1 cupin [Micractinium conductrix]	KAF8068230.1 hypothetical protein HT031_001916 [Scenedesmus sp. PABB004]
OG0005080	PSC71521.1 ferredoxin-thioredoxin variable chain-like [Micractinium conductrix]	KAF8061346.1 Ferredoxin-thioredoxin reductase [Scenedesmus sp. PABB004]
OG0005082	PSC71506.1 calcineurin-like phosphoesterase family [Micractinium conductrix]	KAF8063096.1 SLP2 [Scenedesmus sp. PABB004]
OG0005085	PSC71545.1 GTP-binding Era [Micractinium conductrix]	KAF8062058.1 GTPase ERA-like [Scenedesmus sp. PABB004]
OG0005087	PSC72624.1 mitochondrial [Micractinium conductrix]	KAF8067293.1 Rexo2 [Scenedesmus sp. PABB004]
OG0005089	PSC71475.1 KH domain-containing protein [Micractinium conductrix]	KAF8058075.1 zinc finger CCCH domain-containing protein 50 [Scenedesmus sp. PABB004]
OG0005090	PSC72474.1 ATP binding isoform 1 [Micractinium conductrix]	KAF8068458.1 hypothetical protein HT031_002147 [Scenedesmus sp. PABB004]
OG0005093	PSC74050.1 putative S-acyltransferase 16 [Micractinium conductrix]	KAF8055329.1 PAT16 [Scenedesmus sp. PABB004]
OG0005094	PSC71462.1 hypothetical protein C2E20_5039 [Micractinium conductrix]	KAF8063004.1 hypothetical protein HT031_003843 [Scenedesmus sp. PABB004]
OG0005096	PSC69467.1 methyltransferase type 11 [Micractinium conductrix]	KAF8061941.1 menG [Scenedesmus sp. PABB004]
OG0005097	PSC72300.1 phosphoglycolate phosphatase [Micractinium conductrix]	KAF8071377.1 PGLP2 [Scenedesmus sp. PABB004]
OG0005098	PSC76233.1 NADH dehydrogenase [ubiquinone] iron-sulfur mitochondrial-like [Micractinium conductrix]	KAF8065505.1 NADH dehydrogenase [ubiquinone] iron-sulfur protein 7 [Scenedesmus sp. PABB004]
OG0005099	PSC72327.1 stem-specific TSJT1-like [Micractinium conductrix]	KAF8072401.1 histone H3 [Scenedesmus sp. PABB004]
OG0005100	PSC70706.1 ubiquitin-related modifier [Micractinium conductrix]	KAF8058417.1 URM1 [Scenedesmus sp. PABB004]
OG0005101	PSC72090.1 pyridine nucleotide-disulfide oxidoreductase [Micractinium conductrix]	KAF8069517.1 IPO13 [Scenedesmus sp. PABB004]
OG0005102	PSC72076.1 L-isoaspartate O-methyltransferase [Micractinium conductrix]	KAF8072717.1 PIMT1 [Scenedesmus sp. PABB004]
OG0005103	PSC72064.1 UPF0664 stress-induced [Micractinium conductrix]	KAF8063821.1 satP [Scenedesmus sp. PABB004]
OG0005104	PSC71160.1 Werner syndrome-like exonuclease [Micractinium conductrix]	KAF8066350.1 hypothetical protein HT031_002674 [Scenedesmus sp. PABB004]
OG0005105	PSC71101.1 histidine phosphatase [Micractinium conductrix]	KAF8064686.1 gpmB [Scenedesmus sp. PABB004]
OG0005106	PSC69478.1 DNA excision repair ERCC-2 [Micractinium conductrix]	KAF8070859.1 hypothetical protein HT031_000940 [Scenedesmus sp. PABB004]
OG0005107	PSC72261.1 F-box SKIP22-like [Micractinium conductrix]	KAF8062928.1 hypothetical protein HT031_003767 [Scenedesmus sp. PABB004]
OG0005108	PSC71069.1 HMG box-containing [Micractinium conductrix]	KAF8056430.1 SPBC19G7.04 [Scenedesmus sp. PABB004]
OG0005110	PSC72175.1 Carbonyl reductase [NADPH] 1 [Micractinium conductrix]	KAF8064523.1 Cbr1 [Scenedesmus sp. PABB004]
OG0005111	PSC72235.1 rRNA methyltransferase [Micractinium conductrix]	KAF8073105.1 hypothetical protein HT031_000766 [Scenedesmus sp. PABB004]
OG0005112	PSC72309.1 hypothetical protein C2E20_4500 [Micractinium conductrix]	KAF8066408.1 hypothetical protein HT031_002732 [Scenedesmus sp. PABB004]
OG0005113	PSC69502.1 EF-1-alpha-related GTP-binding [Micractinium conductrix]	KAF8059179.1 Gtpbp2 [Scenedesmus sp. PABB004]
OG0005114	PSC71128.1 serine racemase [Micractinium conductrix]	KAF8072725.1 hypothetical protein HT031_000385 [Scenedesmus sp. PABB004]
OG0005116	PSC73118.1 FAD NAD_P_-binding oxidoreductase family isoform 1 [Micractinium conductrix]	KAF8065631.1 renalase [Scenedesmus sp. PABB004]
OG0005117	PSC74515.1 l-inducible nipa [Micractinium conductrix]	KAF8063797.1 hypothetical protein HT031_003654 [Scenedesmus sp. PABB004]
OG0005118	PSC73137.1 conserved membrane [Micractinium conductrix]	KAF8071194.1 TMEM69 [Scenedesmus sp. PABB004]
OG0005120	PSC73156.1 hypothetical protein C2E20_3657 [Micractinium conductrix]	KAF8071246.1 hypothetical protein HT031_001329 [Scenedesmus sp. PABB004]
OG0005123	PSC73599.1 50S ribosomal L36 [Micractinium conductrix]	KAF8054463.1 rpl36 _chloroplast_ [Scenedesmus sp. PABB004]
OG0005124	PSC74375.1 helicase Mov10l1 [Micractinium conductrix]	KAF8055841.1 MOV10L1 [Scenedesmus sp. PABB004]
OG0005126	PSC74543.1 50S ribosomal chloroplastic [Micractinium conductrix]	KAF8066432.1 rpmI [Scenedesmus sp. PABB004]
OG0005127	PSC73942.1 Ubiquitin domain-containing UBFD1 isoform B [Micractinium conductrix], PSC73943.1 Ubiquitin domain-containing UBFD1 isoform A [Micractinium conductrix]	KAF8065604.1 UBFD1 [Scenedesmus sp. PABB004]
OG0005128	PSC68681.1 hypothetical protein C2E20_7767 [Micractinium conductrix]	KAF8066260.1 hypothetical protein HT031_002583 [Scenedesmus sp. PABB004]
OG0005129	PSC75768.1 SYS1-like protein [Micractinium conductrix]	KAF8067111.1 sys1 [Scenedesmus sp. PABB004]
OG0005130	PSC68865.1 tRNA pseudouridine synthase [Micractinium conductrix]	KAF8066244.1 truA1 [Scenedesmus sp. PABB004]
OG0005133	PSC75931.1 protease Do-like chloroplastic [Micractinium conductrix]	KAF8057906.1 DEGP5 [Scenedesmus sp. PABB004]
OG0005134	PSC68259.1 flagellar associated [Micractinium conductrix]	KAF8063689.1 hypothetical protein HT031_003544 [Scenedesmus sp. PABB004]
OG0005135	PSC68911.1 ribokinase xylose isomerase [Micractinium conductrix]	KAF8065638.1 hypothetical protein HT031_003239 [Scenedesmus sp. PABB004]
OG0005137	PSC68606.1 NADH dehydrogenase [ubiquinone] complex assembly factor 7 [Micractinium conductrix]	KAF8068163.1 midA [Scenedesmus sp. PABB004]
OG0005139	PSC68578.1 NUDIX domain-containing [Micractinium conductrix]	KAF8072485.1 SPBP35G2.12 [Scenedesmus sp. PABB004]
OG0005142	PSC68290.1 E3 ubiquitin-ligase FANCL [Micractinium conductrix]	KAF8061347.1 Fancl [Scenedesmus sp. PABB004]
OG0005143	PSC75782.1 hypothetical protein C2E20_1599 [Micractinium conductrix]	KAF8062081.1 hypothetical protein HT031_004341 [Scenedesmus sp. PABB004]
OG0005146	PSC75832.1 flagellar associated [Micractinium conductrix]	KAF8060535.1 DRC2 [Scenedesmus sp. PABB004]
OG0005147	PSC73469.1 cytokinin riboside 5 -monophosphate phosphoribohydrolase LOG3-like [Micractinium conductrix]	KAF8057778.1 LOG7 [Scenedesmus sp. PABB004]
OG0005148	PSC76297.1 class V superfamily [Micractinium conductrix]	KAF8066328.1 CPK24 [Scenedesmus sp. PABB004]
OG0005150	PSC73910.1 haloacid dehalogenase-like hydrolase domain-containing 3 [Micractinium conductrix]	KAF8068398.1 kin-1 [Scenedesmus sp. PABB004]
OG0005151	PSC75747.1 fumarylacetoacetase [Micractinium conductrix]	KAF8072861.1 hypothetical protein HT031_000521 [Scenedesmus sp. PABB004]
OG0005152	PSC75449.1 kinesin-associated 3 isoform X1 [Micractinium conductrix]	KAF8060465.1 hypothetical protein HT031_004641 [Scenedesmus sp. PABB004], KAF8060286.1 kinesin-associated protein 3 [Scenedesmus sp. PABB004]
OG0005156	PSC74696.1 alanine-glyoxylate transaminase [Micractinium conductrix]	KAF8072464.1 ABC1K3 [Scenedesmus sp. PABB004]
OG0005158	PSC76731.1 E3 ubiquitin-ligase RNF123 [Micractinium conductrix]	KAF8069458.1 hypothetical protein HT031_001574 [Scenedesmus sp. PABB004]
OG0005159	PSC70118.1 sulfotransferase domain [Micractinium conductrix], PSC75486.1 ATP-binding Cassette _ABC_ Superfamily [Micractinium conductrix]	KAF8071192.1 Ppp4r1 [Scenedesmus sp. PABB004]
OG0005160	PSC71407.1 flowering time control FCA isoform X2 [Micractinium conductrix]	KAF8072461.1 hypothetical protein HT031_000120 [Scenedesmus sp. PABB004]
OG0005161	PSC76715.1 SET DOMAIN GROUP 40 [Micractinium conductrix]	KAF8065860.1 SDG40 [Scenedesmus sp. PABB004]
OG0005162	PSC68041.1 putative L-galactonate transporter [Micractinium conductrix]	KAF8055650.1 hypothetical protein HT031_006672 [Scenedesmus sp. PABB004]
OG0005163	PSC76148.1 hypothetical protein C2E20_0716 [Micractinium conductrix]	KAF8065521.1 STY13 [Scenedesmus sp. PABB004]
OG0005165	PSC73171.1 Bifunctional phosphatase chloroplastic [Micractinium conductrix]	KAF8059378.1 HISN7 [Scenedesmus sp. PABB004]
OG0005166	PSC68352.1 cell wall anchor [Micractinium conductrix]	KAF8066384.1 Herc4 [Scenedesmus sp. PABB004]
OG0005167	PSC76177.1 coproporphyrinogen III oxidase [Micractinium conductrix]	KAF8058852.1 hypothetical protein HT031_005420 [Scenedesmus sp. PABB004]
OG0005169	PSC76542.1 Photosystem I reaction center subunit chloroplastic [Micractinium conductrix]	KAF8058831.1 hypothetical protein HT031_005399 [Scenedesmus sp. PABB004]
OG0005171	PSC71201.1 Dehydrogenase reductase SDR family member on chromosome X [Micractinium conductrix]	KAF8072640.1 lgrB [Scenedesmus sp. PABB004]
OG0005172	PSC69658.1 putative aarF domain-containing kinase chloroplastic [Micractinium conductrix]	KAF8071031.1 aarF domain-containing protein kinase [Scenedesmus sp. PABB004]
OG0005175	PSC71156.1 homologous pairing [Micractinium conductrix]	KAF8060066.1 PAIR2 [Scenedesmus sp. PABB004]
OG0005176	PSC71015.1 TY4B-J_ Transposon Ty4-J Gag-Pol poly [Micractinium conductrix]	KAF8065526.1 hypothetical protein HT031_003127 [Scenedesmus sp. PABB004]
OG0005177	PSC71355.1 Inhibitor of Bruton tyrosine kinase [Micractinium conductrix]	KAF8059197.1 ibtk [Scenedesmus sp. PABB004]
OG0005178	PSC67760.1 glucose-methanol-choline oxidoreductase [Micractinium conductrix]	KAF8065553.1 alkJ [Scenedesmus sp. PABB004]
OG0005180	PSC71019.1 glucose-induced degradation 8-like protein [Micractinium conductrix]	KAF8071073.1 GID8 [Scenedesmus sp. PABB004]
OG0005181	PSC76985.1 rhodanese-like domain [Micractinium conductrix]	KAF8061078.1 hypothetical protein HT031_004538 [Scenedesmus sp. PABB004]
OG0005183	PSC71352.1 sel-1-like protein 1 [Micractinium conductrix]	KAF8065893.1 HRD3A [Scenedesmus sp. PABB004]
OG0005185	PSC68915.1 UDP pyrophosphate synthase [Micractinium conductrix]	KAF8072799.1 uppS1 [Scenedesmus sp. PABB004]
OG0005186	PSC67562.1 hypothetical protein C2E20_8776 [Micractinium conductrix]	KAF8072829.1 ODA11 [Scenedesmus sp. PABB004]
OG0005187	PSC75226.1 putative GTP diphosphokinase chloroplastic [Micractinium conductrix]	KAF8064652.1 NAC2 [Scenedesmus sp. PABB004]
OG0005188	PSC67924.1 aldo-keto reductase-like isoform X1 [Micractinium conductrix]	KAF8064533.1 tas [Scenedesmus sp. PABB004]
OG0005189	PSC74023.1 Cell division cycle associated 7 _ISS_ [Micractinium conductrix]	KAF8071208.1 Cdca7l [Scenedesmus sp. PABB004]
OG0005191	PSC68479.1 putative anion transporter chloroplastic [Micractinium conductrix]	KAF8071161.1 PHT4 [Scenedesmus sp. PABB004]
OG0005193	PSC68556.1 MCM10-like protein [Micractinium conductrix]	KAF8058919.1 mcm10 [Scenedesmus sp. PABB004]
OG0005197	PSC67574.1 hypothetical protein C2E20_8784 [Micractinium conductrix]	KAF8072793.1 COV1 [Scenedesmus sp. PABB004]
OG0005198	PSC69397.1 traB domain-containing -like [Micractinium conductrix]	KAF8062895.1 hypothetical protein HT031_003733 [Scenedesmus sp. PABB004]
OG0005199	PSC74123.1 ribulose bisphosphate small subunit precursor [Micractinium conductrix]	KAF8058440.1 NUP88 [Scenedesmus sp. PABB004]
