Orthogroup	Micractinium_SAG24180	Chlorella_KRBP
OG0002393	PSC74738.1 Thioredoxin 4A [Micractinium conductrix]	QAXK01004425.1_5700-7015
OG0002398	PSC76070.1 THYLAKOID chloroplastic [Micractinium conductrix]	QAXK01007630.1_3354-1779
OG0002400	PSC76410.1 histone deacetylation Rxt3 [Micractinium conductrix]	QAXK01009758.1_1852-165
OG0002402	PSC74000.1 DEAD-box ATP-dependent RNA helicase 5 [Micractinium conductrix]	QAXK01006527.1_8708-6017
OG0002404	PSC74210.1 20S proteasome beta type 4 [Micractinium conductrix]	QAXK01000840.1_31502-30180
OG0002407	PSC71734.1 SAND-like isoform X1 [Micractinium conductrix]	QAXK01002424.1_5771-2597
OG0002409	PSC67601.1 iron-sulfur cluster biosynthesis family [Micractinium conductrix]	QAXK01003096.1_14696-17609
OG0002410	PSC73451.1 Acetylglutamate kinase [Micractinium conductrix]	QAXK01000328.1_7305-8962
OG0002415	PSC74190.1 Pantoate-beta-alanine ligase [Micractinium conductrix]	QAXK01018530.1_1173-3834
OG0002417	PSC74220.1 Mitochondrial thiamine pyrophosphate carrier [Micractinium conductrix]	QAXK01014946.1_5937-4091
OG0002421	PSC71316.1 DNA polymerase delta catalytic subunit [Micractinium conductrix]	QAXK01000019.1_127-3831
OG0002424	PSC73182.1 L-aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase-like [Micractinium conductrix]	QAXK01004230.1_13015-11861
OG0002429	PSC70748.1 putative U6 snRNA-associated Sm LSm4 [Micractinium conductrix]	QAXK01018188.1_2713-2029
OG0002433	PSC70664.1 Solute carrier family 25 member 38 [Micractinium conductrix]	QAXK01010016.1_2591-4898
OG0002435	PSC76672.1 ATP-dependent RNA helicase DBP2-like isoform X1 [Micractinium conductrix]	QAXK01006642.1_4903-8475
OG0002439	PSC76385.1 UPF0586 C9orf41 [Micractinium conductrix]	QAXK01006012.1_4611-6378
OG0002441	PSC76321.1 Phosphoribosylaminoimidazole-succinocarboxam ide chloroplastic [Micractinium conductrix]	QAXK01000523.1_8909-7053
OG0002447	PSC73938.1 Peroxisome biogenesis 5 [Micractinium conductrix]	QAXK01011649.1_6227-2645
OG0002451	PSC70877.1 nifU mitochondrial [Micractinium conductrix]	QAXK01000979.1_11011-9108
OG0002454	PSC73186.1 transcription elongation factor B polypeptide 1 [Micractinium conductrix]	QAXK01017228.1_872-211
OG0002461	PSC76742.1 peroxisome biogenesis 2 [Micractinium conductrix]	QAXK01008372.1_4504-1777
OG0002470	PSC69935.1 Surfeit locus 1 [Micractinium conductrix]	QAXK01004760.1_349-2010
OG0002473	PSC70161.1 RNA polymerase I-specific transcription initiation factor RRN3-like [Micractinium conductrix]	QAXK01005580.1_145-5612
OG0002481	PSC75552.1 60S ribosomal L38 isoform B [Micractinium conductrix], PSC75553.1 60S ribosomal L38 isoform A [Micractinium conductrix]	QAXK01019295.1_5920-5732
OG0002489	PSC74694.1 UDP-N-acetylglucosamine transferase subunit ALG14-like protein [Micractinium conductrix]	QAXK01011332.1_7730-6306
OG0002491	PSC72777.1 AP-4 complex subunit mu [Micractinium conductrix]	QAXK01001982.1_13111-9273
OG0002493	PSC76530.1 ubiquinone biosynthesis [Micractinium conductrix]	QAXK01003356.1_3976-6343
OG0002501	PSC74490.1 survival of motorneuron-related-splicing factor 30 [Micractinium conductrix]	QAXK01015333.1_8887-6386
OG0002502	PSC69532.1 N-alpha-acetyltransferase auxiliary subunit [Micractinium conductrix]	QAXK01004701.1_7826-2022
OG0002509	PSC69422.1 la 1 [Micractinium conductrix]	QAXK01002072.1_7784-4601
OG0002520	PSC75312.1 ankyrin repeat [Micractinium conductrix]	QAXK01004095.1_2354-706
OG0002524	PSC72269.1 60S ribosomal L44 [Micractinium conductrix]	QAXK01000577.1_7847-8807
OG0002525	PSC75956.1 putative dimethyladenosine transferase [Micractinium conductrix]	QAXK01004000.1_12088-10081
OG0002540	PSC71344.1 hypothetical protein C2E20_5375 [Micractinium conductrix]	QAXK01000802.1_2542-6601
OG0002550	PSC70640.1 GTPase Der [Micractinium conductrix]	QAXK01001082.1_16962-21149
OG0002551	PSC70565.1 peptidyl-prolyl cis-trans isomerase CYP59 [Micractinium conductrix]	QAXK01000484.1_4718-2307
OG0002563	PSC73474.1 E3 ubiquitin-ligase makorin [Micractinium conductrix]	QAXK01010777.1_196-929
OG0002569	PSC69725.1 GTP-binding 1 [Micractinium conductrix]	QAXK01008095.1_6073-1465
OG0002570	PSC71374.1 Nucleolar 16 [Micractinium conductrix]	QAXK01004879.1_5868-4307
OG0002572	PSC73709.1 metaxin-1 isoform X2 [Micractinium conductrix]	QAXK01003017.1_10269-9177
OG0002575	PSC74966.1 60S ribosomal L27a-3 [Micractinium conductrix]	QAXK01018811.1_5082-3547
OG0002578	PSC74264.1 tRNA _guanine-N_7_-_-methyltransferase non-catalytic subunit wdr4-like [Micractinium conductrix]	QAXK01006849.1_22455-23625
OG0002581	PSC67786.1 Mitochondrial import inner membrane translocase subunit TIM10 isoform B [Micractinium conductrix], PSC67785.1 Mitochondrial import inner membrane translocase subunit TIM10 isoform A [Micractinium conductrix]	QAXK01000799.1_52275-51787
OG0002587	PSC73521.1 Arogenate dehydratase prephenate dehydratase chloroplastic [Micractinium conductrix]	QAXK01003879.1_1866-205
OG0002588	PSC74924.1 peptidyl-prolyl cis-trans isomerase CYP71 [Micractinium conductrix]	QAXK01006532.1_11118-4758
OG0002596	PSC71793.1 malate dehydrogenase [Micractinium conductrix]	QAXK01013827.1_4630-1867
OG0002601	PSC69083.1 Inositol monophosphatase 3 [Micractinium conductrix]	QAXK01013188.1_5354-2685
OG0002604	PSC68530.1 3_4-dihydroxy-2-butanone kinase [Micractinium conductrix]	QAXK01003755.1_5170-9460
OG0002608	PSC70470.1 OTU domain-containing 3 isoform X1 [Micractinium conductrix]	QAXK01001306.1_3606-5501
OG0002610	PSC76624.1 UPF0553 -like [Micractinium conductrix]	QAXK01006881.1_2636-4947
OG0002611	PSC69630.1 N-alpha-acetyltransferase MAK3 [Micractinium conductrix]	QAXK01008206.1_13328-14330
OG0002613	PSC69667.1 UPF0603 chloroplastic [Micractinium conductrix]	QAXK01001336.1_4314-5769
OG0002615	PSC67985.1 biotin-ligase 2-like isoform X2 [Micractinium conductrix]	QAXK01018285.1_3833-2399
OG0002620	PSC74949.1 Kinase superfamily isoform 4 isoform B [Micractinium conductrix], PSC74948.1 Kinase superfamily isoform 4 isoform A [Micractinium conductrix]	QAXK01005400.1_31209-29659
OG0002627	PSC67787.1 Aspartate carbamoyltransferase chloroplastic [Micractinium conductrix]	QAXK01000679.1_20862-23970
OG0002632	PSC67800.1 ketopantoate hydroxymethyltransferase [Micractinium conductrix]	QAXK01000208.1_858-3327
OG0002633	PSC76441.1 nucleolar GTP-binding 1 [Micractinium conductrix]	QAXK01015735.1_789-3208
OG0002634	PSC75684.1 16S rRNA _cytosine_1402_-N_4__-methyltransferase [Micractinium conductrix]	QAXK01005319.1_15043-16886
OG0002641	PSC67253.1 SWR1 complex subunit 6 [Micractinium conductrix]	QAXK01001768.1_11195-11945
OG0002642	PSC69409.1 Enoyl-[acyl-carrier] reductase [NADH] chloroplastic [Micractinium conductrix]	QAXK01002348.1_6292-8730
OG0002654	PSC70308.1 putative sugar phosphate phosphate translocator [Micractinium conductrix]	QAXK01008540.1_14282-12509
OG0002656	PSC67669.1 60S ribosomal L22-2 [Micractinium conductrix]	QAXK01008693.1_1704-2778
OG0002657	PSC70339.1 ATPase of the AAA+ superfamily _ISS_ [Micractinium conductrix]	QAXK01001396.1_8898-9977
OG0002663	PSC70790.1 60S ribosomal L7a [Micractinium conductrix]	QAXK01005614.1_2666-5868
OG0002665	PSC70784.1 formamidopyrimidine-DNA glycosylase isoform X2 [Micractinium conductrix]	QAXK01013120.1_9967-12816
OG0002670	PSC74579.1 signal transducer [Micractinium conductrix]	QAXK01006673.1_15764-13631
OG0002674	PSC70862.1 Proline iminopeptidase [Micractinium conductrix]	QAXK01009777.1_8817-6577
OG0002680	PSC67396.1 G3BP isoform X1 [Micractinium conductrix]	QAXK01002348.1_28743-27471
OG0002684	PSC75513.1 rRNA-processing UTP23-like protein [Micractinium conductrix]	QAXK01009099.1_14211-12777
OG0002690	PSC71393.1 Ribosome production factor 1 isoform A [Micractinium conductrix]	QAXK01002281.1_18158-20087
OG0002691	PSC70445.1 5 -nucleotidase domain-containing 4-like isoform X2 [Micractinium conductrix]	QAXK01017025.1_286-4417
OG0002692	PSC68694.1 chloroplast precursor [Micractinium conductrix]	QAXK01018733.1_2749-2003
OG0002693	PSC73914.1 serine threonine-phosphatase 2A activator [Micractinium conductrix]	QAXK01001086.1_9229-7556
OG0002695	PSC74864.1 WD repeat-containing 20-like [Micractinium conductrix]	QAXK01007477.1_3698-5226
OG0002710	PSC68711.1 Regulatory-associated of TOR 1 [Micractinium conductrix]	QAXK01005359.1_3667-6796
OG0002711	PSC68243.1 cytidine deaminase 1 [Micractinium conductrix]	QAXK01000142.1_2803-4675
OG0002714	PSC76755.1 Casein kinase II subunit beta [Micractinium conductrix]	QAXK01008206.1_4068-2028
OG0002716	PSC69287.1 malignant T-cell-amplified sequence 1-like protein [Micractinium conductrix]	QAXK01002299.1_25676-26628
OG0002723	PSC74843.1 DNA-directed RNA polymerase chloroplastic mitochondrial [Micractinium conductrix]	QAXK01001735.1_19259-17991
OG0002725	PSC68280.1 ATP-dependent RNA helicase isoform X1 [Micractinium conductrix]	QAXK01014870.1_4125-17
OG0002728	PSC70005.1 DNA topoisomerase 1 [Micractinium conductrix]	QAXK01001551.1_13518-17077
OG0002729	PSC68247.1 putative glucan 1_3-alpha-glucosidase [Micractinium conductrix]	QAXK01006977.1_27647-33279
OG0002737	PSC67360.1 1-_5-phosphoribosyl_-5-[_5-phosphoribosylami no_methylideneamino] imidazole-4-carboxamide chloroplastic [Micractinium conductrix]	QAXK01003565.1_11016-9575
OG0002740	PSC69043.1 N-alpha-acetyltransferase 50 [Micractinium conductrix]	QAXK01008073.1_769-1809
OG0002747	PSC74391.1 DEAD-box ATP-dependent RNA helicase 16 [Micractinium conductrix]	QAXK01003905.1_20331-25213
OG0002748	PSC69031.1 phosphatidylinositol synthase [Micractinium conductrix]	QAXK01006264.1_6024-5189
OG0002758	PSC72489.1 hypothetical protein C2E20_4316 [Micractinium conductrix]	QAXK01000240.1_34950-34312
OG0002759	PSC71207.1 U4 tri-snRNP-associated 2 [Micractinium conductrix]	QAXK01007099.1_3453-8857
OG0002768	PSC74381.1 hypothetical protein C2E20_2190 [Micractinium conductrix]	QAXK01003475.1_1733-1302
OG0002771	PSC71465.1 PAT1-like protein 1-like isoform X2 [Micractinium conductrix]	QAXK01011921.1_1066-3701
OG0002772	PSC69044.1 RTF2-like protein [Micractinium conductrix]	QAXK01003475.1_2682-4175
OG0002773	PSC76066.1 chlorophyll synthetase [Micractinium conductrix]	QAXK01017743.1_4283-978
OG0002777	PSC70227.1 trans-2-enoyl-reductase [Micractinium conductrix]	QAXK01014000.1_19150-23189
OG0002778	PSC67984.1 Pre-mRNA-splicing factor 38A [Micractinium conductrix]	QAXK01002678.1_2058-278
OG0002781	PSC72756.1 nucleotide-diphospho-sugar transferase [Micractinium conductrix]	QAXK01008309.1_4393-845
OG0002791	PSC75749.1 tRNA threonylcarbamoyladenosine biosynthesis [Micractinium conductrix]	QAXK01006910.1_4587-4039
OG0002793	PSC73353.1 chloroplastic isoform X2 [Micractinium conductrix]	QAXK01003026.1_6033-13877
OG0002799	PSC71761.1 transmembrane emp24 domain-containing p24delta4-like [Micractinium conductrix]	QAXK01000454.1_923-1568
OG0002810	PSC72789.1 Seven transmembrane 1 [Micractinium conductrix]	QAXK01009911.1_30762-28414
OG0002812	PSC71072.1 hypothetical protein C2E20_5531 [Micractinium conductrix]	QAXK01008556.1_5708-3352
OG0002818	PSC72694.1 DNA-directed RNA polymerase I subunit RPA12 [Micractinium conductrix]	QAXK01001221.1_1240-326
OG0002819	PSC72651.1 Tocopherol chloroplastic [Micractinium conductrix]	QAXK01001402.1_3021-777
OG0002820	PSC72742.1 ubiquinone biosynthesis O-methyltransferase [Micractinium conductrix]	QAXK01007101.1_2486-3500
OG0002821	PSC77011.1 AP-1 complex subunit gamma-2-like isoform X2 [Micractinium conductrix]	QAXK01001240.1_4320-118
OG0002827	PSC72065.1 Ubiquitin-like domain-containing CTD phosphatase [Micractinium conductrix]	QAXK01001575.1_9213-11802
OG0002829	PSC72146.1 mRNA-capping enzyme isoform X1 [Micractinium conductrix]	QAXK01008464.1_4921-314
OG0002831	PSC72346.1 Eukaryotic translation initiation factor 2 subunit alpha [Micractinium conductrix]	QAXK01009471.1_2975-111
OG0002848	PSC67503.1 ribosomal L1 [Micractinium conductrix]	QAXK01011190.1_3792-5177
OG0002852	PSC74250.1 histidine methyltransferase 1-like protein [Micractinium conductrix]	QAXK01002795.1_1894-3499
OG0002853	PSC72444.1 Nudix hydrolase 8 [Micractinium conductrix]	QAXK01006222.1_6005-7514
OG0002854	PSC72493.1 WAT1-related chloroplastic [Micractinium conductrix]	QAXK01000274.1_4441-2040
OG0002861	PSC67442.1 Glycerol-3-phosphate chloroplastic [Micractinium conductrix]	QAXK01000336.1_29701-28621
OG0002871	PSC68655.1 Tetratricopeptide repeat 1 [Micractinium conductrix]	QAXK01001665.1_2326-3883
OG0002877	PSC77058.1 Monothiol glutaredoxin-chloroplastic [Micractinium conductrix]	QAXK01001383.1_16600-17459
OG0002889	PSC70214.1 Hop-interacting protein [Micractinium conductrix]	QAXK01014533.1_1995-3733
OG0002890	PSC76578.1 chloroplastic mitochondrial [Micractinium conductrix]	QAXK01012468.1_6191-5064
OG0002892	PSC70170.1 phosphoribulokinase [Micractinium conductrix]	QAXK01004675.1_1944-4753
OG0002895	PSC74875.1 tRNA pseudouridine_38 39_ synthase [Micractinium conductrix]	QAXK01006273.1_11056-8644
OG0002898	PSC72673.1 NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit mitochondrial [Micractinium conductrix]	QAXK01013787.1_6935-10103
OG0002900	PSC72030.1 Rossmann-like alpha beta alpha sandwich fold isoform A [Micractinium conductrix], PSC72031.1 Rossmann-like alpha beta alpha sandwich fold isoform B [Micractinium conductrix]	QAXK01000573.1_11483-12681
OG0002903	PSC75629.1 cytochrome c-type biogeneis [Micractinium conductrix]	QAXK01008701.1_3697-2030
OG0002915	PSC72133.1 RFT1-like protein isoform X1 [Micractinium conductrix]	QAXK01000080.1_1794-5623
OG0002916	PSC68832.1 hypothetical protein C2E20_7602 [Micractinium conductrix]	QAXK01010627.1_8219-6389
OG0002918	PSC71570.1 squamous cell carcinoma antigen recognized by T-cells 3 [Micractinium conductrix]	QAXK01005102.1_8833-5901
OG0002927	PSC74554.1 DNA-directed RNA polymerase subunit beta [Micractinium conductrix]	QAXK01012487.1_1571-2566
OG0002931	PSC73632.1 NADPH_adrenodoxin mitochondrial isoform X1 [Micractinium conductrix]	QAXK01009697.1_3987-6949
OG0002938	PSC72333.1 dr1-associated corepressor isoform X1 [Micractinium conductrix]	QAXK01014057.1_8141-7852
OG0002940	PSC72126.1 NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8-B-like [Micractinium conductrix]	QAXK01000147.1_17903-18595
OG0002946	PSC76836.1 U3 small nucleolar RNA-associated 21-like protein [Micractinium conductrix]	QAXK01002261.1_40148-34742
OG0002948	PSC68829.1 FAM63A-like isoform X2 [Micractinium conductrix]	QAXK01005661.1_3614-5576
OG0002962	PSC69885.1 Rab GDP dissociation inhibitor [Micractinium conductrix]	QAXK01002423.1_4870-1549
OG0002965	PSC69979.1 putative ATP-dependent RNA helicase DDX11 [Micractinium conductrix]	QAXK01009311.1_5086-9550
OG0002971	PSC73122.1 cornichon-like protein 1 [Micractinium conductrix]	QAXK01004485.1_1816-3388
OG0002974	PSC73996.1 glycerol-3-phosphate acyltransferase 3-like [Micractinium conductrix]	QAXK01000635.1_9875-7571
OG0002988	PSC71301.1 NADH dehydrogenase _ubiquinone_ complex assembly factor 6 [Micractinium conductrix]	QAXK01005019.1_7837-6195
OG0002994	PSC71362.1 DNA replication complex GINS PSF2 [Micractinium conductrix]	QAXK01008641.1_5826-4936
OG0002996	PSC74043.1 GNAT family N-acetyltransferase [Micractinium conductrix]	QAXK01008356.1_1994-1323
OG0003006	PSC68551.1 Peroxisome biogenesis 7 [Micractinium conductrix]	QAXK01009127.1_2830-5632
OG0003009	PSC74135.1 p21-activated kinase-interacting 1-like [Micractinium conductrix]	QAXK01001726.1_8268-6818
OG0003015	PSC73346.1 anaphase-promoting complex subunit 6 [Micractinium conductrix]	QAXK01017394.1_3188-4
OG0003017	PSC74627.1 low molecular mass early light-induced [Micractinium conductrix]	QAXK01001070.1_5974-4798
OG0003036	PSC69839.1 gamma carbonic anhydrase mitochondrial [Micractinium conductrix]	QAXK01000724.1_14653-15848
OG0003041	PSC69180.1 hypothetical protein C2E20_7357 [Micractinium conductrix]	QAXK01001704.1_7113-6556
OG0003042	PSC71404.1 ER membrane complex subunit 1 [Micractinium conductrix]	QAXK01014526.1_3534-6424
OG0003049	PSC76990.1 phosphatidate cytidylyltransferase-like [Micractinium conductrix]	QAXK01005731.1_3330-6743
OG0003059	PSC67464.1 hypothetical protein C2E20_8859 [Micractinium conductrix]	QAXK01007133.1_7499-8797
OG0003064	PSC70861.1 pyridoxine pyridoxamine 5 -phosphate oxidase chloroplastic-like [Micractinium conductrix]	QAXK01005457.1_8974-4681
OG0003068	PSC75229.1 cytochrome c oxidase assembly COX15 [Micractinium conductrix]	QAXK01015536.1_9170-6903
OG0003075	PSC68822.1 Haloacid dehalogenase-like hydrolase family isoform 2 [Micractinium conductrix]	QAXK01016351.1_22-2386
OG0003087	PSC74388.1 nuclear poly_A_ polymerase 1 [Micractinium conductrix]	QAXK01003513.1_13194-9646
OG0003091	PSC71876.1 geranyl diphosphate synthase [Micractinium conductrix]	QAXK01014943.1_5708-4249
OG0003097	PSC71399.1 prostaglandin E synthase 2-like [Micractinium conductrix]	QAXK01008899.1_16518-18484
OG0003105	PSC69396.1 U3 small nucleolar RNA-associated 18-like protein [Micractinium conductrix]	QAXK01001158.1_6748-4261
OG0003107	PSC70580.1 diphthamide biosynthesis 7 [Micractinium conductrix]	QAXK01014862.1_4087-1458
OG0003111	PSC74814.1 vacuolar sorting-associated 41-like protein [Micractinium conductrix]	QAXK01008798.1_739-2238
OG0003123	PSC75099.1 Phosphoribosylglycinamide chloroplastic [Micractinium conductrix]	QAXK01008567.1_4740-6650
OG0003125	PSC68960.1 2-methoxy-6-polyprenyl-1_4-benzoquinol mitochondrial [Micractinium conductrix]	QAXK01001243.1_11567-10056
OG0003126	PSC70496.1 iron-sulfur cluster assembly [Micractinium conductrix]	QAXK01016483.1_12203-9679
OG0003127	PSC67902.1 tRNA dimethylallyltransferase 9 [Micractinium conductrix]	QAXK01017290.1_11269-8021
OG0003129	PSC76257.1 DUF866 domain-containing [Micractinium conductrix]	QAXK01002314.1_19744-18688
OG0003133	PSC68884.1 NEDD8-activating enzyme E1 regulatory subunit [Micractinium conductrix]	QAXK01000525.1_12654-17162
OG0003137	PSC72427.1 translation initiation factor eIF-2B subunit beta [Micractinium conductrix]	QAXK01001082.1_3989-724
OG0003148	PSC70379.1 ribosome biogenesis TSR3-like protein [Micractinium conductrix]	QAXK01012193.1_12536-14034
OG0003149	PSC68957.1 photosystem II S4 domain [Micractinium conductrix]	QAXK01012663.1_1560-2913
OG0003151	PSC70397.1 psbP chloroplastic [Micractinium conductrix]	QAXK01010249.1_1617-3048
OG0003152	PSC76374.1 ribosome biogenesis BOP1-like protein [Micractinium conductrix]	QAXK01003852.1_5090-8561
OG0003157	PSC68630.1 monothiol glutaredoxin-S17 [Micractinium conductrix]	QAXK01018936.1_2-1001
OG0003160	PSC70298.1 Actin-related 6 [Micractinium conductrix]	QAXK01000595.1_5567-8159
OG0003164	PSC73714.1 tRNA _adenine_58_-N_1__-methyltransferase catalytic subunit trmt61a [Micractinium conductrix]	QAXK01009877.1_4970-2684
OG0003167	PSC70321.1 Sphingosine-1-phosphate lyase [Micractinium conductrix]	QAXK01014051.1_13887-12133
OG0003172	PSC70903.1 V-type proton ATPase subunit F [Micractinium conductrix]	QAXK01000415.1_5823-6484
OG0003191	PSC74259.1 WD repeat domain-containing 83 [Micractinium conductrix]	QAXK01004389.1_4946-6334
OG0003196	PSC67520.1 chloroplast 1-hydroxy-2-methyl-2-_E_-butenyl-4-diphosphate synthase precursor [Micractinium conductrix]	QAXK01000596.1_17342-21595
OG0003197	PSC70334.1 conserved oligomeric Golgi complex subunit 3 [Micractinium conductrix]	QAXK01003298.1_5048-551
OG0003198	PSC73344.1 26S proteasome non-ATPase regulatory subunit 1-like protein A-like [Micractinium conductrix]	QAXK01002898.1_4695-10345
OG0003204	PSC69750.1 Cleavage and polyadenylation specificity factor subunit 3 [Micractinium conductrix]	QAXK01006378.1_2719-127
OG0003209	PSC70300.1 putative DNA helicase MCM8 isoform X1 [Micractinium conductrix]	QAXK01011390.1_6757-10508
OG0003212	PSC68636.1 violaxanthin de-epoxidase-related [Micractinium conductrix]	QAXK01003629.1_5946-3703
OG0003217	PSC69693.1 Fibronectin-binding A domain [Micractinium conductrix]	QAXK01017651.1_111-3535
OG0003218	PSC68372.1 26S proteasome non-ATPase regulatory subunit 7-like protein A-like [Micractinium conductrix]	QAXK01003131.1_36278-34367
OG0003220	PSC76230.1 RNA-binding pno1-like [Micractinium conductrix]	QAXK01004108.1_13829-15654
OG0003226	PSC72105.1 Pre-mRNA-splicing factor SYF1 [Micractinium conductrix]	QAXK01003220.1_8522-13953
OG0003227	PSC69930.1 putative Xaa-Pro aminopeptidase P [Micractinium conductrix]	QAXK01003375.1_5219-43
OG0003230	PSC70627.1 ATP synthase subunit mitochondrial [Micractinium conductrix]	QAXK01000382.1_1570-3458
OG0003235	PSC72776.1 nicotinate-nucleotide pyrophosphorylase [carboxylating] chloroplastic [Micractinium conductrix]	QAXK01014478.1_11654-8522
OG0003239	PSC73023.1 family membrane [Micractinium conductrix]	QAXK01009911.1_3900-1880
OG0003243	PSC72807.1 Deoxyhypusine synthase [Micractinium conductrix]	QAXK01012462.1_308-2720
OG0003245	PSC75116.1 ribosome production factor 2-like protein [Micractinium conductrix]	QAXK01014831.1_1377-156
OG0003248	PSC72859.1 glucosamine 6-phosphate N-acetyltransferase [Micractinium conductrix]	QAXK01003339.1_1231-2678
OG0003249	PSC72169.1 hypothetical protein C2E20_4472 [Micractinium conductrix]	QAXK01001710.1_3704-3307
OG0003250	PSC75527.1 splicing factor 3B subunit 3-like [Micractinium conductrix], PSC75463.1 splicing factor 3B subunit 3-like [Micractinium conductrix]	QAXK01003319.1_3618-13354
OG0003251	PSC67190.1 cryptochrome-1-like [Micractinium conductrix], PSC67921.1 cryptochrome-1-like isoform X1 [Micractinium conductrix]	QAXK01015706.1_7236-11105
OG0003252	PSC73253.1 origin of replication complex subunit 1B-like [Micractinium conductrix]	QAXK01000655.1_17305-22319
OG0003253	PSC70371.1 RNA binding [Micractinium conductrix]	QAXK01000965.1_18464-16425
OG0003254	PSC71487.1 pantothenate kinase-like [Micractinium conductrix]	QAXK01000983.1_27514-29192
OG0003255	PSC73281.1 glutathione S-transferase [Micractinium conductrix], PSC73230.1 glutathione S-transferase [Micractinium conductrix]	QAXK01010066.1_5264-7166
OG0003256	PSC73005.1 HD repeat domain-containing [Micractinium conductrix]	QAXK01014762.1_15208-13635
OG0003257	PSC76670.1 nudix hydrolase mitochondrial-like [Micractinium conductrix]	QAXK01001567.1_22308-20679
OG0003258	PSC70916.1 ubiquitin carboxyl-terminal hydrolase isozyme L3 [Micractinium conductrix], PSC70982.1 ubiquitin carboxyl-terminal hydrolase family [Micractinium conductrix]	QAXK01005019.1_6054-4921
OG0003259	PSC67754.1 60S ribosomal L23A [Micractinium conductrix]	QAXK01003400.1_3813-5064
OG0003357	PSC69154.1 Cytochrome b5 [Micractinium conductrix]	QAXK01001354.1_4891-5217
OG0003361	PSC72135.1 Prefoldin subunit 2 [Micractinium conductrix]	QAXK01008796.1_1534-1839
OG0003363	PSC74300.1 ABC transporter I family member chloroplastic [Micractinium conductrix]	QAXK01009044.1_6855-8605
OG0003365	PSC74068.1 acetyl coenzyme A transporter [Micractinium conductrix]	QAXK01013436.1_3075-257
OG0003376	PSC73976.1 rhodanese-like domain-containing 12 [Micractinium conductrix]	QAXK01015973.1_3186-2635
OG0003378	PSC74714.1 40S ribosomal S11 [Micractinium conductrix]	QAXK01007832.1_7613-8663
OG0003389	PSC72783.1 TBC1 domain family member 20 [Micractinium conductrix]	QAXK01000807.1_2417-1282
OG0003390	PSC73497.1 rRNA methyltransferase mitochondrial [Micractinium conductrix]	QAXK01002975.1_1945-3061
OG0003400	PSC74035.1 geranylgeranyl transferase type-2 subunit beta-like isoform X1 [Micractinium conductrix]	QAXK01011269.1_6226-3244
OG0003418	PSC77030.1 DUF455 family [Micractinium conductrix]	QAXK01004430.1_3720-2428
OG0003427	PSC68994.1 tRNA _guanine_9_-N1_-methyltransferase [Micractinium conductrix]	QAXK01017428.1_6517-5288
OG0003452	PSC73624.1 methyltransferase MT-_ISS_ [Micractinium conductrix]	QAXK01012596.1_9132-5856
OG0003460	PSC75864.1 Armadillo-type fold [Micractinium conductrix]	QAXK01010334.1_16568-22208
OG0003462	PSC70500.1 Serine threonine-kinase haspin [Micractinium conductrix]	QAXK01004703.1_12039-13879
OG0003465	PSC75410.1 50S ribosomal L17 [Micractinium conductrix]	QAXK01007075.1_15495-16375
OG0003474	PSC76338.1 NHP2 1 [Micractinium conductrix]	QAXK01010270.1_2969-2237
OG0003481	PSC68427.1 sm LSM8 [Micractinium conductrix]	QAXK01002106.1_10876-11265
OG0003502	PSC68315.1 DNA-directed RNA polymerase II subunit RPB7 [Micractinium conductrix]	QAXK01000365.1_3565-4942
OG0003509	PSC68364.1 trafficking particle complex subunit 2-like [Micractinium conductrix]	QAXK01011852.1_1562-2354
OG0003538	PSC74114.1 CGLD23 required for cyt b6 assembly [Micractinium conductrix]	QAXK01008337.1_3990-5243
OG0003540	PSC67565.1 hypothetical protein C2E20_8782 [Micractinium conductrix]	QAXK01001088.1_16015-14943
OG0003568	PSC71491.1 cytochrome b561 domain-containing 2 [Micractinium conductrix]	QAXK01002228.1_1968-3201
OG0003579	PSC71555.1 hypothetical protein C2E20_5127 [Micractinium conductrix]	QAXK01005668.1_9092-7561
OG0003597	PSC73275.1 hypothetical protein C2E20_3343 [Micractinium conductrix]	QAXK01004574.1_6183-8163
OG0003598	PSC67935.1 dnaJ-like protein subfamily C member 2 [Micractinium conductrix]	QAXK01002968.1_5239-542
OG0003601	PSC68076.1 Trafficking particle complex subunit 6B [Micractinium conductrix]	QAXK01016048.1_1933-545
OG0003625	PSC67663.1 indole-3-glycerol phosphate chloroplastic-like [Micractinium conductrix]	QAXK01001997.1_7467-5438
OG0003643	PSC67803.1 farnesyltransferase subunit beta [Micractinium conductrix]	QAXK01000249.1_16165-13537
OG0003644	PSC73075.1 ubiquitin receptor RAD23b-like [Micractinium conductrix]	QAXK01008360.1_3542-5458
OG0003666	PSC75588.1 family tRNA rRNA methyltransferase [Micractinium conductrix]	QAXK01003616.1_6090-7285
OG0003672	PSC72483.1 Peptidyl-tRNA hydrolase mitochondrial [Micractinium conductrix]	QAXK01004402.1_2407-3301
OG0003687	PSC73210.1 DUF1279-domain-containing [Micractinium conductrix]	QAXK01006494.1_1594-1032
OG0003693	PSC73688.1 Suf-domain-containing [Micractinium conductrix]	QAXK01003706.1_3896-8573
OG0003697	PSC68272.1 Pentatricopeptide repeat-containing [Micractinium conductrix]	QAXK01004373.1_28195-25392
