Orthogroup	Species	Chlorella_KRBP	Orthologs
OG0002829	Scenedesmus_NREL	QAXK01008464.1_4921-314	KAF6258115.1 mRNA capping enzyme_ catalytic domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0002831	Scenedesmus_NREL	QAXK01009471.1_2975-111	KAF6261378.1 eukaryotic initiation factor [Scenedesmus sp. NREL 46B-D3]
OG0002831	Scenedesmus_PABB004	QAXK01009471.1_2975-111	KAF8065555.1 eukaryotic translation initiation factor 2 subunit alpha [Scenedesmus sp. PABB004]
OG0002831	Coccomyxa_SubellipsoideaC169	QAXK01009471.1_2975-111	EIE21978.1 eukaryotic initiation factor [Coccomyxa subellipsoidea C-169]
OG0002831	Auxenochlorella_protothecoides	QAXK01009471.1_2975-111	RMZ55314.1 hypothetical protein APUTEX25_003452 [Auxenochlorella protothecoides]
OG0002831	Chlorella_VariabilisNC64A	QAXK01009471.1_2975-111	XP_005847096.1 hypothetical protein CHLNCDRAFT_134805 [Chlorella variabilis]
OG0002831	Chlorella_Vulgaris2111P	QAXK01009471.1_2975-111	KAI3438146.1 hypothetical protein D9Q98_000587 [Chlorella vulgaris]
OG0002831	Chlorella_Sorokiniana1602	QAXK01009471.1_2975-111	PRW56900.1 Eukaryotic translation initiation factor 2 subunit alpha [Chlorella sorokiniana]
OG0002831	Micractinium_SAG24180	QAXK01009471.1_2975-111	PSC72346.1 Eukaryotic translation initiation factor 2 subunit alpha [Micractinium conductrix]
OG0002842	Scenedesmus_NREL	QAXK01002063.1_17610-18209	KAF6258953.1 component of cytosolic 80S ribosome and 60S large subunit [Scenedesmus sp. NREL 46B-D3], KAF6252978.1 component of cytosolic 80S ribosome and 60S large subunit [Scenedesmus sp. NREL 46B-D3]
OG0002842	Scenedesmus_PABB004	QAXK01002063.1_17610-18209	KAF8069428.1 RL36 [Scenedesmus sp. PABB004]
OG0002842	Chlorella_Vulgaris2111P	QAXK01002063.1_17610-18209	KAI3427967.1 hypothetical protein D9Q98_006357 [Chlorella vulgaris]
OG0002842	Chlorella_VariabilisNC64A	QAXK01002063.1_17610-18209	XP_005850248.1 hypothetical protein CHLNCDRAFT_141923 [Chlorella variabilis]
OG0002842	Chlorella_Sorokiniana1602	QAXK01002063.1_17610-18209	PRW56617.1 60S ribosomal L36-3-like [Chlorella sorokiniana]
OG0002842	Auxenochlorella_protothecoides	QAXK01002063.1_17610-18209	RMZ55383.1 hypothetical protein APUTEX25_003507 [Auxenochlorella protothecoides]
OG0002842	Coccomyxa_SubellipsoideaC169	QAXK01002063.1_17610-18209	EIE25144.1 ribosomal protein L36 component of cytosolic 80S ribosome and 60S large subunit [Coccomyxa subellipsoidea C-169]
OG0002848	Scenedesmus_NREL	QAXK01011190.1_3792-5177	KAF6264966.1 ribosomal protein L1 [Scenedesmus sp. NREL 46B-D3]
OG0002848	Scenedesmus_PABB004	QAXK01011190.1_3792-5177	KAF8070870.1 RSL1D1 [Scenedesmus sp. PABB004]
OG0002848	Coccomyxa_SubellipsoideaC169	QAXK01011190.1_3792-5177	EIE27107.1 ribosomal protein L1 [Coccomyxa subellipsoidea C-169]
OG0002848	Auxenochlorella_protothecoides	QAXK01011190.1_3792-5177	RMZ55408.1 hypothetical protein APUTEX25_003532_ partial [Auxenochlorella protothecoides]
OG0002848	Chlorella_A99	QAXK01011190.1_3792-5177	PCFQ01000046.1 g1864 [Chlorella sp. A99]
OG0002848	Micractinium_SAG24180	QAXK01011190.1_3792-5177	PSC67503.1 ribosomal L1 [Micractinium conductrix]
OG0002848	Chlorella_VariabilisNC64A	QAXK01011190.1_3792-5177	XP_005843901.1 hypothetical protein CHLNCDRAFT_139764 [Chlorella variabilis]
OG0002848	Chlorella_Vulgaris2111P	QAXK01011190.1_3792-5177	KAI3434477.1 hypothetical protein D9Q98_002553 [Chlorella vulgaris]
OG0002852	Chlorella_VariabilisNC64A	QAXK01002795.1_1894-3499	XP_005847578.1 hypothetical protein CHLNCDRAFT_133833 [Chlorella variabilis]
OG0002852	Chlorella_Vulgaris2111P	QAXK01002795.1_1894-3499	KAI3425785.1 hypothetical protein D9Q98_007760 [Chlorella vulgaris]
OG0002852	Micractinium_SAG24180	QAXK01002795.1_1894-3499	PSC74250.1 histidine methyltransferase 1-like protein [Micractinium conductrix]
OG0002852	Chlorella_Sorokiniana1602	QAXK01002795.1_1894-3499	PRW61169.1 histidine methyltransferase 1-like protein isoform X7 [Chlorella sorokiniana]
OG0002852	Auxenochlorella_protothecoides	QAXK01002795.1_1894-3499	RMZ55425.1 hypothetical protein APUTEX25_003549 [Auxenochlorella protothecoides]
OG0002852	Coccomyxa_SubellipsoideaC169	QAXK01002795.1_1894-3499	EIE22097.1 hypothetical protein COCSUDRAFT_83488_ partial [Coccomyxa subellipsoidea C-169]
OG0002852	Scenedesmus_PABB004	QAXK01002795.1_1894-3499	KAF8072381.1 Histidine methyltransferase 1-like protein [Scenedesmus sp. PABB004]
OG0002852	Scenedesmus_NREL	QAXK01002795.1_1894-3499	KAF6259139.1 hypothetical protein COO60DRAFT_1514683 [Scenedesmus sp. NREL 46B-D3]
OG0002853	Chlorella_Vulgaris2111P	QAXK01006222.1_6005-7514	KAI3428013.1 hypothetical protein D9Q98_006399 [Chlorella vulgaris]
OG0002853	Chlorella_VariabilisNC64A	QAXK01006222.1_6005-7514	XP_005850271.1 hypothetical protein CHLNCDRAFT_11561_ partial [Chlorella variabilis]
OG0002853	Micractinium_SAG24180	QAXK01006222.1_6005-7514	PSC72444.1 Nudix hydrolase 8 [Micractinium conductrix]
OG0002853	Chlorella_Sorokiniana1602	QAXK01006222.1_6005-7514	PRW56414.1 Nudix hydrolase 8 [Chlorella sorokiniana]
OG0002853	Auxenochlorella_protothecoides	QAXK01006222.1_6005-7514	RMZ55427.1 hypothetical protein APUTEX25_003551 [Auxenochlorella protothecoides]
OG0002853	Coccomyxa_SubellipsoideaC169	QAXK01006222.1_6005-7514	EIE25358.1 hypothetical protein COCSUDRAFT_6454_ partial [Coccomyxa subellipsoidea C-169]
OG0002853	Scenedesmus_NREL	QAXK01006222.1_6005-7514	KAF6254177.1 NUDIX hydrolase domain-like protein [Scenedesmus sp. NREL 46B-D3]
OG0002853	Scenedesmus_PABB004	QAXK01006222.1_6005-7514	KAF8066283.1 NUDT2 [Scenedesmus sp. PABB004]
OG0002854	Scenedesmus_NREL	QAXK01000274.1_4441-2040	KAF6254775.1 EamA-like transporter family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0002854	Scenedesmus_PABB004	QAXK01000274.1_4441-2040	KAF8068338.1 WAT1-related protein [Scenedesmus sp. PABB004]
OG0002854	Coccomyxa_SubellipsoideaC169	QAXK01000274.1_4441-2040	EIE25111.1 DUF6-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0002854	Auxenochlorella_protothecoides	QAXK01000274.1_4441-2040	RMZ55428.1 hypothetical protein APUTEX25_003552 [Auxenochlorella protothecoides]
OG0002854	Micractinium_SAG24180	QAXK01000274.1_4441-2040	PSC72493.1 WAT1-related chloroplastic [Micractinium conductrix]
OG0002854	Chlorella_Sorokiniana1602	QAXK01000274.1_4441-2040	PRW56874.1 WAT1-related chloroplastic isoform X1 [Chlorella sorokiniana]
OG0002854	Chlorella_VariabilisNC64A	QAXK01000274.1_4441-2040	XP_005850027.1 hypothetical protein CHLNCDRAFT_142001 [Chlorella variabilis]
OG0002854	Chlorella_Vulgaris2111P	QAXK01000274.1_4441-2040	KAI3428028.1 hypothetical protein D9Q98_006414 [Chlorella vulgaris]
OG0002861	Scenedesmus_PABB004	QAXK01000336.1_29701-28621	KAF8057857.1 Glycerol-3-phosphate acyltransferase [Scenedesmus sp. PABB004]
OG0002861	Scenedesmus_NREL	QAXK01000336.1_29701-28621	KAF6266197.1 glycerol-3-phosphate acyltransferase [Scenedesmus sp. NREL 46B-D3]
OG0002861	Chlorella_Sorokiniana1602	QAXK01000336.1_29701-28621	PRW33811.1 Glycerol-3-phosphate chloroplastic [Chlorella sorokiniana]
OG0002861	Micractinium_SAG24180	QAXK01000336.1_29701-28621	PSC67442.1 Glycerol-3-phosphate chloroplastic [Micractinium conductrix]
OG0002861	Chlorella_Vulgaris2111P	QAXK01000336.1_29701-28621	KAI3435020.1 hypothetical protein D9Q98_003072 [Chlorella vulgaris]
OG0002861	Auxenochlorella_protothecoides	QAXK01000336.1_29701-28621	RMZ55503.1 hypothetical protein APUTEX25_000086_ partial [Auxenochlorella protothecoides]
OG0002861	Chlorella_A99	QAXK01000336.1_29701-28621	PCFQ01000015.1 g2942 [Chlorella sp. A99]
OG0002861	Coccomyxa_SubellipsoideaC169	QAXK01000336.1_29701-28621	EIE18809.1 glycerol-3-phosphate O-acyltransferase [Coccomyxa subellipsoidea C-169]
OG0002871	Coccomyxa_SubellipsoideaC169	QAXK01001665.1_2326-3883	EIE22825.1 TPR protein [Coccomyxa subellipsoidea C-169]
OG0002871	Chlorella_Sorokiniana1602	QAXK01001665.1_2326-3883	PRW33316.1 Tetratricopeptide repeat 1 [Chlorella sorokiniana]
OG0002871	Chlorella_Vulgaris2111P	QAXK01001665.1_2326-3883	KAI3431671.1 hypothetical protein D9Q98_004718 [Chlorella vulgaris]
OG0002871	Micractinium_SAG24180	QAXK01001665.1_2326-3883	PSC68655.1 Tetratricopeptide repeat 1 [Micractinium conductrix]
OG0002871	Chlorella_VariabilisNC64A	QAXK01001665.1_2326-3883	XP_005844861.1 hypothetical protein CHLNCDRAFT_26451_ partial [Chlorella variabilis]
OG0002871	Auxenochlorella_protothecoides	QAXK01001665.1_2326-3883	RMZ55579.1 hypothetical protein APUTEX25_000162 [Auxenochlorella protothecoides]
OG0002871	Scenedesmus_NREL	QAXK01001665.1_2326-3883	KAF6266432.1 hypothetical protein COO60DRAFT_1697389 [Scenedesmus sp. NREL 46B-D3]
OG0002871	Scenedesmus_PABB004	QAXK01001665.1_2326-3883	KAF8056473.1 Ttc1 [Scenedesmus sp. PABB004]
OG0002877	Chlorella_Vulgaris2111P	QAXK01001383.1_16600-17459	KAI3430558.1 hypothetical protein D9Q98_005151 [Chlorella vulgaris]
OG0002877	Chlorella_VariabilisNC64A	QAXK01001383.1_16600-17459	XP_005844072.1 hypothetical protein CHLNCDRAFT_37075 [Chlorella variabilis]
OG0002877	Micractinium_SAG24180	QAXK01001383.1_16600-17459	PSC77058.1 Monothiol glutaredoxin-chloroplastic [Micractinium conductrix]
OG0002877	Chlorella_Sorokiniana1602	QAXK01001383.1_16600-17459	PRW33018.1 Monothiol glutaredoxin- chloroplastic [Chlorella sorokiniana]
OG0002877	Auxenochlorella_protothecoides	QAXK01001383.1_16600-17459	RMZ55640.1 hypothetical protein APUTEX25_000223 [Auxenochlorella protothecoides]
OG0002877	Coccomyxa_SubellipsoideaC169	QAXK01001383.1_16600-17459	EIE18986.1 glutaredoxin [Coccomyxa subellipsoidea C-169]
OG0002877	Scenedesmus_NREL	QAXK01001383.1_16600-17459	KAF6265978.1 thioredoxin-like protein [Scenedesmus sp. NREL 46B-D3]
OG0002877	Scenedesmus_PABB004	QAXK01001383.1_16600-17459	KAF8071095.1 GRXS7 [Scenedesmus sp. PABB004]
OG0002889	Scenedesmus_NREL	QAXK01014533.1_1995-3733	KAF6266652.1 hypothetical protein COO60DRAFT_1291621 [Scenedesmus sp. NREL 46B-D3]
OG0002889	Scenedesmus_PABB004	QAXK01014533.1_1995-3733	KAF8072959.1 HLB1 [Scenedesmus sp. PABB004]
OG0002889	Coccomyxa_SubellipsoideaC169	QAXK01014533.1_1995-3733	EIE20681.1 hypothetical protein COCSUDRAFT_67180 [Coccomyxa subellipsoidea C-169]
OG0002889	Chlorella_Sorokiniana1602	QAXK01014533.1_1995-3733	PRW33855.1 Tetratricopeptide-like helical domain containing [Chlorella sorokiniana]
OG0002889	Chlorella_Vulgaris2111P	QAXK01014533.1_1995-3733	KAI3425968.1 hypothetical protein D9Q98_007936 [Chlorella vulgaris]
OG0002889	Chlorella_VariabilisNC64A	QAXK01014533.1_1995-3733	XP_005847829.1 hypothetical protein CHLNCDRAFT_134051 [Chlorella variabilis]
OG0002889	Micractinium_SAG24180	QAXK01014533.1_1995-3733	PSC70214.1 Hop-interacting protein [Micractinium conductrix]
OG0002889	Auxenochlorella_protothecoides	QAXK01014533.1_1995-3733	RMZ55737.1 hypothetical protein APUTEX25_005778_ partial [Auxenochlorella protothecoides]
OG0002890	Scenedesmus_PABB004	QAXK01012468.1_6191-5064	KAF8068405.1 BOLA4 [Scenedesmus sp. PABB004]
OG0002890	Scenedesmus_NREL	QAXK01012468.1_6191-5064	KAF6259439.1 bola protein [Scenedesmus sp. NREL 46B-D3]
OG0002890	Coccomyxa_SubellipsoideaC169	QAXK01012468.1_6191-5064	EIE25631.1 hypothetical protein COCSUDRAFT_83638_ partial [Coccomyxa subellipsoidea C-169]
OG0002890	Auxenochlorella_protothecoides	QAXK01012468.1_6191-5064	RMZ55738.1 hypothetical protein APUTEX25_005779 [Auxenochlorella protothecoides]
OG0002890	Micractinium_SAG24180	QAXK01012468.1_6191-5064	PSC76578.1 chloroplastic mitochondrial [Micractinium conductrix]
OG0002890	Chlorella_Sorokiniana1602	QAXK01012468.1_6191-5064	PRW20958.1 sufE chloroplastic [Chlorella sorokiniana]
OG0002890	Chlorella_VariabilisNC64A	QAXK01012468.1_6191-5064	XP_005848191.1 hypothetical protein CHLNCDRAFT_145612 [Chlorella variabilis]
OG0002890	Chlorella_Vulgaris2111P	QAXK01012468.1_6191-5064	KAI3437570.1 hypothetical protein D9Q98_000023 [Chlorella vulgaris]
OG0002892	Coccomyxa_SubellipsoideaC169	QAXK01004675.1_1944-4753	EIE26464.1 phosphoribulokinase [Coccomyxa subellipsoidea C-169]
OG0002892	Scenedesmus_PABB004	QAXK01004675.1_1944-4753	KAF8067414.1 hypothetical protein HT031_002462 [Scenedesmus sp. PABB004]
OG0002892	Auxenochlorella_protothecoides	QAXK01004675.1_1944-4753	RMZ55766.1 hypothetical protein APUTEX25_005807 [Auxenochlorella protothecoides]
OG0002892	Chlorella_Sorokiniana1602	QAXK01004675.1_1944-4753	PRW33798.1 phosphoribulokinase [Chlorella sorokiniana]
OG0002892	Chlorella_VariabilisNC64A	QAXK01004675.1_1944-4753	XP_005847700.1 phosphoribulokinase precursor_ partial [Chlorella variabilis]
OG0002892	Chlorella_Vulgaris2111P	QAXK01004675.1_1944-4753	KAI3426031.1 hypothetical protein D9Q98_007999 [Chlorella vulgaris]
OG0002892	Micractinium_SAG24180	QAXK01004675.1_1944-4753	PSC70170.1 phosphoribulokinase [Micractinium conductrix]
OG0002892	Chlorella_A99	QAXK01004675.1_1944-4753	PCFQ01000082.1 g564 [Chlorella sp. A99]
OG0002895	Scenedesmus_PABB004	QAXK01006273.1_11056-8644	KAF8057246.1 PUS3 [Scenedesmus sp. PABB004]
OG0002895	Scenedesmus_NREL	QAXK01006273.1_11056-8644	KAF6264036.1 pseudouridine synthase [Scenedesmus sp. NREL 46B-D3]
OG0002895	Coccomyxa_SubellipsoideaC169	QAXK01006273.1_11056-8644	EIE22401.1 tRNA pseudouridine synthase_ partial [Coccomyxa subellipsoidea C-169]
OG0002895	Auxenochlorella_protothecoides	QAXK01006273.1_11056-8644	RMZ55783.1 hypothetical protein APUTEX25_005824 [Auxenochlorella protothecoides]
OG0002895	Micractinium_SAG24180	QAXK01006273.1_11056-8644	PSC74875.1 tRNA pseudouridine_38 39_ synthase [Micractinium conductrix]
OG0002895	Chlorella_Sorokiniana1602	QAXK01006273.1_11056-8644	PRW57914.1 tRNA pseudouridine_38 39_ synthase isoform X1 [Chlorella sorokiniana]
OG0002895	Chlorella_VariabilisNC64A	QAXK01006273.1_11056-8644	XP_005847645.1 hypothetical protein CHLNCDRAFT_133992 [Chlorella variabilis]
OG0002895	Chlorella_Vulgaris2111P	QAXK01006273.1_11056-8644	KAI3425910.1 hypothetical protein D9Q98_007882 [Chlorella vulgaris]
OG0002898	Scenedesmus_NREL	QAXK01013787.1_6935-10103	KAF6258008.1 hypothetical protein COO60DRAFT_1163870 [Scenedesmus sp. NREL 46B-D3]
OG0002898	Coccomyxa_SubellipsoideaC169	QAXK01013787.1_6935-10103	EIE26745.1 NAD_P_-binding protein [Coccomyxa subellipsoidea C-169]
OG0002898	Auxenochlorella_protothecoides	QAXK01013787.1_6935-10103	RMZ55797.1 hypothetical protein APUTEX25_005838_ partial [Auxenochlorella protothecoides]
OG0002898	Chlorella_A99	QAXK01013787.1_6935-10103	PCFQ01000006.1 g3152 [Chlorella sp. A99]
OG0002898	Chlorella_VariabilisNC64A	QAXK01013787.1_6935-10103	XP_005850526.1 hypothetical protein CHLNCDRAFT_34039 [Chlorella variabilis]
OG0002898	Chlorella_Vulgaris2111P	QAXK01013787.1_6935-10103	KAI3435492.1 hypothetical protein D9Q98_001558 [Chlorella vulgaris]
OG0002898	Micractinium_SAG24180	QAXK01013787.1_6935-10103	PSC72673.1 NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit mitochondrial [Micractinium conductrix]
OG0002898	Chlorella_Sorokiniana1602	QAXK01013787.1_6935-10103	PRW18365.1 NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit mitochondrial [Chlorella sorokiniana]
OG0002900	Scenedesmus_NREL	QAXK01000573.1_11483-12681	KAF6260516.1 WD40-repeat-containing domain protein [Scenedesmus sp. NREL 46B-D3]
OG0002900	Coccomyxa_SubellipsoideaC169	QAXK01000573.1_11483-12681	EIE22087.1 hypothetical protein COCSUDRAFT_16982 [Coccomyxa subellipsoidea C-169]
OG0002900	Auxenochlorella_protothecoides	QAXK01000573.1_11483-12681	RMZ55820.1 hypothetical protein APUTEX25_003786 [Auxenochlorella protothecoides]
OG0002900	Chlorella_Sorokiniana1602	QAXK01000573.1_11483-12681	PRW39255.1 Rossmann-like alpha beta alpha sandwich fold [Chlorella sorokiniana]
OG0002900	Chlorella_VariabilisNC64A	QAXK01000573.1_11483-12681	XP_005846147.1 hypothetical protein CHLNCDRAFT_136117 [Chlorella variabilis]
OG0002900	Chlorella_Vulgaris2111P	QAXK01000573.1_11483-12681	KAI3431405.1 hypothetical protein D9Q98_004458 [Chlorella vulgaris]
OG0002900	Micractinium_SAG24180	QAXK01000573.1_11483-12681	PSC72030.1 Rossmann-like alpha beta alpha sandwich fold isoform A [Micractinium conductrix], PSC72031.1 Rossmann-like alpha beta alpha sandwich fold isoform B [Micractinium conductrix]
OG0002903	Scenedesmus_PABB004	QAXK01008701.1_3697-2030	KAF8069712.1 CCDA2 [Scenedesmus sp. PABB004]
OG0002903	Scenedesmus_NREL	QAXK01008701.1_3697-2030	KAF6252872.1 cytochrome C biogenesis protein transmembrane region-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0002903	Auxenochlorella_protothecoides	QAXK01008701.1_3697-2030	RMZ55838.1 hypothetical protein APUTEX25_003804 [Auxenochlorella protothecoides]
OG0002903	Coccomyxa_SubellipsoideaC169	QAXK01008701.1_3697-2030	EIE25470.1 DsbD-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0002903	Micractinium_SAG24180	QAXK01008701.1_3697-2030	PSC75629.1 cytochrome c-type biogeneis [Micractinium conductrix]
OG0002903	Chlorella_Vulgaris2111P	QAXK01008701.1_3697-2030	KAI3438848.1 hypothetical protein D9Q98_001265 [Chlorella vulgaris]
OG0002903	Chlorella_VariabilisNC64A	QAXK01008701.1_3697-2030	XP_005849676.1 hypothetical protein CHLNCDRAFT_20834 [Chlorella variabilis]
OG0002903	Chlorella_Sorokiniana1602	QAXK01008701.1_3697-2030	PRW59052.1 cytochrome c-type biogenesis ccda-like chloroplastic 1 [Chlorella sorokiniana]
OG0002915	Chlorella_Sorokiniana1602	QAXK01000080.1_1794-5623	PRW57113.1 RFT1-like protein [Chlorella sorokiniana]
OG0002915	Chlorella_Vulgaris2111P	QAXK01000080.1_1794-5623	KAI3438298.1 hypothetical protein D9Q98_000732 [Chlorella vulgaris]
OG0002915	Chlorella_VariabilisNC64A	QAXK01000080.1_1794-5623	XP_005846853.1 hypothetical protein CHLNCDRAFT_134653 [Chlorella variabilis]
OG0002915	Micractinium_SAG24180	QAXK01000080.1_1794-5623	PSC72133.1 RFT1-like protein isoform X1 [Micractinium conductrix]
OG0002915	Auxenochlorella_protothecoides	QAXK01000080.1_1794-5623	RMZ55930.1 hypothetical protein APUTEX25_004354_ partial [Auxenochlorella protothecoides]
OG0002915	Coccomyxa_SubellipsoideaC169	QAXK01000080.1_1794-5623	EIE21959.1 Rft-1-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0002915	Scenedesmus_PABB004	QAXK01000080.1_1794-5623	KAF8057727.1 r [Scenedesmus sp. PABB004]
OG0002915	Scenedesmus_NREL	QAXK01000080.1_1794-5623	KAF6255977.1 Rft protein-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0002916	Scenedesmus_PABB004	QAXK01010627.1_8219-6389	KAF8068210.1 zinc finger CCCH domain-containing protein 56 [Scenedesmus sp. PABB004]
OG0002916	Scenedesmus_NREL	QAXK01010627.1_8219-6389	KAF6256954.1 Alpha/Beta hydrolase protein [Scenedesmus sp. NREL 46B-D3]
OG0002916	Auxenochlorella_protothecoides	QAXK01010627.1_8219-6389	RMZ55941.1 hypothetical protein APUTEX25_004365 [Auxenochlorella protothecoides]
OG0002916	Coccomyxa_SubellipsoideaC169	QAXK01010627.1_8219-6389	EIE21679.1 alpha/beta-hydrolase_ partial [Coccomyxa subellipsoidea C-169]
OG0002916	Micractinium_SAG24180	QAXK01010627.1_8219-6389	PSC68832.1 hypothetical protein C2E20_7602 [Micractinium conductrix]
OG0002916	Chlorella_VariabilisNC64A	QAXK01010627.1_8219-6389	XP_005851190.1 hypothetical protein CHLNCDRAFT_56722 [Chlorella variabilis]
OG0002916	Chlorella_Vulgaris2111P	QAXK01010627.1_8219-6389	KAI3433640.1 hypothetical protein D9Q98_003449 [Chlorella vulgaris]
OG0002916	Chlorella_Sorokiniana1602	QAXK01010627.1_8219-6389	PRW58197.1 hypothetical protein C2E21_2952 [Chlorella sorokiniana]
OG0002918	Scenedesmus_PABB004	QAXK01005102.1_8833-5901	KAF8058134.1 sart3 [Scenedesmus sp. PABB004]
OG0002918	Scenedesmus_NREL	QAXK01005102.1_8833-5901	KAF6257164.1 hypothetical protein COO60DRAFT_1271527 [Scenedesmus sp. NREL 46B-D3]
OG0002918	Coccomyxa_SubellipsoideaC169	QAXK01005102.1_8833-5901	EIE26440.1 hypothetical protein COCSUDRAFT_46087 [Coccomyxa subellipsoidea C-169]
OG0002918	Auxenochlorella_protothecoides	QAXK01005102.1_8833-5901	RMZ55947.1 hypothetical protein APUTEX25_004371 [Auxenochlorella protothecoides]
OG0002918	Chlorella_Sorokiniana1602	QAXK01005102.1_8833-5901	PRW56195.1 squamous cell carcinoma antigen recognized by T-cells 3 [Chlorella sorokiniana]
OG0002918	Chlorella_VariabilisNC64A	QAXK01005102.1_8833-5901	XP_005850875.1 hypothetical protein CHLNCDRAFT_19664 [Chlorella variabilis]
OG0002918	Chlorella_Vulgaris2111P	QAXK01005102.1_8833-5901	KAI3436793.1 hypothetical protein D9Q98_006204 [Chlorella vulgaris]
OG0002918	Micractinium_SAG24180	QAXK01005102.1_8833-5901	PSC71570.1 squamous cell carcinoma antigen recognized by T-cells 3 [Micractinium conductrix]
OG0002927	Chlorella_Vulgaris2111P	QAXK01012487.1_1571-2566	KAI3425858.1 hypothetical protein D9Q98_007832 [Chlorella vulgaris]
OG0002927	Chlorella_VariabilisNC64A	QAXK01012487.1_1571-2566	XP_005847782.1 hypothetical protein CHLNCDRAFT_133923 [Chlorella variabilis]
OG0002927	Chlorella_A99	QAXK01012487.1_1571-2566	PCFQ01000082.1 g524 [Chlorella sp. A99]
OG0002927	Auxenochlorella_protothecoides	QAXK01012487.1_1571-2566	RMZ55988.1 hypothetical protein APUTEX25_004412 [Auxenochlorella protothecoides]
OG0002927	Micractinium_SAG24180	QAXK01012487.1_1571-2566	PSC74554.1 DNA-directed RNA polymerase subunit beta [Micractinium conductrix]
OG0002927	Chlorella_Sorokiniana1602	QAXK01012487.1_1571-2566	PRW57736.1 hypothetical protein C2E21_3641 [Chlorella sorokiniana]
OG0002927	Coccomyxa_SubellipsoideaC169	QAXK01012487.1_1571-2566	EIE22912.1 hypothetical protein COCSUDRAFT_16204 [Coccomyxa subellipsoidea C-169]
OG0002927	Scenedesmus_NREL	QAXK01012487.1_1571-2566	KAF6259833.1 hypothetical protein COO60DRAFT_964462 [Scenedesmus sp. NREL 46B-D3]
OG0002931	Scenedesmus_NREL	QAXK01009697.1_3987-6949	KAF6253362.1 hypothetical protein COO60DRAFT_1273754 [Scenedesmus sp. NREL 46B-D3]
OG0002931	Coccomyxa_SubellipsoideaC169	QAXK01009697.1_3987-6949	EIE19717.1 nucleotide-binding domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0002931	Auxenochlorella_protothecoides	QAXK01009697.1_3987-6949	RMZ56001.1 hypothetical protein APUTEX25_004425_ partial [Auxenochlorella protothecoides]
OG0002931	Chlorella_A99	QAXK01009697.1_3987-6949	PCFQ01000004.1 g2622 [Chlorella sp. A99]
OG0002931	Micractinium_SAG24180	QAXK01009697.1_3987-6949	PSC73632.1 NADPH_adrenodoxin mitochondrial isoform X1 [Micractinium conductrix]
OG0002931	Chlorella_Sorokiniana1602	QAXK01009697.1_3987-6949	PRW59226.1 NADPH_adrenodoxin mitochondrial [Chlorella sorokiniana]
OG0002931	Chlorella_VariabilisNC64A	QAXK01009697.1_3987-6949	XP_005849944.1 hypothetical protein CHLNCDRAFT_34805 [Chlorella variabilis]
OG0002931	Chlorella_Vulgaris2111P	QAXK01009697.1_3987-6949	KAI3438904.1 hypothetical protein D9Q98_001319 [Chlorella vulgaris]
OG0002938	Scenedesmus_PABB004	QAXK01014057.1_8141-7852	KAF8054758.1 nctA [Scenedesmus sp. PABB004], KAF8072344.1 nctA [Scenedesmus sp. PABB004]
OG0002938	Scenedesmus_NREL	QAXK01014057.1_8141-7852	KAF6252925.1 histone-fold-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0002938	Coccomyxa_SubellipsoideaC169	QAXK01014057.1_8141-7852	EIE27699.1 hypothetical protein COCSUDRAFT_52243 [Coccomyxa subellipsoidea C-169]
OG0002938	Auxenochlorella_protothecoides	QAXK01014057.1_8141-7852	RMZ56044.1 hypothetical protein APUTEX25_004468 [Auxenochlorella protothecoides]
OG0002938	Micractinium_SAG24180	QAXK01014057.1_8141-7852	PSC72333.1 dr1-associated corepressor isoform X1 [Micractinium conductrix]
OG0002938	Chlorella_VariabilisNC64A	QAXK01014057.1_8141-7852	XP_005847021.1 hypothetical protein CHLNCDRAFT_134630 [Chlorella variabilis]
OG0002938	Chlorella_Vulgaris2111P	QAXK01014057.1_8141-7852	KAI3438325.1 hypothetical protein D9Q98_000759 [Chlorella vulgaris]
OG0002940	Scenedesmus_PABB004	QAXK01000147.1_17903-18595	KAF8061906.1 NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8-A [Scenedesmus sp. PABB004]
OG0002940	Scenedesmus_NREL	QAXK01000147.1_17903-18595	KAF6262929.1 hypothetical protein COO60DRAFT_1699063 [Scenedesmus sp. NREL 46B-D3]
OG0002940	Auxenochlorella_protothecoides	QAXK01000147.1_17903-18595	RMZ56048.1 hypothetical protein APUTEX25_004472 [Auxenochlorella protothecoides]
OG0002940	Coccomyxa_SubellipsoideaC169	QAXK01000147.1_17903-18595	EIE21914.1 hypothetical protein COCSUDRAFT_53890 [Coccomyxa subellipsoidea C-169]
