Orthogroup	Species	Chlorella_A99	Orthologs
OG0003066	Scenedesmus_NREL	PCFQ01000011.1 g2782 [Chlorella sp. A99]	KAF6250376.1 hypothetical protein COO60DRAFT_860110 [Scenedesmus sp. NREL 46B-D3]
OG0003066	Coccomyxa_SubellipsoideaC169	PCFQ01000011.1 g2782 [Chlorella sp. A99]	EIE20930.1 cyclin-like protein [Coccomyxa subellipsoidea C-169]
OG0003066	Chlorella_Vulgaris2111P	PCFQ01000011.1 g2782 [Chlorella sp. A99]	KAI3428769.1 hypothetical protein D9Q98_007590 [Chlorella vulgaris]
OG0003066	Chlorella_VariabilisNC64A	PCFQ01000011.1 g2782 [Chlorella sp. A99]	XP_005847364.1 hypothetical protein CHLNCDRAFT_57908 [Chlorella variabilis]
OG0003066	Chlorella_Sorokiniana1602	PCFQ01000011.1 g2782 [Chlorella sp. A99]	PRW05810.1 Transcription factor IIIB 90 kDa subunit [Chlorella sorokiniana]
OG0003066	Micractinium_SAG24180	PCFQ01000011.1 g2782 [Chlorella sp. A99]	PSC75594.1 transcription factor IIIB 90 kDa subunit isoform X1 [Micractinium conductrix]
OG0003066	Auxenochlorella_protothecoides	PCFQ01000011.1 g2782 [Chlorella sp. A99]	RMZ56927.1 hypothetical protein APUTEX25_004989 [Auxenochlorella protothecoides]
OG0003067	Scenedesmus_NREL	PCFQ01000058.1 g201 [Chlorella sp. A99]	KAF6259264.1 CTLH/CRA C-terminal to lish motif domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0003067	Scenedesmus_PABB004	PCFQ01000058.1 g201 [Chlorella sp. A99]	KAF8072778.1 hypothetical protein HT031_000438 [Scenedesmus sp. PABB004]
OG0003067	Coccomyxa_SubellipsoideaC169	PCFQ01000058.1 g201 [Chlorella sp. A99]	EIE27319.1 hypothetical protein COCSUDRAFT_34765 [Coccomyxa subellipsoidea C-169]
OG0003067	Auxenochlorella_protothecoides	PCFQ01000058.1 g201 [Chlorella sp. A99]	RMZ56941.1 hypothetical protein APUTEX25_005003 [Auxenochlorella protothecoides]
OG0003067	Chlorella_Sorokiniana1602	PCFQ01000058.1 g201 [Chlorella sp. A99]	PRW44610.1 macrophage erythroblast attacher [Chlorella sorokiniana]
OG0003067	Chlorella_VariabilisNC64A	PCFQ01000058.1 g201 [Chlorella sp. A99]	XP_005847260.1 hypothetical protein CHLNCDRAFT_57944 [Chlorella variabilis]
OG0003067	Chlorella_Vulgaris2111P	PCFQ01000058.1 g201 [Chlorella sp. A99]	KAI3428672.1 hypothetical protein D9Q98_007495 [Chlorella vulgaris]
OG0003067	Micractinium_SAG24180	PCFQ01000058.1 g201 [Chlorella sp. A99]	PSC75906.1 macrophage erythroblast attacher [Micractinium conductrix]
OG0003069	Scenedesmus_NREL	PCFQ01000079.1 g1288 [Chlorella sp. A99]	KAF6254102.1 WD40-repeat-containing domain protein [Scenedesmus sp. NREL 46B-D3]
OG0003069	Scenedesmus_PABB004	PCFQ01000079.1 g1288 [Chlorella sp. A99]	KAF8055486.1 Plaa [Scenedesmus sp. PABB004]
OG0003069	Auxenochlorella_protothecoides	PCFQ01000079.1 g1288 [Chlorella sp. A99]	RMZ56961.1 hypothetical protein APUTEX25_005023 [Auxenochlorella protothecoides]
OG0003069	Coccomyxa_SubellipsoideaC169	PCFQ01000079.1 g1288 [Chlorella sp. A99]	EIE27282.1 hypothetical protein COCSUDRAFT_39000 [Coccomyxa subellipsoidea C-169]
OG0003069	Chlorella_Sorokiniana1602	PCFQ01000079.1 g1288 [Chlorella sp. A99]	PRW44412.1 phospholipase A-2-activating [Chlorella sorokiniana]
OG0003069	Micractinium_SAG24180	PCFQ01000079.1 g1288 [Chlorella sp. A99]	PSC75649.1 phospholipase A-2-activating [Micractinium conductrix]
OG0003069	Chlorella_VariabilisNC64A	PCFQ01000079.1 g1288 [Chlorella sp. A99]	XP_005847396.1 hypothetical protein CHLNCDRAFT_134243 [Chlorella variabilis]
OG0003069	Chlorella_Vulgaris2111P	PCFQ01000079.1 g1288 [Chlorella sp. A99]	KAI3428691.1 hypothetical protein D9Q98_007514 [Chlorella vulgaris]
OG0003070	Scenedesmus_NREL	PCFQ01000079.1 g1530 [Chlorella sp. A99]	KAF6253091.1 Pre-mRNA splicing Prp18-interacting factor-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0003070	Scenedesmus_PABB004	PCFQ01000079.1 g1530 [Chlorella sp. A99]	KAF8067118.1 SLU7 [Scenedesmus sp. PABB004]
OG0003070	Coccomyxa_SubellipsoideaC169	PCFQ01000079.1 g1530 [Chlorella sp. A99]	EIE20936.1 hypothetical protein COCSUDRAFT_30554 [Coccomyxa subellipsoidea C-169]
OG0003070	Chlorella_Sorokiniana1602	PCFQ01000079.1 g1530 [Chlorella sp. A99]	PRW33892.1 Pre-mRNA-splicing factor SLU7 [Chlorella sorokiniana]
OG0003070	Micractinium_SAG24180	PCFQ01000079.1 g1530 [Chlorella sp. A99]	PSC70199.1 Pre-mRNA-splicing factor SLU7 [Micractinium conductrix]
OG0003070	Chlorella_VariabilisNC64A	PCFQ01000079.1 g1530 [Chlorella sp. A99]	XP_005844157.1 hypothetical protein CHLNCDRAFT_139273 [Chlorella variabilis]
OG0003070	Chlorella_Vulgaris2111P	PCFQ01000079.1 g1530 [Chlorella sp. A99]	KAI3426089.1 hypothetical protein D9Q98_008057 [Chlorella vulgaris]
OG0003070	Auxenochlorella_protothecoides	PCFQ01000079.1 g1530 [Chlorella sp. A99]	RMZ56965.1 hypothetical protein APUTEX25_005027 [Auxenochlorella protothecoides]
OG0003071	Scenedesmus_PABB004	PCFQ01000008.1 g1131 [Chlorella sp. A99]	KAF8070991.1 STT3B [Scenedesmus sp. PABB004]
OG0003071	Scenedesmus_NREL	PCFQ01000008.1 g1131 [Chlorella sp. A99]	KAF6258860.1 Oligosaccharyl transferase STT3 subunit-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6256713.1 Oligosaccharyl transferase STT3 subunit-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0003071	Coccomyxa_SubellipsoideaC169	PCFQ01000008.1 g1131 [Chlorella sp. A99]	EIE25593.1 STT3 subunit of Oligosaccharyl transferase [Coccomyxa subellipsoidea C-169]
OG0003071	Chlorella_Sorokiniana1602	PCFQ01000008.1 g1131 [Chlorella sp. A99]	PRW05846.1 STT3 subunit of Oligosaccharyl transferase [Chlorella sorokiniana]
OG0003071	Chlorella_VariabilisNC64A	PCFQ01000008.1 g1131 [Chlorella sp. A99]	XP_005847365.1 hypothetical protein CHLNCDRAFT_31189 [Chlorella variabilis]
OG0003071	Chlorella_Vulgaris2111P	PCFQ01000008.1 g1131 [Chlorella sp. A99]	KAI3428763.1 hypothetical protein D9Q98_007584 [Chlorella vulgaris]
OG0003071	Auxenochlorella_protothecoides	PCFQ01000008.1 g1131 [Chlorella sp. A99]	RMZ56966.1 hypothetical protein APUTEX25_005028 [Auxenochlorella protothecoides]
OG0003072	Scenedesmus_PABB004	PCFQ01000058.1 g165 [Chlorella sp. A99]	KAF8057688.1 pitC [Scenedesmus sp. PABB004]
OG0003072	Scenedesmus_NREL	PCFQ01000058.1 g165 [Chlorella sp. A99]	KAF6262668.1 CRAL-TRIO domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0003072	Coccomyxa_SubellipsoideaC169	PCFQ01000058.1 g165 [Chlorella sp. A99]	EIE21991.1 CRAL/TRIO domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0003072	Auxenochlorella_protothecoides	PCFQ01000058.1 g165 [Chlorella sp. A99]	RMZ56970.1 hypothetical protein APUTEX25_005032_ partial [Auxenochlorella protothecoides]
OG0003072	Micractinium_SAG24180	PCFQ01000058.1 g165 [Chlorella sp. A99]	PSC70915.1 Random slug 5 [Micractinium conductrix]
OG0003072	Chlorella_Sorokiniana1602	PCFQ01000058.1 g165 [Chlorella sp. A99]	PRW44288.1 Random slug 5 [Chlorella sorokiniana]
OG0003072	Chlorella_VariabilisNC64A	PCFQ01000058.1 g165 [Chlorella sp. A99]	XP_005847265.1 hypothetical protein CHLNCDRAFT_134279 [Chlorella variabilis]
OG0003072	Chlorella_Vulgaris2111P	PCFQ01000058.1 g165 [Chlorella sp. A99]	KAI3428661.1 hypothetical protein D9Q98_007484 [Chlorella vulgaris]
OG0003073	Scenedesmus_PABB004	PCFQ01000037.1 g2420 [Chlorella sp. A99]	KAF8065451.1 hypothetical protein HT031_003052 [Scenedesmus sp. PABB004]
OG0003073	Scenedesmus_NREL	PCFQ01000037.1 g2420 [Chlorella sp. A99]	KAF6259685.1 hypothetical protein COO60DRAFT_979652 [Scenedesmus sp. NREL 46B-D3]
OG0003073	Coccomyxa_SubellipsoideaC169	PCFQ01000037.1 g2420 [Chlorella sp. A99]	EIE27213.1 hypothetical protein COCSUDRAFT_45775 [Coccomyxa subellipsoidea C-169]
OG0003073	Auxenochlorella_protothecoides	PCFQ01000037.1 g2420 [Chlorella sp. A99]	RMZ56976.1 hypothetical protein APUTEX25_005038 [Auxenochlorella protothecoides]
OG0003073	Chlorella_Sorokiniana1602	PCFQ01000037.1 g2420 [Chlorella sp. A99]	PRW44317.1 PHD finger ING2 [Chlorella sorokiniana]
OG0003073	Chlorella_VariabilisNC64A	PCFQ01000037.1 g2420 [Chlorella sp. A99]	XP_005847400.1 hypothetical protein CHLNCDRAFT_57939 [Chlorella variabilis]
OG0003073	Chlorella_Vulgaris2111P	PCFQ01000037.1 g2420 [Chlorella sp. A99]	KAI3428684.1 hypothetical protein D9Q98_007507 [Chlorella vulgaris]
OG0003073	Micractinium_SAG24180	PCFQ01000037.1 g2420 [Chlorella sp. A99]	PSC75473.1 PHD finger ING2 [Micractinium conductrix]
OG0003075	Chlorella_KRBP	PCFQ01000058.1 g183 [Chlorella sp. A99]	QAXK01016351.1_22-2386
OG0003075	Scenedesmus_NREL	PCFQ01000058.1 g183 [Chlorella sp. A99]	KAF6266484.1 HAD-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0003075	Coccomyxa_SubellipsoideaC169	PCFQ01000058.1 g183 [Chlorella sp. A99]	EIE27200.1 HAD-like protein [Coccomyxa subellipsoidea C-169]
OG0003075	Auxenochlorella_protothecoides	PCFQ01000058.1 g183 [Chlorella sp. A99]	RMZ57023.1 hypothetical protein APUTEX25_002255_ partial [Auxenochlorella protothecoides]
OG0003075	Chlorella_Vulgaris2111P	PCFQ01000058.1 g183 [Chlorella sp. A99]	KAI3433671.1 hypothetical protein D9Q98_003480 [Chlorella vulgaris]
OG0003075	Chlorella_Sorokiniana1602	PCFQ01000058.1 g183 [Chlorella sp. A99]	PRW58193.1 Haloacid dehalogenase-like hydrolase family isoform 2 [Chlorella sorokiniana]
OG0003075	Micractinium_SAG24180	PCFQ01000058.1 g183 [Chlorella sp. A99]	PSC68822.1 Haloacid dehalogenase-like hydrolase family isoform 2 [Micractinium conductrix]
OG0003075	Chlorella_VariabilisNC64A	PCFQ01000058.1 g183 [Chlorella sp. A99]	XP_005851177.1 hypothetical protein CHLNCDRAFT_18937 [Chlorella variabilis]
OG0003076	Scenedesmus_NREL	PCFQ01000018.1 g453 [Chlorella sp. A99]	KAF6256940.1 hypothetical protein COO60DRAFT_1702075 [Scenedesmus sp. NREL 46B-D3]
OG0003076	Scenedesmus_PABB004	PCFQ01000018.1 g453 [Chlorella sp. A99]	KAF8068215.1 HEN2 [Scenedesmus sp. PABB004]
OG0003076	Coccomyxa_SubellipsoideaC169	PCFQ01000018.1 g453 [Chlorella sp. A99]	EIE19880.1 HUA enhancer 2 [Coccomyxa subellipsoidea C-169]
OG0003076	Auxenochlorella_protothecoides	PCFQ01000018.1 g453 [Chlorella sp. A99]	RMZ57024.1 hypothetical protein APUTEX25_002256 [Auxenochlorella protothecoides]
OG0003076	Chlorella_VariabilisNC64A	PCFQ01000018.1 g453 [Chlorella sp. A99]	XP_005843525.1 hypothetical protein CHLNCDRAFT_28067_ partial [Chlorella variabilis]
OG0003076	Chlorella_Vulgaris2111P	PCFQ01000018.1 g453 [Chlorella sp. A99]	KAI3432690.1 hypothetical protein D9Q98_004233 [Chlorella vulgaris]
OG0003076	Chlorella_Sorokiniana1602	PCFQ01000018.1 g453 [Chlorella sp. A99]	PRW61094.1 superkiller viralicidic activity 2-like 2 isoform B [Chlorella sorokiniana], PRW61095.1 superkiller viralicidic activity 2-like 2 isoform A [Chlorella sorokiniana]
OG0003077	Scenedesmus_NREL	PCFQ01000006.1 g3149 [Chlorella sp. A99]	KAF6261093.1 minichromosome maintenance protein 5 [Scenedesmus sp. NREL 46B-D3]
OG0003077	Scenedesmus_PABB004	PCFQ01000006.1 g3149 [Chlorella sp. A99]	KAF8067409.1 MCM5 [Scenedesmus sp. PABB004]
OG0003077	Coccomyxa_SubellipsoideaC169	PCFQ01000006.1 g3149 [Chlorella sp. A99]	EIE26578.1 MCM-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0003077	Auxenochlorella_protothecoides	PCFQ01000006.1 g3149 [Chlorella sp. A99]	RMZ57027.1 hypothetical protein APUTEX25_002259_ partial [Auxenochlorella protothecoides]
OG0003077	Chlorella_Sorokiniana1602	PCFQ01000006.1 g3149 [Chlorella sp. A99]	PRW55991.1 DNA replication licensing factor MCM5 [Chlorella sorokiniana]
OG0003077	Micractinium_SAG24180	PCFQ01000006.1 g3149 [Chlorella sp. A99]	PSC72741.1 DNA replication licensing factor MCM5 [Micractinium conductrix]
OG0003077	Chlorella_Vulgaris2111P	PCFQ01000006.1 g3149 [Chlorella sp. A99]	KAI3436596.1 hypothetical protein D9Q98_006013 [Chlorella vulgaris]
OG0003077	Chlorella_VariabilisNC64A	PCFQ01000006.1 g3149 [Chlorella sp. A99]	XP_005850970.1 hypothetical protein CHLNCDRAFT_34202 [Chlorella variabilis]
OG0003078	Scenedesmus_PABB004	PCFQ01000006.1 g3120 [Chlorella sp. A99]	KAF8065889.1 hypothetical protein HT031_002950 [Scenedesmus sp. PABB004]
OG0003078	Scenedesmus_NREL	PCFQ01000006.1 g3120 [Chlorella sp. A99]	KAF6252272.1 hypothetical protein COO60DRAFT_1287195 [Scenedesmus sp. NREL 46B-D3]
OG0003078	Coccomyxa_SubellipsoideaC169	PCFQ01000006.1 g3120 [Chlorella sp. A99]	EIE23775.1 hypothetical protein COCSUDRAFT_23649 [Coccomyxa subellipsoidea C-169]
OG0003078	Auxenochlorella_protothecoides	PCFQ01000006.1 g3120 [Chlorella sp. A99]	RMZ57037.1 hypothetical protein APUTEX25_002269_ partial [Auxenochlorella protothecoides]
OG0003078	Chlorella_Sorokiniana1602	PCFQ01000006.1 g3120 [Chlorella sp. A99]	PRW56007.1 quinolinate chloroplastic [Chlorella sorokiniana]
OG0003078	Chlorella_VariabilisNC64A	PCFQ01000006.1 g3120 [Chlorella sp. A99]	XP_005850636.1 hypothetical protein CHLNCDRAFT_19680_ partial [Chlorella variabilis]
OG0003078	Micractinium_SAG24180	PCFQ01000006.1 g3120 [Chlorella sp. A99]	PSC71538.1 quinolinate chloroplastic [Micractinium conductrix]
OG0003078	Chlorella_Vulgaris2111P	PCFQ01000006.1 g3120 [Chlorella sp. A99]	KAI3436690.1 hypothetical protein D9Q98_006105 [Chlorella vulgaris]
OG0003079	Scenedesmus_PABB004	PCFQ01000008.1 g1130 [Chlorella sp. A99]	KAF8061124.1 hypothetical protein HT031_004585 [Scenedesmus sp. PABB004]
OG0003079	Scenedesmus_NREL	PCFQ01000008.1 g1130 [Chlorella sp. A99]	KAF6252254.1 hypothetical protein COO60DRAFT_1644220 [Scenedesmus sp. NREL 46B-D3], KAF6259763.1 timeless protein-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0003079	Coccomyxa_SubellipsoideaC169	PCFQ01000008.1 g1130 [Chlorella sp. A99]	EIE20339.1 hypothetical protein COCSUDRAFT_58046 [Coccomyxa subellipsoidea C-169]
OG0003079	Auxenochlorella_protothecoides	PCFQ01000008.1 g1130 [Chlorella sp. A99]	RMZ57039.1 hypothetical protein APUTEX25_002271 [Auxenochlorella protothecoides]
OG0003079	Chlorella_Sorokiniana1602	PCFQ01000008.1 g1130 [Chlorella sp. A99]	PRW45397.1 timeless-like protein isoform X1 [Chlorella sorokiniana]
OG0003079	Chlorella_Vulgaris2111P	PCFQ01000008.1 g1130 [Chlorella sp. A99]	KAI3424748.1 hypothetical protein D9Q98_008137 [Chlorella vulgaris]
OG0003079	Chlorella_VariabilisNC64A	PCFQ01000008.1 g1130 [Chlorella sp. A99]	XP_005845158.1 hypothetical protein CHLNCDRAFT_137326 [Chlorella variabilis]
OG0003080	Scenedesmus_PABB004	PCFQ01000006.1 g3115 [Chlorella sp. A99]	KAF8068371.1 alg2 [Scenedesmus sp. PABB004]
OG0003080	Scenedesmus_NREL	PCFQ01000006.1 g3115 [Chlorella sp. A99]	KAF6253306.1 hypothetical protein COO60DRAFT_1286719 [Scenedesmus sp. NREL 46B-D3]
OG0003080	Auxenochlorella_protothecoides	PCFQ01000006.1 g3115 [Chlorella sp. A99]	RMZ57053.1 hypothetical protein APUTEX25_002285_ partial [Auxenochlorella protothecoides]
OG0003080	Coccomyxa_SubellipsoideaC169	PCFQ01000006.1 g3115 [Chlorella sp. A99]	EIE26568.1 glycosyl transferase family 1 protein [Coccomyxa subellipsoidea C-169]
OG0003080	Micractinium_SAG24180	PCFQ01000006.1 g3115 [Chlorella sp. A99]	PSC71528.1 alpha-1_3 1_6-mannosyltransferase ALG2 [Micractinium conductrix]
OG0003080	Chlorella_Sorokiniana1602	PCFQ01000006.1 g3115 [Chlorella sp. A99]	PRW55889.1 alpha-1_3 1_6-mannosyltransferase ALG2 [Chlorella sorokiniana]
OG0003080	Chlorella_VariabilisNC64A	PCFQ01000006.1 g3115 [Chlorella sp. A99]	XP_005850612.1 hypothetical protein CHLNCDRAFT_56004 [Chlorella variabilis]
OG0003080	Chlorella_Vulgaris2111P	PCFQ01000006.1 g3115 [Chlorella sp. A99]	KAI3436741.1 hypothetical protein D9Q98_006156 [Chlorella vulgaris]
OG0003081	Scenedesmus_NREL	PCFQ01000010.1 g316 [Chlorella sp. A99]	KAF6262060.1 ribosomal protein S2 component of cytosolic 80S ribosome and 40S small subunit [Scenedesmus sp. NREL 46B-D3]
OG0003081	Scenedesmus_PABB004	PCFQ01000010.1 g316 [Chlorella sp. A99]	KAF8065881.1 RPS2D [Scenedesmus sp. PABB004]
OG0003081	Coccomyxa_SubellipsoideaC169	PCFQ01000010.1 g316 [Chlorella sp. A99]	EIE27050.1 ribosomal protein S2 component of cytosolic 80S ribosome and 40S small subunit [Coccomyxa subellipsoidea C-169]
OG0003081	Auxenochlorella_protothecoides	PCFQ01000010.1 g316 [Chlorella sp. A99]	RMZ57060.1 hypothetical protein APUTEX25_002292 [Auxenochlorella protothecoides]
OG0003081	Chlorella_VariabilisNC64A	PCFQ01000010.1 g316 [Chlorella sp. A99]	XP_005846112.1 hypothetical protein CHLNCDRAFT_59721 [Chlorella variabilis]
OG0003081	Chlorella_Vulgaris2111P	PCFQ01000010.1 g316 [Chlorella sp. A99]	KAI3431340.1 hypothetical protein D9Q98_004397 [Chlorella vulgaris]
OG0003081	Chlorella_Sorokiniana1602	PCFQ01000010.1 g316 [Chlorella sp. A99]	PRW39136.1 40S ribosomal S2-4 [Chlorella sorokiniana]
OG0003081	Micractinium_SAG24180	PCFQ01000010.1 g316 [Chlorella sp. A99]	PSC71995.1 40S ribosomal S2-4 [Micractinium conductrix]
OG0003082	Scenedesmus_NREL	PCFQ01000058.1 g123 [Chlorella sp. A99]	KAF6255532.1 hypothetical protein COO60DRAFT_1296557 [Scenedesmus sp. NREL 46B-D3]
OG0003082	Scenedesmus_PABB004	PCFQ01000058.1 g123 [Chlorella sp. A99]	KAF8065612.1 nicotinamide/nicotinic acid mononucleotide adenylyltransferase [Scenedesmus sp. PABB004]
OG0003082	Coccomyxa_SubellipsoideaC169	PCFQ01000058.1 g123 [Chlorella sp. A99]	EIE20283.1 Nucleotidylyl transferase [Coccomyxa subellipsoidea C-169]
OG0003082	Auxenochlorella_protothecoides	PCFQ01000058.1 g123 [Chlorella sp. A99]	RMZ57062.1 hypothetical protein APUTEX25_002294 [Auxenochlorella protothecoides]
OG0003082	Chlorella_Vulgaris2111P	PCFQ01000058.1 g123 [Chlorella sp. A99]	KAI3424828.1 hypothetical protein D9Q98_008214 [Chlorella vulgaris]
OG0003082	Chlorella_Sorokiniana1602	PCFQ01000058.1 g123 [Chlorella sp. A99]	PRW45664.1 nicotinamide nicotinic acid mononucleotide adenylyltransferase isoform X1 [Chlorella sorokiniana]
OG0003082	Micractinium_SAG24180	PCFQ01000058.1 g123 [Chlorella sp. A99]	PSC73874.1 nicotinamide mononucleotide adenylyltransferase [Micractinium conductrix]
OG0003082	Chlorella_VariabilisNC64A	PCFQ01000058.1 g123 [Chlorella sp. A99]	XP_005845086.1 hypothetical protein CHLNCDRAFT_26277_ partial [Chlorella variabilis]
OG0003083	Auxenochlorella_protothecoides	PCFQ01000058.1 g148 [Chlorella sp. A99]	RMZ57065.1 hypothetical protein APUTEX25_002297 [Auxenochlorella protothecoides]
OG0003083	Chlorella_VariabilisNC64A	PCFQ01000058.1 g148 [Chlorella sp. A99]	XP_005845742.1 hypothetical protein CHLNCDRAFT_58434 [Chlorella variabilis], XP_005845194.1 hypothetical protein CHLNCDRAFT_137413 [Chlorella variabilis], XP_005845195.1 hypothetical protein CHLNCDRAFT_137414 [Chlorella variabilis]
OG0003083	Chlorella_Vulgaris2111P	PCFQ01000058.1 g148 [Chlorella sp. A99]	KAI3424832.1 hypothetical protein D9Q98_008218 [Chlorella vulgaris], KAI3424833.1 hypothetical protein D9Q98_008219 [Chlorella vulgaris]
OG0003083	Micractinium_SAG24180	PCFQ01000058.1 g148 [Chlorella sp. A99]	PSC73778.1 plant Late Embryo Abundant _LEA_ related [Micractinium conductrix]
OG0003083	Chlorella_Sorokiniana1602	PCFQ01000058.1 g148 [Chlorella sp. A99]	PRW45337.1 plant Late Embryo Abundant _LEA_ related [Chlorella sorokiniana]
OG0003085	Scenedesmus_PABB004	PCFQ01000006.1 g3112 [Chlorella sp. A99]	KAF8070883.1 biotin carboxylase 1 [Scenedesmus sp. PABB004]
OG0003085	Scenedesmus_NREL	PCFQ01000006.1 g3112 [Chlorella sp. A99]	KAF6264929.1 biotin carboxylase [Scenedesmus sp. NREL 46B-D3]
OG0003085	Coccomyxa_SubellipsoideaC169	PCFQ01000006.1 g3112 [Chlorella sp. A99]	EIE26565.1 hypothetical protein COCSUDRAFT_64553 [Coccomyxa subellipsoidea C-169]
OG0003085	Auxenochlorella_protothecoides	PCFQ01000006.1 g3112 [Chlorella sp. A99]	RMZ57075.1 hypothetical protein APUTEX25_002307_ partial [Auxenochlorella protothecoides]
OG0003085	Chlorella_Sorokiniana1602	PCFQ01000006.1 g3112 [Chlorella sp. A99]	PRW56214.1 biotin carboxylase chloroplastic [Chlorella sorokiniana]
OG0003085	Chlorella_VariabilisNC64A	PCFQ01000006.1 g3112 [Chlorella sp. A99]	XP_005850611.1 hypothetical protein CHLNCDRAFT_140567 [Chlorella variabilis]
OG0003085	Chlorella_Vulgaris2111P	PCFQ01000006.1 g3112 [Chlorella sp. A99]	KAI3436743.1 hypothetical protein D9Q98_006158 [Chlorella vulgaris]
OG0003085	Micractinium_SAG24180	PCFQ01000006.1 g3112 [Chlorella sp. A99]	PSC71596.1 biotin carboxylase chloroplastic [Micractinium conductrix]
OG0003086	Scenedesmus_PABB004	PCFQ01000058.1 g185 [Chlorella sp. A99]	KAF8059155.1 BCAT2 [Scenedesmus sp. PABB004]
OG0003086	Scenedesmus_NREL	PCFQ01000058.1 g185 [Chlorella sp. A99]	KAF6262365.1 branched chain amino acid aminotransferase [Scenedesmus sp. NREL 46B-D3]
OG0003086	Coccomyxa_SubellipsoideaC169	PCFQ01000058.1 g185 [Chlorella sp. A99]	EIE27149.1 branched-chain amino acid aminotransferase II [Coccomyxa subellipsoidea C-169]
OG0003086	Auxenochlorella_protothecoides	PCFQ01000058.1 g185 [Chlorella sp. A99]	RMZ57076.1 hypothetical protein APUTEX25_002308 [Auxenochlorella protothecoides]
OG0003086	Micractinium_SAG24180	PCFQ01000058.1 g185 [Chlorella sp. A99]	PSC67353.1 branched-chain amino acid aminotransferase [Micractinium conductrix]
OG0003086	Chlorella_Sorokiniana1602	PCFQ01000058.1 g185 [Chlorella sp. A99]	PRW58452.1 branched-chain amino acid aminotransferase [Chlorella sorokiniana]
OG0003086	Chlorella_VariabilisNC64A	PCFQ01000058.1 g185 [Chlorella sp. A99]	XP_005851171.1 hypothetical protein CHLNCDRAFT_137805 [Chlorella variabilis]
OG0003086	Chlorella_Vulgaris2111P	PCFQ01000058.1 g185 [Chlorella sp. A99]	KAI3433683.1 hypothetical protein D9Q98_003492 [Chlorella vulgaris]
OG0003089	Scenedesmus_NREL	PCFQ01000015.1 g2962 [Chlorella sp. A99]	KAF6264143.1 hypothetical protein COO60DRAFT_221076 [Scenedesmus sp. NREL 46B-D3]
OG0003089	Scenedesmus_PABB004	PCFQ01000015.1 g2962 [Chlorella sp. A99]	KAF8060601.1 hypothetical protein HT031_004778 [Scenedesmus sp. PABB004]
OG0003089	Coccomyxa_SubellipsoideaC169	PCFQ01000015.1 g2962 [Chlorella sp. A99]	EIE18310.1 hypothetical protein COCSUDRAFT_60280 [Coccomyxa subellipsoidea C-169]
OG0003089	Auxenochlorella_protothecoides	PCFQ01000015.1 g2962 [Chlorella sp. A99]	RMZ57087.1 hypothetical protein APUTEX25_002319_ partial [Auxenochlorella protothecoides]
OG0003089	Micractinium_SAG24180	PCFQ01000015.1 g2962 [Chlorella sp. A99]	PSC76974.1 NHL repeat containing [Micractinium conductrix]
OG0003089	Chlorella_VariabilisNC64A	PCFQ01000015.1 g2962 [Chlorella sp. A99]	XP_005849071.1 hypothetical protein CHLNCDRAFT_143558 [Chlorella variabilis]
OG0003089	Chlorella_Vulgaris2111P	PCFQ01000015.1 g2962 [Chlorella sp. A99]	KAI3434905.1 hypothetical protein D9Q98_002959 [Chlorella vulgaris]
OG0003089	Chlorella_Sorokiniana1602	PCFQ01000015.1 g2962 [Chlorella sp. A99]	PRW33797.1 RAP domain [Chlorella sorokiniana]
OG0003090	Scenedesmus_NREL	PCFQ01000006.1 g3210 [Chlorella sp. A99]	KAF6261441.1 60S ribosomal protein L10A [Scenedesmus sp. NREL 46B-D3]
OG0003090	Scenedesmus_PABB004	PCFQ01000006.1 g3210 [Chlorella sp. A99]	KAF8068157.1 RPL10 [Scenedesmus sp. PABB004]
OG0003090	Auxenochlorella_protothecoides	PCFQ01000006.1 g3210 [Chlorella sp. A99]	RMZ57089.1 hypothetical protein APUTEX25_002321_ partial [Auxenochlorella protothecoides]
OG0003090	Coccomyxa_SubellipsoideaC169	PCFQ01000006.1 g3210 [Chlorella sp. A99]	EIE22981.1 ribosomal protein L10e [Coccomyxa subellipsoidea C-169]
OG0003090	Chlorella_Vulgaris2111P	PCFQ01000006.1 g3210 [Chlorella sp. A99]	KAI3434552.1 hypothetical protein D9Q98_002625 [Chlorella vulgaris]
OG0003090	Chlorella_VariabilisNC64A	PCFQ01000006.1 g3210 [Chlorella sp. A99]	XP_005843893.1 hypothetical protein CHLNCDRAFT_32922 [Chlorella variabilis]
OG0003090	Chlorella_Sorokiniana1602	PCFQ01000006.1 g3210 [Chlorella sp. A99]	PRW20682.1 60S ribosomal L10-3 [Chlorella sorokiniana]
OG0003090	Micractinium_SAG24180	PCFQ01000006.1 g3210 [Chlorella sp. A99]	PSC74678.1 60S ribosomal L10-3 [Micractinium conductrix]
