Orthogroup	Coccomyxa_SubellipsoideaC169	Micractinium_SAG24180
OG0003988	EIE18601.1 ATP-dependent DNA helicase [Coccomyxa subellipsoidea C-169]	PSC69715.1 ATP-dependent DNA helicase Q-like 5 [Micractinium conductrix]
OG0003990	EIE20124.1 vacuolar ATP synthase subunit E [Coccomyxa subellipsoidea C-169]	PSC75013.1 V-type proton ATPase subunit E2-like [Micractinium conductrix]
OG0003991	EIE25224.1 acetyl-CoA biotin carboxyl carrier [Coccomyxa subellipsoidea C-169]	PSC69759.1 acetyl-carboxylase biotin carboxyl carrier subunit [Micractinium conductrix]
OG0003992	EIE21655.1 hypothetical protein COCSUDRAFT_56852 [Coccomyxa subellipsoidea C-169], EIE21654.1 hypothetical protein COCSUDRAFT_48206 [Coccomyxa subellipsoidea C-169]	PSC71312.1 ACT domain-containing ACR9-like [Micractinium conductrix]
OG0003993	EIE19373.1 hypothetical protein COCSUDRAFT_54666 [Coccomyxa subellipsoidea C-169]	PSC71353.1 NEDD8-specific protease 1 [Micractinium conductrix]
OG0003994	EIE18264.1 hypothetical protein COCSUDRAFT_60457 [Coccomyxa subellipsoidea C-169]	PSC76935.1 translation initiation factor IF-2 [Micractinium conductrix], PSC72314.1 30S ribosomal S21 [Micractinium conductrix]
OG0003996	EIE20298.1 APG9-domain-containing protein [Coccomyxa subellipsoidea C-169]	PSC68230.1 Autophagy-related 9 [Micractinium conductrix]
OG0003997	EIE20898.1 cytochrome P450 [Coccomyxa subellipsoidea C-169]	PSC70205.1 Cytochrome P450 [Micractinium conductrix]
OG0003998	EIE27321.1 hypothetical protein COCSUDRAFT_34768 [Coccomyxa subellipsoidea C-169]	PSC75286.1 DNA repair endonuclease UVH1 [Micractinium conductrix]
OG0003999	EIE27281.1 translational inhibitor protein [Coccomyxa subellipsoidea C-169]	PSC75989.1 translational inhibitor [Micractinium conductrix]
OG0004000	EIE22075.1 pre-rRNA processing protein [Coccomyxa subellipsoidea C-169]	PSC70983.1 pre-rRNA processing [Micractinium conductrix]
OG0004001	EIE21989.1 Reticulon-domain-containing protein [Coccomyxa subellipsoidea C-169]	PSC72227.1 reticulon B2 [Micractinium conductrix]
OG0004002	EIE21008.1 putative 26S proteasome regulatory complex_ ATPase RPT2 [Coccomyxa subellipsoidea C-169]	PSC71389.1 ATPase family AAA domain-containing protein [Micractinium conductrix]
OG0004003	EIE27277.1 hypothetical protein COCSUDRAFT_31967 [Coccomyxa subellipsoidea C-169]	PSC75249.1 hypothetical protein C2E20_1524 [Micractinium conductrix]
OG0004004	EIE20674.1 polymeras-like protein II polypeptide D [Coccomyxa subellipsoidea C-169]	PSC68049.1 DNA-directed RNA polymerase II subunit 4 [Micractinium conductrix]
OG0004005	EIE22496.1 PSI-D1 precursor [Coccomyxa subellipsoidea C-169]	PSC75399.1 Photosystem I reaction center subunit chloroplastic [Micractinium conductrix]
OG0004006	EIE25170.1 WD40 repeat-like protein [Coccomyxa subellipsoidea C-169]	PSC75544.1 zinc finger CCCH domain-containing 17 [Micractinium conductrix]
OG0004007	EIE21987.1 ARM repeat-containing protein [Coccomyxa subellipsoidea C-169]	PSC72289.1 transportin-3 isoform X1 [Micractinium conductrix]
OG0004008	EIE27322.1 4-hydroxybenzoate polyprenyl transferase [Coccomyxa subellipsoidea C-169]	PSC75871.1 4-hydroxybenzoate polyprenyl transferase [Micractinium conductrix]
OG0004009	EIE25595.1 UBC-like protein [Coccomyxa subellipsoidea C-169]	PSC75607.1 Ubiquitin-conjugating enzyme E2 variant 1C [Micractinium conductrix]
OG0004010	EIE27278.1 hypothetical protein COCSUDRAFT_38998 [Coccomyxa subellipsoidea C-169]	PSC75571.1 Structural constituent of nuclear pore isoform 1 [Micractinium conductrix]
OG0004011	EIE25177.1 hypothetical protein COCSUDRAFT_61418 [Coccomyxa subellipsoidea C-169]	PSC75975.1 hypothetical protein C2E20_1456 [Micractinium conductrix]
OG0004012	EIE18230.1 hypothetical protein COCSUDRAFT_60429 [Coccomyxa subellipsoidea C-169]	PSC72250.1 peptidyl-tRNA hydrolase mitochondrial [Micractinium conductrix]
OG0004013	EIE27215.1 hypothetical protein COCSUDRAFT_38947 [Coccomyxa subellipsoidea C-169]	PSC75517.1 nuclear mitotic apparatus 1 [Micractinium conductrix]
OG0004014	EIE26611.1 hypothetical protein COCSUDRAFT_39658 [Coccomyxa subellipsoidea C-169]	PSC71648.1 mitochondrial inner membrane OXA1 [Micractinium conductrix]
OG0004015	EIE22799.1 hypothetical protein COCSUDRAFT_66402 [Coccomyxa subellipsoidea C-169]	PSC73820.1 mRNA turnover 4-like protein [Micractinium conductrix]
OG0004016	EIE27043.1 hypothetical protein COCSUDRAFT_55070 [Coccomyxa subellipsoidea C-169], EIE27046.1 hypothetical protein COCSUDRAFT_55074 [Coccomyxa subellipsoidea C-169]	PSC71871.1 biotin-[acetyl-carboxylase] ligase [Micractinium conductrix]
OG0004017	EIE19579.1 hypothetical protein COCSUDRAFT_58328 [Coccomyxa subellipsoidea C-169]	PSC71630.1 50S ribosomal L10 [Micractinium conductrix]
OG0004018	EIE19997.1 P-loop containing nucleoside triphosphate hydrolase protein [Coccomyxa subellipsoidea C-169]	PSC73614.1 deoxycytidine kinase [Micractinium conductrix]
OG0004020	EIE21757.1 Thioesterase/thiol ester dehydrase-isomerase [Coccomyxa subellipsoidea C-169]	PSC76074.1 Hydroxyacyl-thioester dehydratase type mitochondrial [Micractinium conductrix]
OG0004021	EIE19269.1 hypothetical protein COCSUDRAFT_48885 [Coccomyxa subellipsoidea C-169]	PSC74700.1 Translation initiation factor eIF-2B subunit epsilon [Micractinium conductrix]
OG0004022	EIE22295.1 phosphoribosylamine--glycine ligase [Coccomyxa subellipsoidea C-169]	PSC71562.1 phosphoribosylamine-glycine ligase isoform B [Micractinium conductrix], PSC71561.1 phosphoribosylamine-glycine ligase isoform A [Micractinium conductrix]
OG0004023	EIE26961.1 hypothetical protein COCSUDRAFT_39905 [Coccomyxa subellipsoidea C-169]	PSC75413.1 hypothetical protein C2E20_1198 [Micractinium conductrix]
OG0004024	EIE23638.1 hypothetical protein COCSUDRAFT_63166 [Coccomyxa subellipsoidea C-169]	PSC70901.1 DNA polymerase epsilon subunit 3 [Micractinium conductrix]
OG0004025	EIE22800.1 hypothetical protein COCSUDRAFT_29409 [Coccomyxa subellipsoidea C-169]	PSC73550.1 seed maturation [Micractinium conductrix]
OG0004026	EIE20700.1 hypothetical protein COCSUDRAFT_67190 [Coccomyxa subellipsoidea C-169]	PSC71494.1 NADH dehydrogenase [ubiquinone] flavo mitochondrial [Micractinium conductrix]
OG0004027	EIE22805.1 heat shock 70 protein [Coccomyxa subellipsoidea C-169]	PSC73716.1 heat shock 70 [Micractinium conductrix]
OG0004028	EIE22801.1 hypothetical protein COCSUDRAFT_53665 [Coccomyxa subellipsoidea C-169]	PSC73767.1 putative NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12 [Micractinium conductrix]
OG0004029	EIE25493.1 acetyl-CoA synthetase-like protein [Coccomyxa subellipsoidea C-169]	PSC74789.1 2-succinylbenzoate-chloroplastic peroxisomal [Micractinium conductrix]
OG0004030	EIE26514.1 replication protein A_ subunit RPA32 [Coccomyxa subellipsoidea C-169]	PSC71498.1 replication A 32 kDa subunit [Micractinium conductrix]
OG0004031	EIE22386.1 NIC-domain-containing protein [Coccomyxa subellipsoidea C-169]	PSC75508.1 nuclear pore complex NUP93A-like [Micractinium conductrix]
OG0004032	EIE26922.1 DUF810-domain-containing protein [Coccomyxa subellipsoidea C-169]	PSC73790.1 hypothetical protein C2E20_3044 [Micractinium conductrix]
OG0004033	EIE27242.1 hypothetical protein COCSUDRAFT_52106 [Coccomyxa subellipsoidea C-169]	PSC71012.1 helicase and polymerase-containing TEBICHI-like isoform X1_ partial [Micractinium conductrix]
OG0004034	EIE24657.1 hypothetical protein COCSUDRAFT_46897 [Coccomyxa subellipsoidea C-169]	PSC68858.1 hypothetical protein C2E20_7570 [Micractinium conductrix], PSC68859.1 hypothetical protein C2E20_7570 [Micractinium conductrix]
OG0004035	EIE24595.1 Clc chloride channel [Coccomyxa subellipsoidea C-169]	PSC75028.1 chloride channel CLC-e [Micractinium conductrix]
OG0004036	EIE25355.1 NUD24_ARATH Nudix hydrolase 24 chloroplast precursor [Coccomyxa subellipsoidea C-169]	PSC70515.1 nudix hydrolase chloroplastic-like isoform X1 [Micractinium conductrix]
OG0004037	EIE21973.1 autophagy protein 5 [Coccomyxa subellipsoidea C-169]	PSC68885.1 autophagy 5 [Micractinium conductrix], PSC68877.1 autophagy 5 [Micractinium conductrix]
OG0004038	EIE24103.1 ribosomal protein S5 domain 2-like protein [Coccomyxa subellipsoidea C-169]	PSC67545.1 exosome complex component RRP42 [Micractinium conductrix]
OG0004039	EIE22734.1 hypothetical protein COCSUDRAFT_16080 [Coccomyxa subellipsoidea C-169]	PSC73668.1 enkurin [Micractinium conductrix]
OG0004040	EIE19950.1 P-loop containing nucleoside triphosphate hydrolase protein [Coccomyxa subellipsoidea C-169]	PSC75396.1 DNA annealing helicase and endonuclease ZRANB3 [Micractinium conductrix]
OG0004041	EIE22729.1 carbon-nitrogen hydrolase [Coccomyxa subellipsoidea C-169]	PSC68945.1 nitrilase cyanide hydratase and apolipo N-acyltransferase family [Micractinium conductrix]
OG0004042	EIE24607.1 hypothetical protein COCSUDRAFT_14109 [Coccomyxa subellipsoidea C-169]	PSC74905.1 LOW PSII ACCUMULATION chloroplastic [Micractinium conductrix]
OG0004043	EIE20461.1 hypothetical protein COCSUDRAFT_43901 [Coccomyxa subellipsoidea C-169]	PSC68431.1 Ubiquitin fusion degradation 1 [Micractinium conductrix]
OG0004044	EIE24505.1 anion-transporting ATPase [Coccomyxa subellipsoidea C-169]	PSC74813.1 anion-transporting ATPase [Micractinium conductrix]
OG0004045	EIE22564.1 hypothetical protein COCSUDRAFT_63712 [Coccomyxa subellipsoidea C-169]	PSC70939.1 hypothetical protein C2E20_5662 [Micractinium conductrix], PSC70909.1 BNR repeat domain [Micractinium conductrix], PSC73971.1 RNA-binding 34 [Micractinium conductrix]
OG0004046	EIE24858.1 dual-specificity protein phosphatase 6_ partial [Coccomyxa subellipsoidea C-169]	PSC67308.1 phosphoglucan phosphatase chloroplastic [Micractinium conductrix]
OG0004048	EIE24898.1 Ribokinase-like protein_ partial [Coccomyxa subellipsoidea C-169]	PSC73119.1 Ribokinase [Micractinium conductrix]
OG0004049	EIE25249.1 hypothetical protein COCSUDRAFT_40556 [Coccomyxa subellipsoidea C-169]	PSC72469.1 Endonuclease exonuclease phosphatase domain-containing [Micractinium conductrix]
OG0004051	EIE24816.1 hypothetical protein COCSUDRAFT_62224 [Coccomyxa subellipsoidea C-169]	PSC73064.1 Coiled-coil domain-containing 77 [Micractinium conductrix]
OG0004052	EIE20920.1 14 kDa subunit of cytochrome bd ubiquinol oxidase [Coccomyxa subellipsoidea C-169]	PSC68889.1 Cytochrome b-c1 complex subunit 7 [Micractinium conductrix]
OG0004053	EIE25073.1 hypothetical protein COCSUDRAFT_61316 [Coccomyxa subellipsoidea C-169]	PSC67292.1 Prefoldin subunit 6 [Micractinium conductrix]
OG0004054	EIE24475.1 transcription factor [Coccomyxa subellipsoidea C-169]	PSC68168.1 Transcription factor BTF3 [Micractinium conductrix]
OG0004055	EIE24466.1 cyclophilin-like protein [Coccomyxa subellipsoidea C-169]	PSC68158.1 Peptidyl-prolyl cis-trans chloroplastic [Micractinium conductrix]
OG0004056	EIE25315.1 Aminomethyltransferase folate-binding domain-containing protein [Coccomyxa subellipsoidea C-169]	PSC70552.1 Aminomethyltransferase folate-binding domain-containing isoform A [Micractinium conductrix], PSC70551.1 Aminomethyltransferase folate-binding domain-containing isoform B [Micractinium conductrix]
OG0004057	EIE20057.1 3'_5'-bisphosphate nucleotidase [Coccomyxa subellipsoidea C-169]	PSC71315.1 SAL1 phosphatase [Micractinium conductrix]
OG0004058	EIE24935.1 hypothetical protein COCSUDRAFT_62344 [Coccomyxa subellipsoidea C-169]	PSC67898.1 Chloride conductance regulatory ICln [Micractinium conductrix]
OG0004059	EIE25340.1 hypothetical protein COCSUDRAFT_40616 [Coccomyxa subellipsoidea C-169]	PSC72471.1 Pentatricopeptide repeat-containing chloroplastic [Micractinium conductrix]
OG0004060	EIE24772.1 hypothetical protein COCSUDRAFT_53064 [Coccomyxa subellipsoidea C-169]	PSC69119.1 sorbosone dehydrogenase [Micractinium conductrix]
OG0004061	EIE22362.1 hypothetical protein COCSUDRAFT_56052 [Coccomyxa subellipsoidea C-169]	PSC70372.1 WD40 YVTN repeat-like-containing domain_Bromodomain isoform [Micractinium conductrix]
OG0004063	EIE27402.1 cytokinesis-related protein [Coccomyxa subellipsoidea C-169]	PSC67297.1 MOB kinase activator-like 1 [Micractinium conductrix]
OG0004064	EIE25251.1 Homogentisate 1_2-dioxygenase [Coccomyxa subellipsoidea C-169]	PSC72387.1 homogentisate 1_2-dioxygenase [Micractinium conductrix]
OG0004065	EIE21110.1 hypothetical protein COCSUDRAFT_48282 [Coccomyxa subellipsoidea C-169]	PSC74372.1 microfibrillar-associated 1-like [Micractinium conductrix]
OG0004066	EIE23086.1 hypothetical protein COCSUDRAFT_63463 [Coccomyxa subellipsoidea C-169]	PSC69955.1 28S ribosomal mitochondrial [Micractinium conductrix]
OG0004067	EIE24540.1 P-loop containing nucleoside triphosphate hydrolase protein [Coccomyxa subellipsoidea C-169]	PSC74953.1 WD repeat-containing 55-like protein [Micractinium conductrix]
OG0004068	EIE20207.1 putative DEAH [Coccomyxa subellipsoidea C-169]	PSC69991.1 putative ATP-dependent RNA helicase DHX35 [Micractinium conductrix]
OG0004069	EIE26844.1 hypothetical protein COCSUDRAFT_35261 [Coccomyxa subellipsoidea C-169]	PSC72463.1 glycosyltransferase family 28 [Micractinium conductrix]
OG0004070	EIE24808.1 ClpP/crotonase [Coccomyxa subellipsoidea C-169]	PSC71310.1 enoyl-hydratase [Micractinium conductrix]
OG0004071	EIE20100.1 hypothetical protein COCSUDRAFT_57820 [Coccomyxa subellipsoidea C-169]	PSC67301.1 F-box protein [Micractinium conductrix]
OG0004072	EIE20108.1 hypothetical protein COCSUDRAFT_57833 [Coccomyxa subellipsoidea C-169]	PSC67391.1 Serine threonine-kinase 19 [Micractinium conductrix]
OG0004074	EIE22793.1 anaphase promoting complex subunit 11 [Coccomyxa subellipsoidea C-169]	PSC74958.1 anaphase promoting complex subunit 11 [Micractinium conductrix]
OG0004075	EIE18742.1 hypothetical protein COCSUDRAFT_60047 [Coccomyxa subellipsoidea C-169]	PSC75969.1 centrosomal of 112 kDa-like isoform X1 [Micractinium conductrix]
OG0004076	EIE23388.1 Sm-like ribonucleo protein [Coccomyxa subellipsoidea C-169]	PSC75477.1 Small nuclear ribonucleo Sm D1 [Micractinium conductrix]
OG0004077	EIE22986.1 hypothetical protein COCSUDRAFT_29046 [Coccomyxa subellipsoidea C-169]	PSC75416.1 Heat shock STI [Micractinium conductrix]
OG0004079	EIE21259.1 hypothetical protein COCSUDRAFT_57161 [Coccomyxa subellipsoidea C-169]	PSC75744.1 DNA-binding REB1 [Micractinium conductrix]
OG0004080	EIE18671.1 IBR-domain-containing protein [Coccomyxa subellipsoidea C-169]	PSC75961.1 putative E3 ubiquitin-ligase ARI8 [Micractinium conductrix]
OG0004081	EIE20887.1 putative folylpolyglutamate synthetase [Coccomyxa subellipsoidea C-169]	PSC70284.1 folylpolyglutamate synthase-like [Micractinium conductrix]
OG0004083	EIE22311.1 AFG1-like ATPase [Coccomyxa subellipsoidea C-169]	PSC67543.1 lactation elevated 1 isoform X1 [Micractinium conductrix]
OG0004084	EIE24088.1 hypothetical protein COCSUDRAFT_53219 [Coccomyxa subellipsoidea C-169]	PSC76005.1 thioredoxin domain-containing [Micractinium conductrix]
OG0004085	EIE22639.1 hypothetical protein COCSUDRAFT_66323 [Coccomyxa subellipsoidea C-169]	PSC68635.1 SGNH hydrolase [Micractinium conductrix]
OG0004086	EIE22756.1 hypothetical protein COCSUDRAFT_66379 [Coccomyxa subellipsoidea C-169]	PSC68977.1 lipase [Micractinium conductrix]
OG0004087	EIE22190.1 YL1-domain-containing protein [Coccomyxa subellipsoidea C-169]	PSC70422.1 SWR1 complex subunit 2-like [Micractinium conductrix]
OG0004089	EIE20932.1 hypothetical protein COCSUDRAFT_18161 [Coccomyxa subellipsoidea C-169]	PSC67743.1 KDEL-tailed cysteine endopeptidase CEP2 [Micractinium conductrix]
OG0004091	EIE22576.1 hypothetical protein COCSUDRAFT_16124 [Coccomyxa subellipsoidea C-169]	PSC73558.1 hypothetical protein C2E20_3081 [Micractinium conductrix]
OG0004093	EIE25884.1 hypothetical protein COCSUDRAFT_64884 [Coccomyxa subellipsoidea C-169]	PSC76119.1 RNA polymerase-associated RTF1 [Micractinium conductrix]
OG0004095	EIE22351.1 hypothetical protein COCSUDRAFT_56044 [Coccomyxa subellipsoidea C-169]	PSC67861.1 Nucleus isoform 1 [Micractinium conductrix]
OG0004096	EIE22236.1 protein phosphatase 2C catalytic subunit [Coccomyxa subellipsoidea C-169]	PSC70842.1 phosphatase 2C [Micractinium conductrix]
OG0004097	EIE22180.1 hypothetical protein COCSUDRAFT_36939 [Coccomyxa subellipsoidea C-169]	PSC70306.1 GPCR-type G 1 protein [Micractinium conductrix]
OG0004098	EIE22760.1 hypothetical protein COCSUDRAFT_16273 [Coccomyxa subellipsoidea C-169]	PSC68914.1 mediator of RNA polymerase II transcription subunit 6 [Micractinium conductrix]
OG0004099	EIE19908.1 methyltransferase FkbM [Coccomyxa subellipsoidea C-169]	PSC68045.1 sterol 3-beta-glucosyltransferase UGT80B1 isoform X1 [Micractinium conductrix]
OG0004100	EIE26476.1 hypothetical protein COCSUDRAFT_11974 [Coccomyxa subellipsoidea C-169]	PSC70513.1 26S proteasome non-ATPase regulatory subunit 4-like protein [Micractinium conductrix]
OG0004102	EIE26631.1 hypothetical protein COCSUDRAFT_39670 [Coccomyxa subellipsoidea C-169]	PSC73329.1 enhancer of mRNA-decapping 4-like [Micractinium conductrix]
OG0004103	EIE26160.1 hypothetical protein COCSUDRAFT_61150 [Coccomyxa subellipsoidea C-169]	PSC68646.1 Photosystem II repair PSB27-chloroplastic [Micractinium conductrix]
OG0004105	EIE18685.1 carbamoyl-phosphate synthase S chain [Coccomyxa subellipsoidea C-169]	PSC68830.1 carbamoyl-phosphate synthase S chain [Micractinium conductrix]
OG0004106	EIE20047.1 kinase-like protein [Coccomyxa subellipsoidea C-169]	PSC68256.1 Serine threonine-kinase SNT7 [Micractinium conductrix]
OG0004107	EIE25400.1 hypothetical protein COCSUDRAFT_46702 [Coccomyxa subellipsoidea C-169]	PSC68248.1 exocyst complex component SEC3A [Micractinium conductrix]
OG0004108	EIE26615.1 Aldo/keto reductase [Coccomyxa subellipsoidea C-169]	PSC73609.1 aldo-keto reductase-like [Micractinium conductrix]
OG0004109	EIE26663.1 MCM-domain-containing protein [Coccomyxa subellipsoidea C-169]	PSC70642.1 putative DNA helicase MCM9 [Micractinium conductrix]
OG0004110	EIE20120.1 AAA-domain-containing protein [Coccomyxa subellipsoidea C-169]	PSC76681.1 ATPase family AAA domain-containing 1-like [Micractinium conductrix]
OG0004112	EIE25678.1 hypothetical protein COCSUDRAFT_52537 [Coccomyxa subellipsoidea C-169]	PSC71881.1 Rieske _2Fe-2S_ region [Micractinium conductrix]
OG0004116	EIE27746.1 EF-hand [Coccomyxa subellipsoidea C-169]	PSC72033.1 EF-Hand domain-containing thioredoxin [Micractinium conductrix]
OG0004117	EIE18900.1 hypothetical protein COCSUDRAFT_31477 [Coccomyxa subellipsoidea C-169]	PSC71905.1 ribosome-binding factor chloroplastic [Micractinium conductrix]
OG0004118	EIE24038.1 SET domain-containing protein_ partial [Coccomyxa subellipsoidea C-169]	PSC73979.1 Histone-lysine N-methyltransferase ASHH2 [Micractinium conductrix]
OG0004119	EIE24042.1 Dom34 protein [Coccomyxa subellipsoidea C-169]	PSC74054.1 PELOTA 1 isoform X1 [Micractinium conductrix]
OG0004121	EIE21539.1 Sodium/sulfate symporter [Coccomyxa subellipsoidea C-169]	PSC74603.1 ADP-ribosylation crystallin J1 [Micractinium conductrix]
OG0004122	EIE19457.1 hypothetical protein COCSUDRAFT_31253 [Coccomyxa subellipsoidea C-169]	PSC77022.1 SOUL heme-binding [Micractinium conductrix]
OG0004123	EIE18146.1 carbonic anhydrase [Coccomyxa subellipsoidea C-169]	PSC68112.1 carbonic anhydrase [Micractinium conductrix]
OG0004125	EIE24736.1 Mg2+ transporter protein [Coccomyxa subellipsoidea C-169]	PSC71249.1 Mg2+ transporter [Micractinium conductrix]
OG0004126	EIE23098.1 hypothetical protein COCSUDRAFT_47495 [Coccomyxa subellipsoidea C-169]	PSC70800.1 sister-chromatid cohesion 3 [Micractinium conductrix]
OG0004127	EIE23701.1 small nucleolar ribonucleo protein U3 component [Coccomyxa subellipsoidea C-169]	PSC75077.1 U3 small nucleolar ribonucleo IMP3 [Micractinium conductrix]
OG0004128	EIE23519.1 putative ABC transporter [Coccomyxa subellipsoidea C-169]	PSC69076.1 ABC transporter permease [Micractinium conductrix]
OG0004129	EIE18079.1 hypothetical protein COCSUDRAFT_34629 [Coccomyxa subellipsoidea C-169]	PSC75051.1 bifunctional chitinase lysozyme [Micractinium conductrix]
OG0004130	EIE26211.1 dihydroorotase_ homodimeric type [Coccomyxa subellipsoidea C-169]	PSC68594.1 homodimeric type [Micractinium conductrix]
OG0004133	EIE22187.1 kinase-like protein [Coccomyxa subellipsoidea C-169], EIE22186.1 hypothetical protein COCSUDRAFT_55881 [Coccomyxa subellipsoidea C-169]	PSC70468.1 serine threonine-kinase ATR isoform X1 [Micractinium conductrix]
OG0004136	EIE20221.1 TPR-like protein [Coccomyxa subellipsoidea C-169]	PSC75033.1 ER membrane complex subunit 2 [Micractinium conductrix]
OG0004137	EIE21938.1 adenosine deaminase [Coccomyxa subellipsoidea C-169]	PSC76844.1 adenosine deaminase [Micractinium conductrix]
OG0004138	EIE25906.1 hypothetical protein COCSUDRAFT_27509 [Coccomyxa subellipsoidea C-169]	PSC73378.1 Insulin-degrading enzyme [Micractinium conductrix]
OG0004139	EIE25125.1 hypothetical protein COCSUDRAFT_35653 [Coccomyxa subellipsoidea C-169]	PSC75761.1 Tyrosine-kinase isoform SRK1 [Micractinium conductrix]
OG0004140	EIE22022.1 hypothetical protein COCSUDRAFT_48029 [Coccomyxa subellipsoidea C-169]	PSC71466.1 Autophagy-related 11 [Micractinium conductrix]
OG0004141	EIE27663.1 haloacid dehalogenase-like hydrolase [Coccomyxa subellipsoidea C-169]	PSC69494.1 haloacid dehalogenase-like hydrolase [Micractinium conductrix]
OG0004142	EIE27445.1 hypothetical protein COCSUDRAFT_45866 [Coccomyxa subellipsoidea C-169]	PSC76320.1 ATP-dependent DNA helicase DDM1 [Micractinium conductrix]
OG0004143	EIE24999.1 light-harvesting chlorophyll a/b-binding protein Lhca3 [Coccomyxa subellipsoidea C-169]	PSC70499.1 light-harvesting of photosystem I [Micractinium conductrix]
OG0004144	EIE26207.1 hypothetical protein COCSUDRAFT_61191 [Coccomyxa subellipsoidea C-169]	PSC74503.1 Zinc finger matrin-type 2 [Micractinium conductrix]
OG0004145	EIE24810.1 Degreening-related dee76 protein [Coccomyxa subellipsoidea C-169]	PSC72997.1 Calcium-binding 39 [Micractinium conductrix]
OG0004147	EIE20620.1 hypothetical protein COCSUDRAFT_57762 [Coccomyxa subellipsoidea C-169]	PSC73112.1 erythromycin esterase [Micractinium conductrix]
OG0004148	EIE18441.1 hypothetical protein COCSUDRAFT_34491 [Coccomyxa subellipsoidea C-169]	PSC67915.1 ABC transporter ATP-binding [Micractinium conductrix]
OG0004149	EIE20747.1 hypothetical protein COCSUDRAFT_43672 [Coccomyxa subellipsoidea C-169]	PSC68068.1 family transcriptional regulator [Micractinium conductrix]
OG0004150	EIE20841.1 Pkinase-domain-containing protein [Coccomyxa subellipsoidea C-169]	PSC67730.1 Serine threonine-kinase dst1 [Micractinium conductrix]
OG0004151	EIE20915.1 hypothetical protein COCSUDRAFT_43789 [Coccomyxa subellipsoidea C-169]	PSC70178.1 Dynein regulatory complex 1 [Micractinium conductrix]
OG0004152	EIE20651.1 hypothetical protein COCSUDRAFT_30400 [Coccomyxa subellipsoidea C-169]	PSC71076.1 transcriptional regulator [Micractinium conductrix]
OG0004154	EIE18976.1 Mog1p/PsbP-like protein [Coccomyxa subellipsoidea C-169]	PSC75910.1 psbP domain-containing chloroplastic [Micractinium conductrix]
OG0004155	EIE27612.1 hypothetical protein COCSUDRAFT_39232 [Coccomyxa subellipsoidea C-169]	PSC71030.1 serine threonine phosphatase [Micractinium conductrix]
OG0004156	EIE18474.1 kinase-like protein [Coccomyxa subellipsoidea C-169]	PSC70788.1 mitogen-activated kinase kinase 3 [Micractinium conductrix]
OG0004157	EIE22531.1 hypothetical protein COCSUDRAFT_6698_ partial [Coccomyxa subellipsoidea C-169], EIE22530.1 hypothetical protein COCSUDRAFT_9431_ partial [Coccomyxa subellipsoidea C-169]	PSC72106.1 DNA repair UVH3 isoform X2 [Micractinium conductrix]
OG0004158	EIE25108.1 DNA polymerase kappa [Coccomyxa subellipsoidea C-169]	PSC67451.1 DNA polymerase kappa [Micractinium conductrix]
OG0004159	EIE27772.1 3-isopropylmalate dehydratase [Coccomyxa subellipsoidea C-169]	PSC71049.1 3-isopropylmalate dehydratase [Micractinium conductrix]
OG0004160	EIE22643.1 hypothetical protein COCSUDRAFT_63785 [Coccomyxa subellipsoidea C-169]	PSC68582.1 periaxin isoform X1 [Micractinium conductrix]
OG0004161	EIE21000.1 DUF1365-domain-containing protein [Coccomyxa subellipsoidea C-169]	PSC72956.1 DUF1365-domain-containing protein [Micractinium conductrix]
OG0004163	EIE26984.1 catalytic/ hydrolase/ zinc ion binding protein [Coccomyxa subellipsoidea C-169]	PSC67524.1 Cytosine deaminase FCY1 and related enzymes _ISS_ [Micractinium conductrix]
OG0004164	EIE20350.1 hypothetical protein COCSUDRAFT_83550_ partial [Coccomyxa subellipsoidea C-169]	PSC74996.1 bromodomain-containing 9 [Micractinium conductrix], PSC70363.1 isoform A [Micractinium conductrix]
OG0004165	EIE22794.1 WD40 repeat-like protein [Coccomyxa subellipsoidea C-169]	PSC74984.1 WD repeat-containing 61 [Micractinium conductrix]
OG0004167	EIE20511.1 hypothetical protein COCSUDRAFT_48540 [Coccomyxa subellipsoidea C-169]	PSC70641.1 Gamma-tubulin complex component 3 [Micractinium conductrix]
OG0004168	EIE20933.1 B subunit of glutamyl-tRNA amidotransferase [Coccomyxa subellipsoidea C-169]	PSC72757.1 glutamyl-tRNA_Gln_ amidotransferase subunit chloroplastic mitochondrial [Micractinium conductrix]
OG0004169	EIE26833.1 hypothetical protein COCSUDRAFT_21918 [Coccomyxa subellipsoidea C-169]	PSC69581.1 rRNA processing Mis3 [Micractinium conductrix]
OG0004170	EIE21577.1 cap-binding protein_ partial [Coccomyxa subellipsoidea C-169]	PSC68325.1 Nuclear cap-binding subunit 2 [Micractinium conductrix]
OG0004171	EIE25692.1 FAD/NAD_P_-binding domain-containing protein [Coccomyxa subellipsoidea C-169]	PSC69064.1 amine oxidase [Micractinium conductrix]
OG0004172	EIE21159.1 granule-bound starch synthase [Coccomyxa subellipsoidea C-169]	PSC71300.1 GBSSIb [Micractinium conductrix]
OG0004173	EIE21179.1 hypothetical protein COCSUDRAFT_48306 [Coccomyxa subellipsoidea C-169]	PSC71444.1 outer envelope 61-like [Micractinium conductrix]
OG0004174	EIE21609.1 snare-domain-containing protein [Coccomyxa subellipsoidea C-169]	PSC71421.1 Syntaxin-22 [Micractinium conductrix]
