Orthogroup	Coccomyxa_SubellipsoideaC169	Chlorella_VariabilisNC64A
OG0004161	EIE21000.1 DUF1365-domain-containing protein [Coccomyxa subellipsoidea C-169]	XP_005843404.1 hypothetical protein CHLNCDRAFT_59293 [Chlorella variabilis]
OG0004163	EIE26984.1 catalytic/ hydrolase/ zinc ion binding protein [Coccomyxa subellipsoidea C-169]	XP_005848394.1 hypothetical protein CHLNCDRAFT_144679 [Chlorella variabilis]
OG0004164	EIE20350.1 hypothetical protein COCSUDRAFT_83550_ partial [Coccomyxa subellipsoidea C-169]	XP_005845855.1 hypothetical protein CHLNCDRAFT_136360 [Chlorella variabilis]
OG0004165	EIE22794.1 WD40 repeat-like protein [Coccomyxa subellipsoidea C-169]	XP_005845765.1 hypothetical protein CHLNCDRAFT_36331 [Chlorella variabilis]
OG0004166	EIE18573.1 hypothetical protein COCSUDRAFT_68271 [Coccomyxa subellipsoidea C-169], EIE18076.1 hypothetical protein COCSUDRAFT_60574 [Coccomyxa subellipsoidea C-169], EIE19990.1 hypothetical protein COCSUDRAFT_44377 [Coccomyxa subellipsoidea C-169], EIE18100.1 hypothetical protein COCSUDRAFT_55033 [Coccomyxa subellipsoidea C-169], EIE27032.1 hypothetical protein COCSUDRAFT_31905 [Coccomyxa subellipsoidea C-169]	XP_005844707.1 expressed protein [Chlorella variabilis]
OG0004167	EIE20511.1 hypothetical protein COCSUDRAFT_48540 [Coccomyxa subellipsoidea C-169]	XP_005844286.1 hypothetical protein CHLNCDRAFT_139395 [Chlorella variabilis]
OG0004168	EIE20933.1 B subunit of glutamyl-tRNA amidotransferase [Coccomyxa subellipsoidea C-169]	XP_005850490.1 hypothetical protein CHLNCDRAFT_50146 [Chlorella variabilis]
OG0004169	EIE26833.1 hypothetical protein COCSUDRAFT_21918 [Coccomyxa subellipsoidea C-169]	XP_005846376.1 hypothetical protein CHLNCDRAFT_58322 [Chlorella variabilis]
OG0004170	EIE21577.1 cap-binding protein_ partial [Coccomyxa subellipsoidea C-169]	XP_005846487.1 hypothetical protein CHLNCDRAFT_14225_ partial [Chlorella variabilis]
OG0004171	EIE25692.1 FAD/NAD_P_-binding domain-containing protein [Coccomyxa subellipsoidea C-169]	XP_005850768.1 hypothetical protein CHLNCDRAFT_29963 [Chlorella variabilis]
OG0004172	EIE21159.1 granule-bound starch synthase [Coccomyxa subellipsoidea C-169]	XP_005846457.1 hypothetical protein CHLNCDRAFT_58262 [Chlorella variabilis]
OG0004173	EIE21179.1 hypothetical protein COCSUDRAFT_48306 [Coccomyxa subellipsoidea C-169]	XP_005846451.1 hypothetical protein CHLNCDRAFT_135604 [Chlorella variabilis]
OG0004174	EIE21609.1 snare-domain-containing protein [Coccomyxa subellipsoidea C-169]	XP_005846406.1 hypothetical protein CHLNCDRAFT_58221 [Chlorella variabilis]
OG0004175	EIE21595.1 hypothetical protein COCSUDRAFT_17258 [Coccomyxa subellipsoidea C-169]	XP_005845373.1 hypothetical protein CHLNCDRAFT_25920_ partial [Chlorella variabilis]
OG0004176	EIE22925.1 RNA-binding domain-containing protein [Coccomyxa subellipsoidea C-169]	XP_005845434.1 hypothetical protein CHLNCDRAFT_26116 [Chlorella variabilis]
OG0004177	EIE21696.1 deoxyhypusine hydroxylase [Coccomyxa subellipsoidea C-169]	XP_005845264.1 hypothetical protein CHLNCDRAFT_36505 [Chlorella variabilis]
OG0004178	EIE21514.1 nucleic acid-binding protein [Coccomyxa subellipsoidea C-169]	XP_005843006.1 hypothetical protein CHLNCDRAFT_55453 [Chlorella variabilis]
OG0004179	EIE19369.1 kinase-like protein [Coccomyxa subellipsoidea C-169]	XP_005843749.1 hypothetical protein CHLNCDRAFT_139834 [Chlorella variabilis]
OG0004180	EIE20529.1 hypothetical protein COCSUDRAFT_18502 [Coccomyxa subellipsoidea C-169]	XP_005849507.1 hypothetical protein CHLNCDRAFT_142839 [Chlorella variabilis]
OG0004181	EIE23145.1 hypothetical protein COCSUDRAFT_47512 [Coccomyxa subellipsoidea C-169]	XP_005843144.1 hypothetical protein CHLNCDRAFT_141545 [Chlorella variabilis]
OG0004183	EIE23135.1 hypothetical protein COCSUDRAFT_53517 [Coccomyxa subellipsoidea C-169]	XP_005847420.1 hypothetical protein CHLNCDRAFT_48843 [Chlorella variabilis]
OG0004185	EIE18952.1 Metallo-dependent phosphatase [Coccomyxa subellipsoidea C-169]	XP_005851765.1 hypothetical protein CHLNCDRAFT_133158 [Chlorella variabilis]
OG0004186	EIE24643.1 hypothetical protein COCSUDRAFT_53024 [Coccomyxa subellipsoidea C-169]	XP_005849965.1 hypothetical protein CHLNCDRAFT_143330 [Chlorella variabilis]
OG0004187	EIE26238.1 hypothetical protein COCSUDRAFT_83613 [Coccomyxa subellipsoidea C-169]	XP_005846735.1 hypothetical protein CHLNCDRAFT_59702 [Chlorella variabilis]
OG0004188	EIE22372.1 hypothetical protein COCSUDRAFT_37026 [Coccomyxa subellipsoidea C-169]	XP_005849837.1 hypothetical protein CHLNCDRAFT_142990 [Chlorella variabilis]
OG0004189	EIE25555.1 DUF300-domain-containing protein [Coccomyxa subellipsoidea C-169]	XP_005843565.1 hypothetical protein CHLNCDRAFT_27935_ partial [Chlorella variabilis]
OG0004190	EIE25541.1 inositol monophosphatase_ partial [Coccomyxa subellipsoidea C-169]	XP_005850411.1 hypothetical protein CHLNCDRAFT_34459 [Chlorella variabilis]
OG0004191	EIE25529.1 hypothetical protein COCSUDRAFT_9576_ partial [Coccomyxa subellipsoidea C-169]	XP_005850171.1 hypothetical protein CHLNCDRAFT_14802_ partial [Chlorella variabilis]
OG0004192	EIE26525.1 light-harvesting chlorophyll-a/b protein of photosystem I [Coccomyxa subellipsoidea C-169]	XP_005850988.1 hypothetical protein CHLNCDRAFT_29899 [Chlorella variabilis]
OG0004193	EIE26526.1 hypothetical protein COCSUDRAFT_52367 [Coccomyxa subellipsoidea C-169]	XP_005850709.1 hypothetical protein CHLNCDRAFT_50418 [Chlorella variabilis]
OG0004194	EIE22854.1 hypothetical protein COCSUDRAFT_53679 [Coccomyxa subellipsoidea C-169]	XP_005850710.1 hypothetical protein CHLNCDRAFT_56954 [Chlorella variabilis]
OG0004195	EIE19844.1 hypothetical protein COCSUDRAFT_34111 [Coccomyxa subellipsoidea C-169]	XP_005851035.1 hypothetical protein CHLNCDRAFT_48564 [Chlorella variabilis]
OG0004196	EIE26247.1 PMSR-domain-containing protein [Coccomyxa subellipsoidea C-169]	XP_005851880.1 hypothetical protein CHLNCDRAFT_14026_ partial [Chlorella variabilis]
OG0004198	EIE24099.1 selenocysteine-specific elongation factor EF-Sec [Coccomyxa subellipsoidea C-169]	XP_005850912.1 hypothetical protein CHLNCDRAFT_48540 [Chlorella variabilis]
OG0004199	EIE21278.1 isoform CRA_b [Coccomyxa subellipsoidea C-169]	XP_005851037.1 hypothetical protein CHLNCDRAFT_34269 [Chlorella variabilis]
OG0004200	EIE22880.1 hypothetical protein COCSUDRAFT_1634_ partial [Coccomyxa subellipsoidea C-169]	XP_005851052.1 hypothetical protein CHLNCDRAFT_140953 [Chlorella variabilis]
OG0004201	EIE23595.1 hypothetical protein COCSUDRAFT_66004 [Coccomyxa subellipsoidea C-169]	XP_005849272.1 hypothetical protein CHLNCDRAFT_143549 [Chlorella variabilis]
OG0004203	EIE26048.1 cyanase hydrolase [Coccomyxa subellipsoidea C-169], EIE18404.1 hypothetical protein COCSUDRAFT_60368 [Coccomyxa subellipsoidea C-169]	XP_005844860.1 hypothetical protein CHLNCDRAFT_138362 [Chlorella variabilis]
OG0004205	EIE18826.1 hypothetical protein COCSUDRAFT_59757 [Coccomyxa subellipsoidea C-169]	XP_005849356.1 hypothetical protein CHLNCDRAFT_21737 [Chlorella variabilis]
OG0004206	EIE23730.1 thioredoxin-like protein [Coccomyxa subellipsoidea C-169]	XP_005849358.1 hypothetical protein CHLNCDRAFT_15244_ partial [Chlorella variabilis]
OG0004207	EIE23479.1 hypothetical protein COCSUDRAFT_65937 [Coccomyxa subellipsoidea C-169]	XP_005849430.1 hypothetical protein CHLNCDRAFT_51442 [Chlorella variabilis]
OG0004208	EIE26798.1 Tim17-domain-containing protein [Coccomyxa subellipsoidea C-169]	XP_005850576.1 hypothetical protein CHLNCDRAFT_140493 [Chlorella variabilis]
OG0004210	EIE26782.1 UPF0027-domain-containing protein [Coccomyxa subellipsoidea C-169]	XP_005850548.1 hypothetical protein CHLNCDRAFT_55997 [Chlorella variabilis]
OG0004211	EIE26395.1 S-adenosyl-L-methionine-dependent methyltransferase [Coccomyxa subellipsoidea C-169]	XP_005850812.1 hypothetical protein CHLNCDRAFT_140353 [Chlorella variabilis]
OG0004213	EIE23144.1 hypothetical protein COCSUDRAFT_53522 [Coccomyxa subellipsoidea C-169]	XP_005843229.1 hypothetical protein CHLNCDRAFT_59823 [Chlorella variabilis]
OG0004214	EIE21332.1 hypothetical protein COCSUDRAFT_37270 [Coccomyxa subellipsoidea C-169]	XP_005843199.1 expressed protein [Chlorella variabilis]
OG0004215	EIE24027.1 Oxysterol-binding protein [Coccomyxa subellipsoidea C-169]	XP_005852097.1 hypothetical protein CHLNCDRAFT_133152 [Chlorella variabilis]
OG0004216	EIE25424.1 SET domain-containing protein_ partial [Coccomyxa subellipsoidea C-169]	XP_005850072.1 hypothetical protein CHLNCDRAFT_142107 [Chlorella variabilis]
OG0004218	EIE24959.1 hypothetical protein COCSUDRAFT_83651 [Coccomyxa subellipsoidea C-169]	XP_005852018.1 hypothetical protein CHLNCDRAFT_132961 [Chlorella variabilis]
OG0004219	EIE24700.1 hypothetical protein COCSUDRAFT_14531 [Coccomyxa subellipsoidea C-169]	XP_005851659.1 hypothetical protein CHLNCDRAFT_132869 [Chlorella variabilis]
OG0004220	EIE24190.1 hypothetical protein COCSUDRAFT_53257 [Coccomyxa subellipsoidea C-169]	XP_005852074.1 hypothetical protein CHLNCDRAFT_133084 [Chlorella variabilis]
OG0004221	EIE25486.1 proteasome maturation factor UMP1 [Coccomyxa subellipsoidea C-169]	XP_005850459.1 hypothetical protein CHLNCDRAFT_142429 [Chlorella variabilis]
OG0004222	EIE19603.1 hypothetical protein COCSUDRAFT_67716 [Coccomyxa subellipsoidea C-169]	XP_005850857.1 hypothetical protein CHLNCDRAFT_140465 [Chlorella variabilis]
OG0004223	EIE20944.1 hypothetical protein COCSUDRAFT_57486 [Coccomyxa subellipsoidea C-169]	XP_005844246.1 hypothetical protein CHLNCDRAFT_27021 [Chlorella variabilis]
OG0004224	EIE27249.1 riboflavin biosynthesis p_ partial [Coccomyxa subellipsoidea C-169]	XP_005847156.1 hypothetical protein CHLNCDRAFT_24125_ partial [Chlorella variabilis]
OG0004225	EIE24506.1 farnesyl diphosphate synthase [Coccomyxa subellipsoidea C-169]	XP_005851791.1 hypothetical protein CHLNCDRAFT_33543 [Chlorella variabilis]
OG0004226	EIE23841.1 hypothetical protein COCSUDRAFT_23145_ partial [Coccomyxa subellipsoidea C-169]	XP_005850742.1 hypothetical protein CHLNCDRAFT_10350_ partial [Chlorella variabilis]
OG0004228	EIE25891.1 WD40 repeat-like protein [Coccomyxa subellipsoidea C-169]	XP_005843260.1 hypothetical protein CHLNCDRAFT_141384 [Chlorella variabilis]
OG0004229	EIE18915.1 tRNA modification GTPase TrmE [Coccomyxa subellipsoidea C-169]	XP_005850980.1 hypothetical protein CHLNCDRAFT_19706_ partial [Chlorella variabilis]
OG0004230	EIE21012.1 trypsin-like serine protease [Coccomyxa subellipsoidea C-169]	XP_005845406.1 hypothetical protein CHLNCDRAFT_25936 [Chlorella variabilis]
OG0004231	EIE18649.1 D-amino acid oxidase_ partial [Coccomyxa subellipsoidea C-169]	XP_005850975.1 hypothetical protein CHLNCDRAFT_140762 [Chlorella variabilis]
OG0004232	EIE27681.1 mitochondrial substrate carrier protein [Coccomyxa subellipsoidea C-169]	XP_005847872.1 hypothetical protein CHLNCDRAFT_23011 [Chlorella variabilis]
OG0004233	EIE21584.1 3'-5'-exoribonuclease/RNA binding-like protein [Coccomyxa subellipsoidea C-169]	XP_005852012.1 hypothetical protein CHLNCDRAFT_132943 [Chlorella variabilis]
OG0004234	EIE26602.1 Shwachman-Bodian-diamond syndrome_ partial [Coccomyxa subellipsoidea C-169]	XP_005852215.1 hypothetical protein CHLNCDRAFT_11851_ partial [Chlorella variabilis]
OG0004235	EIE23459.1 DUF1546-domain-containing protein [Coccomyxa subellipsoidea C-169]	XP_005843945.1 hypothetical protein CHLNCDRAFT_139708 [Chlorella variabilis]
OG0004236	EIE27504.1 thiolase-like protein [Coccomyxa subellipsoidea C-169]	XP_005845341.1 hypothetical protein CHLNCDRAFT_59740 [Chlorella variabilis]
OG0004237	EIE26086.1 S-adenosyl-L-methionine-dependent methyltransferase [Coccomyxa subellipsoidea C-169]	XP_005848667.1 hypothetical protein CHLNCDRAFT_144236 [Chlorella variabilis]
OG0004238	EIE23977.1 outer arm dynein light chain 1 [Coccomyxa subellipsoidea C-169]	XP_005847842.1 hypothetical protein CHLNCDRAFT_52395 [Chlorella variabilis]
OG0004239	EIE23796.1 diphthamide biosynthesis protein [Coccomyxa subellipsoidea C-169]	XP_005844008.1 hypothetical protein CHLNCDRAFT_139532 [Chlorella variabilis]
OG0004240	EIE26655.1 anaphase-promoting complex_ subunit 10 [Coccomyxa subellipsoidea C-169]	XP_005843763.1 hypothetical protein CHLNCDRAFT_139870 [Chlorella variabilis]
OG0004241	EIE23051.1 hypothetical protein COCSUDRAFT_53491 [Coccomyxa subellipsoidea C-169]	XP_005847446.1 hypothetical protein CHLNCDRAFT_134354 [Chlorella variabilis]
OG0004242	EIE25270.1 small-subunit processome_ partial [Coccomyxa subellipsoidea C-169]	XP_005843607.1 hypothetical protein CHLNCDRAFT_140183 [Chlorella variabilis]
OG0004243	EIE25192.1 hypothetical protein COCSUDRAFT_27861 [Coccomyxa subellipsoidea C-169]	XP_005850203.1 hypothetical protein CHLNCDRAFT_142424 [Chlorella variabilis]
OG0004244	EIE18962.1 PHF5-like protein [Coccomyxa subellipsoidea C-169]	XP_005842945.1 hypothetical protein CHLNCDRAFT_49281 [Chlorella variabilis]
OG0004245	EIE26498.1 hypothetical protein COCSUDRAFT_12245_ partial [Coccomyxa subellipsoidea C-169]	XP_005847349.1 hypothetical protein CHLNCDRAFT_11532_ partial [Chlorella variabilis]
OG0004246	EIE20454.1 ChaC-like protein [Coccomyxa subellipsoidea C-169]	XP_005849734.1 hypothetical protein CHLNCDRAFT_12490_ partial [Chlorella variabilis]
OG0004247	EIE23926.1 signal peptidase 22 kDa subunit [Coccomyxa subellipsoidea C-169]	XP_005844204.1 hypothetical protein CHLNCDRAFT_13794_ partial [Chlorella variabilis]
OG0004248	EIE27431.1 hypothetical protein COCSUDRAFT_45859 [Coccomyxa subellipsoidea C-169]	XP_005847898.1 expressed protein_ partial [Chlorella variabilis]
OG0004249	EIE25568.1 hypothetical protein COCSUDRAFT_61770 [Coccomyxa subellipsoidea C-169]	XP_005850408.1 hypothetical protein CHLNCDRAFT_142305 [Chlorella variabilis]
OG0004251	EIE18592.1 ribosomal protein L14 [Coccomyxa subellipsoidea C-169]	XP_005843182.1 hypothetical protein CHLNCDRAFT_28356 [Chlorella variabilis]
OG0004252	EIE26741.1 hypothetical protein COCSUDRAFT_4914_ partial [Coccomyxa subellipsoidea C-169]	XP_005850826.1 hypothetical protein CHLNCDRAFT_9879_ partial [Chlorella variabilis]
OG0004253	EIE20622.1 hypothetical protein COCSUDRAFT_83540 [Coccomyxa subellipsoidea C-169]	XP_005850518.1 hypothetical protein CHLNCDRAFT_50183 [Chlorella variabilis]
OG0004254	EIE26443.1 mitochondrial carrier [Coccomyxa subellipsoidea C-169]	XP_005846551.1 hypothetical protein CHLNCDRAFT_24892 [Chlorella variabilis]
OG0004255	EIE23525.1 hypothetical protein COCSUDRAFT_65962 [Coccomyxa subellipsoidea C-169]	XP_005844047.1 hypothetical protein CHLNCDRAFT_139610 [Chlorella variabilis]
OG0004256	EIE24758.1 hypothetical protein COCSUDRAFT_41065 [Coccomyxa subellipsoidea C-169]	XP_005842943.1 hypothetical protein CHLNCDRAFT_141740 [Chlorella variabilis]
OG0004258	EIE20890.1 ras-domain-containing protein [Coccomyxa subellipsoidea C-169]	XP_005844627.1 GTP binding protein [Chlorella variabilis]
OG0004261	EIE27559.1 hypothetical protein COCSUDRAFT_39194 [Coccomyxa subellipsoidea C-169]	XP_005847980.1 hypothetical protein CHLNCDRAFT_145484 [Chlorella variabilis]
OG0004263	EIE27790.1 hypothetical protein COCSUDRAFT_45995 [Coccomyxa subellipsoidea C-169]	XP_005848126.1 hypothetical protein CHLNCDRAFT_57765 [Chlorella variabilis], XP_005847965.1 hypothetical protein CHLNCDRAFT_52112 [Chlorella variabilis]
OG0004264	EIE27455.1 hypothetical protein COCSUDRAFT_55461 [Coccomyxa subellipsoidea C-169]	XP_005848129.1 hypothetical protein CHLNCDRAFT_17459_ partial [Chlorella variabilis]
OG0004265	EIE27549.1 Xaa-Pro dipeptidase _X-Pro dipeptidase_ [Coccomyxa subellipsoidea C-169]	XP_005848177.1 hypothetical protein CHLNCDRAFT_31053 [Chlorella variabilis]
OG0004267	EIE25645.1 hypothetical protein COCSUDRAFT_64760 [Coccomyxa subellipsoidea C-169]	XP_005844662.1 hypothetical protein CHLNCDRAFT_138545 [Chlorella variabilis]
OG0004268	EIE21783.1 P-loop containing nucleoside triphosphate hydrolase protein_ partial [Coccomyxa subellipsoidea C-169]	XP_005842966.1 hypothetical protein CHLNCDRAFT_59413 [Chlorella variabilis]
OG0004269	EIE24565.1 FKBP-type peptidyl-prolyl cis-trans isomerase_ partial [Coccomyxa subellipsoidea C-169]	XP_005844702.1 hypothetical protein CHLNCDRAFT_138638 [Chlorella variabilis]
OG0004274	EIE23706.1 cytochrome c6_ partial [Coccomyxa subellipsoidea C-169]	XP_005843045.1 hypothetical protein CHLNCDRAFT_28519_ partial [Chlorella variabilis]
OG0004276	EIE25838.1 protein serine/threonine phosphatase 2C [Coccomyxa subellipsoidea C-169]	XP_005843271.1 hypothetical protein CHLNCDRAFT_55285 [Chlorella variabilis]
OG0004278	EIE25852.1 hypothetical protein COCSUDRAFT_60863 [Coccomyxa subellipsoidea C-169]	XP_005843235.1 hypothetical protein CHLNCDRAFT_141332 [Chlorella variabilis]
OG0004279	EIE20330.1 hypothetical protein COCSUDRAFT_67586 [Coccomyxa subellipsoidea C-169], EIE20353.1 hypothetical protein COCSUDRAFT_83553 [Coccomyxa subellipsoidea C-169]	XP_005845818.1 hypothetical protein CHLNCDRAFT_136563 [Chlorella variabilis]
OG0004280	EIE20263.1 glycoside hydrolase [Coccomyxa subellipsoidea C-169]	XP_005845825.1 hypothetical protein CHLNCDRAFT_136282 [Chlorella variabilis], XP_005845826.1 hypothetical protein CHLNCDRAFT_136283 [Chlorella variabilis]
OG0004281	EIE23249.1 hypothetical protein COCSUDRAFT_42158 [Coccomyxa subellipsoidea C-169]	XP_005845880.1 hypothetical protein CHLNCDRAFT_136424 [Chlorella variabilis]
OG0004282	EIE18716.1 hypothetical protein COCSUDRAFT_68172 [Coccomyxa subellipsoidea C-169], EIE22933.1 hypothetical protein COCSUDRAFT_83705 [Coccomyxa subellipsoidea C-169]	XP_005845822.1 hypothetical protein CHLNCDRAFT_136575 [Chlorella variabilis]
OG0004285	EIE25777.1 hypothetical protein COCSUDRAFT_64833 [Coccomyxa subellipsoidea C-169], EIE22998.1 hypothetical protein COCSUDRAFT_66129 [Coccomyxa subellipsoidea C-169]	XP_005851831.1 hypothetical protein CHLNCDRAFT_133320 [Chlorella variabilis]
OG0004288	EIE23488.1 WD40 repeat-like protein_ partial [Coccomyxa subellipsoidea C-169]	XP_005846057.1 hypothetical protein CHLNCDRAFT_136223 [Chlorella variabilis]
OG0004289	EIE26127.1 ATP-dependent DNA helicase [Coccomyxa subellipsoidea C-169]	XP_005846059.1 hypothetical protein CHLNCDRAFT_25381_ partial [Chlorella variabilis]
OG0004290	EIE26011.1 alpha subunit of acetyl-CoA carboxylase [Coccomyxa subellipsoidea C-169]	XP_005845985.1 hypothetical protein CHLNCDRAFT_36222 [Chlorella variabilis]
OG0004291	EIE26358.1 hypothetical protein COCSUDRAFT_58894 [Coccomyxa subellipsoidea C-169]	XP_005847278.1 hypothetical protein CHLNCDRAFT_134317 [Chlorella variabilis]
OG0004293	EIE23057.1 hypothetical protein COCSUDRAFT_53493 [Coccomyxa subellipsoidea C-169]	XP_005847510.1 hypothetical protein CHLNCDRAFT_134528 [Chlorella variabilis]
OG0004294	EIE22960.1 phosphoglycerate mutase-like protein [Coccomyxa subellipsoidea C-169]	XP_005847388.1 hypothetical protein CHLNCDRAFT_134218 [Chlorella variabilis]
OG0004296	EIE23000.1 hypothetical protein COCSUDRAFT_66132 [Coccomyxa subellipsoidea C-169], EIE26302.1 hypothetical protein COCSUDRAFT_58842 [Coccomyxa subellipsoidea C-169]	XP_005847289.1 expressed protein [Chlorella variabilis]
OG0004297	EIE23089.1 TPR-like protein [Coccomyxa subellipsoidea C-169]	XP_005847449.1 hypothetical protein CHLNCDRAFT_134361 [Chlorella variabilis]
OG0004299	EIE22348.1 hypothetical protein COCSUDRAFT_33484 [Coccomyxa subellipsoidea C-169]	XP_005848346.1 hypothetical protein CHLNCDRAFT_145051 [Chlorella variabilis]
OG0004302	EIE22511.1 hypothetical protein COCSUDRAFT_83468 [Coccomyxa subellipsoidea C-169]	XP_005848269.1 hypothetical protein CHLNCDRAFT_144875 [Chlorella variabilis]
OG0004303	EIE22198.1 UDP-Glycosyltransferase/glycogen phosphorylase [Coccomyxa subellipsoidea C-169]	XP_005848533.1 hypothetical protein CHLNCDRAFT_145058 [Chlorella variabilis]
OG0004304	EIE27039.1 hypothetical protein COCSUDRAFT_64051_ partial [Coccomyxa subellipsoidea C-169]	XP_005848493.1 hypothetical protein CHLNCDRAFT_144943 [Chlorella variabilis]
OG0004305	EIE22249.1 LuxS/MPP-like metallohydrolase [Coccomyxa subellipsoidea C-169]	XP_005848265.1 hypothetical protein CHLNCDRAFT_7930_ partial [Chlorella variabilis]
OG0004306	EIE26885.1 NAD_P_-binding protein [Coccomyxa subellipsoidea C-169]	XP_005848506.1 hypothetical protein CHLNCDRAFT_57641 [Chlorella variabilis]
OG0004307	EIE20819.1 hypothetical protein COCSUDRAFT_18358_ partial [Coccomyxa subellipsoidea C-169]	XP_005848578.1 hypothetical protein CHLNCDRAFT_30910 [Chlorella variabilis]
OG0004308	EIE19153.1 hypothetical protein COCSUDRAFT_20093_ partial [Coccomyxa subellipsoidea C-169]	XP_005845586.1 hypothetical protein CHLNCDRAFT_136777 [Chlorella variabilis]
OG0004309	EIE21557.1 hypothetical protein COCSUDRAFT_54021 [Coccomyxa subellipsoidea C-169]	XP_005844802.1 hypothetical protein CHLNCDRAFT_138703 [Chlorella variabilis]
OG0004310	EIE22635.1 hypothetical protein COCSUDRAFT_53614 [Coccomyxa subellipsoidea C-169]	XP_005845041.1 hypothetical protein CHLNCDRAFT_137297 [Chlorella variabilis], XP_005845042.1 hypothetical protein CHLNCDRAFT_137298 [Chlorella variabilis]
OG0004311	EIE22609.1 hypothetical protein COCSUDRAFT_63755 [Coccomyxa subellipsoidea C-169]	XP_005845201.1 hypothetical protein CHLNCDRAFT_137429 [Chlorella variabilis]
OG0004311	EIE22654.1 hypothetical protein COCSUDRAFT_47639 [Coccomyxa subellipsoidea C-169]	XP_005845736.1 expressed protein [Chlorella variabilis]
OG0004312	EIE21777.1 hypothetical protein COCSUDRAFT_42826 [Coccomyxa subellipsoidea C-169]	XP_005842684.1 hypothetical protein CHLNCDRAFT_136887 [Chlorella variabilis]
OG0004313	EIE23246.1 hypothetical protein COCSUDRAFT_63602 [Coccomyxa subellipsoidea C-169], EIE22645.1 hypothetical protein COCSUDRAFT_42302 [Coccomyxa subellipsoidea C-169]	XP_005850409.1 hypothetical protein CHLNCDRAFT_142310 [Chlorella variabilis]
OG0004314	EIE22763.1 hypothetical protein COCSUDRAFT_63899 [Coccomyxa subellipsoidea C-169]	XP_005846664.1 hypothetical protein CHLNCDRAFT_135361 [Chlorella variabilis]
OG0004317	EIE18584.1 hypothetical protein COCSUDRAFT_9732_ partial [Coccomyxa subellipsoidea C-169]	XP_005848821.1 hypothetical protein CHLNCDRAFT_144126 [Chlorella variabilis]
OG0004318	EIE22044.1 Sodium_dicarboxylate symporter [Coccomyxa subellipsoidea C-169], EIE19520.1 dicarboxylate/amino acid cation sodium transporter [Coccomyxa subellipsoidea C-169]	XP_005848789.1 hypothetical protein CHLNCDRAFT_51701 [Chlorella variabilis]
OG0004319	EIE20578.1 hypothetical protein COCSUDRAFT_10876_ partial [Coccomyxa subellipsoidea C-169]	XP_005848632.1 hypothetical protein CHLNCDRAFT_144158 [Chlorella variabilis]
OG0004320	EIE19546.1 hypothetical protein COCSUDRAFT_58294 [Coccomyxa subellipsoidea C-169], EIE19544.1 hypothetical protein COCSUDRAFT_58292 [Coccomyxa subellipsoidea C-169]	XP_005849001.1 hypothetical protein CHLNCDRAFT_144571 [Chlorella variabilis]
OG0004321	EIE21197.1 ATP-dependent metallopeptidase Hfl [Coccomyxa subellipsoidea C-169]	XP_005848949.1 hypothetical protein CHLNCDRAFT_51635 [Chlorella variabilis]
OG0004322	EIE26490.1 RNI-like protein [Coccomyxa subellipsoidea C-169]	XP_005850989.1 hypothetical protein CHLNCDRAFT_56955 [Chlorella variabilis]
OG0004324	EIE23961.1 Formiminotransferase [Coccomyxa subellipsoidea C-169]	XP_005850624.1 hypothetical protein CHLNCDRAFT_17265_ partial [Chlorella variabilis]
OG0004325	EIE25539.1 SGS-domain-containing protein [Coccomyxa subellipsoidea C-169]	XP_005850144.1 hypothetical protein CHLNCDRAFT_142266 [Chlorella variabilis]
OG0004328	EIE27473.1 hypothetical protein COCSUDRAFT_11065_ partial [Coccomyxa subellipsoidea C-169]	XP_005848038.1 hypothetical protein CHLNCDRAFT_145218 [Chlorella variabilis]
OG0004329	EIE27671.1 hypothetical protein COCSUDRAFT_55660 [Coccomyxa subellipsoidea C-169]	XP_005847191.1 hypothetical protein CHLNCDRAFT_52866 [Chlorella variabilis]
OG0004330	EIE24627.1 kinase-like protein [Coccomyxa subellipsoidea C-169]	XP_005847172.1 hypothetical protein CHLNCDRAFT_14083_ partial [Chlorella variabilis]
OG0004331	EIE24687.1 hypothetical protein COCSUDRAFT_258_ partial [Coccomyxa subellipsoidea C-169]	XP_005846843.1 hypothetical protein CHLNCDRAFT_134632 [Chlorella variabilis]
OG0004332	EIE27606.1 MATE efflux family protein [Coccomyxa subellipsoidea C-169]	XP_005847210.1 hypothetical protein CHLNCDRAFT_35872 [Chlorella variabilis]
OG0004333	EIE21958.1 actin-binding FH2 [Coccomyxa subellipsoidea C-169]	XP_005847024.1 hypothetical protein CHLNCDRAFT_134639 [Chlorella variabilis]
OG0004334	EIE27209.1 hypothetical protein COCSUDRAFT_11485_ partial [Coccomyxa subellipsoidea C-169]	XP_005846904.1 hypothetical protein CHLNCDRAFT_35770 [Chlorella variabilis]
OG0004335	EIE18388.1 DUF500-domain-containing protein [Coccomyxa subellipsoidea C-169]	XP_005846966.1 hypothetical protein CHLNCDRAFT_35844 [Chlorella variabilis]
OG0004336	EIE18202.1 hypothetical protein COCSUDRAFT_68339 [Coccomyxa subellipsoidea C-169]	XP_005846957.1 hypothetical protein CHLNCDRAFT_134913 [Chlorella variabilis]
OG0004339	EIE25871.1 hypothetical protein COCSUDRAFT_52602 [Coccomyxa subellipsoidea C-169]	XP_005849372.1 hypothetical protein CHLNCDRAFT_17966_ partial [Chlorella variabilis]
