Orthogroup	Coccomyxa_SubellipsoideaC169	Chlorella_Sorokiniana1602
OG0005151	EIE20870.1 Fumarylacetoacetase [Coccomyxa subellipsoidea C-169]	PRW58964.1 fumarylacetoacetase [Chlorella sorokiniana]
OG0005155	EIE20402.1 hypothetical protein COCSUDRAFT_57550 [Coccomyxa subellipsoidea C-169], EIE20403.1 hypothetical protein COCSUDRAFT_67345 [Coccomyxa subellipsoidea C-169]	PRW59246.1 colon cancer-associated Mic1 [Chlorella sorokiniana]
OG0005156	EIE19500.1 ABC1-domain-containing protein [Coccomyxa subellipsoidea C-169]	PRW59294.1 importin alpha [Chlorella sorokiniana]
OG0005157	EIE22916.1 hypothetical protein COCSUDRAFT_53699 [Coccomyxa subellipsoidea C-169]	PRW59353.1 2 -5 RNA ligase [Chlorella sorokiniana]
OG0005158	EIE19490.1 hypothetical protein COCSUDRAFT_48964 [Coccomyxa subellipsoidea C-169]	PRW59392.1 E3 ubiquitin- ligase RNF123-like [Chlorella sorokiniana]
OG0005159	EIE22382.1 ARM repeat-containing protein [Coccomyxa subellipsoidea C-169]	PRW59401.1 phosphatase 4 regulatory subunit 1 [Chlorella sorokiniana]
OG0005160	EIE21364.1 hypothetical protein COCSUDRAFT_48078 [Coccomyxa subellipsoidea C-169]	PRW59462.1 flowering time control FCA isoform X2 [Chlorella sorokiniana]
OG0005161	EIE21593.1 SET domain-containing protein [Coccomyxa subellipsoidea C-169]	PRW59526.1 SET DOMAIN GROUP 40 [Chlorella sorokiniana]
OG0005165	EIE21463.1 histidinol-phosphate p [Coccomyxa subellipsoidea C-169]	PRW59661.1 Bifunctional phosphatase chloroplastic [Chlorella sorokiniana]
OG0005166	EIE21721.1 hypothetical protein COCSUDRAFT_83510_ partial [Coccomyxa subellipsoidea C-169]	PRW59723.1 ultraviolet-B receptor UVR8-like isoform X2 [Chlorella sorokiniana]
OG0005167	EIE21621.1 Coproporphyrinogen III oxidase_ partial [Coccomyxa subellipsoidea C-169]	PRW59768.1 coproporphyrinogen III oxidase [Chlorella sorokiniana]
OG0005168	EIE21233.1 hypothetical protein COCSUDRAFT_30355 [Coccomyxa subellipsoidea C-169]	PRW59772.1 trimeric intracellular cation channel type B [Chlorella sorokiniana]
OG0005169	EIE21452.1 hypothetical protein COCSUDRAFT_48119 [Coccomyxa subellipsoidea C-169]	PRW59818.1 Photosystem I reaction center subunit chloroplastic [Chlorella sorokiniana]
OG0005170	EIE21591.1 ribonuclease III [Coccomyxa subellipsoidea C-169]	PRW59825.1 ribonuclease III [Chlorella sorokiniana]
OG0005171	EIE23032.1 NAD_P_-binding protein [Coccomyxa subellipsoidea C-169]	PRW59869.1 Retinol dehydrogenase 12 [Chlorella sorokiniana]
OG0005172	EIE22124.1 ABC1-domain-containing protein [Coccomyxa subellipsoidea C-169]	PRW59939.1 eyespot assembly ABC1 kinase family [Chlorella sorokiniana]
OG0005174	EIE21425.1 deflagellation inducible protein [Coccomyxa subellipsoidea C-169]	PRW60002.1 deflagellation inducible [Chlorella sorokiniana]
OG0005175	EIE27266.1 hypothetical protein COCSUDRAFT_38988 [Coccomyxa subellipsoidea C-169]	PRW60008.1 homologous pairing [Chlorella sorokiniana]
OG0005176	EIE19196.1 hypothetical protein COCSUDRAFT_59680 [Coccomyxa subellipsoidea C-169]	PRW60029.1 TY4B-J_ Transposon Ty4-J Gag-Pol poly [Chlorella sorokiniana]
OG0005177	EIE21610.1 RCC1/BLIP-II [Coccomyxa subellipsoidea C-169]	PRW60074.1 RCC1 BLIP-II [Chlorella sorokiniana]
OG0005178	EIE18382.1 alcohol oxidase [Coccomyxa subellipsoidea C-169]	PRW60107.1 glucose-methanol-choline oxidoreductase [Chlorella sorokiniana]
OG0005179	EIE21495.1 hypothetical protein COCSUDRAFT_56708 [Coccomyxa subellipsoidea C-169]	PRW60113.1 Mitochondrial transcription termination mTERF _ISS_ [Chlorella sorokiniana]
OG0005180	EIE21641.1 hypothetical protein COCSUDRAFT_33734 [Coccomyxa subellipsoidea C-169]	PRW60119.1 glucose-induced degradation 8-like protein isoform X1 [Chlorella sorokiniana]
OG0005181	EIE22027.1 Rhodanese-like protein [Coccomyxa subellipsoidea C-169]	PRW60175.1 rhodanese-like domain [Chlorella sorokiniana]
OG0005182	EIE21310.1 aquaporin-like protein [Coccomyxa subellipsoidea C-169]	PRW60180.1 aquaporin SIP1-2 [Chlorella sorokiniana]
OG0005183	EIE21140.1 HCP-like protein [Coccomyxa subellipsoidea C-169]	PRW60182.1 Hrd3 like [Chlorella sorokiniana]
OG0005187	EIE24263.1 Nucleotidyltransferase_ partial [Coccomyxa subellipsoidea C-169]	PRW60275.1 putative GTP diphosphokinase chloroplastic [Chlorella sorokiniana]
OG0005188	EIE24224.1 Aldo/keto reductase [Coccomyxa subellipsoidea C-169]	PRW60379.1 Aldo keto reductase [Chlorella sorokiniana]
OG0005190	EIE24522.1 DnaJ-domain-containing protein [Coccomyxa subellipsoidea C-169]	PRW60396.1 DPH4-like protein [Chlorella sorokiniana]
OG0005191	EIE22405.1 MFS general substrate transporter [Coccomyxa subellipsoidea C-169]	PRW60406.1 Sodium-dependent phosphate transport chloroplastic [Chlorella sorokiniana]
OG0005192	EIE24458.1 hypothetical protein COCSUDRAFT_61884 [Coccomyxa subellipsoidea C-169]	PRW60410.1 hypothetical protein C2E21_0782 [Chlorella sorokiniana]
OG0005193	EIE24646.1 hypothetical protein COCSUDRAFT_46891 [Coccomyxa subellipsoidea C-169]	PRW60422.1 MCM10-like protein [Chlorella sorokiniana]
OG0005194	EIE25981.1 CRAL/TRIO domain-containing protein_ partial [Coccomyxa subellipsoidea C-169], EIE25944.1 CRAL/TRIO domain-containing protein [Coccomyxa subellipsoidea C-169]	PRW60436.1 random slug 5-like isoform B [Chlorella sorokiniana], PRW60437.1 random slug 5-like isoform A [Chlorella sorokiniana]
OG0005197	EIE24241.1 integral membrane protein [Coccomyxa subellipsoidea C-169]	PRW60613.1 integral membrane [Chlorella sorokiniana]
OG0005198	EIE24053.1 hypothetical protein COCSUDRAFT_62576 [Coccomyxa subellipsoidea C-169]	PRW60628.1 traB domain-containing -like [Chlorella sorokiniana]
OG0005199	EIE24033.1 hypothetical protein COCSUDRAFT_62557 [Coccomyxa subellipsoidea C-169]	PRW60746.1 nuclear pore complex NUP88 [Chlorella sorokiniana]
OG0005200	EIE24556.1 hypothetical protein COCSUDRAFT_40921 [Coccomyxa subellipsoidea C-169]	PRW60846.1 Mitogen-activated kinase kinase kinase 13-A [Chlorella sorokiniana]
OG0005201	EIE26654.1 WD40 repeat-like protein [Coccomyxa subellipsoidea C-169]	PRW60909.1 WD40 repeat [Chlorella sorokiniana]
OG0005202	EIE26418.1 hypothetical protein COCSUDRAFT_39521 [Coccomyxa subellipsoidea C-169]	PRW60937.1 nuclear pore complex NUP54 [Chlorella sorokiniana]
OG0005203	EIE20027.1 hypothetical protein COCSUDRAFT_58252 [Coccomyxa subellipsoidea C-169], EIE19961.1 hypothetical protein COCSUDRAFT_58197 [Coccomyxa subellipsoidea C-169]	PRW61017.1 RWP-RK domain-containing [Chlorella sorokiniana]
OG0005204	EIE26465.1 hypothetical protein COCSUDRAFT_64504 [Coccomyxa subellipsoidea C-169]	PRW61028.1 suppressor of mec-8 and unc-52-like protein 2 [Chlorella sorokiniana]
OG0005205	EIE19126.1 RCC1/BLIP-II [Coccomyxa subellipsoidea C-169]	PRW61357.1 RCC1 BLIP-II [Chlorella sorokiniana], PRW61030.1 RCC1 BLIP-II [Chlorella sorokiniana]
OG0005206	EIE25661.1 hypothetical protein COCSUDRAFT_13074_ partial [Coccomyxa subellipsoidea C-169]	PRW61052.1 tubby-related 3-like isoform X2 [Chlorella sorokiniana]
OG0005207	EIE27629.1 hypothetical protein COCSUDRAFT_55621 [Coccomyxa subellipsoidea C-169]	PRW61064.1 Glycerol-3-phosphate dehydrogenase [Chlorella sorokiniana], PRW61545.1 calcium-dependent kinase 9 [Chlorella sorokiniana]
OG0005208	EIE26549.1 hypothetical protein COCSUDRAFT_39615 [Coccomyxa subellipsoidea C-169]	PRW61066.1 ferredoxin [Chlorella sorokiniana], PRW61147.1 CHROMOSOME TRANSMISSION FIDELITY 7 [Chlorella sorokiniana]
OG0005209	EIE26686.1 hypothetical protein COCSUDRAFT_39711 [Coccomyxa subellipsoidea C-169]	PRW61092.1 Haloacid dehalogenase-like hydrolase superfamily isoform 1 [Chlorella sorokiniana]
OG0005211	EIE26687.1 yeats-domain-containing protein [Coccomyxa subellipsoidea C-169]	PRW61190.1 transcription initiation factor TFIID subunit 14b [Chlorella sorokiniana]
OG0005212	EIE26484.1 hypothetical protein COCSUDRAFT_39569 [Coccomyxa subellipsoidea C-169]	PRW61197.1 diacylglycerol kinase gamma isoform X1 [Chlorella sorokiniana]
OG0005213	EIE21751.1 Isochorismatase hydrolase [Coccomyxa subellipsoidea C-169]	PRW61203.1 isochorismatase [Chlorella sorokiniana]
OG0005214	EIE21335.1 hypothetical protein COCSUDRAFT_56558 [Coccomyxa subellipsoidea C-169], EIE21336.1 hypothetical protein COCSUDRAFT_43090 [Coccomyxa subellipsoidea C-169]	PRW61210.1 hypothetical protein C2E21_0582 [Chlorella sorokiniana]
OG0005215	EIE25274.1 WD40 repeat-like protein [Coccomyxa subellipsoidea C-169]	PRW61220.1 autophagy-related 18a [Chlorella sorokiniana]
OG0005216	EIE26151.1 TPR-like protein [Coccomyxa subellipsoidea C-169]	PRW61261.1 intraflagellar transport 88-like protein isoform X1 [Chlorella sorokiniana]
OG0005217	EIE18789.1 hypothetical protein COCSUDRAFT_20456_ partial [Coccomyxa subellipsoidea C-169]	PRW61282.1 bifunctional lysine-specific demethylase and histidyl-hydroxylase MINA [Chlorella sorokiniana]
OG0005222	EIE19069.1 kinesin-domain-containing protein [Coccomyxa subellipsoidea C-169]	PRW61495.1 kinesin motor catalytic domain [Chlorella sorokiniana]
OG0005278	EIE27143.1 hypothetical protein COCSUDRAFT_52086 [Coccomyxa subellipsoidea C-169]	PRW32557.1 cytochrome c oxidase subunit mitochondrial [Chlorella sorokiniana]
OG0005279	EIE26939.1 hypothetical protein COCSUDRAFT_59437 [Coccomyxa subellipsoidea C-169]	PRW57462.1 hypothetical protein C2E21_3958 [Chlorella sorokiniana]
OG0005281	EIE23957.1 hypothetical protein COCSUDRAFT_62487 [Coccomyxa subellipsoidea C-169]	PRW58447.1 MATE efflux family [Chlorella sorokiniana]
OG0005284	EIE26425.1 Gcd10p-domain-containing protein [Coccomyxa subellipsoidea C-169]	PRW61100.1 tRNA _adenine_58_-N_1__-methyltransferase non-catalytic subunit trm6 [Chlorella sorokiniana]
OG0005285	EIE27034.1 hypothetical protein COCSUDRAFT_34662 [Coccomyxa subellipsoidea C-169]	PRW39334.1 2-dehydro-3-deoxyphosphooctonate aldolase 1 [Chlorella sorokiniana]
OG0005287	EIE25989.1 hypothetical protein COCSUDRAFT_12698_ partial [Coccomyxa subellipsoidea C-169]	PRW39274.1 hypothetical protein C2E21_6969 [Chlorella sorokiniana]
OG0005291	EIE20472.1 hypothetical protein COCSUDRAFT_57621 [Coccomyxa subellipsoidea C-169]	PRW58927.1 hypothetical protein C2E21_2145 [Chlorella sorokiniana]
OG0005293	EIE19426.1 hypothetical protein COCSUDRAFT_54684 [Coccomyxa subellipsoidea C-169]	PRW58735.1 WW domain-binding 4 [Chlorella sorokiniana]
OG0005295	EIE27840.1 hypothetical protein COCSUDRAFT_83460 [Coccomyxa subellipsoidea C-169]	PRW57154.1 sucrose nonfermenting 4 isoform X1 [Chlorella sorokiniana]
OG0005299	EIE26357.1 acyl-CoA N-acyltransferase [Coccomyxa subellipsoidea C-169]	PRW34059.1 acyl- N-acyltransferase [Chlorella sorokiniana]
OG0005303	EIE24513.1 pectin lyase-like protein [Coccomyxa subellipsoidea C-169]	PRW44625.1 pectin lyase [Chlorella sorokiniana], PRW60533.1 putative polygalacturonase [Chlorella sorokiniana]
OG0005305	EIE20268.1 component of TRAPP complex [Coccomyxa subellipsoidea C-169]	PRW45443.1 trafficking particle complex subunit 1-like [Chlorella sorokiniana]
OG0005306	EIE21402.1 hypothetical protein COCSUDRAFT_66866 [Coccomyxa subellipsoidea C-169]	PRW60143.1 hypothetical protein C2E21_1926 [Chlorella sorokiniana]
OG0005308	EIE18094.1 hypothetical protein COCSUDRAFT_68416 [Coccomyxa subellipsoidea C-169]	PRW32638.1 SUPPRESSOR OF FRI 4 [Chlorella sorokiniana]
OG0005309	EIE27780.1 mitochondrial carrier_ partial [Coccomyxa subellipsoidea C-169]	PRW57047.1 putative envelope ADP_ATP carrier chloroplastic [Chlorella sorokiniana]
OG0005313	EIE27560.1 NAD_P_-binding protein [Coccomyxa subellipsoidea C-169]	PRW20889.1 putative oxidoreductase [Chlorella sorokiniana]
OG0005314	EIE20021.1 ribosomal protein S25_ partial [Coccomyxa subellipsoidea C-169]	PRW20673.1 40S ribosomal S25-3 [Chlorella sorokiniana]
OG0005317	EIE23899.1 DnaJ-domain-containing protein [Coccomyxa subellipsoidea C-169]	PRW59130.1 dnaJ-like protein subfamily B member 5-like [Chlorella sorokiniana]
OG0005319	EIE23765.1 hypothetical protein COCSUDRAFT_53453 [Coccomyxa subellipsoidea C-169]	PRW59647.1 hypothetical protein C2E21_1834 [Chlorella sorokiniana]
OG0005321	EIE20274.1 hypothetical protein COCSUDRAFT_67560 [Coccomyxa subellipsoidea C-169]	PRW45514.1 Translation initiation factor IF-3 [Chlorella sorokiniana]
OG0005322	EIE24192.1 hypothetical protein COCSUDRAFT_53258 [Coccomyxa subellipsoidea C-169]	PRW60679.1 cytochrome c oxidase subunit 5C-2 [Chlorella sorokiniana]
OG0005323	EIE20239.1 hypothetical protein COCSUDRAFT_48661 [Coccomyxa subellipsoidea C-169]	PRW33703.1 WD and tetratricopeptide repeats 1-like [Chlorella sorokiniana]
OG0005326	EIE22105.1 hypothetical protein COCSUDRAFT_55803 [Coccomyxa subellipsoidea C-169]	PRW21062.1 hypothetical protein C2E21_8406 [Chlorella sorokiniana]
OG0005327	EIE21872.1 hypothetical protein COCSUDRAFT_33567 [Coccomyxa subellipsoidea C-169]	PRW21054.1 hypothetical protein C2E21_8436 [Chlorella sorokiniana]
OG0005330	EIE27192.1 hypothetical protein COCSUDRAFT_38927 [Coccomyxa subellipsoidea C-169]	PRW58261.1 TPR repeat-containing [Chlorella sorokiniana]
OG0005332	EIE25559.1 hypothetical protein COCSUDRAFT_40767 [Coccomyxa subellipsoidea C-169]	PRW59301.1 myb transcription factor [Chlorella sorokiniana]
OG0005333	EIE27835.1 hypothetical protein COCSUDRAFT_83455 [Coccomyxa subellipsoidea C-169]	PRW05758.1 putative uridine nucleosidase 2 [Chlorella sorokiniana]
OG0005334	EIE25189.1 neuraminidase [Coccomyxa subellipsoidea C-169]	PRW44584.1 BNR Asp-box repeat [Chlorella sorokiniana]
OG0005336	EIE27064.1 hypothetical protein COCSUDRAFT_11214 [Coccomyxa subellipsoidea C-169]	PRW39284.1 putative arabinose 5-phosphate isomerase [Chlorella sorokiniana]
OG0005338	EIE21141.1 hypothetical protein COCSUDRAFT_48293 [Coccomyxa subellipsoidea C-169]	PRW59857.1 hypothetical protein C2E21_1451 [Chlorella sorokiniana]
OG0005341	EIE18278.1 hypothetical protein COCSUDRAFT_60470 [Coccomyxa subellipsoidea C-169]	PRW60922.1 hypothetical protein C2E21_0513 [Chlorella sorokiniana]
OG0005343	EIE18276.1 hypothetical protein COCSUDRAFT_68365 [Coccomyxa subellipsoidea C-169]	PRW61071.1 exonuclease mut-7 [Chlorella sorokiniana]
OG0005346	EIE27330.1 hypothetical protein COCSUDRAFT_39035 [Coccomyxa subellipsoidea C-169]	PRW57535.1 hypothetical protein C2E21_4115 [Chlorella sorokiniana]
OG0005348	EIE23509.1 hypothetical protein COCSUDRAFT_63045 [Coccomyxa subellipsoidea C-169]	PRW57835.1 crossover junction endonuclease EME1B-like [Chlorella sorokiniana]
OG0005349	EIE18287.1 WD40 repeat-like protein [Coccomyxa subellipsoidea C-169]	PRW34049.1 transducin family [Chlorella sorokiniana]
OG0005352	EIE22064.1 hypothetical protein COCSUDRAFT_66811 [Coccomyxa subellipsoidea C-169]	PRW05930.1 hypothetical protein C2E21_9382 [Chlorella sorokiniana]
OG0005353	EIE25018.1 NAD_P_-binding protein [Coccomyxa subellipsoidea C-169]	PRW60445.1 putative chlorophyll_ide_ b reductase chloroplastic [Chlorella sorokiniana]
OG0005357	EIE24229.1 protein chain release factor A [Coccomyxa subellipsoidea C-169]	PRW60638.1 peptide chain release factor 1 isoform X3 [Chlorella sorokiniana]
OG0005361	EIE20585.1 hypothetical protein COCSUDRAFT_57729 [Coccomyxa subellipsoidea C-169]	PRW51035.1 hypothetical protein C2E21_5636 [Chlorella sorokiniana]
OG0005362	EIE22972.1 hypothetical protein COCSUDRAFT_63365 [Coccomyxa subellipsoidea C-169]	PRW57434.1 hypothetical protein C2E21_3780 [Chlorella sorokiniana]
OG0005363	EIE23833.1 MPT family transporter_ inner membrane translocase Tim50 [Coccomyxa subellipsoidea C-169]	PRW59669.1 mitochondrial import inner membrane translocase subunit TIM50-like [Chlorella sorokiniana]
OG0005364	EIE27264.1 NADH_ubiquinone oxidoreductase 11 kDa subunit [Coccomyxa subellipsoidea C-169]	PRW32601.1 NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2-like [Chlorella sorokiniana]
OG0005365	EIE25409.1 hypothetical protein COCSUDRAFT_65235 [Coccomyxa subellipsoidea C-169]	PRW60961.1 dol-P-Man_Man_6_ c_2_-PP-Dol alpha-1_2-mannosyltransferase [Chlorella sorokiniana]
OG0005369	EIE20287.1 MPT family transporter_ inner membrane translocase Tim13 [Coccomyxa subellipsoidea C-169]	PRW45628.1 mitochondrial import inner membrane translocase subunit Tim13 [Chlorella sorokiniana]
OG0005370	EIE23242.1 hypothetical protein COCSUDRAFT_42153 [Coccomyxa subellipsoidea C-169]	PRW20761.1 hypothetical protein C2E21_8862 [Chlorella sorokiniana]
OG0005373	EIE22523.1 hypothetical protein COCSUDRAFT_83480 [Coccomyxa subellipsoidea C-169]	PRW45258.1 PHLOEM PROTEIN 2-LIKE A10 [Chlorella sorokiniana]
OG0005374	EIE22307.1 hypothetical protein COCSUDRAFT_53759 [Coccomyxa subellipsoidea C-169]	PRW45073.1 hypothetical protein C2E21_6477 [Chlorella sorokiniana]
OG0005375	EIE21356.1 hypothetical protein COCSUDRAFT_56575 [Coccomyxa subellipsoidea C-169]	PRW59924.1 DEAD-box helicase family [Chlorella sorokiniana]
OG0005376	EIE21298.1 hypothetical protein COCSUDRAFT_83522 [Coccomyxa subellipsoidea C-169]	PRW51046.1 gamma-tubulin complex component 5-like [Chlorella sorokiniana]
OG0005378	EIE26968.1 hypothetical protein COCSUDRAFT_59460 [Coccomyxa subellipsoidea C-169]	PRW44872.1 Zinc-finger domain of monoamine-oxidase A repressor R1 isoform 3 [Chlorella sorokiniana]
OG0005379	EIE20446.1 hypothetical protein COCSUDRAFT_54324 [Coccomyxa subellipsoidea C-169]	PRW55999.1 cell number regulator 7-like [Chlorella sorokiniana]
OG0005382	EIE20745.1 hypothetical protein COCSUDRAFT_57309 [Coccomyxa subellipsoidea C-169]	PRW59488.1 Mitochondria isoform 1 [Chlorella sorokiniana]
OG0005383	EIE20793.1 hypothetical protein COCSUDRAFT_57350 [Coccomyxa subellipsoidea C-169]	PRW45213.1 dentin sialophospho isoform X1 [Chlorella sorokiniana]
OG0005384	EIE22467.1 ADP-glucose pyrophosphorylase small subunit [Coccomyxa subellipsoidea C-169]	PRW44900.1 glucose-1-phosphate adenylyltransferase [Chlorella sorokiniana]
OG0005386	EIE22317.1 hypothetical protein COCSUDRAFT_42655 [Coccomyxa subellipsoidea C-169]	PRW44950.1 CPR-5-like [Chlorella sorokiniana]
OG0005388	EIE18799.1 hypothetical protein COCSUDRAFT_45246 [Coccomyxa subellipsoidea C-169]	PRW61506.1 LMBR1 domain-containing 2-like protein A [Chlorella sorokiniana]
OG0005390	EIE24426.1 U-box-domain-containing protein [Coccomyxa subellipsoidea C-169]	PRW20231.1 U-box domain-containing 4 [Chlorella sorokiniana]
OG0005393	EIE21519.1 SAICAR synthase-like protein [Coccomyxa subellipsoidea C-169]	PRW59556.1 inositol polyphosphate multikinase alpha-like [Chlorella sorokiniana]
OG0005394	EIE21447.1 enhancer of rudimentary [Coccomyxa subellipsoidea C-169]	PRW59552.1 enhancer of rudimentary-like protein [Chlorella sorokiniana]
OG0005395	EIE27491.1 HAD-like protein [Coccomyxa subellipsoidea C-169]	PRW20863.1 N-acylneuraminate-9-phosphatase [Chlorella sorokiniana]
OG0005396	EIE20273.1 putative CMP-sialic acid transporter [Coccomyxa subellipsoidea C-169]	PRW58321.1 CMP-sialic acid transporter 1 [Chlorella sorokiniana]
OG0005397	EIE22879.1 hypothetical protein COCSUDRAFT_42464 [Coccomyxa subellipsoidea C-169]	PRW58472.1 Armadillo repeat-containing 8 [Chlorella sorokiniana]
OG0005400	EIE23746.1 hypothetical protein COCSUDRAFT_63271 [Coccomyxa subellipsoidea C-169]	PRW32511.1 hypothetical protein C2E21_8221 [Chlorella sorokiniana]
OG0005402	EIE18593.1 hypothetical protein COCSUDRAFT_68278 [Coccomyxa subellipsoidea C-169]	PRW05939.1 cilia- and flagella-associated 97 [Chlorella sorokiniana]
OG0005411	EIE26658.1 hypothetical protein COCSUDRAFT_64596 [Coccomyxa subellipsoidea C-169]	PRW56249.1 Cytochrome b6-f complex subunit chloroplastic [Chlorella sorokiniana]
OG0005412	EIE22592.1 hypothetical protein COCSUDRAFT_63737 [Coccomyxa subellipsoidea C-169]	PRW45376.1 Acetyl-coenzyme A carboxyl transferase beta chain [Chlorella sorokiniana]
OG0005414	EIE22396.1 hypothetical protein COCSUDRAFT_56086 [Coccomyxa subellipsoidea C-169]	PRW57751.1 Breast cancer type 2 susceptibility [Chlorella sorokiniana]
OG0005415	EIE19375.1 autophagy protein [Coccomyxa subellipsoidea C-169]	PRW58935.1 Ubiquitin Atg12 [Chlorella sorokiniana]
OG0005416	EIE22017.1 otubain-like cysteine protease_ partial [Coccomyxa subellipsoidea C-169]	PRW05821.1 ubiquitin thioesterase otubain-like [Chlorella sorokiniana]
OG0005419	EIE21180.1 hypothetical protein COCSUDRAFT_17889_ partial [Coccomyxa subellipsoidea C-169]	PRW60083.1 50S ribosomal L34 [Chlorella sorokiniana]
OG0005424	EIE26322.1 hypothetical protein COCSUDRAFT_58860 [Coccomyxa subellipsoidea C-169]	PRW61148.1 clathrin assembly protein [Chlorella sorokiniana]
OG0005425	EIE23650.1 3-deoxy-D-manno-octulosonate cytidylyltransferase [Coccomyxa subellipsoidea C-169]	PRW32681.1 3-deoxy-manno-octulosonate mitochondrial isoform A [Chlorella sorokiniana], PRW32680.1 3-deoxy-manno-octulosonate mitochondrial isoform B [Chlorella sorokiniana]
OG0005427	EIE26874.1 signal recognition particle_ SRP9 subunit_ partial [Coccomyxa subellipsoidea C-169]	PRW18343.1 Signal recognition particle 9 kDa [Chlorella sorokiniana]
OG0005428	EIE24040.1 hypothetical protein COCSUDRAFT_65711 [Coccomyxa subellipsoidea C-169]	PRW32600.1 MATE efflux family [Chlorella sorokiniana]
OG0005429	EIE22157.1 hypothetical protein COCSUDRAFT_47768 [Coccomyxa subellipsoidea C-169]	PRW18358.1 putative family Ycf20 [Chlorella sorokiniana]
OG0005432	EIE27418.1 hypothetical protein COCSUDRAFT_64220 [Coccomyxa subellipsoidea C-169]	PRW57531.1 kinetochore Spc24-like [Chlorella sorokiniana]
OG0005435	EIE20576.1 hypothetical protein COCSUDRAFT_57721 [Coccomyxa subellipsoidea C-169]	PRW59222.1 High mobility group [Chlorella sorokiniana]
OG0005437	EIE25139.1 hypothetical protein COCSUDRAFT_65112 [Coccomyxa subellipsoidea C-169]	PRW56408.1 Suppression of tumorigenicity 5 [Chlorella sorokiniana]
OG0005438	EIE21807.1 Pkinase-domain-containing protein [Coccomyxa subellipsoidea C-169]	PRW56822.1 calcium-dependent kinase 1 [Chlorella sorokiniana]
OG0005440	EIE23887.1 hypothetical protein COCSUDRAFT_62417 [Coccomyxa subellipsoidea C-169]	PRW20664.1 glycosyltransferase-like KOBITO 1 [Chlorella sorokiniana]
OG0005447	EIE20904.1 P-loop containing nucleoside triphosphate hydrolase protein_ partial [Coccomyxa subellipsoidea C-169]	PRW58819.1 DEAD-box ATP-dependent RNA helicase 57 [Chlorella sorokiniana]
OG0005448	EIE21533.1 hypothetical protein COCSUDRAFT_56748 [Coccomyxa subellipsoidea C-169]	PRW59720.1 dual specificity catalytic domain containing [Chlorella sorokiniana]
OG0005450	EIE18814.1 hypothetical protein COCSUDRAFT_68037 [Coccomyxa subellipsoidea C-169]	PRW33970.1 proline-rich PRCC [Chlorella sorokiniana]
OG0005451	EIE23760.1 hypothetical protein COCSUDRAFT_66085 [Coccomyxa subellipsoidea C-169]	PRW32975.1 hypothetical protein C2E21_8057 [Chlorella sorokiniana]
OG0005457	EIE20759.1 hypothetical protein COCSUDRAFT_48397 [Coccomyxa subellipsoidea C-169]	PRW33954.1 MICAL 2 isoform X2 [Chlorella sorokiniana]
OG0005460	EIE25925.1 hypothetical protein COCSUDRAFT_60929 [Coccomyxa subellipsoidea C-169]	PRW05773.1 ankyrin repeat family [Chlorella sorokiniana]
OG0005461	EIE23440.1 Sedlin [Coccomyxa subellipsoidea C-169]	PRW39361.1 Trafficking particle complex subunit 2 [Chlorella sorokiniana]
OG0005462	EIE22243.1 ARM repeat-containing protein [Coccomyxa subellipsoidea C-169]	PRW39354.1 importin subunit alpha-2 [Chlorella sorokiniana]
OG0005464	EIE25903.1 hypothetical protein COCSUDRAFT_40138 [Coccomyxa subellipsoidea C-169]	PRW33261.1 Testis-expressed sequence 10 [Chlorella sorokiniana]
OG0005466	EIE20855.1 cyclin-domain-containing protein [Coccomyxa subellipsoidea C-169]	PRW58377.1 cyclin-U4-1 [Chlorella sorokiniana]
OG0005469	EIE24832.1 hypothetical protein COCSUDRAFT_46964 [Coccomyxa subellipsoidea C-169]	PRW58112.1 hypothetical protein C2E21_2975 [Chlorella sorokiniana]
OG0005471	EIE19263.1 hypothetical protein COCSUDRAFT_58558 [Coccomyxa subellipsoidea C-169]	PRW59418.1 TSC22 domain family 1-like isoform X2 [Chlorella sorokiniana]
OG0005473	EIE24897.1 Clavaminate synthase-like protein [Coccomyxa subellipsoidea C-169]	PRW58134.1 transcription factor jumonji domain-containing [Chlorella sorokiniana]
OG0005474	EIE27729.1 RNI-like protein_ partial [Coccomyxa subellipsoidea C-169]	PRW57666.1 F-box LRR-repeat 14 [Chlorella sorokiniana]
OG0005475	EIE24704.1 hypothetical protein COCSUDRAFT_32793 [Coccomyxa subellipsoidea C-169]	PRW61032.1 DNA _cytosine-5_-methyltransferase CMT2-like [Chlorella sorokiniana]
OG0005477	EIE23136.1 hypothetical protein COCSUDRAFT_66177 [Coccomyxa subellipsoidea C-169]	PRW44333.1 Glucose-6-phosphate 1-epimerase [Chlorella sorokiniana]
OG0005478	EIE23137.1 hypothetical protein COCSUDRAFT_53518 [Coccomyxa subellipsoidea C-169]	PRW44549.1 hypothetical protein C2E21_6614 [Chlorella sorokiniana]
OG0005479	EIE23983.1 hypothetical protein COCSUDRAFT_65679 [Coccomyxa subellipsoidea C-169]	PRW61497.1 mTERF domain-containing mitochondrial [Chlorella sorokiniana]
OG0005482	EIE23557.1 thioredoxin-like protein [Coccomyxa subellipsoidea C-169]	PRW39209.1 Lysoplasmalogenase TMEM86A [Chlorella sorokiniana]
