Orthogroup	Coccomyxa_SubellipsoideaC169	Auxenochlorella_protothecoides
OG0003449	EIE19201.1 hypothetical protein COCSUDRAFT_19866 [Coccomyxa subellipsoidea C-169]	RMZ52715.1 hypothetical protein APUTEX25_000834_ partial [Auxenochlorella protothecoides]
OG0003450	EIE27689.1 Metallo-hydrolase/oxidoreductase [Coccomyxa subellipsoidea C-169], EIE27165.1 Metallo-hydrolase/oxidoreductase [Coccomyxa subellipsoidea C-169]	RMZ52725.1 hypothetical protein APUTEX25_000844_ partial [Auxenochlorella protothecoides]
OG0003451	EIE26774.1 TMS membrane protein/tumor differentially hypothetical protein [Coccomyxa subellipsoidea C-169]	RMZ52728.1 hypothetical protein APUTEX25_000847 [Auxenochlorella protothecoides]
OG0003452	EIE18578.1 hypothetical protein COCSUDRAFT_20594 [Coccomyxa subellipsoidea C-169]	RMZ52734.1 hypothetical protein APUTEX25_000853 [Auxenochlorella protothecoides]
OG0003453	EIE22379.1 P-loop containing nucleoside triphosphate hydrolase protein [Coccomyxa subellipsoidea C-169]	RMZ52738.1 hypothetical protein APUTEX25_000857 [Auxenochlorella protothecoides]
OG0003454	EIE19562.1 ribosomal protein L30 [Coccomyxa subellipsoidea C-169]	RMZ52785.1 hypothetical protein APUTEX25_000904 [Auxenochlorella protothecoides]
OG0003455	EIE24510.1 4-diphosphocytidyl-2-C-methyl-D-erythritol kinase [Coccomyxa subellipsoidea C-169]	RMZ52798.1 hypothetical protein APUTEX25_000917 [Auxenochlorella protothecoides]
OG0003456	EIE19019.1 Metallo-dependent hydrolase [Coccomyxa subellipsoidea C-169]	RMZ52815.1 hypothetical protein APUTEX25_000934_ partial [Auxenochlorella protothecoides]
OG0003457	EIE23855.1 hypothetical protein COCSUDRAFT_62386 [Coccomyxa subellipsoidea C-169]	RMZ52824.1 hypothetical protein APUTEX25_000943_ partial [Auxenochlorella protothecoides]
OG0003458	EIE24445.1 DnaJ-domain-containing protein [Coccomyxa subellipsoidea C-169]	RMZ52826.1 hypothetical protein APUTEX25_000945_ partial [Auxenochlorella protothecoides]
OG0003459	EIE23194.1 hypothetical protein COCSUDRAFT_66214 [Coccomyxa subellipsoidea C-169], EIE25114.1 hypothetical protein COCSUDRAFT_65098 [Coccomyxa subellipsoidea C-169], EIE19888.1 hypothetical protein COCSUDRAFT_58124 [Coccomyxa subellipsoidea C-169]	RMZ52832.1 hypothetical protein APUTEX25_000951_ partial [Auxenochlorella protothecoides]
OG0003460	EIE26728.1 hypothetical protein COCSUDRAFT_46205 [Coccomyxa subellipsoidea C-169]	RMZ52847.1 hypothetical protein APUTEX25_000966 [Auxenochlorella protothecoides]
OG0003461	EIE23041.1 hypothetical protein COCSUDRAFT_63423 [Coccomyxa subellipsoidea C-169]	RMZ52855.1 hypothetical protein APUTEX25_000974_ partial [Auxenochlorella protothecoides]
OG0003462	EIE19929.1 hypothetical protein COCSUDRAFT_54502 [Coccomyxa subellipsoidea C-169]	RMZ52870.1 hypothetical protein APUTEX25_000989 [Auxenochlorella protothecoides]
OG0003463	EIE21770.1 molybdopterin biosynthesis protein [Coccomyxa subellipsoidea C-169]	RMZ52878.1 hypothetical protein APUTEX25_000997_ partial [Auxenochlorella protothecoides]
OG0003464	EIE22767.1 hypothetical protein COCSUDRAFT_42390 [Coccomyxa subellipsoidea C-169]	RMZ52880.1 hypothetical protein APUTEX25_000999 [Auxenochlorella protothecoides]
OG0003465	EIE20899.1 ribosomal protein L17 [Coccomyxa subellipsoidea C-169]	RMZ52890.1 hypothetical protein APUTEX25_001009_ partial [Auxenochlorella protothecoides]
OG0003466	EIE18550.1 MFS general substrate transporter [Coccomyxa subellipsoidea C-169]	RMZ52921.1 hypothetical protein APUTEX25_001040_ partial [Auxenochlorella protothecoides]
OG0003467	EIE19015.1 UDP-sulfoquinovose synthase [Coccomyxa subellipsoidea C-169]	RMZ52926.1 hypothetical protein APUTEX25_001045_ partial [Auxenochlorella protothecoides]
OG0003468	EIE23407.1 hypothetical protein COCSUDRAFT_41660 [Coccomyxa subellipsoidea C-169]	RMZ52927.1 hypothetical protein APUTEX25_001046 [Auxenochlorella protothecoides]
OG0003469	EIE21903.1 ADK-domain-containing protein [Coccomyxa subellipsoidea C-169]	RMZ52934.1 hypothetical protein APUTEX25_001053_ partial [Auxenochlorella protothecoides]
OG0003470	EIE18009.1 hypothetical protein COCSUDRAFT_21059 [Coccomyxa subellipsoidea C-169]	RMZ52939.1 hypothetical protein APUTEX25_001058_ partial [Auxenochlorella protothecoides]
OG0003471	EIE19758.1 hypothetical protein COCSUDRAFT_19282 [Coccomyxa subellipsoidea C-169]	RMZ52940.1 hypothetical protein APUTEX25_001059 [Auxenochlorella protothecoides]
OG0003472	EIE26829.1 mitochondrial carrier [Coccomyxa subellipsoidea C-169]	RMZ52949.1 hypothetical protein APUTEX25_001068_ partial [Auxenochlorella protothecoides]
OG0003473	EIE23570.1 TIP41-domain-containing protein [Coccomyxa subellipsoidea C-169]	RMZ52954.1 hypothetical protein APUTEX25_001073 [Auxenochlorella protothecoides]
OG0003474	EIE21701.1 L30e-like protein [Coccomyxa subellipsoidea C-169]	RMZ52962.1 hypothetical protein APUTEX25_001081_ partial [Auxenochlorella protothecoides]
OG0003475	EIE23672.1 hypothetical protein COCSUDRAFT_66039 [Coccomyxa subellipsoidea C-169]	RMZ52971.1 hypothetical protein APUTEX25_001090 [Auxenochlorella protothecoides]
OG0003476	EIE18577.1 5-Formyltetrahydrofolate cycloligase [Coccomyxa subellipsoidea C-169]	RMZ52975.1 hypothetical protein APUTEX25_001094 [Auxenochlorella protothecoides]
OG0003477	EIE18579.1 snare associated Golgi protein_ partial [Coccomyxa subellipsoidea C-169]	RMZ52978.1 hypothetical protein APUTEX25_001097_ partial [Auxenochlorella protothecoides]
OG0003478	EIE23104.1 DNA-directed RNA polymerase II_ 23 kDa polypeptide [Coccomyxa subellipsoidea C-169]	RMZ52983.1 hypothetical protein APUTEX25_001102_ partial [Auxenochlorella protothecoides]
OG0003479	EIE24120.1 PfkB-type carbohydrate kinase [Coccomyxa subellipsoidea C-169]	RMZ52991.1 hypothetical protein APUTEX25_001110 [Auxenochlorella protothecoides]
OG0003480	EIE27571.1 hypothetical protein COCSUDRAFT_52208 [Coccomyxa subellipsoidea C-169]	RMZ52994.1 hypothetical protein APUTEX25_001113 [Auxenochlorella protothecoides]
OG0003481	EIE24633.1 hypothetical protein COCSUDRAFT_53022 [Coccomyxa subellipsoidea C-169]	RMZ52999.1 hypothetical protein APUTEX25_001118 [Auxenochlorella protothecoides]
OG0003482	EIE20225.1 hypothetical protein COCSUDRAFT_54434 [Coccomyxa subellipsoidea C-169]	RMZ53000.1 hypothetical protein APUTEX25_001119 [Auxenochlorella protothecoides]
OG0003483	EIE22741.1 hypothetical protein COCSUDRAFT_36833 [Coccomyxa subellipsoidea C-169]	RMZ53001.1 hypothetical protein APUTEX25_001120_ partial [Auxenochlorella protothecoides]
OG0003484	EIE24747.1 RNA-binding domain-containing protein_ partial [Coccomyxa subellipsoidea C-169]	RMZ53014.1 hypothetical protein APUTEX25_001133 [Auxenochlorella protothecoides]
OG0003485	EIE24385.1 thiazole biosynthetic enzyme [Coccomyxa subellipsoidea C-169]	RMZ53020.1 hypothetical protein APUTEX25_001139 [Auxenochlorella protothecoides]
OG0003486	EIE21706.1 AAA-domain-containing protein [Coccomyxa subellipsoidea C-169]	RMZ53021.1 hypothetical protein APUTEX25_001140 [Auxenochlorella protothecoides]
OG0003487	EIE23239.1 hypothetical protein COCSUDRAFT_47558 [Coccomyxa subellipsoidea C-169]	RMZ53024.1 hypothetical protein APUTEX25_001143 [Auxenochlorella protothecoides]
OG0003488	EIE27687.1 UNC-50 [Coccomyxa subellipsoidea C-169]	RMZ53028.1 hypothetical protein APUTEX25_001147 [Auxenochlorella protothecoides]
OG0003489	EIE21161.1 Sm-D1 protein [Coccomyxa subellipsoidea C-169]	RMZ53030.1 hypothetical protein APUTEX25_001149_ partial [Auxenochlorella protothecoides]
OG0003492	EIE18610.1 hypothetical protein COCSUDRAFT_49281 [Coccomyxa subellipsoidea C-169]	RMZ53067.1 hypothetical protein APUTEX25_001186 [Auxenochlorella protothecoides]
OG0003493	EIE22709.1 hypothetical protein COCSUDRAFT_47659 [Coccomyxa subellipsoidea C-169]	RMZ53068.1 hypothetical protein APUTEX25_001187 [Auxenochlorella protothecoides]
OG0003494	EIE18211.1 alpha/beta-hydrolase [Coccomyxa subellipsoidea C-169]	RMZ53088.1 hypothetical protein APUTEX25_002497 [Auxenochlorella protothecoides]
OG0003495	EIE23165.1 E set domain-containing protein [Coccomyxa subellipsoidea C-169]	RMZ53092.1 hypothetical protein APUTEX25_002501 [Auxenochlorella protothecoides]
OG0003496	EIE27204.1 hypothetical protein COCSUDRAFT_11426_ partial [Coccomyxa subellipsoidea C-169]	RMZ53098.1 hypothetical protein APUTEX25_002507 [Auxenochlorella protothecoides]
OG0003497	EIE20540.1 hypothetical protein COCSUDRAFT_18627 [Coccomyxa subellipsoidea C-169]	RMZ53100.1 hypothetical protein APUTEX25_002509 [Auxenochlorella protothecoides]
OG0003498	EIE27202.1 hypothetical protein COCSUDRAFT_64119 [Coccomyxa subellipsoidea C-169]	RMZ53107.1 hypothetical protein APUTEX25_002516_ partial [Auxenochlorella protothecoides]
OG0003499	EIE27232.1 hypothetical protein COCSUDRAFT_55253 [Coccomyxa subellipsoidea C-169]	RMZ53114.1 hypothetical protein APUTEX25_005103 [Auxenochlorella protothecoides]
OG0003500	EIE24527.1 hypothetical protein COCSUDRAFT_40900 [Coccomyxa subellipsoidea C-169]	RMZ53126.1 hypothetical protein APUTEX25_005115 [Auxenochlorella protothecoides]
OG0003501	EIE21613.1 Methionyl-tRNA formyltransferase [Coccomyxa subellipsoidea C-169]	RMZ53130.1 hypothetical protein APUTEX25_005119 [Auxenochlorella protothecoides]
OG0003502	EIE21105.1 RNA polymerase II subunit B7 [Coccomyxa subellipsoidea C-169]	RMZ53132.1 hypothetical protein APUTEX25_005121 [Auxenochlorella protothecoides]
OG0003503	EIE24629.1 trypsin-like serine protease [Coccomyxa subellipsoidea C-169]	RMZ53163.1 hypothetical protein APUTEX25_005152 [Auxenochlorella protothecoides]
OG0003504	EIE21146.1 hypothetical protein COCSUDRAFT_43486 [Coccomyxa subellipsoidea C-169]	RMZ53172.1 hypothetical protein APUTEX25_005161_ partial [Auxenochlorella protothecoides]
OG0003505	EIE25303.1 DUF862-domain-containing protein [Coccomyxa subellipsoidea C-169]	RMZ53181.1 hypothetical protein APUTEX25_005170 [Auxenochlorella protothecoides]
OG0003506	EIE25485.1 hypothetical protein COCSUDRAFT_40718 [Coccomyxa subellipsoidea C-169]	RMZ53193.1 hypothetical protein APUTEX25_005182 [Auxenochlorella protothecoides]
OG0003507	EIE26105.1 thioredoxin [Coccomyxa subellipsoidea C-169]	RMZ53195.1 hypothetical protein APUTEX25_005184 [Auxenochlorella protothecoides]
OG0003508	EIE27771.1 hypothetical protein COCSUDRAFT_8587_ partial [Coccomyxa subellipsoidea C-169]	RMZ53200.1 hypothetical protein APUTEX25_005189 [Auxenochlorella protothecoides]
OG0003509	EIE23069.1 component of TRAPP complex [Coccomyxa subellipsoidea C-169]	RMZ53210.1 hypothetical protein APUTEX25_005199_ partial [Auxenochlorella protothecoides]
OG0003511	EIE20189.1 hypothetical protein COCSUDRAFT_44135 [Coccomyxa subellipsoidea C-169]	RMZ53216.1 hypothetical protein APUTEX25_005205 [Auxenochlorella protothecoides]
OG0003512	EIE27810.1 cytochrome P450 [Coccomyxa subellipsoidea C-169]	RMZ53220.1 hypothetical protein APUTEX25_005209 [Auxenochlorella protothecoides]
OG0003513	EIE25780.1 pseudouridine synthase [Coccomyxa subellipsoidea C-169], EIE24149.1 pseudouridine synthase [Coccomyxa subellipsoidea C-169]	RMZ53224.1 hypothetical protein APUTEX25_005213_ partial [Auxenochlorella protothecoides]
OG0003514	EIE27490.1 hypothetical protein COCSUDRAFT_45883 [Coccomyxa subellipsoidea C-169]	RMZ53225.1 hypothetical protein APUTEX25_005214 [Auxenochlorella protothecoides]
OG0003515	EIE27284.1 S-formylglutathione hydrol [Coccomyxa subellipsoidea C-169]	RMZ53239.1 hypothetical protein APUTEX25_005228 [Auxenochlorella protothecoides]
OG0003516	EIE25171.1 hypothetical protein COCSUDRAFT_65132 [Coccomyxa subellipsoidea C-169]	RMZ53242.1 hypothetical protein APUTEX25_005231_ partial [Auxenochlorella protothecoides]
OG0003517	EIE25122.1 WD40 repeat-like protein [Coccomyxa subellipsoidea C-169]	RMZ53245.1 hypothetical protein APUTEX25_005234 [Auxenochlorella protothecoides]
OG0003518	EIE26567.1 putative glutathione S-transferase [Coccomyxa subellipsoidea C-169]	RMZ53263.1 hypothetical protein APUTEX25_005252 [Auxenochlorella protothecoides]
OG0003519	EIE25905.1 mitochondrial carrier [Coccomyxa subellipsoidea C-169]	RMZ53268.1 hypothetical protein APUTEX25_005257 [Auxenochlorella protothecoides]
OG0003520	EIE19972.1 S1-domain-containing protein [Coccomyxa subellipsoidea C-169]	RMZ53270.1 hypothetical protein APUTEX25_005259 [Auxenochlorella protothecoides]
OG0003521	EIE27092.1 DEAD-domain-containing protein [Coccomyxa subellipsoidea C-169]	RMZ53285.1 hypothetical protein APUTEX25_005274 [Auxenochlorella protothecoides]
OG0003522	EIE21837.1 acetyl-CoA acetyltransferase [Coccomyxa subellipsoidea C-169]	RMZ53294.1 hypothetical protein APUTEX25_004782 [Auxenochlorella protothecoides]
OG0003524	EIE20874.1 hypothetical protein COCSUDRAFT_48445 [Coccomyxa subellipsoidea C-169]	RMZ53306.1 hypothetical protein APUTEX25_004794 [Auxenochlorella protothecoides]
OG0003525	EIE26197.1 hypothetical protein COCSUDRAFT_61184 [Coccomyxa subellipsoidea C-169]	RMZ53318.1 hypothetical protein APUTEX25_004806 [Auxenochlorella protothecoides]
OG0003526	EIE19367.1 hypothetical protein COCSUDRAFT_58657 [Coccomyxa subellipsoidea C-169]	RMZ53321.1 hypothetical protein APUTEX25_004809 [Auxenochlorella protothecoides]
OG0003527	EIE23837.1 initiator tRNA phosphoribosyl transferase_ partial [Coccomyxa subellipsoidea C-169]	RMZ53367.1 hypothetical protein APUTEX25_004855 [Auxenochlorella protothecoides]
OG0003528	EIE18275.1 hypothetical protein COCSUDRAFT_60467 [Coccomyxa subellipsoidea C-169]	RMZ53376.1 hypothetical protein APUTEX25_004864 [Auxenochlorella protothecoides]
OG0003529	EIE26454.1 MCM-domain-containing protein_ partial [Coccomyxa subellipsoidea C-169]	RMZ53378.1 hypothetical protein APUTEX25_004866 [Auxenochlorella protothecoides]
OG0003530	EIE19328.1 hypothetical protein COCSUDRAFT_67854 [Coccomyxa subellipsoidea C-169]	RMZ53386.1 hypothetical protein APUTEX25_004874 [Auxenochlorella protothecoides]
OG0003531	EIE23690.1 Clavaminate synthase-like protein [Coccomyxa subellipsoidea C-169]	RMZ53402.1 hypothetical protein APUTEX25_004890_ partial [Auxenochlorella protothecoides]
OG0003533	EIE26599.1 hypothetical protein COCSUDRAFT_32225 [Coccomyxa subellipsoidea C-169]	RMZ53406.1 hypothetical protein APUTEX25_004894 [Auxenochlorella protothecoides]
OG0003534	EIE19431.1 hypothetical protein COCSUDRAFT_44752 [Coccomyxa subellipsoidea C-169]	RMZ53407.1 hypothetical protein APUTEX25_004895_ partial [Auxenochlorella protothecoides]
OG0003535	EIE18084.1 hypothetical protein COCSUDRAFT_31863 [Coccomyxa subellipsoidea C-169]	RMZ53411.1 hypothetical protein APUTEX25_004899 [Auxenochlorella protothecoides]
OG0003536	EIE24193.1 WD40 repeat-like protein [Coccomyxa subellipsoidea C-169]	RMZ53424.1 hypothetical protein APUTEX25_004912 [Auxenochlorella protothecoides]
OG0003537	EIE27830.1 hypothetical protein COCSUDRAFT_83450_ partial [Coccomyxa subellipsoidea C-169]	RMZ53431.1 hypothetical protein APUTEX25_004919 [Auxenochlorella protothecoides]
OG0003538	EIE25558.1 hypothetical protein COCSUDRAFT_28103 [Coccomyxa subellipsoidea C-169]	RMZ53433.1 hypothetical protein APUTEX25_004921 [Auxenochlorella protothecoides]
OG0003539	EIE23531.1 voltage-dependent anion-selective channel protein [Coccomyxa subellipsoidea C-169]	RMZ53447.1 hypothetical protein APUTEX25_003269 [Auxenochlorella protothecoides]
OG0003540	EIE26020.1 ribosomal protein L14 component of cytosolic 80S ribosome and 60S large subunit [Coccomyxa subellipsoidea C-169]	RMZ53455.1 hypothetical protein APUTEX25_003277 [Auxenochlorella protothecoides]
OG0003541	EIE23457.1 hypothetical protein COCSUDRAFT_65925 [Coccomyxa subellipsoidea C-169]	RMZ53460.1 hypothetical protein APUTEX25_003282 [Auxenochlorella protothecoides]
OG0003542	EIE21649.1 cytochrome c oxidase assembly protein CtaG/Cox11 [Coccomyxa subellipsoidea C-169]	RMZ53465.1 hypothetical protein APUTEX25_003287 [Auxenochlorella protothecoides]
OG0003543	EIE23534.1 hypothetical protein COCSUDRAFT_65967 [Coccomyxa subellipsoidea C-169]	RMZ53492.1 hypothetical protein APUTEX25_003314 [Auxenochlorella protothecoides]
OG0003544	EIE24151.1 hypothetical protein COCSUDRAFT_53242 [Coccomyxa subellipsoidea C-169]	RMZ53499.1 hypothetical protein APUTEX25_003321_ partial [Auxenochlorella protothecoides]
OG0003545	EIE25434.1 GBP-domain-containing protein [Coccomyxa subellipsoidea C-169]	RMZ53501.1 hypothetical protein APUTEX25_003323_ partial [Auxenochlorella protothecoides]
OG0003546	EIE21038.1 GTPase [Coccomyxa subellipsoidea C-169]	RMZ53511.1 hypothetical protein APUTEX25_003333 [Auxenochlorella protothecoides]
OG0003547	EIE21366.1 hypothetical protein COCSUDRAFT_56585 [Coccomyxa subellipsoidea C-169]	RMZ53519.1 hypothetical protein APUTEX25_003341_ partial [Auxenochlorella protothecoides]
OG0003549	EIE23315.1 hypothetical protein COCSUDRAFT_15701 [Coccomyxa subellipsoidea C-169]	RMZ53529.1 hypothetical protein APUTEX25_003351 [Auxenochlorella protothecoides]
OG0003550	EIE24060.1 eukaryotic translation initiation factor 4E [Coccomyxa subellipsoidea C-169]	RMZ53530.1 hypothetical protein APUTEX25_003352 [Auxenochlorella protothecoides]
OG0003551	EIE23250.1 hypothetical protein COCSUDRAFT_63606 [Coccomyxa subellipsoidea C-169]	RMZ53531.1 hypothetical protein APUTEX25_003353 [Auxenochlorella protothecoides]
OG0003553	EIE21630.1 hypothetical protein COCSUDRAFT_56833 [Coccomyxa subellipsoidea C-169]	RMZ53548.1 hypothetical protein APUTEX25_003370 [Auxenochlorella protothecoides]
OG0003554	EIE25026.1 alpha/beta-hydrolase [Coccomyxa subellipsoidea C-169]	RMZ53559.1 hypothetical protein APUTEX25_003381 [Auxenochlorella protothecoides]
OG0003556	EIE24521.1 ABC1-domain-containing protein [Coccomyxa subellipsoidea C-169]	RMZ53566.1 hypothetical protein APUTEX25_003388 [Auxenochlorella protothecoides]
OG0003557	EIE21650.1 hypothetical protein COCSUDRAFT_30146 [Coccomyxa subellipsoidea C-169]	RMZ53578.1 hypothetical protein APUTEX25_003400 [Auxenochlorella protothecoides]
OG0003558	EIE20032.1 WD40 repeat-like protein [Coccomyxa subellipsoidea C-169]	RMZ53581.1 hypothetical protein APUTEX25_003403 [Auxenochlorella protothecoides]
OG0003559	EIE24037.1 HAD-superfamily phosphatase_ partial [Coccomyxa subellipsoidea C-169]	RMZ53602.1 hypothetical protein APUTEX25_003136 [Auxenochlorella protothecoides]
OG0003560	EIE26980.1 tetrapyrrole methylase family protein [Coccomyxa subellipsoidea C-169]	RMZ53603.1 hypothetical protein APUTEX25_003137_ partial [Auxenochlorella protothecoides]
OG0003561	EIE27479.1 hypothetical protein COCSUDRAFT_39137 [Coccomyxa subellipsoidea C-169]	RMZ53604.1 hypothetical protein APUTEX25_003138 [Auxenochlorella protothecoides]
OG0003562	EIE21948.1 hypothetical protein COCSUDRAFT_66754 [Coccomyxa subellipsoidea C-169]	RMZ53609.1 hypothetical protein APUTEX25_003143_ partial [Auxenochlorella protothecoides]
OG0003563	EIE19588.1 ribosomal protein L15_ partial [Coccomyxa subellipsoidea C-169]	RMZ53610.1 hypothetical protein APUTEX25_003144_ partial [Auxenochlorella protothecoides]
OG0003564	EIE23288.1 hypothetical protein COCSUDRAFT_23864_ partial [Coccomyxa subellipsoidea C-169]	RMZ53618.1 hypothetical protein APUTEX25_003152_ partial [Auxenochlorella protothecoides]
OG0003565	EIE27607.1 DUF850-domain-containing protein [Coccomyxa subellipsoidea C-169]	RMZ53619.1 hypothetical protein APUTEX25_003153 [Auxenochlorella protothecoides]
OG0003566	EIE18950.1 DUF298-domain-containing protein [Coccomyxa subellipsoidea C-169]	RMZ53629.1 hypothetical protein APUTEX25_003163 [Auxenochlorella protothecoides]
OG0003567	EIE22947.1 ArsAB family transporter_ arsenite [Coccomyxa subellipsoidea C-169]	RMZ53633.1 hypothetical protein APUTEX25_003167_ partial [Auxenochlorella protothecoides]
OG0003568	EIE25654.1 hypothetical protein COCSUDRAFT_12782 [Coccomyxa subellipsoidea C-169]	RMZ53655.1 hypothetical protein APUTEX25_003189_ partial [Auxenochlorella protothecoides]
OG0003569	EIE27129.1 Tim17-domain-containing protein_ partial [Coccomyxa subellipsoidea C-169]	RMZ53658.1 hypothetical protein APUTEX25_003192 [Auxenochlorella protothecoides]
OG0003570	EIE23965.1 glutamine synthetase [Coccomyxa subellipsoidea C-169]	RMZ53659.1 hypothetical protein APUTEX25_003193 [Auxenochlorella protothecoides]
OG0003571	EIE21670.1 putative 50S ribosomal protein L20 [Coccomyxa subellipsoidea C-169]	RMZ53662.1 hypothetical protein APUTEX25_003196 [Auxenochlorella protothecoides]
OG0003573	EIE24115.1 hypothetical protein COCSUDRAFT_28627 [Coccomyxa subellipsoidea C-169]	RMZ53676.1 hypothetical protein APUTEX25_003210 [Auxenochlorella protothecoides]
OG0003575	EIE23121.1 succinate dehydrogenase and fumarate r [Coccomyxa subellipsoidea C-169]	RMZ53687.1 hypothetical protein APUTEX25_003221 [Auxenochlorella protothecoides]
OG0003576	EIE21668.1 hypothetical protein COCSUDRAFT_56864 [Coccomyxa subellipsoidea C-169]	RMZ53701.1 hypothetical protein APUTEX25_003235 [Auxenochlorella protothecoides]
OG0003578	EIE19088.1 hypothetical protein COCSUDRAFT_44868 [Coccomyxa subellipsoidea C-169]	RMZ53710.1 hypothetical protein APUTEX25_003244 [Auxenochlorella protothecoides]
OG0003579	EIE23946.1 hypothetical protein COCSUDRAFT_65659 [Coccomyxa subellipsoidea C-169]	RMZ53713.1 hypothetical protein APUTEX25_003247 [Auxenochlorella protothecoides]
OG0003580	EIE25011.1 hypothetical protein COCSUDRAFT_52744 [Coccomyxa subellipsoidea C-169]	RMZ53714.1 hypothetical protein APUTEX25_003248 [Auxenochlorella protothecoides]
OG0003581	EIE20039.1 hypothetical protein COCSUDRAFT_83555 [Coccomyxa subellipsoidea C-169]	RMZ53738.1 hypothetical protein APUTEX25_003877 [Auxenochlorella protothecoides]
OG0003582	EIE19106.1 thioredoxin-like protein [Coccomyxa subellipsoidea C-169]	RMZ53763.1 hypothetical protein APUTEX25_003902_ partial [Auxenochlorella protothecoides]
OG0003583	EIE19830.1 hypothetical protein COCSUDRAFT_30891 [Coccomyxa subellipsoidea C-169]	RMZ53771.1 hypothetical protein APUTEX25_003910_ partial [Auxenochlorella protothecoides]
OG0003584	EIE26094.1 DHDPS-domain-containing protein [Coccomyxa subellipsoidea C-169]	RMZ53789.1 hypothetical protein APUTEX25_003928 [Auxenochlorella protothecoides]
OG0003585	EIE23869.1 Maf1-domain-containing protein [Coccomyxa subellipsoidea C-169]	RMZ53803.1 hypothetical protein APUTEX25_003942 [Auxenochlorella protothecoides]
OG0003586	EIE26995.1 hypothetical protein COCSUDRAFT_46309 [Coccomyxa subellipsoidea C-169]	RMZ53808.1 hypothetical protein APUTEX25_003947_ partial [Auxenochlorella protothecoides]
OG0003588	EIE20026.1 alpha/beta-hydrolase_ partial [Coccomyxa subellipsoidea C-169]	RMZ53836.1 hypothetical protein APUTEX25_003975 [Auxenochlorella protothecoides]
OG0003589	EIE20924.1 alba-domain-containing protein [Coccomyxa subellipsoidea C-169]	RMZ53855.1 hypothetical protein APUTEX25_005601 [Auxenochlorella protothecoides]
OG0003590	EIE23295.1 WD40 repeat-like protein [Coccomyxa subellipsoidea C-169]	RMZ53875.1 hypothetical protein APUTEX25_005621 [Auxenochlorella protothecoides]
OG0003592	EIE21135.1 outer Arm dynein light chain 1 [Coccomyxa subellipsoidea C-169]	RMZ53905.1 hypothetical protein APUTEX25_004748 [Auxenochlorella protothecoides]
OG0003593	EIE26949.1 hypothetical protein COCSUDRAFT_59444 [Coccomyxa subellipsoidea C-169]	RMZ53916.1 hypothetical protein APUTEX25_004941 [Auxenochlorella protothecoides]
OG0003596	EIE25292.1 tRNA synthetase class I _C_ family protein [Coccomyxa subellipsoidea C-169]	RMZ53975.1 hypothetical protein APUTEX25_002552_ partial [Auxenochlorella protothecoides]
OG0003597	EIE26543.1 hypothetical protein COCSUDRAFT_39611 [Coccomyxa subellipsoidea C-169]	RMZ53987.1 hypothetical protein APUTEX25_002564_ partial [Auxenochlorella protothecoides]
OG0003598	EIE24135.1 DnaJ-domain-containing protein [Coccomyxa subellipsoidea C-169]	RMZ54014.1 hypothetical protein APUTEX25_002591 [Auxenochlorella protothecoides]
OG0003599	EIE22224.1 aromatic-aminoacid decarboxylase [Coccomyxa subellipsoidea C-169]	RMZ54015.1 hypothetical protein APUTEX25_002592_ partial [Auxenochlorella protothecoides]
OG0003600	EIE22281.1 Sec1-like protein [Coccomyxa subellipsoidea C-169]	RMZ54022.1 hypothetical protein APUTEX25_002599 [Auxenochlorella protothecoides]
OG0003601	EIE22220.1 transport protein particle component [Coccomyxa subellipsoidea C-169]	RMZ54034.1 hypothetical protein APUTEX25_002611 [Auxenochlorella protothecoides]
OG0003602	EIE24137.1 Lipoate acetyltransferase [Coccomyxa subellipsoidea C-169]	RMZ54037.1 hypothetical protein APUTEX25_002614_ partial [Auxenochlorella protothecoides]
OG0003603	EIE26693.1 hypothetical protein COCSUDRAFT_12364 [Coccomyxa subellipsoidea C-169]	RMZ54047.1 hypothetical protein APUTEX25_002624 [Auxenochlorella protothecoides]
OG0003604	EIE20977.1 hypothetical protein COCSUDRAFT_83536 [Coccomyxa subellipsoidea C-169]	RMZ54050.1 hypothetical protein APUTEX25_002627_ partial [Auxenochlorella protothecoides]
OG0003605	EIE24753.1 photosystem I reaction centre subunit VI [Coccomyxa subellipsoidea C-169]	RMZ54066.1 hypothetical protein APUTEX25_002643 [Auxenochlorella protothecoides]
OG0003606	EIE26369.1 hypothetical protein COCSUDRAFT_46062 [Coccomyxa subellipsoidea C-169]	RMZ54074.1 hypothetical protein APUTEX25_002651_ partial [Auxenochlorella protothecoides]
OG0003607	EIE23998.1 electron transfer flavo protein beta-subunit [Coccomyxa subellipsoidea C-169]	RMZ54076.1 hypothetical protein APUTEX25_002653 [Auxenochlorella protothecoides]
OG0003608	EIE24227.1 hypothetical protein COCSUDRAFT_65802_ partial [Coccomyxa subellipsoidea C-169]	RMZ54077.1 hypothetical protein APUTEX25_002654_ partial [Auxenochlorella protothecoides]
OG0003609	EIE22414.1 P-loop containing nucleoside triphosphate hydrolase protein [Coccomyxa subellipsoidea C-169]	RMZ54087.1 hypothetical protein APUTEX25_002664 [Auxenochlorella protothecoides]
OG0003610	EIE26087.1 hypothetical protein COCSUDRAFT_40248 [Coccomyxa subellipsoidea C-169]	RMZ54090.1 hypothetical protein APUTEX25_002667 [Auxenochlorella protothecoides]
