Orthogroup	Chlorella_A99	Micractinium_SAG24180
OG0003243	PCFQ01000006.1 g3148 [Chlorella sp. A99]	PSC72807.1 Deoxyhypusine synthase [Micractinium conductrix]
OG0003244	PCFQ01000006.1 g3181 [Chlorella sp. A99]	PSC72794.1 hypothetical protein C2E20_3989 [Micractinium conductrix]
OG0003245	PCFQ01000013.1 g3293 [Chlorella sp. A99]	PSC75116.1 ribosome production factor 2-like protein [Micractinium conductrix]
OG0003246	PCFQ01000013.1 g3303 [Chlorella sp. A99]	PSC75003.1 kinesin BC2 isoform X3 [Micractinium conductrix]
OG0003247	PCFQ01000013.1 g3359 [Chlorella sp. A99]	PSC76651.1 hypothetical protein C2E20_0670 [Micractinium conductrix]
OG0003349	PCFQ01000015.1 g3050 [Chlorella sp. A99]	PSC73103.1 DNA recombination repair [Micractinium conductrix]
OG0003355	PCFQ01000005.1 g787 [Chlorella sp. A99]	PSC68749.1 N-D-ribosylpurine ribohydrolase [Micractinium conductrix]
OG0003356	PCFQ01000005.1 g781 [Chlorella sp. A99]	PSC72086.1 vacuolar sorting-associated 28-like protein 2-like [Micractinium conductrix]
OG0003358	PCFQ01000015.1 g3075 [Chlorella sp. A99]	PSC69173.1 branched-chain amino acid aminotransferase [Micractinium conductrix]
OG0003359	PCFQ01000079.1 g1303 [Chlorella sp. A99]	PSC72200.1 IMP-specific 5-nucleotidase [Micractinium conductrix]
OG0003368	PCFQ01000079.1 g1357 [Chlorella sp. A99]	PSC74124.1 shaggy-related kinase epsilon [Micractinium conductrix]
OG0003372	PCFQ01000075.1 g1919 [Chlorella sp. A99]	PSC73375.1 AP-2 complex subunit alpha-1-like [Micractinium conductrix]
OG0003375	PCFQ01000058.1 g273 [Chlorella sp. A99]	PSC72995.1 CBL-interacting kinase 11 [Micractinium conductrix]
OG0003379	PCFQ01000058.1 g135 [Chlorella sp. A99]	PSC76093.1 hypothetical protein C2E20_0258 [Micractinium conductrix]
OG0003380	PCFQ01000079.1 g1430 [Chlorella sp. A99]	PSC71677.1 Peter Pan [Micractinium conductrix]
OG0003386	PCFQ01000010.1 g373 [Chlorella sp. A99]	PSC67685.1 paladin isoform X1 [Micractinium conductrix]
OG0003392	PCFQ01000075.1 g1936 [Chlorella sp. A99]	PSC70530.1 glycosyl hydrolase [Micractinium conductrix]
OG0003394	PCFQ01000011.1 g2891 [Chlorella sp. A99]	PSC72672.1 peroxisomal membrane 11C [Micractinium conductrix]
OG0003395	PCFQ01000078.1 g1993 [Chlorella sp. A99]	PSC71248.1 histidinol dehydrogenase [Micractinium conductrix]
OG0003415	PCFQ01000078.1 g2184 [Chlorella sp. A99]	PSC76462.1 transmembrane 9 superfamily member 1 [Micractinium conductrix]
OG0003416	PCFQ01000005.1 g810 [Chlorella sp. A99]	PSC75821.1 small nuclear ribonucleo Sm D2 [Micractinium conductrix]
OG0003420	PCFQ01000005.1 g793 [Chlorella sp. A99]	PSC77059.1 DDB1-and CUL4-associated factor 12 [Micractinium conductrix]
OG0003424	PCFQ01000037.1 g2343 [Chlorella sp. A99]	PSC73764.1 hypothetical protein C2E20_2967 [Micractinium conductrix]
OG0003425	PCFQ01000005.1 g802 [Chlorella sp. A99]	PSC75243.1 30S ribosomal chloroplastic [Micractinium conductrix]
OG0003428	PCFQ01000011.1 g2919 [Chlorella sp. A99]	PSC69002.1 nuclear pore complex Nup205 [Micractinium conductrix]
OG0003434	PCFQ01000004.1 g2674 [Chlorella sp. A99]	PSC67972.1 Lycopene beta chloroplastic [Micractinium conductrix]
OG0003436	PCFQ01000004.1 g2617 [Chlorella sp. A99]	PSC75776.1 trigger factor Chloroplastic [Micractinium conductrix]
OG0003437	PCFQ01000006.1 g3226 [Chlorella sp. A99]	PSC74684.1 1-deoxy-D-xylulose 5-phosphate synthase [Micractinium conductrix]
OG0003445	PCFQ01000078.1 g2194 [Chlorella sp. A99]	PSC76647.1 disulfide isomerase [Micractinium conductrix]
OG0003446	PCFQ01000013.1 g3269 [Chlorella sp. A99]	PSC68423.1 serine threonine [Micractinium conductrix]
OG0003448	PCFQ01000082.1 g550 [Chlorella sp. A99]	PSC74665.1 glycosyltransferase CAZy family GT77 [Micractinium conductrix]
OG0003452	PCFQ01000005.1 g862 [Chlorella sp. A99]	PSC73624.1 methyltransferase MT-_ISS_ [Micractinium conductrix]
OG0003454	PCFQ01000006.1 g3237 [Chlorella sp. A99]	PSC74412.1 60S ribosomal L30 [Micractinium conductrix]
OG0003455	PCFQ01000013.1 g3267 [Chlorella sp. A99]	PSC74871.1 4-diphosphocytidyl-2-C-methyl-D-erythritol kinase [Micractinium conductrix]
OG0003456	PCFQ01000079.1 g1470 [Chlorella sp. A99]	PSC73437.1 8-oxoguanine deaminase [Micractinium conductrix]
OG0003462	PCFQ01000006.1 g3241 [Chlorella sp. A99]	PSC70500.1 Serine threonine-kinase haspin [Micractinium conductrix]
OG0003466	PCFQ01000006.1 g3233 [Chlorella sp. A99]	PSC74625.1 Large neutral amino acids transporter small subunit 4 [Micractinium conductrix]
OG0003467	PCFQ01000082.1 g618 [Chlorella sp. A99]	PSC74720.1 UDP-sulfoquinovose synthase [Micractinium conductrix]
OG0003477	PCFQ01000005.1 g848 [Chlorella sp. A99]	PSC75781.1 Transmembrane 41 like [Micractinium conductrix]
OG0003489	PCFQ01000078.1 g2025 [Chlorella sp. A99]	PSC68346.1 U6 snRNA-associated Sm LSm2 [Micractinium conductrix]
OG0003490	PCFQ01000013.1 g3280 [Chlorella sp. A99]	PSC68138.1 Flowering time control FPA [Micractinium conductrix]
OG0003492	PCFQ01000005.1 g851 [Chlorella sp. A99]	PSC75835.1 Fanconi anemia group I [Micractinium conductrix]
OG0003495	PCFQ01000004.1 g2714 [Chlorella sp. A99]	PSC69266.1 G -activated inward rectifier potassium channel 4-like [Micractinium conductrix]
OG0003499	PCFQ01000081.1 g1556 [Chlorella sp. A99]	PSC71188.1 glutamyl-tRNA reductase-binding chloroplastic [Micractinium conductrix]
OG0003510	PCFQ01000011.1 g2778 [Chlorella sp. A99]	PSC75822.1 Peptidyl-prolyl cis-trans isomerase D [Micractinium conductrix]
OG0003512	PCFQ01000013.1 g3289 [Chlorella sp. A99]	PSC75082.1 cytochrome P450 superfamily [Micractinium conductrix]
OG0003520	PCFQ01000006.1 g3200 [Chlorella sp. A99]	PSC74370.1 30S ribosomal S1 [Micractinium conductrix]
OG0003528	PCFQ01000011.1 g2745 [Chlorella sp. A99]	PSC74027.1 hypothetical protein C2E20_2723 [Micractinium conductrix]
OG0003529	PCFQ01000079.1 g1250 [Chlorella sp. A99]	PSC73280.1 DNA replication licensing factor mcm2 [Micractinium conductrix]
OG0003532	PCFQ01000073.1 g1980 [Chlorella sp. A99]	PSC71797.1 O-glucosyltransferase 1 [Micractinium conductrix]
OG0003539	PCFQ01000015.1 g2983 [Chlorella sp. A99]	PSC73090.1 voltage-dependent anion-selective channel [Micractinium conductrix]
OG0003540	PCFQ01000018.1 g433 [Chlorella sp. A99]	PSC67565.1 hypothetical protein C2E20_8782 [Micractinium conductrix]
OG0003546	PCFQ01000078.1 g2057 [Chlorella sp. A99]	PSC71323.1 ribosome biogenesis GTPase [Micractinium conductrix]
OG0003550	PCFQ01000018.1 g432 [Chlorella sp. A99]	PSC67569.1 hypothetical protein C2E20_8778 [Micractinium conductrix]
OG0003552	PCFQ01000008.1 g1132 [Chlorella sp. A99]	PSC68082.1 hypothetical protein C2E20_8271 [Micractinium conductrix], PSC68083.1 hypothetical protein C2E20_8271 [Micractinium conductrix]
OG0003555	PCFQ01000077.1 g1734 [Chlorella sp. A99]	PSC68095.1 Gem-associated 2 [Micractinium conductrix]
OG0003564	PCFQ01000037.1 g2461 [Chlorella sp. A99]	PSC72088.1 splicing factor U2af large subunit A-like isoform X2 [Micractinium conductrix]
OG0003566	PCFQ01000037.1 g2455 [Chlorella sp. A99]	PSC72336.1 DCN1 2 [Micractinium conductrix]
OG0003568	PCFQ01000011.1 g2913 [Chlorella sp. A99]	PSC71491.1 cytochrome b561 domain-containing 2 [Micractinium conductrix]
OG0003570	PCFQ01000011.1 g2903 [Chlorella sp. A99]	PSC71571.1 glutamine synthetase [Micractinium conductrix]
OG0003572	PCFQ01000075.1 g1932 [Chlorella sp. A99]	PSC73533.1 WD repeat-containing 48 [Micractinium conductrix]
OG0003573	PCFQ01000011.1 g2912 [Chlorella sp. A99]	PSC71656.1 ATP-dependent RNA helicase mitochondrial [Micractinium conductrix]
OG0003574	PCFQ01000079.1 g1473 [Chlorella sp. A99]	PSC72161.1 carbohydrate kinase [Micractinium conductrix]
OG0003577	PCFQ01000007.1 g1213 [Chlorella sp. A99]	PSC69505.1 flagellar associated [Micractinium conductrix], PSC69448.1 flagellar associated [Micractinium conductrix]
OG0003583	PCFQ01000019.1 g1790 [Chlorella sp. A99]	PSC68762.1 alpha N-terminal methyltransferase 1 [Micractinium conductrix]
OG0003585	PCFQ01000011.1 g2852 [Chlorella sp. A99]	PSC69066.1 Repressor of RNA polymerase III transcription MAF1 [Micractinium conductrix]
OG0003589	PCFQ01000002.1 g723 [Chlorella sp. A99]	PSC67986.1 ribonuclease P subunit p25 [Micractinium conductrix]
OG0003592	PCFQ01000078.1 g2102 [Chlorella sp. A99]	PSC71349.1 Diacylglycerol O-acyltransferase 2B [Micractinium conductrix]
OG0003593	PCFQ01000019.1 g1799 [Chlorella sp. A99]	PSC70853.1 pentatricopeptide repeat [Micractinium conductrix]
OG0003595	PCFQ01000018.1 g442 [Chlorella sp. A99]	PSC68984.1 CBS domain [Micractinium conductrix]
OG0003598	PCFQ01000013.1 g3347 [Chlorella sp. A99]	PSC67935.1 dnaJ-like protein subfamily C member 2 [Micractinium conductrix]
OG0003603	PCFQ01000058.1 g96 [Chlorella sp. A99]	PSC73269.1 tRNA _guanine_37_-N1_-methyltransferase 1 [Micractinium conductrix]
OG0003612	PCFQ01000018.1 g434 [Chlorella sp. A99]	PSC67552.1 hypothetical protein C2E20_8773 [Micractinium conductrix]
OG0003622	PCFQ01000005.1 g751 [Chlorella sp. A99]	PSC69781.1 nifU chloroplastic [Micractinium conductrix]
OG0003625	PCFQ01000010.1 g363 [Chlorella sp. A99]	PSC67663.1 indole-3-glycerol phosphate chloroplastic-like [Micractinium conductrix]
OG0003627	PCFQ01000010.1 g377 [Chlorella sp. A99]	PSC67651.1 DNA repair and recombination RAD54 [Micractinium conductrix]
OG0003640	PCFQ01000012.1 g1823 [Chlorella sp. A99]	PSC68438.1 Transaldolase [Micractinium conductrix]
OG0003651	PCFQ01000081.1 g1633 [Chlorella sp. A99]	PSC76193.1 Proteasome subunit beta type-1 [Micractinium conductrix]
OG0003652	PCFQ01000037.1 g2491 [Chlorella sp. A99]	PSC69971.1 Sphingosine kinase 1 [Micractinium conductrix]
OG0003668	PCFQ01000037.1 g2468 [Chlorella sp. A99]	PSC69909.1 glutamine-dependent NAD_+_ synthetase [Micractinium conductrix]
OG0003674	PCFQ01000001.1 g956 [Chlorella sp. A99]	PSC69393.1 mRNA-decapping enzyme subunit 2 [Micractinium conductrix]
OG0003678	PCFQ01000003.1 g1041 [Chlorella sp. A99]	PSC69233.1 carotene isomerase [Micractinium conductrix]
OG0003679	PCFQ01000003.1 g1047 [Chlorella sp. A99]	PSC69237.1 translation factor GUF1 organellar chromatophore [Micractinium conductrix]
OG0003686	PCFQ01000058.1 g33 [Chlorella sp. A99]	PSC75689.1 strawberry notch isoform A [Micractinium conductrix], PSC75688.1 strawberry notch isoform B [Micractinium conductrix]
OG0003704	PCFQ01000006.1 g3099 [Chlorella sp. A99]	PSC71518.1 Conserved alpha-helical _ISS_ [Micractinium conductrix]
OG0003711	PCFQ01000077.1 g1750 [Chlorella sp. A99]	PSC72393.1 2-C-methyl-D-erythritol 4-phosphate chloroplastic [Micractinium conductrix]
OG0003722	PCFQ01000082.1 g549 [Chlorella sp. A99]	PSC74434.1 translation factor SUI1-like protein [Micractinium conductrix]
OG0003736	PCFQ01000008.1 g1099 [Chlorella sp. A99]	PSC75779.1 putative mitochondrial-processing peptidase subunit beta [Micractinium conductrix]
OG0003737	PCFQ01000011.1 g2792 [Chlorella sp. A99]	PSC68111.1 P-loop containing nucleoside triphosphate hydrolase [Micractinium conductrix]
OG0003740	PCFQ01000001.1 g1013 [Chlorella sp. A99]	PSC70019.1 NLRC3 [Micractinium conductrix]
OG0003745	PCFQ01000078.1 g2139 [Chlorella sp. A99]	PSC76700.1 pterin-4-alpha-carbinolamine dehydratase [Micractinium conductrix]
OG0003748	PCFQ01000008.1 g1102 [Chlorella sp. A99]	PSC75605.1 ultraviolet-B receptor UVR8-like [Micractinium conductrix]
OG0003760	PCFQ01000006.1 g3158 [Chlorella sp. A99]	PSC72614.1 beclin-1 isoform X1 [Micractinium conductrix]
OG0003766	PCFQ01000058.1 g219 [Chlorella sp. A99]	PSC68726.1 Intron-binding aquarius [Micractinium conductrix]
OG0003767	PCFQ01000006.1 g3168 [Chlorella sp. A99]	PSC72840.1 50S ribosomal chloroplastic [Micractinium conductrix]
OG0003770	PCFQ01000006.1 g3179 [Chlorella sp. A99]	PSC72925.1 polyubiquitin 9 [Micractinium conductrix]
OG0003772	PCFQ01000082.1 g631 [Chlorella sp. A99]	PSC71089.1 hemerythrin [Micractinium conductrix]
OG0003780	PCFQ01000037.1 g2390 [Chlorella sp. A99]	PSC76224.1 BI1 isoform A [Micractinium conductrix], PSC76223.1 BI1 isoform B [Micractinium conductrix]
OG0003788	PCFQ01000078.1 g2203 [Chlorella sp. A99]	PSC74356.1 putative aarF domain-containing kinase chloroplastic [Micractinium conductrix]
OG0003800	PCFQ01000079.1 g1367 [Chlorella sp. A99]	PSC74128.1 mini-chromosome maintenance complex-binding isoform A [Micractinium conductrix], PSC74127.1 mini-chromosome maintenance complex-binding isoform B [Micractinium conductrix]
OG0003804	PCFQ01000015.1 g2940 [Chlorella sp. A99]	PSC67420.1 cytochrome c oxidase subunit 4_13 kD [Micractinium conductrix]
OG0003806	PCFQ01000079.1 g1427 [Chlorella sp. A99]	PSC76022.1 acyl-oxidase [Micractinium conductrix]
OG0003815	PCFQ01000015.1 g2941 [Chlorella sp. A99]	PSC67421.1 50S ribosomal chloroplastic [Micractinium conductrix]
OG0003827	PCFQ01000007.1 g1190 [Chlorella sp. A99]	PSC75672.1 Sorbitol dehydrogenase [Micractinium conductrix]
OG0003834	PCFQ01000082.1 g568 [Chlorella sp. A99]	PSC70276.1 hypothetical protein C2E20_6343 [Micractinium conductrix]
OG0003837	PCFQ01000082.1 g495 [Chlorella sp. A99]	PSC74593.1 Swr1 complex bromodomain subunit Brf1 isoform B [Micractinium conductrix], PSC74594.1 Swr1 complex bromodomain subunit Brf1 isoform A [Micractinium conductrix]
OG0003838	PCFQ01000082.1 g570 [Chlorella sp. A99]	PSC70203.1 Cwf15 Cwc15 cell cycle control [Micractinium conductrix]
OG0003845	PCFQ01000010.1 g331 [Chlorella sp. A99]	PSC71866.1 Ethanolamine-phosphate cytidylyltransferase [Micractinium conductrix]
OG0003848	PCFQ01000010.1 g341 [Chlorella sp. A99]	PSC72019.1 Sucrose-phosphatase 2 [Micractinium conductrix]
OG0003851	PCFQ01000079.1 g1363 [Chlorella sp. A99]	PSC71883.1 DUF3119 family [Micractinium conductrix]
OG0003852	PCFQ01000010.1 g304 [Chlorella sp. A99]	PSC67625.1 Small nuclear ribonucleo E [Micractinium conductrix]
OG0003854	PCFQ01000010.1 g310 [Chlorella sp. A99]	PSC71972.1 peptidyl-prolyl cis-trans isomerase-like 1 [Micractinium conductrix]
OG0003855	PCFQ01000010.1 g342 [Chlorella sp. A99]	PSC71971.1 integral membrane single C2 domain [Micractinium conductrix]
OG0003863	PCFQ01000037.1 g2357 [Chlorella sp. A99]	PSC76545.1 Kinesin KIF19 [Micractinium conductrix]
OG0003871	PCFQ01000079.1 g1301 [Chlorella sp. A99]	PSC70590.1 Photosystem II stability assembly factor chloroplastic [Micractinium conductrix]
OG0003874	PCFQ01000008.1 g1114 [Chlorella sp. A99]	PSC72532.1 Gamma carbonic anhydrase-like mitochondrial [Micractinium conductrix]
OG0003875	PCFQ01000005.1 g778 [Chlorella sp. A99]	PSC72197.1 hypothetical protein C2E20_4380 [Micractinium conductrix]
OG0003878	PCFQ01000003.1 g1037 [Chlorella sp. A99]	PSC69289.1 plant F14N23-31 [Micractinium conductrix]
OG0003881	PCFQ01000008.1 g1119 [Chlorella sp. A99]	PSC72420.1 adenine nucleotide alpha hydrolase [Micractinium conductrix]
OG0003882	PCFQ01000058.1 g197 [Chlorella sp. A99]	PSC73842.1 28S ribosomal mitochondrial [Micractinium conductrix]
OG0003890	PCFQ01000058.1 g124 [Chlorella sp. A99]	PSC73700.1 PAB-dependent poly_A_-specific ribonuclease subunit 3 [Micractinium conductrix]
OG0003892	PCFQ01000010.1 g299 [Chlorella sp. A99]	PSC71991.1 Cold shock domain-containing [Micractinium conductrix]
OG0003893	PCFQ01000001.1 g947 [Chlorella sp. A99]	PSC69355.1 tRNA-splicing endonuclease subunit Sen54 [Micractinium conductrix]
OG0003896	PCFQ01000037.1 g2477 [Chlorella sp. A99]	PSC69863.1 tetratricopeptide repeat 9B [Micractinium conductrix], PSC69848.1 hypothetical protein C2E20_6606 [Micractinium conductrix]
OG0003901	PCFQ01000014.1 g1889 [Chlorella sp. A99]	PSC68246.1 gamma-glutamyltransferase 5 [Micractinium conductrix], PSC68298.1 hypothetical protein C2E20_8142 [Micractinium conductrix], PSC75521.1 hypothetical protein C2E20_1298 [Micractinium conductrix]
OG0003906	PCFQ01000079.1 g1272 [Chlorella sp. A99]	PSC73492.1 photosystem I reaction center subunit IV [Micractinium conductrix]
OG0003912	PCFQ01000015.1 g3037 [Chlorella sp. A99]	PSC73175.1 UDP-glucuronic acid decarboxylase 1 [Micractinium conductrix]
OG0003915	PCFQ01000005.1 g835 [Chlorella sp. A99]	PSC75472.1 50S ribosomal L31_ chloroplastic-like [Micractinium conductrix]
OG0003922	PCFQ01000075.1 g1912 [Chlorella sp. A99]	PSC74350.1 putative UDP-N-acetylglucosamine-peptide N-acetylglucosaminyltransferase SPINDLY [Micractinium conductrix]
OG0003923	PCFQ01000078.1 g2115 [Chlorella sp. A99]	PSC76948.1 50S ribosomal L9 [Micractinium conductrix]
OG0003924	PCFQ01000078.1 g2114 [Chlorella sp. A99]	PSC76185.1 developmentally-regulated G-2 [Micractinium conductrix]
OG0003927	PCFQ01000005.1 g785 [Chlorella sp. A99]	PSC72771.1 ecotropic viral integration site 5-like protein isoform X3 [Micractinium conductrix], PSC76997.1 LRR receptor-like kinase family [Micractinium conductrix]
OG0003935	PCFQ01000078.1 g2146 [Chlorella sp. A99]	PSC76417.1 flagellar associated [Micractinium conductrix]
OG0003940	PCFQ01000013.1 g3371 [Chlorella sp. A99]	PSC74140.1 mago nashi-like protein [Micractinium conductrix]
OG0003957	PCFQ01000001.1 g1001 [Chlorella sp. A99]	PSC75166.1 Hemolysin-type calcium-binding region [Micractinium conductrix], PSC67300.1 rf-129 peptide [Micractinium conductrix]
OG0003959	PCFQ01000078.1 g2069 [Chlorella sp. A99]	PSC71431.1 condensin complex subunit 3 [Micractinium conductrix]
OG0003970	PCFQ01000037.1 g2400 [Chlorella sp. A99]	PSC76870.1 Serine threonine kinase [Micractinium conductrix]
OG0003971	PCFQ01000078.1 g2086 [Chlorella sp. A99]	PSC71396.1 ferredoxin-thioredoxin reductase catalytic chloroplastic [Micractinium conductrix]
OG0003972	PCFQ01000079.1 g1500 [Chlorella sp. A99]	PSC70985.1 short-chain dehydrogenase [Micractinium conductrix]
OG0003974	PCFQ01000002.1 g745 [Chlorella sp. A99]	PSC70185.1 hypothetical protein C2E20_6264 [Micractinium conductrix]
OG0003981	PCFQ01000078.1 g2077 [Chlorella sp. A99]	PSC71373.1 FACT complex subunit SSRP1 [Micractinium conductrix]
OG0003983	PCFQ01000079.1 g1503 [Chlorella sp. A99]	PSC68046.1 ABC transporter G family member 28-like [Micractinium conductrix]
OG0003992	PCFQ01000078.1 g2051 [Chlorella sp. A99]	PSC71312.1 ACT domain-containing ACR9-like [Micractinium conductrix]
OG0003997	PCFQ01000079.1 g1519 [Chlorella sp. A99]	PSC70205.1 Cytochrome P450 [Micractinium conductrix]
OG0003998	PCFQ01000058.1 g26 [Chlorella sp. A99]	PSC75286.1 DNA repair endonuclease UVH1 [Micractinium conductrix]
OG0004000	PCFQ01000013.1 g3361 [Chlorella sp. A99]	PSC70983.1 pre-rRNA processing [Micractinium conductrix]
OG0004003	PCFQ01000019.1 g1812 [Chlorella sp. A99]	PSC75249.1 hypothetical protein C2E20_1524 [Micractinium conductrix]
OG0004005	PCFQ01000079.1 g1293 [Chlorella sp. A99]	PSC75399.1 Photosystem I reaction center subunit chloroplastic [Micractinium conductrix]
OG0004010	PCFQ01000005.1 g792 [Chlorella sp. A99]	PSC75571.1 Structural constituent of nuclear pore isoform 1 [Micractinium conductrix]
OG0004015	PCFQ01000002.1 g671 [Chlorella sp. A99]	PSC73820.1 mRNA turnover 4-like protein [Micractinium conductrix]
OG0004017	PCFQ01000006.1 g3113 [Chlorella sp. A99]	PSC71630.1 50S ribosomal L10 [Micractinium conductrix]
OG0004021	PCFQ01000006.1 g3222 [Chlorella sp. A99]	PSC74700.1 Translation initiation factor eIF-2B subunit epsilon [Micractinium conductrix]
OG0004034	PCFQ01000058.1 g82 [Chlorella sp. A99]	PSC68858.1 hypothetical protein C2E20_7570 [Micractinium conductrix], PSC68859.1 hypothetical protein C2E20_7570 [Micractinium conductrix]
OG0004038	PCFQ01000013.1 g3336 [Chlorella sp. A99]	PSC67545.1 exosome complex component RRP42 [Micractinium conductrix]
OG0004047	PCFQ01000078.1 g2097 [Chlorella sp. A99]	PSC68392.1 putative prolyl 4-hydroxylase 10 isoform B [Micractinium conductrix], PSC68393.1 putative prolyl 4-hydroxylase 10 isoform A [Micractinium conductrix]
OG0004050	PCFQ01000078.1 g2095 [Chlorella sp. A99]	PSC68340.1 phosphatidylinositol N-acetylglucosaminyltransferase subunit P isoform X1 [Micractinium conductrix]
OG0004053	PCFQ01000037.1 g2351 [Chlorella sp. A99]	PSC67292.1 Prefoldin subunit 6 [Micractinium conductrix]
OG0004054	PCFQ01000013.1 g3306 [Chlorella sp. A99]	PSC68168.1 Transcription factor BTF3 [Micractinium conductrix]
OG0004058	PCFQ01000004.1 g2578 [Chlorella sp. A99]	PSC67898.1 Chloride conductance regulatory ICln [Micractinium conductrix]
OG0004060	PCFQ01000002.1 g644 [Chlorella sp. A99]	PSC69119.1 sorbosone dehydrogenase [Micractinium conductrix]
OG0004063	PCFQ01000013.1 g3287 [Chlorella sp. A99]	PSC67297.1 MOB kinase activator-like 1 [Micractinium conductrix]
OG0004065	PCFQ01000006.1 g3228 [Chlorella sp. A99]	PSC74372.1 microfibrillar-associated 1-like [Micractinium conductrix]
OG0004069	PCFQ01000060.1 g2322 [Chlorella sp. A99]	PSC72463.1 glycosyltransferase family 28 [Micractinium conductrix]
OG0004077	PCFQ01000058.1 g36 [Chlorella sp. A99]	PSC75416.1 Heat shock STI [Micractinium conductrix]
OG0004083	PCFQ01000019.1 g1817 [Chlorella sp. A99]	PSC67543.1 lactation elevated 1 isoform X1 [Micractinium conductrix]
OG0004087	PCFQ01000020.1 g885 [Chlorella sp. A99]	PSC70422.1 SWR1 complex subunit 2-like [Micractinium conductrix]
OG0004090	PCFQ01000004.1 g2592 [Chlorella sp. A99], PCFQ01000004.1 g2600 [Chlorella sp. A99], PCFQ01000002.1 g642 [Chlorella sp. A99]	PSC68422.1 sugar transport 14-like [Micractinium conductrix], PSC67638.1 sugar transport 14-like [Micractinium conductrix]
OG0004092	PCFQ01000058.1 g116 [Chlorella sp. A99]	PSC68590.1 regulator of nonsense transcripts 1-like protein [Micractinium conductrix]
OG0004093	PCFQ01000015.1 g2991 [Chlorella sp. A99]	PSC76119.1 RNA polymerase-associated RTF1 [Micractinium conductrix]
OG0004096	PCFQ01000020.1 g898 [Chlorella sp. A99]	PSC70842.1 phosphatase 2C [Micractinium conductrix]
OG0004097	PCFQ01000020.1 g881 [Chlorella sp. A99]	PSC70306.1 GPCR-type G 1 protein [Micractinium conductrix]
OG0004100	PCFQ01000079.1 g1242 [Chlorella sp. A99]	PSC70513.1 26S proteasome non-ATPase regulatory subunit 4-like protein [Micractinium conductrix]
OG0004103	PCFQ01000058.1 g11 [Chlorella sp. A99]	PSC68646.1 Photosystem II repair PSB27-chloroplastic [Micractinium conductrix]
OG0004105	PCFQ01000058.1 g102 [Chlorella sp. A99]	PSC68830.1 carbamoyl-phosphate synthase S chain [Micractinium conductrix]
OG0004106	PCFQ01000058.1 g113 [Chlorella sp. A99]	PSC68256.1 Serine threonine-kinase SNT7 [Micractinium conductrix]
OG0004107	PCFQ01000058.1 g115 [Chlorella sp. A99]	PSC68248.1 exocyst complex component SEC3A [Micractinium conductrix]
OG0004108	PCFQ01000058.1 g125 [Chlorella sp. A99]	PSC73609.1 aldo-keto reductase-like [Micractinium conductrix]
OG0004109	PCFQ01000058.1 g152 [Chlorella sp. A99]	PSC70642.1 putative DNA helicase MCM9 [Micractinium conductrix]
OG0004110	PCFQ01000058.1 g172 [Chlorella sp. A99]	PSC76681.1 ATPase family AAA domain-containing 1-like [Micractinium conductrix]
OG0004111	PCFQ01000058.1 g266 [Chlorella sp. A99]	PSC71702.1 kinesin KIFC3 isoform X4 isoform A [Micractinium conductrix], PSC71703.1 kinesin KIFC3 isoform X4 isoform B [Micractinium conductrix]
OG0004112	PCFQ01000058.1 g280 [Chlorella sp. A99]	PSC71881.1 Rieske _2Fe-2S_ region [Micractinium conductrix]
OG0004114	PCFQ01000010.1 g292 [Chlorella sp. A99]	PSC67619.1 hypothetical protein C2E20_8722 [Micractinium conductrix], PSC67630.1 WD repeat-containing 49 [Micractinium conductrix]
OG0004115	PCFQ01000010.1 g296 [Chlorella sp. A99]	PSC74676.1 frequenin-1 [Micractinium conductrix], PSC72034.1 plancitoxin-1 isoform X2 [Micractinium conductrix], PSC71998.1 plancitoxin-1 isoform X2 [Micractinium conductrix]
OG0004116	PCFQ01000010.1 g312 [Chlorella sp. A99]	PSC72033.1 EF-Hand domain-containing thioredoxin [Micractinium conductrix]
OG0004117	PCFQ01000010.1 g349 [Chlorella sp. A99]	PSC71905.1 ribosome-binding factor chloroplastic [Micractinium conductrix]
OG0004118	PCFQ01000018.1 g392 [Chlorella sp. A99]	PSC73979.1 Histone-lysine N-methyltransferase ASHH2 [Micractinium conductrix]
OG0004119	PCFQ01000018.1 g397 [Chlorella sp. A99]	PSC74054.1 PELOTA 1 isoform X1 [Micractinium conductrix]
OG0004121	PCFQ01000082.1 g585 [Chlorella sp. A99]	PSC74603.1 ADP-ribosylation crystallin J1 [Micractinium conductrix]
OG0004122	PCFQ01000082.1 g622 [Chlorella sp. A99]	PSC77022.1 SOUL heme-binding [Micractinium conductrix]
OG0004123	PCFQ01000082.1 g628 [Chlorella sp. A99]	PSC68112.1 carbonic anhydrase [Micractinium conductrix]
OG0004124	PCFQ01000082.1 g629 [Chlorella sp. A99]	PSC73922.1 Serine threonine-kinase CTR1 [Micractinium conductrix], PSC76747.1 Serine threonine-kinase CTR1 [Micractinium conductrix]
OG0004125	PCFQ01000002.1 g676 [Chlorella sp. A99]	PSC71249.1 Mg2+ transporter [Micractinium conductrix]
OG0004126	PCFQ01000002.1 g681 [Chlorella sp. A99]	PSC70800.1 sister-chromatid cohesion 3 [Micractinium conductrix]
OG0004127	PCFQ01000002.1 g692 [Chlorella sp. A99]	PSC75077.1 U3 small nucleolar ribonucleo IMP3 [Micractinium conductrix]
