Orthogroup	Chlorella_A99	Chlorella_Sorokiniana1602
OG0002821	PCFQ01000058.1 g227 [Chlorella sp. A99]	PRW58351.1 AP-1 complex subunit gamma-2-like isoform X1 [Chlorella sorokiniana]
OG0002823	PCFQ01000006.1 g3176 [Chlorella sp. A99]	PRW18322.1 bifunctional 2-like [Chlorella sorokiniana]
OG0002824	PCFQ01000058.1 g224 [Chlorella sp. A99]	PRW32500.1 TPR repeat-containing [Chlorella sorokiniana]
OG0002826	PCFQ01000073.1 g1971 [Chlorella sp. A99]	PRW61419.1 serine arginine-rich splicing factor SR34A-like isoform X1 [Chlorella sorokiniana]
OG0002828	PCFQ01000081.1 g1545 [Chlorella sp. A99]	PRW56981.1 RWD domain-containing 1 [Chlorella sorokiniana]
OG0002830	PCFQ01000081.1 g1543 [Chlorella sp. A99]	PRW57020.1 putative phosphatase 2C 35 [Chlorella sorokiniana]
OG0002832	PCFQ01000009.1 g1673 [Chlorella sp. A99]	PRW57253.1 Phosphatidylinositol 4-kinase alpha 1 [Chlorella sorokiniana]
OG0002833	PCFQ01000010.1 g348 [Chlorella sp. A99]	PRW57272.1 SWI SNF complex [Chlorella sorokiniana]
OG0002835	PCFQ01000081.1 g1544 [Chlorella sp. A99]	PRW57511.1 transcription initiation factor IIB-2 [Chlorella sorokiniana]
OG0002837	PCFQ01000081.1 g1536 [Chlorella sp. A99]	PRW57419.1 DNA polymerase zeta [Chlorella sorokiniana]
OG0002840	PCFQ01000004.1 g2608 [Chlorella sp. A99]	PRW58884.1 dynamin-related 1E-like [Chlorella sorokiniana]
OG0002843	PCFQ01000058.1 g281 [Chlorella sp. A99]	PRW60536.1 Mitochondrial metalloendopeptidase OMA1 [Chlorella sorokiniana]
OG0002844	PCFQ01000077.1 g1785 [Chlorella sp. A99]	PRW56402.1 Splicing factor 3B subunit 1 [Chlorella sorokiniana]
OG0002845	PCFQ01000077.1 g1774 [Chlorella sp. A99]	PRW56777.1 Serine threonine- kinase Aurora-1 [Chlorella sorokiniana]
OG0002846	PCFQ01000020.1 g877 [Chlorella sp. A99]	PRW61626.1 Cell cycle checkpoint control RAD9A [Chlorella sorokiniana]
OG0002847	PCFQ01000058.1 g287 [Chlorella sp. A99]	PRW20704.1 Germinal-center associated nuclear [Chlorella sorokiniana]
OG0002849	PCFQ01000008.1 g1111 [Chlorella sp. A99]	PRW56430.1 1-_5-phosphoribosyl_-5-amino-4-imidazole-car boxylate carboxylase [Chlorella sorokiniana]
OG0002856	PCFQ01000078.1 g2014 [Chlorella sp. A99]	PRW59653.1 mitogen-activated kinase 5 [Chlorella sorokiniana]
OG0002857	PCFQ01000010.1 g305 [Chlorella sp. A99]	PRW57061.1 Zinc-binding alcohol dehydrogenase domain-containing 2 [Chlorella sorokiniana]
OG0002858	PCFQ01000046.1 g1863 [Chlorella sp. A99]	PRW20739.1 pleiotropic regulatory locus 1 [Chlorella sorokiniana]
OG0002860	PCFQ01000079.1 g1438 [Chlorella sp. A99]	PRW32897.1 WD40 repeat [Chlorella sorokiniana]
OG0002861	PCFQ01000015.1 g2942 [Chlorella sp. A99]	PRW33811.1 Glycerol-3-phosphate chloroplastic [Chlorella sorokiniana]
OG0002862	PCFQ01000079.1 g1333 [Chlorella sp. A99]	PRW61346.1 ABC transporter F family member 3 [Chlorella sorokiniana]
OG0002863	PCFQ01000037.1 g2355 [Chlorella sp. A99]	PRW58953.1 Glutathionyl-hydroquinone reductase [Chlorella sorokiniana]
OG0002864	PCFQ01000079.1 g1359 [Chlorella sp. A99]	PRW61184.1 LST8-like protein isoform X1 [Chlorella sorokiniana]
OG0002865	PCFQ01000079.1 g1449 [Chlorella sp. A99]	PRW32992.1 transport SEC23-like [Chlorella sorokiniana]
OG0002866	PCFQ01000004.1 g2690 [Chlorella sp. A99]	PRW59228.1 26S proteasome non-ATPase regulatory subunit 13 [Chlorella sorokiniana]
OG0002868	PCFQ01000079.1 g1380 [Chlorella sp. A99]	PRW50960.1 branched-chain alpha-keto acid dehydrogenase subunit E2 [Chlorella sorokiniana]
OG0002869	PCFQ01000079.1 g1457 [Chlorella sp. A99]	PRW32844.1 ABC1 protein [Chlorella sorokiniana]
OG0002870	PCFQ01000078.1 g2198 [Chlorella sp. A99]	PRW60044.1 DNA-directed RNA polymerase I subunit RPA49 [Chlorella sorokiniana]
OG0002873	PCFQ01000079.1 g1478 [Chlorella sp. A99]	PRW33069.1 6_7-dimethyl-8-ribityllumazine synthase [Chlorella sorokiniana]
OG0002874	PCFQ01000078.1 g2197 [Chlorella sp. A99]	PRW60058.1 hypothetical protein C2E21_1907 isoform B [Chlorella sorokiniana], PRW60057.1 hypothetical protein C2E21_1907 isoform A [Chlorella sorokiniana]
OG0002875	PCFQ01000011.1 g2868 [Chlorella sp. A99]	PRW56074.1 vesicle-fusing ATPase-like [Chlorella sorokiniana]
OG0002880	PCFQ01000079.1 g1368 [Chlorella sp. A99]	PRW61053.1 cell division cycle and apoptosis regulator 1 [Chlorella sorokiniana]
OG0002882	PCFQ01000037.1 g2529 [Chlorella sp. A99]	PRW44515.1 gamma-glutamyl hydrolase [Chlorella sorokiniana]
OG0002886	PCFQ01000007.1 g1193 [Chlorella sp. A99]	PRW57106.1 Phosphatidylserine synthase 2 isoform A [Chlorella sorokiniana], PRW57105.1 Phosphatidylserine synthase 2 isoform B [Chlorella sorokiniana]
OG0002887	PCFQ01000082.1 g496 [Chlorella sp. A99]	PRW57580.1 pyridine nucleotide-disulfide oxidoreductase domain-containing 1 [Chlorella sorokiniana]
OG0002888	PCFQ01000082.1 g575 [Chlorella sp. A99]	PRW34000.1 zinc finger CCCH domain-containing 11 [Chlorella sorokiniana]
OG0002891	PCFQ01000020.1 g932 [Chlorella sp. A99]	PRW20242.1 cytochrome c peroxidase [Chlorella sorokiniana]
OG0002892	PCFQ01000082.1 g564 [Chlorella sp. A99]	PRW33798.1 phosphoribulokinase [Chlorella sorokiniana]
OG0002893	PCFQ01000007.1 g1194 [Chlorella sp. A99]	PRW20803.1 60S ribosomal L35-like [Chlorella sorokiniana]
OG0002896	PCFQ01000037.1 g2530 [Chlorella sp. A99]	PRW44567.1 putative aarF domain-containing kinase chloroplastic [Chlorella sorokiniana]
OG0002898	PCFQ01000006.1 g3152 [Chlorella sp. A99]	PRW18365.1 NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit mitochondrial [Chlorella sorokiniana]
OG0002904	PCFQ01000010.1 g333 [Chlorella sp. A99]	PRW39058.1 Endoplasmic reticulum-Golgi intermediate compartment 3 [Chlorella sorokiniana]
OG0002905	PCFQ01000010.1 g328 [Chlorella sp. A99]	PRW39192.1 obg-like ATPase 1 [Chlorella sorokiniana]
OG0002908	PCFQ01000001.1 g999 [Chlorella sp. A99]	PRW33674.1 photosystem I subunit O [Chlorella sorokiniana]
OG0002911	PCFQ01000004.1 g2715 [Chlorella sp. A99]	PRW59412.1 RNA exonuclease 4 [Chlorella sorokiniana]
OG0002912	PCFQ01000010.1 g325 [Chlorella sp. A99]	PRW39153.1 endoplasmic reticulum-Golgi intermediate compartment 3 [Chlorella sorokiniana]
OG0002913	PCFQ01000005.1 g816 [Chlorella sp. A99]	PRW59013.1 hypothetical protein C2E21_2514 [Chlorella sorokiniana]
OG0002914	PCFQ01000008.1 g1118 [Chlorella sp. A99]	PRW56526.1 Muscle M-line assembly unc- isoform 1 isoform B [Chlorella sorokiniana], PRW56527.1 Muscle M-line assembly unc- isoform 1 isoform A [Chlorella sorokiniana]
OG0002917	PCFQ01000015.1 g3048 [Chlorella sp. A99]	PRW57458.1 Aspartokinase chloroplastic [Chlorella sorokiniana]
OG0002920	PCFQ01000004.1 g2585 [Chlorella sp. A99]	PRW58911.1 Beta-adaptin A [Chlorella sorokiniana]
OG0002921	PCFQ01000082.1 g522 [Chlorella sp. A99]	PRW57750.1 Eukaryotic translation initiation factor 3 subunit M [Chlorella sorokiniana]
OG0002922	PCFQ01000079.1 g1294 [Chlorella sp. A99]	PRW57541.1 Metallo-hydrolase oxidoreductase [Chlorella sorokiniana]
OG0002923	PCFQ01000004.1 g2584 [Chlorella sp. A99]	PRW58779.1 nucleolar 53 isoform B [Chlorella sorokiniana], PRW58778.1 nucleolar 53 isoform A [Chlorella sorokiniana]
OG0002924	PCFQ01000008.1 g1106 [Chlorella sp. A99]	PRW56721.1 E3 ubiquitin- ligase ORTHRUS 2-like [Chlorella sorokiniana]
OG0002925	PCFQ01000079.1 g1516 [Chlorella sp. A99]	PRW57213.1 electron transfer flavo -ubiquinone mitochondrial [Chlorella sorokiniana]
OG0002927	PCFQ01000082.1 g524 [Chlorella sp. A99]	PRW57736.1 hypothetical protein C2E21_3641 [Chlorella sorokiniana]
OG0002929	PCFQ01000005.1 g822 [Chlorella sp. A99]	PRW57405.1 hypothetical protein C2E21_4235 [Chlorella sorokiniana]
OG0002930	PCFQ01000082.1 g540 [Chlorella sp. A99]	PRW57587.1 sulfate ABC transporter permease subunit [Chlorella sorokiniana]
OG0002931	PCFQ01000004.1 g2622 [Chlorella sp. A99]	PRW59226.1 NADPH_adrenodoxin mitochondrial [Chlorella sorokiniana]
OG0002932	PCFQ01000008.1 g1113 [Chlorella sp. A99]	PRW56424.1 tryptophan synthase alpha chain [Chlorella sorokiniana]
OG0002933	PCFQ01000008.1 g1120 [Chlorella sp. A99]	PRW56838.1 Peptidyl-prolyl cis-trans isomerase FKBP20- chloroplastic [Chlorella sorokiniana]
OG0002935	PCFQ01000004.1 g2625 [Chlorella sp. A99]	PRW58941.1 elongation factor Ts [Chlorella sorokiniana]
OG0002936	PCFQ01000016.1 g2269 [Chlorella sp. A99]	PRW45738.1 lysine-specific demethylase JMJD5 isoform X1 [Chlorella sorokiniana]
OG0002939	PCFQ01000058.1 g122 [Chlorella sp. A99]	PRW58717.1 Dual specificity phosphatase CDC14A [Chlorella sorokiniana]
OG0002941	PCFQ01000082.1 g529 [Chlorella sp. A99]	PRW57885.1 ruvB 1 [Chlorella sorokiniana]
OG0002942	PCFQ01000037.1 g2364 [Chlorella sp. A99]	PRW57534.1 hypothetical protein C2E21_3791 [Chlorella sorokiniana]
OG0002943	PCFQ01000058.1 g101 [Chlorella sp. A99]	PRW58316.1 Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase mitochondrial [Chlorella sorokiniana]
OG0002944	PCFQ01000015.1 g2992 [Chlorella sp. A99]	PRW32636.1 ABC transporter B family member chloroplastic [Chlorella sorokiniana]
OG0002947	PCFQ01000058.1 g189 [Chlorella sp. A99]	PRW58124.1 Splicing factor U2AF-associated 2 isoform A [Chlorella sorokiniana], PRW58125.1 Splicing factor U2AF-associated 2 isoform B [Chlorella sorokiniana]
OG0002950	PCFQ01000005.1 g819 [Chlorella sp. A99]	PRW57046.1 structural maintenance of chromosomes 4 [Chlorella sorokiniana]
OG0002953	PCFQ01000005.1 g821 [Chlorella sp. A99]	PRW51018.1 Protoporphyrinogen oxidase chloroplastic [Chlorella sorokiniana]
OG0002954	PCFQ01000011.1 g2737 [Chlorella sp. A99]	PRW57383.1 40S ribosomal S24 [Chlorella sorokiniana]
OG0002955	PCFQ01000011.1 g2750 [Chlorella sp. A99]	PRW57437.1 U2 small nuclear ribonucleo A [Chlorella sorokiniana]
OG0002956	PCFQ01000058.1 g90 [Chlorella sp. A99]	PRW58260.1 structural maintenance of chromosomes 3 [Chlorella sorokiniana]
OG0002959	PCFQ01000014.1 g1884 [Chlorella sp. A99]	PRW61547.1 isoleucyl-tRNA synthetase [Chlorella sorokiniana]
OG0002960	PCFQ01000079.1 g1265 [Chlorella sp. A99]	PRW61366.1 DNA-directed RNA polymerase subunit 2 [Chlorella sorokiniana]
OG0002961	PCFQ01000009.1 g1716 [Chlorella sp. A99]	PRW61436.1 Methionine aminopeptidase 1A [Chlorella sorokiniana]
OG0002965	PCFQ01000002.1 g712 [Chlorella sp. A99]	PRW20458.1 putative ATP-dependent RNA helicase DDX11 [Chlorella sorokiniana]
OG0002969	PCFQ01000037.1 g2535 [Chlorella sp. A99]	PRW44588.1 coiled-coil domain-containing 94-like protein [Chlorella sorokiniana]
OG0002970	PCFQ01000015.1 g3039 [Chlorella sp. A99]	PRW57742.1 sulfite mitochondrial [Chlorella sorokiniana]
OG0002972	PCFQ01000015.1 g3032 [Chlorella sp. A99]	PRW57735.1 Aldehyde dehydrogenase 22A1 [Chlorella sorokiniana]
OG0002974	PCFQ01000075.1 g1915 [Chlorella sp. A99]	PRW61402.1 glycerol-3-phosphate acyltransferase 3-like [Chlorella sorokiniana]
OG0002975	PCFQ01000008.1 g1095 [Chlorella sp. A99]	PRW05839.1 phosphoribosylformylglycinamidine cyclo-ligase [Chlorella sorokiniana]
OG0002977	PCFQ01000058.1 g173 [Chlorella sp. A99]	PRW58108.1 serine threonine- kinase SRK2A-like [Chlorella sorokiniana]
OG0002979	PCFQ01000075.1 g1913 [Chlorella sp. A99]	PRW61379.1 thioredoxin domain-containing 5 [Chlorella sorokiniana]
OG0002980	PCFQ01000075.1 g1916 [Chlorella sp. A99]	PRW60874.1 phosphoethanolamine N-methyltransferase 1-like [Chlorella sorokiniana]
OG0002982	PCFQ01000079.1 g1371 [Chlorella sp. A99]	PRW61178.1 FG-GAP repeat-containing isoform B [Chlorella sorokiniana], PRW61177.1 FG-GAP repeat-containing isoform A [Chlorella sorokiniana]
OG0002983	PCFQ01000075.1 g1910 [Chlorella sp. A99]	PRW61515.1 COP9 signalosome complex subunit 3 [Chlorella sorokiniana]
OG0002985	PCFQ01000008.1 g1161 [Chlorella sp. A99]	PRW56515.1 60S ribosomal L17-2 [Chlorella sorokiniana]
OG0002986	PCFQ01000008.1 g1166 [Chlorella sp. A99]	PRW56396.1 splicing CC1 [Chlorella sorokiniana]
OG0002987	PCFQ01000078.1 g2109 [Chlorella sp. A99]	PRW59465.1 IST1 [Chlorella sorokiniana]
OG0002990	PCFQ01000008.1 g1159 [Chlorella sp. A99]	PRW56556.1 Phosphoenolpyruvate phosphate translocator chloroplastic [Chlorella sorokiniana]
OG0002991	PCFQ01000008.1 g1124 [Chlorella sp. A99]	PRW56740.1 chromatin-remodeling complex ATPase chain [Chlorella sorokiniana]
OG0002992	PCFQ01000008.1 g1122 [Chlorella sp. A99]	PRW56534.1 tRNA _uracil-5-_-methyltransferase [Chlorella sorokiniana]
OG0002995	PCFQ01000018.1 g403 [Chlorella sp. A99]	PRW60243.1 charged multivesicular body 1-like [Chlorella sorokiniana]
OG0002999	PCFQ01000010.1 g354 [Chlorella sp. A99]	PRW39066.1 Tripeptidyl-peptidase 2 isoform A [Chlorella sorokiniana], PRW39065.1 Tripeptidyl-peptidase 2 isoform B [Chlorella sorokiniana]
OG0003001	PCFQ01000015.1 g3067 [Chlorella sp. A99]	PRW21044.1 family transcriptional regulator [Chlorella sorokiniana]
OG0003002	PCFQ01000079.1 g1405 [Chlorella sp. A99]	PRW21021.1 ABC transporter B family member mitochondrial [Chlorella sorokiniana]
OG0003003	PCFQ01000018.1 g419 [Chlorella sp. A99]	PRW60335.1 SART-1 family DOT2 [Chlorella sorokiniana]
OG0003004	PCFQ01000006.1 g3196 [Chlorella sp. A99]	PRW20729.1 branchpoint-bridging -like [Chlorella sorokiniana]
OG0003005	PCFQ01000018.1 g474 [Chlorella sp. A99]	PRW20632.1 putative fructose-bisphosphate aldolase chloroplastic [Chlorella sorokiniana]
OG0003007	PCFQ01000079.1 g1283 [Chlorella sp. A99]	PRW61522.1 60S ribosomal L13-2 [Chlorella sorokiniana]
OG0003008	PCFQ01000018.1 g401 [Chlorella sp. A99]	PRW60735.1 glutamyl-trna reductase [Chlorella sorokiniana]
OG0003013	PCFQ01000079.1 g1393 [Chlorella sp. A99]	PRW21006.1 zeaxanthin epoxidase [Chlorella sorokiniana]
OG0003016	PCFQ01000079.1 g1286 [Chlorella sp. A99]	PRW61451.1 putative phosphatase 2C 60 isoform X1 [Chlorella sorokiniana]
OG0003017	PCFQ01000018.1 g470 [Chlorella sp. A99]	PRW20652.1 low molecular mass early light-induced [Chlorella sorokiniana]
OG0003018	PCFQ01000018.1 g391 [Chlorella sp. A99]	PRW60855.1 vacuolar sorting-associated VTA1-like protein [Chlorella sorokiniana]
OG0003019	PCFQ01000081.1 g1602 [Chlorella sp. A99]	PRW57494.1 Histone acetyltransferase type B catalytic subunit [Chlorella sorokiniana]
OG0003020	PCFQ01000006.1 g3144 [Chlorella sp. A99]	PRW55909.1 hypothetical protein C2E21_4894 [Chlorella sorokiniana]
OG0003021	PCFQ01000078.1 g2070 [Chlorella sp. A99]	PRW59786.1 N-glycosylase DNA lyase OGG1 [Chlorella sorokiniana]
OG0003023	PCFQ01000082.1 g595 [Chlorella sp. A99]	PRW20420.1 glyceraldehyde-3-phosphate dehydrogenase [Chlorella sorokiniana]
OG0003024	PCFQ01000078.1 g2067 [Chlorella sp. A99]	PRW60050.1 ATP-binding cassette sub-family B member 9 [Chlorella sorokiniana]
OG0003025	PCFQ01000002.1 g744 [Chlorella sp. A99]	PRW20555.1 Eukaryotic translation initiation factor 3 subunit E [Chlorella sorokiniana]
OG0003027	PCFQ01000082.1 g516 [Chlorella sp. A99]	PRW57884.1 AP-2 complex subunit mu [Chlorella sorokiniana]
OG0003028	PCFQ01000082.1 g519 [Chlorella sp. A99]	PRW57937.1 3-oxoacyl-ACP synthase [Chlorella sorokiniana]
OG0003029	PCFQ01000006.1 g3101 [Chlorella sp. A99]	PRW55933.1 WD40 repeat [Chlorella sorokiniana]
OG0003030	PCFQ01000008.1 g1089 [Chlorella sp. A99]	PRW05818.1 large subunit of isopropylmalate dehydratase [Chlorella sorokiniana]
OG0003031	PCFQ01000002.1 g699 [Chlorella sp. A99]	PRW20451.1 Chloroplast envelope membrane [Chlorella sorokiniana]
OG0003033	PCFQ01000020.1 g883 [Chlorella sp. A99]	PRW59103.1 glycerol-3-phosphate dehydrogenase [Chlorella sorokiniana]
OG0003034	PCFQ01000018.1 g462 [Chlorella sp. A99], PCFQ01000037.1 g2345 [Chlorella sp. A99]	PRW60751.1 glycolate dehydrogenase [Chlorella sorokiniana]
OG0003035	PCFQ01000037.1 g2410 [Chlorella sp. A99]	PRW58725.1 putative 1-acylglycerol-3-phosphate O-acyltransferase [Chlorella sorokiniana]
OG0003037	PCFQ01000078.1 g2076 [Chlorella sp. A99]	PRW59963.1 Meiotic recombination SPO11-2 [Chlorella sorokiniana]
OG0003038	PCFQ01000037.1 g2409 [Chlorella sp. A99]	PRW59136.1 hypothetical protein C2E21_2147 [Chlorella sorokiniana]
OG0003040	PCFQ01000008.1 g1086 [Chlorella sp. A99]	PRW56604.1 CHROMATIN REMODELING 19 [Chlorella sorokiniana]
OG0003043	PCFQ01000082.1 g518 [Chlorella sp. A99]	PRW57812.1 hypothetical protein C2E21_3691 [Chlorella sorokiniana]
OG0003044	PCFQ01000078.1 g2063 [Chlorella sp. A99]	PRW60003.1 hypothetical protein C2E21_1530 [Chlorella sorokiniana]
OG0003048	PCFQ01000008.1 g1087 [Chlorella sp. A99]	PRW56855.1 arginine N-methyltransferase [Chlorella sorokiniana]
OG0003052	PCFQ01000018.1 g463 [Chlorella sp. A99]	PRW60721.1 glycerate dehydrogenase [Chlorella sorokiniana]
OG0003053	PCFQ01000079.1 g1309 [Chlorella sp. A99]	PRW56867.1 von Willebrand type A [Chlorella sorokiniana]
OG0003054	PCFQ01000011.1 g2801 [Chlorella sp. A99]	PRW56845.1 hypothetical protein C2E21_4807 [Chlorella sorokiniana], PRW56401.1 dna-directed rna polymerase i and iii 14 kda polypeptide [Chlorella sorokiniana]
OG0003056	PCFQ01000006.1 g3139 [Chlorella sp. A99]	PRW55910.1 Eukaryotic translation initiation factor 6-2 [Chlorella sorokiniana]
OG0003057	PCFQ01000008.1 g1085 [Chlorella sp. A99]	PRW56648.1 putative 3-beta-hydroxysteroid-Delta_8__Delta_7_-isomerase [Chlorella sorokiniana]
OG0003058	PCFQ01000037.1 g2406 [Chlorella sp. A99]	PRW59008.1 adenylosuccinate lyase [Chlorella sorokiniana]
OG0003065	PCFQ01000079.1 g1531 [Chlorella sp. A99]	PRW33951.1 WD repeat-containing WRAP73 [Chlorella sorokiniana]
OG0003066	PCFQ01000011.1 g2782 [Chlorella sp. A99]	PRW05810.1 Transcription factor IIIB 90 kDa subunit [Chlorella sorokiniana]
OG0003067	PCFQ01000058.1 g201 [Chlorella sp. A99]	PRW44610.1 macrophage erythroblast attacher [Chlorella sorokiniana]
OG0003069	PCFQ01000079.1 g1288 [Chlorella sp. A99]	PRW44412.1 phospholipase A-2-activating [Chlorella sorokiniana]
OG0003070	PCFQ01000079.1 g1530 [Chlorella sp. A99]	PRW33892.1 Pre-mRNA-splicing factor SLU7 [Chlorella sorokiniana]
OG0003071	PCFQ01000008.1 g1131 [Chlorella sp. A99]	PRW05846.1 STT3 subunit of Oligosaccharyl transferase [Chlorella sorokiniana]
OG0003072	PCFQ01000058.1 g165 [Chlorella sp. A99]	PRW44288.1 Random slug 5 [Chlorella sorokiniana]
OG0003073	PCFQ01000037.1 g2420 [Chlorella sp. A99]	PRW44317.1 PHD finger ING2 [Chlorella sorokiniana]
OG0003075	PCFQ01000058.1 g183 [Chlorella sp. A99]	PRW58193.1 Haloacid dehalogenase-like hydrolase family isoform 2 [Chlorella sorokiniana]
OG0003076	PCFQ01000018.1 g453 [Chlorella sp. A99]	PRW61094.1 superkiller viralicidic activity 2-like 2 isoform B [Chlorella sorokiniana], PRW61095.1 superkiller viralicidic activity 2-like 2 isoform A [Chlorella sorokiniana]
OG0003077	PCFQ01000006.1 g3149 [Chlorella sp. A99]	PRW55991.1 DNA replication licensing factor MCM5 [Chlorella sorokiniana]
OG0003078	PCFQ01000006.1 g3120 [Chlorella sp. A99]	PRW56007.1 quinolinate chloroplastic [Chlorella sorokiniana]
OG0003079	PCFQ01000008.1 g1130 [Chlorella sp. A99]	PRW45397.1 timeless-like protein isoform X1 [Chlorella sorokiniana]
OG0003080	PCFQ01000006.1 g3115 [Chlorella sp. A99]	PRW55889.1 alpha-1_3 1_6-mannosyltransferase ALG2 [Chlorella sorokiniana]
OG0003081	PCFQ01000010.1 g316 [Chlorella sp. A99]	PRW39136.1 40S ribosomal S2-4 [Chlorella sorokiniana]
OG0003082	PCFQ01000058.1 g123 [Chlorella sp. A99]	PRW45664.1 nicotinamide nicotinic acid mononucleotide adenylyltransferase isoform X1 [Chlorella sorokiniana]
OG0003083	PCFQ01000058.1 g148 [Chlorella sp. A99]	PRW45337.1 plant Late Embryo Abundant _LEA_ related [Chlorella sorokiniana]
OG0003085	PCFQ01000006.1 g3112 [Chlorella sp. A99]	PRW56214.1 biotin carboxylase chloroplastic [Chlorella sorokiniana]
OG0003086	PCFQ01000058.1 g185 [Chlorella sp. A99]	PRW58452.1 branched-chain amino acid aminotransferase [Chlorella sorokiniana]
OG0003089	PCFQ01000015.1 g2962 [Chlorella sp. A99]	PRW33797.1 RAP domain [Chlorella sorokiniana]
OG0003090	PCFQ01000006.1 g3210 [Chlorella sp. A99]	PRW20682.1 60S ribosomal L10-3 [Chlorella sorokiniana]
OG0003092	PCFQ01000014.1 g1888 [Chlorella sp. A99]	PRW45489.1 Kinesin-related 3 [Chlorella sorokiniana]
OG0003093	PCFQ01000079.1 g1296 [Chlorella sp. A99]	PRW45683.1 putative H ACA ribonucleo complex subunit 1 [Chlorella sorokiniana]
OG0003095	PCFQ01000006.1 g3128 [Chlorella sp. A99]	PRW55907.1 60S ribosomal L23 [Chlorella sorokiniana]
OG0003096	PCFQ01000081.1 g1548 [Chlorella sp. A99]	PRW57212.1 Vacuolar-processing enzyme [Chlorella sorokiniana]
OG0003097	PCFQ01000002.1 g678 [Chlorella sp. A99]	PRW20184.1 prostaglandin E synthase 2-like [Chlorella sorokiniana]
OG0003099	PCFQ01000002.1 g674 [Chlorella sp. A99]	PRW20198.1 photosystem I reaction center subunit XI [Chlorella sorokiniana]
OG0003100	PCFQ01000013.1 g3281 [Chlorella sp. A99]	PRW60472.1 kinetochore NUF2 [Chlorella sorokiniana]
OG0003102	PCFQ01000002.1 g651 [Chlorella sp. A99]	PRW32852.1 Vacuolar sorting-associated 36 isoform A [Chlorella sorokiniana], PRW32853.1 Vacuolar sorting-associated 36 isoform B [Chlorella sorokiniana]
OG0003103	PCFQ01000019.1 g1816 [Chlorella sp. A99]	PRW61485.1 CPD photolyase isoform A [Chlorella sorokiniana]
OG0003106	PCFQ01000082.1 g489 [Chlorella sp. A99]	PRW57697.1 Zinc- peroxisomal [Chlorella sorokiniana]
OG0003108	PCFQ01000002.1 g652 [Chlorella sp. A99]	PRW32989.1 transmembrane 65-like [Chlorella sorokiniana]
OG0003110	PCFQ01000011.1 g2739 [Chlorella sp. A99]	PRW61618.1 glycerol-3-phosphate dehydrogenase [Chlorella sorokiniana]
OG0003111	PCFQ01000013.1 g3362 [Chlorella sp. A99]	PRW60819.1 vacuolar sorting-associated 41-like protein isoform X1 [Chlorella sorokiniana]
OG0003112	PCFQ01000013.1 g3334 [Chlorella sp. A99]	PRW60774.1 DNA 3 phosphatase [Chlorella sorokiniana]
OG0003113	PCFQ01000073.1 g1972 [Chlorella sp. A99]	PRW45458.1 nipped-B isoform X2 [Chlorella sorokiniana]
OG0003114	PCFQ01000013.1 g3282 [Chlorella sp. A99]	PRW60228.1 peptidyl-prolyl cis-trans isomerase FKBP16- chloroplastic [Chlorella sorokiniana]
OG0003116	PCFQ01000078.1 g2107 [Chlorella sp. A99]	PRW59966.1 Pleckstrin homology domain-containing 1 [Chlorella sorokiniana]
OG0003117	PCFQ01000001.1 g990 [Chlorella sp. A99]	PRW45727.1 40S ribosomal S12-like [Chlorella sorokiniana]
OG0003118	PCFQ01000078.1 g2096 [Chlorella sp. A99]	PRW59496.1 UBX domain-containing 4 [Chlorella sorokiniana]
OG0003120	PCFQ01000082.1 g505 [Chlorella sp. A99]	PRW57878.1 T-complex 1 subunit beta [Chlorella sorokiniana]
OG0003121	PCFQ01000037.1 g2478 [Chlorella sp. A99]	PRW44560.1 ribosomal lysine N-methyltransferase 3 [Chlorella sorokiniana]
OG0003122	PCFQ01000015.1 g2945 [Chlorella sp. A99]	PRW33540.1 Allantoate deiminase [Chlorella sorokiniana]
OG0003124	PCFQ01000013.1 g3278 [Chlorella sp. A99]	PRW60435.1 fe-S cluster assembly factor chloroplastic [Chlorella sorokiniana]
OG0003128	PCFQ01000077.1 g1763 [Chlorella sp. A99]	PRW56399.1 phosphoglucan phosphatase amyloplastic [Chlorella sorokiniana]
OG0003129	PCFQ01000006.1 g3224 [Chlorella sp. A99]	PRW59434.1 DUF866 domain-containing [Chlorella sorokiniana]
OG0003131	PCFQ01000013.1 g3327 [Chlorella sp. A99]	PRW60247.1 gamma-glutamyl hydrolase [Chlorella sorokiniana]
OG0003132	PCFQ01000058.1 g77 [Chlorella sp. A99]	PRW58230.1 ATP-dependent protease [Chlorella sorokiniana]
OG0003133	PCFQ01000058.1 g80 [Chlorella sp. A99]	PRW58133.1 NEDD8-activating enzyme E1 regulatory subunit [Chlorella sorokiniana]
OG0003134	PCFQ01000012.1 g1841 [Chlorella sp. A99]	PRW33535.1 isopentenyl-diphosphate delta-isomerase I [Chlorella sorokiniana]
OG0003137	PCFQ01000073.1 g1961 [Chlorella sp. A99]	PRW45432.1 translation initiation factor eIF-2B subunit beta [Chlorella sorokiniana]
OG0003139	PCFQ01000002.1 g647 [Chlorella sp. A99]	PRW32854.1 solute carrier [Chlorella sorokiniana]
OG0003142	PCFQ01000058.1 g37 [Chlorella sp. A99]	PRW58243.1 RETICULATA-RELATED 1-like [Chlorella sorokiniana]
OG0003143	PCFQ01000058.1 g38 [Chlorella sp. A99]	PRW58711.1 flagellar associated [Chlorella sorokiniana]
