Orthogroup	Chlorella_A99	Chlorella_VariabilisNC64A
OG0003168	PCFQ01000058.1 g3 [Chlorella sp. A99]	XP_005851079.1 hypothetical protein CHLNCDRAFT_48452 [Chlorella variabilis]
OG0003170	PCFQ01000058.1 g6 [Chlorella sp. A99]	XP_005851082.1 hypothetical protein CHLNCDRAFT_19302 [Chlorella variabilis]
OG0003171	PCFQ01000004.1 g2673 [Chlorella sp. A99]	XP_005849833.1 hypothetical protein CHLNCDRAFT_56078 [Chlorella variabilis]
OG0003172	PCFQ01000020.1 g907 [Chlorella sp. A99]	XP_005848341.1 hypothetical protein CHLNCDRAFT_48752 [Chlorella variabilis]
OG0003173	PCFQ01000004.1 g2645 [Chlorella sp. A99]	XP_005849635.1 hypothetical protein CHLNCDRAFT_34754 [Chlorella variabilis]
OG0003174	PCFQ01000020.1 g880 [Chlorella sp. A99]	XP_005848503.1 hypothetical protein CHLNCDRAFT_144977 [Chlorella variabilis]
OG0003175	PCFQ01000020.1 g909 [Chlorella sp. A99]	XP_005848342.1 hypothetical protein CHLNCDRAFT_57654 [Chlorella variabilis]
OG0003180	PCFQ01000002.1 g646 [Chlorella sp. A99]	XP_005844459.1 hypothetical protein CHLNCDRAFT_54387 [Chlorella variabilis]
OG0003181	PCFQ01000058.1 g22 [Chlorella sp. A99]	XP_005851106.1 hypothetical protein CHLNCDRAFT_137656 [Chlorella variabilis]
OG0003182	PCFQ01000058.1 g45 [Chlorella sp. A99]	XP_005846937.1 hypothetical protein CHLNCDRAFT_48889 [Chlorella variabilis]
OG0003183	PCFQ01000058.1 g68 [Chlorella sp. A99]	XP_005851441.1 hypothetical protein CHLNCDRAFT_56697 [Chlorella variabilis]
OG0003185	PCFQ01000058.1 g137 [Chlorella sp. A99]	XP_005850148.1 hypothetical protein CHLNCDRAFT_34452 [Chlorella variabilis]
OG0003186	PCFQ01000058.1 g153 [Chlorella sp. A99]	XP_005851562.1 hypothetical protein CHLNCDRAFT_138040 [Chlorella variabilis]
OG0003187	PCFQ01000058.1 g168 [Chlorella sp. A99]	XP_005851596.1 hypothetical protein CHLNCDRAFT_56782 [Chlorella variabilis]
OG0003188	PCFQ01000078.1 g2210 [Chlorella sp. A99]	XP_005845808.1 expressed protein [Chlorella variabilis], XP_005847224.1 expressed protein [Chlorella variabilis]
OG0003189	PCFQ01000058.1 g272 [Chlorella sp. A99]	XP_005846642.1 hypothetical protein CHLNCDRAFT_135311 [Chlorella variabilis], XP_005844697.1 hypothetical protein CHLNCDRAFT_138622 [Chlorella variabilis]
OG0003190	PCFQ01000010.1 g307 [Chlorella sp. A99]	XP_005848886.1 hypothetical protein CHLNCDRAFT_144273 [Chlorella variabilis]
OG0003191	PCFQ01000018.1 g448 [Chlorella sp. A99]	XP_005851899.1 hypothetical protein CHLNCDRAFT_33649 [Chlorella variabilis]
OG0003192	PCFQ01000082.1 g537 [Chlorella sp. A99]	XP_005847643.1 hypothetical protein CHLNCDRAFT_23323 [Chlorella variabilis]
OG0003193	PCFQ01000002.1 g736 [Chlorella sp. A99]	XP_005844630.1 hypothetical protein CHLNCDRAFT_54474 [Chlorella variabilis]
OG0003194	PCFQ01000005.1 g772 [Chlorella sp. A99]	XP_005848951.1 hypothetical protein CHLNCDRAFT_144442 [Chlorella variabilis]
OG0003195	PCFQ01000005.1 g773 [Chlorella sp. A99]	XP_005845433.1 expressed protein [Chlorella variabilis]
OG0003196	PCFQ01000020.1 g867 [Chlorella sp. A99]	XP_005848392.1 hypothetical protein CHLNCDRAFT_144676 [Chlorella variabilis]
OG0003197	PCFQ01000020.1 g879 [Chlorella sp. A99]	XP_005848504.1 hypothetical protein CHLNCDRAFT_30835 [Chlorella variabilis]
OG0003198	PCFQ01000020.1 g915 [Chlorella sp. A99]	XP_005848231.1 hypothetical protein CHLNCDRAFT_48732 [Chlorella variabilis]
OG0003199	PCFQ01000020.1 g920 [Chlorella sp. A99]	XP_005848417.1 hypothetical protein CHLNCDRAFT_51750 [Chlorella variabilis]
OG0003201	PCFQ01000004.1 g2703 [Chlorella sp. A99], PCFQ01000004.1 g2704 [Chlorella sp. A99]	XP_005844011.1 hypothetical protein CHLNCDRAFT_59064 [Chlorella variabilis]
OG0003201	PCFQ01000001.1 g970 [Chlorella sp. A99]	XP_005851243.1 hypothetical protein CHLNCDRAFT_137966 [Chlorella variabilis]
OG0003202	PCFQ01000003.1 g1025 [Chlorella sp. A99]	XP_005844833.1 hypothetical protein CHLNCDRAFT_9136_ partial [Chlorella variabilis]
OG0003203	PCFQ01000003.1 g1069 [Chlorella sp. A99]	XP_005843770.1 hypothetical protein CHLNCDRAFT_139894 [Chlorella variabilis]
OG0003204	PCFQ01000008.1 g1098 [Chlorella sp. A99]	XP_005850465.1 hypothetical protein CHLNCDRAFT_142438 [Chlorella variabilis]
OG0003205	PCFQ01000008.1 g1172 [Chlorella sp. A99]	XP_005850384.1 hypothetical protein CHLNCDRAFT_142258 [Chlorella variabilis]
OG0003206	PCFQ01000007.1 g1195 [Chlorella sp. A99]	XP_005848022.1 hypothetical protein CHLNCDRAFT_10674_ partial [Chlorella variabilis]
OG0003207	PCFQ01000007.1 g1218 [Chlorella sp. A99]	XP_005848140.1 hypothetical protein CHLNCDRAFT_145478 [Chlorella variabilis]
OG0003208	PCFQ01000007.1 g1220 [Chlorella sp. A99]	XP_005847954.1 hypothetical protein CHLNCDRAFT_48784 [Chlorella variabilis]
OG0003209	PCFQ01000079.1 g1498 [Chlorella sp. A99]	XP_005848310.1 hypothetical protein CHLNCDRAFT_22556_ partial [Chlorella variabilis]
OG0003210	PCFQ01000079.1 g1512 [Chlorella sp. A99]	XP_005847452.1 hypothetical protein CHLNCDRAFT_134366 [Chlorella variabilis], XP_005847451.1 hypothetical protein CHLNCDRAFT_134365 [Chlorella variabilis]
OG0003211	PCFQ01000081.1 g1582 [Chlorella sp. A99]	XP_005847105.1 hypothetical protein CHLNCDRAFT_134819 [Chlorella variabilis]
OG0003212	PCFQ01000009.1 g1714 [Chlorella sp. A99]	XP_005845123.1 hypothetical protein CHLNCDRAFT_26298_ partial [Chlorella variabilis]
OG0003214	PCFQ01000075.1 g1917 [Chlorella sp. A99]	XP_005849980.1 hypothetical protein CHLNCDRAFT_141888 [Chlorella variabilis]
OG0003216	PCFQ01000075.1 g1931 [Chlorella sp. A99]	XP_005844376.1 hypothetical protein CHLNCDRAFT_58960 [Chlorella variabilis]
OG0003217	PCFQ01000078.1 g1989 [Chlorella sp. A99]	XP_005846545.1 hypothetical protein CHLNCDRAFT_31860 [Chlorella variabilis]
OG0003218	PCFQ01000078.1 g2047 [Chlorella sp. A99]	XP_005846486.1 hypothetical protein CHLNCDRAFT_10776_ partial [Chlorella variabilis]
OG0003219	PCFQ01000078.1 g2064 [Chlorella sp. A99]	XP_005846447.1 hypothetical protein CHLNCDRAFT_24942_ partial [Chlorella variabilis]
OG0003220	PCFQ01000078.1 g2145 [Chlorella sp. A99]	XP_005845492.1 hypothetical protein CHLNCDRAFT_25917 [Chlorella variabilis]
OG0003221	PCFQ01000023.1 g2234 [Chlorella sp. A99]	XP_005843746.1 hypothetical protein CHLNCDRAFT_139828 [Chlorella variabilis]
OG0003222	PCFQ01000037.1 g2346 [Chlorella sp. A99]	XP_005849473.1 hypothetical protein CHLNCDRAFT_142758 [Chlorella variabilis], XP_005849474.1 hypothetical protein CHLNCDRAFT_142759 [Chlorella variabilis]
OG0003223	PCFQ01000037.1 g2347 [Chlorella sp. A99]	XP_005849742.1 hypothetical protein CHLNCDRAFT_57191 [Chlorella variabilis]
OG0003224	PCFQ01000037.1 g2359 [Chlorella sp. A99]	XP_005849487.1 hypothetical protein CHLNCDRAFT_50899 [Chlorella variabilis]
OG0003225	PCFQ01000037.1 g2381 [Chlorella sp. A99]	XP_005848406.1 expressed protein [Chlorella variabilis]
OG0003226	PCFQ01000037.1 g2454 [Chlorella sp. A99]	XP_005847048.1 hypothetical protein CHLNCDRAFT_134697 [Chlorella variabilis]
OG0003227	PCFQ01000037.1 g2486 [Chlorella sp. A99]	XP_005847344.1 hypothetical protein CHLNCDRAFT_23797 [Chlorella variabilis]
OG0003230	PCFQ01000025.1 g2566 [Chlorella sp. A99], PCFQ01000011.1 g2756 [Chlorella sp. A99]	XP_005845642.1 hypothetical protein CHLNCDRAFT_32096 [Chlorella variabilis]
OG0003231	PCFQ01000004.1 g2669 [Chlorella sp. A99]	XP_005848029.1 hypothetical protein CHLNCDRAFT_145197 [Chlorella variabilis]
OG0003232	PCFQ01000011.1 g2810 [Chlorella sp. A99]	XP_005847386.1 hypothetical protein CHLNCDRAFT_48221 [Chlorella variabilis], XP_005850844.1 hypothetical protein CHLNCDRAFT_140438 [Chlorella variabilis], XP_005850843.1 hypothetical protein CHLNCDRAFT_140437 [Chlorella variabilis]
OG0003233	PCFQ01000011.1 g2821 [Chlorella sp. A99]	XP_005850924.1 hypothetical protein CHLNCDRAFT_140645 [Chlorella variabilis]
OG0003234	PCFQ01000011.1 g2831 [Chlorella sp. A99]	XP_005851039.1 hypothetical protein CHLNCDRAFT_19536_ partial [Chlorella variabilis]
OG0003235	PCFQ01000011.1 g2836 [Chlorella sp. A99]	XP_005850991.1 hypothetical protein CHLNCDRAFT_19514 [Chlorella variabilis]
OG0003236	PCFQ01000015.1 g2935 [Chlorella sp. A99]	XP_005849237.1 hypothetical protein CHLNCDRAFT_30521_ partial [Chlorella variabilis]
OG0003237	PCFQ01000015.1 g2994 [Chlorella sp. A99]	XP_005849263.1 hypothetical protein CHLNCDRAFT_143524 [Chlorella variabilis]
OG0003238	PCFQ01000015.1 g3036 [Chlorella sp. A99]	XP_005849369.1 hypothetical protein CHLNCDRAFT_143831 [Chlorella variabilis]
OG0003239	PCFQ01000015.1 g3058 [Chlorella sp. A99]	XP_005849360.1 hypothetical protein CHLNCDRAFT_12433_ partial [Chlorella variabilis]
OG0003240	PCFQ01000015.1 g3084 [Chlorella sp. A99]	XP_005848691.1 hypothetical protein CHLNCDRAFT_48717 [Chlorella variabilis]
OG0003241	PCFQ01000006.1 g3096 [Chlorella sp. A99]	XP_005850590.1 hypothetical protein CHLNCDRAFT_56876 [Chlorella variabilis]
OG0003242	PCFQ01000006.1 g3130 [Chlorella sp. A99]	XP_005850887.1 hypothetical protein CHLNCDRAFT_140548 [Chlorella variabilis]
OG0003243	PCFQ01000006.1 g3148 [Chlorella sp. A99]	XP_005850683.1 hypothetical protein CHLNCDRAFT_19955 [Chlorella variabilis]
OG0003244	PCFQ01000006.1 g3181 [Chlorella sp. A99]	XP_005850479.1 hypothetical protein CHLNCDRAFT_140272 [Chlorella variabilis]
OG0003246	PCFQ01000013.1 g3303 [Chlorella sp. A99]	XP_005851777.1 hypothetical protein CHLNCDRAFT_15412_ partial [Chlorella variabilis]
OG0003247	PCFQ01000013.1 g3359 [Chlorella sp. A99]	XP_005845480.1 hypothetical protein CHLNCDRAFT_25985_ partial [Chlorella variabilis], XP_005845476.1 hypothetical protein CHLNCDRAFT_137142 [Chlorella variabilis]
OG0003356	PCFQ01000005.1 g781 [Chlorella sp. A99]	XP_005846911.1 hypothetical protein CHLNCDRAFT_134799 [Chlorella variabilis]
OG0003358	PCFQ01000015.1 g3075 [Chlorella sp. A99]	XP_005849212.1 hypothetical protein CHLNCDRAFT_57448 [Chlorella variabilis]
OG0003368	PCFQ01000079.1 g1357 [Chlorella sp. A99]	XP_005845516.1 hypothetical protein CHLNCDRAFT_136605 [Chlorella variabilis]
OG0003372	PCFQ01000075.1 g1919 [Chlorella sp. A99]	XP_005844188.1 hypothetical protein CHLNCDRAFT_32691 [Chlorella variabilis]
OG0003375	PCFQ01000058.1 g273 [Chlorella sp. A99]	XP_005842800.1 hypothetical protein CHLNCDRAFT_13683_ partial [Chlorella variabilis]
OG0003379	PCFQ01000058.1 g135 [Chlorella sp. A99]	XP_005851600.1 hypothetical protein CHLNCDRAFT_138128 [Chlorella variabilis]
OG0003380	PCFQ01000079.1 g1430 [Chlorella sp. A99]	XP_005842939.1 hypothetical protein CHLNCDRAFT_10262_ partial [Chlorella variabilis]
OG0003381	PCFQ01000011.1 g2773 [Chlorella sp. A99]	XP_005845116.1 hypothetical protein CHLNCDRAFT_32356 [Chlorella variabilis]
OG0003386	PCFQ01000010.1 g373 [Chlorella sp. A99]	XP_005844920.1 hypothetical protein CHLNCDRAFT_26452 [Chlorella variabilis]
OG0003392	PCFQ01000075.1 g1936 [Chlorella sp. A99]	XP_005844324.1 hypothetical protein CHLNCDRAFT_139072 [Chlorella variabilis]
OG0003394	PCFQ01000011.1 g2891 [Chlorella sp. A99]	XP_005850692.1 hypothetical protein CHLNCDRAFT_19855_ partial [Chlorella variabilis]
OG0003395	PCFQ01000078.1 g1993 [Chlorella sp. A99]	XP_005850491.1 hypothetical protein CHLNCDRAFT_55992 [Chlorella variabilis]
OG0003415	PCFQ01000078.1 g2184 [Chlorella sp. A99]	XP_005845268.1 hypothetical protein CHLNCDRAFT_36511 [Chlorella variabilis]
OG0003416	PCFQ01000005.1 g810 [Chlorella sp. A99]	XP_005848898.1 hypothetical protein CHLNCDRAFT_22041 [Chlorella variabilis]
OG0003420	PCFQ01000005.1 g793 [Chlorella sp. A99]	XP_005848716.1 hypothetical protein CHLNCDRAFT_144377 [Chlorella variabilis]
OG0003424	PCFQ01000037.1 g2343 [Chlorella sp. A99]	XP_005849787.1 hypothetical protein CHLNCDRAFT_142876 [Chlorella variabilis]
OG0003425	PCFQ01000005.1 g802 [Chlorella sp. A99]	XP_005848730.1 hypothetical protein CHLNCDRAFT_22007 [Chlorella variabilis]
OG0003434	PCFQ01000004.1 g2674 [Chlorella sp. A99]	XP_005849607.1 hypothetical protein CHLNCDRAFT_30425 [Chlorella variabilis]
OG0003435	PCFQ01000037.1 g2500 [Chlorella sp. A99]	XP_005847445.1 hypothetical protein CHLNCDRAFT_134353 [Chlorella variabilis]
OG0003436	PCFQ01000004.1 g2617 [Chlorella sp. A99]	XP_005849930.1 hypothetical protein CHLNCDRAFT_143244 [Chlorella variabilis]
OG0003437	PCFQ01000006.1 g3226 [Chlorella sp. A99]	XP_005843866.1 hypothetical protein CHLNCDRAFT_59788 [Chlorella variabilis]
OG0003445	PCFQ01000078.1 g2194 [Chlorella sp. A99]	XP_005845285.1 hypothetical protein CHLNCDRAFT_136996 [Chlorella variabilis]
OG0003446	PCFQ01000013.1 g3269 [Chlorella sp. A99]	XP_005851684.1 expressed protein [Chlorella variabilis]
OG0003448	PCFQ01000082.1 g550 [Chlorella sp. A99]	XP_005847598.1 hypothetical protein CHLNCDRAFT_57843 [Chlorella variabilis]
OG0003452	PCFQ01000005.1 g862 [Chlorella sp. A99]	XP_005848804.1 hypothetical protein CHLNCDRAFT_144074 [Chlorella variabilis]
OG0003455	PCFQ01000013.1 g3267 [Chlorella sp. A99]	XP_005851681.1 hypothetical protein CHLNCDRAFT_33454 [Chlorella variabilis]
OG0003456	PCFQ01000079.1 g1470 [Chlorella sp. A99]	XP_005848092.1 hypothetical protein CHLNCDRAFT_145361 [Chlorella variabilis]
OG0003462	PCFQ01000006.1 g3241 [Chlorella sp. A99]	XP_005849378.1 hypothetical protein CHLNCDRAFT_9043_ partial [Chlorella variabilis]
OG0003466	PCFQ01000006.1 g3233 [Chlorella sp. A99]	XP_005842656.1 hypothetical protein CHLNCDRAFT_139004 [Chlorella variabilis], XP_005843943.1 hypothetical protein CHLNCDRAFT_59102 [Chlorella variabilis]
OG0003467	PCFQ01000082.1 g618 [Chlorella sp. A99]	XP_005843678.1 hypothetical protein CHLNCDRAFT_56384 [Chlorella variabilis]
OG0003469	PCFQ01000078.1 g2004 [Chlorella sp. A99]	XP_005846388.1 hypothetical protein CHLNCDRAFT_36183 [Chlorella variabilis]
OG0003471	PCFQ01000010.1 g387 [Chlorella sp. A99]	XP_005844688.1 hypothetical protein CHLNCDRAFT_8819_ partial [Chlorella variabilis]
OG0003476	PCFQ01000005.1 g861 [Chlorella sp. A99]	XP_005848591.1 hypothetical protein CHLNCDRAFT_144075 [Chlorella variabilis]
OG0003477	PCFQ01000005.1 g848 [Chlorella sp. A99]	XP_005848844.1 hypothetical protein CHLNCDRAFT_11380_ partial [Chlorella variabilis]
OG0003478	PCFQ01000037.1 g2452 [Chlorella sp. A99]	XP_005847047.1 hypothetical protein CHLNCDRAFT_134695 [Chlorella variabilis]
OG0003489	PCFQ01000078.1 g2025 [Chlorella sp. A99]	XP_005846317.1 hypothetical protein CHLNCDRAFT_24936 [Chlorella variabilis]
OG0003490	PCFQ01000013.1 g3280 [Chlorella sp. A99]	XP_005852024.1 hypothetical protein CHLNCDRAFT_17893_ partial [Chlorella variabilis]
OG0003492	PCFQ01000005.1 g851 [Chlorella sp. A99]	XP_005848641.1 hypothetical protein CHLNCDRAFT_144181 [Chlorella variabilis]
OG0003495	PCFQ01000004.1 g2714 [Chlorella sp. A99]	XP_005844928.1 hypothetical protein CHLNCDRAFT_138260 [Chlorella variabilis]
OG0003499	PCFQ01000081.1 g1556 [Chlorella sp. A99]	XP_005846975.1 hypothetical protein CHLNCDRAFT_52852 [Chlorella variabilis]
OG0003506	PCFQ01000011.1 g2766 [Chlorella sp. A99]	XP_005847239.1 expressed protein [Chlorella variabilis]
OG0003508	PCFQ01000009.1 g1695 [Chlorella sp. A99]	XP_005846987.1 hypothetical protein CHLNCDRAFT_31551 [Chlorella variabilis]
OG0003510	PCFQ01000011.1 g2778 [Chlorella sp. A99]	XP_005847232.1 hypothetical protein CHLNCDRAFT_52450 [Chlorella variabilis]
OG0003520	PCFQ01000006.1 g3200 [Chlorella sp. A99]	XP_005843956.1 hypothetical protein CHLNCDRAFT_139746 [Chlorella variabilis]
OG0003528	PCFQ01000011.1 g2745 [Chlorella sp. A99]	XP_005843636.1 hypothetical protein CHLNCDRAFT_59241 [Chlorella variabilis]
OG0003529	PCFQ01000079.1 g1250 [Chlorella sp. A99]	XP_005844268.1 hypothetical protein CHLNCDRAFT_32684 [Chlorella variabilis]
OG0003532	PCFQ01000073.1 g1980 [Chlorella sp. A99]	XP_005844690.1 hypothetical protein CHLNCDRAFT_138604 [Chlorella variabilis]
OG0003539	PCFQ01000015.1 g2983 [Chlorella sp. A99]	XP_005849126.1 hypothetical protein CHLNCDRAFT_48185 [Chlorella variabilis]
OG0003543	PCFQ01000015.1 g2981 [Chlorella sp. A99]	XP_005849124.1 hypothetical protein CHLNCDRAFT_30572 [Chlorella variabilis]
OG0003546	PCFQ01000078.1 g2057 [Chlorella sp. A99]	XP_005846284.1 hypothetical protein CHLNCDRAFT_36060 [Chlorella variabilis]
OG0003552	PCFQ01000008.1 g1132 [Chlorella sp. A99]	XP_005850156.1 hypothetical protein CHLNCDRAFT_142306 [Chlorella variabilis]
OG0003555	PCFQ01000077.1 g1734 [Chlorella sp. A99]	XP_005850153.1 expressed protein [Chlorella variabilis]
OG0003564	PCFQ01000037.1 g2461 [Chlorella sp. A99]	XP_005846878.1 hypothetical protein CHLNCDRAFT_58050 [Chlorella variabilis]
OG0003568	PCFQ01000011.1 g2913 [Chlorella sp. A99]	XP_005850626.1 hypothetical protein CHLNCDRAFT_56903 [Chlorella variabilis]
OG0003570	PCFQ01000011.1 g2903 [Chlorella sp. A99]	XP_005850902.1 hypothetical protein CHLNCDRAFT_56005 [Chlorella variabilis]
OG0003572	PCFQ01000075.1 g1932 [Chlorella sp. A99]	XP_005844302.1 hypothetical protein CHLNCDRAFT_139436 [Chlorella variabilis]
OG0003573	PCFQ01000011.1 g2912 [Chlorella sp. A99]	XP_005850625.1 hypothetical protein CHLNCDRAFT_19567 [Chlorella variabilis]
OG0003574	PCFQ01000079.1 g1473 [Chlorella sp. A99]	XP_005847054.1 hypothetical protein CHLNCDRAFT_134711 [Chlorella variabilis]
OG0003583	PCFQ01000019.1 g1790 [Chlorella sp. A99]	XP_005843908.1 hypothetical protein CHLNCDRAFT_27478 [Chlorella variabilis]
OG0003585	PCFQ01000011.1 g2852 [Chlorella sp. A99]	XP_005851026.1 hypothetical protein CHLNCDRAFT_17431_ partial [Chlorella variabilis]
OG0003589	PCFQ01000002.1 g723 [Chlorella sp. A99]	XP_005844516.1 hypothetical protein CHLNCDRAFT_138893 [Chlorella variabilis]
OG0003592	PCFQ01000078.1 g2102 [Chlorella sp. A99]	XP_005846416.1 hypothetical protein CHLNCDRAFT_135528 [Chlorella variabilis]
OG0003593	PCFQ01000019.1 g1799 [Chlorella sp. A99]	XP_005848363.1 hypothetical protein CHLNCDRAFT_145111 [Chlorella variabilis]
OG0003595	PCFQ01000018.1 g442 [Chlorella sp. A99]	XP_005851874.1 hypothetical protein CHLNCDRAFT_133443 [Chlorella variabilis]
OG0003603	PCFQ01000058.1 g96 [Chlorella sp. A99]	XP_005844423.1 hypothetical protein CHLNCDRAFT_139113 [Chlorella variabilis]
OG0003605	PCFQ01000011.1 g2917 [Chlorella sp. A99]	XP_005850728.1 hypothetical protein CHLNCDRAFT_140851 [Chlorella variabilis]
OG0003612	PCFQ01000018.1 g434 [Chlorella sp. A99]	XP_005852196.1 hypothetical protein CHLNCDRAFT_133410 [Chlorella variabilis]
OG0003619	PCFQ01000020.1 g875 [Chlorella sp. A99]	XP_005848435.1 hypothetical protein CHLNCDRAFT_35072 [Chlorella variabilis]
OG0003622	PCFQ01000005.1 g751 [Chlorella sp. A99]	XP_005849015.1 hypothetical protein CHLNCDRAFT_144603 [Chlorella variabilis]
OG0003625	PCFQ01000010.1 g363 [Chlorella sp. A99]	XP_005846207.1 hypothetical protein CHLNCDRAFT_25164 [Chlorella variabilis]
OG0003627	PCFQ01000010.1 g377 [Chlorella sp. A99]	XP_005846066.1 hypothetical protein CHLNCDRAFT_136249 [Chlorella variabilis]
OG0003640	PCFQ01000012.1 g1823 [Chlorella sp. A99]	XP_005842977.1 hypothetical protein CHLNCDRAFT_33289 [Chlorella variabilis]
OG0003651	PCFQ01000081.1 g1633 [Chlorella sp. A99]	XP_005848182.1 hypothetical protein CHLNCDRAFT_22624 [Chlorella variabilis]
OG0003652	PCFQ01000037.1 g2491 [Chlorella sp. A99]	XP_005847494.1 hypothetical protein CHLNCDRAFT_134482 [Chlorella variabilis]
OG0003671	PCFQ01000058.1 g207 [Chlorella sp. A99]	XP_005846603.1 hypothetical protein CHLNCDRAFT_135209 [Chlorella variabilis]
OG0003678	PCFQ01000003.1 g1041 [Chlorella sp. A99]	XP_005843230.1 hypothetical protein CHLNCDRAFT_37547 [Chlorella variabilis]
OG0003679	PCFQ01000003.1 g1047 [Chlorella sp. A99]	XP_005843226.1 hypothetical protein CHLNCDRAFT_141310 [Chlorella variabilis]
OG0003685	PCFQ01000002.1 g734 [Chlorella sp. A99]	XP_005844635.1 hypothetical protein CHLNCDRAFT_49097 [Chlorella variabilis]
OG0003686	PCFQ01000058.1 g33 [Chlorella sp. A99]	XP_005851135.1 hypothetical protein CHLNCDRAFT_137726 [Chlorella variabilis]
OG0003704	PCFQ01000006.1 g3099 [Chlorella sp. A99]	XP_005850587.1 expressed protein [Chlorella variabilis]
OG0003711	PCFQ01000077.1 g1750 [Chlorella sp. A99]	XP_005849991.1 hypothetical protein CHLNCDRAFT_141910 [Chlorella variabilis]
OG0003722	PCFQ01000082.1 g549 [Chlorella sp. A99]	XP_005847583.1 hypothetical protein CHLNCDRAFT_133842 [Chlorella variabilis]
OG0003736	PCFQ01000008.1 g1099 [Chlorella sp. A99]	XP_005850220.1 hypothetical protein CHLNCDRAFT_20512_ partial [Chlorella variabilis]
OG0003740	PCFQ01000001.1 g1013 [Chlorella sp. A99]	XP_005845805.1 hypothetical protein CHLNCDRAFT_136530 [Chlorella variabilis]
OG0003745	PCFQ01000078.1 g2139 [Chlorella sp. A99]	XP_005845484.1 hypothetical protein CHLNCDRAFT_137157 [Chlorella variabilis]
OG0003748	PCFQ01000008.1 g1102 [Chlorella sp. A99]	XP_005850472.1 hypothetical protein CHLNCDRAFT_20698_ partial [Chlorella variabilis]
OG0003766	PCFQ01000058.1 g219 [Chlorella sp. A99]	XP_005851348.1 hypothetical protein CHLNCDRAFT_29663 [Chlorella variabilis]
OG0003767	PCFQ01000006.1 g3168 [Chlorella sp. A99]	XP_005850508.1 hypothetical protein CHLNCDRAFT_13990_ partial [Chlorella variabilis]
OG0003770	PCFQ01000006.1 g3179 [Chlorella sp. A99]	XP_005850779.1 hypothetical protein CHLNCDRAFT_140270 [Chlorella variabilis]
OG0003772	PCFQ01000082.1 g631 [Chlorella sp. A99]	XP_005847154.1 hypothetical protein CHLNCDRAFT_134918 [Chlorella variabilis]
OG0003780	PCFQ01000037.1 g2390 [Chlorella sp. A99]	XP_005849730.1 hypothetical protein CHLNCDRAFT_59619 [Chlorella variabilis]
OG0003800	PCFQ01000079.1 g1367 [Chlorella sp. A99]	XP_005845641.1 hypothetical protein CHLNCDRAFT_136659 [Chlorella variabilis]
OG0003804	PCFQ01000015.1 g2940 [Chlorella sp. A99]	XP_005849228.1 hypothetical protein CHLNCDRAFT_57351 [Chlorella variabilis]
OG0003806	PCFQ01000079.1 g1427 [Chlorella sp. A99]	XP_005843308.1 hypothetical protein CHLNCDRAFT_59273 [Chlorella variabilis]
OG0003815	PCFQ01000015.1 g2941 [Chlorella sp. A99]	XP_005849229.1 hypothetical protein CHLNCDRAFT_34831 [Chlorella variabilis]
OG0003827	PCFQ01000007.1 g1190 [Chlorella sp. A99]	XP_005848280.1 hypothetical protein CHLNCDRAFT_30796 [Chlorella variabilis]
OG0003834	PCFQ01000082.1 g568 [Chlorella sp. A99]	XP_005847850.1 hypothetical protein CHLNCDRAFT_134090 [Chlorella variabilis]
OG0003837	PCFQ01000082.1 g495 [Chlorella sp. A99]	XP_005847793.1 hypothetical protein CHLNCDRAFT_133959 [Chlorella variabilis]
OG0003838	PCFQ01000082.1 g570 [Chlorella sp. A99]	XP_005847689.1 hypothetical protein CHLNCDRAFT_134109 [Chlorella variabilis]
OG0003840	PCFQ01000082.1 g567 [Chlorella sp. A99]	XP_005847690.1 hypothetical protein CHLNCDRAFT_134115 [Chlorella variabilis]
OG0003845	PCFQ01000010.1 g331 [Chlorella sp. A99]	XP_005845984.1 hypothetical protein CHLNCDRAFT_25204_ partial [Chlorella variabilis]
OG0003848	PCFQ01000010.1 g341 [Chlorella sp. A99]	XP_005846130.1 hypothetical protein CHLNCDRAFT_53400 [Chlorella variabilis]
OG0003851	PCFQ01000079.1 g1363 [Chlorella sp. A99]	XP_005846015.1 hypothetical protein CHLNCDRAFT_136114 [Chlorella variabilis]
OG0003852	PCFQ01000010.1 g304 [Chlorella sp. A99]	XP_005845956.1 hypothetical protein CHLNCDRAFT_36210 [Chlorella variabilis]
OG0003854	PCFQ01000010.1 g310 [Chlorella sp. A99]	XP_005846092.1 hypothetical protein CHLNCDRAFT_135966 [Chlorella variabilis]
OG0003863	PCFQ01000037.1 g2357 [Chlorella sp. A99]	XP_005849455.1 hypothetical protein CHLNCDRAFT_142719 [Chlorella variabilis]
OG0003869	PCFQ01000058.1 g103 [Chlorella sp. A99]	XP_005851191.1 hypothetical protein CHLNCDRAFT_18866 [Chlorella variabilis]
OG0003871	PCFQ01000079.1 g1301 [Chlorella sp. A99]	XP_005844290.1 hypothetical protein CHLNCDRAFT_37063 [Chlorella variabilis]
OG0003874	PCFQ01000008.1 g1114 [Chlorella sp. A99]	XP_005850061.1 hypothetical protein CHLNCDRAFT_34352 [Chlorella variabilis]
OG0003875	PCFQ01000005.1 g778 [Chlorella sp. A99]	XP_005846847.1 hypothetical protein CHLNCDRAFT_58027 [Chlorella variabilis]
OG0003878	PCFQ01000003.1 g1037 [Chlorella sp. A99]	XP_005844822.1 hypothetical protein CHLNCDRAFT_138257 [Chlorella variabilis]
