Orthogroup	Scenedesmus_PABB004	Coccomyxa_SubellipsoideaC169
OG0004172	KAF8065808.1 hypothetical protein HT031_002868 [Scenedesmus sp. PABB004]	EIE21159.1 granule-bound starch synthase [Coccomyxa subellipsoidea C-169]
OG0004175	KAF8065932.1 efhc2 [Scenedesmus sp. PABB004]	EIE21595.1 hypothetical protein COCSUDRAFT_17258 [Coccomyxa subellipsoidea C-169]
OG0004177	KAF8065761.1 dohh [Scenedesmus sp. PABB004]	EIE21696.1 deoxyhypusine hydroxylase [Coccomyxa subellipsoidea C-169]
OG0004179	KAF8063715.1 splA [Scenedesmus sp. PABB004]	EIE19369.1 kinase-like protein [Coccomyxa subellipsoidea C-169]
OG0004180	KAF8058064.1 hypothetical protein HT031_005724 [Scenedesmus sp. PABB004]	EIE20529.1 hypothetical protein COCSUDRAFT_18502 [Coccomyxa subellipsoidea C-169]
OG0004181	KAF8056380.1 NAT1 [Scenedesmus sp. PABB004]	EIE23145.1 hypothetical protein COCSUDRAFT_47512 [Coccomyxa subellipsoidea C-169]
OG0004182	KAF8062721.1 hypothetical protein HT031_004051 [Scenedesmus sp. PABB004]	EIE21317.1 fructose-1_6-bisphosphate aldolase [Coccomyxa subellipsoidea C-169]
OG0004183	KAF8067240.1 E1-BETA-2 [Scenedesmus sp. PABB004]	EIE23135.1 hypothetical protein COCSUDRAFT_53517 [Coccomyxa subellipsoidea C-169]
OG0004184	KAF8071085.1 thermostable carboxypeptidase 1 [Scenedesmus sp. PABB004]	EIE22999.1 putative carboxypeptidase [Coccomyxa subellipsoidea C-169]
OG0004186	KAF8073245.1 CAND7 [Scenedesmus sp. PABB004]	EIE24643.1 hypothetical protein COCSUDRAFT_53024 [Coccomyxa subellipsoidea C-169]
OG0004187	KAF8061335.1 hypothetical protein HT031_004426 [Scenedesmus sp. PABB004]	EIE26238.1 hypothetical protein COCSUDRAFT_83613 [Coccomyxa subellipsoidea C-169]
OG0004189	KAF8069414.1 TMEM184A [Scenedesmus sp. PABB004]	EIE25555.1 DUF300-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0004190	KAF8065529.1 IMPL1 [Scenedesmus sp. PABB004]	EIE25541.1 inositol monophosphatase_ partial [Coccomyxa subellipsoidea C-169]
OG0004191	KAF8073073.1 ema [Scenedesmus sp. PABB004]	EIE25529.1 hypothetical protein COCSUDRAFT_9576_ partial [Coccomyxa subellipsoidea C-169]
OG0004192	KAF8058849.1 LHCA4 [Scenedesmus sp. PABB004]	EIE26525.1 light-harvesting chlorophyll-a/b protein of photosystem I [Coccomyxa subellipsoidea C-169]
OG0004193	KAF8068420.1 LHCA4 [Scenedesmus sp. PABB004]	EIE26526.1 hypothetical protein COCSUDRAFT_52367 [Coccomyxa subellipsoidea C-169]
OG0004194	KAF8061330.1 NAD_P_H dehydrogenase _quinone_ FQR1-like 1 [Scenedesmus sp. PABB004]	EIE22854.1 hypothetical protein COCSUDRAFT_53679 [Coccomyxa subellipsoidea C-169]
OG0004196	KAF8056437.1 hypothetical protein HT031_006294 [Scenedesmus sp. PABB004]	EIE26247.1 PMSR-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0004198	KAF8060496.1 Eefsec [Scenedesmus sp. PABB004]	EIE24099.1 selenocysteine-specific elongation factor EF-Sec [Coccomyxa subellipsoidea C-169]
OG0004199	KAF8062733.1 LSM6B [Scenedesmus sp. PABB004]	EIE21278.1 isoform CRA_b [Coccomyxa subellipsoidea C-169]
OG0004200	KAF8063698.1 ADA2 [Scenedesmus sp. PABB004]	EIE22880.1 hypothetical protein COCSUDRAFT_1634_ partial [Coccomyxa subellipsoidea C-169]
OG0004205	KAF8072986.1 trmH [Scenedesmus sp. PABB004]	EIE18826.1 hypothetical protein COCSUDRAFT_59757 [Coccomyxa subellipsoidea C-169]
OG0004206	KAF8060574.1 hypothetical protein HT031_004751 [Scenedesmus sp. PABB004]	EIE23730.1 thioredoxin-like protein [Coccomyxa subellipsoidea C-169]
OG0004207	KAF8063732.1 SURF2 [Scenedesmus sp. PABB004]	EIE23479.1 hypothetical protein COCSUDRAFT_65937 [Coccomyxa subellipsoidea C-169]
OG0004208	KAF8067340.1 TIM22-1 [Scenedesmus sp. PABB004]	EIE26798.1 Tim17-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0004210	KAF8071042.1 RtcB-like protein [Scenedesmus sp. PABB004]	EIE26782.1 UPF0027-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0004211	KAF8059996.1 ARSM2 [Scenedesmus sp. PABB004]	EIE26395.1 S-adenosyl-L-methionine-dependent methyltransferase [Coccomyxa subellipsoidea C-169]
OG0004213	KAF8065541.1 Z-ISO [Scenedesmus sp. PABB004]	EIE23144.1 hypothetical protein COCSUDRAFT_53522 [Coccomyxa subellipsoidea C-169]
OG0004214	KAF8065781.1 hypothetical protein HT031_002841 [Scenedesmus sp. PABB004]	EIE21332.1 hypothetical protein COCSUDRAFT_37270 [Coccomyxa subellipsoidea C-169]
OG0004215	KAF8064627.1 ORP3B [Scenedesmus sp. PABB004]	EIE24027.1 Oxysterol-binding protein [Coccomyxa subellipsoidea C-169]
OG0004216	KAF8070851.1 SUVH4 [Scenedesmus sp. PABB004]	EIE25424.1 SET domain-containing protein_ partial [Coccomyxa subellipsoidea C-169]
OG0004218	KAF8064598.1 rnaseh2b [Scenedesmus sp. PABB004]	EIE24959.1 hypothetical protein COCSUDRAFT_83651 [Coccomyxa subellipsoidea C-169]
OG0004219	KAF8055669.1 Calmodulin [Scenedesmus sp. PABB004]	EIE24700.1 hypothetical protein COCSUDRAFT_14531 [Coccomyxa subellipsoidea C-169]
OG0004220	KAF8072816.1 HHL1 [Scenedesmus sp. PABB004]	EIE24190.1 hypothetical protein COCSUDRAFT_53257 [Coccomyxa subellipsoidea C-169]
OG0004221	KAF8055475.1 CYCB1-2 [Scenedesmus sp. PABB004]	EIE25486.1 proteasome maturation factor UMP1 [Coccomyxa subellipsoidea C-169]
OG0004222	KAF8066318.1 RPA3B [Scenedesmus sp. PABB004]	EIE19603.1 hypothetical protein COCSUDRAFT_67716 [Coccomyxa subellipsoidea C-169]
OG0004223	KAF8072610.1 atxn10 [Scenedesmus sp. PABB004]	EIE20944.1 hypothetical protein COCSUDRAFT_57486 [Coccomyxa subellipsoidea C-169]
OG0004224	KAF8061418.1 hypothetical protein HT031_004509 [Scenedesmus sp. PABB004]	EIE27249.1 riboflavin biosynthesis p_ partial [Coccomyxa subellipsoidea C-169]
OG0004225	KAF8064640.1 FPS1 [Scenedesmus sp. PABB004]	EIE24506.1 farnesyl diphosphate synthase [Coccomyxa subellipsoidea C-169]
OG0004226	KAF8055836.1 STR8 [Scenedesmus sp. PABB004], KAF8067347.1 PAP28 [Scenedesmus sp. PABB004]	EIE23841.1 hypothetical protein COCSUDRAFT_23145_ partial [Coccomyxa subellipsoidea C-169]
OG0004228	KAF8062953.1 WDR12-like protein [Scenedesmus sp. PABB004]	EIE25891.1 WD40 repeat-like protein [Coccomyxa subellipsoidea C-169]
OG0004229	KAF8061319.1 mnmE [Scenedesmus sp. PABB004]	EIE18915.1 tRNA modification GTPase TrmE [Coccomyxa subellipsoidea C-169]
OG0004230	KAF8072686.1 DEGP8 [Scenedesmus sp. PABB004]	EIE21012.1 trypsin-like serine protease [Coccomyxa subellipsoidea C-169]
OG0004231	KAF8067427.1 TDA3 [Scenedesmus sp. PABB004]	EIE18649.1 D-amino acid oxidase_ partial [Coccomyxa subellipsoidea C-169]
OG0004232	KAF8061169.1 hypothetical protein HT031_004631 [Scenedesmus sp. PABB004]	EIE27681.1 mitochondrial substrate carrier protein [Coccomyxa subellipsoidea C-169]
OG0004234	KAF8060050.1 Sbds [Scenedesmus sp. PABB004]	EIE26602.1 Shwachman-Bodian-diamond syndrome_ partial [Coccomyxa subellipsoidea C-169]
OG0004235	KAF8068263.1 TAF6 [Scenedesmus sp. PABB004]	EIE23459.1 DUF1546-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0004236	KAF8065856.1 hypothetical protein HT031_002916 [Scenedesmus sp. PABB004]	EIE27504.1 thiolase-like protein [Coccomyxa subellipsoidea C-169]
OG0004237	KAF8065522.1 rmt2 [Scenedesmus sp. PABB004]	EIE26086.1 S-adenosyl-L-methionine-dependent methyltransferase [Coccomyxa subellipsoidea C-169]
OG0004238	KAF8072809.1 LRRC6 [Scenedesmus sp. PABB004]	EIE23977.1 outer arm dynein light chain 1 [Coccomyxa subellipsoidea C-169]
OG0004239	KAF8072643.1 DPH2 [Scenedesmus sp. PABB004]	EIE23796.1 diphthamide biosynthesis protein [Coccomyxa subellipsoidea C-169]
OG0004240	KAF8070889.1 APC10 [Scenedesmus sp. PABB004]	EIE26655.1 anaphase-promoting complex_ subunit 10 [Coccomyxa subellipsoidea C-169]
OG0004241	KAF8065640.1 hypothetical protein HT031_003241 [Scenedesmus sp. PABB004]	EIE23051.1 hypothetical protein COCSUDRAFT_53491 [Coccomyxa subellipsoidea C-169]
OG0004242	KAF8072886.1 Utp11 [Scenedesmus sp. PABB004]	EIE25270.1 small-subunit processome_ partial [Coccomyxa subellipsoidea C-169]
OG0004243	KAF8057767.1 MTM1 [Scenedesmus sp. PABB004]	EIE25192.1 hypothetical protein COCSUDRAFT_27861 [Coccomyxa subellipsoidea C-169]
OG0004244	KAF8067331.1 PHD finger-like domain-containing protein 5B [Scenedesmus sp. PABB004]	EIE18962.1 PHF5-like protein [Coccomyxa subellipsoidea C-169]
OG0004247	KAF8059715.1 signal peptidase complex subunit 3A [Scenedesmus sp. PABB004]	EIE23926.1 signal peptidase 22 kDa subunit [Coccomyxa subellipsoidea C-169]
OG0004248	KAF8061134.1 hypothetical protein HT031_004595 [Scenedesmus sp. PABB004]	EIE27431.1 hypothetical protein COCSUDRAFT_45859 [Coccomyxa subellipsoidea C-169]
OG0004249	KAF8065556.1 SGR1 [Scenedesmus sp. PABB004]	EIE25568.1 hypothetical protein COCSUDRAFT_61770 [Coccomyxa subellipsoidea C-169]
OG0004251	KAF8054453.1 rpl14 _chloroplast_ [Scenedesmus sp. PABB004]	EIE18592.1 ribosomal protein L14 [Coccomyxa subellipsoidea C-169]
OG0004252	KAF8058115.1 SLC35F6 [Scenedesmus sp. PABB004]	EIE26741.1 hypothetical protein COCSUDRAFT_4914_ partial [Coccomyxa subellipsoidea C-169]
OG0004253	KAF8072716.1 Mbd4 [Scenedesmus sp. PABB004]	EIE20622.1 hypothetical protein COCSUDRAFT_83540 [Coccomyxa subellipsoidea C-169]
OG0004254	KAF8071030.1 hypothetical protein HT031_001112 [Scenedesmus sp. PABB004]	EIE26443.1 mitochondrial carrier [Coccomyxa subellipsoidea C-169]
OG0004255	KAF8067120.1 hypothetical protein HT031_002167 [Scenedesmus sp. PABB004]	EIE23525.1 hypothetical protein COCSUDRAFT_65962 [Coccomyxa subellipsoidea C-169]
OG0004256	KAF8067264.1 hypothetical protein HT031_002311 [Scenedesmus sp. PABB004]	EIE24758.1 hypothetical protein COCSUDRAFT_41065 [Coccomyxa subellipsoidea C-169]
OG0004258	KAF8065636.1 RABH1B [Scenedesmus sp. PABB004]	EIE20890.1 ras-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0004261	KAF8059212.1 hypothetical protein HT031_005384 [Scenedesmus sp. PABB004]	EIE27559.1 hypothetical protein COCSUDRAFT_39194 [Coccomyxa subellipsoidea C-169]
OG0004264	KAF8056136.1 Zmynd10 [Scenedesmus sp. PABB004]	EIE27455.1 hypothetical protein COCSUDRAFT_55461 [Coccomyxa subellipsoidea C-169]
OG0004265	KAF8066208.1 Pepd [Scenedesmus sp. PABB004]	EIE27549.1 Xaa-Pro dipeptidase _X-Pro dipeptidase_ [Coccomyxa subellipsoidea C-169]
OG0004267	KAF8067428.1 hypothetical protein HT031_002476 [Scenedesmus sp. PABB004]	EIE25645.1 hypothetical protein COCSUDRAFT_64760 [Coccomyxa subellipsoidea C-169]
OG0004268	KAF8062685.1 Upf1 [Scenedesmus sp. PABB004]	EIE21783.1 P-loop containing nucleoside triphosphate hydrolase protein_ partial [Coccomyxa subellipsoidea C-169]
OG0004269	KAF8068257.1 FKBP17-2 [Scenedesmus sp. PABB004]	EIE24565.1 FKBP-type peptidyl-prolyl cis-trans isomerase_ partial [Coccomyxa subellipsoidea C-169]
OG0004276	KAF8071239.1 protein phosphatase [Scenedesmus sp. PABB004]	EIE25838.1 protein serine/threonine phosphatase 2C [Coccomyxa subellipsoidea C-169]
OG0004278	KAF8071139.1 RPI4 [Scenedesmus sp. PABB004]	EIE25852.1 hypothetical protein COCSUDRAFT_60863 [Coccomyxa subellipsoidea C-169]
OG0004280	KAF8056348.1 chid1 [Scenedesmus sp. PABB004]	EIE20263.1 glycoside hydrolase [Coccomyxa subellipsoidea C-169]
OG0004281	KAF8066385.1 h [Scenedesmus sp. PABB004]	EIE23249.1 hypothetical protein COCSUDRAFT_42158 [Coccomyxa subellipsoidea C-169]
OG0004282	KAF8065609.1 LHT2 [Scenedesmus sp. PABB004]	EIE18716.1 hypothetical protein COCSUDRAFT_68172 [Coccomyxa subellipsoidea C-169], EIE22933.1 hypothetical protein COCSUDRAFT_83705 [Coccomyxa subellipsoidea C-169]
OG0004288	KAF8056243.1 WDTC1 [Scenedesmus sp. PABB004]	EIE23488.1 WD40 repeat-like protein_ partial [Coccomyxa subellipsoidea C-169]
OG0004289	KAF8069497.1 K02F3.12 [Scenedesmus sp. PABB004]	EIE26127.1 ATP-dependent DNA helicase [Coccomyxa subellipsoidea C-169]
OG0004290	KAF8068309.1 CAC3 [Scenedesmus sp. PABB004]	EIE26011.1 alpha subunit of acetyl-CoA carboxylase [Coccomyxa subellipsoidea C-169]
OG0004291	KAF8062749.1 fkbM [Scenedesmus sp. PABB004]	EIE26358.1 hypothetical protein COCSUDRAFT_58894 [Coccomyxa subellipsoidea C-169]
OG0004293	KAF8072867.1 hypothetical protein HT031_000527 [Scenedesmus sp. PABB004]	EIE23057.1 hypothetical protein COCSUDRAFT_53493 [Coccomyxa subellipsoidea C-169]
OG0004294	KAF8055827.1 phosphoglycerate mutase-like protein 4 [Scenedesmus sp. PABB004]	EIE22960.1 phosphoglycerate mutase-like protein [Coccomyxa subellipsoidea C-169]
OG0004297	KAF8062746.1 hypothetical protein HT031_004076 [Scenedesmus sp. PABB004]	EIE23089.1 TPR-like protein [Coccomyxa subellipsoidea C-169]
OG0004299	KAF8062082.1 hypothetical protein HT031_004342 [Scenedesmus sp. PABB004]	EIE22348.1 hypothetical protein COCSUDRAFT_33484 [Coccomyxa subellipsoidea C-169]
OG0004302	KAF8056839.1 hpt [Scenedesmus sp. PABB004]	EIE22511.1 hypothetical protein COCSUDRAFT_83468 [Coccomyxa subellipsoidea C-169]
OG0004303	KAF8063848.1 PSRP-3 [Scenedesmus sp. PABB004]	EIE22198.1 UDP-Glycosyltransferase/glycogen phosphorylase [Coccomyxa subellipsoidea C-169]
OG0004304	KAF8067181.1 hypothetical protein HT031_002228 [Scenedesmus sp. PABB004], KAF8067176.1 hypothetical protein HT031_002223 [Scenedesmus sp. PABB004]	EIE27039.1 hypothetical protein COCSUDRAFT_64051_ partial [Coccomyxa subellipsoidea C-169]
OG0004305	KAF8071282.1 zinc protease-like protein [Scenedesmus sp. PABB004]	EIE22249.1 LuxS/MPP-like metallohydrolase [Coccomyxa subellipsoidea C-169]
OG0004306	KAF8065463.1 RIN2 [Scenedesmus sp. PABB004]	EIE26885.1 NAD_P_-binding protein [Coccomyxa subellipsoidea C-169]
OG0004307	KAF8067206.1 hypothetical protein HT031_002253 [Scenedesmus sp. PABB004]	EIE20819.1 hypothetical protein COCSUDRAFT_18358_ partial [Coccomyxa subellipsoidea C-169]
OG0004308	KAF8062761.1 SWI2 [Scenedesmus sp. PABB004]	EIE19153.1 hypothetical protein COCSUDRAFT_20093_ partial [Coccomyxa subellipsoidea C-169]
OG0004309	KAF8055726.1 hypothetical protein HT031_006630 [Scenedesmus sp. PABB004]	EIE21557.1 hypothetical protein COCSUDRAFT_54021 [Coccomyxa subellipsoidea C-169]
OG0004317	KAF8071036.1 hypothetical protein HT031_001118 [Scenedesmus sp. PABB004]	EIE18584.1 hypothetical protein COCSUDRAFT_9732_ partial [Coccomyxa subellipsoidea C-169]
OG0004319	KAF8059161.1 agbl2 [Scenedesmus sp. PABB004]	EIE20578.1 hypothetical protein COCSUDRAFT_10876_ partial [Coccomyxa subellipsoidea C-169]
OG0004320	KAF8065720.1 cluap1 [Scenedesmus sp. PABB004]	EIE19546.1 hypothetical protein COCSUDRAFT_58294 [Coccomyxa subellipsoidea C-169], EIE19544.1 hypothetical protein COCSUDRAFT_58292 [Coccomyxa subellipsoidea C-169]
OG0004321	KAF8073222.1 FTSH7 [Scenedesmus sp. PABB004]	EIE21197.1 ATP-dependent metallopeptidase Hfl [Coccomyxa subellipsoidea C-169]
OG0004324	KAF8071376.1 hypothetical protein HT031_001460 [Scenedesmus sp. PABB004]	EIE23961.1 Formiminotransferase [Coccomyxa subellipsoidea C-169]
OG0004325	KAF8063684.1 SGT1A [Scenedesmus sp. PABB004]	EIE25539.1 SGS-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0004329	KAF8061157.1 hypothetical protein HT031_004618 [Scenedesmus sp. PABB004]	EIE27671.1 hypothetical protein COCSUDRAFT_55660 [Coccomyxa subellipsoidea C-169]
OG0004330	KAF8058830.1 CPK19 [Scenedesmus sp. PABB004], KAF8056021.1 CPK4 [Scenedesmus sp. PABB004]	EIE24627.1 kinase-like protein [Coccomyxa subellipsoidea C-169]
OG0004331	KAF8060623.1 VPS15 [Scenedesmus sp. PABB004]	EIE24687.1 hypothetical protein COCSUDRAFT_258_ partial [Coccomyxa subellipsoidea C-169]
OG0004333	KAF8060333.1 FH6 [Scenedesmus sp. PABB004]	EIE21958.1 actin-binding FH2 [Coccomyxa subellipsoidea C-169]
OG0004334	KAF8064573.1 DA1 [Scenedesmus sp. PABB004]	EIE27209.1 hypothetical protein COCSUDRAFT_11485_ partial [Coccomyxa subellipsoidea C-169]
OG0004335	KAF8059433.1 Sh3yl1 [Scenedesmus sp. PABB004]	EIE18388.1 DUF500-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0004336	KAF8060342.1 hypothetical protein HT031_004878 [Scenedesmus sp. PABB004], KAF8063018.1 hypothetical protein HT031_003857 [Scenedesmus sp. PABB004]	EIE18202.1 hypothetical protein COCSUDRAFT_68339 [Coccomyxa subellipsoidea C-169]
OG0004339	KAF8066430.1 hypothetical protein HT031_002754 [Scenedesmus sp. PABB004]	EIE25871.1 hypothetical protein COCSUDRAFT_52602 [Coccomyxa subellipsoidea C-169]
OG0004344	KAF8069505.1 RLP12 [Scenedesmus sp. PABB004]	EIE21483.1 WD40 repeat-like protein [Coccomyxa subellipsoidea C-169]
OG0004347	KAF8059408.1 TANGO2 [Scenedesmus sp. PABB004]	EIE20160.1 DUF833-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0004349	KAF8065820.1 hypothetical protein HT031_002880 [Scenedesmus sp. PABB004]	EIE22886.1 hypothetical protein COCSUDRAFT_66438 [Coccomyxa subellipsoidea C-169]
OG0004350	KAF8062105.1 WDR19 [Scenedesmus sp. PABB004]	EIE19510.1 hypothetical protein COCSUDRAFT_83561 [Coccomyxa subellipsoidea C-169]
OG0004351	KAF8067207.1 rsmE [Scenedesmus sp. PABB004]	EIE20800.1 alpha/beta knot [Coccomyxa subellipsoidea C-169]
OG0004354	KAF8069561.1 GCS1 [Scenedesmus sp. PABB004]	EIE24981.1 glycoside hydrolase [Coccomyxa subellipsoidea C-169]
OG0004355	KAF8066376.1 VPS37-2 [Scenedesmus sp. PABB004]	EIE21111.1 hypothetical protein COCSUDRAFT_67088 [Coccomyxa subellipsoidea C-169]
OG0004356	KAF8058855.1 Herc6 [Scenedesmus sp. PABB004]	EIE21174.1 RCC1/BLIP-II [Coccomyxa subellipsoidea C-169]
OG0004358	KAF8055990.1 rhbg [Scenedesmus sp. PABB004], KAF8054897.1 hypothetical protein HT031_006896 [Scenedesmus sp. PABB004]	EIE24872.1 Rh-like protein/ammonium transporter [Coccomyxa subellipsoidea C-169], EIE24875.1 Rh-like protein/ammonium transporter [Coccomyxa subellipsoidea C-169]
OG0004359	KAF8060486.1 BUD13 [Scenedesmus sp. PABB004]	EIE19740.1 hypothetical protein COCSUDRAFT_44563 [Coccomyxa subellipsoidea C-169]
OG0004360	KAF8062665.1 LEC14B protein [Scenedesmus sp. PABB004]	EIE21352.1 WD40 repeat-like protein [Coccomyxa subellipsoidea C-169]
OG0004362	KAF8065602.1 hypothetical protein HT031_003203 [Scenedesmus sp. PABB004]	EIE26604.1 hypothetical protein COCSUDRAFT_64572 [Coccomyxa subellipsoidea C-169], EIE26877.1 hypothetical protein COCSUDRAFT_46268 [Coccomyxa subellipsoidea C-169]
OG0004363	KAF8059106.1 hypothetical protein HT031_005278 [Scenedesmus sp. PABB004], KAF8072684.1 Sec24-like protein [Scenedesmus sp. PABB004]	EIE21171.1 hypothetical protein COCSUDRAFT_57085 [Coccomyxa subellipsoidea C-169]
OG0004364	KAF8065736.1 tstD [Scenedesmus sp. PABB004]	EIE21523.1 hypothetical protein COCSUDRAFT_66930 [Coccomyxa subellipsoidea C-169]
OG0004367	KAF8064536.1 hypothetical protein HT031_003336 [Scenedesmus sp. PABB004]	EIE24597.1 hypothetical protein COCSUDRAFT_62029 [Coccomyxa subellipsoidea C-169]
OG0004368	KAF8067243.1 IBR5 [Scenedesmus sp. PABB004]	EIE24230.1 phosphatases II [Coccomyxa subellipsoidea C-169]
OG0004371	KAF8058312.1 NHX8 [Scenedesmus sp. PABB004]	EIE19303.1 Sodium/hydrogen exchanger [Coccomyxa subellipsoidea C-169]
OG0004372	KAF8058901.1 SRFR1 [Scenedesmus sp. PABB004]	EIE24313.1 protein prenylyltransferase [Coccomyxa subellipsoidea C-169]
OG0004373	KAF8064618.1 MHZ4 [Scenedesmus sp. PABB004]	EIE24380.1 hypothetical protein COCSUDRAFT_83684 [Coccomyxa subellipsoidea C-169]
OG0004375	KAF8071188.1 SCC4 [Scenedesmus sp. PABB004]	EIE18238.1 hypothetical protein COCSUDRAFT_45500 [Coccomyxa subellipsoidea C-169]
OG0004376	KAF8063056.1 UBA1C [Scenedesmus sp. PABB004]	EIE25337.1 hypothetical protein COCSUDRAFT_65197 [Coccomyxa subellipsoidea C-169]
OG0004379	KAF8068262.1 rplB [Scenedesmus sp. PABB004]	EIE20667.1 ribosomal protein L2 [Coccomyxa subellipsoidea C-169]
OG0004381	KAF8055756.1 hypothetical protein HT031_006660 [Scenedesmus sp. PABB004], KAF8056843.1 hypothetical protein HT031_006187 [Scenedesmus sp. PABB004]	EIE24883.1 hypothetical protein COCSUDRAFT_46996 [Coccomyxa subellipsoidea C-169]
OG0004382	KAF8072698.1 moxd1 [Scenedesmus sp. PABB004]	EIE27599.1 hypothetical protein COCSUDRAFT_55595 [Coccomyxa subellipsoidea C-169]
OG0004383	KAF8065665.1 pentatricopeptide repeat-containing protein [Scenedesmus sp. PABB004]	EIE26839.1 hypothetical protein COCSUDRAFT_59346 [Coccomyxa subellipsoidea C-169]
OG0004389	KAF8068148.1 hypothetical protein HT031_001834 [Scenedesmus sp. PABB004]	EIE25588.1 P-loop containing nucleoside triphosphate hydrolase protein [Coccomyxa subellipsoidea C-169]
OG0004390	KAF8072394.1 hypothetical protein HT031_000053 [Scenedesmus sp. PABB004]	EIE22010.1 hypothetical protein COCSUDRAFT_53931 [Coccomyxa subellipsoidea C-169]
OG0004391	KAF8068212.1 hypothetical protein HT031_001898 [Scenedesmus sp. PABB004]	EIE24016.1 hypothetical protein COCSUDRAFT_41339 [Coccomyxa subellipsoidea C-169]
OG0004392	KAF8060468.1 TRS130 [Scenedesmus sp. PABB004]	EIE24384.1 hypothetical protein COCSUDRAFT_52946 [Coccomyxa subellipsoidea C-169]
OG0004398	KAF8062914.1 poxA [Scenedesmus sp. PABB004]	EIE24291.1 hypothetical protein COCSUDRAFT_65830 [Coccomyxa subellipsoidea C-169]
OG0004399	KAF8059405.1 aidA [Scenedesmus sp. PABB004], KAF8073154.1 aidA [Scenedesmus sp. PABB004], KAF8058352.1 aidA [Scenedesmus sp. PABB004]	EIE27685.1 alpha/beta-hydrolase [Coccomyxa subellipsoidea C-169]
OG0004421	KAF8057867.1 Lto1 [Scenedesmus sp. PABB004]	EIE23590.1 DUF1715-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0004423	KAF8068192.1 mrm1 [Scenedesmus sp. PABB004]	EIE24249.1 SpoU rRNA methylase family protein [Coccomyxa subellipsoidea C-169]
OG0004427	KAF8072709.1 NADK2 [Scenedesmus sp. PABB004]	EIE19085.1 ATP-NAD kinase [Coccomyxa subellipsoidea C-169]
OG0004432	KAF8073216.1 AE7 [Scenedesmus sp. PABB004]	EIE24156.1 hypothetical protein COCSUDRAFT_14594_ partial [Coccomyxa subellipsoidea C-169]
OG0004434	KAF8065492.1 TPP1 [Scenedesmus sp. PABB004]	EIE26208.1 hypothetical protein COCSUDRAFT_65033 [Coccomyxa subellipsoidea C-169]
OG0004438	KAF8073184.1 hypothetical protein HT031_000845 [Scenedesmus sp. PABB004]	EIE22929.1 hypothetical protein COCSUDRAFT_47747 [Coccomyxa subellipsoidea C-169]
OG0004439	KAF8069366.1 rpsM [Scenedesmus sp. PABB004]	EIE24116.1 hypothetical protein COCSUDRAFT_36279 [Coccomyxa subellipsoidea C-169]
OG0004442	KAF8064577.1 BOLA2 [Scenedesmus sp. PABB004]	EIE21787.1 bola-like protein [Coccomyxa subellipsoidea C-169]
OG0004444	KAF8058112.1 GCP4 [Scenedesmus sp. PABB004]	EIE26424.1 hypothetical protein COCSUDRAFT_58962 [Coccomyxa subellipsoidea C-169]
OG0004464	KAF8061312.1 hypothetical protein HT031_004403 [Scenedesmus sp. PABB004]	EIE20328.1 hypothetical protein COCSUDRAFT_30875 [Coccomyxa subellipsoidea C-169]
OG0004465	KAF8057768.1 phospholipid scramblase family protein [Scenedesmus sp. PABB004]	EIE27721.1 Scramblase-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0004467	KAF8067191.1 msrB [Scenedesmus sp. PABB004]	EIE27482.1 methionine-R-sulfoxide reductase [Coccomyxa subellipsoidea C-169]
OG0004468	KAF8060590.1 NLE1 [Scenedesmus sp. PABB004]	EIE23409.1 putative Notchless [Coccomyxa subellipsoidea C-169]
OG0004470	KAF8064687.1 EIF2B3 [Scenedesmus sp. PABB004]	EIE22403.1 nucleotide-diphospho-sugar transferase [Coccomyxa subellipsoidea C-169]
OG0004472	KAF8070966.1 VDE1 [Scenedesmus sp. PABB004]	EIE23027.1 VDE-domain-containing protein_ partial [Coccomyxa subellipsoidea C-169]
OG0004491	KAF8068174.1 CDKE-1 [Scenedesmus sp. PABB004]	EIE26773.1 kinase-like protein_ partial [Coccomyxa subellipsoidea C-169]
OG0004498	KAF8058886.1 GRXS16 [Scenedesmus sp. PABB004]	EIE27815.1 glutaredoxin [Coccomyxa subellipsoidea C-169]
OG0004500	KAF8057740.1 RNA pseudouridine synthase 2 [Scenedesmus sp. PABB004]	EIE24408.1 pseudouridine synthase [Coccomyxa subellipsoidea C-169]
OG0004501	KAF8065630.1 PEX4 [Scenedesmus sp. PABB004]	EIE20009.1 UBC-like protein [Coccomyxa subellipsoidea C-169]
OG0004506	KAF8065805.1 Pdcd5 [Scenedesmus sp. PABB004]	EIE21158.1 DNA-binding TFAR19-related protein [Coccomyxa subellipsoidea C-169]
OG0004509	KAF8060614.1 PUS1 [Scenedesmus sp. PABB004]	EIE26889.1 pseudouridine synthase_ partial [Coccomyxa subellipsoidea C-169]
