Orthogroup	Scenedesmus_PABB004	Auxenochlorella_protothecoides
OG0003113	KAF8072651.1 hypothetical protein HT031_000311 [Scenedesmus sp. PABB004]	RMZ57291.1 hypothetical protein APUTEX25_004125_ partial [Auxenochlorella protothecoides]
OG0003114	KAF8072866.1 FKBP16-4 [Scenedesmus sp. PABB004]	RMZ57292.1 hypothetical protein APUTEX25_004126 [Auxenochlorella protothecoides]
OG0003115	KAF8070922.1 hypothetical protein HT031_001003 [Scenedesmus sp. PABB004]	RMZ57293.1 hypothetical protein APUTEX25_004127 [Auxenochlorella protothecoides]
OG0003116	KAF8065800.1 PH1 [Scenedesmus sp. PABB004]	RMZ57298.1 hypothetical protein APUTEX25_004132 [Auxenochlorella protothecoides]
OG0003117	KAF8063805.1 RPS12 [Scenedesmus sp. PABB004]	RMZ57317.1 hypothetical protein APUTEX25_004151 [Auxenochlorella protothecoides]
OG0003118	KAF8072947.1 ubxn1 [Scenedesmus sp. PABB004]	RMZ57337.1 hypothetical protein APUTEX25_004171 [Auxenochlorella protothecoides]
OG0003119	KAF8069663.1 Tdg [Scenedesmus sp. PABB004]	RMZ57338.1 hypothetical protein APUTEX25_004172 [Auxenochlorella protothecoides]
OG0003120	KAF8061909.1 CCT2 [Scenedesmus sp. PABB004]	RMZ57339.1 hypothetical protein APUTEX25_004173 [Auxenochlorella protothecoides]
OG0003122	KAF8066302.1 hypothetical protein HT031_002625 [Scenedesmus sp. PABB004]	RMZ57350.1 hypothetical protein APUTEX25_004184 [Auxenochlorella protothecoides]
OG0003123	KAF8069580.1 PUR3 [Scenedesmus sp. PABB004]	RMZ57354.1 hypothetical protein APUTEX25_004188 [Auxenochlorella protothecoides]
OG0003124	KAF8072891.1 HCF101 [Scenedesmus sp. PABB004]	RMZ57355.1 hypothetical protein APUTEX25_004189 [Auxenochlorella protothecoides]
OG0003125	KAF8069583.1 COQ5 [Scenedesmus sp. PABB004]	RMZ57356.1 hypothetical protein APUTEX25_004190 [Auxenochlorella protothecoides]
OG0003126	KAF8065543.1 IDA4 [Scenedesmus sp. PABB004]	RMZ57359.1 hypothetical protein APUTEX25_004193 [Auxenochlorella protothecoides]
OG0003127	KAF8062946.1 IPT9 [Scenedesmus sp. PABB004]	RMZ57367.1 hypothetical protein APUTEX25_004201 [Auxenochlorella protothecoides]
OG0003128	KAF8072853.1 DSP4 [Scenedesmus sp. PABB004]	RMZ57368.1 hypothetical protein APUTEX25_004202 [Auxenochlorella protothecoides]
OG0003130	KAF8073094.1 FTSH5 [Scenedesmus sp. PABB004]	RMZ57378.1 hypothetical protein APUTEX25_004212 [Auxenochlorella protothecoides]
OG0003131	KAF8061359.1 gghA [Scenedesmus sp. PABB004]	RMZ57383.1 hypothetical protein APUTEX25_004217 [Auxenochlorella protothecoides]
OG0003132	KAF8057912.1 Lonrf1 [Scenedesmus sp. PABB004]	RMZ57387.1 hypothetical protein APUTEX25_004221_ partial [Auxenochlorella protothecoides]
OG0003134	KAF8059677.1 IPI1 [Scenedesmus sp. PABB004]	RMZ57403.1 hypothetical protein APUTEX25_004237 [Auxenochlorella protothecoides]
OG0003135	KAF8062106.1 Extracellular serine proteinase [Scenedesmus sp. PABB004]	RMZ57413.1 hypothetical protein APUTEX25_004247 [Auxenochlorella protothecoides]
OG0003136	KAF8071261.1 DER1 [Scenedesmus sp. PABB004]	RMZ57414.1 hypothetical protein APUTEX25_004248 [Auxenochlorella protothecoides]
OG0003137	KAF8063033.1 eif2b2 [Scenedesmus sp. PABB004]	RMZ57425.1 hypothetical protein APUTEX25_004259_ partial [Auxenochlorella protothecoides]
OG0003138	KAF8073199.1 MUS1 [Scenedesmus sp. PABB004]	RMZ57429.1 hypothetical protein APUTEX25_004263_ partial [Auxenochlorella protothecoides]
OG0003139	KAF8072357.1 putative sugar phosphate/phosphate translocator [Scenedesmus sp. PABB004]	RMZ57440.1 hypothetical protein APUTEX25_004274 [Auxenochlorella protothecoides]
OG0003141	KAF8071131.1 SAC3A [Scenedesmus sp. PABB004]	RMZ57460.1 hypothetical protein APUTEX25_004294_ partial [Auxenochlorella protothecoides]
OG0003142	KAF8059115.1 hypothetical protein HT031_005287 [Scenedesmus sp. PABB004]	RMZ57495.1 hypothetical protein APUTEX25_003738 [Auxenochlorella protothecoides]
OG0003143	KAF8066304.1 BZW1 [Scenedesmus sp. PABB004]	RMZ57513.1 hypothetical protein APUTEX25_003756 [Auxenochlorella protothecoides]
OG0003145	KAF8055482.1 Ptprh [Scenedesmus sp. PABB004]	RMZ57530.1 hypothetical protein APUTEX25_001730 [Auxenochlorella protothecoides]
OG0003147	KAF8057868.1 BCDH BETA1 [Scenedesmus sp. PABB004]	RMZ57539.1 hypothetical protein APUTEX25_001739 [Auxenochlorella protothecoides]
OG0003148	KAF8055593.1 Tsr3 [Scenedesmus sp. PABB004]	RMZ57540.1 hypothetical protein APUTEX25_001740 [Auxenochlorella protothecoides]
OG0003149	KAF8069439.1 Hnrnph2 [Scenedesmus sp. PABB004]	RMZ57542.1 hypothetical protein APUTEX25_001742 [Auxenochlorella protothecoides]
OG0003150	KAF8067270.1 YKT61 [Scenedesmus sp. PABB004]	RMZ57548.1 hypothetical protein APUTEX25_001748 [Auxenochlorella protothecoides]
OG0003152	KAF8063694.1 BOP1-like protein [Scenedesmus sp. PABB004]	RMZ57557.1 hypothetical protein APUTEX25_001757 [Auxenochlorella protothecoides]
OG0003153	KAF8069708.1 MNS4 [Scenedesmus sp. PABB004]	RMZ57559.1 hypothetical protein APUTEX25_001759_ partial [Auxenochlorella protothecoides]
OG0003154	KAF8058460.1 hypothetical protein HT031_005584 [Scenedesmus sp. PABB004]	RMZ57562.1 hypothetical protein APUTEX25_001762_ partial [Auxenochlorella protothecoides]
OG0003155	KAF8061303.1 yqkD [Scenedesmus sp. PABB004]	RMZ57570.1 hypothetical protein APUTEX25_001770_ partial [Auxenochlorella protothecoides]
OG0003156	KAF8063088.1 ycf66 [Scenedesmus sp. PABB004]	RMZ57573.1 hypothetical protein APUTEX25_001773 [Auxenochlorella protothecoides]
OG0003157	KAF8061416.1 glrx3 [Scenedesmus sp. PABB004]	RMZ57574.1 hypothetical protein APUTEX25_001774 [Auxenochlorella protothecoides]
OG0003158	KAF8065798.1 Lipase [Scenedesmus sp. PABB004]	RMZ57577.1 hypothetical protein APUTEX25_001777 [Auxenochlorella protothecoides]
OG0003159	KAF8061936.1 SNF12 [Scenedesmus sp. PABB004]	RMZ57585.1 hypothetical protein APUTEX25_001785_ partial [Auxenochlorella protothecoides]
OG0003160	KAF8061323.1 ARP6 [Scenedesmus sp. PABB004]	RMZ57587.1 hypothetical protein APUTEX25_001787 [Auxenochlorella protothecoides]
OG0003162	KAF8063713.1 mmsdh [Scenedesmus sp. PABB004]	RMZ57609.1 hypothetical protein APUTEX25_001809_ partial [Auxenochlorella protothecoides]
OG0003163	KAF8072419.1 tmem53-b [Scenedesmus sp. PABB004]	RMZ57617.1 hypothetical protein APUTEX25_001817 [Auxenochlorella protothecoides]
OG0003165	KAF8072398.1 PYD2 [Scenedesmus sp. PABB004]	RMZ57648.1 hypothetical protein APUTEX25_001848 [Auxenochlorella protothecoides]
OG0003166	KAF8071265.1 EBP1 [Scenedesmus sp. PABB004]	RMZ57651.1 hypothetical protein APUTEX25_001851 [Auxenochlorella protothecoides]
OG0003168	KAF8072535.1 FBA8 [Scenedesmus sp. PABB004]	RMZ57668.1 hypothetical protein APUTEX25_001868 [Auxenochlorella protothecoides]
OG0003169	KAF8064695.1 mybH [Scenedesmus sp. PABB004]	RMZ57671.1 hypothetical protein APUTEX25_001871_ partial [Auxenochlorella protothecoides]
OG0003170	KAF8072347.1 hypothetical protein HT031_000006 [Scenedesmus sp. PABB004]	RMZ57672.1 hypothetical protein APUTEX25_001872 [Auxenochlorella protothecoides]
OG0003171	KAF8055124.1 RPT4B [Scenedesmus sp. PABB004]	RMZ57674.1 hypothetical protein APUTEX25_001874 [Auxenochlorella protothecoides]
OG0003173	KAF8065538.1 ISA3 [Scenedesmus sp. PABB004]	RMZ57680.1 hypothetical protein APUTEX25_001880 [Auxenochlorella protothecoides]
OG0003174	KAF8056767.1 hypothetical protein HT031_006265 [Scenedesmus sp. PABB004]	RMZ57685.1 hypothetical protein APUTEX25_001885 [Auxenochlorella protothecoides]
OG0003175	KAF8065547.1 hypothetical protein HT031_003148 [Scenedesmus sp. PABB004]	RMZ57696.1 hypothetical protein APUTEX25_001896 [Auxenochlorella protothecoides]
OG0003176	KAF8058097.1 COG1 [Scenedesmus sp. PABB004]	RMZ57721.1 hypothetical protein APUTEX25_002111_ partial [Auxenochlorella protothecoides]
OG0003177	KAF8065435.1 alpha N-terminal protein methyltransferase 1 [Scenedesmus sp. PABB004]	RMZ57743.1 hypothetical protein APUTEX25_003267_ partial [Auxenochlorella protothecoides]
OG0003178	KAF8063690.1 HST1 [Scenedesmus sp. PABB004]	RMZ57750.1 hypothetical protein APUTEX25_001718_ partial [Auxenochlorella protothecoides]
OG0003179	KAF8067267.1 KIN12C [Scenedesmus sp. PABB004]	RMZ57759.1 hypothetical protein APUTEX25_004611_ partial [Auxenochlorella protothecoides]
OG0003180	KAF8071198.1 EFL1 [Scenedesmus sp. PABB004]	RMZ57833.1 hypothetical protein APUTEX25_003427_ partial [Auxenochlorella protothecoides]
OG0003348	KAF8071047.1 sec24 [Scenedesmus sp. PABB004]	RMZ52017.1 hypothetical protein APUTEX25_001211 [Auxenochlorella protothecoides]
OG0003349	KAF8071117.1 recA [Scenedesmus sp. PABB004]	RMZ52018.1 hypothetical protein APUTEX25_001212 [Auxenochlorella protothecoides]
OG0003350	KAF8055092.1 hypothetical protein HT031_006842 [Scenedesmus sp. PABB004]	RMZ52024.1 hypothetical protein APUTEX25_001218_ partial [Auxenochlorella protothecoides]
OG0003351	KAF8056838.1 hypothetical protein HT031_006182 [Scenedesmus sp. PABB004]	RMZ52029.1 hypothetical protein APUTEX25_001223_ partial [Auxenochlorella protothecoides]
OG0003352	KAF8057753.1 tmem209 [Scenedesmus sp. PABB004]	RMZ52038.1 hypothetical protein APUTEX25_001232_ partial [Auxenochlorella protothecoides]
OG0003353	KAF8063786.1 DMXL2 [Scenedesmus sp. PABB004]	RMZ52049.1 hypothetical protein APUTEX25_001243 [Auxenochlorella protothecoides]
OG0003354	KAF8058910.1 inosine triphosphate pyrophosphatase [Scenedesmus sp. PABB004]	RMZ52057.1 hypothetical protein APUTEX25_001251_ partial [Auxenochlorella protothecoides]
OG0003355	KAF8061292.1 iunH [Scenedesmus sp. PABB004]	RMZ52068.1 hypothetical protein APUTEX25_001262 [Auxenochlorella protothecoides]
OG0003356	KAF8072367.1 VPS28-2 [Scenedesmus sp. PABB004]	RMZ52069.1 hypothetical protein APUTEX25_001263_ partial [Auxenochlorella protothecoides]
OG0003359	KAF8067190.1 isn1 [Scenedesmus sp. PABB004]	RMZ52083.1 hypothetical protein APUTEX25_001277 [Auxenochlorella protothecoides]
OG0003360	KAF8059371.1 hypothetical protein HT031_005176 [Scenedesmus sp. PABB004]	RMZ52086.1 hypothetical protein APUTEX25_001280_ partial [Auxenochlorella protothecoides]
OG0003363	KAF8067265.1 ABCI10 [Scenedesmus sp. PABB004]	RMZ52126.1 hypothetical protein APUTEX25_001516 [Auxenochlorella protothecoides]
OG0003364	KAF8069605.1 Tmem205 [Scenedesmus sp. PABB004]	RMZ52132.1 hypothetical protein APUTEX25_001522 [Auxenochlorella protothecoides]
OG0003365	KAF8059178.1 hypothetical protein HT031_005350 [Scenedesmus sp. PABB004]	RMZ52145.1 hypothetical protein APUTEX25_001535 [Auxenochlorella protothecoides]
OG0003366	KAF8069569.1 psi1 [Scenedesmus sp. PABB004]	RMZ52147.1 hypothetical protein APUTEX25_001537_ partial [Auxenochlorella protothecoides]
OG0003367	KAF8056003.1 SAC8 [Scenedesmus sp. PABB004]	RMZ52162.1 hypothetical protein APUTEX25_001552 [Auxenochlorella protothecoides]
OG0003369	KAF8063674.1 hypothetical protein HT031_003529 [Scenedesmus sp. PABB004]	RMZ52168.1 hypothetical protein APUTEX25_001558_ partial [Auxenochlorella protothecoides]
OG0003373	KAF8055924.1 MAD1 [Scenedesmus sp. PABB004]	RMZ52189.1 hypothetical protein APUTEX25_001579 [Auxenochlorella protothecoides]
OG0003374	KAF8068229.1 FIE2 [Scenedesmus sp. PABB004]	RMZ52190.1 hypothetical protein APUTEX25_001580 [Auxenochlorella protothecoides]
OG0003375	KAF8072417.1 SRK2E [Scenedesmus sp. PABB004]	RMZ52200.1 hypothetical protein APUTEX25_001590 [Auxenochlorella protothecoides]
OG0003376	KAF8068286.1 PpiC domain-containing protein 12 [Scenedesmus sp. PABB004]	RMZ52208.1 hypothetical protein APUTEX25_001598 [Auxenochlorella protothecoides]
OG0003377	KAF8072353.1 D-xylose-proton symporter [Scenedesmus sp. PABB004]	RMZ52225.1 hypothetical protein APUTEX25_001615 [Auxenochlorella protothecoides]
OG0003379	KAF8065635.1 hypothetical protein HT031_003236 [Scenedesmus sp. PABB004]	RMZ52232.1 hypothetical protein APUTEX25_001622 [Auxenochlorella protothecoides]
OG0003381	KAF8059648.1 Pyrophosphate-energized vacuolar membrane proton pump [Scenedesmus sp. PABB004]	RMZ52234.1 hypothetical protein APUTEX25_001624_ partial [Auxenochlorella protothecoides]
OG0003382	KAF8071006.1 RMR4 [Scenedesmus sp. PABB004]	RMZ52242.1 hypothetical protein APUTEX25_001632_ partial [Auxenochlorella protothecoides]
OG0003383	KAF8065499.1 rplU [Scenedesmus sp. PABB004]	RMZ52252.1 hypothetical protein APUTEX25_001642 [Auxenochlorella protothecoides]
OG0003384	KAF8057685.1 hypothetical protein HT031_006034 [Scenedesmus sp. PABB004]	RMZ52258.1 hypothetical protein APUTEX25_001648_ partial [Auxenochlorella protothecoides]
OG0003386	KAF8057755.1 PALD1 [Scenedesmus sp. PABB004]	RMZ52277.1 hypothetical protein APUTEX25_001667_ partial [Auxenochlorella protothecoides]
OG0003388	KAF8060531.1 Spef1 [Scenedesmus sp. PABB004]	RMZ52289.1 hypothetical protein APUTEX25_001679_ partial [Auxenochlorella protothecoides]
OG0003390	KAF8055115.1 ysgA [Scenedesmus sp. PABB004]	RMZ52314.1 hypothetical protein APUTEX25_005067 [Auxenochlorella protothecoides]
OG0003391	KAF8059976.1 VIII-A [Scenedesmus sp. PABB004]	RMZ52315.1 hypothetical protein APUTEX25_005068_ partial [Auxenochlorella protothecoides]
OG0003392	KAF8062108.1 DRC9 [Scenedesmus sp. PABB004]	RMZ52328.1 hypothetical protein APUTEX25_005081 [Auxenochlorella protothecoides]
OG0003393	KAF8065646.1 Zgrf1 [Scenedesmus sp. PABB004]	RMZ52329.1 hypothetical protein APUTEX25_005082 [Auxenochlorella protothecoides]
OG0003396	KAF8059973.1 NRPB10L [Scenedesmus sp. PABB004]	RMZ52388.1 hypothetical protein APUTEX25_000663 [Auxenochlorella protothecoides]
OG0003397	KAF8071149.1 FPG1 [Scenedesmus sp. PABB004]	RMZ52400.1 hypothetical protein APUTEX25_000675_ partial [Auxenochlorella protothecoides]
OG0003398	KAF8066188.1 Sc5d [Scenedesmus sp. PABB004]	RMZ52403.1 hypothetical protein APUTEX25_000678 [Auxenochlorella protothecoides]
OG0003399	KAF8058079.1 dolichyl pyrophosphate Man9GlcNAc2 alpha-1 [Scenedesmus sp. PABB004]	RMZ52404.1 hypothetical protein APUTEX25_000679_ partial [Auxenochlorella protothecoides]
OG0003401	KAF8072936.1 Nemf [Scenedesmus sp. PABB004]	RMZ52411.1 hypothetical protein APUTEX25_000686_ partial [Auxenochlorella protothecoides]
OG0003402	KAF8060625.1 hypothetical protein HT031_004802 [Scenedesmus sp. PABB004]	RMZ52414.1 hypothetical protein APUTEX25_000689 [Auxenochlorella protothecoides]
OG0003404	KAF8067354.1 hypothetical protein HT031_002402 [Scenedesmus sp. PABB004]	RMZ52419.1 hypothetical protein APUTEX25_000694 [Auxenochlorella protothecoides]
OG0003405	KAF8071101.1 hypothetical protein HT031_001183 [Scenedesmus sp. PABB004]	RMZ52420.1 hypothetical protein APUTEX25_000695 [Auxenochlorella protothecoides]
OG0003406	KAF8066418.1 hypothetical protein HT031_002742 [Scenedesmus sp. PABB004]	RMZ52421.1 hypothetical protein APUTEX25_000696 [Auxenochlorella protothecoides]
OG0003407	KAF8056837.1 hypothetical protein HT031_006181 [Scenedesmus sp. PABB004]	RMZ52427.1 hypothetical protein APUTEX25_000006 [Auxenochlorella protothecoides]
OG0003408	KAF8057255.1 ddx10 [Scenedesmus sp. PABB004]	RMZ52436.1 hypothetical protein APUTEX25_000015 [Auxenochlorella protothecoides]
OG0003409	KAF8062731.1 hetI [Scenedesmus sp. PABB004]	RMZ52442.1 hypothetical protein APUTEX25_000021 [Auxenochlorella protothecoides]
OG0003410	KAF8055324.1 Orange-Green protein [Scenedesmus sp. PABB004]	RMZ52455.1 hypothetical protein APUTEX25_000034 [Auxenochlorella protothecoides]
OG0003412	KAF8062999.1 RMI1 [Scenedesmus sp. PABB004]	RMZ52468.1 hypothetical protein APUTEX25_000047 [Auxenochlorella protothecoides]
OG0003413	KAF8072937.1 ICP55 [Scenedesmus sp. PABB004]	RMZ52479.1 hypothetical protein APUTEX25_003622 [Auxenochlorella protothecoides]
OG0003417	KAF8067392.1 hypothetical protein HT031_002440 [Scenedesmus sp. PABB004]	RMZ52487.1 hypothetical protein APUTEX25_003630_ partial [Auxenochlorella protothecoides]
OG0003418	KAF8063064.1 hypothetical protein HT031_003903 [Scenedesmus sp. PABB004]	RMZ52491.1 hypothetical protein APUTEX25_003634_ partial [Auxenochlorella protothecoides]
OG0003419	KAF8069573.1 ANTR6 [Scenedesmus sp. PABB004]	RMZ52512.1 hypothetical protein APUTEX25_003655_ partial [Auxenochlorella protothecoides]
OG0003421	KAF8061106.1 GSO1 [Scenedesmus sp. PABB004]	RMZ52524.1 hypothetical protein APUTEX25_003667 [Auxenochlorella protothecoides]
OG0003422	KAF8069647.1 TAP46 [Scenedesmus sp. PABB004]	RMZ52529.1 hypothetical protein APUTEX25_003672 [Auxenochlorella protothecoides]
OG0003423	KAF8069623.1 ribBA [Scenedesmus sp. PABB004]	RMZ52531.1 hypothetical protein APUTEX25_003674 [Auxenochlorella protothecoides]
OG0003426	KAF8060008.1 Fra10ac1 [Scenedesmus sp. PABB004]	RMZ52552.1 hypothetical protein APUTEX25_003695 [Auxenochlorella protothecoides]
OG0003428	KAF8066245.1 NUP205 [Scenedesmus sp. PABB004]	RMZ52559.1 hypothetical protein APUTEX25_003702_ partial [Auxenochlorella protothecoides]
OG0003429	KAF8061891.1 hypothetical protein HT031_004151 [Scenedesmus sp. PABB004]	RMZ52562.1 hypothetical protein APUTEX25_003705 [Auxenochlorella protothecoides]
OG0003430	KAF8072964.1 hypothetical protein HT031_000624 [Scenedesmus sp. PABB004]	RMZ52567.1 hypothetical protein APUTEX25_003710 [Auxenochlorella protothecoides]
OG0003431	KAF8055738.1 RH47 [Scenedesmus sp. PABB004]	RMZ52571.1 hypothetical protein APUTEX25_003714_ partial [Auxenochlorella protothecoides]
OG0003433	KAF8059122.1 GDSL esterase/lipase [Scenedesmus sp. PABB004]	RMZ52601.1 hypothetical protein APUTEX25_000720 [Auxenochlorella protothecoides]
OG0003435	KAF8057254.1 rpsF [Scenedesmus sp. PABB004]	RMZ52624.1 hypothetical protein APUTEX25_000743_ partial [Auxenochlorella protothecoides]
OG0003437	KAF8068247.1 CLA1 [Scenedesmus sp. PABB004]	RMZ52631.1 hypothetical protein APUTEX25_000750 [Auxenochlorella protothecoides]
OG0003438	KAF8059393.1 hypothetical protein HT031_005198 [Scenedesmus sp. PABB004]	RMZ52644.1 hypothetical protein APUTEX25_000763 [Auxenochlorella protothecoides]
OG0003439	KAF8072858.1 hypothetical protein HT031_000518 [Scenedesmus sp. PABB004]	RMZ52646.1 hypothetical protein APUTEX25_000765_ partial [Auxenochlorella protothecoides]
OG0003440	KAF8055732.1 noc3l [Scenedesmus sp. PABB004]	RMZ52649.1 hypothetical protein APUTEX25_000768_ partial [Auxenochlorella protothecoides]
OG0003441	KAF8060541.1 psuG [Scenedesmus sp. PABB004]	RMZ52652.1 hypothetical protein APUTEX25_000771 [Auxenochlorella protothecoides]
OG0003442	KAF8065533.1 SKIP5 [Scenedesmus sp. PABB004]	RMZ52653.1 hypothetical protein APUTEX25_000772_ partial [Auxenochlorella protothecoides]
OG0003443	KAF8062961.1 haloacid dehalogenase-like hydrolase domain-containing protein [Scenedesmus sp. PABB004]	RMZ52671.1 hypothetical protein APUTEX25_000790_ partial [Auxenochlorella protothecoides]
OG0003444	KAF8063709.1 SPAPB24D3.06c [Scenedesmus sp. PABB004]	RMZ52681.1 hypothetical protein APUTEX25_000800_ partial [Auxenochlorella protothecoides]
OG0003447	KAF8069519.1 BRIZ2 [Scenedesmus sp. PABB004]	RMZ52712.1 hypothetical protein APUTEX25_000831 [Auxenochlorella protothecoides]
OG0003449	KAF8072495.1 hypothetical protein HT031_000154 [Scenedesmus sp. PABB004]	RMZ52715.1 hypothetical protein APUTEX25_000834_ partial [Auxenochlorella protothecoides]
OG0003450	KAF8073027.1 morn3 [Scenedesmus sp. PABB004]	RMZ52725.1 hypothetical protein APUTEX25_000844_ partial [Auxenochlorella protothecoides]
OG0003453	KAF8058124.1 hypothetical protein HT031_005784 [Scenedesmus sp. PABB004]	RMZ52738.1 hypothetical protein APUTEX25_000857 [Auxenochlorella protothecoides]
OG0003454	KAF8061290.1 RPL30 [Scenedesmus sp. PABB004]	RMZ52785.1 hypothetical protein APUTEX25_000904 [Auxenochlorella protothecoides]
OG0003455	KAF8060510.1 hypothetical protein HT031_004686 [Scenedesmus sp. PABB004]	RMZ52798.1 hypothetical protein APUTEX25_000917 [Auxenochlorella protothecoides]
OG0003456	KAF8068281.1 8-oxoguanine deaminase [Scenedesmus sp. PABB004]	RMZ52815.1 hypothetical protein APUTEX25_000934_ partial [Auxenochlorella protothecoides]
OG0003460	KAF8068447.1 xpo4 [Scenedesmus sp. PABB004]	RMZ52847.1 hypothetical protein APUTEX25_000966 [Auxenochlorella protothecoides]
OG0003461	KAF8072842.1 hypothetical protein HT031_000502 [Scenedesmus sp. PABB004]	RMZ52855.1 hypothetical protein APUTEX25_000974_ partial [Auxenochlorella protothecoides]
OG0003463	KAF8056231.1 CNX1 [Scenedesmus sp. PABB004]	RMZ52878.1 hypothetical protein APUTEX25_000997_ partial [Auxenochlorella protothecoides]
OG0003464	KAF8056107.1 ASHR2 [Scenedesmus sp. PABB004]	RMZ52880.1 hypothetical protein APUTEX25_000999 [Auxenochlorella protothecoides]
OG0003465	KAF8064515.1 rplQ [Scenedesmus sp. PABB004]	RMZ52890.1 hypothetical protein APUTEX25_001009_ partial [Auxenochlorella protothecoides]
OG0003467	KAF8063024.1 SQD1 [Scenedesmus sp. PABB004]	RMZ52926.1 hypothetical protein APUTEX25_001045_ partial [Auxenochlorella protothecoides]
OG0003469	KAF8072536.1 hypothetical protein HT031_000196 [Scenedesmus sp. PABB004]	RMZ52934.1 hypothetical protein APUTEX25_001053_ partial [Auxenochlorella protothecoides]
OG0003470	KAF8069502.1 ALG5 [Scenedesmus sp. PABB004]	RMZ52939.1 hypothetical protein APUTEX25_001058_ partial [Auxenochlorella protothecoides]
OG0003471	KAF8057128.1 kinY [Scenedesmus sp. PABB004]	RMZ52940.1 hypothetical protein APUTEX25_001059 [Auxenochlorella protothecoides]
OG0003472	KAF8058077.1 mcfT [Scenedesmus sp. PABB004]	RMZ52949.1 hypothetical protein APUTEX25_001068_ partial [Auxenochlorella protothecoides]
OG0003473	KAF8059428.1 TIP41L [Scenedesmus sp. PABB004]	RMZ52954.1 hypothetical protein APUTEX25_001073 [Auxenochlorella protothecoides]
OG0003475	KAF8063100.1 thylakoid membrane protein [Scenedesmus sp. PABB004]	RMZ52971.1 hypothetical protein APUTEX25_001090 [Auxenochlorella protothecoides]
OG0003476	KAF8058918.1 5FCL [Scenedesmus sp. PABB004]	RMZ52975.1 hypothetical protein APUTEX25_001094 [Auxenochlorella protothecoides]
OG0003479	KAF8073119.1 hypothetical protein HT031_000780 [Scenedesmus sp. PABB004]	RMZ52991.1 hypothetical protein APUTEX25_001110 [Auxenochlorella protothecoides]
OG0003482	KAF8060615.1 POLD4 [Scenedesmus sp. PABB004]	RMZ53000.1 hypothetical protein APUTEX25_001119 [Auxenochlorella protothecoides]
OG0003483	KAF8057732.1 mutT [Scenedesmus sp. PABB004]	RMZ53001.1 hypothetical protein APUTEX25_001120_ partial [Auxenochlorella protothecoides]
OG0003485	KAF8055735.1 THI1 [Scenedesmus sp. PABB004]	RMZ53020.1 hypothetical protein APUTEX25_001139 [Auxenochlorella protothecoides]
OG0003486	KAF8069587.1 CDC48B [Scenedesmus sp. PABB004]	RMZ53021.1 hypothetical protein APUTEX25_001140 [Auxenochlorella protothecoides]
OG0003487	KAF8072924.1 mapkbp1 [Scenedesmus sp. PABB004]	RMZ53024.1 hypothetical protein APUTEX25_001143 [Auxenochlorella protothecoides]
OG0003488	KAF8058438.1 unc-50-like protein [Scenedesmus sp. PABB004]	RMZ53028.1 hypothetical protein APUTEX25_001147 [Auxenochlorella protothecoides]
OG0003489	KAF8065934.1 LSM2 [Scenedesmus sp. PABB004]	RMZ53030.1 hypothetical protein APUTEX25_001149_ partial [Auxenochlorella protothecoides]
OG0003491	KAF8073179.1 hypothetical protein HT031_000840 [Scenedesmus sp. PABB004]	RMZ53060.1 hypothetical protein APUTEX25_001179_ partial [Auxenochlorella protothecoides]
OG0003493	KAF8072780.1 hypothetical protein HT031_000440 [Scenedesmus sp. PABB004]	RMZ53068.1 hypothetical protein APUTEX25_001187 [Auxenochlorella protothecoides]
OG0003494	KAF8067432.1 hypothetical protein HT031_002480 [Scenedesmus sp. PABB004]	RMZ53088.1 hypothetical protein APUTEX25_002497 [Auxenochlorella protothecoides]
OG0003496	KAF8061357.1 FAD4 [Scenedesmus sp. PABB004]	RMZ53098.1 hypothetical protein APUTEX25_002507 [Auxenochlorella protothecoides]
OG0003497	KAF8073050.1 FDC2 [Scenedesmus sp. PABB004]	RMZ53100.1 hypothetical protein APUTEX25_002509 [Auxenochlorella protothecoides]
OG0003498	KAF8071158.1 hypothetical protein HT031_001240 [Scenedesmus sp. PABB004]	RMZ53107.1 hypothetical protein APUTEX25_002516_ partial [Auxenochlorella protothecoides]
OG0003501	KAF8057719.1 fmt [Scenedesmus sp. PABB004]	RMZ53130.1 hypothetical protein APUTEX25_005119 [Auxenochlorella protothecoides]
OG0003504	KAF8071335.1 primpol [Scenedesmus sp. PABB004]	RMZ53172.1 hypothetical protein APUTEX25_005161_ partial [Auxenochlorella protothecoides]
OG0003505	KAF8055918.1 ESR2 [Scenedesmus sp. PABB004]	RMZ53181.1 hypothetical protein APUTEX25_005170 [Auxenochlorella protothecoides]
OG0003506	KAF8069397.1 hypothetical protein HT031_001512 [Scenedesmus sp. PABB004]	RMZ53193.1 hypothetical protein APUTEX25_005182 [Auxenochlorella protothecoides]
OG0003508	KAF8058862.1 RPL21E [Scenedesmus sp. PABB004]	RMZ53200.1 hypothetical protein APUTEX25_005189 [Auxenochlorella protothecoides]
OG0003509	KAF8059170.1 Trappc2 [Scenedesmus sp. PABB004]	RMZ53210.1 hypothetical protein APUTEX25_005199_ partial [Auxenochlorella protothecoides]
OG0003510	KAF8070900.1 hypothetical protein HT031_000981 [Scenedesmus sp. PABB004]	RMZ53213.1 hypothetical protein APUTEX25_005202 [Auxenochlorella protothecoides]
OG0003511	KAF8061298.1 hypothetical protein HT031_004389 [Scenedesmus sp. PABB004]	RMZ53216.1 hypothetical protein APUTEX25_005205 [Auxenochlorella protothecoides]
