Orthogroup	Scenedesmus_PABB004	Micractinium_SAG24180
OG0003848	KAF8068240.1 SPP1 [Scenedesmus sp. PABB004]	PSC72019.1 Sucrose-phosphatase 2 [Micractinium conductrix]
OG0003852	KAF8065513.1 lhpp [Scenedesmus sp. PABB004]	PSC67625.1 Small nuclear ribonucleo E [Micractinium conductrix]
OG0003853	KAF8056362.1 COL1A1 [Scenedesmus sp. PABB004]	PSC71906.1 tRNA-splicing endonuclease subunit Sen34 isoform A [Micractinium conductrix], PSC71907.1 tRNA-splicing endonuclease subunit Sen34 isoform B [Micractinium conductrix]
OG0003856	KAF8068452.1 DEAH4 [Scenedesmus sp. PABB004]	PSC71958.1 pre-mRNA-splicing factor ATP-dependent RNA helicase PRP1 isoform X1 [Micractinium conductrix]
OG0003857	KAF8072372.1 dusA [Scenedesmus sp. PABB004]	PSC72239.1 tRNA-dihydrouridine synthase A [Micractinium conductrix]
OG0003858	KAF8068414.1 hypothetical protein HT031_002103 [Scenedesmus sp. PABB004]	PSC75405.1 glutamine cyclotransferase [Micractinium conductrix]
OG0003859	KAF8068223.1 EXO1 [Scenedesmus sp. PABB004]	PSC72162.1 Exonuclease 1 [Micractinium conductrix]
OG0003860	KAF8073101.1 PHT4 [Scenedesmus sp. PABB004]	PSC75289.1 putative anion transporter 5 [Micractinium conductrix]
OG0003864	KAF8057769.1 L2HGDH [Scenedesmus sp. PABB004]	PSC73621.1 FAD-dependent oxidoreductase [Micractinium conductrix]
OG0003865	KAF8065843.1 hypothetical protein HT031_002903 [Scenedesmus sp. PABB004]	PSC72362.1 Very-long-chain enoyl-reductase [Micractinium conductrix]
OG0003870	KAF8057631.1 branched-chain-amino-acid aminotransferase-like protein 1 [Scenedesmus sp. PABB004]	PSC69247.1 aminotransferase class IV [Micractinium conductrix]
OG0003873	KAF8056211.1 CEP104 [Scenedesmus sp. PABB004]	PSC74563.1 centrosomal of 104 kDa [Micractinium conductrix]
OG0003875	KAF8058031.1 prxl2a [Scenedesmus sp. PABB004]	PSC72197.1 hypothetical protein C2E20_4380 [Micractinium conductrix]
OG0003876	KAF8072559.1 RNA methyltransferase [Scenedesmus sp. PABB004]	PSC68894.1 RNA methyltransferase At5g10620 [Micractinium conductrix]
OG0003877	KAF8063103.1 WDR74 [Scenedesmus sp. PABB004]	PSC76245.1 WD repeat-containing 74 [Micractinium conductrix]
OG0003878	KAF8066335.1 EDR2 [Scenedesmus sp. PABB004]	PSC69289.1 plant F14N23-31 [Micractinium conductrix]
OG0003879	KAF8065537.1 hypothetical protein HT031_003138 [Scenedesmus sp. PABB004]	PSC77028.1 phosphoserine chloroplastic [Micractinium conductrix]
OG0003880	KAF8065519.1 RBL11 [Scenedesmus sp. PABB004]	PSC68275.1 Rhomboid protease [Micractinium conductrix]
OG0003883	KAF8072850.1 yfjR [Scenedesmus sp. PABB004]	PSC76612.1 3-hydroxyisobutyrate dehydrogenase family isoform B [Micractinium conductrix], PSC76613.1 3-hydroxyisobutyrate dehydrogenase family isoform A [Micractinium conductrix]
OG0003884	KAF8063047.1 REE1 [Scenedesmus sp. PABB004]	PSC76025.1 fatty acid desaturase [Micractinium conductrix]
OG0003885	KAF8067222.1 SEC61B [Scenedesmus sp. PABB004]	PSC71932.1 transport Sec61 subunit beta [Micractinium conductrix]
OG0003886	KAF8067315.1 NADH dehydrogenase [ubiquinone] iron-sulfur protein 6 [Scenedesmus sp. PABB004]	PSC68241.1 NADH dehydrogenase [ubiquinone] iron-sulfur mitochondrial [Micractinium conductrix]
OG0003888	KAF8072815.1 rpsR [Scenedesmus sp. PABB004]	PSC74785.1 pectin lyase [Micractinium conductrix]
OG0003889	KAF8063738.1 TAF15 [Scenedesmus sp. PABB004]	PSC72409.1 transcription initiation factor TFIID subunit 15-like [Micractinium conductrix]
OG0003891	KAF8067311.1 TSR2 [Scenedesmus sp. PABB004]	PSC70621.1 pre-rRNA-processing TSR2-like protein [Micractinium conductrix]
OG0003895	KAF8071146.1 RH1 [Scenedesmus sp. PABB004]	PSC68005.1 DEAD-box ATP-dependent RNA helicase 1 [Micractinium conductrix]
OG0003897	KAF8057758.1 rlmF [Scenedesmus sp. PABB004]	PSC69865.1 methyltransferase 16 isoform X1 [Micractinium conductrix]
OG0003898	KAF8066198.1 MFSD6 [Scenedesmus sp. PABB004]	PSC69940.1 major facilitator superfamily [Micractinium conductrix]
OG0003903	KAF8072865.1 hypothetical protein HT031_000525 [Scenedesmus sp. PABB004], KAF8072862.1 hypothetical protein HT031_000522 [Scenedesmus sp. PABB004]	PSC69843.1 aspartyl glutamyl-tRNA amidotransferase subunit B [Micractinium conductrix]
OG0003908	KAF8058403.1 hypothetical protein HT031_005527 [Scenedesmus sp. PABB004]	PSC70998.1 zinc finger _C3HC4 RING finger_ [Micractinium conductrix]
OG0003909	KAF8070937.1 TIM14-1 [Scenedesmus sp. PABB004]	PSC73057.1 mitochondrial import inner membrane translocase subunit TIM14-1 [Micractinium conductrix]
OG0003910	KAF8071081.1 UBC5 [Scenedesmus sp. PABB004]	PSC73027.1 Ubiquitin-conjugating enzyme E2 5 isoform B [Micractinium conductrix]
OG0003911	KAF8062955.1 RZPF34 [Scenedesmus sp. PABB004]	PSC73176.1 RING finger and CHY zinc finger domain-containing 1 [Micractinium conductrix]
OG0003912	KAF8067310.1 UXS1 [Scenedesmus sp. PABB004]	PSC73175.1 UDP-glucuronic acid decarboxylase 1 [Micractinium conductrix]
OG0003913	KAF8072692.1 PUX2 [Scenedesmus sp. PABB004]	PSC75252.1 UBX domain-containing 6 [Micractinium conductrix]
OG0003915	KAF8066411.1 RPL31 [Scenedesmus sp. PABB004]	PSC75472.1 50S ribosomal L31_ chloroplastic-like [Micractinium conductrix]
OG0003917	KAF8070981.1 nitric oxide synthase [Scenedesmus sp. PABB004]	PSC74258.1 nitric oxide synthase [Micractinium conductrix]
OG0003918	KAF8064662.1 Ttc14 [Scenedesmus sp. PABB004]	PSC74294.1 tetratricopeptide repeat 14-like [Micractinium conductrix]
OG0003919	KAF8072356.1 HMGCS-2 [Scenedesmus sp. PABB004]	PSC76306.1 hydroxymethylglutaryl-synthase [Micractinium conductrix]
OG0003920	KAF8056759.1 BRIX1-1 [Scenedesmus sp. PABB004]	PSC75219.1 ribosome biogenesis BRX1-like [Micractinium conductrix]
OG0003921	KAF8067117.1 PAT1 [Scenedesmus sp. PABB004]	PSC73271.1 anthranilate phosphoribosyltransferase [Micractinium conductrix]
OG0003922	KAF8057680.1 hypothetical protein HT031_006029 [Scenedesmus sp. PABB004]	PSC74350.1 putative UDP-N-acetylglucosamine-peptide N-acetylglucosaminyltransferase SPINDLY [Micractinium conductrix]
OG0003925	KAF8056361.1 heme-binding-like protein [Scenedesmus sp. PABB004]	PSC72824.1 SOUL heme-binding [Micractinium conductrix]
OG0003926	KAF8057724.1 hypothetical protein HT031_005908 [Scenedesmus sp. PABB004]	PSC72760.1 hypothetical protein C2E20_3943 [Micractinium conductrix]
OG0003929	KAF8070906.1 CDCA7L [Scenedesmus sp. PABB004]	PSC71115.1 asparagine synthase _glutamine-hydrolyzing_ [Micractinium conductrix]
OG0003930	KAF8060555.1 Tgs1 [Scenedesmus sp. PABB004]	PSC71206.1 trimethylguanosine synthase [Micractinium conductrix]
OG0003932	KAF8061165.1 Reep5 [Scenedesmus sp. PABB004]	PSC71037.1 HVA22 g [Micractinium conductrix]
OG0003933	KAF8062925.1 SFT2 [Scenedesmus sp. PABB004]	PSC72906.1 transport SFT2-like [Micractinium conductrix]
OG0003934	KAF8065717.1 Brpf3 [Scenedesmus sp. PABB004]	PSC71102.1 peregrin isoform X2 [Micractinium conductrix]
OG0003936	KAF8072939.1 Hypk [Scenedesmus sp. PABB004]	PSC76342.1 huntingtin-interacting K [Micractinium conductrix]
OG0003937	KAF8055657.1 sugar phosphate/phosphate translocator [Scenedesmus sp. PABB004]	PSC69942.1 Triose-phosphate transporter domain isoform B [Micractinium conductrix], PSC69943.1 Triose-phosphate transporter domain isoform A [Micractinium conductrix]
OG0003939	KAF8058936.1 CPK9 [Scenedesmus sp. PABB004]	PSC70729.1 ENTH VHS [Micractinium conductrix]
OG0003940	KAF8072791.1 MAGO2 [Scenedesmus sp. PABB004]	PSC74140.1 mago nashi-like protein [Micractinium conductrix]
OG0003942	KAF8061161.1 CTPA1 [Scenedesmus sp. PABB004]	PSC70735.1 peptidase S41 family [Micractinium conductrix]
OG0003943	KAF8072841.1 PARP16 [Scenedesmus sp. PABB004]	PSC68534.1 hypothetical protein C2E20_7868 [Micractinium conductrix]
OG0003945	KAF8066258.1 mdmC [Scenedesmus sp. PABB004]	PSC76995.1 SAM-dependent methyltransferase [Micractinium conductrix]
OG0003948	KAF8058917.1 TIC62 [Scenedesmus sp. PABB004]	PSC74091.1 TIC chloroplastic [Micractinium conductrix]
OG0003949	KAF8072798.1 60S acidic ribosomal protein P1 [Scenedesmus sp. PABB004]	PSC74194.1 60s acidic ribosomal P1 [Micractinium conductrix]
OG0003951	KAF8064554.1 PEX6 [Scenedesmus sp. PABB004]	PSC70744.1 peroxisome biogenesis 6 [Micractinium conductrix]
OG0003952	KAF8072558.1 hypothetical protein HT031_000218 [Scenedesmus sp. PABB004]	PSC70844.1 hypothetical protein C2E20_5686 [Micractinium conductrix]
OG0003953	KAF8069604.1 hypothetical protein HT031_001721 [Scenedesmus sp. PABB004]	PSC76377.1 hypothetical protein C2E20_0552 [Micractinium conductrix]
OG0003955	KAF8059210.1 tfg2 [Scenedesmus sp. PABB004]	PSC71197.1 transcription initiation factor IIF subunit beta [Micractinium conductrix]
OG0003958	KAF8065586.1 EBP2 [Scenedesmus sp. PABB004]	PSC74922.1 putative rRNA-processing EBP2-like protein [Micractinium conductrix]
OG0003960	KAF8061117.1 ansA [Scenedesmus sp. PABB004]	PSC69818.1 L-asparaginase 1 [Micractinium conductrix]
OG0003961	KAF8065935.1 Atpaf2 [Scenedesmus sp. PABB004]	PSC71427.1 ATP synthase mitochondrial F1 complex assembly factor 2 [Micractinium conductrix]
OG0003962	KAF8058099.1 F-box protein [Scenedesmus sp. PABB004]	PSC67463.1 hypothetical protein C2E20_8855 [Micractinium conductrix]
OG0003963	KAF8058913.1 hypothetical protein HT031_005481 [Scenedesmus sp. PABB004]	PSC74742.1 Methylcrotonoyl-carboxylase subunit mitochondrial [Micractinium conductrix]
OG0003965	KAF8054978.1 eukaryotic translation initiation factor isoform 4G-2 [Scenedesmus sp. PABB004]	PSC69791.1 Eukaryotic initiation factor iso-4F subunit p82-34 [Micractinium conductrix]
OG0003966	KAF8059206.1 hypothetical protein HT031_005378 [Scenedesmus sp. PABB004]	PSC77062.1 hypothetical protein C2E20_0521 [Micractinium conductrix]
OG0003967	KAF8066165.1 hypothetical protein HT031_002487 [Scenedesmus sp. PABB004]	PSC71510.1 sulfotransferase [Micractinium conductrix]
OG0003968	KAF8067121.1 NDX1 [Scenedesmus sp. PABB004]	PSC74653.1 hypothetical protein C2E20_2385 [Micractinium conductrix]
OG0003969	KAF8072794.1 hypothetical protein HT031_000454 [Scenedesmus sp. PABB004]	PSC71258.1 Lipoxygenase y domain-containing 1 [Micractinium conductrix]
OG0003975	KAF8060017.1 hypothetical protein HT031_004955 [Scenedesmus sp. PABB004]	PSC71395.1 hypothetical protein C2E20_5367 [Micractinium conductrix]
OG0003977	KAF8071374.1 rex4 [Scenedesmus sp. PABB004]	PSC76736.1 RNA exonuclease 4 [Micractinium conductrix]
OG0003978	KAF8071223.1 hypothetical protein HT031_001306 [Scenedesmus sp. PABB004]	PSC70229.1 plant F21F14-40 [Micractinium conductrix]
OG0003984	KAF8072560.1 SCY1 [Scenedesmus sp. PABB004]	PSC69780.1 pre translocase secY subunit [Micractinium conductrix]
OG0003986	KAF8067107.1 hypothetical protein HT031_002154 [Scenedesmus sp. PABB004], KAF8054609.1 hypothetical protein HT031_006967 [Scenedesmus sp. PABB004]	PSC73040.1 hypothetical protein C2E20_3653 [Micractinium conductrix]
OG0003988	KAF8069601.1 RECQL5 [Scenedesmus sp. PABB004]	PSC69715.1 ATP-dependent DNA helicase Q-like 5 [Micractinium conductrix]
OG0003989	KAF8067276.1 hypothetical protein HT031_002323 [Scenedesmus sp. PABB004]	PSC74712.1 MEKHLA domain-containing [Micractinium conductrix]
OG0003990	KAF8072606.1 VHA-E1 [Scenedesmus sp. PABB004]	PSC75013.1 V-type proton ATPase subunit E2-like [Micractinium conductrix]
OG0003991	KAF8055594.1 accB [Scenedesmus sp. PABB004]	PSC69759.1 acetyl-carboxylase biotin carboxyl carrier subunit [Micractinium conductrix]
OG0003993	KAF8062049.1 NEDP1 [Scenedesmus sp. PABB004]	PSC71353.1 NEDD8-specific protease 1 [Micractinium conductrix]
OG0003996	KAF8059721.1 ATG9 [Scenedesmus sp. PABB004]	PSC68230.1 Autophagy-related 9 [Micractinium conductrix]
OG0003998	KAF8056236.1 UVH1 [Scenedesmus sp. PABB004]	PSC75286.1 DNA repair endonuclease UVH1 [Micractinium conductrix]
OG0004000	KAF8056458.1 Emg1 [Scenedesmus sp. PABB004]	PSC70983.1 pre-rRNA processing [Micractinium conductrix]
OG0004001	KAF8060314.1 RTNLB4 [Scenedesmus sp. PABB004]	PSC72227.1 reticulon B2 [Micractinium conductrix]
OG0004002	KAF8065651.1 ATPase family AAA domain-containing protein [Scenedesmus sp. PABB004]	PSC71389.1 ATPase family AAA domain-containing protein [Micractinium conductrix]
OG0004004	KAF8067144.1 Polr2d [Scenedesmus sp. PABB004]	PSC68049.1 DNA-directed RNA polymerase II subunit 4 [Micractinium conductrix]
OG0004006	KAF8069381.1 zinc finger CCCH domain-containing protein 17 [Scenedesmus sp. PABB004]	PSC75544.1 zinc finger CCCH domain-containing 17 [Micractinium conductrix]
OG0004007	KAF8072390.1 MOS14 [Scenedesmus sp. PABB004]	PSC72289.1 transportin-3 isoform X1 [Micractinium conductrix]
OG0004009	KAF8062688.1 UEV1C [Scenedesmus sp. PABB004]	PSC75607.1 Ubiquitin-conjugating enzyme E2 variant 1C [Micractinium conductrix]
OG0004011	KAF8072596.1 hypothetical protein HT031_000256 [Scenedesmus sp. PABB004]	PSC75975.1 hypothetical protein C2E20_1456 [Micractinium conductrix]
OG0004012	KAF8072522.1 MRPL58 [Scenedesmus sp. PABB004]	PSC72250.1 peptidyl-tRNA hydrolase mitochondrial [Micractinium conductrix]
OG0004013	KAF8060527.1 hypothetical protein HT031_004704 [Scenedesmus sp. PABB004]	PSC75517.1 nuclear mitotic apparatus 1 [Micractinium conductrix]
OG0004014	KAF8058067.1 Oxa1l [Scenedesmus sp. PABB004]	PSC71648.1 mitochondrial inner membrane OXA1 [Micractinium conductrix]
OG0004016	KAF8069373.1 hypothetical protein HT031_001488 [Scenedesmus sp. PABB004]	PSC71871.1 biotin-[acetyl-carboxylase] ligase [Micractinium conductrix]
OG0004018	KAF8072618.1 deoxycytidine kinase [Scenedesmus sp. PABB004]	PSC73614.1 deoxycytidine kinase [Micractinium conductrix]
OG0004019	KAF8068382.1 hypothetical protein HT031_002071 [Scenedesmus sp. PABB004]	PSC76865.1 band 7 [Micractinium conductrix]
OG0004020	KAF8056456.1 phaJ [Scenedesmus sp. PABB004]	PSC76074.1 Hydroxyacyl-thioester dehydratase type mitochondrial [Micractinium conductrix]
OG0004021	KAF8069524.1 translation initiation factor eIF-2B subunit epsilon [Scenedesmus sp. PABB004]	PSC74700.1 Translation initiation factor eIF-2B subunit epsilon [Micractinium conductrix]
OG0004023	KAF8072476.1 hypothetical protein HT031_000135 [Scenedesmus sp. PABB004]	PSC75413.1 hypothetical protein C2E20_1198 [Micractinium conductrix]
OG0004025	KAF8061980.1 hypothetical protein HT031_004240 [Scenedesmus sp. PABB004]	PSC73550.1 seed maturation [Micractinium conductrix]
OG0004026	KAF8059979.1 RMDN1 [Scenedesmus sp. PABB004]	PSC71494.1 NADH dehydrogenase [ubiquinone] flavo mitochondrial [Micractinium conductrix]
OG0004027	KAF8059743.1 Heat shock 70 kDa protein [Scenedesmus sp. PABB004]	PSC73716.1 heat shock 70 [Micractinium conductrix]
OG0004028	KAF8062791.1 NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12 [Scenedesmus sp. PABB004]	PSC73767.1 putative NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12 [Micractinium conductrix]
OG0004029	KAF8056856.1 AAE14 [Scenedesmus sp. PABB004]	PSC74789.1 2-succinylbenzoate-chloroplastic peroxisomal [Micractinium conductrix]
OG0004030	KAF8072483.1 RPA2A [Scenedesmus sp. PABB004]	PSC71498.1 replication A 32 kDa subunit [Micractinium conductrix]
OG0004031	KAF8063086.1 NUP93A [Scenedesmus sp. PABB004]	PSC75508.1 nuclear pore complex NUP93A-like [Micractinium conductrix]
OG0004035	KAF8061947.1 CLC-F [Scenedesmus sp. PABB004]	PSC75028.1 chloride channel CLC-e [Micractinium conductrix]
OG0004038	KAF8072975.1 EXOSC7 [Scenedesmus sp. PABB004]	PSC67545.1 exosome complex component RRP42 [Micractinium conductrix]
OG0004039	KAF8059723.1 hypothetical protein HT031_005131 [Scenedesmus sp. PABB004]	PSC73668.1 enkurin [Micractinium conductrix]
OG0004040	KAF8069471.1 SMARCAL1 [Scenedesmus sp. PABB004]	PSC75396.1 DNA annealing helicase and endonuclease ZRANB3 [Micractinium conductrix]
OG0004041	KAF8063739.1 NLP3 [Scenedesmus sp. PABB004]	PSC68945.1 nitrilase cyanide hydratase and apolipo N-acyltransferase family [Micractinium conductrix]
OG0004042	KAF8067228.1 LPA3 [Scenedesmus sp. PABB004]	PSC74905.1 LOW PSII ACCUMULATION chloroplastic [Micractinium conductrix]
OG0004043	KAF8073054.1 ufd1 [Scenedesmus sp. PABB004]	PSC68431.1 Ubiquitin fusion degradation 1 [Micractinium conductrix]
OG0004044	KAF8064628.1 ARSA2 [Scenedesmus sp. PABB004]	PSC74813.1 anion-transporting ATPase [Micractinium conductrix]
OG0004046	KAF8058840.1 LSF2 [Scenedesmus sp. PABB004]	PSC67308.1 phosphoglucan phosphatase chloroplastic [Micractinium conductrix]
OG0004048	KAF8072882.1 iolC [Scenedesmus sp. PABB004]	PSC73119.1 Ribokinase [Micractinium conductrix]
OG0004049	KAF8056349.1 SLP1 [Scenedesmus sp. PABB004]	PSC72469.1 Endonuclease exonuclease phosphatase domain-containing [Micractinium conductrix]
OG0004050	KAF8069529.1 phosphatidylinositol N-acetylglucosaminyltransferase subunit P [Scenedesmus sp. PABB004]	PSC68340.1 phosphatidylinositol N-acetylglucosaminyltransferase subunit P isoform X1 [Micractinium conductrix]
OG0004051	KAF8064637.1 ccdc77 [Scenedesmus sp. PABB004]	PSC73064.1 Coiled-coil domain-containing 77 [Micractinium conductrix]
OG0004055	KAF8071160.1 CYP38 [Scenedesmus sp. PABB004]	PSC68158.1 Peptidyl-prolyl cis-trans chloroplastic [Micractinium conductrix]
OG0004056	KAF8057639.1 transferase [Scenedesmus sp. PABB004]	PSC70552.1 Aminomethyltransferase folate-binding domain-containing isoform A [Micractinium conductrix], PSC70551.1 Aminomethyltransferase folate-binding domain-containing isoform B [Micractinium conductrix]
OG0004057	KAF8070945.1 SAL1 [Scenedesmus sp. PABB004]	PSC71315.1 SAL1 phosphatase [Micractinium conductrix]
OG0004060	KAF8072616.1 ndufb7 [Scenedesmus sp. PABB004]	PSC69119.1 sorbosone dehydrogenase [Micractinium conductrix]
OG0004061	KAF8065787.1 Brwd1 [Scenedesmus sp. PABB004]	PSC70372.1 WD40 YVTN repeat-like-containing domain_Bromodomain isoform [Micractinium conductrix]
OG0004064	KAF8065888.1 hypothetical protein HT031_002949 [Scenedesmus sp. PABB004]	PSC72387.1 homogentisate 1_2-dioxygenase [Micractinium conductrix]
OG0004065	KAF8054952.1 MFAP1 [Scenedesmus sp. PABB004]	PSC74372.1 microfibrillar-associated 1-like [Micractinium conductrix]
OG0004066	KAF8064516.1 hypothetical protein HT031_003316 [Scenedesmus sp. PABB004]	PSC69955.1 28S ribosomal mitochondrial [Micractinium conductrix]
OG0004067	KAF8068178.1 KU70 [Scenedesmus sp. PABB004]	PSC74953.1 WD repeat-containing 55-like protein [Micractinium conductrix]
OG0004068	KAF8058346.1 DEAH9 [Scenedesmus sp. PABB004]	PSC69991.1 putative ATP-dependent RNA helicase DHX35 [Micractinium conductrix]
OG0004069	KAF8069665.1 MGD A [Scenedesmus sp. PABB004]	PSC72463.1 glycosyltransferase family 28 [Micractinium conductrix]
OG0004070	KAF8069709.1 DCI1 [Scenedesmus sp. PABB004]	PSC71310.1 enoyl-hydratase [Micractinium conductrix]
OG0004072	KAF8065597.1 SDIR1 [Scenedesmus sp. PABB004]	PSC67391.1 Serine threonine-kinase 19 [Micractinium conductrix]
OG0004074	KAF8066294.1 Slc25a45 [Scenedesmus sp. PABB004]	PSC74958.1 anaphase promoting complex subunit 11 [Micractinium conductrix]
OG0004076	KAF8055934.1 SMD1B [Scenedesmus sp. PABB004]	PSC75477.1 Small nuclear ribonucleo Sm D1 [Micractinium conductrix]
OG0004079	KAF8055473.1 REB1 [Scenedesmus sp. PABB004]	PSC75744.1 DNA-binding REB1 [Micractinium conductrix]
OG0004080	KAF8072471.1 ARI7 [Scenedesmus sp. PABB004]	PSC75961.1 putative E3 ubiquitin-ligase ARI8 [Micractinium conductrix]
OG0004081	KAF8056228.1 ttc30a [Scenedesmus sp. PABB004]	PSC70284.1 folylpolyglutamate synthase-like [Micractinium conductrix]
OG0004082	KAF8072713.1 eya [Scenedesmus sp. PABB004]	PSC68648.1 eyes absent-like protein 2 [Micractinium conductrix]
OG0004083	KAF8055927.1 Afg1l [Scenedesmus sp. PABB004]	PSC67543.1 lactation elevated 1 isoform X1 [Micractinium conductrix]
OG0004086	KAF8063649.1 IPK2 [Scenedesmus sp. PABB004]	PSC68977.1 lipase [Micractinium conductrix]
OG0004087	KAF8072932.1 hypothetical protein HT031_000592 [Scenedesmus sp. PABB004]	PSC70422.1 SWR1 complex subunit 2-like [Micractinium conductrix]
OG0004089	KAF8062801.1 RD21C [Scenedesmus sp. PABB004]	PSC67743.1 KDEL-tailed cysteine endopeptidase CEP2 [Micractinium conductrix]
OG0004091	KAF8059449.1 hypothetical protein HT031_005254 [Scenedesmus sp. PABB004]	PSC73558.1 hypothetical protein C2E20_3081 [Micractinium conductrix]
OG0004092	KAF8065906.1 UPF1 [Scenedesmus sp. PABB004]	PSC68590.1 regulator of nonsense transcripts 1-like protein [Micractinium conductrix]
OG0004094	KAF8062929.1 hypothetical protein HT031_003768 [Scenedesmus sp. PABB004]	PSC75240.1 AP2-like ethylene-responsive transcription factor PLT2 isoform B [Micractinium conductrix], PSC75239.1 AP2-like ethylene-responsive transcription factor PLT2 isoform A [Micractinium conductrix]
OG0004095	KAF8059100.1 esf1 [Scenedesmus sp. PABB004]	PSC67861.1 Nucleus isoform 1 [Micractinium conductrix]
OG0004097	KAF8063751.1 GTG2 [Scenedesmus sp. PABB004]	PSC70306.1 GPCR-type G 1 protein [Micractinium conductrix]
OG0004098	KAF8059672.1 MED6 [Scenedesmus sp. PABB004]	PSC68914.1 mediator of RNA polymerase II transcription subunit 6 [Micractinium conductrix]
OG0004099	KAF8065734.1 fkbM [Scenedesmus sp. PABB004], KAF8064644.1 ATG26 [Scenedesmus sp. PABB004]	PSC68045.1 sterol 3-beta-glucosyltransferase UGT80B1 isoform X1 [Micractinium conductrix]
OG0004100	KAF8070857.1 RPN10 [Scenedesmus sp. PABB004]	PSC70513.1 26S proteasome non-ATPase regulatory subunit 4-like protein [Micractinium conductrix]
OG0004101	KAF8058857.1 XBAT31 [Scenedesmus sp. PABB004]	PSC74413.1 E3 ubiquitin-ligase XBAT31 [Micractinium conductrix]
OG0004103	KAF8066205.1 BAS1 [Scenedesmus sp. PABB004]	PSC68646.1 Photosystem II repair PSB27-chloroplastic [Micractinium conductrix]
OG0004105	KAF8059196.1 hypothetical protein HT031_005368 [Scenedesmus sp. PABB004]	PSC68830.1 carbamoyl-phosphate synthase S chain [Micractinium conductrix]
OG0004106	KAF8063745.1 STN8 [Scenedesmus sp. PABB004]	PSC68256.1 Serine threonine-kinase SNT7 [Micractinium conductrix]
OG0004107	KAF8055038.1 SEC3A [Scenedesmus sp. PABB004]	PSC68248.1 exocyst complex component SEC3A [Micractinium conductrix]
OG0004108	KAF8062037.1 tas [Scenedesmus sp. PABB004]	PSC73609.1 aldo-keto reductase-like [Micractinium conductrix]
OG0004109	KAF8067336.1 MCM9 [Scenedesmus sp. PABB004]	PSC70642.1 putative DNA helicase MCM9 [Micractinium conductrix]
OG0004110	KAF8056109.1 Atad1 [Scenedesmus sp. PABB004]	PSC76681.1 ATPase family AAA domain-containing 1-like [Micractinium conductrix]
OG0004112	KAF8068399.1 hypothetical protein HT031_002088 [Scenedesmus sp. PABB004]	PSC71881.1 Rieske _2Fe-2S_ region [Micractinium conductrix]
OG0004114	KAF8071365.1 hypothetical protein HT031_001449 [Scenedesmus sp. PABB004]	PSC67619.1 hypothetical protein C2E20_8722 [Micractinium conductrix], PSC67630.1 WD repeat-containing 49 [Micractinium conductrix]
OG0004116	KAF8061964.1 CML25 [Scenedesmus sp. PABB004]	PSC72033.1 EF-Hand domain-containing thioredoxin [Micractinium conductrix]
OG0004117	KAF8056827.1 PSRP1 [Scenedesmus sp. PABB004]	PSC71905.1 ribosome-binding factor chloroplastic [Micractinium conductrix]
OG0004118	KAF8072840.1 ASHH2 [Scenedesmus sp. PABB004]	PSC73979.1 Histone-lysine N-methyltransferase ASHH2 [Micractinium conductrix]
OG0004121	KAF8059157.1 DIT2-1 [Scenedesmus sp. PABB004]	PSC74603.1 ADP-ribosylation crystallin J1 [Micractinium conductrix]
OG0004122	KAF8060508.1 hypothetical protein HT031_004684 [Scenedesmus sp. PABB004]	PSC77022.1 SOUL heme-binding [Micractinium conductrix]
OG0004126	KAF8056850.1 SCC3 [Scenedesmus sp. PABB004]	PSC70800.1 sister-chromatid cohesion 3 [Micractinium conductrix]
OG0004130	KAF8059750.1 pyrC [Scenedesmus sp. PABB004]	PSC68594.1 homodimeric type [Micractinium conductrix]
OG0004132	KAF8055338.1 lysine-specific histone demethylase [Scenedesmus sp. PABB004]	PSC69507.1 amine oxidase [Micractinium conductrix]
OG0004134	KAF8073217.1 Cyp4v2 [Scenedesmus sp. PABB004]	PSC70320.1 phytanoyl-dioxygenase [Micractinium conductrix]
OG0004135	KAF8057115.1 hypothetical protein HT031_006124 [Scenedesmus sp. PABB004], KAF8057114.1 hypothetical protein HT031_006123 [Scenedesmus sp. PABB004]	PSC72591.1 acyltransferase family [Micractinium conductrix]
OG0004138	KAF8065904.1 nardilysin-like protein [Scenedesmus sp. PABB004]	PSC73378.1 Insulin-degrading enzyme [Micractinium conductrix]
OG0004139	KAF8063034.1 STY17 [Scenedesmus sp. PABB004]	PSC75761.1 Tyrosine-kinase isoform SRK1 [Micractinium conductrix]
OG0004140	KAF8059682.1 ATG11 [Scenedesmus sp. PABB004]	PSC71466.1 Autophagy-related 11 [Micractinium conductrix]
OG0004141	KAF8061109.1 TOC34 [Scenedesmus sp. PABB004]	PSC69494.1 haloacid dehalogenase-like hydrolase [Micractinium conductrix]
OG0004142	KAF8058945.1 DDM1 [Scenedesmus sp. PABB004]	PSC76320.1 ATP-dependent DNA helicase DDM1 [Micractinium conductrix]
OG0004143	KAF8067296.1 LHCA4 [Scenedesmus sp. PABB004]	PSC70499.1 light-harvesting of photosystem I [Micractinium conductrix]
OG0004144	KAF8072730.1 Zmat2 [Scenedesmus sp. PABB004]	PSC74503.1 Zinc finger matrin-type 2 [Micractinium conductrix]
OG0004145	KAF8071140.1 DEE76 [Scenedesmus sp. PABB004]	PSC72997.1 Calcium-binding 39 [Micractinium conductrix]
