Orthogroup	Scenedesmus_PABB004	Chlorella_Sorokiniana1602
OG0003832	KAF8071126.1 rps15 [Scenedesmus sp. PABB004]	PRW20815.1 30S ribosomal S15 [Chlorella sorokiniana]
OG0003833	KAF8057263.1 xylB [Scenedesmus sp. PABB004]	PRW34012.1 Xylulokinase [Chlorella sorokiniana]
OG0003836	KAF8064596.1 Asnsd1 [Scenedesmus sp. PABB004]	PRW34099.1 Asparagine synthetase domain-containing 1 [Chlorella sorokiniana]
OG0003839	KAF8071301.1 FRK1 [Scenedesmus sp. PABB004]	PRW58019.1 fructokinase [Chlorella sorokiniana]
OG0003840	KAF8069613.1 Dclre1a [Scenedesmus sp. PABB004]	PRW33779.1 DNA cross-link repair 1A [Chlorella sorokiniana]
OG0003841	KAF8072971.1 hypothetical protein HT031_000631 [Scenedesmus sp. PABB004]	PRW33793.1 hypothetical protein C2E21_7400 [Chlorella sorokiniana]
OG0003842	KAF8072747.1 Sras [Scenedesmus sp. PABB004]	PRW32845.1 CAAX prenyl protease 2-like [Chlorella sorokiniana]
OG0003843	KAF8072954.1 hypothetical protein HT031_000614 [Scenedesmus sp. PABB004]	PRW58045.1 hypothetical protein C2E21_3574 [Chlorella sorokiniana]
OG0003844	KAF8069643.1 hypothetical protein HT031_001760 [Scenedesmus sp. PABB004]	PRW39184.1 thymidine kinase [Chlorella sorokiniana]
OG0003846	KAF8071233.1 Cdk5rap1 [Scenedesmus sp. PABB004]	PRW05768.1 elongator complex 1 [Chlorella sorokiniana]
OG0003848	KAF8068240.1 SPP1 [Scenedesmus sp. PABB004]	PRW39320.1 Sucrose-phosphatase 2 [Chlorella sorokiniana]
OG0003852	KAF8065513.1 lhpp [Scenedesmus sp. PABB004]	PRW05797.1 Small nuclear ribonucleo E [Chlorella sorokiniana]
OG0003853	KAF8056362.1 COL1A1 [Scenedesmus sp. PABB004]	PRW39237.1 tRNA-splicing endonuclease subunit Sen34 [Chlorella sorokiniana]
OG0003856	KAF8068452.1 DEAH4 [Scenedesmus sp. PABB004]	PRW39269.1 pre-mRNA-splicing factor ATP-dependent RNA helicase PRP1 [Chlorella sorokiniana]
OG0003857	KAF8072372.1 dusA [Scenedesmus sp. PABB004]	PRW56896.1 tRNA-dihydrouridine synthase A [Chlorella sorokiniana]
OG0003859	KAF8068223.1 EXO1 [Scenedesmus sp. PABB004]	PRW57196.1 exonuclease 1 [Chlorella sorokiniana]
OG0003860	KAF8073101.1 PHT4 [Scenedesmus sp. PABB004]	PRW51088.1 putative anion transporter 5 [Chlorella sorokiniana]
OG0003862	KAF8065869.1 PAP10 [Scenedesmus sp. PABB004], KAF8058297.1 PAP10 [Scenedesmus sp. PABB004]	PRW33218.1 putative plastid-lipid-associated chloroplastic isoform X2 [Chlorella sorokiniana]
OG0003864	KAF8057769.1 L2HGDH [Scenedesmus sp. PABB004]	PRW58233.1 FAD-dependent oxidoreductase [Chlorella sorokiniana]
OG0003865	KAF8065843.1 hypothetical protein HT031_002903 [Scenedesmus sp. PABB004]	PRW56709.1 Very-long-chain enoyl- reductase [Chlorella sorokiniana]
OG0003869	KAF8072486.1 CIAO1 [Scenedesmus sp. PABB004]	PRW58221.1 putative cytosolic iron-sulfur assembly CIAO1-like protein [Chlorella sorokiniana]
OG0003870	KAF8057631.1 branched-chain-amino-acid aminotransferase-like protein 1 [Scenedesmus sp. PABB004]	PRW33103.1 branched chain amino acid aminotransferase [Chlorella sorokiniana]
OG0003873	KAF8056211.1 CEP104 [Scenedesmus sp. PABB004]	PRW58028.1 centrosomal of 104 kDa [Chlorella sorokiniana]
OG0003875	KAF8058031.1 prxl2a [Scenedesmus sp. PABB004]	PRW57143.1 hypothetical protein C2E21_3832 [Chlorella sorokiniana]
OG0003876	KAF8072559.1 RNA methyltransferase [Scenedesmus sp. PABB004]	PRW58579.1 RNA methyltransferase At5g10620 [Chlorella sorokiniana]
OG0003877	KAF8063103.1 WDR74 [Scenedesmus sp. PABB004]	PRW58950.1 WD repeat-containing 74 [Chlorella sorokiniana]
OG0003878	KAF8066335.1 EDR2 [Scenedesmus sp. PABB004]	PRW33177.1 hypothetical protein C2E21_7861 [Chlorella sorokiniana]
OG0003879	KAF8065537.1 hypothetical protein HT031_003138 [Scenedesmus sp. PABB004]	PRW59050.1 phosphoserine phosphatase [Chlorella sorokiniana]
OG0003880	KAF8065519.1 RBL11 [Scenedesmus sp. PABB004]	PRW58478.1 Rhomboid protease [Chlorella sorokiniana]
OG0003884	KAF8063047.1 REE1 [Scenedesmus sp. PABB004]	PRW57664.1 fatty acid desaturase [Chlorella sorokiniana]
OG0003886	KAF8067315.1 NADH dehydrogenase [ubiquinone] iron-sulfur protein 6 [Scenedesmus sp. PABB004]	PRW58287.1 NADH dehydrogenase [ubiquinone] iron-sulfur mitochondrial-like [Chlorella sorokiniana]
OG0003888	KAF8072815.1 rpsR [Scenedesmus sp. PABB004]	PRW57722.1 30S ribosomal S18 [Chlorella sorokiniana]
OG0003889	KAF8063738.1 TAF15 [Scenedesmus sp. PABB004]	PRW56407.1 RNA-binding cabeza [Chlorella sorokiniana]
OG0003891	KAF8067311.1 TSR2 [Scenedesmus sp. PABB004]	PRW61414.1 pre-rRNA-processing TSR2 isoform X1 [Chlorella sorokiniana]
OG0003895	KAF8071146.1 RH1 [Scenedesmus sp. PABB004]	PRW20487.1 DEAD-box ATP-dependent RNA helicase 1 isoform X1 [Chlorella sorokiniana]
OG0003897	KAF8057758.1 rlmF [Scenedesmus sp. PABB004]	PRW44526.1 methyltransferase 16 isoform X2 isoform B [Chlorella sorokiniana], PRW44527.1 methyltransferase 16 isoform X2 isoform A [Chlorella sorokiniana]
OG0003898	KAF8066198.1 MFSD6 [Scenedesmus sp. PABB004]	PRW44509.1 major facilitator superfamily [Chlorella sorokiniana]
OG0003899	KAF8068329.1 EGLN3 [Scenedesmus sp. PABB004]	PRW44492.1 prolyl 4-hydroxylase [Chlorella sorokiniana]
OG0003903	KAF8072865.1 hypothetical protein HT031_000525 [Scenedesmus sp. PABB004], KAF8072862.1 hypothetical protein HT031_000522 [Scenedesmus sp. PABB004]	PRW44591.1 hypothetical protein C2E21_6621 [Chlorella sorokiniana]
OG0003907	KAF8059180.1 RPS8 [Scenedesmus sp. PABB004]	PRW61452.1 40S ribosomal S8 [Chlorella sorokiniana]
OG0003908	KAF8058403.1 hypothetical protein HT031_005527 [Scenedesmus sp. PABB004]	PRW44310.1 BRCA1-associated RING domain 1-like [Chlorella sorokiniana]
OG0003909	KAF8070937.1 TIM14-1 [Scenedesmus sp. PABB004]	PRW57663.1 Mitochondrial import inner membrane translocase subunit TIM14 [Chlorella sorokiniana]
OG0003910	KAF8071081.1 UBC5 [Scenedesmus sp. PABB004]	PRW58071.1 Ubiquitin-conjugating enzyme E2 5 [Chlorella sorokiniana]
OG0003911	KAF8062955.1 RZPF34 [Scenedesmus sp. PABB004]	PRW57897.1 RING finger and CHY zinc finger domain-containing 1 [Chlorella sorokiniana]
OG0003913	KAF8072692.1 PUX2 [Scenedesmus sp. PABB004]	PRW59236.1 UBX domain-containing 6 [Chlorella sorokiniana]
OG0003915	KAF8066411.1 RPL31 [Scenedesmus sp. PABB004]	PRW50813.1 50S ribosomal chloroplastic [Chlorella sorokiniana]
OG0003917	KAF8070981.1 nitric oxide synthase [Scenedesmus sp. PABB004]	PRW61609.1 NO-associated chloroplastic mitochondrial [Chlorella sorokiniana]
OG0003918	KAF8064662.1 Ttc14 [Scenedesmus sp. PABB004]	PRW61117.1 tetratricopeptide repeat 14-like protein [Chlorella sorokiniana]
OG0003919	KAF8072356.1 HMGCS-2 [Scenedesmus sp. PABB004]	PRW58117.1 hydroxymethylglutaryl- synthase-like [Chlorella sorokiniana]
OG0003920	KAF8056759.1 BRIX1-1 [Scenedesmus sp. PABB004]	PRW61420.1 Ribosome biogenesis brx1 [Chlorella sorokiniana]
OG0003921	KAF8067117.1 PAT1 [Scenedesmus sp. PABB004]	PRW61048.1 anthranilate phosphoribosyltransferase [Chlorella sorokiniana]
OG0003922	KAF8057680.1 hypothetical protein HT031_006029 [Scenedesmus sp. PABB004]	PRW61194.1 putative UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase SPINDLY [Chlorella sorokiniana]
OG0003925	KAF8056361.1 heme-binding-like protein [Scenedesmus sp. PABB004]	PRW56719.1 SOUL heme-binding [Chlorella sorokiniana]
OG0003926	KAF8057724.1 hypothetical protein HT031_005908 [Scenedesmus sp. PABB004]	PRW56620.1 Serine threonine- kinase CTR1 isoform B [Chlorella sorokiniana], PRW56621.1 Serine threonine- kinase CTR1 isoform A [Chlorella sorokiniana]
OG0003929	KAF8070906.1 CDCA7L [Scenedesmus sp. PABB004]	PRW60144.1 asparagine synthetase-related [Chlorella sorokiniana]
OG0003930	KAF8060555.1 Tgs1 [Scenedesmus sp. PABB004]	PRW59904.1 trimethylguanosine synthase [Chlorella sorokiniana]
OG0003933	KAF8062925.1 SFT2 [Scenedesmus sp. PABB004]	PRW56435.1 transport SFT2-like [Chlorella sorokiniana]
OG0003934	KAF8065717.1 Brpf3 [Scenedesmus sp. PABB004]	PRW60114.1 peregrin isoform X1 [Chlorella sorokiniana]
OG0003937	KAF8055657.1 sugar phosphate/phosphate translocator [Scenedesmus sp. PABB004]	PRW44522.1 Triose-phosphate transporter domain [Chlorella sorokiniana]
OG0003939	KAF8058936.1 CPK9 [Scenedesmus sp. PABB004]	PRW57523.1 ENTH VHS [Chlorella sorokiniana]
OG0003940	KAF8072791.1 MAGO2 [Scenedesmus sp. PABB004]	PRW60678.1 mago nashi-like protein [Chlorella sorokiniana]
OG0003942	KAF8061161.1 CTPA1 [Scenedesmus sp. PABB004]	PRW57137.1 peptidase S41 family [Chlorella sorokiniana]
OG0003943	KAF8072841.1 PARP16 [Scenedesmus sp. PABB004]	PRW60226.1 hypothetical protein C2E21_1305 [Chlorella sorokiniana]
OG0003944	KAF8058416.1 PITH domain-containing protein 1 [Scenedesmus sp. PABB004]	PRW57430.1 PITH domain-containing 1 [Chlorella sorokiniana]
OG0003945	KAF8066258.1 mdmC [Scenedesmus sp. PABB004]	PRW33967.1 O- family 3 [Chlorella sorokiniana]
OG0003948	KAF8058917.1 TIC62 [Scenedesmus sp. PABB004]	PRW60476.1 TIC chloroplastic [Chlorella sorokiniana]
OG0003949	KAF8072798.1 60S acidic ribosomal protein P1 [Scenedesmus sp. PABB004]	PRW60291.1 regulator of chromosome condensation RCC1 [Chlorella sorokiniana]
OG0003950	KAF8072847.1 dynein light chain 1 [Scenedesmus sp. PABB004]	PRW45002.1 Dynein light chain cytoplasmic [Chlorella sorokiniana]
OG0003951	KAF8064554.1 PEX6 [Scenedesmus sp. PABB004]	PRW21077.1 peroxisome biogenesis 6 [Chlorella sorokiniana]
OG0003952	KAF8072558.1 hypothetical protein HT031_000218 [Scenedesmus sp. PABB004]	PRW60089.1 hypothetical protein C2E21_1984 [Chlorella sorokiniana]
OG0003953	KAF8069604.1 hypothetical protein HT031_001721 [Scenedesmus sp. PABB004]	PRW51121.1 hypothetical protein C2E21_5514 [Chlorella sorokiniana]
OG0003954	KAF8056133.1 Phosphopantetheine adenylyltransferase 1 [Scenedesmus sp. PABB004]	PRW57160.1 phosphopantetheine adenylyltransferase-like isoform X1 [Chlorella sorokiniana]
OG0003955	KAF8059210.1 tfg2 [Scenedesmus sp. PABB004]	PRW57406.1 transcription initiation factor IIF subunit beta [Chlorella sorokiniana]
OG0003958	KAF8065586.1 EBP2 [Scenedesmus sp. PABB004]	PRW33635.1 putative rRNA-processing EBP2-like protein [Chlorella sorokiniana]
OG0003960	KAF8061117.1 ansA [Scenedesmus sp. PABB004]	PRW56711.1 cytoplasmic asparaginase I [Chlorella sorokiniana]
OG0003961	KAF8065935.1 Atpaf2 [Scenedesmus sp. PABB004]	PRW59691.1 ATP synthase mitochondrial F1 complex assembly factor 2 [Chlorella sorokiniana]
OG0003962	KAF8058099.1 F-box protein [Scenedesmus sp. PABB004]	PRW56148.1 hypothetical protein C2E21_4887 [Chlorella sorokiniana]
OG0003963	KAF8058913.1 hypothetical protein HT031_005481 [Scenedesmus sp. PABB004]	PRW60978.1 Methylcrotonoyl- carboxylase subunit mitochondrial [Chlorella sorokiniana]
OG0003965	KAF8054978.1 eukaryotic translation initiation factor isoform 4G-2 [Scenedesmus sp. PABB004]	PRW56412.1 eukaryotic initiation factor [Chlorella sorokiniana]
OG0003966	KAF8059206.1 hypothetical protein HT031_005378 [Scenedesmus sp. PABB004]	PRW59431.1 thioredoxin family [Chlorella sorokiniana]
OG0003967	KAF8066165.1 hypothetical protein HT031_002487 [Scenedesmus sp. PABB004]	PRW56323.1 sulfotransferase [Chlorella sorokiniana]
OG0003968	KAF8067121.1 NDX1 [Scenedesmus sp. PABB004]	PRW61256.1 NEOXANTHIN-DEFICIENT 1-like isoform X1 [Chlorella sorokiniana]
OG0003969	KAF8072794.1 hypothetical protein HT031_000454 [Scenedesmus sp. PABB004]	PRW59734.1 Lipoxygenase y domain-containing 1 [Chlorella sorokiniana]
OG0003975	KAF8060017.1 hypothetical protein HT031_004955 [Scenedesmus sp. PABB004]	PRW59807.1 hypothetical protein C2E21_1565 [Chlorella sorokiniana]
OG0003978	KAF8071223.1 hypothetical protein HT031_001306 [Scenedesmus sp. PABB004]	PRW20444.1 plant F21F14-40 [Chlorella sorokiniana]
OG0003982	KAF8069480.1 RPL24B [Scenedesmus sp. PABB004]	PRW58569.1 60S ribosomal L24-like [Chlorella sorokiniana]
OG0003984	KAF8072560.1 SCY1 [Scenedesmus sp. PABB004]	PRW56834.1 Pre translocase subunit chloroplastic [Chlorella sorokiniana]
OG0003986	KAF8067107.1 hypothetical protein HT031_002154 [Scenedesmus sp. PABB004], KAF8054609.1 hypothetical protein HT031_006967 [Scenedesmus sp. PABB004]	PRW57901.1 hypothetical protein C2E21_3473 [Chlorella sorokiniana]
OG0003988	KAF8069601.1 RECQL5 [Scenedesmus sp. PABB004]	PRW59378.1 ATP-dependent DNA helicase Q-like 5 [Chlorella sorokiniana]
OG0003989	KAF8067276.1 hypothetical protein HT031_002323 [Scenedesmus sp. PABB004]	PRW20317.1 MEKHLA domain-containing isoform B [Chlorella sorokiniana], PRW20316.1 MEKHLA domain-containing isoform A [Chlorella sorokiniana]
OG0003990	KAF8072606.1 VHA-E1 [Scenedesmus sp. PABB004]	PRW33682.1 vacuolar ATP synthase subunit E [Chlorella sorokiniana]
OG0003991	KAF8055594.1 accB [Scenedesmus sp. PABB004]	PRW56609.1 acetyl- biotin carboxyl carrier [Chlorella sorokiniana]
OG0003993	KAF8062049.1 NEDP1 [Scenedesmus sp. PABB004]	PRW59712.1 NEDD8-specific protease 1 [Chlorella sorokiniana]
OG0003995	KAF8062693.1 S-1 [Scenedesmus sp. PABB004]	PRW05872.1 24-methylenesterol C-methyltransferase 2 [Chlorella sorokiniana]
OG0003996	KAF8059721.1 ATG9 [Scenedesmus sp. PABB004]	PRW45374.1 Autophagy-related 9 [Chlorella sorokiniana]
OG0003998	KAF8056236.1 UVH1 [Scenedesmus sp. PABB004]	PRW44365.1 DNA repair endonuclease UVH1 [Chlorella sorokiniana]
OG0004000	KAF8056458.1 Emg1 [Scenedesmus sp. PABB004]	PRW44518.1 pre-rRNA processing [Chlorella sorokiniana]
OG0004001	KAF8060314.1 RTNLB4 [Scenedesmus sp. PABB004]	PRW57255.1 Reticulon B3 [Chlorella sorokiniana]
OG0004002	KAF8065651.1 ATPase family AAA domain-containing protein [Scenedesmus sp. PABB004]	PRW59558.1 ATPase family AAA domain-containing-like isoform X1 [Chlorella sorokiniana]
OG0004004	KAF8067144.1 Polr2d [Scenedesmus sp. PABB004]	PRW44955.1 DNA-directed RNA polymerase II subunit 4 [Chlorella sorokiniana]
OG0004006	KAF8069381.1 zinc finger CCCH domain-containing protein 17 [Scenedesmus sp. PABB004]	PRW44429.1 nucleic acid binding [Chlorella sorokiniana]
OG0004007	KAF8072390.1 MOS14 [Scenedesmus sp. PABB004]	PRW57281.1 transportin-3 isoform X1 [Chlorella sorokiniana]
OG0004009	KAF8062688.1 UEV1C [Scenedesmus sp. PABB004]	PRW05831.1 ubiquitin-conjugating enzyme E2 variant 1D [Chlorella sorokiniana]
OG0004011	KAF8072596.1 hypothetical protein HT031_000256 [Scenedesmus sp. PABB004]	PRW44267.1 hypothetical protein C2E21_6859 [Chlorella sorokiniana]
OG0004012	KAF8072522.1 MRPL58 [Scenedesmus sp. PABB004]	PRW56970.1 peptidyl-tRNA hydrolase mitochondrial [Chlorella sorokiniana]
OG0004013	KAF8060527.1 hypothetical protein HT031_004704 [Scenedesmus sp. PABB004]	PRW44335.1 hypothetical protein C2E21_6782 [Chlorella sorokiniana]
OG0004014	KAF8058067.1 Oxa1l [Scenedesmus sp. PABB004]	PRW56043.1 mitochondrial inner membrane OXA1 [Chlorella sorokiniana]
OG0004018	KAF8072618.1 deoxycytidine kinase [Scenedesmus sp. PABB004]	PRW45341.1 deoxycytidine kinase [Chlorella sorokiniana]
OG0004019	KAF8068382.1 hypothetical protein HT031_002071 [Scenedesmus sp. PABB004]	PRW33774.1 alpha beta-hydrolase [Chlorella sorokiniana]
OG0004020	KAF8056456.1 phaJ [Scenedesmus sp. PABB004]	PRW33937.1 _R_-specific enoyl- hydratase [Chlorella sorokiniana]
OG0004023	KAF8072476.1 hypothetical protein HT031_000135 [Scenedesmus sp. PABB004]	PRW59305.1 hypothetical protein C2E21_2295 [Chlorella sorokiniana]
OG0004025	KAF8061980.1 hypothetical protein HT031_004240 [Scenedesmus sp. PABB004]	PRW45716.1 seed maturation [Chlorella sorokiniana]
OG0004026	KAF8059979.1 RMDN1 [Scenedesmus sp. PABB004]	PRW55985.1 Tetratricopeptide repeat [Chlorella sorokiniana]
OG0004027	KAF8059743.1 Heat shock 70 kDa protein [Scenedesmus sp. PABB004]	PRW45388.1 heat shock 70 [Chlorella sorokiniana]
OG0004028	KAF8062791.1 NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12 [Scenedesmus sp. PABB004]	PRW45600.1 ubiquitin domain containing [Chlorella sorokiniana]
OG0004029	KAF8056856.1 AAE14 [Scenedesmus sp. PABB004]	PRW57638.1 2-succinylbenzoate-- chloroplastic peroxisomal [Chlorella sorokiniana]
OG0004030	KAF8072483.1 RPA2A [Scenedesmus sp. PABB004]	PRW56187.1 replication A 32 kDa subunit A-like [Chlorella sorokiniana]
OG0004031	KAF8063086.1 NUP93A [Scenedesmus sp. PABB004]	PRW59315.1 nuclear pore complex NUP93A-like [Chlorella sorokiniana]
OG0004035	KAF8061947.1 CLC-F [Scenedesmus sp. PABB004]	PRW60452.1 Chloride channel CLC-f [Chlorella sorokiniana]
OG0004038	KAF8072975.1 EXOSC7 [Scenedesmus sp. PABB004]	PRW60343.1 exosome complex component RRP42 [Chlorella sorokiniana]
OG0004039	KAF8059723.1 hypothetical protein HT031_005131 [Scenedesmus sp. PABB004]	PRW45413.1 flagellar associated [Chlorella sorokiniana]
OG0004040	KAF8069471.1 SMARCAL1 [Scenedesmus sp. PABB004]	PRW44334.1 DNA annealing helicase and endonuclease ZRANB3 [Chlorella sorokiniana]
OG0004041	KAF8063739.1 NLP3 [Scenedesmus sp. PABB004]	PRW45657.1 nitrilase cyanide hydratase and apolipo N-acyltransferase family [Chlorella sorokiniana]
OG0004042	KAF8067228.1 LPA3 [Scenedesmus sp. PABB004]	PRW60675.1 LOW PSII ACCUMULATION chloroplastic [Chlorella sorokiniana]
OG0004043	KAF8073054.1 ufd1 [Scenedesmus sp. PABB004]	PRW60527.1 Ubiquitin fusion degradation 1 [Chlorella sorokiniana]
OG0004044	KAF8064628.1 ARSA2 [Scenedesmus sp. PABB004]	PRW60623.1 ATPase ASNA1-like protein [Chlorella sorokiniana]
OG0004046	KAF8058840.1 LSF2 [Scenedesmus sp. PABB004]	PRW20171.1 phosphoglucan phosphatase chloroplastic [Chlorella sorokiniana]
OG0004048	KAF8072882.1 iolC [Scenedesmus sp. PABB004]	PRW32858.1 putative fructokinase-4 [Chlorella sorokiniana]
OG0004049	KAF8056349.1 SLP1 [Scenedesmus sp. PABB004]	PRW56418.1 Endonuclease exonuclease phosphatase domain-containing [Chlorella sorokiniana]
OG0004050	KAF8069529.1 phosphatidylinositol N-acetylglucosaminyltransferase subunit P [Scenedesmus sp. PABB004]	PRW59837.1 phosphatidylinositol N-acetylglucosaminyltransferase subunit P-like [Chlorella sorokiniana]
OG0004051	KAF8064637.1 ccdc77 [Scenedesmus sp. PABB004]	PRW32990.1 Coiled-coil domain-containing 77 [Chlorella sorokiniana]
OG0004055	KAF8071160.1 CYP38 [Scenedesmus sp. PABB004]	PRW60543.1 Peptidyl-prolyl cis-trans chloroplastic [Chlorella sorokiniana]
OG0004056	KAF8057639.1 transferase [Scenedesmus sp. PABB004]	PRW61168.1 glycine cleavage system T [Chlorella sorokiniana]
OG0004057	KAF8070945.1 SAL1 [Scenedesmus sp. PABB004]	PRW60166.1 SAL1 phosphatase-like [Chlorella sorokiniana]
OG0004060	KAF8072616.1 ndufb7 [Scenedesmus sp. PABB004]	PRW33005.1 nadh-ubiquinone oxidoreductase b18 [Chlorella sorokiniana]
OG0004061	KAF8065787.1 Brwd1 [Scenedesmus sp. PABB004]	PRW45083.1 bromodomain and WD repeat-containing 1-like [Chlorella sorokiniana]
OG0004062	KAF8058333.1 MAN1 [Scenedesmus sp. PABB004]	PRW56628.1 Mannan endo-1_4-beta-mannosidase 1 [Chlorella sorokiniana]
OG0004064	KAF8065888.1 hypothetical protein HT031_002949 [Scenedesmus sp. PABB004]	PRW56593.1 homogentisate 1_2-dioxygenase [Chlorella sorokiniana]
OG0004066	KAF8064516.1 hypothetical protein HT031_003316 [Scenedesmus sp. PABB004]	PRW44301.1 28S ribosomal mitochondrial [Chlorella sorokiniana]
OG0004067	KAF8068178.1 KU70 [Scenedesmus sp. PABB004]	PRW60784.1 DEAD DEAH box helicase [Chlorella sorokiniana]
OG0004068	KAF8058346.1 DEAH9 [Scenedesmus sp. PABB004]	PRW33665.1 putative ATP-dependent RNA helicase DHX35 [Chlorella sorokiniana]
OG0004069	KAF8069665.1 MGD A [Scenedesmus sp. PABB004]	PRW45643.1 glycosyltransferase family 28 [Chlorella sorokiniana]
OG0004070	KAF8069709.1 DCI1 [Scenedesmus sp. PABB004]	PRW20202.1 Delta_3_5_-Delta_2_4_-dienoyl- mitochondrial [Chlorella sorokiniana]
OG0004072	KAF8065597.1 SDIR1 [Scenedesmus sp. PABB004]	PRW33736.1 serine threonine- kinase 19 isoform X1 [Chlorella sorokiniana]
OG0004073	KAF8062062.1 hypothetical protein HT031_004322 [Scenedesmus sp. PABB004]	PRW56810.1 activating signal cointegrator 1 complex subunit 2 isoform X1 [Chlorella sorokiniana]
OG0004074	KAF8066294.1 Slc25a45 [Scenedesmus sp. PABB004]	PRW33512.1 anaphase promoting complex subunit 11 [Chlorella sorokiniana]
OG0004076	KAF8055934.1 SMD1B [Scenedesmus sp. PABB004]	PRW58155.1 Small nuclear ribonucleo Sm D1 [Chlorella sorokiniana]
OG0004078	KAF8063079.1 ATJ2 [Scenedesmus sp. PABB004]	PRW58342.1 dnaJ-like protein [Chlorella sorokiniana]
OG0004079	KAF8055473.1 REB1 [Scenedesmus sp. PABB004]	PRW58651.1 myb family transcription factor family [Chlorella sorokiniana]
OG0004080	KAF8072471.1 ARI7 [Scenedesmus sp. PABB004]	PRW58138.1 putative E3 ubiquitin- ligase ARI8 [Chlorella sorokiniana]
OG0004081	KAF8056228.1 ttc30a [Scenedesmus sp. PABB004]	PRW33995.1 folylpolyglutamate synthase isoform X1 [Chlorella sorokiniana]
OG0004086	KAF8063649.1 IPK2 [Scenedesmus sp. PABB004]	PRW45615.1 alpha beta-hydrolases superfamily [Chlorella sorokiniana]
OG0004087	KAF8072932.1 hypothetical protein HT031_000592 [Scenedesmus sp. PABB004]	PRW45168.1 SWR1 complex subunit 2-like [Chlorella sorokiniana]
OG0004088	KAF8068151.1 Gpn2 [Scenedesmus sp. PABB004]	PRW44870.1 GPN-loop GTPase 2 [Chlorella sorokiniana]
OG0004089	KAF8062801.1 RD21C [Scenedesmus sp. PABB004]	PRW45166.1 xylem cysteine ase 1-like [Chlorella sorokiniana]
OG0004091	KAF8059449.1 hypothetical protein HT031_005254 [Scenedesmus sp. PABB004]	PRW45576.1 membrane permease [Chlorella sorokiniana]
OG0004092	KAF8065906.1 UPF1 [Scenedesmus sp. PABB004]	PRW45594.1 regulator of nonsense transcripts 1-like protein [Chlorella sorokiniana]
OG0004094	KAF8062929.1 hypothetical protein HT031_003768 [Scenedesmus sp. PABB004]	PRW59042.1 AP2-like ethylene-responsive transcription factor AIL1 isoform A [Chlorella sorokiniana], PRW59041.1 AP2-like ethylene-responsive transcription factor AIL1 isoform B [Chlorella sorokiniana]
OG0004095	KAF8059100.1 esf1 [Scenedesmus sp. PABB004]	PRW59387.1 Pre-rRNA-processing esf1 [Chlorella sorokiniana]
OG0004098	KAF8059672.1 MED6 [Scenedesmus sp. PABB004]	PRW45507.1 mediator of RNA polymerase II transcription subunit 6 [Chlorella sorokiniana]
OG0004101	KAF8058857.1 XBAT31 [Scenedesmus sp. PABB004]	PRW57617.1 E3 ubiquitin- ligase XBAT31 [Chlorella sorokiniana]
OG0004103	KAF8066205.1 BAS1 [Scenedesmus sp. PABB004]	PRW58412.1 photosystem II repair PSB27- chloroplastic [Chlorella sorokiniana]
OG0004105	KAF8059196.1 hypothetical protein HT031_005368 [Scenedesmus sp. PABB004]	PRW58329.1 carbamoyl-phosphate synthase S chain [Chlorella sorokiniana]
OG0004106	KAF8063745.1 STN8 [Scenedesmus sp. PABB004]	PRW58226.1 serine threonine- kinase chloroplastic-like [Chlorella sorokiniana]
OG0004107	KAF8055038.1 SEC3A [Scenedesmus sp. PABB004]	PRW58682.1 exocyst complex component SEC3A [Chlorella sorokiniana]
OG0004108	KAF8062037.1 tas [Scenedesmus sp. PABB004]	PRW58269.1 Aldo keto reductase family [Chlorella sorokiniana]
OG0004109	KAF8067336.1 MCM9 [Scenedesmus sp. PABB004]	PRW61024.1 putative DNA helicase MCM9 isoform X1 [Chlorella sorokiniana]
OG0004110	KAF8056109.1 Atad1 [Scenedesmus sp. PABB004]	PRW58666.1 ATPase family AAA domain-containing 1-like [Chlorella sorokiniana]
OG0004112	KAF8068399.1 hypothetical protein HT031_002088 [Scenedesmus sp. PABB004]	PRW39061.1 _2Fe-2S_ ferredoxin [Chlorella sorokiniana]
OG0004113	KAF8059119.1 ALA10 [Scenedesmus sp. PABB004]	PRW20644.1 Proteasome subunit alpha type-6 [Chlorella sorokiniana]
OG0004114	KAF8071365.1 hypothetical protein HT031_001449 [Scenedesmus sp. PABB004]	PRW05751.1 WD repeat-containing on Y chromosome-like [Chlorella sorokiniana]
OG0004116	KAF8061964.1 CML25 [Scenedesmus sp. PABB004]	PRW05782.1 EF-Hand domain-containing thioredoxin [Chlorella sorokiniana]
OG0004118	KAF8072840.1 ASHH2 [Scenedesmus sp. PABB004]	PRW60593.1 Histone-lysine N-methyltransferase ASHH2 [Chlorella sorokiniana]
OG0004120	KAF8056741.1 glutamate--tRNA ligase [Scenedesmus sp. PABB004]	PRW61234.1 hypothetical protein C2E21_0425 [Chlorella sorokiniana]
OG0004121	KAF8059157.1 DIT2-1 [Scenedesmus sp. PABB004]	PRW58111.1 ADP-ribosylation crystallin J1 [Chlorella sorokiniana]
OG0004122	KAF8060508.1 hypothetical protein HT031_004684 [Scenedesmus sp. PABB004]	PRW59024.1 SOUL heme-binding [Chlorella sorokiniana]
