Orthogroup	Scenedesmus_PABB004	Chlorella_Vulgaris2111P
OG0003689	KAF8067168.1 Atg7 [Scenedesmus sp. PABB004]	KAI3430603.1 hypothetical protein D9Q98_005196 [Chlorella vulgaris]
OG0003690	KAF8068313.1 Nsdhl [Scenedesmus sp. PABB004]	KAI3433748.1 hypothetical protein D9Q98_003555 [Chlorella vulgaris]
OG0003691	KAF8064657.1 Rnf14 [Scenedesmus sp. PABB004]	KAI3430228.1 hypothetical protein D9Q98_004825 [Chlorella vulgaris]
OG0003692	KAF8073015.1 isoc2 [Scenedesmus sp. PABB004]	KAI3430468.1 hypothetical protein D9Q98_005063 [Chlorella vulgaris]
OG0003694	KAF8067198.1 pir-1 [Scenedesmus sp. PABB004]	KAI3430377.1 hypothetical protein D9Q98_004972 [Chlorella vulgaris]
OG0003696	KAF8059460.1 SYP81 [Scenedesmus sp. PABB004]	KAI3430361.1 hypothetical protein D9Q98_004956 [Chlorella vulgaris]
OG0003697	KAF8067263.1 RH22 [Scenedesmus sp. PABB004]	KAI3430622.1 hypothetical protein D9Q98_005215 [Chlorella vulgaris]
OG0003698	KAF8058100.1 hypothetical protein HT031_005760 [Scenedesmus sp. PABB004]	KAI3433444.1 hypothetical protein D9Q98_003258 [Chlorella vulgaris]
OG0003699	KAF8072969.1 tmco1 [Scenedesmus sp. PABB004]	KAI3428216.1 hypothetical protein D9Q98_006596 [Chlorella vulgaris]
OG0003700	KAF8072428.1 Low molecular mass early light-inducible protein HV90 [Scenedesmus sp. PABB004]	KAI3433752.1 hypothetical protein D9Q98_003559 [Chlorella vulgaris]
OG0003701	KAF8063837.1 SR45 [Scenedesmus sp. PABB004]	KAI3430285.1 hypothetical protein D9Q98_004881 [Chlorella vulgaris]
OG0003705	KAF8055760.1 NDUFS4 [Scenedesmus sp. PABB004]	KAI3434664.1 hypothetical protein D9Q98_002728 [Chlorella vulgaris]
OG0003706	KAF8064668.1 hypothetical protein HT031_003470 [Scenedesmus sp. PABB004]	KAI3425824.1 hypothetical protein D9Q98_007799 [Chlorella vulgaris]
OG0003707	KAF8061096.1 LUT2 [Scenedesmus sp. PABB004]	KAI3436480.1 hypothetical protein D9Q98_005897 [Chlorella vulgaris]
OG0003708	KAF8065428.1 MgtE [Scenedesmus sp. PABB004]	KAI3436807.1 hypothetical protein D9Q98_006217 [Chlorella vulgaris]
OG0003709	KAF8055337.1 CBP3 [Scenedesmus sp. PABB004]	KAI3426072.1 hypothetical protein D9Q98_008040 [Chlorella vulgaris]
OG0003713	KAF8069418.1 TRM112B [Scenedesmus sp. PABB004]	KAI3425346.1 hypothetical protein D9Q98_009110 [Chlorella vulgaris]
OG0003714	KAF8056227.1 RSH2 [Scenedesmus sp. PABB004]	KAI3434968.1 hypothetical protein D9Q98_003020 [Chlorella vulgaris]
OG0003716	KAF8065956.1 pnp [Scenedesmus sp. PABB004]	KAI3436021.1 hypothetical protein D9Q98_002078 [Chlorella vulgaris]
OG0003717	KAF8069522.1 hypothetical protein HT031_001639 [Scenedesmus sp. PABB004]	KAI3426938.1 hypothetical protein D9Q98_006882 [Chlorella vulgaris]
OG0003718	KAF8065582.1 hypothetical protein HT031_003183 [Scenedesmus sp. PABB004]	KAI3425930.1 hypothetical protein D9Q98_007902 [Chlorella vulgaris]
OG0003719	KAF8066305.1 pcyA [Scenedesmus sp. PABB004]	KAI3425822.1 hypothetical protein D9Q98_007797 [Chlorella vulgaris]
OG0003720	KAF8073187.1 CNOT4 [Scenedesmus sp. PABB004]	KAI3436849.1 hypothetical protein D9Q98_006259 [Chlorella vulgaris]
OG0003721	KAF8059450.1 uridine kinase [Scenedesmus sp. PABB004]	KAI3435982.1 hypothetical protein D9Q98_002040 [Chlorella vulgaris]
OG0003723	KAF8057679.1 NPC1 [Scenedesmus sp. PABB004]	KAI3436838.1 hypothetical protein D9Q98_006248 [Chlorella vulgaris]
OG0003724	KAF8065902.1 ptlI [Scenedesmus sp. PABB004]	KAI3434852.1 hypothetical protein D9Q98_002906 [Chlorella vulgaris]
OG0003725	KAF8064690.1 redA [Scenedesmus sp. PABB004]	KAI3434876.1 hypothetical protein D9Q98_002930 [Chlorella vulgaris]
OG0003728	KAF8063052.1 Srprb [Scenedesmus sp. PABB004]	KAI3424957.1 hypothetical protein D9Q98_008338 [Chlorella vulgaris]
OG0003729	KAF8072500.1 hypothetical protein HT031_000159 [Scenedesmus sp. PABB004]	KAI3425320.1 hypothetical protein D9Q98_009084 [Chlorella vulgaris]
OG0003730	KAF8071053.1 ctpA [Scenedesmus sp. PABB004]	KAI3434885.1 hypothetical protein D9Q98_002939 [Chlorella vulgaris]
OG0003732	KAF8059737.1 DRT111 [Scenedesmus sp. PABB004]	KAI3424964.1 hypothetical protein D9Q98_008345 [Chlorella vulgaris]
OG0003734	KAF8070955.1 OSB4 [Scenedesmus sp. PABB004]	KAI3436136.1 hypothetical protein D9Q98_002193 [Chlorella vulgaris]
OG0003735	KAF8064612.1 ftsH [Scenedesmus sp. PABB004]	KAI3429806.1 hypothetical protein D9Q98_010119 [Chlorella vulgaris]
OG0003737	KAF8064631.1 KIN14M [Scenedesmus sp. PABB004]	KAI3428304.1 hypothetical protein D9Q98_006683 [Chlorella vulgaris]
OG0003738	KAF8061081.1 hypothetical protein HT031_004541 [Scenedesmus sp. PABB004]	KAI3424896.1 hypothetical protein D9Q98_008280 [Chlorella vulgaris]
OG0003739	KAF8056144.1 clpP [Scenedesmus sp. PABB004]	KAI3439049.1 hypothetical protein D9Q98_001459 [Chlorella vulgaris]
OG0003742	KAF8057277.1 NFXL2 [Scenedesmus sp. PABB004]	KAI3428787.1 hypothetical protein D9Q98_007606 [Chlorella vulgaris]
OG0003743	KAF8055736.1 hypothetical protein HT031_006640 [Scenedesmus sp. PABB004]	KAI3438265.1 hypothetical protein D9Q98_000701 [Chlorella vulgaris]
OG0003747	KAF8060480.1 SKIP16 [Scenedesmus sp. PABB004]	KAI3436114.1 hypothetical protein D9Q98_002172 [Chlorella vulgaris]
OG0003749	KAF8072662.1 hypothetical protein HT031_000322 [Scenedesmus sp. PABB004]	KAI3425147.1 hypothetical protein D9Q98_008918 [Chlorella vulgaris]
OG0003750	KAF8063087.1 RAD51B [Scenedesmus sp. PABB004]	KAI3439021.1 hypothetical protein D9Q98_001433 [Chlorella vulgaris]
OG0003751	KAF8065436.1 hypothetical protein HT031_003037 [Scenedesmus sp. PABB004]	KAI3428308.1 hypothetical protein D9Q98_006687 [Chlorella vulgaris]
OG0003752	KAF8058068.1 TVP38/TMEM64 family protein [Scenedesmus sp. PABB004]	KAI3435539.1 hypothetical protein D9Q98_001604 [Chlorella vulgaris]
OG0003754	KAF8062921.1 KTI12 [Scenedesmus sp. PABB004]	KAI3423881.1 hypothetical protein D9Q98_009715 [Chlorella vulgaris]
OG0003755	KAF8069597.1 hypothetical protein HT031_001714 [Scenedesmus sp. PABB004]	KAI3432217.1 hypothetical protein D9Q98_003779 [Chlorella vulgaris]
OG0003756	KAF8067380.1 BTAF1 [Scenedesmus sp. PABB004]	KAI3435532.1 hypothetical protein D9Q98_001597 [Chlorella vulgaris]
OG0003757	KAF8072514.1 hypothetical protein HT031_000174 [Scenedesmus sp. PABB004]	KAI3423805.1 hypothetical protein D9Q98_009642 [Chlorella vulgaris]
OG0003759	KAF8057654.1 hypothetical protein HT031_006003 [Scenedesmus sp. PABB004]	KAI3435529.1 hypothetical protein D9Q98_001595 [Chlorella vulgaris]
OG0003761	KAF8057621.1 VPS9A [Scenedesmus sp. PABB004]	KAI3435552.1 hypothetical protein D9Q98_001617 [Chlorella vulgaris]
OG0003762	KAF8068442.1 TPX2 [Scenedesmus sp. PABB004]	KAI3435575.1 hypothetical protein D9Q98_001640 [Chlorella vulgaris]
OG0003765	KAF8072997.1 ywrF [Scenedesmus sp. PABB004]	KAI3438460.1 hypothetical protein D9Q98_000889 [Chlorella vulgaris]
OG0003767	KAF8071244.1 rplX [Scenedesmus sp. PABB004]	KAI3435526.1 hypothetical protein D9Q98_001592 [Chlorella vulgaris]
OG0003768	KAF8069599.1 yfjP [Scenedesmus sp. PABB004]	KAI3437962.1 hypothetical protein D9Q98_000406 [Chlorella vulgaris]
OG0003769	KAF8067429.1 SEC10a [Scenedesmus sp. PABB004]	KAI3435511.1 hypothetical protein D9Q98_001577 [Chlorella vulgaris]
OG0003771	KAF8065550.1 hypothetical protein HT031_003151 [Scenedesmus sp. PABB004]	KAI3431792.1 hypothetical protein D9Q98_010545 [Chlorella vulgaris]
OG0003774	KAF8072429.1 PEX1 [Scenedesmus sp. PABB004]	KAI3438093.1 hypothetical protein D9Q98_000535 [Chlorella vulgaris]
OG0003775	KAF8067204.1 VPS24-1 [Scenedesmus sp. PABB004]	KAI3438053.1 hypothetical protein D9Q98_000496 [Chlorella vulgaris]
OG0003776	KAF8062755.1 PAP4 [Scenedesmus sp. PABB004]	KAI3438114.1 hypothetical protein D9Q98_000555 [Chlorella vulgaris]
OG0003778	KAF8072375.1 hypothetical protein HT031_000034 [Scenedesmus sp. PABB004]	KAI3438136.1 hypothetical protein D9Q98_000577 [Chlorella vulgaris]
OG0003779	KAF8067141.1 ube2s [Scenedesmus sp. PABB004]	KAI3438412.1 hypothetical protein D9Q98_000843 [Chlorella vulgaris]
OG0003781	KAF8073214.1 DENND2B [Scenedesmus sp. PABB004]	KAI3438760.1 hypothetical protein D9Q98_001178 [Chlorella vulgaris]
OG0003782	KAF8056475.1 Ranbp10 [Scenedesmus sp. PABB004]	KAI3427988.1 hypothetical protein D9Q98_006376 [Chlorella vulgaris]
OG0003784	KAF8056755.1 RPL24 [Scenedesmus sp. PABB004]	KAI3434563.1 hypothetical protein D9Q98_002636 [Chlorella vulgaris]
OG0003785	KAF8061135.1 hypothetical protein HT031_004596 [Scenedesmus sp. PABB004]	KAI3428142.1 hypothetical protein D9Q98_006526 [Chlorella vulgaris]
OG0003786	KAF8065941.1 hypothetical protein HT031_003002 [Scenedesmus sp. PABB004]	KAI3435848.1 hypothetical protein D9Q98_001906 [Chlorella vulgaris]
OG0003787	KAF8065431.1 LTO1 [Scenedesmus sp. PABB004]	KAI3428018.1 hypothetical protein D9Q98_006404 [Chlorella vulgaris]
OG0003788	KAF8061310.1 hypothetical protein HT031_004401 [Scenedesmus sp. PABB004]	KAI3427230.1 hypothetical protein D9Q98_007165 [Chlorella vulgaris]
OG0003789	KAF8058335.1 psmG2 [Scenedesmus sp. PABB004]	KAI3438729.1 hypothetical protein D9Q98_001149 [Chlorella vulgaris]
OG0003790	KAF8057151.1 PIG-K [Scenedesmus sp. PABB004]	KAI3438692.1 hypothetical protein D9Q98_001112 [Chlorella vulgaris]
OG0003792	KAF8071299.1 hypothetical protein HT031_001382 [Scenedesmus sp. PABB004]	KAI3427244.1 hypothetical protein D9Q98_007178 [Chlorella vulgaris]
OG0003793	KAF8059755.1 LPA1 [Scenedesmus sp. PABB004]	KAI3425141.1 hypothetical protein D9Q98_008912 [Chlorella vulgaris]
OG0003795	KAF8058915.1 hypothetical protein HT031_005483 [Scenedesmus sp. PABB004]	KAI3429602.1 hypothetical protein D9Q98_005688 [Chlorella vulgaris]
OG0003797	KAF8062652.1 KLHDC3 [Scenedesmus sp. PABB004]	KAI3436230.1 hypothetical protein D9Q98_002284 [Chlorella vulgaris]
OG0003799	KAF8061095.1 thioredoxin-like 1-2 [Scenedesmus sp. PABB004]	KAI3436642.1 hypothetical protein D9Q98_006058 [Chlorella vulgaris], KAI3436641.1 hypothetical protein D9Q98_006057 [Chlorella vulgaris]
OG0003802	KAF8056840.1 TAP1 [Scenedesmus sp. PABB004]	KAI3438726.1 hypothetical protein D9Q98_001146 [Chlorella vulgaris]
OG0003803	KAF8061905.1 CCB3 [Scenedesmus sp. PABB004]	KAI3435001.1 hypothetical protein D9Q98_003053 [Chlorella vulgaris]
OG0003804	KAF8056367.1 hypothetical protein HT031_006366 [Scenedesmus sp. PABB004]	KAI3435026.1 hypothetical protein D9Q98_003078 [Chlorella vulgaris]
OG0003805	KAF8064587.1 has1 [Scenedesmus sp. PABB004]	KAI3438600.1 hypothetical protein D9Q98_001023 [Chlorella vulgaris]
OG0003808	KAF8062906.1 hypothetical protein HT031_003744 [Scenedesmus sp. PABB004]	KAI3433705.1 hypothetical protein D9Q98_003514 [Chlorella vulgaris]
OG0003809	KAF8069455.1 hypothetical protein HT031_001571 [Scenedesmus sp. PABB004]	KAI3431677.1 hypothetical protein D9Q98_004723 [Chlorella vulgaris]
OG0003810	KAF8057142.1 olpB [Scenedesmus sp. PABB004]	KAI3430498.1 hypothetical protein D9Q98_005093 [Chlorella vulgaris]
OG0003811	KAF8060092.1 prmC [Scenedesmus sp. PABB004]	KAI3433701.1 hypothetical protein D9Q98_003510 [Chlorella vulgaris]
OG0003812	KAF8065749.1 RTEL1 [Scenedesmus sp. PABB004]	KAI3426201.1 hypothetical protein D9Q98_008578 [Chlorella vulgaris]
OG0003813	KAF8072573.1 OEP80 [Scenedesmus sp. PABB004]	KAI3429606.1 hypothetical protein D9Q98_005692 [Chlorella vulgaris]
OG0003814	KAF8057862.1 RPP2D [Scenedesmus sp. PABB004]	KAI3435002.1 hypothetical protein D9Q98_003054 [Chlorella vulgaris]
OG0003816	KAF8068306.1 FAP3 [Scenedesmus sp. PABB004]	KAI3424198.1 hypothetical protein D9Q98_009554 [Chlorella vulgaris]
OG0003817	KAF8067355.1 sdh4 [Scenedesmus sp. PABB004]	KAI3427435.1 hypothetical protein D9Q98_010350 [Chlorella vulgaris]
OG0003818	KAF8061100.1 hypothetical protein HT031_004561 [Scenedesmus sp. PABB004]	KAI3431672.1 hypothetical protein D9Q98_004719 [Chlorella vulgaris]
OG0003819	KAF8067185.1 hypothetical protein HT031_002232 [Scenedesmus sp. PABB004]	KAI3430542.1 hypothetical protein D9Q98_005135 [Chlorella vulgaris]
OG0003820	KAF8063749.1 proteasome inhibitor [Scenedesmus sp. PABB004]	KAI3436232.1 hypothetical protein D9Q98_002286 [Chlorella vulgaris]
OG0003821	KAF8061378.1 hypothetical protein HT031_004469 [Scenedesmus sp. PABB004]	KAI3426020.1 hypothetical protein D9Q98_007988 [Chlorella vulgaris]
OG0003822	KAF8059423.1 Stoml2 [Scenedesmus sp. PABB004]	KAI3432389.1 hypothetical protein D9Q98_003945 [Chlorella vulgaris]
OG0003825	KAF8064625.1 hypothetical protein HT031_003426 [Scenedesmus sp. PABB004]	KAI3425972.1 hypothetical protein D9Q98_007940 [Chlorella vulgaris]
OG0003826	KAF8071302.1 rnhB [Scenedesmus sp. PABB004]	KAI3426018.1 hypothetical protein D9Q98_007986 [Chlorella vulgaris]
OG0003828	KAF8067332.1 pfdn1 [Scenedesmus sp. PABB004]	KAI3425975.1 hypothetical protein D9Q98_007943 [Chlorella vulgaris]
OG0003829	KAF8061156.1 CUL1 [Scenedesmus sp. PABB004]	KAI3437587.1 hypothetical protein D9Q98_000040 [Chlorella vulgaris]
OG0003830	KAF8056220.1 mmgB [Scenedesmus sp. PABB004]	KAI3426029.1 hypothetical protein D9Q98_007997 [Chlorella vulgaris]
OG0003831	KAF8056824.1 METTL17 [Scenedesmus sp. PABB004]	KAI3430591.1 hypothetical protein D9Q98_005184 [Chlorella vulgaris]
OG0003832	KAF8071126.1 rps15 [Scenedesmus sp. PABB004]	KAI3437626.1 hypothetical protein D9Q98_000078 [Chlorella vulgaris]
OG0003833	KAF8057263.1 xylB [Scenedesmus sp. PABB004]	KAI3426007.1 hypothetical protein D9Q98_007975 [Chlorella vulgaris]
OG0003836	KAF8064596.1 Asnsd1 [Scenedesmus sp. PABB004]	KAI3425971.1 hypothetical protein D9Q98_007939 [Chlorella vulgaris]
OG0003839	KAF8071301.1 FRK1 [Scenedesmus sp. PABB004]	KAI3425929.1 hypothetical protein D9Q98_007901 [Chlorella vulgaris]
OG0003840	KAF8069613.1 Dclre1a [Scenedesmus sp. PABB004]	KAI3426019.1 hypothetical protein D9Q98_007987 [Chlorella vulgaris]
OG0003841	KAF8072971.1 hypothetical protein HT031_000631 [Scenedesmus sp. PABB004]	KAI3425993.1 hypothetical protein D9Q98_007961 [Chlorella vulgaris]
OG0003842	KAF8072747.1 Sras [Scenedesmus sp. PABB004]	KAI3430587.1 hypothetical protein D9Q98_005180 [Chlorella vulgaris]
OG0003843	KAF8072954.1 hypothetical protein HT031_000614 [Scenedesmus sp. PABB004]	KAI3425905.1 hypothetical protein D9Q98_007877 [Chlorella vulgaris]
OG0003844	KAF8069643.1 hypothetical protein HT031_001760 [Scenedesmus sp. PABB004]	KAI3431353.1 hypothetical protein D9Q98_004411 [Chlorella vulgaris]
OG0003845	KAF8071134.1 PECT1 [Scenedesmus sp. PABB004]	KAI3431328.1 hypothetical protein D9Q98_004386 [Chlorella vulgaris]
OG0003846	KAF8071233.1 Cdk5rap1 [Scenedesmus sp. PABB004]	KAI3431287.1 hypothetical protein D9Q98_004348 [Chlorella vulgaris]
OG0003848	KAF8068240.1 SPP1 [Scenedesmus sp. PABB004]	KAI3431372.1 hypothetical protein D9Q98_004427 [Chlorella vulgaris]
OG0003852	KAF8065513.1 lhpp [Scenedesmus sp. PABB004]	KAI3431284.1 hypothetical protein D9Q98_004345 [Chlorella vulgaris]
OG0003853	KAF8056362.1 COL1A1 [Scenedesmus sp. PABB004]	KAI3431466.1 hypothetical protein D9Q98_004518 [Chlorella vulgaris]
OG0003856	KAF8068452.1 DEAH4 [Scenedesmus sp. PABB004]	KAI3431475.1 hypothetical protein D9Q98_004527 [Chlorella vulgaris]
OG0003857	KAF8072372.1 dusA [Scenedesmus sp. PABB004]	KAI3438293.1 hypothetical protein D9Q98_000727 [Chlorella vulgaris]
OG0003858	KAF8068414.1 hypothetical protein HT031_002103 [Scenedesmus sp. PABB004]	KAI3427117.1 hypothetical protein D9Q98_007054 [Chlorella vulgaris]
OG0003859	KAF8068223.1 EXO1 [Scenedesmus sp. PABB004]	KAI3438285.1 hypothetical protein D9Q98_000720 [Chlorella vulgaris]
OG0003860	KAF8073101.1 PHT4 [Scenedesmus sp. PABB004]	KAI3427103.1 hypothetical protein D9Q98_007042 [Chlorella vulgaris]
OG0003862	KAF8065869.1 PAP10 [Scenedesmus sp. PABB004], KAF8058297.1 PAP10 [Scenedesmus sp. PABB004]	KAI3431862.1 hypothetical protein D9Q98_010613 [Chlorella vulgaris]
OG0003864	KAF8057769.1 L2HGDH [Scenedesmus sp. PABB004]	KAI3433505.1 hypothetical protein D9Q98_003317 [Chlorella vulgaris]
OG0003865	KAF8065843.1 hypothetical protein HT031_002903 [Scenedesmus sp. PABB004]	KAI3428068.1 hypothetical protein D9Q98_006452 [Chlorella vulgaris]
OG0003869	KAF8072486.1 CIAO1 [Scenedesmus sp. PABB004]	KAI3433638.1 hypothetical protein D9Q98_003447 [Chlorella vulgaris]
OG0003870	KAF8057631.1 branched-chain-amino-acid aminotransferase-like protein 1 [Scenedesmus sp. PABB004]	KAI3431784.1 hypothetical protein D9Q98_010538 [Chlorella vulgaris], KAI3431785.1 hypothetical protein D9Q98_010538 [Chlorella vulgaris]
OG0003873	KAF8056211.1 CEP104 [Scenedesmus sp. PABB004]	KAI3425846.1 hypothetical protein D9Q98_007820 [Chlorella vulgaris]
OG0003875	KAF8058031.1 prxl2a [Scenedesmus sp. PABB004]	KAI3438310.1 hypothetical protein D9Q98_000744 [Chlorella vulgaris]
OG0003876	KAF8072559.1 RNA methyltransferase [Scenedesmus sp. PABB004]	KAI3433624.1 hypothetical protein D9Q98_003433 [Chlorella vulgaris]
OG0003877	KAF8063103.1 WDR74 [Scenedesmus sp. PABB004]	KAI3438930.1 hypothetical protein D9Q98_001344 [Chlorella vulgaris]
OG0003878	KAF8066335.1 EDR2 [Scenedesmus sp. PABB004]	KAI3431758.1 hypothetical protein D9Q98_004800 [Chlorella vulgaris]
OG0003879	KAF8065537.1 hypothetical protein HT031_003138 [Scenedesmus sp. PABB004]	KAI3438925.1 hypothetical protein D9Q98_001339 [Chlorella vulgaris]
OG0003880	KAF8065519.1 RBL11 [Scenedesmus sp. PABB004]	KAI3433552.1 hypothetical protein D9Q98_003363 [Chlorella vulgaris]
OG0003883	KAF8072850.1 yfjR [Scenedesmus sp. PABB004]	KAI3438405.1 hypothetical protein D9Q98_000837 [Chlorella vulgaris]
OG0003884	KAF8063047.1 REE1 [Scenedesmus sp. PABB004]	KAI3434847.1 hypothetical protein D9Q98_002901 [Chlorella vulgaris]
OG0003885	KAF8067222.1 SEC61B [Scenedesmus sp. PABB004]	KAI3431373.1 hypothetical protein D9Q98_004428 [Chlorella vulgaris]
OG0003886	KAF8067315.1 NADH dehydrogenase [ubiquinone] iron-sulfur protein 6 [Scenedesmus sp. PABB004]	KAI3433554.1 hypothetical protein D9Q98_003365 [Chlorella vulgaris]
OG0003888	KAF8072815.1 rpsR [Scenedesmus sp. PABB004]	KAI3423599.1 hypothetical protein D9Q98_010783_ partial _chloroplast_ [Chlorella vulgaris], KAI3425847.1 hypothetical protein D9Q98_007821 [Chlorella vulgaris]
OG0003889	KAF8063738.1 TAF15 [Scenedesmus sp. PABB004]	KAI3428107.1 hypothetical protein D9Q98_006490 [Chlorella vulgaris]
OG0003891	KAF8067311.1 TSR2 [Scenedesmus sp. PABB004]	KAI3432605.1 hypothetical protein D9Q98_004152 [Chlorella vulgaris]
OG0003895	KAF8071146.1 RH1 [Scenedesmus sp. PABB004]	KAI3430318.1 hypothetical protein D9Q98_004914 [Chlorella vulgaris]
OG0003897	KAF8057758.1 rlmF [Scenedesmus sp. PABB004]	KAI3428519.1 hypothetical protein D9Q98_007342 [Chlorella vulgaris]
OG0003898	KAF8066198.1 MFSD6 [Scenedesmus sp. PABB004]	KAI3428509.1 hypothetical protein D9Q98_007333 [Chlorella vulgaris]
OG0003899	KAF8068329.1 EGLN3 [Scenedesmus sp. PABB004]	KAI3428529.1 hypothetical protein D9Q98_007352 [Chlorella vulgaris], KAI3428528.1 hypothetical protein D9Q98_007351 [Chlorella vulgaris]
OG0003903	KAF8072865.1 hypothetical protein HT031_000525 [Scenedesmus sp. PABB004], KAF8072862.1 hypothetical protein HT031_000522 [Scenedesmus sp. PABB004]	KAI3428539.1 hypothetical protein D9Q98_007361 [Chlorella vulgaris]
OG0003907	KAF8059180.1 RPS8 [Scenedesmus sp. PABB004]	KAI3432873.1 hypothetical protein D9Q98_010456 [Chlorella vulgaris]
OG0003908	KAF8058403.1 hypothetical protein HT031_005527 [Scenedesmus sp. PABB004]	KAI3428535.1 hypothetical protein D9Q98_007358 [Chlorella vulgaris]
OG0003909	KAF8070937.1 TIM14-1 [Scenedesmus sp. PABB004]	KAI3434717.1 hypothetical protein D9Q98_002778 [Chlorella vulgaris]
OG0003910	KAF8071081.1 UBC5 [Scenedesmus sp. PABB004]	KAI3434685.1 hypothetical protein D9Q98_002748 [Chlorella vulgaris]
OG0003911	KAF8062955.1 RZPF34 [Scenedesmus sp. PABB004]	KAI3434711.1 hypothetical protein D9Q98_002772 [Chlorella vulgaris]
OG0003912	KAF8067310.1 UXS1 [Scenedesmus sp. PABB004]	KAI3434692.1 hypothetical protein D9Q98_002755 [Chlorella vulgaris]
OG0003913	KAF8072692.1 PUX2 [Scenedesmus sp. PABB004]	KAI3438695.1 hypothetical protein D9Q98_001115 [Chlorella vulgaris]
OG0003915	KAF8066411.1 RPL31 [Scenedesmus sp. PABB004]	KAI3427165.1 hypothetical protein D9Q98_007102 [Chlorella vulgaris]
OG0003917	KAF8070981.1 nitric oxide synthase [Scenedesmus sp. PABB004]	KAI3432691.1 hypothetical protein D9Q98_004234 [Chlorella vulgaris]
OG0003918	KAF8064662.1 Ttc14 [Scenedesmus sp. PABB004]	KAI3432693.1 hypothetical protein D9Q98_004236 [Chlorella vulgaris]
OG0003919	KAF8072356.1 HMGCS-2 [Scenedesmus sp. PABB004]	KAI3433351.1 hypothetical protein D9Q98_003169 [Chlorella vulgaris]
OG0003920	KAF8056759.1 BRIX1-1 [Scenedesmus sp. PABB004]	KAI3432773.1 hypothetical protein D9Q98_004313 [Chlorella vulgaris]
OG0003921	KAF8067117.1 PAT1 [Scenedesmus sp. PABB004]	KAI3432275.1 hypothetical protein D9Q98_003835 [Chlorella vulgaris]
OG0003922	KAF8057680.1 hypothetical protein HT031_006029 [Scenedesmus sp. PABB004]	KAI3432719.1 hypothetical protein D9Q98_004262 [Chlorella vulgaris]
OG0003925	KAF8056361.1 heme-binding-like protein [Scenedesmus sp. PABB004]	KAI3428178.1 hypothetical protein D9Q98_006558 [Chlorella vulgaris]
OG0003926	KAF8057724.1 hypothetical protein HT031_005908 [Scenedesmus sp. PABB004]	KAI3428192.1 hypothetical protein D9Q98_006572 [Chlorella vulgaris]
OG0003929	KAF8070906.1 CDCA7L [Scenedesmus sp. PABB004]	KAI3436034.1 hypothetical protein D9Q98_002091 [Chlorella vulgaris]
OG0003930	KAF8060555.1 Tgs1 [Scenedesmus sp. PABB004]	KAI3436024.1 hypothetical protein D9Q98_002081 [Chlorella vulgaris]
OG0003932	KAF8061165.1 Reep5 [Scenedesmus sp. PABB004]	KAI3436056.1 hypothetical protein D9Q98_002115 [Chlorella vulgaris]
OG0003933	KAF8062925.1 SFT2 [Scenedesmus sp. PABB004]	KAI3428191.1 hypothetical protein D9Q98_006571 [Chlorella vulgaris]
OG0003934	KAF8065717.1 Brpf3 [Scenedesmus sp. PABB004]	KAI3436061.1 hypothetical protein D9Q98_002119 [Chlorella vulgaris]
OG0003936	KAF8072939.1 Hypk [Scenedesmus sp. PABB004]	KAI3436158.1 hypothetical protein D9Q98_002215 [Chlorella vulgaris], KAI3436157.1 hypothetical protein D9Q98_002214 [Chlorella vulgaris]
OG0003937	KAF8055657.1 sugar phosphate/phosphate translocator [Scenedesmus sp. PABB004]	KAI3428502.1 hypothetical protein D9Q98_007326 [Chlorella vulgaris]
OG0003939	KAF8058936.1 CPK9 [Scenedesmus sp. PABB004]	KAI3437904.1 hypothetical protein D9Q98_000349 [Chlorella vulgaris]
OG0003940	KAF8072791.1 MAGO2 [Scenedesmus sp. PABB004]	KAI3429759.1 hypothetical protein D9Q98_010072 [Chlorella vulgaris]
OG0003942	KAF8061161.1 CTPA1 [Scenedesmus sp. PABB004]	KAI3437907.1 hypothetical protein D9Q98_000352 [Chlorella vulgaris]
OG0003943	KAF8072841.1 PARP16 [Scenedesmus sp. PABB004]	KAI3429849.1 hypothetical protein D9Q98_010161 [Chlorella vulgaris]
OG0003944	KAF8058416.1 PITH domain-containing protein 1 [Scenedesmus sp. PABB004]	KAI3437940.1 hypothetical protein D9Q98_000384 [Chlorella vulgaris]
OG0003945	KAF8066258.1 mdmC [Scenedesmus sp. PABB004]	KAI3434911.1 hypothetical protein D9Q98_002965 [Chlorella vulgaris]
OG0003948	KAF8058917.1 TIC62 [Scenedesmus sp. PABB004]	KAI3429740.1 hypothetical protein D9Q98_010055 [Chlorella vulgaris]
OG0003949	KAF8072798.1 60S acidic ribosomal protein P1 [Scenedesmus sp. PABB004]	KAI3429756.1 hypothetical protein D9Q98_010069 [Chlorella vulgaris]
OG0003950	KAF8072847.1 dynein light chain 1 [Scenedesmus sp. PABB004]	KAI3434518.1 hypothetical protein D9Q98_002591 [Chlorella vulgaris]
OG0003951	KAF8064554.1 PEX6 [Scenedesmus sp. PABB004]	KAI3430977.1 hypothetical protein D9Q98_009381 [Chlorella vulgaris]
OG0003952	KAF8072558.1 hypothetical protein HT031_000218 [Scenedesmus sp. PABB004]	KAI3438468.1 hypothetical protein D9Q98_000897 [Chlorella vulgaris], KAI3436327.1 hypothetical protein D9Q98_002380 [Chlorella vulgaris]
