Orthogroup	Chlorella_VariabilisNC64A	Coccomyxa_SubellipsoideaC169
OG0005538	XP_005847331.1 hypothetical protein CHLNCDRAFT_23675 [Chlorella variabilis]	EIE23092.1 hypothetical protein COCSUDRAFT_15898_ partial [Coccomyxa subellipsoidea C-169]
OG0005539	XP_005852066.1 hypothetical protein CHLNCDRAFT_133068 [Chlorella variabilis]	EIE24467.1 hypothetical protein COCSUDRAFT_52971 [Coccomyxa subellipsoidea C-169]
OG0005540	XP_005846809.1 expressed protein [Chlorella variabilis]	EIE22701.1 TAF4-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0005541	XP_005850292.1 hypothetical protein CHLNCDRAFT_57043 [Chlorella variabilis]	EIE25197.1 hypothetical protein COCSUDRAFT_40520 [Coccomyxa subellipsoidea C-169]
OG0005542	XP_005850054.1 hypothetical protein CHLNCDRAFT_142066 [Chlorella variabilis]	EIE25388.1 DUF1740-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0005544	XP_005846651.1 hypothetical protein CHLNCDRAFT_135337 [Chlorella variabilis]	EIE22749.1 hypothetical protein COCSUDRAFT_47679 [Coccomyxa subellipsoidea C-169]
OG0005547	XP_005848530.1 hypothetical protein CHLNCDRAFT_145047 [Chlorella variabilis]	EIE21515.1 hypothetical protein COCSUDRAFT_56730 [Coccomyxa subellipsoidea C-169]
OG0005548	XP_005844114.1 expressed protein [Chlorella variabilis]	EIE24794.1 hypothetical protein COCSUDRAFT_65518 [Coccomyxa subellipsoidea C-169]
OG0005552	XP_005845980.1 hypothetical protein CHLNCDRAFT_25174 [Chlorella variabilis]	EIE26026.1 hypothetical protein COCSUDRAFT_61019 [Coccomyxa subellipsoidea C-169]
OG0005556	XP_005843446.1 hypothetical protein CHLNCDRAFT_59267 [Chlorella variabilis]	EIE18888.1 aminoacyl-histidine dipeptidase [Coccomyxa subellipsoidea C-169]
OG0005557	XP_005849354.1 hypothetical protein CHLNCDRAFT_34906 [Chlorella variabilis]	EIE24625.1 P-loop containing nucleoside triphosphate hydrolase protein [Coccomyxa subellipsoidea C-169]
OG0005558	XP_005849154.1 hypothetical protein CHLNCDRAFT_143781 [Chlorella variabilis]	EIE22945.1 hypothetical protein COCSUDRAFT_63342 [Coccomyxa subellipsoidea C-169]
OG0005560	XP_005848520.1 hypothetical protein CHLNCDRAFT_8973_ partial [Chlorella variabilis]	EIE26957.1 L domain-like protein_ partial [Coccomyxa subellipsoidea C-169]
OG0005562	XP_005846739.1 hypothetical protein CHLNCDRAFT_9749_ partial [Chlorella variabilis]	EIE19773.1 hypothetical protein COCSUDRAFT_31120 [Coccomyxa subellipsoidea C-169]
OG0005563	XP_005851145.1 hypothetical protein CHLNCDRAFT_137750 [Chlorella variabilis]	EIE21964.1 general substrate transporter_ partial [Coccomyxa subellipsoidea C-169]
OG0005570	XP_005844101.1 hypothetical protein CHLNCDRAFT_139524 [Chlorella variabilis], XP_005844100.1 hypothetical protein CHLNCDRAFT_139523 [Chlorella variabilis]	EIE27007.1 alpha/beta-hydrolase [Coccomyxa subellipsoidea C-169]
OG0005571	XP_005848672.1 hypothetical protein CHLNCDRAFT_144241 [Chlorella variabilis]	EIE18525.1 hypothetical protein COCSUDRAFT_49242 [Coccomyxa subellipsoidea C-169]
OG0005572	XP_005848619.1 expressed protein [Chlorella variabilis]	EIE18522.1 hypothetical protein COCSUDRAFT_54913 [Coccomyxa subellipsoidea C-169], EIE18520.1 hypothetical protein COCSUDRAFT_60188 [Coccomyxa subellipsoidea C-169]
OG0005574	XP_005845907.1 hypothetical protein CHLNCDRAFT_136510 [Chlorella variabilis]	EIE20216.1 Tautomerase/MIF [Coccomyxa subellipsoidea C-169]
OG0005580	XP_005850087.1 hypothetical protein CHLNCDRAFT_142144 [Chlorella variabilis]	EIE25611.1 hypothetical protein COCSUDRAFT_83618 [Coccomyxa subellipsoidea C-169]
OG0005582	XP_005850786.1 hypothetical protein CHLNCDRAFT_29685 [Chlorella variabilis]	EIE22155.1 Mu1-adaptin [Coccomyxa subellipsoidea C-169]
OG0005583	XP_005844696.1 hypothetical protein CHLNCDRAFT_138621 [Chlorella variabilis]	EIE19660.1 hypothetical protein COCSUDRAFT_67744 [Coccomyxa subellipsoidea C-169]
OG0005584	XP_005846270.1 hypothetical protein CHLNCDRAFT_135592 [Chlorella variabilis]	EIE18481.1 hypothetical protein COCSUDRAFT_5974_ partial [Coccomyxa subellipsoidea C-169]
OG0005588	XP_005843428.1 hypothetical protein CHLNCDRAFT_28112_ partial [Chlorella variabilis]	EIE19301.1 hypothetical protein COCSUDRAFT_44659 [Coccomyxa subellipsoidea C-169]
OG0005592	XP_005849534.1 hypothetical protein CHLNCDRAFT_50963 [Chlorella variabilis]	EIE20452.1 hypothetical protein COCSUDRAFT_67371 [Coccomyxa subellipsoidea C-169]
OG0005593	XP_005848576.1 hypothetical protein CHLNCDRAFT_48761 [Chlorella variabilis]	EIE23416.1 hypothetical protein COCSUDRAFT_65904 [Coccomyxa subellipsoidea C-169]
OG0005597	XP_005843761.1 expressed protein [Chlorella variabilis]	EIE19361.1 hypothetical protein COCSUDRAFT_44707 [Coccomyxa subellipsoidea C-169]
OG0005598	XP_005849822.1 hypothetical protein CHLNCDRAFT_142953 [Chlorella variabilis]	EIE22303.1 hypothetical protein COCSUDRAFT_55997 [Coccomyxa subellipsoidea C-169]
OG0005600	XP_005843621.1 hypothetical protein CHLNCDRAFT_59230 [Chlorella variabilis]	EIE25445.1 hypothetical protein COCSUDRAFT_13402 [Coccomyxa subellipsoidea C-169]
OG0005602	XP_005851010.1 hypothetical protein CHLNCDRAFT_140849 [Chlorella variabilis]	EIE22769.1 DUF6-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0005609	XP_005850864.1 hypothetical protein CHLNCDRAFT_50248 [Chlorella variabilis]	EIE26793.1 kinase-like protein_ partial [Coccomyxa subellipsoidea C-169]
OG0005612	XP_005847342.1 hypothetical protein CHLNCDRAFT_134543 [Chlorella variabilis]	EIE25837.1 hypothetical protein COCSUDRAFT_60846 [Coccomyxa subellipsoidea C-169]
OG0005613	XP_005851309.1 hypothetical protein CHLNCDRAFT_15743_ partial [Chlorella variabilis]	EIE24084.1 hypothetical protein COCSUDRAFT_53216 [Coccomyxa subellipsoidea C-169]
OG0005614	XP_005849376.1 hypothetical protein CHLNCDRAFT_143846 [Chlorella variabilis]	EIE19518.1 Nicastrin-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0005615	XP_005848497.1 hypothetical protein CHLNCDRAFT_22249 [Chlorella variabilis]	EIE22507.1 hypothetical protein COCSUDRAFT_16560 [Coccomyxa subellipsoidea C-169]
OG0005618	XP_005845967.1 hypothetical protein CHLNCDRAFT_135978 [Chlorella variabilis]	EIE27822.1 hypothetical protein COCSUDRAFT_83442 [Coccomyxa subellipsoidea C-169]
OG0005619	XP_005846083.1 hypothetical protein CHLNCDRAFT_135936 [Chlorella variabilis]	EIE23483.1 hypothetical protein COCSUDRAFT_53353 [Coccomyxa subellipsoidea C-169]
OG0005620	XP_005850205.1 hypothetical protein CHLNCDRAFT_20357 [Chlorella variabilis]	EIE25482.1 WD40 repeat-like protein [Coccomyxa subellipsoidea C-169]
OG0005623	XP_005850206.1 hypothetical protein CHLNCDRAFT_15282_ partial [Chlorella variabilis]	EIE25503.1 hypothetical protein COCSUDRAFT_32664 [Coccomyxa subellipsoidea C-169]
OG0005624	XP_005850207.1 hypothetical protein CHLNCDRAFT_142437 [Chlorella variabilis]	EIE25507.1 hypothetical protein COCSUDRAFT_52894 [Coccomyxa subellipsoidea C-169]
OG0005625	XP_005849869.1 hypothetical protein CHLNCDRAFT_57284 [Chlorella variabilis]	EIE18821.1 Metallo-dependent phosphatase [Coccomyxa subellipsoidea C-169]
OG0005626	XP_005850777.1 hypothetical protein CHLNCDRAFT_140267 [Chlorella variabilis]	EIE26858.1 DUF1313-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0005628	XP_005850525.1 hypothetical protein CHLNCDRAFT_140379 [Chlorella variabilis]	EIE26724.1 hypothetical protein COCSUDRAFT_46203 [Coccomyxa subellipsoidea C-169]
OG0005629	XP_005850503.1 hypothetical protein CHLNCDRAFT_140331 [Chlorella variabilis]	EIE22116.1 hypothetical protein COCSUDRAFT_66465 [Coccomyxa subellipsoidea C-169]
OG0005634	XP_005842959.1 hypothetical protein CHLNCDRAFT_55527 [Chlorella variabilis]	EIE18974.1 hypothetical protein COCSUDRAFT_68112 [Coccomyxa subellipsoidea C-169]
OG0005636	XP_005843666.1 expressed protein [Chlorella variabilis]	EIE24590.1 hypothetical protein COCSUDRAFT_40948 [Coccomyxa subellipsoidea C-169]
OG0005640	XP_005852173.1 hypothetical protein CHLNCDRAFT_133360 [Chlorella variabilis]	EIE20392.1 hypothetical protein COCSUDRAFT_67343 [Coccomyxa subellipsoidea C-169]
OG0005644	XP_005848314.1 hypothetical protein CHLNCDRAFT_144976 [Chlorella variabilis], XP_005844598.1 hypothetical protein CHLNCDRAFT_138871 [Chlorella variabilis]	EIE25870.1 hypothetical protein COCSUDRAFT_64878 [Coccomyxa subellipsoidea C-169]
OG0005648	XP_005847568.1 hypothetical protein CHLNCDRAFT_57824 [Chlorella variabilis]	EIE20546.1 allophanate hydrolase [Coccomyxa subellipsoidea C-169]
OG0005649	XP_005842756.1 hypothetical protein CHLNCDRAFT_59474 [Chlorella variabilis]	EIE19900.1 hypothetical protein COCSUDRAFT_67632 [Coccomyxa subellipsoidea C-169]
OG0005653	XP_005847994.1 hypothetical protein CHLNCDRAFT_57780 [Chlorella variabilis]	EIE25087.1 hypothetical protein COCSUDRAFT_65088 [Coccomyxa subellipsoidea C-169]
OG0005654	XP_005847977.1 hypothetical protein CHLNCDRAFT_145477 [Chlorella variabilis]	EIE27451.1 hypothetical protein COCSUDRAFT_55457 [Coccomyxa subellipsoidea C-169]
OG0005655	XP_005847953.1 hypothetical protein CHLNCDRAFT_52093 [Chlorella variabilis]	EIE27492.1 zf-DNL-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0005657	XP_005848011.1 hypothetical protein CHLNCDRAFT_52181 [Chlorella variabilis]	EIE18187.1 hypothetical protein COCSUDRAFT_68404 [Coccomyxa subellipsoidea C-169]
OG0005661	XP_005844684.1 hypothetical protein CHLNCDRAFT_138591 [Chlorella variabilis]	EIE26539.1 hypothetical protein COCSUDRAFT_32203 [Coccomyxa subellipsoidea C-169]
OG0005662	XP_005842931.1 hypothetical protein CHLNCDRAFT_55534 [Chlorella variabilis]	EIE21806.1 cysteine proteinase [Coccomyxa subellipsoidea C-169]
OG0005663	XP_005844715.1 hypothetical protein CHLNCDRAFT_26644 [Chlorella variabilis]	EIE21866.1 hypothetical protein COCSUDRAFT_29833 [Coccomyxa subellipsoidea C-169]
OG0005665	XP_005844748.1 hypothetical protein CHLNCDRAFT_54272 [Chlorella variabilis]	EIE21880.1 hypothetical protein COCSUDRAFT_47970 [Coccomyxa subellipsoidea C-169]
OG0005666	XP_005843050.1 expressed protein [Chlorella variabilis]	EIE21889.1 hypothetical protein COCSUDRAFT_56336 [Coccomyxa subellipsoidea C-169]
OG0005667	XP_005846602.1 hypothetical protein CHLNCDRAFT_52961 [Chlorella variabilis]	EIE19396.1 hypothetical protein COCSUDRAFT_44731 [Coccomyxa subellipsoidea C-169]
OG0005669	XP_005846585.1 hypothetical protein CHLNCDRAFT_135151 [Chlorella variabilis]	EIE20750.1 hypothetical protein COCSUDRAFT_57315 [Coccomyxa subellipsoidea C-169]
OG0005670	XP_005843066.1 hypothetical protein CHLNCDRAFT_59365 [Chlorella variabilis]	EIE23156.1 DUF179-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0005671	XP_005846588.1 hypothetical protein CHLNCDRAFT_135155 [Chlorella variabilis]	EIE23797.1 hypothetical protein COCSUDRAFT_41939 [Coccomyxa subellipsoidea C-169]
OG0005673	XP_005843398.1 expressed protein [Chlorella variabilis], XP_005843399.1 hypothetical protein CHLNCDRAFT_141242 [Chlorella variabilis]	EIE18457.1 hypothetical protein COCSUDRAFT_49216 [Coccomyxa subellipsoidea C-169]
OG0005676	XP_005843380.1 hypothetical protein CHLNCDRAFT_37484 [Chlorella variabilis]	EIE19022.1 riboflavin synthase [Coccomyxa subellipsoidea C-169]
OG0005678	XP_005843315.1 hypothetical protein CHLNCDRAFT_141194 [Chlorella variabilis]	EIE23757.1 hypothetical protein COCSUDRAFT_63282 [Coccomyxa subellipsoidea C-169]
OG0005680	XP_005844875.1 hypothetical protein CHLNCDRAFT_26482_ partial [Chlorella variabilis]	EIE25824.1 fiber protein Fb14 [Coccomyxa subellipsoidea C-169]
OG0005682	XP_005844967.1 hypothetical protein CHLNCDRAFT_12764_ partial [Chlorella variabilis]	EIE25933.1 hypothetical protein COCSUDRAFT_60937 [Coccomyxa subellipsoidea C-169]
OG0005683	XP_005844825.1 hypothetical protein CHLNCDRAFT_36685 [Chlorella variabilis]	EIE25832.1 cytochrome b5_ partial [Coccomyxa subellipsoidea C-169]
OG0005686	XP_005845767.1 hypothetical protein CHLNCDRAFT_136425 [Chlorella variabilis], XP_005842630.1 hypothetical protein CHLNCDRAFT_141052 [Chlorella variabilis]	EIE20133.1 hypothetical protein COCSUDRAFT_57859 [Coccomyxa subellipsoidea C-169]
OG0005687	XP_005845732.1 hypothetical protein CHLNCDRAFT_136323 [Chlorella variabilis]	EIE22768.1 hypothetical protein COCSUDRAFT_16025_ partial [Coccomyxa subellipsoidea C-169]
OG0005688	XP_005845900.1 hypothetical protein CHLNCDRAFT_136483 [Chlorella variabilis]	EIE25918.1 hypothetical protein COCSUDRAFT_52618 [Coccomyxa subellipsoidea C-169]
OG0005689	XP_005844161.1 hypothetical protein CHLNCDRAFT_139283 [Chlorella variabilis]	EIE20921.1 kinase-like protein [Coccomyxa subellipsoidea C-169]
OG0005690	XP_005847658.1 hypothetical protein CHLNCDRAFT_134027_ partial [Chlorella variabilis]	EIE20678.1 hypothetical protein COCSUDRAFT_57246 [Coccomyxa subellipsoidea C-169]
OG0005692	XP_005849284.1 hypothetical protein CHLNCDRAFT_51257 [Chlorella variabilis]	EIE23452.1 RNA-binding domain-containing protein_ partial [Coccomyxa subellipsoidea C-169]
OG0005693	XP_005849068.1 hypothetical protein CHLNCDRAFT_57377 [Chlorella variabilis]	EIE23596.1 hypothetical protein COCSUDRAFT_63123 [Coccomyxa subellipsoidea C-169]
OG0005694	XP_005849039.1 hypothetical protein CHLNCDRAFT_143474 [Chlorella variabilis]	EIE18866.1 hypothetical protein COCSUDRAFT_26086 [Coccomyxa subellipsoidea C-169]
OG0005700	XP_005847038.1 hypothetical protein CHLNCDRAFT_134674 [Chlorella variabilis]	EIE24442.1 S-adenosyl-L-methionine-dependent methyltransferase [Coccomyxa subellipsoidea C-169], EIE24441.1 S-adenosyl-L-methionine-dependent methyltransferase [Coccomyxa subellipsoidea C-169]
OG0005703	XP_005846011.1 hypothetical protein CHLNCDRAFT_53413 [Chlorella variabilis]	EIE27115.1 hypothetical protein COCSUDRAFT_55139 [Coccomyxa subellipsoidea C-169]
OG0005704	XP_005846031.1 hypothetical protein CHLNCDRAFT_13553_ partial [Chlorella variabilis]	EIE26040.1 hypothetical protein COCSUDRAFT_13072_ partial [Coccomyxa subellipsoidea C-169]
OG0005709	XP_005846171.1 hypothetical protein CHLNCDRAFT_36267 [Chlorella variabilis]	EIE24973.1 hypothetical protein COCSUDRAFT_83666 [Coccomyxa subellipsoidea C-169]
OG0005711	XP_005846044.1 hypothetical protein CHLNCDRAFT_136184 [Chlorella variabilis]	EIE25846.1 hypothetical protein COCSUDRAFT_35426 [Coccomyxa subellipsoidea C-169]
OG0005712	XP_005847478.1 hypothetical protein CHLNCDRAFT_134438 [Chlorella variabilis]	EIE23303.1 hypothetical protein COCSUDRAFT_66260 [Coccomyxa subellipsoidea C-169]
OG0005714	XP_005850631.1 hypothetical protein CHLNCDRAFT_140624 [Chlorella variabilis]	EIE27250.1 beta-lactamase/transpeptidase-like protein [Coccomyxa subellipsoidea C-169]
OG0005715	XP_005847258.1 hypothetical protein CHLNCDRAFT_48836 [Chlorella variabilis]	EIE27263.1 fructose-1_6-bisphosphate aldolase [Coccomyxa subellipsoidea C-169]
OG0005719	XP_005847485.1 hypothetical protein CHLNCDRAFT_134461 [Chlorella variabilis]	EIE23080.1 hypothetical protein COCSUDRAFT_42043 [Coccomyxa subellipsoidea C-169]
OG0005724	XP_005848261.1 hypothetical protein CHLNCDRAFT_144848 [Chlorella variabilis]	EIE22408.1 TPR-like protein [Coccomyxa subellipsoidea C-169]
OG0005725	XP_005848214.1 hypothetical protein CHLNCDRAFT_144712 [Chlorella variabilis]	EIE24382.1 hypothetical protein COCSUDRAFT_83686 [Coccomyxa subellipsoidea C-169]
OG0005730	XP_005848489.1 hypothetical protein CHLNCDRAFT_144930 [Chlorella variabilis]	EIE20963.1 hypothetical protein COCSUDRAFT_54300 [Coccomyxa subellipsoidea C-169]
OG0005732	XP_005848511.1 hypothetical protein CHLNCDRAFT_48750 [Chlorella variabilis]	EIE22191.1 WD40 repeat-like protein [Coccomyxa subellipsoidea C-169]
OG0005733	XP_005848228.1 hypothetical protein CHLNCDRAFT_14107_ partial [Chlorella variabilis]	EIE22410.1 NAD_P_-binding protein [Coccomyxa subellipsoidea C-169]
OG0005734	XP_005848523.1 hypothetical protein CHLNCDRAFT_22375_ partial [Chlorella variabilis]	EIE26911.1 hypothetical protein COCSUDRAFT_27312 [Coccomyxa subellipsoidea C-169]
OG0005735	XP_005848509.1 hypothetical protein CHLNCDRAFT_22531_ partial [Chlorella variabilis]	EIE22188.1 S-adenosyl-L-methionine-dependent methyltransferase_ partial [Coccomyxa subellipsoidea C-169]
OG0005739	XP_005846803.1 hypothetical protein CHLNCDRAFT_135349 [Chlorella variabilis]	EIE23222.1 transcription elongation factor SPT4 [Coccomyxa subellipsoidea C-169]
OG0005740	XP_005845079.1 hypothetical protein CHLNCDRAFT_36647 [Chlorella variabilis]	EIE20332.1 kinase-like protein_ partial [Coccomyxa subellipsoidea C-169]
OG0005742	XP_005845185.1 hypothetical protein CHLNCDRAFT_137393 [Chlorella variabilis]	EIE21717.1 hypothetical protein COCSUDRAFT_83505 [Coccomyxa subellipsoidea C-169]
OG0005744	XP_005845142.1 hypothetical protein CHLNCDRAFT_137273 [Chlorella variabilis]	EIE22561.1 ARM repeat-containing protein [Coccomyxa subellipsoidea C-169]
OG0005745	XP_005846687.1 hypothetical protein CHLNCDRAFT_135416 [Chlorella variabilis]	EIE22687.1 hypothetical protein COCSUDRAFT_63825 [Coccomyxa subellipsoidea C-169]
OG0005748	XP_005848952.1 hypothetical protein CHLNCDRAFT_51639 [Chlorella variabilis]	EIE18205.1 hypothetical protein COCSUDRAFT_60406 [Coccomyxa subellipsoidea C-169]
OG0005754	XP_005848685.1 hypothetical protein CHLNCDRAFT_14186_ partial [Chlorella variabilis]	EIE21718.1 hypothetical protein COCSUDRAFT_83506_ partial [Coccomyxa subellipsoidea C-169]
OG0005756	XP_005851051.1 hypothetical protein CHLNCDRAFT_140947 [Chlorella variabilis]	EIE26290.1 hypothetical protein COCSUDRAFT_35012 [Coccomyxa subellipsoidea C-169]
OG0005757	XP_005850769.1 hypothetical protein CHLNCDRAFT_140952 [Chlorella variabilis]	EIE23966.1 hypothetical protein COCSUDRAFT_62495 [Coccomyxa subellipsoidea C-169]
OG0005758	XP_005851018.1 hypothetical protein CHLNCDRAFT_29935 [Chlorella variabilis]	EIE18720.1 hypothetical protein COCSUDRAFT_38534 [Coccomyxa subellipsoidea C-169]
OG0005759	XP_005850686.1 hypothetical protein CHLNCDRAFT_140753 [Chlorella variabilis]	EIE23875.1 S-adenosyl-L-methionine-dependent methyltransferase [Coccomyxa subellipsoidea C-169]
OG0005760	XP_005850999.1 hypothetical protein CHLNCDRAFT_19867 [Chlorella variabilis]	EIE26159.1 hypothetical protein COCSUDRAFT_12723_ partial [Coccomyxa subellipsoidea C-169]
OG0005764	XP_005850863.1 hypothetical protein CHLNCDRAFT_50246 [Chlorella variabilis]	EIE26797.1 hypothetical protein COCSUDRAFT_39786 [Coccomyxa subellipsoidea C-169]
OG0005767	XP_005850671.1 hypothetical protein CHLNCDRAFT_140714 [Chlorella variabilis]	EIE23355.1 hypothetical protein COCSUDRAFT_62894 [Coccomyxa subellipsoidea C-169]
OG0005770	XP_005850298.1 hypothetical protein CHLNCDRAFT_142045 [Chlorella variabilis]	EIE25349.1 hypothetical protein COCSUDRAFT_46683_ partial [Coccomyxa subellipsoidea C-169]
OG0005771	XP_005850281.1 hypothetical protein CHLNCDRAFT_142007 [Chlorella variabilis]	EIE25109.1 DUF917-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0005772	XP_005845599.1 hypothetical protein CHLNCDRAFT_136814 [Chlorella variabilis]	EIE26413.1 SGNH hydrolase [Coccomyxa subellipsoidea C-169]
OG0005775	XP_005850237.1 hypothetical protein CHLNCDRAFT_141886 [Chlorella variabilis]	EIE25397.1 hypothetical protein COCSUDRAFT_61616 [Coccomyxa subellipsoidea C-169]
OG0005779	XP_005850154.1 hypothetical protein CHLNCDRAFT_50745 [Chlorella variabilis]	EIE22080.1 hypothetical protein COCSUDRAFT_56512 [Coccomyxa subellipsoidea C-169]
OG0005780	XP_005847084.1 expressed protein [Chlorella variabilis]	EIE27216.1 P-loop containing nucleoside triphosphate hydrolase protein [Coccomyxa subellipsoidea C-169]
OG0005781	XP_005846907.1 hypothetical protein CHLNCDRAFT_134787 [Chlorella variabilis]	EIE18687.1 P-loop containing nucleoside triphosphate hydrolase protein [Coccomyxa subellipsoidea C-169]
OG0005782	XP_005847171.1 hypothetical protein CHLNCDRAFT_134947 [Chlorella variabilis]	EIE27223.1 hypothetical protein COCSUDRAFT_38953 [Coccomyxa subellipsoidea C-169]
OG0005785	XP_005846982.1 hypothetical protein CHLNCDRAFT_24073_ partial [Chlorella variabilis]	EIE27111.1 beta-aspartyl peptidase [Coccomyxa subellipsoidea C-169]
OG0005786	XP_005847183.1 hypothetical protein CHLNCDRAFT_134971 [Chlorella variabilis]	EIE27775.1 hypothetical protein COCSUDRAFT_52266 [Coccomyxa subellipsoidea C-169]
OG0005787	XP_005848094.1 expressed protein [Chlorella variabilis]	EIE27726.1 hypothetical protein COCSUDRAFT_55711 [Coccomyxa subellipsoidea C-169]
OG0005788	XP_005848096.1 hypothetical protein CHLNCDRAFT_145371 [Chlorella variabilis], XP_005842699.1 hypothetical protein CHLNCDRAFT_136274 [Chlorella variabilis]	EIE23622.1 hypothetical protein COCSUDRAFT_63149 [Coccomyxa subellipsoidea C-169]
OG0005789	XP_005847008.1 hypothetical protein CHLNCDRAFT_135035 [Chlorella variabilis]	EIE21005.1 hypothetical protein COCSUDRAFT_56927 [Coccomyxa subellipsoidea C-169]
OG0005791	XP_005847025.1 hypothetical protein CHLNCDRAFT_31385 [Chlorella variabilis]	EIE21957.1 DUF572-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0005792	XP_005847068.1 hypothetical protein CHLNCDRAFT_134739 [Chlorella variabilis]	EIE24162.1 hypothetical protein COCSUDRAFT_65775 [Coccomyxa subellipsoidea C-169]
OG0005794	XP_005848057.1 hypothetical protein CHLNCDRAFT_22873 [Chlorella variabilis]	EIE26310.1 ubiquitin-fold modifier 1 [Coccomyxa subellipsoidea C-169]
OG0005795	XP_005847115.1 hypothetical protein CHLNCDRAFT_134836 [Chlorella variabilis]	EIE27306.1 vacuolar trafficking protein [Coccomyxa subellipsoidea C-169]
OG0005796	XP_005847599.1 expressed protein [Chlorella variabilis]	EIE20677.1 hypothetical protein COCSUDRAFT_57245 [Coccomyxa subellipsoidea C-169]
OG0005800	XP_005849434.1 hypothetical protein CHLNCDRAFT_143983 [Chlorella variabilis]	EIE25805.1 RNB-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0005801	XP_005847613.1 hypothetical protein CHLNCDRAFT_23381_ partial [Chlorella variabilis]	EIE24497.1 phosphoglycerate mutase-like protein [Coccomyxa subellipsoidea C-169]
OG0005802	XP_005847650.1 hypothetical protein CHLNCDRAFT_52364 [Chlorella variabilis]	EIE20862.1 hypothetical protein COCSUDRAFT_6943_ partial [Coccomyxa subellipsoidea C-169]
OG0005803	XP_005851245.1 expressed protein [Chlorella variabilis]	EIE19176.1 hypothetical protein COCSUDRAFT_54765 [Coccomyxa subellipsoidea C-169]
OG0005808	XP_005851504.1 hypothetical protein CHLNCDRAFT_137900 [Chlorella variabilis]	EIE19245.1 hypothetical protein COCSUDRAFT_83593_ partial [Coccomyxa subellipsoidea C-169]
OG0005809	XP_005851416.1 hypothetical protein CHLNCDRAFT_137687 [Chlorella variabilis]	EIE25119.1 cytochrome b5 [Coccomyxa subellipsoidea C-169]
OG0005811	XP_005851255.1 hypothetical protein CHLNCDRAFT_138003 [Chlorella variabilis]	EIE21887.1 putative molybdenum cofactor biosynthesis pathway protein [Coccomyxa subellipsoidea C-169]
OG0005812	XP_005851539.1 hypothetical protein CHLNCDRAFT_19399 [Chlorella variabilis]	EIE23028.1 PLP-dependent transferase [Coccomyxa subellipsoidea C-169]
OG0005814	XP_005851316.1 hypothetical protein CHLNCDRAFT_138166 [Chlorella variabilis]	EIE21223.1 hypothetical protein COCSUDRAFT_17745 [Coccomyxa subellipsoidea C-169]
OG0005815	XP_005851192.1 hypothetical protein CHLNCDRAFT_137861 [Chlorella variabilis]	EIE21559.1 hypothetical protein COCSUDRAFT_17595 [Coccomyxa subellipsoidea C-169]
OG0005817	XP_005851304.1 hypothetical protein CHLNCDRAFT_138129 [Chlorella variabilis]	EIE20586.1 dynein light chain_ type 1 [Coccomyxa subellipsoidea C-169]
OG0005818	XP_005851343.1 hypothetical protein CHLNCDRAFT_33962 [Chlorella variabilis]	EIE25221.1 hypothetical protein COCSUDRAFT_13779 [Coccomyxa subellipsoidea C-169]
OG0005825	XP_005851621.1 hypothetical protein CHLNCDRAFT_138167 [Chlorella variabilis]	EIE26970.1 hypothetical protein COCSUDRAFT_64739 [Coccomyxa subellipsoidea C-169]
OG0005826	XP_005851290.1 hypothetical protein CHLNCDRAFT_19156 [Chlorella variabilis]	EIE20970.1 hypothetical protein COCSUDRAFT_83529 [Coccomyxa subellipsoidea C-169]
OG0005828	XP_005851300.1 hypothetical protein CHLNCDRAFT_138120 [Chlorella variabilis]	EIE23342.1 ARM repeat-containing protein [Coccomyxa subellipsoidea C-169]
OG0005829	XP_005844561.1 hypothetical protein CHLNCDRAFT_138777 [Chlorella variabilis], XP_005851080.1 hypothetical protein CHLNCDRAFT_137599 [Chlorella variabilis]	EIE18628.1 hypothetical protein COCSUDRAFT_54847 [Coccomyxa subellipsoidea C-169]
OG0005830	XP_005851584.1 hypothetical protein CHLNCDRAFT_138094 [Chlorella variabilis]	EIE18965.1 hypothetical protein COCSUDRAFT_68106 [Coccomyxa subellipsoidea C-169]
OG0005832	XP_005851140.1 hypothetical protein CHLNCDRAFT_49863 [Chlorella variabilis]	EIE19711.1 hypothetical protein COCSUDRAFT_67762 [Coccomyxa subellipsoidea C-169]
OG0005833	XP_005849656.1 hypothetical protein CHLNCDRAFT_14719_ partial [Chlorella variabilis]	EIE19312.1 ankyrin [Coccomyxa subellipsoidea C-169]
OG0005835	XP_005849623.1 hypothetical protein CHLNCDRAFT_143118 [Chlorella variabilis]	EIE24599.1 hypothetical protein COCSUDRAFT_46871 [Coccomyxa subellipsoidea C-169]
OG0005838	XP_005843779.1 hypothetical protein CHLNCDRAFT_15005_ partial [Chlorella variabilis]	EIE25632.1 hypothetical protein COCSUDRAFT_83639 [Coccomyxa subellipsoidea C-169]
