Orthogroup	Chlorella_VariabilisNC64A	Chlorella_Sorokiniana1602
OG0005583	XP_005844696.1 hypothetical protein CHLNCDRAFT_138621 [Chlorella variabilis]	PRW61224.1 hypothetical protein C2E21_0307 [Chlorella sorokiniana]
OG0005584	XP_005846270.1 hypothetical protein CHLNCDRAFT_135592 [Chlorella variabilis]	PRW60027.1 3 -phosphoadenosine 5 -phosphosulfate sulfotransferase _PAPS reductase_ [Chlorella sorokiniana]
OG0005585	XP_005845311.1 hypothetical protein CHLNCDRAFT_137064 [Chlorella variabilis]	PRW60078.1 transcriptional regulator ATRX [Chlorella sorokiniana]
OG0005586	XP_005845411.1 hypothetical protein CHLNCDRAFT_26066_ partial [Chlorella variabilis]	PRW59824.1 peptidyl-prolyl cis-trans isomerase chloroplastic [Chlorella sorokiniana]
OG0005587	XP_005844686.1 hypothetical protein CHLNCDRAFT_138597 [Chlorella variabilis]	PRW21094.1 putative polyamine oxidase 4 [Chlorella sorokiniana]
OG0005588	XP_005843428.1 hypothetical protein CHLNCDRAFT_28112_ partial [Chlorella variabilis]	PRW58898.1 SKP1 21 isoform X1 [Chlorella sorokiniana]
OG0005589	XP_005848152.1 hypothetical protein CHLNCDRAFT_22876 [Chlorella variabilis]	PRW20865.1 magnesium-translocating P-type ATPase [Chlorella sorokiniana]
OG0005590	XP_005849486.1 hypothetical protein CHLNCDRAFT_142788 [Chlorella variabilis]	PRW59379.1 iron hydrogenase assembly [Chlorella sorokiniana]
OG0005591	XP_005849755.1 hypothetical protein CHLNCDRAFT_30311 [Chlorella variabilis]	PRW58830.1 hydrogenase assembly factor [Chlorella sorokiniana]
OG0005595	XP_005842627.1 hypothetical protein CHLNCDRAFT_141161_ partial [Chlorella variabilis]	PRW44428.1 peroxisomal membrane family [Chlorella sorokiniana]
OG0005596	XP_005846107.1 expressed protein [Chlorella variabilis]	PRW39390.1 pentapeptide repeats family [Chlorella sorokiniana], PRW39087.1 serine hydrolase [Chlorella sorokiniana]
OG0005597	XP_005843761.1 expressed protein [Chlorella variabilis]	PRW58858.1 hypothetical protein C2E21_2579 [Chlorella sorokiniana]
OG0005598	XP_005849822.1 hypothetical protein CHLNCDRAFT_142953 [Chlorella variabilis]	PRW59172.1 50S ribosomal L9 [Chlorella sorokiniana]
OG0005599	XP_005849405.1 hypothetical protein CHLNCDRAFT_143912 [Chlorella variabilis]	PRW57299.1 FAD-dependent oxidoreductase [Chlorella sorokiniana], PRW57779.1 Amine oxidase [flavin-containing] [Chlorella sorokiniana], PRW33038.1 NADP-dependent malic enzyme [Chlorella sorokiniana]
OG0005600	XP_005843621.1 hypothetical protein CHLNCDRAFT_59230 [Chlorella variabilis]	PRW61131.1 Tetratricopeptide-like helical [Chlorella sorokiniana]
OG0005602	XP_005851010.1 hypothetical protein CHLNCDRAFT_140849 [Chlorella variabilis]	PRW56131.1 Signal transduction histidine kinase [Chlorella sorokiniana]
OG0005603	XP_005849323.1 hypothetical protein CHLNCDRAFT_21703_ partial [Chlorella variabilis]	PRW57802.1 pathogenesis-related PR-4-like [Chlorella sorokiniana]
OG0005607	XP_005846103.1 hypothetical protein CHLNCDRAFT_53363 [Chlorella variabilis]	PRW44328.1 ABC transporter substrate-binding [Chlorella sorokiniana]
OG0005607	XP_005843331.1 hypothetical protein CHLNCDRAFT_59287 [Chlorella variabilis]	PRW33842.1 ABC transporter substrate-binding [Chlorella sorokiniana]
OG0005608	XP_005843926.1 expressed protein [Chlorella variabilis]	PRW20733.1 endonuclease exonuclease phosphatase family [Chlorella sorokiniana]
OG0005609	XP_005850864.1 hypothetical protein CHLNCDRAFT_50248 [Chlorella variabilis]	PRW56166.1 cAMP-dependent kinase catalytic subunit beta isoform X6 [Chlorella sorokiniana]
OG0005612	XP_005847342.1 hypothetical protein CHLNCDRAFT_134543 [Chlorella variabilis]	PRW44939.1 Cysteine histidine-rich domain [Chlorella sorokiniana]
OG0005613	XP_005851309.1 hypothetical protein CHLNCDRAFT_15743_ partial [Chlorella variabilis]	PRW58446.1 ubiquitin domain-containing DSK2b-like isoform X1 [Chlorella sorokiniana]
OG0005614	XP_005849376.1 hypothetical protein CHLNCDRAFT_143846 [Chlorella variabilis]	PRW57704.1 nicastrin isoform X2 isoform A [Chlorella sorokiniana], PRW57703.1 nicastrin isoform X2 isoform B [Chlorella sorokiniana]
OG0005618	XP_005845967.1 hypothetical protein CHLNCDRAFT_135978 [Chlorella variabilis]	PRW05752.1 dehydrodolichyl diphosphate syntase complex subunit NUS1-like isoform X1 [Chlorella sorokiniana]
OG0005619	XP_005846083.1 hypothetical protein CHLNCDRAFT_135936 [Chlorella variabilis]	PRW05766.1 mitochondrial inner membrane protease subunit 2-like [Chlorella sorokiniana]
OG0005620	XP_005850205.1 hypothetical protein CHLNCDRAFT_20357 [Chlorella variabilis]	PRW05847.1 U4 U6 small nuclear ribonucleo PRP4 [Chlorella sorokiniana]
OG0005621	XP_005844709.1 hypothetical protein CHLNCDRAFT_138659 [Chlorella variabilis]	PRW05850.1 decapping and exoribonuclease isoform X4 [Chlorella sorokiniana]
OG0005623	XP_005850206.1 hypothetical protein CHLNCDRAFT_15282_ partial [Chlorella variabilis]	PRW05855.1 Transcriptional regulator [Chlorella sorokiniana]
OG0005624	XP_005850207.1 hypothetical protein CHLNCDRAFT_142437 [Chlorella variabilis]	PRW05864.1 TOM complex component Tom7 [Chlorella sorokiniana]
OG0005625	XP_005849869.1 hypothetical protein CHLNCDRAFT_57284 [Chlorella variabilis]	PRW05882.1 Metallo-dependent phosphatase [Chlorella sorokiniana]
OG0005626	XP_005850777.1 hypothetical protein CHLNCDRAFT_140267 [Chlorella variabilis]	PRW18295.1 ELF4-LIKE 3-like [Chlorella sorokiniana]
OG0005628	XP_005850525.1 hypothetical protein CHLNCDRAFT_140379 [Chlorella variabilis]	PRW18363.1 MATE efflux family [Chlorella sorokiniana]
OG0005629	XP_005850503.1 hypothetical protein CHLNCDRAFT_140331 [Chlorella variabilis]	PRW18378.1 hypothetical protein C2E21_9304 [Chlorella sorokiniana]
OG0005630	XP_005850521.1 hypothetical protein CHLNCDRAFT_16619_ partial [Chlorella variabilis]	PRW18382.1 nitrate reductase [Chlorella sorokiniana]
OG0005631	XP_005850798.1 hypothetical protein CHLNCDRAFT_50159 [Chlorella variabilis]	PRW18416.1 cell polarity tea1p [Chlorella sorokiniana]
OG0005632	XP_005847620.1 hypothetical protein CHLNCDRAFT_133934 [Chlorella variabilis]	PRW33910.1 hypothetical protein C2E21_7335 [Chlorella sorokiniana], PRW20181.1 Transcriptional activator of maltose [Chlorella sorokiniana], PRW58165.1 hypothetical protein C2E21_2872 [Chlorella sorokiniana]
OG0005634	XP_005842959.1 hypothetical protein CHLNCDRAFT_55527 [Chlorella variabilis]	PRW20281.1 hypothetical protein C2E21_9127 [Chlorella sorokiniana], PRW20280.1 hypothetical protein C2E21_9127 [Chlorella sorokiniana]
OG0005636	XP_005843666.1 expressed protein [Chlorella variabilis]	PRW20351.1 hypothetical protein C2E21_9056 [Chlorella sorokiniana]
OG0005638	XP_005843658.1 hypothetical protein CHLNCDRAFT_140026 [Chlorella variabilis]	PRW20354.1 GATA transcription factor 26 [Chlorella sorokiniana]
OG0005639	XP_005843683.1 hypothetical protein CHLNCDRAFT_55036 [Chlorella variabilis]	PRW20378.1 F-box LRR-repeat 6-like [Chlorella sorokiniana]
OG0005640	XP_005852173.1 hypothetical protein CHLNCDRAFT_133360 [Chlorella variabilis]	PRW20381.1 Amino acid transporter [Chlorella sorokiniana]
OG0005641	XP_005843096.1 hypothetical protein CHLNCDRAFT_141501 [Chlorella variabilis]	PRW20406.1 thioredoxin Clot [Chlorella sorokiniana]
OG0005642	XP_005844485.1 hypothetical protein CHLNCDRAFT_138826 [Chlorella variabilis]	PRW20459.1 splicing arginine serine-rich 15 [Chlorella sorokiniana]
OG0005643	XP_005844520.1 hypothetical protein CHLNCDRAFT_138911 [Chlorella variabilis]	PRW20476.1 _2Fe-2S_-binding [Chlorella sorokiniana]
OG0005644	XP_005848314.1 hypothetical protein CHLNCDRAFT_144976 [Chlorella variabilis], XP_005844598.1 hypothetical protein CHLNCDRAFT_138871 [Chlorella variabilis]	PRW20537.1 hybrid sensor histidine kinase response regulator [Chlorella sorokiniana]
OG0005645	XP_005850524.1 hypothetical protein CHLNCDRAFT_140374 [Chlorella variabilis]	PRW20587.1 hypothetical protein C2E21_8958 [Chlorella sorokiniana]
OG0005646	XP_005847738.1 hypothetical protein CHLNCDRAFT_133814 [Chlorella variabilis]	PRW20605.1 allophanate hydrolase [Chlorella sorokiniana]
OG0005648	XP_005847568.1 hypothetical protein CHLNCDRAFT_57824 [Chlorella variabilis]	PRW20653.1 allophanate hydrolase [Chlorella sorokiniana]
OG0005649	XP_005842756.1 hypothetical protein CHLNCDRAFT_59474 [Chlorella variabilis]	PRW20708.1 tudor domain-containing 3 [Chlorella sorokiniana]
OG0005651	XP_005842908.1 hypothetical protein CHLNCDRAFT_33349 [Chlorella variabilis]	PRW20758.1 glutaredoxin 2 [Chlorella sorokiniana]
OG0005652	XP_005846973.1 hypothetical protein CHLNCDRAFT_52848 [Chlorella variabilis]	PRW20766.1 hypothetical protein C2E21_8713 [Chlorella sorokiniana]
OG0005652	XP_005849614.1 hypothetical protein CHLNCDRAFT_57285 [Chlorella variabilis]	PRW59303.1 pre-mRNA-splicing factor CWC22-like protein isoform X1 [Chlorella sorokiniana]
OG0005653	XP_005847994.1 hypothetical protein CHLNCDRAFT_57780 [Chlorella variabilis]	PRW20838.1 hypothetical protein C2E21_8621 [Chlorella sorokiniana]
OG0005654	XP_005847977.1 hypothetical protein CHLNCDRAFT_145477 [Chlorella variabilis]	PRW20857.1 ribosome biogenesis slx9-like isoform X1 [Chlorella sorokiniana]
OG0005655	XP_005847953.1 hypothetical protein CHLNCDRAFT_52093 [Chlorella variabilis]	PRW20862.1 Fructose-1-phosphate phosphatase [Chlorella sorokiniana]
OG0005656	XP_005848018.1 hypothetical protein CHLNCDRAFT_52198 [Chlorella variabilis]	PRW20864.1 hypothetical protein C2E21_8564 [Chlorella sorokiniana]
OG0005657	XP_005848011.1 hypothetical protein CHLNCDRAFT_52181 [Chlorella variabilis]	PRW20898.1 sprT-like domain-containing Spartan [Chlorella sorokiniana]
OG0005659	XP_005844710.1 hypothetical protein CHLNCDRAFT_138665 [Chlorella variabilis]	PRW20974.1 DUF500 and SH3 domain [Chlorella sorokiniana]
OG0005660	XP_005844693.1 hypothetical protein CHLNCDRAFT_138616 [Chlorella variabilis]	PRW20995.1 hypothetical protein C2E21_8471 [Chlorella sorokiniana]
OG0005661	XP_005844684.1 hypothetical protein CHLNCDRAFT_138591 [Chlorella variabilis]	PRW21019.1 hypothetical protein C2E21_8487 [Chlorella sorokiniana]
OG0005662	XP_005842931.1 hypothetical protein CHLNCDRAFT_55534 [Chlorella variabilis]	PRW21063.1 Ubiquitin carboxyl-terminal hydrolase 24 [Chlorella sorokiniana]
OG0005663	XP_005844715.1 hypothetical protein CHLNCDRAFT_26644 [Chlorella variabilis]	PRW21087.1 ferredoxin--nitrite reductase [Chlorella sorokiniana]
OG0005664	XP_005844660.1 hypothetical protein CHLNCDRAFT_138540 [Chlorella variabilis]	PRW21111.1 tubulin binding cofactor [Chlorella sorokiniana]
OG0005665	XP_005844748.1 hypothetical protein CHLNCDRAFT_54272 [Chlorella variabilis]	PRW21140.1 golgin candidate 5 [Chlorella sorokiniana]
OG0005666	XP_005843050.1 expressed protein [Chlorella variabilis]	PRW32559.1 glutamate decarboxylase alpha [Chlorella sorokiniana]
OG0005667	XP_005846602.1 hypothetical protein CHLNCDRAFT_52961 [Chlorella variabilis]	PRW32578.1 Oocyte-specific histone RNA stem-loop-binding 2 [Chlorella sorokiniana]
OG0005668	XP_005846595.1 hypothetical protein CHLNCDRAFT_52945 [Chlorella variabilis]	PRW32590.1 hypothetical protein C2E21_8239 [Chlorella sorokiniana]
OG0005669	XP_005846585.1 hypothetical protein CHLNCDRAFT_135151 [Chlorella variabilis]	PRW32610.1 RNA polymerase core [Chlorella sorokiniana]
OG0005670	XP_005843066.1 hypothetical protein CHLNCDRAFT_59365 [Chlorella variabilis]	PRW32622.1 hypothetical protein C2E21_8337 [Chlorella sorokiniana]
OG0005671	XP_005846588.1 hypothetical protein CHLNCDRAFT_135155 [Chlorella variabilis]	PRW32627.1 inorganic pyrophosphatase 3 [Chlorella sorokiniana]
OG0005672	XP_005844564.1 hypothetical protein CHLNCDRAFT_138783 [Chlorella variabilis]	PRW32885.1 katanin p80 WD40 repeat-containing subunit B1 [Chlorella sorokiniana]
OG0005673	XP_005843398.1 expressed protein [Chlorella variabilis], XP_005843399.1 hypothetical protein CHLNCDRAFT_141242 [Chlorella variabilis]	PRW32919.1 2-dehydropantoate 2-reductase [Chlorella sorokiniana]
OG0005675	XP_005843348.1 hypothetical protein CHLNCDRAFT_59822 [Chlorella variabilis]	PRW32981.1 peroxisomal membrane [Chlorella sorokiniana]
OG0005676	XP_005843380.1 hypothetical protein CHLNCDRAFT_37484 [Chlorella variabilis]	PRW32998.1 riboflavin synthase subunit alpha [Chlorella sorokiniana]
OG0005677	XP_005845423.1 hypothetical protein CHLNCDRAFT_53882 [Chlorella variabilis], XP_005852128.1 hypothetical protein CHLNCDRAFT_133222 [Chlorella variabilis], XP_005848642.1 hypothetical protein CHLNCDRAFT_144183 [Chlorella variabilis], XP_005848847.1 hypothetical protein CHLNCDRAFT_144182 [Chlorella variabilis]	PRW33025.1 High cysteine membrane Group 5 [Chlorella sorokiniana]
OG0005678	XP_005843315.1 hypothetical protein CHLNCDRAFT_141194 [Chlorella variabilis]	PRW33028.1 hypothetical protein C2E21_8036 [Chlorella sorokiniana]
OG0005680	XP_005844875.1 hypothetical protein CHLNCDRAFT_26482_ partial [Chlorella variabilis]	PRW33167.1 NADH dehydrogenase [ubiquinone] iron-sulfur 5-B-like [Chlorella sorokiniana]
OG0005681	XP_005851565.1 expressed protein [Chlorella variabilis]	PRW33272.1 starch-binding associating with outer membrane [Chlorella sorokiniana]
OG0005681	XP_005843142.1 hypothetical protein CHLNCDRAFT_55404 [Chlorella variabilis]	PRW34017.1 hypothetical protein C2E21_7234 [Chlorella sorokiniana], PRW45499.1 hypothetical protein C2E21_5839 [Chlorella sorokiniana]
OG0005682	XP_005844967.1 hypothetical protein CHLNCDRAFT_12764_ partial [Chlorella variabilis]	PRW33274.1 UDP-N-acetylglucosamine transporter [Chlorella sorokiniana]
OG0005683	XP_005844825.1 hypothetical protein CHLNCDRAFT_36685 [Chlorella variabilis]	PRW33296.1 cytochrome b5 domain-containing RLF-like [Chlorella sorokiniana]
OG0005685	XP_005845816.1 hypothetical protein CHLNCDRAFT_136556 [Chlorella variabilis]	PRW33576.1 Sterol 3-beta-glucosyltransferase [Chlorella sorokiniana]
OG0005686	XP_005845767.1 hypothetical protein CHLNCDRAFT_136425 [Chlorella variabilis], XP_005842630.1 hypothetical protein CHLNCDRAFT_141052 [Chlorella variabilis]	PRW33596.1 CAP-Gly domain-containing linker 1-like [Chlorella sorokiniana]
OG0005687	XP_005845732.1 hypothetical protein CHLNCDRAFT_136323 [Chlorella variabilis]	PRW33610.1 FAD-dependent oxidoreductase [Chlorella sorokiniana]
OG0005688	XP_005845900.1 hypothetical protein CHLNCDRAFT_136483 [Chlorella variabilis]	PRW33621.1 oxidoreductase [Chlorella sorokiniana]
OG0005689	XP_005844161.1 hypothetical protein CHLNCDRAFT_139283 [Chlorella variabilis]	PRW33784.1 putative serine threonine- kinase [Chlorella sorokiniana]
OG0005690	XP_005847658.1 hypothetical protein CHLNCDRAFT_134027_ partial [Chlorella variabilis]	PRW33808.1 putative protein SIX6OS1 [Chlorella sorokiniana], PRW33904.1 Ubiquitin-conjugating enzyme E2 E1 [Chlorella sorokiniana]
OG0005692	XP_005849284.1 hypothetical protein CHLNCDRAFT_51257 [Chlorella variabilis]	PRW33883.1 serine arginine repetitive matrix 5-like isoform X2 [Chlorella sorokiniana]
OG0005693	XP_005849068.1 hypothetical protein CHLNCDRAFT_57377 [Chlorella variabilis]	PRW33912.1 calcium homeostasis regulater C 1 [Chlorella sorokiniana]
OG0005694	XP_005849039.1 hypothetical protein CHLNCDRAFT_143474 [Chlorella variabilis]	PRW33913.1 reactive oxygen species modulator 1-like [Chlorella sorokiniana]
OG0005695	XP_005850245.1 hypothetical protein CHLNCDRAFT_141916 [Chlorella variabilis]	PRW33938.1 glycosyl transferase family 1 [Chlorella sorokiniana], PRW34072.1 Zn-dependent hydrolase [Chlorella sorokiniana], PRW33996.1 hypothetical protein C2E21_7222 [Chlorella sorokiniana]
OG0005698	XP_005847818.1 hypothetical protein CHLNCDRAFT_52373 [Chlorella variabilis]	PRW34093.1 ceramide synthase 5 [Chlorella sorokiniana]
OG0005700	XP_005847038.1 hypothetical protein CHLNCDRAFT_134674 [Chlorella variabilis]	PRW39090.1 methyltransferase type 11 [Chlorella sorokiniana], PRW57037.1 methyltransferase type 11 [Chlorella sorokiniana]
OG0005701	XP_005846205.1 hypothetical protein CHLNCDRAFT_136248 [Chlorella variabilis]	PRW39097.1 glycerophosphodiester phosphodiesterase [Chlorella sorokiniana]
OG0005702	XP_005845534.1 hypothetical protein CHLNCDRAFT_136665 [Chlorella variabilis]	PRW56781.1 Leucine-rich repeat-containing 1 [Chlorella sorokiniana]
OG0005703	XP_005846011.1 hypothetical protein CHLNCDRAFT_53413 [Chlorella variabilis]	PRW39156.1 ARM repeat superfamily [Chlorella sorokiniana]
OG0005704	XP_005846031.1 hypothetical protein CHLNCDRAFT_13553_ partial [Chlorella variabilis]	PRW39193.1 histone-lysine N-methyltransferase ATX2-like [Chlorella sorokiniana]
OG0005705	XP_005844888.1 hypothetical protein CHLNCDRAFT_58759 [Chlorella variabilis]	PRW39200.1 dynein assembly factor axonemal [Chlorella sorokiniana]
OG0005708	XP_005844907.1 hypothetical protein CHLNCDRAFT_138465 [Chlorella variabilis]	PRW39335.1 20 kDa chloroplastic isoform A [Chlorella sorokiniana], PRW39336.1 20 kDa chloroplastic isoform B [Chlorella sorokiniana]
OG0005709	XP_005846171.1 hypothetical protein CHLNCDRAFT_36267 [Chlorella variabilis]	PRW39355.1 hemolysin III [Chlorella sorokiniana]
OG0005710	XP_005844922.1 hypothetical protein CHLNCDRAFT_138506 [Chlorella variabilis]	PRW39375.1 transcriptional regulator isoform A [Chlorella sorokiniana], PRW39374.1 transcriptional regulator isoform B [Chlorella sorokiniana], PRW39376.1 transcriptional regulator isoform C [Chlorella sorokiniana]
OG0005711	XP_005846044.1 hypothetical protein CHLNCDRAFT_136184 [Chlorella variabilis]	PRW39392.1 E3 ubiquitin- ligase HERC2 isoform B [Chlorella sorokiniana], PRW39393.1 E3 ubiquitin- ligase HERC2 isoform A [Chlorella sorokiniana]
OG0005712	XP_005847478.1 hypothetical protein CHLNCDRAFT_134438 [Chlorella variabilis]	PRW44238.1 Arginine repressor [Chlorella sorokiniana]
OG0005714	XP_005850631.1 hypothetical protein CHLNCDRAFT_140624 [Chlorella variabilis]	PRW44385.1 beta-lactamase transpeptidase [Chlorella sorokiniana]
OG0005715	XP_005847258.1 hypothetical protein CHLNCDRAFT_48836 [Chlorella variabilis]	PRW44409.1 fructose-1_6-bisphosphate aldolase [Chlorella sorokiniana]
OG0005717	XP_005847471.1 hypothetical protein CHLNCDRAFT_134417 [Chlorella variabilis]	PRW44442.1 hypothetical protein C2E21_6622 [Chlorella sorokiniana]
OG0005718	XP_005847501.1 expressed protein [Chlorella variabilis]	PRW44462.1 inhibitor of Bruton tyrosine kinase isoform X2 [Chlorella sorokiniana], PRW44474.1 kelch 5 isoform B [Chlorella sorokiniana], PRW44472.1 kelch 5 isoform C [Chlorella sorokiniana], PRW44473.1 kelch 5 isoform A [Chlorella sorokiniana]
OG0005719	XP_005847485.1 hypothetical protein CHLNCDRAFT_134461 [Chlorella variabilis]	PRW44478.1 hypothetical protein C2E21_6603 [Chlorella sorokiniana]
OG0005720	XP_005847371.1 hypothetical protein CHLNCDRAFT_48220 [Chlorella variabilis]	PRW44519.1 Thylakoid lumenal 29 kDa chloroplastic [Chlorella sorokiniana]
OG0005721	XP_005847229.1 hypothetical protein CHLNCDRAFT_134182 [Chlorella variabilis]	PRW44525.1 intraflagellar transport 57-like protein [Chlorella sorokiniana]
OG0005723	XP_005848288.1 hypothetical protein CHLNCDRAFT_144914 [Chlorella variabilis], XP_005848301.1 hypothetical protein CHLNCDRAFT_144938 [Chlorella variabilis], XP_005852030.1 hypothetical protein CHLNCDRAFT_56456 [Chlorella variabilis]	PRW44906.1 hypothetical protein C2E21_6304 [Chlorella sorokiniana]
OG0005724	XP_005848261.1 hypothetical protein CHLNCDRAFT_144848 [Chlorella variabilis]	PRW44936.1 Tetratricopeptide repeat 33 [Chlorella sorokiniana]
OG0005725	XP_005848214.1 hypothetical protein CHLNCDRAFT_144712 [Chlorella variabilis]	PRW44947.1 squamosa promoter binding -like 5 [Chlorella sorokiniana]
OG0005727	XP_005848297.1 hypothetical protein CHLNCDRAFT_144931 [Chlorella variabilis]	PRW44967.1 cysteine desulfurase [Chlorella sorokiniana]
OG0005728	XP_005848404.1 hypothetical protein CHLNCDRAFT_15658_ partial [Chlorella variabilis]	PRW44971.1 transcription elongation factor 1-like protein [Chlorella sorokiniana]
OG0005729	XP_005848472.1 hypothetical protein CHLNCDRAFT_144872 [Chlorella variabilis], XP_005847555.1 hypothetical protein CHLNCDRAFT_133779 [Chlorella variabilis], XP_005848471.1 hypothetical protein CHLNCDRAFT_57615 [Chlorella variabilis]	PRW44972.1 tripartite motif-containing 7-like isoform X2 [Chlorella sorokiniana]
OG0005730	XP_005848489.1 hypothetical protein CHLNCDRAFT_144930 [Chlorella variabilis]	PRW44989.1 inositol 4-trisphosphate 5 6-kinase family [Chlorella sorokiniana]
OG0005731	XP_005844160.1 hypothetical protein CHLNCDRAFT_139278 [Chlorella variabilis], XP_005844159.1 hypothetical protein CHLNCDRAFT_139277 [Chlorella variabilis]	PRW45033.1 hydroxylysine kinase isoform X1 [Chlorella sorokiniana]
OG0005732	XP_005848511.1 hypothetical protein CHLNCDRAFT_48750 [Chlorella variabilis]	PRW45092.1 DECREASED SIZE EXCLUSION LIMIT 1 [Chlorella sorokiniana]
OG0005733	XP_005848228.1 hypothetical protein CHLNCDRAFT_14107_ partial [Chlorella variabilis]	PRW45095.1 hypothetical protein C2E21_6455 [Chlorella sorokiniana]
OG0005734	XP_005848523.1 hypothetical protein CHLNCDRAFT_22375_ partial [Chlorella variabilis]	PRW45102.1 CAAX prenyl protease 1-like protein [Chlorella sorokiniana]
OG0005735	XP_005848509.1 hypothetical protein CHLNCDRAFT_22531_ partial [Chlorella variabilis]	PRW45128.1 tRNA _uracil-5-_-methyltransferase-like protein A [Chlorella sorokiniana]
OG0005737	XP_005848427.1 hypothetical protein CHLNCDRAFT_144771 [Chlorella variabilis], XP_005848428.1 hypothetical protein CHLNCDRAFT_144772 [Chlorella variabilis]	PRW45227.1 F-box protein [Chlorella sorokiniana]
OG0005738	XP_005845073.1 hypothetical protein CHLNCDRAFT_137370 [Chlorella variabilis]	PRW45324.1 fatty acid hydroxylase [Chlorella sorokiniana]
OG0005739	XP_005846803.1 hypothetical protein CHLNCDRAFT_135349 [Chlorella variabilis]	PRW45359.1 transcription elongation factor SPT4-like protein 2-like [Chlorella sorokiniana]
OG0005740	XP_005845079.1 hypothetical protein CHLNCDRAFT_36647 [Chlorella variabilis]	PRW45387.1 3-phosphoinositide-dependent kinase 2-like [Chlorella sorokiniana]
OG0005741	XP_005846661.1 hypothetical protein CHLNCDRAFT_135356 [Chlorella variabilis]	PRW45403.1 ankyrin-3 isoform X9 isoform A [Chlorella sorokiniana], PRW45402.1 ankyrin-3 isoform X9 isoform B [Chlorella sorokiniana]
OG0005742	XP_005845185.1 hypothetical protein CHLNCDRAFT_137393 [Chlorella variabilis]	PRW45444.1 eukaryotic initiation factor 4A [Chlorella sorokiniana]
OG0005744	XP_005845142.1 hypothetical protein CHLNCDRAFT_137273 [Chlorella variabilis]	PRW45487.1 Hsp70-binding 1 [Chlorella sorokiniana]
OG0005745	XP_005846687.1 hypothetical protein CHLNCDRAFT_135416 [Chlorella variabilis]	PRW45492.1 SH2 domain containing [Chlorella sorokiniana]
OG0005747	XP_005844433.1 hypothetical protein CHLNCDRAFT_139137 [Chlorella variabilis], XP_005846718.1 hypothetical protein CHLNCDRAFT_135134 [Chlorella variabilis], XP_005844023.1 hypothetical protein CHLNCDRAFT_139567 [Chlorella variabilis], XP_005850201.1 hypothetical protein CHLNCDRAFT_142422 [Chlorella variabilis]	PRW45710.1 vitrin [Chlorella sorokiniana]
OG0005748	XP_005848952.1 hypothetical protein CHLNCDRAFT_51639 [Chlorella variabilis]	PRW50771.1 intraflagellar transport 52-like protein [Chlorella sorokiniana]
OG0005749	XP_005848957.1 hypothetical protein CHLNCDRAFT_144466 [Chlorella variabilis]	PRW50884.1 flagellar basal body [Chlorella sorokiniana]
OG0005751	XP_005848687.1 hypothetical protein CHLNCDRAFT_21829 [Chlorella variabilis]	PRW50959.1 dehydrogenase reductase SDR family member 12 [Chlorella sorokiniana]
OG0005752	XP_005848941.1 expressed protein [Chlorella variabilis], XP_005848734.1 expressed protein [Chlorella variabilis]	PRW51026.1 M repeat-containing [Chlorella sorokiniana]
OG0005753	XP_005848767.1 hypothetical protein CHLNCDRAFT_144517 [Chlorella variabilis]	PRW51131.1 cyclomaltodextrin glucanotransferase-like isoform X2 [Chlorella sorokiniana], PRW60767.1 ligand-gated ion channel isoform A [Chlorella sorokiniana], PRW60768.1 ligand-gated ion channel isoform B [Chlorella sorokiniana]
OG0005754	XP_005848685.1 hypothetical protein CHLNCDRAFT_14186_ partial [Chlorella variabilis]	PRW51141.1 root R-B2 [Chlorella sorokiniana]
OG0005755	XP_005850953.1 hypothetical protein CHLNCDRAFT_140709 [Chlorella variabilis]	PRW55895.1 Nuclear transport regulator _ISS_ [Chlorella sorokiniana]
OG0005756	XP_005851051.1 hypothetical protein CHLNCDRAFT_140947 [Chlorella variabilis]	PRW55940.1 set domain [Chlorella sorokiniana]
OG0005757	XP_005850769.1 hypothetical protein CHLNCDRAFT_140952 [Chlorella variabilis]	PRW55945.1 hypothetical protein C2E21_5306 [Chlorella sorokiniana]
OG0005758	XP_005851018.1 hypothetical protein CHLNCDRAFT_29935 [Chlorella variabilis]	PRW56026.1 methanol dehydrogenase [Chlorella sorokiniana]
OG0005759	XP_005850686.1 hypothetical protein CHLNCDRAFT_140753 [Chlorella variabilis]	PRW56054.1 thiol methyltransferase 2 [Chlorella sorokiniana]
OG0005760	XP_005850999.1 hypothetical protein CHLNCDRAFT_19867 [Chlorella variabilis]	PRW56088.1 ycf49 isoform X1 [Chlorella sorokiniana]
OG0005761	XP_005850752.1 hypothetical protein CHLNCDRAFT_140907 [Chlorella variabilis]	PRW56113.1 hypothetical protein C2E21_5268 [Chlorella sorokiniana]
OG0005762	XP_005850714.1 hypothetical protein CHLNCDRAFT_140814 [Chlorella variabilis]	PRW56140.1 zinc finger domain containing [Chlorella sorokiniana], PRW59557.1 hypothetical protein C2E21_1788 [Chlorella sorokiniana]
OG0005763	XP_005850628.1 hypothetical protein CHLNCDRAFT_140611 [Chlorella variabilis]	PRW56150.1 hypothetical protein C2E21_5026 [Chlorella sorokiniana]
OG0005764	XP_005850863.1 hypothetical protein CHLNCDRAFT_50246 [Chlorella variabilis]	PRW56199.1 hypothetical protein C2E21_4935 [Chlorella sorokiniana]
