Orthogroup	Chlorella_VariabilisNC64A	Micractinium_SAG24180
OG0004160	XP_005845236.1 hypothetical protein CHLNCDRAFT_54122 [Chlorella variabilis]	PSC68582.1 periaxin isoform X1 [Micractinium conductrix]
OG0004161	XP_005843404.1 hypothetical protein CHLNCDRAFT_59293 [Chlorella variabilis]	PSC72956.1 DUF1365-domain-containing protein [Micractinium conductrix]
OG0004162	XP_005842831.1 hypothetical protein CHLNCDRAFT_10090_ partial [Chlorella variabilis]	PSC73255.1 Homeodomain [Micractinium conductrix]
OG0004163	XP_005848394.1 hypothetical protein CHLNCDRAFT_144679 [Chlorella variabilis]	PSC67524.1 Cytosine deaminase FCY1 and related enzymes _ISS_ [Micractinium conductrix]
OG0004164	XP_005845855.1 hypothetical protein CHLNCDRAFT_136360 [Chlorella variabilis]	PSC74996.1 bromodomain-containing 9 [Micractinium conductrix]
OG0004165	XP_005845765.1 hypothetical protein CHLNCDRAFT_36331 [Chlorella variabilis]	PSC74984.1 WD repeat-containing 61 [Micractinium conductrix]
OG0004167	XP_005844286.1 hypothetical protein CHLNCDRAFT_139395 [Chlorella variabilis]	PSC70641.1 Gamma-tubulin complex component 3 [Micractinium conductrix]
OG0004168	XP_005850490.1 hypothetical protein CHLNCDRAFT_50146 [Chlorella variabilis]	PSC72757.1 glutamyl-tRNA_Gln_ amidotransferase subunit chloroplastic mitochondrial [Micractinium conductrix]
OG0004169	XP_005846376.1 hypothetical protein CHLNCDRAFT_58322 [Chlorella variabilis]	PSC69581.1 rRNA processing Mis3 [Micractinium conductrix]
OG0004170	XP_005846487.1 hypothetical protein CHLNCDRAFT_14225_ partial [Chlorella variabilis]	PSC68325.1 Nuclear cap-binding subunit 2 [Micractinium conductrix]
OG0004171	XP_005850768.1 hypothetical protein CHLNCDRAFT_29963 [Chlorella variabilis]	PSC69064.1 amine oxidase [Micractinium conductrix]
OG0004172	XP_005846457.1 hypothetical protein CHLNCDRAFT_58262 [Chlorella variabilis]	PSC71300.1 GBSSIb [Micractinium conductrix]
OG0004173	XP_005846451.1 hypothetical protein CHLNCDRAFT_135604 [Chlorella variabilis]	PSC71444.1 outer envelope 61-like [Micractinium conductrix]
OG0004174	XP_005846406.1 hypothetical protein CHLNCDRAFT_58221 [Chlorella variabilis]	PSC71421.1 Syntaxin-22 [Micractinium conductrix]
OG0004175	XP_005845373.1 hypothetical protein CHLNCDRAFT_25920_ partial [Chlorella variabilis]	PSC71146.1 EF-hand domain-containing 1 [Micractinium conductrix]
OG0004176	XP_005845434.1 hypothetical protein CHLNCDRAFT_26116 [Chlorella variabilis]	PSC76783.1 RNA-binding domain-containing [Micractinium conductrix]
OG0004177	XP_005845264.1 hypothetical protein CHLNCDRAFT_36505 [Chlorella variabilis]	PSC73096.1 deoxyhypusine hydroxylase [Micractinium conductrix]
OG0004178	XP_005843006.1 hypothetical protein CHLNCDRAFT_55453 [Chlorella variabilis]	PSC68489.1 nucleic acid-binding [Micractinium conductrix]
OG0004179	XP_005843749.1 hypothetical protein CHLNCDRAFT_139834 [Chlorella variabilis]	PSC72396.1 deoxyribonuclease TATDN1 [Micractinium conductrix]
OG0004180	XP_005849507.1 hypothetical protein CHLNCDRAFT_142839 [Chlorella variabilis]	PSC73948.1 LHCP TRANSLOCATION DEFECT-like [Micractinium conductrix]
OG0004181	XP_005843144.1 hypothetical protein CHLNCDRAFT_141545 [Chlorella variabilis]	PSC70838.1 nucleobase-ascorbate transporter [Micractinium conductrix]
OG0004183	XP_005847420.1 hypothetical protein CHLNCDRAFT_48843 [Chlorella variabilis]	PSC70927.1 pyruvate dehydrogenase E1 component subunit beta-chloroplastic-like [Micractinium conductrix]
OG0004185	XP_005851765.1 hypothetical protein CHLNCDRAFT_133158 [Chlorella variabilis]	PSC75026.1 metallophosphoesterase [Micractinium conductrix]
OG0004186	XP_005849965.1 hypothetical protein CHLNCDRAFT_143330 [Chlorella variabilis]	PSC67979.1 G -coupled seven transmembrane receptor [Micractinium conductrix]
OG0004187	XP_005846735.1 hypothetical protein CHLNCDRAFT_59702 [Chlorella variabilis]	PSC71307.1 glycosyl hydrolase family 43 [Micractinium conductrix]
OG0004188	XP_005849837.1 hypothetical protein CHLNCDRAFT_142990 [Chlorella variabilis]	PSC75509.1 26S proteasome non-ATPase regulatory subunit 8-like protein A [Micractinium conductrix]
OG0004189	XP_005843565.1 hypothetical protein CHLNCDRAFT_27935_ partial [Chlorella variabilis]	PSC70645.1 transmembrane 184A-like [Micractinium conductrix]
OG0004190	XP_005850411.1 hypothetical protein CHLNCDRAFT_34459 [Chlorella variabilis]	PSC68089.1 Phosphatase chloroplastic [Micractinium conductrix]
OG0004191	XP_005850171.1 hypothetical protein CHLNCDRAFT_14802_ partial [Chlorella variabilis]	PSC69739.1 Protein CLEC16A [Micractinium conductrix]
OG0004192	XP_005850988.1 hypothetical protein CHLNCDRAFT_29899 [Chlorella variabilis]	PSC72716.1 light-harvesting of photosystem I [Micractinium conductrix]
OG0004193	XP_005850709.1 hypothetical protein CHLNCDRAFT_50418 [Chlorella variabilis]	PSC72652.1 light harvesting complex A [Micractinium conductrix]
OG0004194	XP_005850710.1 hypothetical protein CHLNCDRAFT_56954 [Chlorella variabilis]	PSC72677.1 Aldo keto reductase [Micractinium conductrix]
OG0004195	XP_005851035.1 hypothetical protein CHLNCDRAFT_48564 [Chlorella variabilis]	PSC69017.1 proline synthase co-transcribed bacterial-like protein -like [Micractinium conductrix]
OG0004196	XP_005851880.1 hypothetical protein CHLNCDRAFT_14026_ partial [Chlorella variabilis]	PSC68949.1 peptide methionine sulfoxide reductase [Micractinium conductrix]
OG0004197	XP_005844586.1 hypothetical protein CHLNCDRAFT_58857 [Chlorella variabilis]	PSC70067.1 SDR family oxidoreductase [Micractinium conductrix]
OG0004197	XP_005852005.1 hypothetical protein CHLNCDRAFT_132929 [Chlorella variabilis]	PSC74908.1 SDR family oxidoreductase [Micractinium conductrix]
OG0004198	XP_005850912.1 hypothetical protein CHLNCDRAFT_48540 [Chlorella variabilis]	PSC71534.1 Selenocysteine-specific elongation factor [Micractinium conductrix]
OG0004199	XP_005851037.1 hypothetical protein CHLNCDRAFT_34269 [Chlorella variabilis]	PSC69016.1 U6 snRNA-associated Sm LSm6 [Micractinium conductrix]
OG0004200	XP_005851052.1 hypothetical protein CHLNCDRAFT_140953 [Chlorella variabilis]	PSC69078.1 transcriptional adapter ADA2-like isoform X1 [Micractinium conductrix]
OG0004201	XP_005849272.1 hypothetical protein CHLNCDRAFT_143549 [Chlorella variabilis]	PSC76806.1 putative oxidoreductase [Micractinium conductrix]
OG0004202	XP_005849273.1 hypothetical protein CHLNCDRAFT_143552 [Chlorella variabilis]	PSC76876.1 optic atrophy 3-like protein [Micractinium conductrix]
OG0004203	XP_005844860.1 hypothetical protein CHLNCDRAFT_138362 [Chlorella variabilis]	PSC68704.1 cyanate hydratase [Micractinium conductrix]
OG0004204	XP_005849377.1 hypothetical protein CHLNCDRAFT_143847 [Chlorella variabilis]	PSC73180.1 generic methyltransferase [Micractinium conductrix]
OG0004205	XP_005849356.1 hypothetical protein CHLNCDRAFT_21737 [Chlorella variabilis]	PSC73042.1 RNA methylase CR004 [Micractinium conductrix]
OG0004207	XP_005849430.1 hypothetical protein CHLNCDRAFT_51442 [Chlorella variabilis]	PSC69149.1 Surfeit locus 2 [Micractinium conductrix]
OG0004208	XP_005850576.1 hypothetical protein CHLNCDRAFT_140493 [Chlorella variabilis]	PSC72764.1 import inner membrane translocase subunit Tim22 [Micractinium conductrix]
OG0004209	XP_005850833.1 hypothetical protein CHLNCDRAFT_140416 [Chlorella variabilis]	PSC67462.1 hypothetical protein C2E20_8853 [Micractinium conductrix]
OG0004210	XP_005850548.1 hypothetical protein CHLNCDRAFT_55997 [Chlorella variabilis]	PSC67470.1 hypothetical protein C2E20_8856 [Micractinium conductrix]
OG0004211	XP_005850812.1 hypothetical protein CHLNCDRAFT_140353 [Chlorella variabilis]	PSC72721.1 2-methyl-6-phytyl-1_4-hydroquinone chloroplastic [Micractinium conductrix]
OG0004212	XP_005848798.1 hypothetical protein CHLNCDRAFT_34951 [Chlorella variabilis]	PSC67209.1 putative aarF domain-containing kinase chloroplastic [Micractinium conductrix]
OG0004213	XP_005843229.1 hypothetical protein CHLNCDRAFT_59823 [Chlorella variabilis]	PSC69303.1 15-cis-zeta-carotene [Micractinium conductrix]
OG0004214	XP_005843199.1 expressed protein [Chlorella variabilis]	PSC68476.1 Peptide methionine sulfoxide reductase [Micractinium conductrix]
OG0004215	XP_005852097.1 hypothetical protein CHLNCDRAFT_133152 [Chlorella variabilis]	PSC75190.1 oxysterol-binding -related 3B-like [Micractinium conductrix]
OG0004216	XP_005850072.1 hypothetical protein CHLNCDRAFT_142107 [Chlorella variabilis]	PSC72547.1 Histone-lysine N-H3 lysine-9 specific SUVH4 [Micractinium conductrix]
OG0004217	XP_005851710.1 hypothetical protein CHLNCDRAFT_133026 [Chlorella variabilis]	PSC68478.1 nicotinate phosphoribosyltransferase [Micractinium conductrix]
OG0004218	XP_005852018.1 hypothetical protein CHLNCDRAFT_132961 [Chlorella variabilis]	PSC68408.1 ribonuclease H2 subunit B [Micractinium conductrix]
OG0004219	XP_005851659.1 hypothetical protein CHLNCDRAFT_132869 [Chlorella variabilis]	PSC67342.1 adenylate and guanylate cyclase catalytic domain-containing isoform A [Micractinium conductrix]
OG0004220	XP_005852074.1 hypothetical protein CHLNCDRAFT_133084 [Chlorella variabilis]	PSC75201.1 Metalloendopeptidase family-saccharolysin & thimet oligopeptidase _ISS_ [Micractinium conductrix]
OG0004221	XP_005850459.1 hypothetical protein CHLNCDRAFT_142429 [Chlorella variabilis]	PSC69832.1 proteasome maturation factor UMP1 family [Micractinium conductrix]
OG0004222	XP_005850857.1 hypothetical protein CHLNCDRAFT_140465 [Chlorella variabilis]	PSC72767.1 replication A 14 kDa subunit B [Micractinium conductrix]
OG0004223	XP_005844246.1 hypothetical protein CHLNCDRAFT_27021 [Chlorella variabilis]	PSC67748.1 ataxin-10 [Micractinium conductrix]
OG0004224	XP_005847156.1 hypothetical protein CHLNCDRAFT_24125_ partial [Chlorella variabilis]	PSC71189.1 riboflavin biosynthesis chloroplastic-like [Micractinium conductrix]
OG0004225	XP_005851791.1 hypothetical protein CHLNCDRAFT_33543 [Chlorella variabilis]	PSC75133.1 farnesyl diphosphate synthase [Micractinium conductrix]
OG0004226	XP_005850742.1 hypothetical protein CHLNCDRAFT_10350_ partial [Chlorella variabilis]	PSC68991.1 rhodanese-like domain-containing chloroplastic [Micractinium conductrix]
OG0004229	XP_005850980.1 hypothetical protein CHLNCDRAFT_19706_ partial [Chlorella variabilis]	PSC72869.1 tRNA modification GTPase isoform X1 [Micractinium conductrix]
OG0004230	XP_005845406.1 hypothetical protein CHLNCDRAFT_25936 [Chlorella variabilis]	PSC76877.1 protease Do-like chloroplastic isoform X1 [Micractinium conductrix]
OG0004231	XP_005850975.1 hypothetical protein CHLNCDRAFT_140762 [Chlorella variabilis]	PSC72675.1 oxidoreductase TDA3 [Micractinium conductrix]
OG0004232	XP_005847872.1 hypothetical protein CHLNCDRAFT_23011 [Chlorella variabilis]	PSC70667.1 mitochondrial substrate carrier [Micractinium conductrix]
OG0004233	XP_005852012.1 hypothetical protein CHLNCDRAFT_132943 [Chlorella variabilis]	PSC67110.1 3 -5 -exoribonuclease RNA binding [Micractinium conductrix]
OG0004234	XP_005852215.1 hypothetical protein CHLNCDRAFT_11851_ partial [Chlorella variabilis]	PSC73308.1 ribosome maturation SBDS [Micractinium conductrix]
OG0004235	XP_005843945.1 hypothetical protein CHLNCDRAFT_139708 [Chlorella variabilis]	PSC74770.1 transcription initiation factor TFIID subunit 6-like isoform X1 [Micractinium conductrix]
OG0004236	XP_005845341.1 hypothetical protein CHLNCDRAFT_59740 [Chlorella variabilis]	PSC76284.1 3-oxoacyl-[acyl-carrier] mitochondrial [Micractinium conductrix]
OG0004237	XP_005848667.1 hypothetical protein CHLNCDRAFT_144236 [Chlorella variabilis]	PSC75892.1 Arginine N-methyltransferase 2 [Micractinium conductrix]
OG0004238	XP_005847842.1 hypothetical protein CHLNCDRAFT_52395 [Chlorella variabilis]	PSC70165.1 tilB-like protein [Micractinium conductrix]
OG0004239	XP_005844008.1 hypothetical protein CHLNCDRAFT_139532 [Chlorella variabilis]	PSC68273.1 diphthamide biosynthesis 2 [Micractinium conductrix]
OG0004240	XP_005843763.1 hypothetical protein CHLNCDRAFT_139870 [Chlorella variabilis]	PSC73240.1 Anaphase-promoting complex subunit 10 [Micractinium conductrix]
OG0004241	XP_005847446.1 hypothetical protein CHLNCDRAFT_134354 [Chlorella variabilis]	PSC69962.1 plastid ribosomal S6 [Micractinium conductrix]
OG0004242	XP_005843607.1 hypothetical protein CHLNCDRAFT_140183 [Chlorella variabilis]	PSC70506.1 U3 small nucleolar RNA-associated 11 [Micractinium conductrix]
OG0004243	XP_005850203.1 hypothetical protein CHLNCDRAFT_142424 [Chlorella variabilis]	PSC69757.1 Small RNA degrading nuclease [Micractinium conductrix]
OG0004244	XP_005842945.1 hypothetical protein CHLNCDRAFT_49281 [Chlorella variabilis]	PSC70750.1 PHD finger-like domain-containing 5B [Micractinium conductrix]
OG0004245	XP_005847349.1 hypothetical protein CHLNCDRAFT_11532_ partial [Chlorella variabilis]	PSC74964.1 phosphoribosylanthranilate isomerase [Micractinium conductrix]
OG0004246	XP_005849734.1 hypothetical protein CHLNCDRAFT_12490_ partial [Chlorella variabilis]	PSC76984.1 cation transport regulator 2 [Micractinium conductrix]
OG0004247	XP_005844204.1 hypothetical protein CHLNCDRAFT_13794_ partial [Chlorella variabilis]	PSC70612.1 signal peptidase complex subunit 3B [Micractinium conductrix]
OG0004248	XP_005847898.1 expressed protein_ partial [Chlorella variabilis]	PSC70776.1 peptidoglycan binding [Micractinium conductrix]
OG0004249	XP_005850408.1 hypothetical protein CHLNCDRAFT_142305 [Chlorella variabilis]	PSC68130.1 STAY-GREEN chloroplastic-like [Micractinium conductrix]
OG0004251	XP_005843182.1 hypothetical protein CHLNCDRAFT_28356 [Chlorella variabilis]	PSC68058.1 50S ribosomal L14 [Micractinium conductrix]
OG0004252	XP_005850826.1 hypothetical protein CHLNCDRAFT_9879_ partial [Chlorella variabilis]	PSC72905.1 Solute carrier family 35 member F6 [Micractinium conductrix]
OG0004253	XP_005850518.1 hypothetical protein CHLNCDRAFT_50183 [Chlorella variabilis]	PSC72796.1 DNA glycosylase isoform A [Micractinium conductrix], PSC72795.1 DNA glycosylase isoform B [Micractinium conductrix]
OG0004254	XP_005846551.1 hypothetical protein CHLNCDRAFT_24892 [Chlorella variabilis]	PSC71230.1 Mitochondrial carnitine acylcarnitine carrier [Micractinium conductrix]
OG0004255	XP_005844047.1 hypothetical protein CHLNCDRAFT_139610 [Chlorella variabilis]	PSC70698.1 hypothetical protein C2E20_5843 [Micractinium conductrix]
OG0004256	XP_005842943.1 hypothetical protein CHLNCDRAFT_141740 [Chlorella variabilis]	PSC70820.1 disheveled-associated activator of morphogenesis 1 [Micractinium conductrix]
OG0004258	XP_005844627.1 GTP binding protein [Chlorella variabilis]	PSC69978.1 ras-related RABH1b [Micractinium conductrix]
OG0004259	XP_005847251.1 hypothetical protein CHLNCDRAFT_134240 [Chlorella variabilis]	PSC75064.1 hypothetical protein C2E20_1924 [Micractinium conductrix], PSC67704.1 hypothetical protein C2E20_8646 [Micractinium conductrix]
OG0004260	XP_005843973.1 hypothetical protein CHLNCDRAFT_139780 [Chlorella variabilis]	PSC68773.1 bet1-like SNARE 1-1 isoform X2 [Micractinium conductrix], PSC74744.1 bet1-like SNARE 1-1 isoform X2 isoform A [Micractinium conductrix], PSC74743.1 bet1-like SNARE 1-1 isoform X2 isoform B [Micractinium conductrix]
OG0004261	XP_005847980.1 hypothetical protein CHLNCDRAFT_145484 [Chlorella variabilis]	PSC76835.1 Meiotic nuclear division 1 [Micractinium conductrix]
OG0004262	XP_005847960.1 hypothetical protein CHLNCDRAFT_52106 [Chlorella variabilis]	PSC69536.1 hypothetical protein C2E20_6966 [Micractinium conductrix], PSC69492.1 hypothetical protein C2E20_6965 [Micractinium conductrix], PSC69524.1 Ras-related RABF1 [Micractinium conductrix], PSC71973.1 PPE family [Micractinium conductrix], PSC67628.1 DNA topoisomerase I [Micractinium conductrix]
OG0004263	XP_005848126.1 hypothetical protein CHLNCDRAFT_57765 [Chlorella variabilis], XP_005847965.1 hypothetical protein CHLNCDRAFT_52112 [Chlorella variabilis]	PSC69451.1 phosphatase 2C [Micractinium conductrix]
OG0004264	XP_005848129.1 hypothetical protein CHLNCDRAFT_17459_ partial [Chlorella variabilis]	PSC69455.1 Zinc finger MYND domain-containing 10 isoform A [Micractinium conductrix], PSC69454.1 Zinc finger MYND domain-containing 10 isoform B [Micractinium conductrix]
OG0004265	XP_005848177.1 hypothetical protein CHLNCDRAFT_31053 [Chlorella variabilis]	PSC76780.1 xaa-Pro dipeptidase isoform X1 [Micractinium conductrix]
OG0004266	XP_005846734.1 hypothetical protein CHLNCDRAFT_52940 [Chlorella variabilis]	PSC70164.1 type IIB DNA topoisomerase [Micractinium conductrix]
OG0004266	XP_005847419.1 hypothetical protein CHLNCDRAFT_134295 [Chlorella variabilis]	PSC76103.1 serine threonine kinase [Micractinium conductrix]
OG0004267	XP_005844662.1 hypothetical protein CHLNCDRAFT_138545 [Chlorella variabilis]	PSC71827.1 N-lysine methyltransferase METTL21A [Micractinium conductrix]
OG0004268	XP_005842966.1 hypothetical protein CHLNCDRAFT_59413 [Chlorella variabilis]	PSC71744.1 regulator of nonsense transcripts 1 _RENT1_ [Micractinium conductrix]
OG0004269	XP_005844702.1 hypothetical protein CHLNCDRAFT_138638 [Chlorella variabilis]	PSC71742.1 serine threonine isoform A [Micractinium conductrix], PSC71743.1 serine threonine isoform B [Micractinium conductrix]
OG0004272	XP_005843064.1 hypothetical protein CHLNCDRAFT_141590 [Chlorella variabilis]	PSC74607.1 hypothetical protein C2E20_2167 [Micractinium conductrix]
OG0004273	XP_005843418.1 hypothetical protein CHLNCDRAFT_141287 [Chlorella variabilis]	PSC73170.1 ADP-ribosylation Crystallin J1 [Micractinium conductrix]
OG0004275	XP_005844937.1 hypothetical protein CHLNCDRAFT_138280 [Chlorella variabilis]	PSC69243.1 SAWADEE HOMEODOMAIN-like protein 1_ partial [Micractinium conductrix]
OG0004275	XP_005844936.1 hypothetical protein CHLNCDRAFT_13557_ partial [Chlorella variabilis], XP_005849125.1 hypothetical protein CHLNCDRAFT_17845_ partial [Chlorella variabilis]	PSC69245.1 chromodomain-helicase-DNA-binding 3 isoform X2 [Micractinium conductrix], PSC71333.1 chromodomain-helicase-DNA-binding 3 isoform X1_ partial [Micractinium conductrix]
OG0004276	XP_005843271.1 hypothetical protein CHLNCDRAFT_55285 [Chlorella variabilis]	PSC69217.1 phosphatase 2C [Micractinium conductrix]
OG0004278	XP_005843235.1 hypothetical protein CHLNCDRAFT_141332 [Chlorella variabilis]	PSC69202.1 putative ribose-5-phosphate isomerase chloroplastic isoform A [Micractinium conductrix], PSC69203.1 putative ribose-5-phosphate isomerase chloroplastic isoform B [Micractinium conductrix]
OG0004279	XP_005845818.1 hypothetical protein CHLNCDRAFT_136563 [Chlorella variabilis]	PSC69983.1 SAM domain _Sterile alpha motif_ domain containing isoform B [Micractinium conductrix], PSC69982.1 SAM domain _Sterile alpha motif_ domain containing isoform A [Micractinium conductrix]
OG0004281	XP_005845880.1 hypothetical protein CHLNCDRAFT_136424 [Chlorella variabilis]	PSC75039.1 putative NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit mitochondrial [Micractinium conductrix]
OG0004282	XP_005845822.1 hypothetical protein CHLNCDRAFT_136575 [Chlorella variabilis]	PSC69344.1 peptidase U32 [Micractinium conductrix]
OG0004283	XP_005847713.1 expressed protein [Chlorella variabilis]	PSC76133.1 hypothetical protein C2E20_0837 [Micractinium conductrix]
OG0004283	XP_005849307.1 hypothetical protein CHLNCDRAFT_143630 [Chlorella variabilis]	PSC76878.1 CMP-sialic acid transporter 4 [Micractinium conductrix]
OG0004285	XP_005851831.1 hypothetical protein CHLNCDRAFT_133320 [Chlorella variabilis]	PSC68487.1 activating signal cointegrator 1-like isoform B [Micractinium conductrix], PSC68488.1 activating signal cointegrator 1-like isoform A [Micractinium conductrix]
OG0004287	XP_005844896.1 hypothetical protein CHLNCDRAFT_138440 [Chlorella variabilis]	PSC67585.1 transcription factor TFIID complex subunit Taf5-like isoform A [Micractinium conductrix], PSC67584.1 transcription factor TFIID complex subunit Taf5-like isoform B [Micractinium conductrix], PSC67199.1 WD-40 repeat-containing [Micractinium conductrix], PSC67197.1 WD-40 repeat-containing [Micractinium conductrix], PSC75620.1 Transducin WD40 repeat-like superfamily isoform 3 [Micractinium conductrix]
OG0004288	XP_005846057.1 hypothetical protein CHLNCDRAFT_136223 [Chlorella variabilis]	PSC67182.1 WD40 repeat [Micractinium conductrix], PSC67878.1 WD and tetratricopeptide repeats 1-like [Micractinium conductrix]
OG0004289	XP_005846059.1 hypothetical protein CHLNCDRAFT_25381_ partial [Chlorella variabilis]	PSC67654.1 mediator of RNA polymerase II transcription subunit 34 isoform X1 [Micractinium conductrix]
OG0004290	XP_005845985.1 hypothetical protein CHLNCDRAFT_36222 [Chlorella variabilis]	PSC71963.1 acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha [Micractinium conductrix]
OG0004291	XP_005847278.1 hypothetical protein CHLNCDRAFT_134317 [Chlorella variabilis]	PSC70869.1 hypothetical protein C2E20_5731 [Micractinium conductrix]
OG0004293	XP_005847510.1 hypothetical protein CHLNCDRAFT_134528 [Chlorella variabilis]	PSC69851.1 SOUL heme-binding [Micractinium conductrix]
OG0004296	XP_005847289.1 expressed protein [Chlorella variabilis]	PSC69884.1 nuclear speckle splicing regulatory 1-like [Micractinium conductrix]
OG0004297	XP_005847449.1 hypothetical protein CHLNCDRAFT_134361 [Chlorella variabilis]	PSC69869.1 Gamma-soluble NSF attachment [Micractinium conductrix]
OG0004298	XP_005844332.1 hypothetical protein CHLNCDRAFT_139095 [Chlorella variabilis]	PSC67540.1 extracellular matrix FRAS1 [Micractinium conductrix], PSC67516.1 extracellular matrix FRAS1 [Micractinium conductrix]
OG0004299	XP_005848346.1 hypothetical protein CHLNCDRAFT_145051 [Chlorella variabilis]	PSC70967.1 integral membrane [Micractinium conductrix]
OG0004300	XP_005850552.1 hypothetical protein CHLNCDRAFT_19988 [Chlorella variabilis]	PSC73477.1 RNA pseudouridine synthase 5 isoform X1 [Micractinium conductrix]
OG0004301	XP_005848271.1 hypothetical protein CHLNCDRAFT_144879 [Chlorella variabilis]	PSC70326.1 GMP synthase [glutamine-hydrolyzing] [Micractinium conductrix]
OG0004302	XP_005848269.1 hypothetical protein CHLNCDRAFT_144875 [Chlorella variabilis]	PSC70333.1 hypoxanthine phosphoribosyltransferase [Micractinium conductrix]
OG0004303	XP_005848533.1 hypothetical protein CHLNCDRAFT_145058 [Chlorella variabilis]	PSC70858.1 glycosyl transferase group 1 [Micractinium conductrix]
OG0004304	XP_005848493.1 hypothetical protein CHLNCDRAFT_144943 [Chlorella variabilis]	PSC70310.1 kinesin K39 [Micractinium conductrix]
OG0004305	XP_005848265.1 hypothetical protein CHLNCDRAFT_7930_ partial [Chlorella variabilis]	PSC70360.1 peptidase M16 [Micractinium conductrix]
OG0004306	XP_005848506.1 hypothetical protein CHLNCDRAFT_57641 [Chlorella variabilis]	PSC70385.1 NAD_P_-dependent oxidoreductase [Micractinium conductrix]
OG0004307	XP_005848578.1 hypothetical protein CHLNCDRAFT_30910 [Chlorella variabilis]	PSC68027.1 apurinic endonuclease-redox isoform X3 [Micractinium conductrix]
OG0004308	XP_005845586.1 hypothetical protein CHLNCDRAFT_136777 [Chlorella variabilis]	PSC73957.1 hypothetical protein C2E20_2531 [Micractinium conductrix], PSC74320.1 SNF2 super [Micractinium conductrix]
OG0004309	XP_005844802.1 hypothetical protein CHLNCDRAFT_138703 [Chlorella variabilis]	PSC68208.1 mediator of RNA polymerase II transcription subunit 22 isoform X3 [Micractinium conductrix]
OG0004310	XP_005845041.1 hypothetical protein CHLNCDRAFT_137297 [Chlorella variabilis], XP_005845042.1 hypothetical protein CHLNCDRAFT_137298 [Chlorella variabilis]	PSC68195.1 lipopolysaccharide-induced transcription factor regulating tumor necrosis factor [Micractinium conductrix]
OG0004311	XP_005845201.1 hypothetical protein CHLNCDRAFT_137429 [Chlorella variabilis]	PSC73950.1 GTP-binding chloroplastic [Micractinium conductrix]
OG0004312	XP_005842684.1 hypothetical protein CHLNCDRAFT_136887 [Chlorella variabilis]	PSC68601.1 hypothetical protein C2E20_7774 [Micractinium conductrix], PSC68921.1 hypothetical protein C2E20_7537 [Micractinium conductrix], PSC67042.1 hypothetical protein C2E20_9291 [Micractinium conductrix]
OG0004313	XP_005850409.1 hypothetical protein CHLNCDRAFT_142310 [Chlorella variabilis]	PSC70548.1 DUF563 domain-containing [Micractinium conductrix], PSC70126.1 O-linked-mannose beta-1_4-N-acetylglucosaminyltransferase 2-like [Micractinium conductrix]
OG0004314	XP_005846662.1 hypothetical protein CHLNCDRAFT_24587 [Chlorella variabilis], XP_005846664.1 hypothetical protein CHLNCDRAFT_135361 [Chlorella variabilis]	PSC73601.1 autophagy-related 18h-like [Micractinium conductrix]
OG0004315	XP_005848990.1 expressed protein [Chlorella variabilis], XP_005850355.1 hypothetical protein CHLNCDRAFT_142186 [Chlorella variabilis]	PSC72743.1 hypothetical protein C2E20_3959 [Micractinium conductrix], PSC72934.1 PHR1-LIKE 1-like isoform A [Micractinium conductrix], PSC72933.1 PHR1-LIKE 1-like isoform B [Micractinium conductrix]
OG0004316	XP_005850165.1 hypothetical protein CHLNCDRAFT_142325 [Chlorella variabilis]	PSC74132.1 Alkylglycerol monooxygenase [Micractinium conductrix]
OG0004317	XP_005848821.1 hypothetical protein CHLNCDRAFT_144126 [Chlorella variabilis]	PSC73889.1 tryptophan-rich Ignore isoform B [Micractinium conductrix], PSC73888.1 tryptophan-rich Ignore isoform A [Micractinium conductrix]
OG0004318	XP_005848789.1 hypothetical protein CHLNCDRAFT_51701 [Chlorella variabilis]	PSC69806.1 hypothetical protein C2E20_6688 [Micractinium conductrix]
OG0004319	XP_005848632.1 hypothetical protein CHLNCDRAFT_144158 [Chlorella variabilis]	PSC75331.1 Adenine phosphoribosyltransferase 1_ chloroplastic [Micractinium conductrix]
OG0004320	XP_005849001.1 hypothetical protein CHLNCDRAFT_144571 [Chlorella variabilis]	PSC69758.1 clusterin-associated 1 isoform X1 [Micractinium conductrix]
OG0004321	XP_005848949.1 hypothetical protein CHLNCDRAFT_51635 [Chlorella variabilis]	PSC75856.1 ATP-dependent zinc metalloprotease FTSH 9_ chloroplastic [Micractinium conductrix]
OG0004322	XP_005850989.1 hypothetical protein CHLNCDRAFT_56955 [Chlorella variabilis]	PSC72909.1 putative leucine rich repeat [Micractinium conductrix]
OG0004323	XP_005851041.1 hypothetical protein CHLNCDRAFT_19466_ partial [Chlorella variabilis]	PSC69081.1 adenosine 3-phospho 5-phosphosulfate transporter 1 isoform A [Micractinium conductrix], PSC69080.1 adenosine 3-phospho 5-phosphosulfate transporter 1 isoform B [Micractinium conductrix]
OG0004324	XP_005850624.1 hypothetical protein CHLNCDRAFT_17265_ partial [Chlorella variabilis]	PSC71502.1 formimidoyltransferase-cyclodeaminase-like [Micractinium conductrix]
OG0004325	XP_005850144.1 hypothetical protein CHLNCDRAFT_142266 [Chlorella variabilis]	PSC71613.1 SGT1 A [Micractinium conductrix]
