Orthogroup	Chlorella_VariabilisNC64A	Chlorella_Vulgaris2111P
OG0005451	XP_005843324.1 hypothetical protein CHLNCDRAFT_55239 [Chlorella variabilis]	KAI3430495.1 hypothetical protein D9Q98_005090 [Chlorella vulgaris]
OG0005453	XP_005844406.1 hypothetical protein CHLNCDRAFT_58908 [Chlorella variabilis]	KAI3426937.1 hypothetical protein D9Q98_006881 [Chlorella vulgaris]
OG0005454	XP_005842586.1 hypothetical protein CHLNCDRAFT_143392_ partial [Chlorella variabilis]	KAI3424152.1 hypothetical protein D9Q98_009512 [Chlorella vulgaris]
OG0005455	XP_005848166.1 hypothetical protein CHLNCDRAFT_145542 [Chlorella variabilis]	KAI3437628.1 hypothetical protein D9Q98_000080 [Chlorella vulgaris], KAI3432741.1 hypothetical protein D9Q98_004282 [Chlorella vulgaris]
OG0005456	XP_005846645.1 hypothetical protein CHLNCDRAFT_135318 [Chlorella variabilis]	KAI3425030.1 hypothetical protein D9Q98_008408 [Chlorella vulgaris]
OG0005458	XP_005845769.1 hypothetical protein CHLNCDRAFT_14092_ partial [Chlorella variabilis]	KAI3425237.1 hypothetical protein D9Q98_009005 [Chlorella vulgaris]
OG0005459	XP_005846140.1 hypothetical protein CHLNCDRAFT_136100 [Chlorella variabilis]	KAI3431386.1 hypothetical protein D9Q98_004440 [Chlorella vulgaris]
OG0005462	XP_005846007.1 hypothetical protein CHLNCDRAFT_58379 [Chlorella variabilis]	KAI3431378.1 hypothetical protein D9Q98_004432 [Chlorella vulgaris]
OG0005463	XP_005851604.1 hypothetical protein CHLNCDRAFT_138134 [Chlorella variabilis]	KAI3433381.1 hypothetical protein D9Q98_003197 [Chlorella vulgaris]
OG0005467	XP_005844832.1 hypothetical protein CHLNCDRAFT_138272 [Chlorella variabilis]	KAI3431745.1 hypothetical protein D9Q98_004787 [Chlorella vulgaris]
OG0005468	XP_005850593.1 hypothetical protein CHLNCDRAFT_140522 [Chlorella variabilis]	KAI3436792.1 hypothetical protein D9Q98_006203 [Chlorella vulgaris]
OG0005469	XP_005851500.1 hypothetical protein CHLNCDRAFT_56732 [Chlorella variabilis]	KAI3433606.1 hypothetical protein D9Q98_003415 [Chlorella vulgaris]
OG0005470	XP_005851602.1 expressed protein [Chlorella variabilis]	KAI3433383.1 hypothetical protein D9Q98_003199 [Chlorella vulgaris]
OG0005471	XP_005845740.1 hypothetical protein CHLNCDRAFT_53531 [Chlorella variabilis]	KAI3439054.1 hypothetical protein D9Q98_001464 [Chlorella vulgaris]
OG0005472	XP_005847037.1 expressed protein [Chlorella variabilis]	KAI3438278.1 hypothetical protein D9Q98_000713 [Chlorella vulgaris]
OG0005473	XP_005851205.1 hypothetical protein CHLNCDRAFT_137889 [Chlorella variabilis]	KAI3433610.1 hypothetical protein D9Q98_003419 [Chlorella vulgaris]
OG0005474	XP_005847780.1 hypothetical protein CHLNCDRAFT_133919 [Chlorella variabilis]	KAI3425853.1 hypothetical protein D9Q98_007827 [Chlorella vulgaris]
OG0005475	XP_005844345.1 hypothetical protein CHLNCDRAFT_139123 [Chlorella variabilis]	KAI3432874.1 hypothetical protein D9Q98_010457 [Chlorella vulgaris]
OG0005476	XP_005844500.1 hypothetical protein CHLNCDRAFT_58861 [Chlorella variabilis]	KAI3430345.1 hypothetical protein D9Q98_004940 [Chlorella vulgaris]
OG0005477	XP_005847480.1 hypothetical protein CHLNCDRAFT_134447 [Chlorella variabilis]	KAI3428517.1 hypothetical protein D9Q98_007340 [Chlorella vulgaris]
OG0005478	XP_005847314.1 expressed protein [Chlorella variabilis]	KAI3428518.1 hypothetical protein D9Q98_007341 [Chlorella vulgaris]
OG0005479	XP_005844343.1 hypothetical protein CHLNCDRAFT_139118 [Chlorella variabilis]	KAI3432872.1 hypothetical protein D9Q98_010455 [Chlorella vulgaris]
OG0005481	XP_005849254.1 hypothetical protein CHLNCDRAFT_143502 [Chlorella variabilis]	KAI3434959.1 hypothetical protein D9Q98_003013 [Chlorella vulgaris]
OG0005485	XP_005851616.1 hypothetical protein CHLNCDRAFT_19306_ partial [Chlorella variabilis]	KAI3433350.1 hypothetical protein D9Q98_003168 [Chlorella vulgaris]
OG0005486	XP_005850468.1 hypothetical protein CHLNCDRAFT_20549 [Chlorella variabilis]	KAI3428810.1 hypothetical protein D9Q98_007627 [Chlorella vulgaris]
OG0005487	XP_005850222.1 hypothetical protein CHLNCDRAFT_50830 [Chlorella variabilis]	KAI3428784.1 hypothetical protein D9Q98_007604 [Chlorella vulgaris]
OG0005488	XP_005851312.1 hypothetical protein CHLNCDRAFT_138156 [Chlorella variabilis]	KAI3433354.1 hypothetical protein D9Q98_003172 [Chlorella vulgaris]
OG0005490	XP_005845372.1 hypothetical protein CHLNCDRAFT_32297 [Chlorella variabilis]	KAI3436033.1 hypothetical protein D9Q98_002090 [Chlorella vulgaris]
OG0005492	XP_005845374.1 hypothetical protein CHLNCDRAFT_58658 [Chlorella variabilis]	KAI3436029.1 hypothetical protein D9Q98_002086 [Chlorella vulgaris]
OG0005493	XP_005845508.1 hypothetical protein CHLNCDRAFT_137216 [Chlorella variabilis]	KAI3436031.1 hypothetical protein D9Q98_002088 [Chlorella vulgaris]
OG0005494	XP_005845505.1 hypothetical protein CHLNCDRAFT_137209 [Chlorella variabilis]	KAI3436040.1 hypothetical protein D9Q98_002097 [Chlorella vulgaris]
OG0005495	XP_005850118.1 hypothetical protein CHLNCDRAFT_142206 [Chlorella variabilis]	KAI3428203.1 hypothetical protein D9Q98_006583 [Chlorella vulgaris]
OG0005496	XP_005842802.1 hypothetical protein CHLNCDRAFT_142605 [Chlorella variabilis]	KAI3436019.1 hypothetical protein D9Q98_002076 [Chlorella vulgaris]
OG0005497	XP_005842805.1 hypothetical protein CHLNCDRAFT_142616 [Chlorella variabilis]	KAI3436023.1 hypothetical protein D9Q98_002080 [Chlorella vulgaris]
OG0005498	XP_005845000.1 hypothetical protein CHLNCDRAFT_9217_ partial [Chlorella variabilis]	KAI3431599.1 hypothetical protein D9Q98_004649 [Chlorella vulgaris]
OG0005499	XP_005847875.1 hypothetical protein CHLNCDRAFT_35242 [Chlorella variabilis]	KAI3437908.1 hypothetical protein D9Q98_000353 [Chlorella vulgaris]
OG0005500	XP_005844814.1 hypothetical protein CHLNCDRAFT_56306 [Chlorella variabilis]	KAI3430888.1 hypothetical protein D9Q98_009297 [Chlorella vulgaris]
OG0005502	XP_005852282.1 expressed protein [Chlorella variabilis]	KAI3429875.1 hypothetical protein D9Q98_010186 [Chlorella vulgaris]
OG0005505	XP_005844041.1 hypothetical protein CHLNCDRAFT_139600 [Chlorella variabilis]	KAI3430679.1 hypothetical protein D9Q98_005268 [Chlorella vulgaris]
OG0005507	XP_005848551.1 hypothetical protein CHLNCDRAFT_145093 [Chlorella variabilis]	KAI3426438.1 hypothetical protein D9Q98_008806 [Chlorella vulgaris]
OG0005509	XP_005850455.1 hypothetical protein CHLNCDRAFT_142419 [Chlorella variabilis]	KAI3428840.1 hypothetical protein D9Q98_007657 [Chlorella vulgaris]
OG0005510	XP_005850836.1 hypothetical protein CHLNCDRAFT_140424 [Chlorella variabilis]	KAI3436887.1 hypothetical protein D9Q98_006295 [Chlorella vulgaris]
OG0005511	XP_005849783.1 hypothetical protein CHLNCDRAFT_50941 [Chlorella variabilis]	KAI3438542.1 hypothetical protein D9Q98_000970 [Chlorella vulgaris]
OG0005512	XP_005850439.1 hypothetical protein CHLNCDRAFT_15827_ partial [Chlorella variabilis]	KAI3428355.1 hypothetical protein D9Q98_006735 [Chlorella vulgaris]
OG0005513	XP_005846262.1 hypothetical protein CHLNCDRAFT_135572 [Chlorella variabilis]	KAI3435909.1 hypothetical protein D9Q98_001967 [Chlorella vulgaris]
OG0005514	XP_005849140.1 hypothetical protein CHLNCDRAFT_143748 [Chlorella variabilis]	KAI3434779.1 hypothetical protein D9Q98_002839 [Chlorella vulgaris]
OG0005515	XP_005850204.1 hypothetical protein CHLNCDRAFT_142426 [Chlorella variabilis]	KAI3428822.1 hypothetical protein D9Q98_007639 [Chlorella vulgaris]
OG0005517	XP_005850446.1 hypothetical protein CHLNCDRAFT_142397 [Chlorella variabilis]	KAI3428372.1 hypothetical protein D9Q98_006752 [Chlorella vulgaris]
OG0005518	XP_005843449.1 hypothetical protein CHLNCDRAFT_55170 [Chlorella variabilis]	KAI3439111.1 hypothetical protein D9Q98_001520 [Chlorella vulgaris]
OG0005519	XP_005843158.1 hypothetical protein CHLNCDRAFT_55421 [Chlorella variabilis]	KAI3424476.1 hypothetical protein D9Q98_010026 [Chlorella vulgaris]
OG0005520	XP_005847126.1 hypothetical protein CHLNCDRAFT_134860 [Chlorella variabilis], XP_005850442.1 hypothetical protein CHLNCDRAFT_142389 [Chlorella variabilis]	KAI3428365.1 hypothetical protein D9Q98_006745 [Chlorella vulgaris]
OG0005521	XP_005847136.1 hypothetical protein CHLNCDRAFT_24278 [Chlorella variabilis]	KAI3438081.1 hypothetical protein D9Q98_000523 [Chlorella vulgaris]
OG0005522	XP_005846252.1 expressed protein [Chlorella variabilis]	KAI3435928.1 hypothetical protein D9Q98_001986 [Chlorella vulgaris]
OG0005523	XP_005848373.1 hypothetical protein CHLNCDRAFT_145129 [Chlorella variabilis]	KAI3426468.1 hypothetical protein D9Q98_008835 [Chlorella vulgaris]
OG0005524	XP_005848376.1 expressed protein [Chlorella variabilis]	KAI3426476.1 hypothetical protein D9Q98_008842 [Chlorella vulgaris]
OG0005525	XP_005848382.1 hypothetical protein CHLNCDRAFT_145155 [Chlorella variabilis]	KAI3426494.1 hypothetical protein D9Q98_008860 [Chlorella vulgaris]
OG0005528	XP_005843826.1 expressed protein [Chlorella variabilis]	KAI3438999.1 hypothetical protein D9Q98_001411 [Chlorella vulgaris]
OG0005529	XP_005845089.1 hypothetical protein CHLNCDRAFT_137415 [Chlorella variabilis]	KAI3424834.1 hypothetical protein D9Q98_008220 [Chlorella vulgaris], KAI3424837.1 hypothetical protein D9Q98_008223 [Chlorella vulgaris], KAI3424835.1 hypothetical protein D9Q98_008221 [Chlorella vulgaris], KAI3424836.1 hypothetical protein D9Q98_008222 [Chlorella vulgaris]
OG0005530	XP_005849849.1 hypothetical protein CHLNCDRAFT_51027 [Chlorella variabilis]	KAI3438679.1 hypothetical protein D9Q98_001099 [Chlorella vulgaris]
OG0005531	XP_005844446.1 hypothetical protein CHLNCDRAFT_36918 [Chlorella variabilis]	KAI3432412.1 hypothetical protein D9Q98_003966 [Chlorella vulgaris]
OG0005532	XP_005849590.1 hypothetical protein CHLNCDRAFT_143020 [Chlorella variabilis]	KAI3438678.1 hypothetical protein D9Q98_001098 [Chlorella vulgaris]
OG0005533	XP_005845168.1 hypothetical protein CHLNCDRAFT_137355 [Chlorella variabilis]	KAI3424780.1 hypothetical protein D9Q98_008168 [Chlorella vulgaris]
OG0005534	XP_005848234.1 hypothetical protein CHLNCDRAFT_144767 [Chlorella variabilis]	KAI3426186.1 hypothetical protein D9Q98_008563 [Chlorella vulgaris]
OG0005535	XP_005849847.1 expressed protein [Chlorella variabilis]	KAI3438672.1 hypothetical protein D9Q98_001093 [Chlorella vulgaris]
OG0005537	XP_005847158.1 hypothetical protein CHLNCDRAFT_134928 [Chlorella variabilis]	KAI3438046.1 hypothetical protein D9Q98_000489 [Chlorella vulgaris]
OG0005538	XP_005847331.1 hypothetical protein CHLNCDRAFT_23675 [Chlorella variabilis]	KAI3428478.1 hypothetical protein D9Q98_007303 [Chlorella vulgaris]
OG0005539	XP_005852066.1 hypothetical protein CHLNCDRAFT_133068 [Chlorella variabilis]	KAI3429390.1 hypothetical protein D9Q98_005485 [Chlorella vulgaris]
OG0005540	XP_005846809.1 expressed protein [Chlorella variabilis]	KAI3424988.1 hypothetical protein D9Q98_008369 [Chlorella vulgaris]
OG0005541	XP_005850292.1 hypothetical protein CHLNCDRAFT_57043 [Chlorella variabilis]	KAI3428057.1 hypothetical protein D9Q98_006442 [Chlorella vulgaris]
OG0005542	XP_005850054.1 hypothetical protein CHLNCDRAFT_142066 [Chlorella variabilis]	KAI3428083.1 hypothetical protein D9Q98_006467 [Chlorella vulgaris]
OG0005544	XP_005846651.1 hypothetical protein CHLNCDRAFT_135337 [Chlorella variabilis]	KAI3425010.1 hypothetical protein D9Q98_008392 [Chlorella vulgaris]
OG0005545	XP_005846764.1 hypothetical protein CHLNCDRAFT_135253 [Chlorella variabilis]	KAI3425096.1 hypothetical protein D9Q98_008474 [Chlorella vulgaris]
OG0005546	XP_005844461.1 hypothetical protein CHLNCDRAFT_138774 [Chlorella variabilis]	KAI3430420.1 hypothetical protein D9Q98_005015 [Chlorella vulgaris]
OG0005547	XP_005848530.1 hypothetical protein CHLNCDRAFT_145047 [Chlorella variabilis]	KAI3426398.1 hypothetical protein D9Q98_008768 [Chlorella vulgaris]
OG0005548	XP_005844114.1 expressed protein [Chlorella variabilis]	KAI3430636.1 hypothetical protein D9Q98_005229 [Chlorella vulgaris]
OG0005550	XP_005851113.1 hypothetical protein CHLNCDRAFT_137678 [Chlorella variabilis]	KAI3433802.1 hypothetical protein D9Q98_003606 [Chlorella vulgaris]
OG0005551	XP_005846115.1 hypothetical protein CHLNCDRAFT_136041 [Chlorella variabilis]	KAI3431344.1 hypothetical protein D9Q98_004402 [Chlorella vulgaris]
OG0005552	XP_005845980.1 hypothetical protein CHLNCDRAFT_25174 [Chlorella variabilis]	KAI3431321.1 hypothetical protein D9Q98_004379 [Chlorella vulgaris]
OG0005553	XP_005849433.1 hypothetical protein CHLNCDRAFT_143982 [Chlorella variabilis]	KAI3434599.1 hypothetical protein D9Q98_002667 [Chlorella vulgaris]
OG0005554	XP_005849639.1 hypothetical protein CHLNCDRAFT_143156 [Chlorella variabilis]	KAI3438782.1 hypothetical protein D9Q98_001199 [Chlorella vulgaris]
OG0005555	XP_005849827.1 hypothetical protein CHLNCDRAFT_142966 [Chlorella variabilis]	KAI3438632.1 hypothetical protein D9Q98_001054 [Chlorella vulgaris]
OG0005556	XP_005843446.1 hypothetical protein CHLNCDRAFT_59267 [Chlorella variabilis]	KAI3439136.1 hypothetical protein D9Q98_001544 [Chlorella vulgaris]
OG0005557	XP_005849354.1 hypothetical protein CHLNCDRAFT_34906 [Chlorella variabilis]	KAI3434756.1 hypothetical protein D9Q98_002816 [Chlorella vulgaris]
OG0005558	XP_005849154.1 hypothetical protein CHLNCDRAFT_143781 [Chlorella variabilis]	KAI3434760.1 hypothetical protein D9Q98_002820 [Chlorella vulgaris]
OG0005560	XP_005848520.1 hypothetical protein CHLNCDRAFT_8973_ partial [Chlorella variabilis]	KAI3426370.1 hypothetical protein D9Q98_008742 [Chlorella vulgaris], KAI3426369.1 hypothetical protein D9Q98_008741 [Chlorella vulgaris]
OG0005562	XP_005846739.1 hypothetical protein CHLNCDRAFT_9749_ partial [Chlorella variabilis]	KAI3428194.1 hypothetical protein D9Q98_006574 [Chlorella vulgaris]
OG0005563	XP_005851145.1 hypothetical protein CHLNCDRAFT_137750 [Chlorella variabilis]	KAI3433734.1 hypothetical protein D9Q98_003541 [Chlorella vulgaris]
OG0005564	XP_005847193.1 hypothetical protein CHLNCDRAFT_134989 [Chlorella variabilis]	KAI3437978.1 hypothetical protein D9Q98_000422 [Chlorella vulgaris]
OG0005570	XP_005844101.1 hypothetical protein CHLNCDRAFT_139524 [Chlorella variabilis], XP_005844100.1 hypothetical protein CHLNCDRAFT_139523 [Chlorella variabilis]	KAI3430602.1 hypothetical protein D9Q98_005195 [Chlorella vulgaris]
OG0005571	XP_005848672.1 hypothetical protein CHLNCDRAFT_144241 [Chlorella variabilis]	KAI3427129.1 hypothetical protein D9Q98_007066 [Chlorella vulgaris]
OG0005572	XP_005848619.1 expressed protein [Chlorella variabilis]	KAI3427229.1 hypothetical protein D9Q98_007164 [Chlorella vulgaris]
OG0005573	XP_005845912.1 hypothetical protein CHLNCDRAFT_136516 [Chlorella variabilis], XP_005845800.1 hypothetical protein CHLNCDRAFT_136519 [Chlorella variabilis]	KAI3425170.1 hypothetical protein D9Q98_008941 [Chlorella vulgaris]
OG0005574	XP_005845907.1 hypothetical protein CHLNCDRAFT_136510 [Chlorella variabilis]	KAI3425178.1 hypothetical protein D9Q98_008948 [Chlorella vulgaris]
OG0005575	XP_005845076.1 hypothetical protein CHLNCDRAFT_26251_ partial [Chlorella variabilis]	KAI3424802.1 hypothetical protein D9Q98_008188 [Chlorella vulgaris]
OG0005579	XP_005850294.1 hypothetical protein CHLNCDRAFT_20212_ partial [Chlorella variabilis]	KAI3428063.1 hypothetical protein D9Q98_006447 [Chlorella vulgaris]
OG0005580	XP_005850087.1 hypothetical protein CHLNCDRAFT_142144 [Chlorella variabilis]	KAI3428146.1 hypothetical protein D9Q98_006530 [Chlorella vulgaris]
OG0005581	XP_005845928.1 hypothetical protein CHLNCDRAFT_36392_ partial [Chlorella variabilis]	KAI3437558.1 hypothetical protein D9Q98_000011 [Chlorella vulgaris]
OG0005582	XP_005850786.1 hypothetical protein CHLNCDRAFT_29685 [Chlorella variabilis]	KAI3435580.1 hypothetical protein D9Q98_001645 [Chlorella vulgaris]
OG0005583	XP_005844696.1 hypothetical protein CHLNCDRAFT_138621 [Chlorella variabilis]	KAI3430809.1 hypothetical protein D9Q98_009220 [Chlorella vulgaris]
OG0005584	XP_005846270.1 hypothetical protein CHLNCDRAFT_135592 [Chlorella variabilis]	KAI3435889.1 hypothetical protein D9Q98_001947 [Chlorella vulgaris]
OG0005585	XP_005845311.1 hypothetical protein CHLNCDRAFT_137064 [Chlorella variabilis]	KAI3436174.1 hypothetical protein D9Q98_002229 [Chlorella vulgaris]
OG0005586	XP_005845411.1 hypothetical protein CHLNCDRAFT_26066_ partial [Chlorella variabilis]	KAI3436227.1 hypothetical protein D9Q98_002281 [Chlorella vulgaris]
OG0005587	XP_005844686.1 hypothetical protein CHLNCDRAFT_138597 [Chlorella variabilis]	KAI3430787.1 hypothetical protein D9Q98_009199 [Chlorella vulgaris]
OG0005588	XP_005843428.1 hypothetical protein CHLNCDRAFT_28112_ partial [Chlorella variabilis]	KAI3439086.1 hypothetical protein D9Q98_001496 [Chlorella vulgaris]
OG0005592	XP_005849534.1 hypothetical protein CHLNCDRAFT_50963 [Chlorella variabilis]	KAI3438576.1 hypothetical protein D9Q98_001001 [Chlorella vulgaris]
OG0005593	XP_005848576.1 hypothetical protein CHLNCDRAFT_48761 [Chlorella variabilis]	KAI3426486.1 hypothetical protein D9Q98_008852_ partial [Chlorella vulgaris]
OG0005595	XP_005842627.1 hypothetical protein CHLNCDRAFT_141161_ partial [Chlorella variabilis]	KAI3428562.1 hypothetical protein D9Q98_007384 [Chlorella vulgaris]
OG0005596	XP_005846107.1 expressed protein [Chlorella variabilis]	KAI3431318.1 hypothetical protein D9Q98_004376 [Chlorella vulgaris]
OG0005597	XP_005843761.1 expressed protein [Chlorella variabilis]	KAI3438968.1 hypothetical protein D9Q98_001382 [Chlorella vulgaris]
OG0005598	XP_005849822.1 hypothetical protein CHLNCDRAFT_142953 [Chlorella variabilis]	KAI3438619.1 hypothetical protein D9Q98_001042 [Chlorella vulgaris]
OG0005599	XP_005849405.1 hypothetical protein CHLNCDRAFT_143912 [Chlorella variabilis]	KAI3434449.1 hypothetical protein D9Q98_002526 [Chlorella vulgaris]
OG0005600	XP_005843621.1 hypothetical protein CHLNCDRAFT_59230 [Chlorella variabilis]	KAI3432599.1 hypothetical protein D9Q98_004147 [Chlorella vulgaris]
OG0005602	XP_005851010.1 hypothetical protein CHLNCDRAFT_140849 [Chlorella variabilis]	KAI3436500.1 hypothetical protein D9Q98_005917 [Chlorella vulgaris]
OG0005603	XP_005849323.1 hypothetical protein CHLNCDRAFT_21703_ partial [Chlorella variabilis]	KAI3434827.1 hypothetical protein D9Q98_002882 [Chlorella vulgaris], KAI3434826.1 hypothetical protein D9Q98_002882 [Chlorella vulgaris]
OG0005605	XP_005843083.1 hypothetical protein CHLNCDRAFT_141631 [Chlorella variabilis]	KAI3423988.1 hypothetical protein D9Q98_009821 [Chlorella vulgaris]
OG0005609	XP_005850864.1 hypothetical protein CHLNCDRAFT_50248 [Chlorella variabilis]	KAI3436823.1 hypothetical protein D9Q98_006233 [Chlorella vulgaris]
OG0005611	XP_005851771.1 hypothetical protein CHLNCDRAFT_49470 [Chlorella variabilis]	KAI3429485.1 hypothetical protein D9Q98_005576 [Chlorella vulgaris]
OG0005612	XP_005847342.1 hypothetical protein CHLNCDRAFT_134543 [Chlorella variabilis]	KAI3428448.1 hypothetical protein D9Q98_007275 [Chlorella vulgaris]
OG0005613	XP_005851309.1 hypothetical protein CHLNCDRAFT_15743_ partial [Chlorella variabilis]	KAI3433370.1 hypothetical protein D9Q98_003187 [Chlorella vulgaris]
OG0005618	XP_005845967.1 hypothetical protein CHLNCDRAFT_135978 [Chlorella variabilis]	KAI3431307.1 hypothetical protein D9Q98_004366 [Chlorella vulgaris]
OG0005619	XP_005846083.1 hypothetical protein CHLNCDRAFT_135936 [Chlorella variabilis]	KAI3431274.1 hypothetical protein D9Q98_004335 [Chlorella vulgaris]
OG0005620	XP_005850205.1 hypothetical protein CHLNCDRAFT_20357 [Chlorella variabilis]	KAI3428827.1 hypothetical protein D9Q98_007644 [Chlorella vulgaris]
OG0005621	XP_005844709.1 hypothetical protein CHLNCDRAFT_138659 [Chlorella variabilis]	KAI3430830.1 hypothetical protein D9Q98_009241 [Chlorella vulgaris], KAI3430828.1 hypothetical protein D9Q98_009239 [Chlorella vulgaris]
OG0005623	XP_005850206.1 hypothetical protein CHLNCDRAFT_15282_ partial [Chlorella variabilis]	KAI3428829.1 hypothetical protein D9Q98_007646 [Chlorella vulgaris]
OG0005625	XP_005849869.1 hypothetical protein CHLNCDRAFT_57284 [Chlorella variabilis]	KAI3438716.1 hypothetical protein D9Q98_001136 [Chlorella vulgaris]
OG0005626	XP_005850777.1 hypothetical protein CHLNCDRAFT_140267 [Chlorella variabilis]	KAI3435558.1 hypothetical protein D9Q98_001623 [Chlorella vulgaris]
OG0005629	XP_005850503.1 hypothetical protein CHLNCDRAFT_140331 [Chlorella variabilis]	KAI3435542.1 hypothetical protein D9Q98_001607 [Chlorella vulgaris]
OG0005631	XP_005850798.1 hypothetical protein CHLNCDRAFT_50159 [Chlorella variabilis]	KAI3435547.1 hypothetical protein D9Q98_001612 [Chlorella vulgaris]
OG0005634	XP_005842959.1 hypothetical protein CHLNCDRAFT_55527 [Chlorella variabilis]	KAI3430728.1 hypothetical protein D9Q98_005314 [Chlorella vulgaris]
OG0005636	XP_005843666.1 expressed protein [Chlorella variabilis]	KAI3424327.1 hypothetical protein D9Q98_009880 [Chlorella vulgaris]
OG0005638	XP_005843658.1 hypothetical protein CHLNCDRAFT_140026 [Chlorella variabilis]	KAI3424348.1 hypothetical protein D9Q98_009901 [Chlorella vulgaris]
OG0005639	XP_005843683.1 hypothetical protein CHLNCDRAFT_55036 [Chlorella variabilis]	KAI3424296.1 hypothetical protein D9Q98_009851 [Chlorella vulgaris]
OG0005640	XP_005852173.1 hypothetical protein CHLNCDRAFT_133360 [Chlorella variabilis]	KAI3429434.1 hypothetical protein D9Q98_005528 [Chlorella vulgaris]
OG0005641	XP_005843096.1 hypothetical protein CHLNCDRAFT_141501 [Chlorella variabilis]	KAI3424415.1 hypothetical protein D9Q98_009967 [Chlorella vulgaris]
OG0005642	XP_005844485.1 hypothetical protein CHLNCDRAFT_138826 [Chlorella variabilis]	KAI3430378.1 hypothetical protein D9Q98_004973 [Chlorella vulgaris]
OG0005643	XP_005844520.1 hypothetical protein CHLNCDRAFT_138911 [Chlorella variabilis]	KAI3430284.1 hypothetical protein D9Q98_004880 [Chlorella vulgaris]
OG0005644	XP_005848314.1 hypothetical protein CHLNCDRAFT_144976 [Chlorella variabilis], XP_005844598.1 hypothetical protein CHLNCDRAFT_138871 [Chlorella variabilis]	KAI3426338.1 hypothetical protein D9Q98_008711 [Chlorella vulgaris]
OG0005646	XP_005847738.1 hypothetical protein CHLNCDRAFT_133814 [Chlorella variabilis]	KAI3425772.1 hypothetical protein D9Q98_007747 [Chlorella vulgaris]
OG0005648	XP_005847568.1 hypothetical protein CHLNCDRAFT_57824 [Chlorella variabilis]	KAI3425773.1 hypothetical protein D9Q98_007748 [Chlorella vulgaris]
OG0005651	XP_005842908.1 hypothetical protein CHLNCDRAFT_33349 [Chlorella variabilis]	KAI3434395.1 hypothetical protein D9Q98_002473 [Chlorella vulgaris]
OG0005652	XP_005849614.1 hypothetical protein CHLNCDRAFT_57285 [Chlorella variabilis]	KAI3438721.1 hypothetical protein D9Q98_001141 [Chlorella vulgaris]
OG0005653	XP_005847994.1 hypothetical protein CHLNCDRAFT_57780 [Chlorella variabilis]	KAI3437663.1 hypothetical protein D9Q98_000113 [Chlorella vulgaris], KAI3437664.1 hypothetical protein D9Q98_000114 [Chlorella vulgaris]
OG0005654	XP_005847977.1 hypothetical protein CHLNCDRAFT_145477 [Chlorella variabilis]	KAI3437695.1 hypothetical protein D9Q98_000144 [Chlorella vulgaris]
OG0005655	XP_005847953.1 hypothetical protein CHLNCDRAFT_52093 [Chlorella variabilis]	KAI3437754.1 hypothetical protein D9Q98_000202 [Chlorella vulgaris]
OG0005656	XP_005848018.1 hypothetical protein CHLNCDRAFT_52198 [Chlorella variabilis]	KAI3437588.1 hypothetical protein D9Q98_000041 [Chlorella vulgaris]
OG0005657	XP_005848011.1 hypothetical protein CHLNCDRAFT_52181 [Chlorella variabilis]	KAI3437613.1 hypothetical protein D9Q98_000065 [Chlorella vulgaris]
OG0005659	XP_005844710.1 hypothetical protein CHLNCDRAFT_138665 [Chlorella variabilis]	KAI3430834.1 hypothetical protein D9Q98_009245 [Chlorella vulgaris]
OG0005660	XP_005844693.1 hypothetical protein CHLNCDRAFT_138616 [Chlorella variabilis]	KAI3430806.1 hypothetical protein D9Q98_009217 [Chlorella vulgaris]
OG0005661	XP_005844684.1 hypothetical protein CHLNCDRAFT_138591 [Chlorella variabilis]	KAI3430793.1 hypothetical protein D9Q98_009205 [Chlorella vulgaris]
OG0005662	XP_005842931.1 hypothetical protein CHLNCDRAFT_55534 [Chlorella variabilis]	KAI3430976.1 hypothetical protein D9Q98_009380 [Chlorella vulgaris]
OG0005663	XP_005844715.1 hypothetical protein CHLNCDRAFT_26644 [Chlorella variabilis]	KAI3430845.1 hypothetical protein D9Q98_009256 [Chlorella vulgaris]
OG0005664	XP_005844660.1 hypothetical protein CHLNCDRAFT_138540 [Chlorella variabilis]	KAI3430748.1 hypothetical protein D9Q98_009160 [Chlorella vulgaris]
OG0005665	XP_005844748.1 hypothetical protein CHLNCDRAFT_54272 [Chlorella variabilis]	KAI3430745.1 hypothetical protein D9Q98_009157 [Chlorella vulgaris]
OG0005666	XP_005843050.1 expressed protein [Chlorella variabilis]	KAI3423980.1 hypothetical protein D9Q98_009813 [Chlorella vulgaris]
OG0005667	XP_005846602.1 hypothetical protein CHLNCDRAFT_52961 [Chlorella variabilis]	KAI3423838.1 hypothetical protein D9Q98_009674 [Chlorella vulgaris]
OG0005668	XP_005846595.1 hypothetical protein CHLNCDRAFT_52945 [Chlorella variabilis]	KAI3423858.1 hypothetical protein D9Q98_009692 [Chlorella vulgaris]
OG0005669	XP_005846585.1 hypothetical protein CHLNCDRAFT_135151 [Chlorella variabilis]	KAI3423871.1 hypothetical protein D9Q98_009705 [Chlorella vulgaris]
OG0005670	XP_005843066.1 hypothetical protein CHLNCDRAFT_59365 [Chlorella variabilis]	KAI3423952.1 hypothetical protein D9Q98_009786 [Chlorella vulgaris]
OG0005671	XP_005846588.1 hypothetical protein CHLNCDRAFT_135155 [Chlorella variabilis]	KAI3423875.1 hypothetical protein D9Q98_009709 [Chlorella vulgaris]
