Orthogroup	Chlorella_Sorokiniana1602	Scenedesmus_PABB004
OG0004616	PRW59938.1 RNA 3 -terminal phosphate cyclase [Chlorella sorokiniana]	KAF8065648.1 hypothetical protein HT031_003249 [Scenedesmus sp. PABB004]
OG0004619	PRW60006.1 hypothetical protein C2E21_1645 [Chlorella sorokiniana]	KAF8058360.1 hypothetical protein HT031_005678 [Scenedesmus sp. PABB004]
OG0004620	PRW59545.1 Transmembrane and TPR repeat-containing [Chlorella sorokiniana]	KAF8071070.1 Tmtc4 [Scenedesmus sp. PABB004]
OG0004625	PRW45245.1 Mog1 DUF1795-like photosystem II reaction center family [Chlorella sorokiniana]	KAF8061996.1 hypothetical protein HT031_004256 [Scenedesmus sp. PABB004]
OG0004630	PRW51069.1 anamorsin-like protein [Chlorella sorokiniana]	KAF8068345.1 anamorsin-like protein [Scenedesmus sp. PABB004]
OG0004632	PRW55981.1 hypothetical protein C2E21_5081 [Chlorella sorokiniana]	KAF8056260.1 hypothetical protein HT031_006448 [Scenedesmus sp. PABB004]
OG0004635	PRW60588.1 Methylmalonyl- mitochondrial [Chlorella sorokiniana]	KAF8065605.1 mmcm-1 [Scenedesmus sp. PABB004]
OG0004636	PRW59163.1 Ribonuclease P subunit p29 [Chlorella sorokiniana]	KAF8072966.1 POP4 [Scenedesmus sp. PABB004]
OG0004638	PRW59823.1 cyclin-dependent kinase 20 isoform X1 [Chlorella sorokiniana]	KAF8072824.1 CDKF-1 [Scenedesmus sp. PABB004]
OG0004640	PRW56415.1 30S ribosomal chloroplastic [Chlorella sorokiniana]	KAF8072781.1 RPS20 [Scenedesmus sp. PABB004]
OG0004641	PRW59420.1 putative signal peptidase complex subunit 2 [Chlorella sorokiniana]	KAF8071279.1 signal peptidase complex subunit 2 [Scenedesmus sp. PABB004]
OG0004644	PRW59229.1 Small nuclear ribonucleo Sm D3 [Chlorella sorokiniana]	KAF8061919.1 SMD3B [Scenedesmus sp. PABB004]
OG0004645	PRW33275.1 thioesterase superfamily [Chlorella sorokiniana]	KAF8072597.1 hypothetical protein HT031_000257 [Scenedesmus sp. PABB004]
OG0004647	PRW33239.1 39S ribosomal mitochondrial [Chlorella sorokiniana]	KAF8057283.1 hypothetical protein HT031_006091 [Scenedesmus sp. PABB004]
OG0004650	PRW58686.1 kish-like [Chlorella sorokiniana]	KAF8064498.1 TMEM167A [Scenedesmus sp. PABB004]
OG0004659	PRW34098.1 rhodanese-like domain-containing chloroplastic [Chlorella sorokiniana]	KAF8066281.1 STR11 [Scenedesmus sp. PABB004]
OG0004662	PRW34077.1 MAP kinase phosphatase 6 [Chlorella sorokiniana]	KAF8057292.1 jmjd4 [Scenedesmus sp. PABB004]
OG0004667	PRW45331.1 deSI [Chlorella sorokiniana]	KAF8062009.1 Desi1 [Scenedesmus sp. PABB004]
OG0004669	PRW57797.1 mitochondrial import inner membrane translocase subunit Tim9 [Chlorella sorokiniana]	KAF8065645.1 TIM9 [Scenedesmus sp. PABB004]
OG0004674	PRW58024.1 WD repeat-containing 53 [Chlorella sorokiniana]	KAF8061366.1 hypothetical protein HT031_004457 [Scenedesmus sp. PABB004]
OG0004675	PRW59257.1 30S ribosomal S21 [Chlorella sorokiniana]	KAF8073168.1 rpsU [Scenedesmus sp. PABB004]
OG0004685	PRW44562.1 nuclear pore complex NUP43 [Chlorella sorokiniana]	KAF8071084.1 NUP43 [Scenedesmus sp. PABB004]
OG0004688	PRW34078.1 cupin superfamily subfamily [Chlorella sorokiniana]	KAF8067273.1 Telo2 [Scenedesmus sp. PABB004]
OG0004690	PRW59187.1 phosphatase 1 regulatory subunit SDS22 [Chlorella sorokiniana]	KAF8072374.1 LRRC72 [Scenedesmus sp. PABB004]
OG0004693	PRW32658.1 mitochondrial arginine transporter BAC1 isoform X2 [Chlorella sorokiniana]	KAF8062934.1 hypothetical protein HT031_003773 [Scenedesmus sp. PABB004]
OG0004694	PRW33285.1 prolyl-tRNA synthetase [Chlorella sorokiniana]	KAF8060054.1 hypothetical protein HT031_004993 [Scenedesmus sp. PABB004]
OG0004695	PRW44270.1 hypothetical protein C2E21_6501 [Chlorella sorokiniana]	KAF8056233.1 infB [Scenedesmus sp. PABB004]
OG0004697	PRW59219.1 ATP-binding cassette sub-family D member 4 isoform X1 [Chlorella sorokiniana]	KAF8072481.1 Abcd4 [Scenedesmus sp. PABB004]
OG0004698	PRW32598.1 proteasome subunit alpha type-1-B-like isoform A [Chlorella sorokiniana], PRW32597.1 proteasome subunit alpha type-1-B-like isoform B [Chlorella sorokiniana]	KAF8062051.1 PAF2 [Scenedesmus sp. PABB004]
OG0004700	PRW57344.1 hypothetical protein C2E21_4029 [Chlorella sorokiniana]	KAF8058071.1 FAM136A [Scenedesmus sp. PABB004]
OG0004711	PRW56423.1 nitrogen fixation nifu [Chlorella sorokiniana]	KAF8055824.1 ISU1 [Scenedesmus sp. PABB004]
OG0004713	PRW61519.1 Methylmalonic aciduria type A mitochondrial [Chlorella sorokiniana]	KAF8071071.1 hypothetical protein HT031_001153 [Scenedesmus sp. PABB004]
OG0004718	PRW56504.1 actin-related 7 [Chlorella sorokiniana]	KAF8059415.1 ARP7 [Scenedesmus sp. PABB004]
OG0004722	PRW33037.1 RNA-binding EIF1AD [Chlorella sorokiniana]	KAF8062740.1 eif1ad [Scenedesmus sp. PABB004]
OG0004725	PRW61599.1 mitochondrial import inner membrane translocase subunit TIM22-2-like [Chlorella sorokiniana]	KAF8057750.1 TIM22-2 [Scenedesmus sp. PABB004]
OG0004728	PRW34100.1 Sec-independent translocase chloroplastic [Chlorella sorokiniana]	KAF8061999.1 hypothetical protein HT031_004259 [Scenedesmus sp. PABB004]
OG0004735	PRW44382.1 Histone-lysine N-methyltransferase setd3 [Chlorella sorokiniana]	KAF8070869.1 SDG40 [Scenedesmus sp. PABB004]
OG0004740	PRW39332.1 non-ribosomal peptide synthetase [Chlorella sorokiniana]	KAF8071276.1 hypothetical protein HT031_001359 [Scenedesmus sp. PABB004]
OG0004747	PRW56877.1 deoxyribonuclease tatdn3-A [Chlorella sorokiniana]	KAF8063711.1 scn1 [Scenedesmus sp. PABB004]
OG0004748	PRW58077.1 classes I and II [Chlorella sorokiniana]	KAF8060622.1 vioD [Scenedesmus sp. PABB004]
OG0004749	PRW57050.1 pre-mRNA-processing 40C [Chlorella sorokiniana]	KAF8068200.1 PRP40C [Scenedesmus sp. PABB004]
OG0004751	PRW57581.1 O-acetyl-ADP-ribose deacetylase MACROD2 [Chlorella sorokiniana]	KAF8068244.1 macro domain-containing protein [Scenedesmus sp. PABB004]
OG0004752	PRW58656.1 vacuolar sorting-associated 2-like protein 3 [Chlorella sorokiniana]	KAF8069465.1 VPS2.3 [Scenedesmus sp. PABB004]
OG0004755	PRW61247.1 dual-specificity tyrosine-_Y_-phosphorylation regulated kinase [Chlorella sorokiniana]	KAF8057882.1 Dyrk2 [Scenedesmus sp. PABB004]
OG0004761	PRW20577.1 Origin recognition complex subunit 2 [Chlorella sorokiniana]	KAF8061324.1 DNApol-iota [Scenedesmus sp. PABB004]
OG0004762	PRW44559.1 petal death [Chlorella sorokiniana]	KAF8057118.1 Dml [Scenedesmus sp. PABB004]
OG0004766	PRW61266.1 DNAJ heat shock N-terminal domain-containing [Chlorella sorokiniana]	KAF8065834.1 P58IPK [Scenedesmus sp. PABB004]
OG0004770	PRW50786.1 DGCR14 [Chlorella sorokiniana]	KAF8069537.1 Ess2 [Scenedesmus sp. PABB004]
OG0004774	PRW58857.1 DNA replication ATP-dependent helicase dna2 [Chlorella sorokiniana]	KAF8073137.1 JHS1 [Scenedesmus sp. PABB004]
OG0004781	PRW56514.1 mediator of RNA polymerase II transcription subunit 27 [Chlorella sorokiniana]	KAF8073161.1 MED27 [Scenedesmus sp. PABB004]
OG0004784	PRW60584.1 NADH-ubiquinone oxidoreductase kDa subunit-like [Chlorella sorokiniana]	KAF8058853.1 hypothetical protein HT031_005421 [Scenedesmus sp. PABB004]
OG0004785	PRW56975.1 RTF2-like protein isoform X2 [Chlorella sorokiniana]	KAF8062944.1 rtf2 [Scenedesmus sp. PABB004]
OG0004787	PRW61085.1 UPF0690 C1orf52-like protein [Chlorella sorokiniana]	KAF8063084.1 hypothetical protein HT031_003923 [Scenedesmus sp. PABB004]
OG0004790	PRW60268.1 cleavage and polyadenylation specificity factor subunit 2 [Chlorella sorokiniana]	KAF8058858.1 Cpsf2 [Scenedesmus sp. PABB004]
OG0004792	PRW55996.1 AP2-like ethylene-responsive transcription factor ANT [Chlorella sorokiniana]	KAF8058110.1 hypothetical protein HT031_005770 [Scenedesmus sp. PABB004]
OG0004795	PRW60174.1 D111 G-patch domain-containing family [Chlorella sorokiniana]	KAF8068282.1 hypothetical protein HT031_001969 [Scenedesmus sp. PABB004]
OG0004800	PRW56644.1 lysophospholipid acyltransferase 1-like [Chlorella sorokiniana]	KAF8073163.1 LPLAT1 [Scenedesmus sp. PABB004]
OG0004804	PRW60773.1 Mitochondrial transcription termination factor family isoform 2 [Chlorella sorokiniana]	KAF8071096.1 hypothetical protein HT031_001178 [Scenedesmus sp. PABB004]
OG0004806	PRW60683.1 ycf3-interacting chloroplastic isoform X1 [Chlorella sorokiniana]	KAF8065950.1 Ycf3-interacting protein 1 [Scenedesmus sp. PABB004]
OG0004809	PRW44869.1 Host cell factor 1 [Chlorella sorokiniana]	KAF8069491.1 hypothetical protein HT031_001607 [Scenedesmus sp. PABB004]
OG0004815	PRW20445.1 L-lysine 6-monooxygenase [Chlorella sorokiniana]	KAF8064676.1 hypothetical protein HT031_003478 [Scenedesmus sp. PABB004]
OG0004817	PRW44342.1 serine threonine- phosphatase 5-like [Chlorella sorokiniana]	KAF8063021.1 PAPP5 [Scenedesmus sp. PABB004]
OG0004820	PRW56908.1 Haloacid dehalogenase-like hydrolase superfamily isoform 1 [Chlorella sorokiniana]	KAF8061989.1 FHY1 [Scenedesmus sp. PABB004]
OG0004824	PRW45564.1 Fe-S assembly co-chaperone [Chlorella sorokiniana]	KAF8065471.1 hypothetical protein HT031_003072 [Scenedesmus sp. PABB004]
OG0004830	PRW58970.1 RIB43A-like with coiled-coils 1 isoform X2 [Chlorella sorokiniana]	KAF8067303.1 RIBC2 [Scenedesmus sp. PABB004]
OG0004834	PRW33637.1 SAM-dependent methyltransferase [Chlorella sorokiniana]	KAF8056460.1 Mettl26 [Scenedesmus sp. PABB004]
OG0004840	PRW58611.1 hypothetical protein C2E21_2926 [Chlorella sorokiniana]	KAF8069693.1 hypothetical protein HT031_001810 [Scenedesmus sp. PABB004]
OG0004846	PRW56510.1 NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit mitochondrial [Chlorella sorokiniana]	KAF8065542.1 hypothetical protein HT031_003143 [Scenedesmus sp. PABB004]
OG0004847	PRW60506.1 30S ribosomal S16 [Chlorella sorokiniana]	KAF8067112.1 RPS16-2 [Scenedesmus sp. PABB004]
OG0004850	PRW33150.1 diguanylate cyclase [Chlorella sorokiniana]	KAF8068289.1 gafA [Scenedesmus sp. PABB004]
OG0004853	PRW20166.1 lysine-specific histone demethylase 1-like protein 1 [Chlorella sorokiniana]	KAF8071100.1 hypothetical protein HT031_001182 [Scenedesmus sp. PABB004]
OG0004856	PRW60269.1 methionine synthase reductase [Chlorella sorokiniana]	KAF8068236.1 hypothetical protein HT031_001922 [Scenedesmus sp. PABB004]
OG0004861	PRW58263.1 CDT1 chloroplastic [Chlorella sorokiniana]	KAF8072991.1 hypothetical protein HT031_000651 [Scenedesmus sp. PABB004]
OG0004867	PRW58784.1 ribulose-1_5 bisphosphate carboxylase oxygenase large subunit N- chloroplastic isoform X1 [Chlorella sorokiniana]	KAF8057262.1 SETD3 [Scenedesmus sp. PABB004]
OG0004868	PRW58183.1 ubiquitin-conjugating enzyme E2 27 [Chlorella sorokiniana]	KAF8061973.1 UBC27 [Scenedesmus sp. PABB004]
OG0004869	PRW44933.1 hypothetical protein C2E21_6249 [Chlorella sorokiniana]	KAF8060296.1 hypothetical protein HT031_004831 [Scenedesmus sp. PABB004]
OG0004871	PRW33817.1 putative pyridoxal 5 -phosphate synthase subunit PDX2 [Chlorella sorokiniana]	KAF8063853.1 PDX2 [Scenedesmus sp. PABB004]
OG0004872	PRW58426.1 Nudix hydrolase chloroplastic [Chlorella sorokiniana]	KAF8069510.1 NUDT19 [Scenedesmus sp. PABB004]
OG0004875	PRW44871.1 gamma-secretase subunit APH1-like [Chlorella sorokiniana]	KAF8055832.1 gamma-secretase subunit APH1-like [Scenedesmus sp. PABB004]
OG0004878	PRW33788.1 membrane magnesium transporter [Chlorella sorokiniana]	KAF8067214.1 magnesium transporter [Scenedesmus sp. PABB004]
OG0004882	PRW58313.1 high mobility group [Chlorella sorokiniana]	KAF8071173.1 hypothetical protein HT031_001255 [Scenedesmus sp. PABB004]
OG0004887	PRW20597.1 threonine--tRNA chloroplastic mitochondrial 2 [Chlorella sorokiniana]	KAF8073257.1 Threonine--tRNA ligase [Scenedesmus sp. PABB004]
OG0004889	PRW32963.1 pyruvate phosphate dikinase [Chlorella sorokiniana]	KAF8067135.1 hypothetical protein HT031_002182 [Scenedesmus sp. PABB004]
OG0004890	PRW33998.1 Kinesin-related 11 [Chlorella sorokiniana]	KAF8056854.1 KIN7D [Scenedesmus sp. PABB004]
OG0004894	PRW50798.1 chloroplast ATP synthase subunit delta precursor [Chlorella sorokiniana]	KAF8073221.1 hypothetical protein HT031_000882 [Scenedesmus sp. PABB004]
OG0004895	PRW61388.1 SUMO-activating enzyme subunit 2 [Chlorella sorokiniana]	KAF8067377.1 Spag1 [Scenedesmus sp. PABB004]
OG0004897	PRW57173.1 Callose synthase 5 [Chlorella sorokiniana]	KAF8059160.1 CALS7 [Scenedesmus sp. PABB004], KAF8059158.1 CALS3 [Scenedesmus sp. PABB004]
OG0004899	PRW61260.1 atp-dependent protease subunit [Chlorella sorokiniana]	KAF8060082.1 hslV [Scenedesmus sp. PABB004]
OG0004905	PRW57620.1 CHR family transporter_ chromate ion [Chlorella sorokiniana]	KAF8062073.1 srpC [Scenedesmus sp. PABB004]
OG0004907	PRW57041.1 haloacid dehalogenase [Chlorella sorokiniana]	KAF8056466.1 hypothetical protein HT031_006323 [Scenedesmus sp. PABB004]
OG0004908	PRW57453.1 Whirly transcription factor [Chlorella sorokiniana]	KAF8069549.1 WHY1 [Scenedesmus sp. PABB004]
OG0004914	PRW57605.1 phosphatase 2C 21 [Chlorella sorokiniana]	KAF8062069.1 HCF173 [Scenedesmus sp. PABB004]
OG0004915	PRW61272.1 rRNA-processing fcf2-like [Chlorella sorokiniana]	KAF8058130.1 Dnttip2 [Scenedesmus sp. PABB004]
OG0004918	PRW59539.1 hypothetical protein C2E21_1390 [Chlorella sorokiniana]	KAF8060025.1 hypothetical protein HT031_004963 [Scenedesmus sp. PABB004]
OG0004921	PRW58902.1 pirin domain-containing [Chlorella sorokiniana]	KAF8069394.1 quercetin 2_3-dioxygenase [Scenedesmus sp. PABB004]
OG0004924	PRW58222.1 3-oxoacyl-ACP reductase [Chlorella sorokiniana]	KAF8065473.1 fabG [Scenedesmus sp. PABB004]
OG0004930	PRW59283.1 putative plastid-lipid-associated chloroplastic isoform A [Chlorella sorokiniana], PRW59284.1 putative plastid-lipid-associated chloroplastic isoform B [Chlorella sorokiniana]	KAF8064497.1 PAP8 [Scenedesmus sp. PABB004]
OG0004936	PRW57850.1 RNA-binding RBM5 and related containing G-patch and RRM domains _ISS_ [Chlorella sorokiniana]	KAF8069554.1 PTRH2 [Scenedesmus sp. PABB004]
OG0004937	PRW60788.1 exosome complex component RRP45A-like isoform X1 [Chlorella sorokiniana]	KAF8067289.1 RRP45A [Scenedesmus sp. PABB004]
OG0004947	PRW05759.1 phospholipid glycerol acyltransferase family [Chlorella sorokiniana]	KAF8067215.1 N-acylphosphatidylethanolamine synthase [Scenedesmus sp. PABB004]
OG0004950	PRW05906.1 hemK methyltransferase family member 2 [Chlorella sorokiniana]	KAF8060464.1 N6a [Scenedesmus sp. PABB004]
OG0004952	PRW05948.1 UPF0136 membrane protein [Chlorella sorokiniana]	KAF8071379.1 FAX5 [Scenedesmus sp. PABB004]
OG0004953	PRW18310.1 hypothetical protein C2E21_9330 [Chlorella sorokiniana]	KAF8058125.1 SPBPB2B2.09c [Scenedesmus sp. PABB004]
OG0004954	PRW18377.1 Interferon-induced 44 family [Chlorella sorokiniana]	KAF8055994.1 hypothetical protein HT031_006515 [Scenedesmus sp. PABB004]
OG0004956	PRW20214.1 protease Do-like 7 [Chlorella sorokiniana]	KAF8064514.1 DEGP7 [Scenedesmus sp. PABB004]
OG0004957	PRW20260.1 IQ and AAA domain-containing 1 [Chlorella sorokiniana]	KAF8057241.1 DRC11 [Scenedesmus sp. PABB004]
OG0004958	PRW20286.1 BRCA1 C Terminus _BRCT_ domain containing [Chlorella sorokiniana]	KAF8067348.1 hypothetical protein HT031_002396 [Scenedesmus sp. PABB004]
OG0004961	PRW20602.1 pumilio-like protein 23 [Chlorella sorokiniana]	KAF8071372.1 APUM23 [Scenedesmus sp. PABB004]
OG0004962	PRW20655.1 peroxisome biogenesis 19-1-like [Chlorella sorokiniana]	KAF8072909.1 PEX19-2 [Scenedesmus sp. PABB004]
OG0004966	PRW20915.1 RNA pseudouridine synthase [Chlorella sorokiniana]	KAF8065660.1 RNA pseudouridine synthase [Scenedesmus sp. PABB004]
OG0004967	PRW20931.1 Golgi-localized GRIP domain-containing [Chlorella sorokiniana]	KAF8055320.1 hypothetical protein HT031_006775 [Scenedesmus sp. PABB004]
OG0004968	PRW20973.1 ADP-ribosylation factor GTPase-activating AGD3-like [Chlorella sorokiniana]	KAF8057111.1 AGD4 [Scenedesmus sp. PABB004]
OG0004970	PRW20988.1 ubiquinone biosynthesis [Chlorella sorokiniana]	KAF8062656.1 coq7 [Scenedesmus sp. PABB004]
OG0004971	PRW21092.1 intraflagellar transport 46-like protein [Chlorella sorokiniana]	KAF8062670.1 IFT46 [Scenedesmus sp. PABB004]
OG0004974	PRW32592.1 4-toluene sulfonate uptake permease [Chlorella sorokiniana], PRW45493.1 4-toluene sulfonate uptake permease [Chlorella sorokiniana]	KAF8062675.1 hypothetical protein HT031_004004 [Scenedesmus sp. PABB004]
OG0004975	PRW32629.1 [PII] uridylyltransferase [Chlorella sorokiniana]	KAF8060361.1 hypothetical protein HT031_004897 [Scenedesmus sp. PABB004]
OG0004978	PRW32929.1 sulfur stress regulator [Chlorella sorokiniana]	KAF8064517.1 AKR2A [Scenedesmus sp. PABB004]
OG0004979	PRW33039.1 domain-containing 4 [Chlorella sorokiniana]	KAF8064524.1 PPD4 [Scenedesmus sp. PABB004]
OG0004980	PRW33089.1 4-alpha-glucanotransferase DPE2 [Chlorella sorokiniana]	KAF8061918.1 DPE2 [Scenedesmus sp. PABB004]
OG0004983	PRW33319.1 transcription initiation factor TFIID subunit 12 isoform X2 [Chlorella sorokiniana]	KAF8071186.1 TAF12 [Scenedesmus sp. PABB004]
OG0004984	PRW33327.1 F-box protein [Chlorella sorokiniana]	KAF8068302.1 F-box protein [Scenedesmus sp. PABB004]
OG0004985	PRW33334.1 dual specificity phosphatase [Chlorella sorokiniana]	KAF8067180.1 hypothetical protein HT031_002227 [Scenedesmus sp. PABB004], KAF8067177.1 hypothetical protein HT031_002224 [Scenedesmus sp. PABB004]
OG0004986	PRW33526.1 hypothetical protein C2E21_7498 [Chlorella sorokiniana]	KAF8072697.1 hypothetical protein HT031_000357 [Scenedesmus sp. PABB004]
OG0004988	PRW33548.1 alpha-ketoglutarate-dependent dioxygenase alkB-like protein 6 [Chlorella sorokiniana]	KAF8055731.1 Alkbh6 [Scenedesmus sp. PABB004]
OG0004989	PRW33550.1 lumen targeted [Chlorella sorokiniana]	KAF8063737.1 PPD5 [Scenedesmus sp. PABB004]
OG0004990	PRW33561.1 mediator of RNA polymerase II transcription subunit 10b [Chlorella sorokiniana]	KAF8056022.1 MED10B [Scenedesmus sp. PABB004]
OG0004991	PRW33652.1 malic enzyme [Chlorella sorokiniana]	KAF8072739.1 NAD-ME2 [Scenedesmus sp. PABB004]
OG0004992	PRW33681.1 cyclopropane-fatty-acyl-phospholipid synthase [Chlorella sorokiniana]	KAF8068348.1 _S_-coclaurine N-methyltransferase [Scenedesmus sp. PABB004]
OG0004993	PRW33745.1 tetratricopeptide repeat [Chlorella sorokiniana]	KAF8058126.1 hypothetical protein HT031_005786 [Scenedesmus sp. PABB004]
OG0004995	PRW33870.1 ribosome-binding factor A [Chlorella sorokiniana], PRW33786.1 Autophagy-related 9 [Chlorella sorokiniana]	KAF8061138.1 hypothetical protein HT031_004599 [Scenedesmus sp. PABB004]
OG0004997	PRW33846.1 glyco endo-alpha-1_2-mannosidase [Chlorella sorokiniana]	KAF8071185.1 Manea [Scenedesmus sp. PABB004]
OG0004998	PRW33848.1 CHAPERONE-LIKE PROTEIN OF chloroplastic [Chlorella sorokiniana]	KAF8067219.1 hypothetical protein HT031_002266 [Scenedesmus sp. PABB004]
OG0005000	PRW34033.1 NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 2-like [Chlorella sorokiniana]	KAF8056241.1 hypothetical protein HT031_006429 [Scenedesmus sp. PABB004]
OG0005001	PRW34044.1 cell division cycle 123-like protein [Chlorella sorokiniana]	KAF8071097.1 cdc123 [Scenedesmus sp. PABB004]
OG0005002	PRW39116.1 Transmembrane 97 [Chlorella sorokiniana]	KAF8061061.1 tmem97 [Scenedesmus sp. PABB004]
OG0005003	PRW39191.1 phosphoenolpyruvate carboxylase 4 [Chlorella sorokiniana]	KAF8073001.1 Ppc2 [Scenedesmus sp. PABB004]
OG0005005	PRW39239.1 Golgin candidate 1 [Chlorella sorokiniana]	KAF8073078.1 GC1 [Scenedesmus sp. PABB004]
OG0005006	PRW39256.1 phosphatase 2C 22 [Chlorella sorokiniana]	KAF8057943.1 hypothetical protein HT031_005889 [Scenedesmus sp. PABB004]
OG0005007	PRW39304.1 Glycerol uptake facilitator [Chlorella sorokiniana]	KAF8068190.1 Atad5 [Scenedesmus sp. PABB004]
OG0005008	PRW39396.1 S-adenosyl-L-methionine-dependent methyltransferase [Chlorella sorokiniana]	KAF8060503.1 Mettl20 [Scenedesmus sp. PABB004]
OG0005009	PRW44279.1 photosystem II [Chlorella sorokiniana]	KAF8060329.1 RPL44 [Scenedesmus sp. PABB004]
OG0005012	PRW44395.1 putative voltage-gated potassium channel subunit beta [Chlorella sorokiniana]	KAF8073117.1 KAB1 [Scenedesmus sp. PABB004]
OG0005013	PRW44426.1 Nuclear transport factor 2 [Chlorella sorokiniana]	KAF8071157.1 NTF2A [Scenedesmus sp. PABB004]
OG0005014	PRW44445.1 gonidia-specific protein [Chlorella sorokiniana]	KAF8055921.1 STR16 [Scenedesmus sp. PABB004]
OG0005018	PRW45001.1 GTPase Der [Chlorella sorokiniana]	KAF8067139.1 der [Scenedesmus sp. PABB004]
OG0005019	PRW45018.1 CLK4-associating serine arginine rich isoform X2 [Chlorella sorokiniana]	KAF8069400.1 Clasrp [Scenedesmus sp. PABB004]
OG0005020	PRW45054.1 IQ and ubiquitin-like domain-containing isoform A [Chlorella sorokiniana], PRW45055.1 IQ and ubiquitin-like domain-containing isoform B [Chlorella sorokiniana]	KAF8069486.1 Iqub [Scenedesmus sp. PABB004]
OG0005021	PRW45057.1 E3 ubiquitin- ligase UPL6 [Chlorella sorokiniana]	KAF8071258.1 UPL6 [Scenedesmus sp. PABB004]
OG0005023	PRW45088.1 Neurochondrin family isoform 2 [Chlorella sorokiniana]	KAF8071112.1 hypothetical protein HT031_001194 [Scenedesmus sp. PABB004]
OG0005025	PRW45107.1 thylakoid lumen [Chlorella sorokiniana]	KAF8063708.1 TL17 [Scenedesmus sp. PABB004]
OG0005026	PRW45114.1 rhodanese-like domain-containing 6 isoform X1 [Chlorella sorokiniana]	KAF8055651.1 STR6 [Scenedesmus sp. PABB004]
OG0005027	PRW45155.1 DNA mismatch repair MLH3 isoform X2 [Chlorella sorokiniana]	KAF8060079.1 MLH3 [Scenedesmus sp. PABB004]
OG0005028	PRW45157.1 Palmitoyl- thioesterase 1 [Chlorella sorokiniana]	KAF8055741.1 ppt-1 [Scenedesmus sp. PABB004]
OG0005029	PRW45164.1 peptidase M16 [Chlorella sorokiniana]	KAF8065484.1 zinc protease [Scenedesmus sp. PABB004]
OG0005030	PRW60810.1 hypothetical protein C2E21_1001 [Chlorella sorokiniana], PRW45165.1 Serine palmitoyltransferase 2 [Chlorella sorokiniana]	KAF8055665.1 hypothetical protein HT031_006687 [Scenedesmus sp. PABB004]
OG0005031	PRW45179.1 lactation elevated 1 [Chlorella sorokiniana]	KAF8066413.1 AFG1L [Scenedesmus sp. PABB004]
OG0005032	PRW45191.1 hypothetical protein C2E21_6279 [Chlorella sorokiniana]	KAF8062810.1 hypothetical protein HT031_004140 [Scenedesmus sp. PABB004]
OG0005034	PRW45236.1 DNA-directed RNA polymerase I subunit rpa43 isoform X1 [Chlorella sorokiniana]	KAF8069654.1 Histone H2A-IV [Scenedesmus sp. PABB004]
OG0005036	PRW45338.1 hypothetical protein C2E21_5759 [Chlorella sorokiniana]	KAF8068443.1 PSA2 [Scenedesmus sp. PABB004]
OG0005037	PRW45346.1 hypothetical protein C2E21_6023 [Chlorella sorokiniana]	KAF8072648.1 Glutaredoxin [Scenedesmus sp. PABB004]
OG0005038	PRW45426.1 amidase signature enzyme [Chlorella sorokiniana]	KAF8056384.1 hypothetical protein HT031_006384 [Scenedesmus sp. PABB004]
OG0005039	PRW45434.1 Iron-sulfur assembly -like mitochondrial [Chlorella sorokiniana]	KAF8055739.1 iron-sulfur assembly protein IscA-like protein 2 [Scenedesmus sp. PABB004]
OG0005040	PRW45453.1 isoform 1 [Chlorella sorokiniana]	KAF8069698.1 gpkow [Scenedesmus sp. PABB004]
OG0005042	PRW45495.1 Ubiquitin carboxyl-terminal hydrolase isozyme L5 [Chlorella sorokiniana]	KAF8072605.1 UCH2 [Scenedesmus sp. PABB004]
OG0005044	PRW45544.1 amidase [Chlorella sorokiniana]	KAF8058363.1 AMI1 [Scenedesmus sp. PABB004]
OG0005046	PRW45613.1 rab s geranylgeranyltransferase component A 2 [Chlorella sorokiniana]	KAF8067294.1 hypothetical protein HT031_002342 [Scenedesmus sp. PABB004]
OG0005047	PRW45633.1 hypothetical protein C2E21_5777 [Chlorella sorokiniana]	KAF8055749.1 METTL21A [Scenedesmus sp. PABB004]
OG0005048	PRW45646.1 OTU domain-containing protein isoform X1 [Chlorella sorokiniana]	KAF8072771.1 OTU9 [Scenedesmus sp. PABB004]
OG0005052	PRW50777.1 poly_a_ polymerase [Chlorella sorokiniana]	KAF8066406.1 Trf4-1 [Scenedesmus sp. PABB004]
OG0005053	PRW50792.1 peptidyl-prolyl cis-trans isomerase CYP18-1 [Chlorella sorokiniana]	KAF8068365.1 CYP18-1 [Scenedesmus sp. PABB004]
OG0005057	PRW50928.1 Fe-S oxidoreductase [Chlorella sorokiniana]	KAF8065759.1 hypothetical protein HT031_002819 [Scenedesmus sp. PABB004]
OG0005060	PRW51049.1 conserved oligomeric Golgi complex subunit 2 [Chlorella sorokiniana]	KAF8069609.1 COG2 [Scenedesmus sp. PABB004]
OG0005063	PRW51172.1 mitochondrial substrate carrier family ucpB-like [Chlorella sorokiniana]	KAF8070881.1 nphp4 [Scenedesmus sp. PABB004]
OG0005064	PRW51179.1 hypothetical protein C2E21_5649 [Chlorella sorokiniana]	KAF8069411.1 hypothetical protein HT031_001526 [Scenedesmus sp. PABB004]
OG0005066	PRW55973.1 WD40 subgroup [Chlorella sorokiniana]	KAF8071090.1 hypothetical protein HT031_001172 [Scenedesmus sp. PABB004]
