Orthogroup	Chlorella_Sorokiniana1602	Micractinium_SAG24180
OG0006054	PRW44576.1 1 domain-containing [Chlorella sorokiniana]	PSC69926.1 1 domain-containing [Micractinium conductrix]
OG0006058	PRW56100.1 rho GTPase-activating 4 isoform X3 [Chlorella sorokiniana]	PSC69082.1 rho GTPase-activating 4 isoform X2 [Micractinium conductrix]
OG0006060	PRW20348.1 sec-independent translocase -like [Chlorella sorokiniana]	PSC74359.1 sec-independent translocase [Micractinium conductrix]
OG0006061	PRW20386.1 oxysterol-binding -related 5 isoform X2 [Chlorella sorokiniana]	PSC74651.1 oxysterol-binding -related 8 isoform X6 [Micractinium conductrix]
OG0006063	PRW45200.1 fatty acid desaturase [Chlorella sorokiniana]	PSC70386.1 fatty acid desaturase [Micractinium conductrix]
OG0006065	PRW60794.1 subfamily B member 4 [Chlorella sorokiniana]	PSC69372.1 dnaJ-like protein subfamily B member 13-like [Micractinium conductrix]
OG0006066	PRW60482.1 malate dehydrogenase [Chlorella sorokiniana]	PSC68963.1 malate dehydrogenase [Micractinium conductrix]
OG0006067	PRW60106.1 phosphatidylinositol-glycan biosynthesis class X -like [Chlorella sorokiniana]	PSC76696.1 acetylcholinesterase precursor [Micractinium conductrix]
OG0006068	PRW45247.1 Rieske domain-containing [Chlorella sorokiniana]	PSC70322.1 Rieske domain-containing [Micractinium conductrix]
OG0006069	PRW50876.1 hypothetical protein C2E21_5684 [Chlorella sorokiniana]	PSC69794.1 hypothetical protein C2E20_6708 [Micractinium conductrix]
OG0006071	PRW20217.1 hypothetical protein C2E21_9130 [Chlorella sorokiniana]	PSC70658.1 hypothetical protein C2E20_5801 isoform A [Micractinium conductrix], PSC70659.1 hypothetical protein C2E20_5801 isoform B [Micractinium conductrix]
OG0006073	PRW20174.1 hypothetical protein C2E21_9131 [Chlorella sorokiniana]	PSC70662.1 Cobalt-zinc-cadmium resistance [Micractinium conductrix]
OG0006074	PRW60096.1 hypothetical protein C2E21_1936 [Chlorella sorokiniana]	PSC73079.1 hypothetical protein C2E20_3576 [Micractinium conductrix]
OG0006075	PRW59511.1 hypothetical protein C2E21_1411 [Chlorella sorokiniana]	PSC69668.1 hypothetical protein C2E20_6895 [Micractinium conductrix]
OG0006077	PRW59625.1 origin recognition complex subunit 6 [Chlorella sorokiniana]	PSC69652.1 Origin recognition complex subunit 6 [Micractinium conductrix]
OG0006078	PRW59675.1 Elicitor-responsive [Chlorella sorokiniana]	PSC69691.1 serine threonine kinase [Micractinium conductrix]
OG0006080	PRW32670.1 ankyrin repeat family [Chlorella sorokiniana]	PSC68664.1 ankyrin repeat family [Micractinium conductrix]
OG0006082	PRW20933.1 Fructose-1-phosphate phosphatase [Chlorella sorokiniana]	PSC69561.1 Fructose-1-phosphate phosphatase [Micractinium conductrix]
OG0006085	PRW39282.1 hypothetical protein C2E21_6874 [Chlorella sorokiniana]	PSC73350.1 hypothetical protein C2E20_3525 [Micractinium conductrix]
OG0006087	PRW58295.1 Major facilitator superfamily domain-containing 6 [Chlorella sorokiniana]	PSC76656.1 major facilitator superfamily domain-containing 6-like [Micractinium conductrix], PSC76838.1 Major facilitator superfamily domain-containing 6 [Micractinium conductrix]
OG0006090	PRW20200.1 phosphatase 2C 12 [Chlorella sorokiniana]	PSC68254.1 putative phosphatase 2C 72 [Micractinium conductrix]
OG0006092	PRW32838.1 basic leucine zipper 9-like isoform X1 [Chlorella sorokiniana]	PSC74847.1 hypothetical protein C2E20_1940 [Micractinium conductrix], PSC75130.1 hypothetical protein C2E20_1730 [Micractinium conductrix]
OG0006093	PRW34091.1 urea ABC transporter permease subunit [Chlorella sorokiniana]	PSC76018.1 hypothetical protein C2E20_0926 [Micractinium conductrix]
OG0006094	PRW05779.1 zinc finger 364 [Chlorella sorokiniana]	PSC67639.1 hypothetical protein C2E20_8719 [Micractinium conductrix]
OG0006095	PRW33983.1 Acyl-coenzyme A oxidase 2 [Chlorella sorokiniana]	PSC76312.1 DUF3099 domain-containing [Micractinium conductrix]
OG0006096	PRW32536.1 WD40 repeat isoform A [Chlorella sorokiniana], PRW32537.1 WD40 repeat isoform B [Chlorella sorokiniana]	PSC72719.1 WD40 repeat-containing [Micractinium conductrix]
OG0006097	PRW33687.1 beta1_4-galactosyltransferase 7 [Chlorella sorokiniana]	PSC74850.1 beta1_4-galactosyltransferase 7 [Micractinium conductrix]
OG0006099	PRW57636.1 hypothetical protein C2E21_3708 [Chlorella sorokiniana]	PSC74737.1 hypothetical protein C2E20_2182 [Micractinium conductrix]
OG0006101	PRW59555.1 NTP pyrophosphohydrolase [Chlorella sorokiniana]	PSC71434.1 NUDIX hydrolase [Micractinium conductrix]
OG0006102	PRW33704.1 family transcriptional regulator [Chlorella sorokiniana]	PSC75207.1 thiamine biosynthetic bifunctional enzyme chloroplastic isoform D [Micractinium conductrix]
OG0006105	PRW59851.1 Universal stress A [Chlorella sorokiniana]	PSC76927.1 universal stress [Micractinium conductrix]
OG0006107	PRW61142.1 Prenylated rab acceptor PRA1 isoform B [Chlorella sorokiniana], PRW61143.1 Prenylated rab acceptor PRA1 isoform A [Chlorella sorokiniana]	PSC73348.1 Drug Metabolite transporter superfamily [Micractinium conductrix]
OG0006108	PRW18313.1 ARM repeat-containing [Chlorella sorokiniana]	PSC72834.1 ARM repeat-containing [Micractinium conductrix]
OG0006109	PRW59334.1 ATP-binding cassette sub-family D member 4 [Chlorella sorokiniana]	PSC73418.1 ATP-binding cassette sub-family D member 4 [Micractinium conductrix]
OG0006110	PRW57054.1 mediator of RNA polymerase II transcription subunit 13-like [Chlorella sorokiniana]	PSC72225.1 mediator of RNA polymerase II transcription subunit 13-like [Micractinium conductrix]
OG0006112	PRW56962.1 hypothetical protein C2E21_3927 [Chlorella sorokiniana]	PSC72276.1 hypothetical protein C2E20_4467 [Micractinium conductrix]
OG0006114	PRW61242.1 Halomucin [Chlorella sorokiniana]	PSC74705.1 major facilitator superfamily isoform B [Micractinium conductrix]
OG0006117	PRW60423.1 Histone H2A [Chlorella sorokiniana]	PSC69367.1 putative sodium-coupled neutral amino acid transporter 6 [Micractinium conductrix]
OG0006120	PRW32865.1 MFS general substrate transporter isoform C [Chlorella sorokiniana]	PSC76445.1 spermidine putrescine ABC transporter ATP-binding [Micractinium conductrix]
OG0006121	PRW61483.1 Proteasome assembly chaperone 3 [Chlorella sorokiniana]	PSC70604.1 Proteasome assembly chaperone 3 [Micractinium conductrix]
OG0006122	PRW57641.1 Thioredoxin chloroplastic [Chlorella sorokiniana]	PSC74492.1 thioredoxin [Micractinium conductrix]
OG0006123	PRW33888.1 Glycosyl family 1 [Chlorella sorokiniana]	PSC70193.1 Glycosyl family 1 [Micractinium conductrix]
OG0006124	PRW33778.1 Winged helix-turn-helix DNA-binding domain [Chlorella sorokiniana]	PSC70213.1 Winged helix-turn-helix DNA-binding domain [Micractinium conductrix]
OG0006125	PRW33024.1 GHMP kinase [Chlorella sorokiniana]	PSC73195.1 GHMP kinase [Micractinium conductrix]
OG0006126	PRW33837.1 heat repeat [Chlorella sorokiniana]	PSC70288.1 Found in Mitochondrial Proteome [Micractinium conductrix]
OG0006127	PRW33806.1 hypothetical protein C2E21_7394 [Chlorella sorokiniana]	PSC70194.1 hypothetical protein C2E20_6346 isoform A [Micractinium conductrix], PSC70195.1 hypothetical protein C2E20_6346 isoform B [Micractinium conductrix]
OG0006128	PRW39086.1 Structure-specific recognition [Chlorella sorokiniana]	PSC71936.1 FACT complex subunit POB3 [Micractinium conductrix]
OG0006129	PRW05808.1 hypothetical protein C2E21_9546 [Chlorella sorokiniana]	PSC67616.1 Golgi apparatus membrane TVP15 [Micractinium conductrix]
OG0006130	PRW51022.1 Leucine Rich Repeat family [Chlorella sorokiniana]	PSC76662.1 leucine rich repeat [Micractinium conductrix]
OG0006132	PRW39373.1 transcription activator BRG1 [Chlorella sorokiniana]	PSC71999.1 hypothetical protein C2E20_4744 [Micractinium conductrix]
OG0006135	PRW58774.1 alpha beta hydrolase [Chlorella sorokiniana]	PSC73522.1 3-oxoadipate enol-lactonase [Micractinium conductrix]
OG0006136	PRW61033.1 SEC14 cytosolic factor [Chlorella sorokiniana]	PSC67286.1 phosphatidylinositol phosphatidylcholine transfer SFH11 isoform X3 [Micractinium conductrix]
OG0006137	PRW57470.1 ADP-ribosylation factor 5 [Chlorella sorokiniana]	PSC72280.1 ADP-ribosylation factor 5 [Micractinium conductrix]
OG0006138	PRW57384.1 F-box only 31-B-like [Chlorella sorokiniana]	PSC72073.1 F-box only 31 isoform X1 isoform A [Micractinium conductrix], PSC72072.1 F-box only 31 isoform X1 isoform B [Micractinium conductrix]
OG0006140	PRW58488.1 putative prefoldin subunit 4 [Chlorella sorokiniana]	PSC76846.1 prefoldin subunit 4 [Micractinium conductrix]
OG0006142	PRW20533.1 zinc finger 665-like protein [Chlorella sorokiniana]	PSC70080.1 hypothetical protein C2E20_6427 [Micractinium conductrix]
OG0006144	PRW61606.1 40S ribosomal S28 [Chlorella sorokiniana]	PSC73421.1 40S ribosomal S28 [Micractinium conductrix]
OG0006146	PRW60886.1 hypothetical protein C2E21_0664 [Chlorella sorokiniana]	PSC74038.1 hypothetical protein C2E20_2672 [Micractinium conductrix]
OG0006147	PRW56429.1 hypothetical protein C2E21_4679 [Chlorella sorokiniana]	PSC72800.1 hypothetical protein C2E20_3964 [Micractinium conductrix]
OG0006149	PRW56759.1 RNA polymerase-associated RTF1-like protein [Chlorella sorokiniana]	PSC72629.1 hypothetical protein C2E20_3965 [Micractinium conductrix]
OG0006150	PRW60254.1 serine threonine kinase [Chlorella sorokiniana]	PSC74295.1 methylosome 50 [Micractinium conductrix]
OG0006155	PRW60124.1 hypothetical protein C2E21_1573 [Chlorella sorokiniana]	PSC71233.1 hypothetical protein C2E20_5362 [Micractinium conductrix]
OG0006156	PRW59478.1 pp1a replicase poly [Chlorella sorokiniana]	PSC71415.1 hypothetical protein C2E20_5347 [Micractinium conductrix]
OG0006160	PRW44408.1 Leucine-rich repeat-containing 40 [Chlorella sorokiniana]	PSC70947.1 Leucine-rich repeat-containing 40 [Micractinium conductrix]
OG0006161	PRW56926.1 HSP20-like chaperone [Chlorella sorokiniana]	PSC72077.1 ankyrin repeat containing TPR domain-containing [Micractinium conductrix]
OG0006163	PRW57578.1 Serine threonine- phosphatase 6 regulatory ankyrin repeat subunit C [Chlorella sorokiniana]	PSC74691.1 E3 ubiquitin-ligase XBAT33 [Micractinium conductrix]
OG0006164	PRW20448.1 RWD domain-containing 2B isoform X2 [Chlorella sorokiniana]	PSC69998.1 RWD domain-containing 2B [Micractinium conductrix]
OG0006165	PRW50817.1 VIVIPAROUS1 isoform B [Chlorella sorokiniana], PRW50818.1 VIVIPAROUS1 isoform A [Chlorella sorokiniana]	PSC75490.1 B3 domain-containing transcription factor ABI3 [Micractinium conductrix]
OG0006167	PRW55888.1 hypothetical protein C2E21_5030 [Chlorella sorokiniana]	PSC71539.1 E3 ubiquitin-ligase HECW2 [Micractinium conductrix], PSC71533.1 E3 ubiquitin-ligase HECW2 [Micractinium conductrix]
OG0006168	PRW45676.1 plant Late Embryo Abundant _LEA_ related [Chlorella sorokiniana]	PSC73897.1 plant Late Embryo Abundant _LEA_ related [Micractinium conductrix]
OG0006169	PRW57900.1 kinetochore Nnf1 [Chlorella sorokiniana]	PSC74379.1 Embryo defective isoform 1 [Micractinium conductrix]
OG0006170	PRW56014.1 SAP domain-containing [Chlorella sorokiniana]	PSC71604.1 PR-1 [Micractinium conductrix]
OG0006171	PRW45709.1 ankyrin-1 isoform X2 [Chlorella sorokiniana]	PSC73598.1 ankyrin repeat protein [Micractinium conductrix]
OG0006172	PRW58623.1 serine threonine- kinase SMG1-like [Chlorella sorokiniana]	PSC68845.1 serine threonine-kinase SMG1-like [Micractinium conductrix]
OG0006173	PRW44467.1 U-box domain-containing 4 [Chlorella sorokiniana]	PSC69879.1 U-box domain-containing 4 [Micractinium conductrix]
OG0006174	PRW20970.1 hypothetical protein C2E21_8460 [Chlorella sorokiniana]	PSC71783.1 hypothetical protein C2E20_4894 [Micractinium conductrix]
OG0006175	PRW33554.1 hypothetical protein C2E21_7717 [Chlorella sorokiniana]	PSC70042.1 hypothetical protein C2E20_6465 [Micractinium conductrix]
OG0006176	PRW20219.1 chaperone -domain-containing [Chlorella sorokiniana]	PSC71410.1 Chaperone -domain superfamily isoform 2 [Micractinium conductrix]
OG0006177	PRW60602.1 hypothetical protein C2E21_0843 [Chlorella sorokiniana]	PSC74967.1 hypothetical protein C2E20_2024 [Micractinium conductrix]
OG0006178	PRW60397.1 hypothetical protein C2E21_0857 [Chlorella sorokiniana]	PSC70514.1 ribose 5-phosphate isomerase [Micractinium conductrix], PSC68173.1 hypothetical protein C2E20_8230 [Micractinium conductrix]
OG0006181	PRW59787.1 putative prolyl 4-hydroxylase 3 [Chlorella sorokiniana]	PSC68313.1 Prolyl 4-hydroxylase subunit alpha-1 [Micractinium conductrix]
OG0006182	PRW44327.1 flagellar attachment zone 1-like [Chlorella sorokiniana]	PSC69875.1 kinesin K39 [Micractinium conductrix]
OG0006185	PRW60913.1 hypothetical protein C2E21_0557 [Chlorella sorokiniana]	PSC70493.1 hypothetical protein C2E20_6039 [Micractinium conductrix]
OG0006187	PRW58212.1 hypothetical protein C2E21_2780 [Chlorella sorokiniana]	PSC75882.1 DNA mismatch repair [Micractinium conductrix]
OG0006188	PRW58315.1 phosphatidylinositol 3-kinase-related kinase [Chlorella sorokiniana]	PSC68827.1 serine threonine-kinase SMG1-like [Micractinium conductrix]
OG0006191	PRW39344.1 putative phosphatase 2C 22 isoform X1 [Chlorella sorokiniana]	PSC72040.1 tubulin beta chain [Micractinium conductrix]
OG0006194	PRW44965.1 putative chromatin remodeling Snf Swi complex subunit [Chlorella sorokiniana]	PSC68019.1 chromatin structure-remodeling complex BSH [Micractinium conductrix]
OG0006196	PRW34005.1 hypothetical protein C2E21_7257 [Chlorella sorokiniana]	PSC76636.1 hypothetical protein C2E20_0914 [Micractinium conductrix]
OG0006197	PRW57896.1 general transcription factor 3C polypeptide 6-like [Chlorella sorokiniana]	PSC69148.1 general transcription factor 3C polypeptide 6-like [Micractinium conductrix]
OG0006200	PRW45038.1 G-patch domain-containing [Chlorella sorokiniana]	PSC67741.1 G-patch domain-containing [Micractinium conductrix]
OG0006203	PRW21011.1 hypothetical protein C2E21_8440 [Chlorella sorokiniana]	PSC71814.1 hypothetical protein C2E20_4927 [Micractinium conductrix]
OG0006204	PRW58535.1 hypothetical protein C2E21_2841 [Chlorella sorokiniana]	PSC75242.1 hypothetical protein C2E20_1645 [Micractinium conductrix]
OG0006205	PRW58223.1 SNF2 domain containing [Chlorella sorokiniana]	PSC73795.1 SNF2 domain containing [Micractinium conductrix]
OG0006206	PRW58518.1 hypothetical protein C2E21_3168 [Chlorella sorokiniana]	PSC76591.1 type I-E CRISPR-associated Cas5 [Micractinium conductrix]
OG0006210	PRW60448.1 chloride channel [Chlorella sorokiniana]	PSC70951.1 chloride channel [Micractinium conductrix]
OG0006211	PRW32839.1 family ABC-F type ribosomal protection [Chlorella sorokiniana]	PSC73024.1 hypothetical protein C2E20_3721 [Micractinium conductrix]
OG0006212	PRW20566.1 ATPase family AAA domain-containing 1 [Chlorella sorokiniana]	PSC69994.1 P-loop nucleoside triphosphate hydrolase superfamily [Micractinium conductrix]
OG0006214	PRW50908.1 hypothetical protein C2E21_5522 [Chlorella sorokiniana]	PSC76930.1 hypothetical protein C2E20_0555 [Micractinium conductrix]
OG0006216	PRW50915.1 hypothetical protein C2E21_5562 [Chlorella sorokiniana]	PSC75671.1 hypothetical protein C2E20_1339 [Micractinium conductrix]
OG0006219	PRW61415.1 chitin synthase 1 [Chlorella sorokiniana]	PSC74752.1 chitin synthase 1 [Micractinium conductrix]
OG0006220	PRW61540.1 glutamine--fructose-6-phosphate aminotransferase [isomerizing] 2 isoform B [Chlorella sorokiniana]	PSC74218.1 chitin [Micractinium conductrix]
OG0006221	PRW56566.1 Tryptophan synthase alpha chain [Chlorella sorokiniana], PRW56694.1 Tryptophan synthase alpha chain [Chlorella sorokiniana], PRW50912.1 tenascin XB [Chlorella sorokiniana]	PSC71385.1 Tryptophan synthase alpha chain [Micractinium conductrix]
OG0006222	PRW57677.1 hypothetical protein C2E21_3342 [Chlorella sorokiniana]	PSC75970.1 aminoglycoside phosphotransferase [Micractinium conductrix]
OG0006223	PRW33818.1 phosphatidylinositol kinase [Chlorella sorokiniana]	PSC70153.1 phosphatidylinositol kinase [Micractinium conductrix]
OG0006224	PRW58211.1 8-amino-7-oxononanoate synthase [Chlorella sorokiniana]	PSC68873.1 8-amino-7-oxononanoate synthase [Micractinium conductrix]
OG0006228	PRW45488.1 CLR family protein [Chlorella sorokiniana]	PSC68916.1 CLR family [Micractinium conductrix]
OG0006229	PRW59203.1 hypothetical protein C2E21_2029 [Chlorella sorokiniana], PRW56602.1 hypothetical protein C2E21_4689 [Chlorella sorokiniana]	PSC76263.1 dynamin-related 4C-like [Micractinium conductrix]
OG0006230	PRW60036.1 ABC transporter B family member 28 isoform X2 [Chlorella sorokiniana]	PSC68391.1 ABC transporter permease [Micractinium conductrix]
OG0006232	PRW59561.1 hypothetical protein C2E21_1706 [Chlorella sorokiniana]	PSC71137.1 hypothetical protein C2E20_5569 [Micractinium conductrix]
OG0006234	PRW44586.1 peptidase S8 [Chlorella sorokiniana]	PSC76587.1 peptidase S8 [Micractinium conductrix]
OG0006235	PRW57153.1 Mannan endo-1_4-beta-mannosidase 4 [Chlorella sorokiniana]	PSC72263.1 glycoside hydrolase [Micractinium conductrix]
OG0006236	PRW44461.1 hypothetical protein C2E21_6555 [Chlorella sorokiniana]	PSC69882.1 hypothetical protein C2E20_6631 [Micractinium conductrix]
OG0006237	PRW44388.1 NEDD8-conjugating enzyme Ubc12-like [Chlorella sorokiniana]	PSC69946.1 NEDD8-conjugating enzyme Ubc12 [Micractinium conductrix]
OG0006238	PRW44537.1 GNAT family acetyltransferase [Chlorella sorokiniana]	PSC70956.1 37S ribosomal mitochondrial [Micractinium conductrix]
OG0006239	PRW59264.1 AAA-type ATPase family expressed [Chlorella sorokiniana]	PSC75359.1 ATPase family AAA domain-containing 1 [Micractinium conductrix]
OG0006241	PRW45509.1 flavincontaining amine [Chlorella sorokiniana]	PSC67108.1 flavincontaining amine [Micractinium conductrix]
OG0006242	PRW57841.1 RAP domain [Chlorella sorokiniana]	PSC73008.1 RAP domain [Micractinium conductrix]
OG0006243	PRW45506.1 transcriptional regulator [Chlorella sorokiniana]	PSC69388.1 SAM-dependent methyltransferase [Micractinium conductrix]
OG0006244	PRW57969.1 transcription factor GTE9-like [Chlorella sorokiniana]	PSC69150.1 histone acetyltransferase p300-like isoform X3 [Micractinium conductrix]
OG0006248	PRW05862.1 TSL-kinase interacting 1-like isoform X1 [Chlorella sorokiniana]	PSC75320.1 TSL-kinase interacting 1 isoform X1 isoform B [Micractinium conductrix], PSC75321.1 TSL-kinase interacting 1 isoform X1 isoform A [Micractinium conductrix]
OG0006250	PRW05922.1 melanotransferrin isoform X1 [Chlorella sorokiniana]	PSC70228.1 melanotransferrin [Micractinium conductrix]
OG0006251	PRW05924.1 Zinc ion binding_nucleic acid binding_zinc ion binding [Chlorella sorokiniana]	PSC68466.1 kinase-like [Micractinium conductrix]
OG0006252	PRW18332.1 hypothetical protein C2E21_9375 [Chlorella sorokiniana], PRW18305.1 beta transducin [Chlorella sorokiniana]	PSC72878.1 hypothetical protein C2E20_4081 [Micractinium conductrix]
OG0006253	PRW18330.1 serine threonine- kinase EDR1 [Chlorella sorokiniana]	PSC72745.1 serine threonine-kinase EDR1 isoform X1 isoform B [Micractinium conductrix], PSC72746.1 serine threonine-kinase EDR1 isoform X1 isoform A [Micractinium conductrix]
OG0006254	PRW18350.1 nuclear pore complex NUP58 [Chlorella sorokiniana]	PSC72685.1 Hydroxyproline-rich glyco family [Micractinium conductrix]
OG0006255	PRW18371.1 flagellar inner arm dynein 1 heavy chain beta [Chlorella sorokiniana]	PSC72919.1 flagellar inner arm dynein 1 heavy chain beta [Micractinium conductrix]
OG0006256	PRW18388.1 carbamate kinase [Chlorella sorokiniana]	PSC72748.1 carbamate kinase [Micractinium conductrix]
OG0006257	PRW18398.1 hypothetical protein C2E21_9262 [Chlorella sorokiniana]	PSC72920.1 hypothetical protein C2E20_4073 [Micractinium conductrix]
OG0006258	PRW18399.1 single-stranded DNA-binding [Chlorella sorokiniana]	PSC72900.1 single-stranded DNA-binding [Micractinium conductrix]
OG0006259	PRW18408.1 seed maturation family [Chlorella sorokiniana]	PSC72749.1 seed maturation family [Micractinium conductrix]
OG0006260	PRW18413.1 tankyrase isoform X2 [Chlorella sorokiniana]	PSC76073.1 ubiquitin-conjugating enzyme family [Micractinium conductrix]
OG0006261	PRW20273.1 ATPase AAA [Chlorella sorokiniana]	PSC70803.1 hypothetical protein C2E20_5789 [Micractinium conductrix]
OG0006263	PRW20240.1 phragmoplast orienting kinesin-1 isoform X1 [Chlorella sorokiniana]	PSC70673.1 Kinesin KIF15 [Micractinium conductrix]
OG0006266	PRW20320.1 serine threonine- kinase isoform B [Chlorella sorokiniana], PRW20321.1 serine threonine- kinase isoform C [Chlorella sorokiniana], PRW20319.1 serine threonine- kinase isoform A [Chlorella sorokiniana]	PSC74633.1 serine threonine-kinase [Micractinium conductrix]
OG0006267	PRW20334.1 hypothetical protein C2E21_9026 [Chlorella sorokiniana]	PSC68682.1 surface antigen [Micractinium conductrix], PSC68663.1 serine threonine [Micractinium conductrix], PSC74483.1 Variant-specific surface [Micractinium conductrix]
OG0006268	PRW20384.1 bifunctional sensory photoreceptor isoform B [Chlorella sorokiniana], PRW20385.1 bifunctional sensory photoreceptor isoform A [Chlorella sorokiniana]	PSC74469.1 histone H1 [Micractinium conductrix]
OG0006271	PRW20473.1 FATTY ACID EXPORT chloroplastic-like [Chlorella sorokiniana]	PSC70132.1 FATTY ACID EXPORT chloroplastic-like [Micractinium conductrix]
OG0006272	PRW20504.1 homeobox HMX2 isoform A [Chlorella sorokiniana], PRW20505.1 homeobox HMX2 isoform B [Chlorella sorokiniana]	PSC69108.1 AAA family ATPase isoform B [Micractinium conductrix], PSC69109.1 AAA family ATPase isoform A [Micractinium conductrix]
OG0006273	PRW20557.1 F-box LRR-repeat 14 [Chlorella sorokiniana]	PSC70055.1 receptor-type [Micractinium conductrix]
OG0006274	PRW20600.1 40S ribosomal S29 [Chlorella sorokiniana]	PSC67496.1 40S ribosomal S29 [Micractinium conductrix]
OG0006275	PRW20608.1 hypothetical protein C2E21_8880 [Chlorella sorokiniana]	PSC67219.1 hypothetical protein C2E20_9087 isoform A [Micractinium conductrix], PSC67220.1 hypothetical protein C2E20_9087 isoform B [Micractinium conductrix]
OG0006276	PRW20635.1 hypothetical protein C2E21_8881 [Chlorella sorokiniana]	PSC67225.1 hypothetical protein C2E20_9088 isoform D [Micractinium conductrix], PSC67226.1 hypothetical protein C2E20_9088 isoform B [Micractinium conductrix], PSC67223.1 hypothetical protein C2E20_9088 isoform C [Micractinium conductrix], PSC67224.1 hypothetical protein C2E20_9088 isoform A [Micractinium conductrix]
OG0006278	PRW20677.1 stromal cell-derived factor 2 [Chlorella sorokiniana]	PSC68775.1 stromal cell-derived factor 2 [Micractinium conductrix]
OG0006279	PRW20745.1 hypothetical protein C2E21_8719 [Chlorella sorokiniana]	PSC68777.1 Excitatory amino acid transporter 1 [Micractinium conductrix]
OG0006280	PRW20756.1 maltose excess chloroplastic-like [Chlorella sorokiniana]	PSC71805.1 maltose excess chloroplastic-like [Micractinium conductrix]
OG0006281	PRW20799.1 Vacuole membrane 1 [Chlorella sorokiniana]	PSC74979.1 Vacuole membrane 1 [Micractinium conductrix]
OG0006282	PRW20840.1 poly-gamma-glutamate biosynthesis isoform A [Chlorella sorokiniana], PRW20841.1 poly-gamma-glutamate biosynthesis isoform B [Chlorella sorokiniana]	PSC69444.1 poly-gamma-glutamate biosynthesis isoform B [Micractinium conductrix], PSC69445.1 poly-gamma-glutamate biosynthesis isoform A [Micractinium conductrix]
OG0006283	PRW20911.1 progestin and adipoQ receptor family member 4 [Chlorella sorokiniana]	PSC76465.1 progestin and adipoQ receptor family member 4 [Micractinium conductrix]
OG0006285	PRW20965.1 sodium- and chloride-dependent GABA transporter 3 isoform X1 [Chlorella sorokiniana]	PSC71698.1 ankyrin repeat [Micractinium conductrix]
OG0006286	PRW20967.1 expressed protein isoform B [Chlorella sorokiniana], PRW20968.1 expressed protein isoform A [Chlorella sorokiniana]	PSC71828.1 hypothetical protein C2E20_4878 [Micractinium conductrix]
OG0006287	PRW20989.1 kinase [Chlorella sorokiniana]	PSC71781.1 nuclear pore complex NUP160-like protein [Micractinium conductrix]
OG0006288	PRW20997.1 hypothetical protein C2E21_8454 [Chlorella sorokiniana]	PSC74228.1 hypothetical protein C2E20_2537 [Micractinium conductrix]
OG0006289	PRW21016.1 auxin efflux carrier family [Chlorella sorokiniana]	PSC71685.1 auxin efflux carrier family [Micractinium conductrix]
OG0006290	PRW21018.1 ribonuclease P complex subunit [Chlorella sorokiniana]	PSC71756.1 PHP domain [Micractinium conductrix]
OG0006291	PRW60526.1 ANTAR domain [Chlorella sorokiniana], PRW21037.1 chaperone dnaJ-related-like [Chlorella sorokiniana]	PSC71699.1 hypothetical protein C2E20_4829 [Micractinium conductrix]
OG0006292	PRW21043.1 ATP-dependent zinc metalloprotease FTSH mitochondrial [Chlorella sorokiniana]	PSC71746.1 ATP-dependent zinc metalloprotease FTSH mitochondrial [Micractinium conductrix]
OG0006293	PRW21075.1 ABC transporter permease [Chlorella sorokiniana], PRW45065.1 hypothetical protein C2E21_6427 [Chlorella sorokiniana]	PSC73223.1 haloacid dehalogenase [Micractinium conductrix]
OG0006294	PRW32543.1 squamosa promoter-binding 8 [Chlorella sorokiniana]	PSC75601.1 Memo family [Micractinium conductrix]
OG0006295	PRW32577.1 hypothetical protein C2E21_8252 [Chlorella sorokiniana]	PSC67795.1 central region isoform A [Micractinium conductrix], PSC67796.1 central region isoform B [Micractinium conductrix]
OG0006297	PRW32587.1 hypothetical protein C2E21_8192 [Chlorella sorokiniana]	PSC68693.1 hypothetical protein C2E20_7752 [Micractinium conductrix]
OG0006298	PRW32607.1 squamosa promoter-binding 14 [Chlorella sorokiniana], PRW57999.1 hypothetical protein C2E21_3424 [Chlorella sorokiniana]	PSC68733.1 squamosa promoter-binding 3 [Micractinium conductrix]
OG0006300	PRW32677.1 camp-dependent kinase regulatorysubunit [Chlorella sorokiniana]	PSC76791.1 cAMP-dependent kinase regulatory subunit [Micractinium conductrix]
OG0006302	PRW32884.1 Histone H2A [Chlorella sorokiniana]	PSC73081.1 formin 5 isoform B [Micractinium conductrix], PSC73080.1 formin 5 isoform A [Micractinium conductrix]
OG0006304	PRW32962.1 endoribonuclease Dicer-like protein 3a-like isoform X3 [Chlorella sorokiniana]	PSC75006.1 hypothetical protein C2E20_1731 [Micractinium conductrix]
OG0006306	PRW33068.1 SAP domain-containing ribonucleo [Chlorella sorokiniana]	PSC69175.1 SAP domain-containing ribonucleo [Micractinium conductrix]
OG0006307	PRW45353.1 hypothetical protein C2E21_6101 [Chlorella sorokiniana], PRW33101.1 hypothetical protein C2E21_7896 [Chlorella sorokiniana]	PSC76604.1 hypothetical protein C2E20_0028 [Micractinium conductrix]
OG0006308	PRW33112.1 MORN repeat [Chlorella sorokiniana]	PSC73801.1 MORN motif [Micractinium conductrix]
OG0006309	PRW33114.1 putative serine threonine- phosphatase 2A regulatory subunit B subunit TON2 [Chlorella sorokiniana]	PSC71408.1 putative serine threonine-phosphatase 2A regulatory subunit B subunit TON2 [Micractinium conductrix]
