Orthogroup	Chlorella_Sorokiniana1602	Chlorella_A99
OG0003043	PRW57812.1 hypothetical protein C2E21_3691 [Chlorella sorokiniana]	PCFQ01000082.1 g518 [Chlorella sp. A99]
OG0003044	PRW60003.1 hypothetical protein C2E21_1530 [Chlorella sorokiniana]	PCFQ01000078.1 g2063 [Chlorella sp. A99]
OG0003048	PRW56855.1 arginine N-methyltransferase [Chlorella sorokiniana]	PCFQ01000008.1 g1087 [Chlorella sp. A99]
OG0003052	PRW60721.1 glycerate dehydrogenase [Chlorella sorokiniana]	PCFQ01000018.1 g463 [Chlorella sp. A99]
OG0003053	PRW56867.1 von Willebrand type A [Chlorella sorokiniana]	PCFQ01000079.1 g1309 [Chlorella sp. A99]
OG0003054	PRW56845.1 hypothetical protein C2E21_4807 [Chlorella sorokiniana], PRW56401.1 dna-directed rna polymerase i and iii 14 kda polypeptide [Chlorella sorokiniana]	PCFQ01000011.1 g2801 [Chlorella sp. A99]
OG0003056	PRW55910.1 Eukaryotic translation initiation factor 6-2 [Chlorella sorokiniana]	PCFQ01000006.1 g3139 [Chlorella sp. A99]
OG0003057	PRW56648.1 putative 3-beta-hydroxysteroid-Delta_8__Delta_7_-isomerase [Chlorella sorokiniana]	PCFQ01000008.1 g1085 [Chlorella sp. A99]
OG0003058	PRW59008.1 adenylosuccinate lyase [Chlorella sorokiniana]	PCFQ01000037.1 g2406 [Chlorella sp. A99]
OG0003065	PRW33951.1 WD repeat-containing WRAP73 [Chlorella sorokiniana]	PCFQ01000079.1 g1531 [Chlorella sp. A99]
OG0003066	PRW05810.1 Transcription factor IIIB 90 kDa subunit [Chlorella sorokiniana]	PCFQ01000011.1 g2782 [Chlorella sp. A99]
OG0003067	PRW44610.1 macrophage erythroblast attacher [Chlorella sorokiniana]	PCFQ01000058.1 g201 [Chlorella sp. A99]
OG0003069	PRW44412.1 phospholipase A-2-activating [Chlorella sorokiniana]	PCFQ01000079.1 g1288 [Chlorella sp. A99]
OG0003070	PRW33892.1 Pre-mRNA-splicing factor SLU7 [Chlorella sorokiniana]	PCFQ01000079.1 g1530 [Chlorella sp. A99]
OG0003071	PRW05846.1 STT3 subunit of Oligosaccharyl transferase [Chlorella sorokiniana]	PCFQ01000008.1 g1131 [Chlorella sp. A99]
OG0003072	PRW44288.1 Random slug 5 [Chlorella sorokiniana]	PCFQ01000058.1 g165 [Chlorella sp. A99]
OG0003073	PRW44317.1 PHD finger ING2 [Chlorella sorokiniana]	PCFQ01000037.1 g2420 [Chlorella sp. A99]
OG0003075	PRW58193.1 Haloacid dehalogenase-like hydrolase family isoform 2 [Chlorella sorokiniana]	PCFQ01000058.1 g183 [Chlorella sp. A99]
OG0003076	PRW61094.1 superkiller viralicidic activity 2-like 2 isoform B [Chlorella sorokiniana], PRW61095.1 superkiller viralicidic activity 2-like 2 isoform A [Chlorella sorokiniana]	PCFQ01000018.1 g453 [Chlorella sp. A99]
OG0003077	PRW55991.1 DNA replication licensing factor MCM5 [Chlorella sorokiniana]	PCFQ01000006.1 g3149 [Chlorella sp. A99]
OG0003078	PRW56007.1 quinolinate chloroplastic [Chlorella sorokiniana]	PCFQ01000006.1 g3120 [Chlorella sp. A99]
OG0003079	PRW45397.1 timeless-like protein isoform X1 [Chlorella sorokiniana]	PCFQ01000008.1 g1130 [Chlorella sp. A99]
OG0003080	PRW55889.1 alpha-1_3 1_6-mannosyltransferase ALG2 [Chlorella sorokiniana]	PCFQ01000006.1 g3115 [Chlorella sp. A99]
OG0003081	PRW39136.1 40S ribosomal S2-4 [Chlorella sorokiniana]	PCFQ01000010.1 g316 [Chlorella sp. A99]
OG0003082	PRW45664.1 nicotinamide nicotinic acid mononucleotide adenylyltransferase isoform X1 [Chlorella sorokiniana]	PCFQ01000058.1 g123 [Chlorella sp. A99]
OG0003083	PRW45337.1 plant Late Embryo Abundant _LEA_ related [Chlorella sorokiniana]	PCFQ01000058.1 g148 [Chlorella sp. A99]
OG0003085	PRW56214.1 biotin carboxylase chloroplastic [Chlorella sorokiniana]	PCFQ01000006.1 g3112 [Chlorella sp. A99]
OG0003086	PRW58452.1 branched-chain amino acid aminotransferase [Chlorella sorokiniana]	PCFQ01000058.1 g185 [Chlorella sp. A99]
OG0003089	PRW33797.1 RAP domain [Chlorella sorokiniana]	PCFQ01000015.1 g2962 [Chlorella sp. A99]
OG0003090	PRW20682.1 60S ribosomal L10-3 [Chlorella sorokiniana]	PCFQ01000006.1 g3210 [Chlorella sp. A99]
OG0003092	PRW45489.1 Kinesin-related 3 [Chlorella sorokiniana]	PCFQ01000014.1 g1888 [Chlorella sp. A99]
OG0003093	PRW45683.1 putative H ACA ribonucleo complex subunit 1 [Chlorella sorokiniana]	PCFQ01000079.1 g1296 [Chlorella sp. A99]
OG0003095	PRW55907.1 60S ribosomal L23 [Chlorella sorokiniana]	PCFQ01000006.1 g3128 [Chlorella sp. A99]
OG0003096	PRW57212.1 Vacuolar-processing enzyme [Chlorella sorokiniana]	PCFQ01000081.1 g1548 [Chlorella sp. A99]
OG0003097	PRW20184.1 prostaglandin E synthase 2-like [Chlorella sorokiniana]	PCFQ01000002.1 g678 [Chlorella sp. A99]
OG0003099	PRW20198.1 photosystem I reaction center subunit XI [Chlorella sorokiniana]	PCFQ01000002.1 g674 [Chlorella sp. A99]
OG0003100	PRW60472.1 kinetochore NUF2 [Chlorella sorokiniana]	PCFQ01000013.1 g3281 [Chlorella sp. A99]
OG0003102	PRW32852.1 Vacuolar sorting-associated 36 isoform A [Chlorella sorokiniana], PRW32853.1 Vacuolar sorting-associated 36 isoform B [Chlorella sorokiniana]	PCFQ01000002.1 g651 [Chlorella sp. A99]
OG0003103	PRW61485.1 CPD photolyase isoform A [Chlorella sorokiniana]	PCFQ01000019.1 g1816 [Chlorella sp. A99]
OG0003106	PRW57697.1 Zinc- peroxisomal [Chlorella sorokiniana]	PCFQ01000082.1 g489 [Chlorella sp. A99]
OG0003108	PRW32989.1 transmembrane 65-like [Chlorella sorokiniana]	PCFQ01000002.1 g652 [Chlorella sp. A99]
OG0003110	PRW61618.1 glycerol-3-phosphate dehydrogenase [Chlorella sorokiniana]	PCFQ01000011.1 g2739 [Chlorella sp. A99]
OG0003111	PRW60819.1 vacuolar sorting-associated 41-like protein isoform X1 [Chlorella sorokiniana]	PCFQ01000013.1 g3362 [Chlorella sp. A99]
OG0003112	PRW60774.1 DNA 3 phosphatase [Chlorella sorokiniana]	PCFQ01000013.1 g3334 [Chlorella sp. A99]
OG0003113	PRW45458.1 nipped-B isoform X2 [Chlorella sorokiniana]	PCFQ01000073.1 g1972 [Chlorella sp. A99]
OG0003114	PRW60228.1 peptidyl-prolyl cis-trans isomerase FKBP16- chloroplastic [Chlorella sorokiniana]	PCFQ01000013.1 g3282 [Chlorella sp. A99]
OG0003116	PRW59966.1 Pleckstrin homology domain-containing 1 [Chlorella sorokiniana]	PCFQ01000078.1 g2107 [Chlorella sp. A99]
OG0003117	PRW45727.1 40S ribosomal S12-like [Chlorella sorokiniana]	PCFQ01000001.1 g990 [Chlorella sp. A99]
OG0003118	PRW59496.1 UBX domain-containing 4 [Chlorella sorokiniana]	PCFQ01000078.1 g2096 [Chlorella sp. A99]
OG0003120	PRW57878.1 T-complex 1 subunit beta [Chlorella sorokiniana]	PCFQ01000082.1 g505 [Chlorella sp. A99]
OG0003121	PRW44560.1 ribosomal lysine N-methyltransferase 3 [Chlorella sorokiniana]	PCFQ01000037.1 g2478 [Chlorella sp. A99]
OG0003122	PRW33540.1 Allantoate deiminase [Chlorella sorokiniana]	PCFQ01000015.1 g2945 [Chlorella sp. A99]
OG0003124	PRW60435.1 fe-S cluster assembly factor chloroplastic [Chlorella sorokiniana]	PCFQ01000013.1 g3278 [Chlorella sp. A99]
OG0003128	PRW56399.1 phosphoglucan phosphatase amyloplastic [Chlorella sorokiniana]	PCFQ01000077.1 g1763 [Chlorella sp. A99]
OG0003129	PRW59434.1 DUF866 domain-containing [Chlorella sorokiniana]	PCFQ01000006.1 g3224 [Chlorella sp. A99]
OG0003131	PRW60247.1 gamma-glutamyl hydrolase [Chlorella sorokiniana]	PCFQ01000013.1 g3327 [Chlorella sp. A99]
OG0003132	PRW58230.1 ATP-dependent protease [Chlorella sorokiniana]	PCFQ01000058.1 g77 [Chlorella sp. A99]
OG0003133	PRW58133.1 NEDD8-activating enzyme E1 regulatory subunit [Chlorella sorokiniana]	PCFQ01000058.1 g80 [Chlorella sp. A99]
OG0003134	PRW33535.1 isopentenyl-diphosphate delta-isomerase I [Chlorella sorokiniana]	PCFQ01000012.1 g1841 [Chlorella sp. A99]
OG0003137	PRW45432.1 translation initiation factor eIF-2B subunit beta [Chlorella sorokiniana]	PCFQ01000073.1 g1961 [Chlorella sp. A99]
OG0003139	PRW32854.1 solute carrier [Chlorella sorokiniana]	PCFQ01000002.1 g647 [Chlorella sp. A99]
OG0003142	PRW58243.1 RETICULATA-RELATED 1-like [Chlorella sorokiniana]	PCFQ01000058.1 g37 [Chlorella sp. A99]
OG0003143	PRW58711.1 flagellar associated [Chlorella sorokiniana]	PCFQ01000058.1 g38 [Chlorella sp. A99]
OG0003144	PRW58607.1 Plastidic glucose transporter 4 [Chlorella sorokiniana]	PCFQ01000058.1 g57 [Chlorella sp. A99]
OG0003147	PRW58216.1 2-oxoisovalerate dehydrogenase subunit beta mitochondrial [Chlorella sorokiniana]	PCFQ01000058.1 g8 [Chlorella sp. A99]
OG0003150	PRW44948.1 VAMP YKT61 [Chlorella sorokiniana]	PCFQ01000079.1 g1507 [Chlorella sp. A99]
OG0003151	PRW44867.1 psbP chloroplastic [Chlorella sorokiniana]	PCFQ01000020.1 g892 [Chlorella sp. A99]
OG0003153	PRW45694.1 putative alpha-mannosidase I MNS4 [Chlorella sorokiniana]	PCFQ01000008.1 g1107 [Chlorella sp. A99]
OG0003155	PRW33772.1 alpha beta-hydrolase [Chlorella sorokiniana]	PCFQ01000015.1 g2990 [Chlorella sp. A99]
OG0003158	PRW34023.1 alpha beta-hydrolase [Chlorella sorokiniana]	PCFQ01000015.1 g2999 [Chlorella sp. A99]
OG0003159	PRW59194.1 SWI SNF complex component SNF12-like protein [Chlorella sorokiniana]	PCFQ01000004.1 g2676 [Chlorella sp. A99]
OG0003161	PRW44866.1 DNA replication factor C complex subunit 5 [Chlorella sorokiniana]	PCFQ01000079.1 g1515 [Chlorella sp. A99]
OG0003162	PRW44863.1 methylmalonate-semialdehyde dehydrogenase [Chlorella sorokiniana]	PCFQ01000020.1 g897 [Chlorella sp. A99]
OG0003165	PRW44431.1 Dihydroorotase [Chlorella sorokiniana]	PCFQ01000011.1 g2895 [Chlorella sp. A99]
OG0003166	PRW44892.1 20S proteasome alpha subunit B [Chlorella sorokiniana]	PCFQ01000079.1 g1508 [Chlorella sp. A99]
OG0003167	PRW44873.1 Sphingosine-1-phosphate lyase [Chlorella sorokiniana]	PCFQ01000020.1 g890 [Chlorella sp. A99]
OG0003168	PRW58388.1 succinate-semialdehyde dehydrogenase [Chlorella sorokiniana]	PCFQ01000058.1 g3 [Chlorella sp. A99]
OG0003170	PRW58330.1 LETM1 and EF-hand domain-containing mitochondrial [Chlorella sorokiniana]	PCFQ01000058.1 g6 [Chlorella sp. A99]
OG0003171	PRW59372.1 26S proteasome regulatory ATPase RPT4 [Chlorella sorokiniana]	PCFQ01000004.1 g2673 [Chlorella sp. A99]
OG0003172	PRW45048.1 V-type proton ATPase subunit F [Chlorella sorokiniana]	PCFQ01000020.1 g907 [Chlorella sp. A99]
OG0003173	PRW59259.1 Isoamylase chloroplastic [Chlorella sorokiniana]	PCFQ01000004.1 g2645 [Chlorella sp. A99]
OG0003174	PRW45210.1 DUF155 family [Chlorella sorokiniana]	PCFQ01000020.1 g880 [Chlorella sp. A99]
OG0003175	PRW44851.1 Fructose-1_6- chloroplastic [Chlorella sorokiniana]	PCFQ01000020.1 g909 [Chlorella sp. A99]
OG0003180	PRW32859.1 ribosomal S5 Elongation factor G III V family [Chlorella sorokiniana]	PCFQ01000002.1 g646 [Chlorella sp. A99]
OG0003181	PRW58332.1 ubiquitin family [Chlorella sorokiniana]	PCFQ01000058.1 g22 [Chlorella sp. A99]
OG0003182	PRW59459.1 hypothetical protein C2E21_1813 [Chlorella sorokiniana]	PCFQ01000058.1 g45 [Chlorella sp. A99]
OG0003183	PRW58251.1 5 -nucleotidase domain-containing 4 isoform X1 isoform A [Chlorella sorokiniana], PRW58252.1 5 -nucleotidase domain-containing 4 isoform X1 isoform B [Chlorella sorokiniana]	PCFQ01000058.1 g68 [Chlorella sp. A99]
OG0003185	PRW56530.1 ATP-dependent zinc metalloprotease FTSH mitochondrial [Chlorella sorokiniana], PRW56738.1 pyrophosphate--fructose 6-phosphate 1-phosphotransferase subunit beta [Chlorella sorokiniana]	PCFQ01000058.1 g137 [Chlorella sp. A99]
OG0003186	PRW58178.1 RNA-binding domain-containing [Chlorella sorokiniana]	PCFQ01000058.1 g153 [Chlorella sp. A99]
OG0003187	PRW58455.1 guanylate-binding 4-like [Chlorella sorokiniana]	PCFQ01000058.1 g168 [Chlorella sp. A99]
OG0003188	PRW45159.1 catechol O-methyltransferase [Chlorella sorokiniana]	PCFQ01000078.1 g2210 [Chlorella sp. A99]
OG0003190	PRW34088.1 glycoside hydrolase family 128 [Chlorella sorokiniana]	PCFQ01000010.1 g307 [Chlorella sp. A99]
OG0003191	PRW60195.1 WD repeat domain-containing 83 [Chlorella sorokiniana]	PCFQ01000018.1 g448 [Chlorella sp. A99]
OG0003192	PRW58014.1 glycerol-3-phosphate dehydrogenase [Chlorella sorokiniana]	PCFQ01000082.1 g537 [Chlorella sp. A99]
OG0003193	PRW20453.1 concanavalin A-like lectin glucanase [Chlorella sorokiniana]	PCFQ01000002.1 g736 [Chlorella sp. A99]
OG0003194	PRW50764.1 flagella associated isoform A [Chlorella sorokiniana], PRW50762.1 flagella associated isoform B [Chlorella sorokiniana]	PCFQ01000005.1 g772 [Chlorella sp. A99]
OG0003195	PRW51073.1 pyrroline-5-carboxylate reductase [Chlorella sorokiniana]	PCFQ01000005.1 g773 [Chlorella sp. A99]
OG0003196	PRW44903.1 4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase _ferredoxin_ chloroplastic [Chlorella sorokiniana]	PCFQ01000020.1 g867 [Chlorella sp. A99]
OG0003197	PRW45205.1 conserved oligomeric Golgi complex subunit 3 [Chlorella sorokiniana]	PCFQ01000020.1 g879 [Chlorella sp. A99]
OG0003198	PRW45196.1 26S proteasome non-ATPase regulatory subunit 1-like protein A-like [Chlorella sorokiniana]	PCFQ01000020.1 g915 [Chlorella sp. A99]
OG0003199	PRW44846.1 NEDD8-activating enzyme E1 catalytic subunit isoform B [Chlorella sorokiniana], PRW44848.1 NEDD8-activating enzyme E1 catalytic subunit isoform A [Chlorella sorokiniana], PRW44847.1 NEDD8-activating enzyme E1 catalytic subunit isoform C [Chlorella sorokiniana]	PCFQ01000020.1 g920 [Chlorella sp. A99]
OG0003201	PRW61239.1 cytochrome c-type heme lyase [Chlorella sorokiniana]	PCFQ01000004.1 g2703 [Chlorella sp. A99], PCFQ01000004.1 g2704 [Chlorella sp. A99]
OG0003202	PRW33188.1 kinesin-3 isoform X2 [Chlorella sorokiniana]	PCFQ01000003.1 g1025 [Chlorella sp. A99]
OG0003203	PRW59157.1 golgin subfamily B member 1-like isoform X1 [Chlorella sorokiniana]	PCFQ01000003.1 g1069 [Chlorella sp. A99]
OG0003204	PRW05865.1 Cleavage and polyadenylation specificity factor subunit 3 [Chlorella sorokiniana]	PCFQ01000008.1 g1098 [Chlorella sp. A99]
OG0003205	PRW56689.1 putative serine threonine- kinase abkC [Chlorella sorokiniana]	PCFQ01000008.1 g1172 [Chlorella sp. A99]
OG0003206	PRW20821.1 katanin p60 ATPase-containing subunit A1-like [Chlorella sorokiniana]	PCFQ01000007.1 g1195 [Chlorella sp. A99]
OG0003207	PRW20870.1 Actin-related 4 [Chlorella sorokiniana]	PCFQ01000007.1 g1218 [Chlorella sp. A99]
OG0003208	PRW20786.1 COP9 signalosome complex subunit 4 [Chlorella sorokiniana]	PCFQ01000007.1 g1220 [Chlorella sp. A99]
OG0003209	PRW45145.1 putative DNA helicase MCM8 isoform X1 [Chlorella sorokiniana]	PCFQ01000079.1 g1498 [Chlorella sp. A99]
OG0003210	PRW44524.1 oxidoreductase [Chlorella sorokiniana]	PCFQ01000079.1 g1512 [Chlorella sp. A99]
OG0003211	PRW57240.1 ABC transporter G family member 11-like [Chlorella sorokiniana]	PCFQ01000081.1 g1582 [Chlorella sp. A99]
OG0003212	PRW45412.1 violaxanthin de- chloroplastic [Chlorella sorokiniana]	PCFQ01000009.1 g1714 [Chlorella sp. A99]
OG0003213	PRW21124.1 Glycosyltransferase LARGE2 [Chlorella sorokiniana]	PCFQ01000077.1 g1759 [Chlorella sp. A99]
OG0003214	PRW56785.1 putative ubiquitin-conjugating enzyme E2 [Chlorella sorokiniana]	PCFQ01000075.1 g1917 [Chlorella sp. A99]
OG0003215	PRW61074.1 E3 ubiquitin- ligase BRE1-like 2 [Chlorella sorokiniana]	PCFQ01000075.1 g1923 [Chlorella sp. A99]
OG0003216	PRW60915.1 MAP kinase phosphatase 6 [Chlorella sorokiniana]	PCFQ01000075.1 g1931 [Chlorella sp. A99]
OG0003217	PRW59758.1 ferrous iron transporter A [Chlorella sorokiniana]	PCFQ01000078.1 g1989 [Chlorella sp. A99]
OG0003218	PRW59803.1 26S proteasome non-ATPase regulatory subunit 7 [Chlorella sorokiniana]	PCFQ01000078.1 g2047 [Chlorella sp. A99]
OG0003219	PRW59801.1 UBA and UBX domain-containing protein [Chlorella sorokiniana]	PCFQ01000078.1 g2064 [Chlorella sp. A99]
OG0003220	PRW60165.1 Pre-rRNA-processing PNO1 [Chlorella sorokiniana]	PCFQ01000078.1 g2145 [Chlorella sp. A99]
OG0003221	PRW59160.1 Thioredoxin-dependent peroxide reductase [Chlorella sorokiniana]	PCFQ01000023.1 g2234 [Chlorella sp. A99]
OG0003222	PRW58882.1 diflavin flavo A [Chlorella sorokiniana]	PCFQ01000037.1 g2346 [Chlorella sp. A99]
OG0003223	PRW59370.1 flavin oxidoreductase [Chlorella sorokiniana]	PCFQ01000037.1 g2347 [Chlorella sp. A99]
OG0003224	PRW59235.1 lifeguard 1 [Chlorella sorokiniana]	PCFQ01000037.1 g2359 [Chlorella sp. A99]
OG0003225	PRW32850.1 hypothetical protein C2E21_7978 [Chlorella sorokiniana]	PCFQ01000037.1 g2381 [Chlorella sp. A99]
OG0003226	PRW57087.1 Pre-mRNA-splicing factor SYF1 [Chlorella sorokiniana]	PCFQ01000037.1 g2454 [Chlorella sp. A99]
OG0003227	PRW44564.1 putative Xaa-Pro aminopeptidase P [Chlorella sorokiniana]	PCFQ01000037.1 g2486 [Chlorella sp. A99]
OG0003228	PRW44381.1 chromodomain-helicase-DNA-binding [Chlorella sorokiniana]	PCFQ01000037.1 g2499 [Chlorella sp. A99]
OG0003229	PRW44469.1 duf803 domain membrane [Chlorella sorokiniana]	PCFQ01000037.1 g2527 [Chlorella sp. A99]
OG0003230	PRW61594.1 F1F0 ATP synthase gamma subunit [Chlorella sorokiniana]	PCFQ01000025.1 g2566 [Chlorella sp. A99], PCFQ01000011.1 g2756 [Chlorella sp. A99]
OG0003231	PRW57014.1 DNA topoisomerase I [Chlorella sorokiniana]	PCFQ01000004.1 g2669 [Chlorella sp. A99]
OG0003232	PRW56272.1 hypothetical protein C2E21_4875 [Chlorella sorokiniana]	PCFQ01000011.1 g2810 [Chlorella sp. A99]
OG0003233	PRW55995.1 queuine tRNA-ribosyltransferase-like [Chlorella sorokiniana]	PCFQ01000011.1 g2821 [Chlorella sp. A99]
OG0003234	PRW56205.1 L-aspartate chloroplastic [Chlorella sorokiniana]	PCFQ01000011.1 g2831 [Chlorella sp. A99]
OG0003235	PRW56327.1 nicotinate-nucleotide pyrophosphorylase [carboxylating] chloroplastic [Chlorella sorokiniana]	PCFQ01000011.1 g2836 [Chlorella sp. A99]
OG0003236	PRW33833.1 tRNA uridine_34_ 5-carboxymethylaminomethyl synthesis enzyme isoform A [Chlorella sorokiniana], PRW33834.1 tRNA uridine_34_ 5-carboxymethylaminomethyl synthesis enzyme isoform B [Chlorella sorokiniana]	PCFQ01000015.1 g2935 [Chlorella sp. A99]
OG0003237	PRW33781.1 alpha amylase catalytic region [Chlorella sorokiniana]	PCFQ01000015.1 g2994 [Chlorella sp. A99]
OG0003238	PRW57845.1 DNA repair and recombination RAD54B [Chlorella sorokiniana]	PCFQ01000015.1 g3036 [Chlorella sp. A99]
OG0003239	PRW57624.1 family membrane [Chlorella sorokiniana]	PCFQ01000015.1 g3058 [Chlorella sp. A99]
OG0003240	PRW50756.1 Formyltetrahydrofolate deformylase [Chlorella sorokiniana]	PCFQ01000015.1 g3084 [Chlorella sp. A99]
OG0003241	PRW56322.1 K_+_ efflux antiporter chloroplastic [Chlorella sorokiniana]	PCFQ01000006.1 g3096 [Chlorella sp. A99]
OG0003242	PRW55938.1 ATP-dependent zinc metalloprotease FTSH mitochondrial [Chlorella sorokiniana]	PCFQ01000006.1 g3130 [Chlorella sp. A99]
OG0003243	PRW56270.1 Deoxyhypusine synthase [Chlorella sorokiniana]	PCFQ01000006.1 g3148 [Chlorella sp. A99]
OG0003244	PRW18341.1 lysine--trna ligase [Chlorella sorokiniana]	PCFQ01000006.1 g3181 [Chlorella sp. A99]
OG0003245	PRW60459.1 ribosome production factor 2-like protein [Chlorella sorokiniana]	PCFQ01000013.1 g3293 [Chlorella sp. A99]
OG0003246	PRW60449.1 kinesin BC2 [Chlorella sorokiniana]	PCFQ01000013.1 g3303 [Chlorella sp. A99]
OG0003247	PRW59506.1 trafficking particle complex subunit 13-like [Chlorella sorokiniana]	PCFQ01000013.1 g3359 [Chlorella sp. A99]
OG0003349	PRW57829.1 DNA recombination repair [Chlorella sorokiniana]	PCFQ01000015.1 g3050 [Chlorella sp. A99]
OG0003355	PRW32902.1 N-D-ribosylpurine ribohydrolase [Chlorella sorokiniana]	PCFQ01000005.1 g787 [Chlorella sp. A99]
OG0003358	PRW57758.1 branched-chain amino acid aminotransferase [Chlorella sorokiniana]	PCFQ01000015.1 g3075 [Chlorella sp. A99]
OG0003359	PRW57292.1 IMP-specific 5-nucleotidase [Chlorella sorokiniana]	PCFQ01000079.1 g1303 [Chlorella sp. A99]
OG0003368	PRW61072.1 shaggy-related kinase epsilon [Chlorella sorokiniana]	PCFQ01000079.1 g1357 [Chlorella sp. A99]
OG0003372	PRW60941.1 AP-2 complex subunit alpha-1-like [Chlorella sorokiniana]	PCFQ01000075.1 g1919 [Chlorella sp. A99]
OG0003379	PRW58595.1 hypothetical protein C2E21_3172 [Chlorella sorokiniana]	PCFQ01000058.1 g135 [Chlorella sp. A99]
OG0003380	PRW21095.1 Peter Pan [Chlorella sorokiniana]	PCFQ01000079.1 g1430 [Chlorella sp. A99]
OG0003381	PRW45457.1 inorganic pyrophosphatase family [Chlorella sorokiniana]	PCFQ01000011.1 g2773 [Chlorella sp. A99]
OG0003386	PRW39092.1 Triosephosphate chloroplastic [Chlorella sorokiniana]	PCFQ01000010.1 g373 [Chlorella sp. A99]
OG0003392	PRW61389.1 glycosyl hydrolase [Chlorella sorokiniana]	PCFQ01000075.1 g1936 [Chlorella sp. A99]
OG0003394	PRW55931.1 peroxisomal membrane 11C [Chlorella sorokiniana]	PCFQ01000011.1 g2891 [Chlorella sp. A99]
OG0003395	PRW18375.1 histidinol dehydrogenase [Chlorella sorokiniana]	PCFQ01000078.1 g1993 [Chlorella sp. A99]
OG0003415	PRW59993.1 transmembrane 9 superfamily member 1 [Chlorella sorokiniana]	PCFQ01000078.1 g2184 [Chlorella sp. A99]
OG0003416	PRW50785.1 small nuclear ribonucleo Sm D2 [Chlorella sorokiniana]	PCFQ01000005.1 g810 [Chlorella sp. A99]
OG0003420	PRW50989.1 DDB1- and CUL4-associated factor 12 [Chlorella sorokiniana]	PCFQ01000005.1 g793 [Chlorella sp. A99]
OG0003424	PRW59437.1 hypothetical protein C2E21_2158 [Chlorella sorokiniana]	PCFQ01000037.1 g2343 [Chlorella sp. A99]
OG0003425	PRW51070.1 30S ribosomal chloroplastic [Chlorella sorokiniana]	PCFQ01000005.1 g802 [Chlorella sp. A99]
OG0003428	PRW56342.1 nuclear pore complex Nup205 [Chlorella sorokiniana]	PCFQ01000011.1 g2919 [Chlorella sp. A99]
OG0003434	PRW59266.1 chloroplast lycopene beta cyclase precursor [Chlorella sorokiniana]	PCFQ01000004.1 g2674 [Chlorella sp. A99]
OG0003435	PRW44352.1 30S ribosomal S6 [Chlorella sorokiniana]	PCFQ01000037.1 g2500 [Chlorella sp. A99]
OG0003436	PRW59436.1 trigger factor type chaperone family [Chlorella sorokiniana]	PCFQ01000004.1 g2617 [Chlorella sp. A99]
OG0003437	PRW20607.1 1-deoxy-D-xylulose 5-phosphate synthase [Chlorella sorokiniana]	PCFQ01000006.1 g3226 [Chlorella sp. A99]
OG0003445	PRW60126.1 disulfide-isomerase A6-like [Chlorella sorokiniana]	PCFQ01000078.1 g2194 [Chlorella sp. A99]
OG0003446	PRW60426.1 nicotinate phosphoribosyltransferase [Chlorella sorokiniana]	PCFQ01000013.1 g3269 [Chlorella sp. A99]
OG0003448	PRW58051.1 glycosyltransferase CAZy family GT77 [Chlorella sorokiniana]	PCFQ01000082.1 g550 [Chlorella sp. A99]
OG0003454	PRW20625.1 60S ribosomal L30 [Chlorella sorokiniana]	PCFQ01000006.1 g3237 [Chlorella sp. A99]
OG0003466	PRW20604.1 Translation initiation factor eIF-2B subunit epsilon [Chlorella sorokiniana]	PCFQ01000006.1 g3233 [Chlorella sp. A99]
OG0003467	PRW20418.1 UDP-sulfoquinovose chloroplastic [Chlorella sorokiniana]	PCFQ01000082.1 g618 [Chlorella sp. A99]
OG0003469	PRW59485.1 adenylate kinase [Chlorella sorokiniana]	PCFQ01000078.1 g2004 [Chlorella sp. A99]
OG0003471	PRW21014.1 hypothetical protein C2E21_8514 [Chlorella sorokiniana]	PCFQ01000010.1 g387 [Chlorella sp. A99]
OG0003476	PRW51092.1 5-Formyltetrahydrofolate cycloligase [Chlorella sorokiniana]	PCFQ01000005.1 g861 [Chlorella sp. A99]
OG0003477	PRW51118.1 putative membrane protein isoform B [Chlorella sorokiniana], PRW51119.1 putative membrane protein isoform A [Chlorella sorokiniana]	PCFQ01000005.1 g848 [Chlorella sp. A99]
OG0003478	PRW57421.1 ultraviolet-B receptor UVR8 [Chlorella sorokiniana]	PCFQ01000037.1 g2452 [Chlorella sp. A99]
OG0003489	PRW59492.1 U6 snRNA-associated Sm LSm2 [Chlorella sorokiniana]	PCFQ01000078.1 g2025 [Chlorella sp. A99]
OG0003490	PRW60572.1 Flowering time control FPA isoform A [Chlorella sorokiniana], PRW60573.1 Flowering time control FPA isoform B [Chlorella sorokiniana]	PCFQ01000013.1 g3280 [Chlorella sp. A99]
OG0003492	PRW50772.1 Fanconi anemia group I [Chlorella sorokiniana]	PCFQ01000005.1 g851 [Chlorella sp. A99]
OG0003495	PRW33238.1 inward rectifier potassium channel 2-like isoform X7 isoform A [Chlorella sorokiniana], PRW33237.1 inward rectifier potassium channel 2-like isoform X7 isoform B [Chlorella sorokiniana]	PCFQ01000004.1 g2714 [Chlorella sp. A99]
OG0003499	PRW57427.1 FMN binding [Chlorella sorokiniana]	PCFQ01000081.1 g1556 [Chlorella sp. A99]
OG0003506	PRW44451.1 lipase member H [Chlorella sorokiniana]	PCFQ01000011.1 g2766 [Chlorella sp. A99]
OG0003508	PRW57524.1 60S ribosomal L21-1-like [Chlorella sorokiniana]	PCFQ01000009.1 g1695 [Chlorella sp. A99]
