Orthogroup	Chlorella_Sorokiniana1602	Coccomyxa_SubellipsoideaC169
OG0004156	PRW57164.1 mitogen-activated kinase kinase 3 [Chlorella sorokiniana]	EIE18474.1 kinase-like protein [Coccomyxa subellipsoidea C-169]
OG0004157	PRW57415.1 DNA repair UVH3 isoform X2 [Chlorella sorokiniana]	EIE22530.1 hypothetical protein COCSUDRAFT_9431_ partial [Coccomyxa subellipsoidea C-169]
OG0004158	PRW56164.1 DNA polymerase kappa [Chlorella sorokiniana]	EIE25108.1 DNA polymerase kappa [Coccomyxa subellipsoidea C-169]
OG0004159	PRW57149.1 3-isopropylmalate dehydratase [Chlorella sorokiniana]	EIE27772.1 3-isopropylmalate dehydratase [Coccomyxa subellipsoidea C-169]
OG0004160	PRW45740.1 periaxin isoform X1 [Chlorella sorokiniana]	EIE22643.1 hypothetical protein COCSUDRAFT_63785 [Coccomyxa subellipsoidea C-169]
OG0004161	PRW33082.1 Plasmid partition [Chlorella sorokiniana]	EIE21000.1 DUF1365-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0004163	PRW44853.1 tRNA-specific adenosine deaminase 2 [Chlorella sorokiniana]	EIE26984.1 catalytic/ hydrolase/ zinc ion binding protein [Coccomyxa subellipsoidea C-169]
OG0004164	PRW44913.1 ATPase family AAA domain-containing 2 [Chlorella sorokiniana]	EIE20350.1 hypothetical protein COCSUDRAFT_83550_ partial [Coccomyxa subellipsoidea C-169]
OG0004165	PRW33530.1 WD repeat-containing 61 [Chlorella sorokiniana]	EIE22794.1 WD40 repeat-like protein [Coccomyxa subellipsoidea C-169]
OG0004167	PRW61228.1 Gamma-tubulin complex component 3 [Chlorella sorokiniana]	EIE20511.1 hypothetical protein COCSUDRAFT_48540 [Coccomyxa subellipsoidea C-169]
OG0004168	PRW18308.1 glutamyl-tRNA_Gln_ amidotransferase subunit chloroplastic mitochondrial [Chlorella sorokiniana]	EIE20933.1 B subunit of glutamyl-tRNA amidotransferase [Coccomyxa subellipsoidea C-169]
OG0004169	PRW60059.1 KRR1 small subunit processome component [Chlorella sorokiniana]	EIE26833.1 hypothetical protein COCSUDRAFT_21918 [Coccomyxa subellipsoidea C-169]
OG0004170	PRW59568.1 nuclear cap-binding subunit 2-like [Chlorella sorokiniana]	EIE21577.1 cap-binding protein_ partial [Coccomyxa subellipsoidea C-169]
OG0004171	PRW18327.1 amine oxidase [Chlorella sorokiniana]	EIE25692.1 FAD/NAD_P_-binding domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0004172	PRW59930.1 granule-bound starch synthase chloroplastic amyloplastic-like [Chlorella sorokiniana]	EIE21159.1 granule-bound starch synthase [Coccomyxa subellipsoidea C-169]
OG0004173	PRW59870.1 outer envelope 61 [Chlorella sorokiniana]	EIE21179.1 hypothetical protein COCSUDRAFT_48306 [Coccomyxa subellipsoidea C-169]
OG0004174	PRW59489.1 syntaxin [Chlorella sorokiniana]	EIE21609.1 snare-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0004175	PRW59984.1 EF-hand domain-containing 1 [Chlorella sorokiniana]	EIE21595.1 hypothetical protein COCSUDRAFT_17258 [Coccomyxa subellipsoidea C-169]
OG0004176	PRW60040.1 RNA binding isoform B [Chlorella sorokiniana], PRW60042.1 RNA binding isoform C [Chlorella sorokiniana], PRW60041.1 RNA binding isoform A [Chlorella sorokiniana]	EIE22925.1 RNA-binding domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0004177	PRW59578.1 deoxyhypusine hydroxylase [Chlorella sorokiniana]	EIE21696.1 deoxyhypusine hydroxylase [Coccomyxa subellipsoidea C-169]
OG0004178	PRW59641.1 chloroplastic-like isoform A [Chlorella sorokiniana], PRW59642.1 chloroplastic-like isoform B [Chlorella sorokiniana]	EIE21514.1 nucleic acid-binding protein [Coccomyxa subellipsoidea C-169]
OG0004179	PRW58952.1 putative serine threonine- kinase [Chlorella sorokiniana]	EIE19369.1 kinase-like protein [Coccomyxa subellipsoidea C-169]
OG0004180	PRW59333.1 LHCP TRANSLOCATION DEFECT-like [Chlorella sorokiniana]	EIE20529.1 hypothetical protein COCSUDRAFT_18502 [Coccomyxa subellipsoidea C-169]
OG0004181	PRW58846.1 nucleobase-ascorbate transporter 3 [Chlorella sorokiniana]	EIE23145.1 hypothetical protein COCSUDRAFT_47512 [Coccomyxa subellipsoidea C-169]
OG0004182	PRW59176.1 fructose-1_6-bisphosphate aldolase [Chlorella sorokiniana]	EIE21317.1 fructose-1_6-bisphosphate aldolase [Coccomyxa subellipsoidea C-169]
OG0004183	PRW44613.1 pyruvate dehydrogenase E1 component subunit beta- chloroplastic-like [Chlorella sorokiniana]	EIE23135.1 hypothetical protein COCSUDRAFT_53517 [Coccomyxa subellipsoidea C-169]
OG0004184	PRW44339.1 Carboxypeptidase Taq [Chlorella sorokiniana]	EIE22999.1 putative carboxypeptidase [Coccomyxa subellipsoidea C-169]
OG0004185	PRW57200.1 metallophosphoesterase [Chlorella sorokiniana], PRW60250.1 ser thr phosphatase family [Chlorella sorokiniana]	EIE18952.1 Metallo-dependent phosphatase [Coccomyxa subellipsoidea C-169]
OG0004186	PRW58823.1 G -coupled seven transmembrane receptor [Chlorella sorokiniana]	EIE24643.1 hypothetical protein COCSUDRAFT_53024 [Coccomyxa subellipsoidea C-169]
OG0004187	PRW56464.1 glycosyl hydrolase family 43 [Chlorella sorokiniana]	EIE26238.1 hypothetical protein COCSUDRAFT_83613 [Coccomyxa subellipsoidea C-169]
OG0004188	PRW59293.1 26S proteasome non-ATPase regulatory subunit 8-like protein A [Chlorella sorokiniana]	EIE22372.1 hypothetical protein COCSUDRAFT_37026 [Coccomyxa subellipsoidea C-169]
OG0004189	PRW61101.1 transmembrane 184A-like [Chlorella sorokiniana]	EIE25555.1 DUF300-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0004190	PRW56595.1 Phosphatase chloroplastic [Chlorella sorokiniana]	EIE25541.1 inositol monophosphatase_ partial [Coccomyxa subellipsoidea C-169]
OG0004191	PRW56657.1 Protein CLEC16A [Chlorella sorokiniana]	EIE25529.1 hypothetical protein COCSUDRAFT_9576_ partial [Coccomyxa subellipsoidea C-169]
OG0004192	PRW56009.1 light-harvesting of photosystem I [Chlorella sorokiniana]	EIE26525.1 light-harvesting chlorophyll-a/b protein of photosystem I [Coccomyxa subellipsoidea C-169]
OG0004193	PRW56118.1 light harvesting complex a [Chlorella sorokiniana]	EIE26526.1 hypothetical protein COCSUDRAFT_52367 [Coccomyxa subellipsoidea C-169]
OG0004194	PRW56126.1 aldo keto reductase [Chlorella sorokiniana]	EIE22854.1 hypothetical protein COCSUDRAFT_53679 [Coccomyxa subellipsoidea C-169]
OG0004195	PRW55987.1 proline synthase co-transcribed bacterial-like protein -like [Chlorella sorokiniana]	EIE19844.1 hypothetical protein COCSUDRAFT_34111 [Coccomyxa subellipsoidea C-169]
OG0004196	PRW50853.1 peptide methionine sulfoxide reductase [Chlorella sorokiniana]	EIE26247.1 PMSR-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0004198	PRW56182.1 Selenocysteine-specific elongation factor [Chlorella sorokiniana]	EIE24099.1 selenocysteine-specific elongation factor EF-Sec [Coccomyxa subellipsoidea C-169]
OG0004199	PRW56223.1 U6 snRNA-associated Sm LSm6 [Chlorella sorokiniana]	EIE21278.1 isoform CRA_b [Coccomyxa subellipsoidea C-169]
OG0004200	PRW56050.1 histone acetyltransferase complex component [Chlorella sorokiniana]	EIE22880.1 hypothetical protein COCSUDRAFT_1634_ partial [Coccomyxa subellipsoidea C-169]
OG0004201	PRW33882.1 mitochondrial import inner membrane translocase subunit Tim17 Tim22 Tim23 family isoform B [Chlorella sorokiniana], PRW33881.1 mitochondrial import inner membrane translocase subunit Tim17 Tim22 Tim23 family isoform A [Chlorella sorokiniana]	EIE23595.1 hypothetical protein COCSUDRAFT_66004 [Coccomyxa subellipsoidea C-169]
OG0004203	PRW33314.1 cyanate hydratase [Chlorella sorokiniana]	EIE26048.1 cyanase hydrolase [Coccomyxa subellipsoidea C-169], EIE18404.1 hypothetical protein COCSUDRAFT_60368 [Coccomyxa subellipsoidea C-169]
OG0004205	PRW57757.1 RNA methylase [Chlorella sorokiniana]	EIE18826.1 hypothetical protein COCSUDRAFT_59757 [Coccomyxa subellipsoidea C-169]
OG0004206	PRW57616.1 thioredoxin [Chlorella sorokiniana]	EIE23730.1 thioredoxin-like protein [Coccomyxa subellipsoidea C-169]
OG0004207	PRW57912.1 Surfeit locus 2 [Chlorella sorokiniana]	EIE23479.1 hypothetical protein COCSUDRAFT_65937 [Coccomyxa subellipsoidea C-169]
OG0004208	PRW56230.1 import inner membrane translocase subunit Tim22 [Chlorella sorokiniana]	EIE26798.1 Tim17-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0004210	PRW56077.1 tRNA-splicing ligase-like protein [Chlorella sorokiniana]	EIE26782.1 UPF0027-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0004211	PRW18401.1 MPBQ MSBQ methyltransferase [Chlorella sorokiniana]	EIE26395.1 S-adenosyl-L-methionine-dependent methyltransferase [Coccomyxa subellipsoidea C-169]
OG0004213	PRW33323.1 15-cis-zeta-carotene [Chlorella sorokiniana]	EIE23144.1 hypothetical protein COCSUDRAFT_53522 [Coccomyxa subellipsoidea C-169]
OG0004214	PRW05953.1 Peptide methionine sulfoxide reductase [Chlorella sorokiniana]	EIE21332.1 hypothetical protein COCSUDRAFT_37270 [Coccomyxa subellipsoidea C-169]
OG0004216	PRW56393.1 histone-lysine N- H3 lysine-9 specific SUVH4-like [Chlorella sorokiniana]	EIE25424.1 SET domain-containing protein_ partial [Coccomyxa subellipsoidea C-169]
OG0004218	PRW60264.1 ribonuclease H2 subunit B [Chlorella sorokiniana]	EIE24959.1 hypothetical protein COCSUDRAFT_83651 [Coccomyxa subellipsoidea C-169]
OG0004219	PRW60294.1 adenylate and guanylate cyclase catalytic domain-containing [Chlorella sorokiniana]	EIE24700.1 hypothetical protein COCSUDRAFT_14531 [Coccomyxa subellipsoidea C-169]
OG0004220	PRW60370.1 Metalloendopeptidase family-saccharolysin & thimet oligopeptidase _ISS_ [Chlorella sorokiniana]	EIE24190.1 hypothetical protein COCSUDRAFT_53257 [Coccomyxa subellipsoidea C-169]
OG0004221	PRW05823.1 Proteasome maturation isoform B [Chlorella sorokiniana], PRW05822.1 Proteasome maturation isoform A [Chlorella sorokiniana]	EIE25486.1 proteasome maturation factor UMP1 [Coccomyxa subellipsoidea C-169]
OG0004222	PRW56128.1 replication A 14 kDa subunit B [Chlorella sorokiniana]	EIE19603.1 hypothetical protein COCSUDRAFT_67716 [Coccomyxa subellipsoidea C-169]
OG0004223	PRW34036.1 ataxin-10-like [Chlorella sorokiniana]	EIE20944.1 hypothetical protein COCSUDRAFT_57486 [Coccomyxa subellipsoidea C-169]
OG0004224	PRW57243.1 riboflavin biosynthesis chloroplastic [Chlorella sorokiniana]	EIE27249.1 riboflavin biosynthesis p_ partial [Coccomyxa subellipsoidea C-169]
OG0004225	PRW60267.1 farnesyl diphosphate synthase [Chlorella sorokiniana]	EIE24506.1 farnesyl diphosphate synthase [Coccomyxa subellipsoidea C-169]
OG0004227	PRW39172.1 mismatch repair endonuclease PMS2 [Chlorella sorokiniana]	EIE26239.1 hypothetical protein COCSUDRAFT_83614_ partial [Coccomyxa subellipsoidea C-169], EIE25963.1 Nhpms2 complexed with Adp [Coccomyxa subellipsoidea C-169]
OG0004228	PRW33193.1 ribosome biogenesis WDR12-like protein [Chlorella sorokiniana]	EIE25891.1 WD40 repeat-like protein [Coccomyxa subellipsoidea C-169]
OG0004229	PRW56064.1 putative tRNA modification GTPase [Chlorella sorokiniana]	EIE18915.1 tRNA modification GTPase TrmE [Coccomyxa subellipsoidea C-169]
OG0004230	PRW59774.1 protease Do-like chloroplastic isoform X1 [Chlorella sorokiniana]	EIE21012.1 trypsin-like serine protease [Coccomyxa subellipsoidea C-169]
OG0004231	PRW56176.1 oxidoreductase TDA3 [Chlorella sorokiniana]	EIE18649.1 D-amino acid oxidase_ partial [Coccomyxa subellipsoidea C-169]
OG0004232	PRW56944.1 mitochondrial substrate carrier [Chlorella sorokiniana]	EIE27681.1 mitochondrial substrate carrier protein [Coccomyxa subellipsoidea C-169]
OG0004233	PRW45550.1 exosome complex component RRP43 isoform B [Chlorella sorokiniana], PRW45551.1 exosome complex component RRP43 isoform A [Chlorella sorokiniana]	EIE21584.1 3'-5'-exoribonuclease/RNA binding-like protein [Coccomyxa subellipsoidea C-169]
OG0004234	PRW61221.1 ribosome maturation SBDS [Chlorella sorokiniana]	EIE26602.1 Shwachman-Bodian-diamond syndrome_ partial [Coccomyxa subellipsoidea C-169]
OG0004235	PRW20666.1 transcription initiation factor TFIID subunit 6-like isoform X1 [Chlorella sorokiniana]	EIE23459.1 DUF1546-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0004236	PRW60116.1 3-oxoacyl-[acyl-carrier] mitochondrial [Chlorella sorokiniana]	EIE27504.1 thiolase-like protein [Coccomyxa subellipsoidea C-169]
OG0004237	PRW50850.1 arginine N-methyltransferase 2 [Chlorella sorokiniana]	EIE26086.1 S-adenosyl-L-methionine-dependent methyltransferase [Coccomyxa subellipsoidea C-169]
OG0004238	PRW34002.1 tilB-like protein [Chlorella sorokiniana]	EIE23977.1 outer arm dynein light chain 1 [Coccomyxa subellipsoidea C-169]
OG0004239	PRW20179.1 diphthamide biosynthesis 2 [Chlorella sorokiniana]	EIE23796.1 diphthamide biosynthesis protein [Coccomyxa subellipsoidea C-169]
OG0004240	PRW59299.1 Anaphase-promoting complex subunit 10 [Chlorella sorokiniana]	EIE26655.1 anaphase-promoting complex_ subunit 10 [Coccomyxa subellipsoidea C-169]
OG0004241	PRW44592.1 hypothetical protein C2E21_6681 [Chlorella sorokiniana]	EIE23051.1 hypothetical protein COCSUDRAFT_53491 [Coccomyxa subellipsoidea C-169]
OG0004242	PRW61182.1 U3 small nucleolar RNA-associated 11 [Chlorella sorokiniana]	EIE25270.1 small-subunit processome_ partial [Coccomyxa subellipsoidea C-169]
OG0004243	PRW05824.1 Small RNA degrading nuclease [Chlorella sorokiniana]	EIE25192.1 hypothetical protein COCSUDRAFT_27861 [Coccomyxa subellipsoidea C-169]
OG0004244	PRW20272.1 PHD finger-like domain-containing 5B [Chlorella sorokiniana]	EIE18962.1 PHF5-like protein [Coccomyxa subellipsoidea C-169]
OG0004245	PRW61333.1 N-_5 -phosphoribosyl_anthranilate isomerase chloroplastic-like [Chlorella sorokiniana]	EIE26498.1 hypothetical protein COCSUDRAFT_12245_ partial [Coccomyxa subellipsoidea C-169]
OG0004246	PRW58191.1 Cation transport regulator 2 isoform A [Chlorella sorokiniana], PRW58192.1 Cation transport regulator 2 isoform B [Chlorella sorokiniana]	EIE20454.1 ChaC-like protein [Coccomyxa subellipsoidea C-169]
OG0004247	PRW61286.1 hypothetical protein C2E21_0224 [Chlorella sorokiniana]	EIE23926.1 signal peptidase 22 kDa subunit [Coccomyxa subellipsoidea C-169]
OG0004248	PRW57487.1 peptidoglycan binding [Chlorella sorokiniana]	EIE27431.1 hypothetical protein COCSUDRAFT_45859 [Coccomyxa subellipsoidea C-169]
OG0004249	PRW56547.1 Histone-lysine N-methyltransferase ASHR1 [Chlorella sorokiniana]	EIE25568.1 hypothetical protein COCSUDRAFT_61770 [Coccomyxa subellipsoidea C-169]
OG0004251	PRW05934.1 50S ribosomal L14 [Chlorella sorokiniana]	EIE18592.1 ribosomal protein L14 [Coccomyxa subellipsoidea C-169]
OG0004252	PRW18296.1 Solute carrier family 35 member F6 [Chlorella sorokiniana]	EIE26741.1 hypothetical protein COCSUDRAFT_4914_ partial [Coccomyxa subellipsoidea C-169]
OG0004253	PRW18374.1 Methyl- -binding domain 4 [Chlorella sorokiniana]	EIE20622.1 hypothetical protein COCSUDRAFT_83540 [Coccomyxa subellipsoidea C-169]
OG0004254	PRW18395.1 mitochondrial carnitine acylcarnitine carrier [Chlorella sorokiniana]	EIE26443.1 mitochondrial carrier [Coccomyxa subellipsoidea C-169]
OG0004255	PRW20183.1 serine threonine isoform A [Chlorella sorokiniana], PRW20182.1 serine threonine isoform B [Chlorella sorokiniana]	EIE23525.1 hypothetical protein COCSUDRAFT_65962 [Coccomyxa subellipsoidea C-169]
OG0004256	PRW20189.1 formin 3 [Chlorella sorokiniana]	EIE24758.1 hypothetical protein COCSUDRAFT_41065 [Coccomyxa subellipsoidea C-169]
OG0004258	PRW20493.1 Ras-related RABH1e [Chlorella sorokiniana]	EIE20890.1 ras-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0004261	PRW20778.1 Meiotic nuclear division 1 [Chlorella sorokiniana]	EIE27559.1 hypothetical protein COCSUDRAFT_39194 [Coccomyxa subellipsoidea C-169]
OG0004263	PRW20846.1 phosphatase 2C containing [Chlorella sorokiniana], PRW20797.1 teosinte glume architecture 1 [Chlorella sorokiniana]	EIE27790.1 hypothetical protein COCSUDRAFT_45995 [Coccomyxa subellipsoidea C-169]
OG0004264	PRW20808.1 Zinc finger MYND domain-containing 10 [Chlorella sorokiniana]	EIE27455.1 hypothetical protein COCSUDRAFT_55461 [Coccomyxa subellipsoidea C-169]
OG0004265	PRW20882.1 DNA polymerase sigma [Chlorella sorokiniana], PRW20939.1 Xaa-Pro dipeptidase [Chlorella sorokiniana]	EIE27549.1 Xaa-Pro dipeptidase _X-Pro dipeptidase_ [Coccomyxa subellipsoidea C-169]
OG0004267	PRW21012.1 hypothetical protein C2E21_8522 [Chlorella sorokiniana]	EIE25645.1 hypothetical protein COCSUDRAFT_64760 [Coccomyxa subellipsoidea C-169]
OG0004268	PRW21033.1 regulator of nonsense transcripts 1 _RENT1_ [Chlorella sorokiniana]	EIE21783.1 P-loop containing nucleoside triphosphate hydrolase protein_ partial [Coccomyxa subellipsoidea C-169]
OG0004269	PRW21121.1 peptidyl-prolyl cis-trans isomerase FKBP17- chloroplastic-like [Chlorella sorokiniana]	EIE24565.1 FKBP-type peptidyl-prolyl cis-trans isomerase_ partial [Coccomyxa subellipsoidea C-169]
OG0004271	PRW32493.1 hypothetical protein C2E21_8371 [Chlorella sorokiniana]	EIE24621.1 hypothetical protein COCSUDRAFT_65447 [Coccomyxa subellipsoidea C-169]
OG0004274	PRW56638.1 cytochrome c6 isoform A [Chlorella sorokiniana], PRW56639.1 cytochrome c6 isoform B [Chlorella sorokiniana], PRW32635.1 cytochrome c6 [Chlorella sorokiniana]	EIE23706.1 cytochrome c6_ partial [Coccomyxa subellipsoidea C-169]
OG0004276	PRW33104.1 phosphatase 2C containing [Chlorella sorokiniana]	EIE25838.1 protein serine/threonine phosphatase 2C [Coccomyxa subellipsoidea C-169]
OG0004278	PRW33329.1 putative ribose-5-phosphate isomerase chloroplastic [Chlorella sorokiniana]	EIE25852.1 hypothetical protein COCSUDRAFT_60863 [Coccomyxa subellipsoidea C-169]
OG0004279	PRW33616.1 PHD zinc finger-containing [Chlorella sorokiniana]	EIE20330.1 hypothetical protein COCSUDRAFT_67586 [Coccomyxa subellipsoidea C-169], EIE20353.1 hypothetical protein COCSUDRAFT_83553 [Coccomyxa subellipsoidea C-169]
OG0004280	PRW33623.1 chitinase domain-containing 1 [Chlorella sorokiniana]	EIE20263.1 glycoside hydrolase [Coccomyxa subellipsoidea C-169]
OG0004281	PRW33626.1 putative NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit mitochondrial [Chlorella sorokiniana], PRW45349.1 hypothetical protein C2E21_5920 [Chlorella sorokiniana]	EIE23249.1 hypothetical protein COCSUDRAFT_42158 [Coccomyxa subellipsoidea C-169]
OG0004282	PRW33648.1 peptidase U32 [Chlorella sorokiniana]	EIE18716.1 hypothetical protein COCSUDRAFT_68172 [Coccomyxa subellipsoidea C-169], EIE22933.1 hypothetical protein COCSUDRAFT_83705 [Coccomyxa subellipsoidea C-169]
OG0004285	PRW33985.1 activating signal cointegrator 1 [Chlorella sorokiniana], PRW50997.1 putative mitochondrial membrane [Chlorella sorokiniana]	EIE25777.1 hypothetical protein COCSUDRAFT_64833 [Coccomyxa subellipsoidea C-169], EIE22998.1 hypothetical protein COCSUDRAFT_66129 [Coccomyxa subellipsoidea C-169]
OG0004288	PRW39165.1 WD and tetratricopeptide repeats 1-like [Chlorella sorokiniana]	EIE23488.1 WD40 repeat-like protein_ partial [Coccomyxa subellipsoidea C-169]
OG0004289	PRW39246.1 ABC transporter G family member 31-like [Chlorella sorokiniana]	EIE26127.1 ATP-dependent DNA helicase [Coccomyxa subellipsoidea C-169]
OG0004290	PRW39371.1 CTP-phosphoethanolamine cytidylyltransferase isoform A [Chlorella sorokiniana], PRW39370.1 CTP-phosphoethanolamine cytidylyltransferase isoform B [Chlorella sorokiniana]	EIE26011.1 alpha subunit of acetyl-CoA carboxylase [Coccomyxa subellipsoidea C-169]
OG0004291	PRW44280.1 Microbial collagenase [Chlorella sorokiniana]	EIE26358.1 hypothetical protein COCSUDRAFT_58894 [Coccomyxa subellipsoidea C-169]
OG0004293	PRW44330.1 heme-binding chloroplastic [Chlorella sorokiniana]	EIE23057.1 hypothetical protein COCSUDRAFT_53493 [Coccomyxa subellipsoidea C-169]
OG0004294	PRW44386.1 hypothetical protein C2E21_6840 [Chlorella sorokiniana], PRW44620.1 phosphoglycerate mutase 4 [Chlorella sorokiniana]	EIE22960.1 phosphoglycerate mutase-like protein [Coccomyxa subellipsoidea C-169]
OG0004296	PRW44479.1 Coiled-coil domain-containing isoform 1 [Chlorella sorokiniana]	EIE23000.1 hypothetical protein COCSUDRAFT_66132 [Coccomyxa subellipsoidea C-169], EIE26302.1 hypothetical protein COCSUDRAFT_58842 [Coccomyxa subellipsoidea C-169]
OG0004297	PRW44531.1 Gamma-soluble NSF attachment isoform B [Chlorella sorokiniana], PRW44530.1 Gamma-soluble NSF attachment isoform A [Chlorella sorokiniana]	EIE23089.1 TPR-like protein [Coccomyxa subellipsoidea C-169]
OG0004299	PRW44865.1 integral membrane [Chlorella sorokiniana]	EIE22348.1 hypothetical protein COCSUDRAFT_33484 [Coccomyxa subellipsoidea C-169]
OG0004302	PRW44935.1 hypoxanthine phosphoribosyltransferase [Chlorella sorokiniana]	EIE22511.1 hypothetical protein COCSUDRAFT_83468 [Coccomyxa subellipsoidea C-169]
OG0004303	PRW45111.1 glycosyl transferase group 1 [Chlorella sorokiniana]	EIE22198.1 UDP-Glycosyltransferase/glycogen phosphorylase [Coccomyxa subellipsoidea C-169]
OG0004304	PRW45153.1 centriole proteome [Chlorella sorokiniana]	EIE27039.1 hypothetical protein COCSUDRAFT_64051_ partial [Coccomyxa subellipsoidea C-169]
OG0004305	PRW45160.1 peptidase M16 [Chlorella sorokiniana]	EIE22249.1 LuxS/MPP-like metallohydrolase [Coccomyxa subellipsoidea C-169]
OG0004306	PRW45259.1 NAD_P_-dependent oxidoreductase [Chlorella sorokiniana]	EIE26885.1 NAD_P_-binding protein [Coccomyxa subellipsoidea C-169]
OG0004307	PRW45261.1 apurinic endonuclease-redox [Chlorella sorokiniana]	EIE20819.1 hypothetical protein COCSUDRAFT_18358_ partial [Coccomyxa subellipsoidea C-169]
OG0004308	PRW45266.1 switch 2 [Chlorella sorokiniana]	EIE19153.1 hypothetical protein COCSUDRAFT_20093_ partial [Coccomyxa subellipsoidea C-169]
OG0004309	PRW45367.1 N-lysine methyltransferase METTL21A [Chlorella sorokiniana]	EIE21557.1 hypothetical protein COCSUDRAFT_54021 [Coccomyxa subellipsoidea C-169]
OG0004310	PRW45394.1 arsenite-resistant asr2 [Chlorella sorokiniana]	EIE22635.1 hypothetical protein COCSUDRAFT_53614 [Coccomyxa subellipsoidea C-169]
OG0004311	PRW45451.1 GTP-binding chloroplastic [Chlorella sorokiniana]	EIE22609.1 hypothetical protein COCSUDRAFT_63755 [Coccomyxa subellipsoidea C-169]
OG0004312	PRW45496.1 hypothetical protein C2E21_5877 [Chlorella sorokiniana]	EIE21777.1 hypothetical protein COCSUDRAFT_42826 [Coccomyxa subellipsoidea C-169]
OG0004313	PRW45534.1 hypothetical protein C2E21_5852 [Chlorella sorokiniana], PRW56653.1 hypothetical protein C2E21_4774 [Chlorella sorokiniana]	EIE23246.1 hypothetical protein COCSUDRAFT_63602 [Coccomyxa subellipsoidea C-169], EIE22645.1 hypothetical protein COCSUDRAFT_42302 [Coccomyxa subellipsoidea C-169]
OG0004314	PRW45698.1 autophagy-related 18h-like isoform X1 [Chlorella sorokiniana]	EIE22763.1 hypothetical protein COCSUDRAFT_63899 [Coccomyxa subellipsoidea C-169]
OG0004317	PRW51032.1 hypothetical protein C2E21_5358 [Chlorella sorokiniana]	EIE18584.1 hypothetical protein COCSUDRAFT_9732_ partial [Coccomyxa subellipsoidea C-169]
OG0004318	PRW51043.1 dicarboxylate amino acid cation sodium transporter [Chlorella sorokiniana]	EIE22044.1 Sodium_dicarboxylate symporter [Coccomyxa subellipsoidea C-169], EIE19520.1 dicarboxylate/amino acid cation sodium transporter [Coccomyxa subellipsoidea C-169]
OG0004319	PRW51066.1 hypothetical protein C2E21_5369 [Chlorella sorokiniana]	EIE20578.1 hypothetical protein COCSUDRAFT_10876_ partial [Coccomyxa subellipsoidea C-169]
OG0004320	PRW51072.1 clusterin-associated 1 [Chlorella sorokiniana]	EIE19546.1 hypothetical protein COCSUDRAFT_58294 [Coccomyxa subellipsoidea C-169], EIE19544.1 hypothetical protein COCSUDRAFT_58292 [Coccomyxa subellipsoidea C-169]
OG0004321	PRW51102.1 ATP-dependent zinc metalloprotease FTSH chloroplastic isoform B [Chlorella sorokiniana], PRW51101.1 ATP-dependent zinc metalloprotease FTSH chloroplastic isoform A [Chlorella sorokiniana]	EIE21197.1 ATP-dependent metallopeptidase Hfl [Coccomyxa subellipsoidea C-169]
OG0004322	PRW56025.1 hypothetical protein C2E21_5187 [Chlorella sorokiniana]	EIE26490.1 RNI-like protein [Coccomyxa subellipsoidea C-169]
OG0004324	PRW56268.1 formimidoyltransferase-cyclodeaminase-like [Chlorella sorokiniana]	EIE23961.1 Formiminotransferase [Coccomyxa subellipsoidea C-169]
OG0004325	PRW56670.1 phosphatase SGT1a [Chlorella sorokiniana]	EIE25539.1 SGS-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0004328	PRW57078.1 hybrid sensor histidine kinase response regulator [Chlorella sorokiniana]	EIE27473.1 hypothetical protein COCSUDRAFT_11065_ partial [Coccomyxa subellipsoidea C-169]
OG0004329	PRW57186.1 lysine-specific demethylase 2A isoform X1 [Chlorella sorokiniana]	EIE27671.1 hypothetical protein COCSUDRAFT_55660 [Coccomyxa subellipsoidea C-169]
OG0004330	PRW57285.1 phosphoenolpyruvate carboxylase kinase 1-like [Chlorella sorokiniana]	EIE24627.1 kinase-like protein [Coccomyxa subellipsoidea C-169]
OG0004331	PRW57315.1 putative serine threonine- kinase vps15 isoform X1 [Chlorella sorokiniana]	EIE24687.1 hypothetical protein COCSUDRAFT_258_ partial [Coccomyxa subellipsoidea C-169]
OG0004332	PRW60882.1 MATE efflux family [Chlorella sorokiniana], PRW57795.1 DETOXIFICATION 16-like isoform X3 [Chlorella sorokiniana], PRW57343.1 MATE efflux family [Chlorella sorokiniana]	EIE27606.1 MATE efflux family protein [Coccomyxa subellipsoidea C-169]
OG0004333	PRW57389.1 formin 20 isoform X2 [Chlorella sorokiniana]	EIE21958.1 actin-binding FH2 [Coccomyxa subellipsoidea C-169]
OG0004334	PRW57394.1 DA1-related 1-like [Chlorella sorokiniana]	EIE27209.1 hypothetical protein COCSUDRAFT_11485_ partial [Coccomyxa subellipsoidea C-169]
