Orthogroup	Chlorella_Sorokiniana1602	Chlorella_VariabilisNC64A
OG0004751	PRW57581.1 O-acetyl-ADP-ribose deacetylase MACROD2 [Chlorella sorokiniana]	XP_005847605.1 hypothetical protein CHLNCDRAFT_23080 [Chlorella variabilis]
OG0004752	PRW58656.1 vacuolar sorting-associated 2-like protein 3 [Chlorella sorokiniana]	XP_005851546.1 hypothetical protein CHLNCDRAFT_138002 [Chlorella variabilis]
OG0004753	PRW56529.1 ACCUMULATION AND REPLICATION OF CHLOROPLASTS chloroplastic [Chlorella sorokiniana]	XP_005850325.1 hypothetical protein CHLNCDRAFT_50630 [Chlorella variabilis]
OG0004754	PRW56659.1 Exodeoxyribonuclease III [Chlorella sorokiniana]	XP_005850317.1 hypothetical protein CHLNCDRAFT_142087 [Chlorella variabilis]
OG0004755	PRW61247.1 dual-specificity tyrosine-_Y_-phosphorylation regulated kinase [Chlorella sorokiniana]	XP_005844411.1 hypothetical protein CHLNCDRAFT_16563_ partial [Chlorella variabilis]
OG0004756	PRW58367.1 dephospho- kinase [Chlorella sorokiniana]	XP_005851262.1 hypothetical protein CHLNCDRAFT_138020 [Chlorella variabilis]
OG0004757	PRW58520.1 Clavaminate synthase [Chlorella sorokiniana]	XP_005851527.1 hypothetical protein CHLNCDRAFT_19374 [Chlorella variabilis]
OG0004758	PRW57062.1 translation machinery-associated 22 [Chlorella sorokiniana]	XP_005846860.1 hypothetical protein CHLNCDRAFT_134666 [Chlorella variabilis]
OG0004759	PRW56929.1 glycosyltransferase family 61 [Chlorella sorokiniana]	XP_005847031.1 expressed protein [Chlorella variabilis]
OG0004760	PRW59044.1 carbonic anhydrase [Chlorella sorokiniana]	XP_005851686.1 hypothetical protein CHLNCDRAFT_49352 [Chlorella variabilis]
OG0004761	PRW20577.1 Origin recognition complex subunit 2 [Chlorella sorokiniana]	XP_005844492.1 hypothetical protein CHLNCDRAFT_138846 [Chlorella variabilis]
OG0004763	PRW44587.1 non-structural maintenance of chromosomes element 1-like protein [Chlorella sorokiniana]	XP_005847453.1 hypothetical protein CHLNCDRAFT_134372 [Chlorella variabilis]
OG0004764	PRW33539.1 transferase [Chlorella sorokiniana]	XP_005845786.1 hypothetical protein CHLNCDRAFT_25506_ partial [Chlorella variabilis]
OG0004765	PRW20717.1 coiled-coil domain-containing 12-like [Chlorella sorokiniana]	XP_005843872.1 hypothetical protein CHLNCDRAFT_139725 [Chlorella variabilis]
OG0004766	PRW61266.1 DNAJ heat shock N-terminal domain-containing [Chlorella sorokiniana]	XP_005846018.1 hypothetical protein CHLNCDRAFT_25268_ partial [Chlorella variabilis]
OG0004767	PRW57669.1 3-ketoacyl- thiolase peroxisomal [Chlorella sorokiniana]	XP_005849379.1 hypothetical protein CHLNCDRAFT_143853 [Chlorella variabilis]
OG0004769	PRW58029.1 Regulator of spindle pole body duplication [Chlorella sorokiniana]	XP_005849192.1 hypothetical protein CHLNCDRAFT_143874 [Chlorella variabilis]
OG0004770	PRW50786.1 DGCR14 [Chlorella sorokiniana]	XP_005848913.1 hypothetical protein CHLNCDRAFT_51586 [Chlorella variabilis]
OG0004771	PRW05876.1 Phosphatidate cytidylyltransferase [Chlorella sorokiniana]	XP_005850210.1 hypothetical protein CHLNCDRAFT_20445 [Chlorella variabilis]
OG0004772	PRW60985.1 50S ribosomal chloroplastic [Chlorella sorokiniana]	XP_005843516.1 hypothetical protein CHLNCDRAFT_140968 [Chlorella variabilis]
OG0004773	PRW57239.1 Uridine-cytidine kinase C [Chlorella sorokiniana]	XP_005847011.1 hypothetical protein CHLNCDRAFT_52890 [Chlorella variabilis]
OG0004775	PRW59748.1 Suppressor of fused _SUFU_ [Chlorella sorokiniana]	XP_005845325.1 hypothetical protein CHLNCDRAFT_137103 [Chlorella variabilis]
OG0004776	PRW60164.1 endonuclease III [Chlorella sorokiniana]	XP_005845489.1 hypothetical protein CHLNCDRAFT_137170 [Chlorella variabilis], XP_005845490.1 hypothetical protein CHLNCDRAFT_12569_ partial [Chlorella variabilis]
OG0004777	PRW56841.1 hypothetical protein C2E21_4719 [Chlorella sorokiniana]	XP_005850373.1 expressed protein [Chlorella variabilis]
OG0004778	PRW56790.1 hypothetical protein C2E21_4721 [Chlorella sorokiniana]	XP_005850375.1 hypothetical protein CHLNCDRAFT_30113 [Chlorella variabilis]
OG0004779	PRW59658.1 DNA-directed RNA polymerases IV and V subunit 9A [Chlorella sorokiniana]	XP_005845360.1 hypothetical protein CHLNCDRAFT_25864 [Chlorella variabilis]
OG0004780	PRW56588.1 39S ribosomal mitochondrial [Chlorella sorokiniana]	XP_005850361.1 hypothetical protein CHLNCDRAFT_142203 [Chlorella variabilis]
OG0004782	PRW56631.1 GRAM domain-containing [Chlorella sorokiniana]	XP_005850104.1 hypothetical protein CHLNCDRAFT_142175 [Chlorella variabilis]
OG0004783	PRW56842.1 putative plastid-lipid-associated chloroplastic [Chlorella sorokiniana]	XP_005850108.1 hypothetical protein CHLNCDRAFT_142183 [Chlorella variabilis]
OG0004784	PRW60584.1 NADH-ubiquinone oxidoreductase kDa subunit-like [Chlorella sorokiniana]	XP_005851903.1 expressed protein [Chlorella variabilis]
OG0004785	PRW56975.1 RTF2-like protein isoform X2 [Chlorella sorokiniana]	XP_005847871.1 hypothetical protein CHLNCDRAFT_145206 [Chlorella variabilis]
OG0004786	PRW60283.1 Mitochondrial calcium uniporter regulator 1 [Chlorella sorokiniana]	XP_005851968.1 hypothetical protein CHLNCDRAFT_49741 [Chlorella variabilis]
OG0004787	PRW61085.1 UPF0690 C1orf52-like protein [Chlorella sorokiniana]	XP_005848455.1 hypothetical protein CHLNCDRAFT_144835 [Chlorella variabilis]
OG0004788	PRW33120.1 u1 small nuclear ribonucleo C [Chlorella sorokiniana]	XP_005843297.1 hypothetical protein CHLNCDRAFT_59317 [Chlorella variabilis]
OG0004789	PRW60840.1 peptidase M23 [Chlorella sorokiniana], PRW60524.1 Sec14 cytosolic factor [Chlorella sorokiniana]	XP_005851955.1 hypothetical protein CHLNCDRAFT_49708 [Chlorella variabilis]
OG0004791	PRW60741.1 zinc knuckle _CCHC-type_ family [Chlorella sorokiniana]	XP_005851943.1 hypothetical protein CHLNCDRAFT_56616 [Chlorella variabilis]
OG0004792	PRW55996.1 AP2-like ethylene-responsive transcription factor ANT [Chlorella sorokiniana]	XP_005850985.1 hypothetical protein CHLNCDRAFT_50409 [Chlorella variabilis]
OG0004795	PRW60174.1 D111 G-patch domain-containing family [Chlorella sorokiniana]	XP_005846453.1 hypothetical protein CHLNCDRAFT_135612 [Chlorella variabilis]
OG0004796	PRW33521.1 39S ribosomal mitochondrial [Chlorella sorokiniana]	XP_005845748.1 hypothetical protein CHLNCDRAFT_136365 [Chlorella variabilis]
OG0004797	PRW59788.1 anaerobic ribonucleoside triphosphate reductase [Chlorella sorokiniana]	XP_005846470.1 hypothetical protein CHLNCDRAFT_135651 [Chlorella variabilis]
OG0004798	PRW56458.1 Wee1 kinase [Chlorella sorokiniana]	XP_005850193.1 hypothetical protein CHLNCDRAFT_15082_ partial [Chlorella variabilis]
OG0004799	PRW59343.1 Molybdopterin synthase sulfur carrier subunit [Chlorella sorokiniana]	XP_005849469.1 hypothetical protein CHLNCDRAFT_142748 [Chlorella variabilis]
OG0004800	PRW56644.1 lysophospholipid acyltransferase 1-like [Chlorella sorokiniana]	XP_005850438.1 hypothetical protein CHLNCDRAFT_20761 [Chlorella variabilis]
OG0004801	PRW58005.1 kinase [Chlorella sorokiniana]	XP_005847574.1 hypothetical protein CHLNCDRAFT_133827 [Chlorella variabilis]
OG0004803	PRW59918.1 Nucleolar and coiled-body phospho 1 [Chlorella sorokiniana]	XP_005846471.1 hypothetical protein CHLNCDRAFT_58271 [Chlorella variabilis]
OG0004804	PRW60773.1 Mitochondrial transcription termination factor family isoform 2 [Chlorella sorokiniana]	XP_005852229.1 hypothetical protein CHLNCDRAFT_133495 [Chlorella variabilis]
OG0004805	PRW60153.1 hypothetical protein C2E21_1601 [Chlorella sorokiniana]	XP_005846253.1 hypothetical protein CHLNCDRAFT_53140 [Chlorella variabilis]
OG0004806	PRW60683.1 ycf3-interacting chloroplastic isoform X1 [Chlorella sorokiniana]	XP_005851888.1 hypothetical protein CHLNCDRAFT_133479 [Chlorella variabilis]
OG0004807	PRW57700.1 smr _Small Related_ domain-containing [Chlorella sorokiniana]	XP_005847624.1 hypothetical protein CHLNCDRAFT_133947 [Chlorella variabilis]
OG0004808	PRW56666.1 50S ribosomal L18 [Chlorella sorokiniana]	XP_005850443.1 hypothetical protein CHLNCDRAFT_142390 [Chlorella variabilis]
OG0004809	PRW44869.1 Host cell factor 1 [Chlorella sorokiniana]	XP_005848572.1 hypothetical protein CHLNCDRAFT_145140 [Chlorella variabilis]
OG0004812	PRW33965.1 flap endonuclease GEN-like protein 1 [Chlorella sorokiniana]	XP_005849037.1 hypothetical protein CHLNCDRAFT_143468 [Chlorella variabilis]
OG0004813	PRW18349.1 ribosomal RNA processing 1-like protein [Chlorella sorokiniana]	XP_005850531.1 hypothetical protein CHLNCDRAFT_140389 [Chlorella variabilis]
OG0004814	PRW45505.1 signal recognition particle 43 kDa chloroplastic [Chlorella sorokiniana]	XP_005845027.1 hypothetical protein CHLNCDRAFT_137250 [Chlorella variabilis]
OG0004815	PRW20445.1 L-lysine 6-monooxygenase [Chlorella sorokiniana]	XP_005844651.1 expressed protein [Chlorella variabilis]
OG0004816	PRW58963.1 ATP synthase subunit mitochondrial-like [Chlorella sorokiniana]	XP_005849470.1 hypothetical protein CHLNCDRAFT_56064 [Chlorella variabilis]
OG0004818	PRW44400.1 programmed cell death 2-like isoform A [Chlorella sorokiniana], PRW44401.1 programmed cell death 2-like isoform B [Chlorella sorokiniana]	XP_005847398.1 hypothetical protein CHLNCDRAFT_134246 [Chlorella variabilis]
OG0004820	PRW56908.1 Haloacid dehalogenase-like hydrolase superfamily isoform 1 [Chlorella sorokiniana]	XP_005847036.1 hypothetical protein CHLNCDRAFT_52708 [Chlorella variabilis]
OG0004821	PRW33800.1 50S ribosomal L30 [Chlorella sorokiniana]	XP_005848579.1 expressed protein [Chlorella variabilis]
OG0004822	PRW45523.1 GTP cyclohydrolase I [Chlorella sorokiniana]	XP_005845090.1 hypothetical protein CHLNCDRAFT_11954_ partial [Chlorella variabilis]
OG0004824	PRW45564.1 Fe-S assembly co-chaperone [Chlorella sorokiniana]	XP_005845092.1 hypothetical protein CHLNCDRAFT_12745_ partial [Chlorella variabilis]
OG0004825	PRW39113.1 subfamily B member 14 [Chlorella sorokiniana]	XP_005846188.1 hypothetical protein CHLNCDRAFT_136208 [Chlorella variabilis]
OG0004826	PRW45407.1 FAM98B isoform A [Chlorella sorokiniana], PRW45408.1 FAM98B isoform B [Chlorella sorokiniana]	XP_005845167.1 hypothetical protein CHLNCDRAFT_58681 [Chlorella variabilis]
OG0004827	PRW45241.1 hypothetical protein C2E21_6339 [Chlorella sorokiniana]	XP_005848477.1 hypothetical protein CHLNCDRAFT_144895 [Chlorella variabilis]
OG0004828	PRW57765.1 alanine--glyoxylate aminotransferase 2-like protein mitochondrial [Chlorella sorokiniana]	XP_005849352.1 hypothetical protein CHLNCDRAFT_143782 [Chlorella variabilis]
OG0004829	PRW45666.1 hypothetical protein C2E21_5993 [Chlorella sorokiniana]	XP_005845188.1 expressed protein [Chlorella variabilis]
OG0004830	PRW58970.1 RIB43A-like with coiled-coils 1 isoform X2 [Chlorella sorokiniana]	XP_005849587.1 hypothetical protein CHLNCDRAFT_143013 [Chlorella variabilis]
OG0004831	PRW45473.1 autophagy-related 16 [Chlorella sorokiniana]	XP_005845189.1 hypothetical protein CHLNCDRAFT_26186_ partial [Chlorella variabilis]
OG0004832	PRW45571.1 post-GPI attachment to s factor 3-like [Chlorella sorokiniana]	XP_005845196.1 hypothetical protein CHLNCDRAFT_26223_ partial [Chlorella variabilis]
OG0004833	PRW58799.1 molecular chaperone [Chlorella sorokiniana]	XP_005849845.1 hypothetical protein CHLNCDRAFT_17952_ partial [Chlorella variabilis]
OG0004834	PRW33637.1 SAM-dependent methyltransferase [Chlorella sorokiniana]	XP_005845874.1 hypothetical protein CHLNCDRAFT_53568 [Chlorella variabilis]
OG0004835	PRW61000.1 hypothetical protein C2E21_0611 [Chlorella sorokiniana]	XP_005843608.1 hypothetical protein CHLNCDRAFT_55083 [Chlorella variabilis]
OG0004838	PRW33640.1 54S ribosomal mitochondrial [Chlorella sorokiniana]	XP_005845864.1 hypothetical protein CHLNCDRAFT_136378 [Chlorella variabilis]
OG0004840	PRW58611.1 hypothetical protein C2E21_2926 [Chlorella sorokiniana]	XP_005851180.1 hypothetical protein CHLNCDRAFT_49909 [Chlorella variabilis]
OG0004841	PRW45254.1 Golgin candidate 5 [Chlorella sorokiniana]	XP_005848534.1 hypothetical protein CHLNCDRAFT_145059 [Chlorella variabilis]
OG0004842	PRW60043.1 Yip1 domain-containing [Chlorella sorokiniana]	XP_005846411.1 hypothetical protein CHLNCDRAFT_24956_ partial [Chlorella variabilis]
OG0004844	PRW33729.1 arginine decarboxylase [Chlorella sorokiniana]	XP_005845766.1 hypothetical protein CHLNCDRAFT_25497 [Chlorella variabilis]
OG0004845	PRW56964.1 Nuclear transcription factor Y subunit C-2 [Chlorella sorokiniana]	XP_005848052.1 hypothetical protein CHLNCDRAFT_52003 [Chlorella variabilis]
OG0004846	PRW56510.1 NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit mitochondrial [Chlorella sorokiniana]	XP_005850172.1 hypothetical protein CHLNCDRAFT_50770 [Chlorella variabilis]
OG0004847	PRW60506.1 30S ribosomal S16 [Chlorella sorokiniana]	XP_005851675.1 hypothetical protein CHLNCDRAFT_29132 [Chlorella variabilis]
OG0004848	PRW60547.1 CAX-interacting 4 isoform A [Chlorella sorokiniana], PRW60549.1 CAX-interacting 4 isoform B [Chlorella sorokiniana], PRW60548.1 CAX-interacting 4 isoform C [Chlorella sorokiniana]	XP_005842761.1 hypothetical protein CHLNCDRAFT_144051 [Chlorella variabilis]
OG0004850	PRW33150.1 diguanylate cyclase [Chlorella sorokiniana]	XP_005842926.1 hypothetical protein CHLNCDRAFT_141776 [Chlorella variabilis]
OG0004851	PRW60316.1 NAD dependent epimerase dehydratase family [Chlorella sorokiniana]	XP_005852069.1 hypothetical protein CHLNCDRAFT_133074 [Chlorella variabilis]
OG0004853	PRW20166.1 lysine-specific histone demethylase 1-like protein 1 [Chlorella sorokiniana]	XP_005844032.1 hypothetical protein CHLNCDRAFT_12025_ partial [Chlorella variabilis]
OG0004854	PRW56427.1 G patch domain-containing 4 [Chlorella sorokiniana]	XP_005850040.1 hypothetical protein CHLNCDRAFT_57044 [Chlorella variabilis]
OG0004856	PRW60269.1 methionine synthase reductase [Chlorella sorokiniana]	XP_005852037.1 hypothetical protein CHLNCDRAFT_7300_ partial [Chlorella variabilis]
OG0004857	PRW57667.1 dnaJ-like protein subfamily B member 12-like [Chlorella sorokiniana]	XP_005847590.1 hypothetical protein CHLNCDRAFT_133862 [Chlorella variabilis]
OG0004858	PRW59516.1 rhodanese-like domain-containing chloroplastic [Chlorella sorokiniana]	XP_005846481.1 hypothetical protein CHLNCDRAFT_135678 [Chlorella variabilis]
OG0004859	PRW61123.1 hypothetical protein C2E21_0608 [Chlorella sorokiniana]	XP_005845533.1 hypothetical protein CHLNCDRAFT_136664 [Chlorella variabilis]
OG0004861	PRW58263.1 CDT1 chloroplastic [Chlorella sorokiniana]	XP_005851453.1 hypothetical protein CHLNCDRAFT_137796 [Chlorella variabilis]
OG0004862	PRW60349.1 pentatricopeptide repeat-containing protein [Chlorella sorokiniana]	XP_005852060.1 expressed protein [Chlorella variabilis]
OG0004863	PRW58635.1 Formin 1 [Chlorella sorokiniana]	XP_005851415.1 hypothetical protein CHLNCDRAFT_137684 [Chlorella variabilis]
OG0004867	PRW58784.1 ribulose-1_5 bisphosphate carboxylase oxygenase large subunit N- chloroplastic isoform X1 [Chlorella sorokiniana]	XP_005842751.1 hypothetical protein CHLNCDRAFT_59475 [Chlorella variabilis]
OG0004868	PRW58183.1 ubiquitin-conjugating enzyme E2 27 [Chlorella sorokiniana]	XP_005851370.1 hypothetical protein CHLNCDRAFT_19318_ partial [Chlorella variabilis]
OG0004869	PRW44933.1 hypothetical protein C2E21_6249 [Chlorella sorokiniana]	XP_005848337.1 expressed protein [Chlorella variabilis]
OG0004870	PRW59101.1 peptidase S9 [Chlorella sorokiniana]	XP_005849563.1 hypothetical protein CHLNCDRAFT_51004 [Chlorella variabilis]
OG0004871	PRW33817.1 putative pyridoxal 5 -phosphate synthase subunit PDX2 [Chlorella sorokiniana]	XP_005849308.1 hypothetical protein CHLNCDRAFT_11969_ partial [Chlorella variabilis]
OG0004872	PRW58426.1 Nudix hydrolase chloroplastic [Chlorella sorokiniana]	XP_005851368.1 hypothetical protein CHLNCDRAFT_137573 [Chlorella variabilis]
OG0004873	PRW20469.1 family type I secretion periplasmic adaptor subunit [Chlorella sorokiniana], PRW20582.1 putative acetyltransferase isoform X2 isoform B [Chlorella sorokiniana], PRW20583.1 putative acetyltransferase isoform X2 isoform A [Chlorella sorokiniana]	XP_005844058.1 hypothetical protein CHLNCDRAFT_139630 [Chlorella variabilis]
OG0004874	PRW44299.1 prefoldin subunit 5 [Chlorella sorokiniana]	XP_005847393.1 hypothetical protein CHLNCDRAFT_134230 [Chlorella variabilis]
OG0004875	PRW44871.1 gamma-secretase subunit APH1-like [Chlorella sorokiniana]	XP_005848522.1 hypothetical protein CHLNCDRAFT_145022 [Chlorella variabilis]
OG0004876	PRW60713.1 DNA repair RAD51-like protein 4 isoform X1 [Chlorella sorokiniana]	XP_005852115.1 hypothetical protein CHLNCDRAFT_133185 [Chlorella variabilis]
OG0004877	PRW45325.1 subunit of the chloroplast cytochrome b6f complex [Chlorella sorokiniana]	XP_005845104.1 hypothetical protein CHLNCDRAFT_26122 [Chlorella variabilis]
OG0004879	PRW51107.1 WD40 domain-containing [Chlorella sorokiniana]	XP_005848760.1 hypothetical protein CHLNCDRAFT_144506 [Chlorella variabilis]
OG0004881	PRW20896.1 glycine cleavage system T [Chlorella sorokiniana], PRW32605.1 flagellar associated [Chlorella sorokiniana]	XP_005846748.1 hypothetical protein CHLNCDRAFT_135206 [Chlorella variabilis]
OG0004882	PRW58313.1 high mobility group [Chlorella sorokiniana]	XP_005851642.1 hypothetical protein CHLNCDRAFT_56806 [Chlorella variabilis]
OG0004884	PRW44482.1 chitotriosidase-1 [Chlorella sorokiniana]	XP_005845661.1 hypothetical protein CHLNCDRAFT_17567_ partial [Chlorella variabilis]
OG0004885	PRW58551.1 amidohydrolase isoform X1 [Chlorella sorokiniana]	XP_005851323.1 hypothetical protein CHLNCDRAFT_138182 [Chlorella variabilis], XP_005845881.1 hypothetical protein CHLNCDRAFT_136426 [Chlorella variabilis]
OG0004886	PRW20685.1 phytoene synthase [Chlorella sorokiniana]	XP_005843898.1 hypothetical protein CHLNCDRAFT_27599 [Chlorella variabilis]
OG0004887	PRW20597.1 threonine--tRNA chloroplastic mitochondrial 2 [Chlorella sorokiniana]	XP_005843892.1 hypothetical protein CHLNCDRAFT_56367 [Chlorella variabilis]
OG0004888	PRW58931.1 dipeptidase [Chlorella sorokiniana]	XP_005843344.1 hypothetical protein CHLNCDRAFT_141261 [Chlorella variabilis], XP_005852273.1 hypothetical protein CHLNCDRAFT_9042_ partial [Chlorella variabilis], XP_005849610.1 hypothetical protein CHLNCDRAFT_143086 [Chlorella variabilis]
OG0004889	PRW32963.1 pyruvate phosphate dikinase [Chlorella sorokiniana]	XP_005843346.1 hypothetical protein CHLNCDRAFT_141269 [Chlorella variabilis]
OG0004890	PRW33998.1 Kinesin-related 11 [Chlorella sorokiniana]	XP_005847856.1 hypothetical protein CHLNCDRAFT_10695_ partial [Chlorella variabilis]
OG0004891	PRW61498.1 hypothetical protein C2E21_0003 [Chlorella sorokiniana]	XP_005843143.1 hypothetical protein CHLNCDRAFT_141543 [Chlorella variabilis]
OG0004892	PRW57776.1 hypothetical protein C2E21_3490 [Chlorella sorokiniana]	XP_005849135.1 hypothetical protein CHLNCDRAFT_143734 [Chlorella variabilis]
OG0004893	PRW50861.1 putative trans-2-enoyl- mitochondrial [Chlorella sorokiniana]	XP_005848695.1 hypothetical protein CHLNCDRAFT_144327 [Chlorella variabilis]
OG0004894	PRW50798.1 chloroplast ATP synthase subunit delta precursor [Chlorella sorokiniana]	XP_005842663.1 hypothetical protein CHLNCDRAFT_138755 [Chlorella variabilis]
OG0004895	PRW61388.1 SUMO-activating enzyme subunit 2 [Chlorella sorokiniana]	XP_005848621.1 hypothetical protein CHLNCDRAFT_51491 [Chlorella variabilis]
OG0004896	PRW59223.1 Elongation factor mitochondrial [Chlorella sorokiniana]	XP_005843451.1 hypothetical protein CHLNCDRAFT_37444 [Chlorella variabilis]
OG0004897	PRW57173.1 Callose synthase 5 [Chlorella sorokiniana]	XP_005848103.1 hypothetical protein CHLNCDRAFT_145389 [Chlorella variabilis]
OG0004898	PRW05771.1 ERD4-related membrane [Chlorella sorokiniana]	XP_005849976.1 hypothetical protein CHLNCDRAFT_57000 [Chlorella variabilis], XP_005845794.1 hypothetical protein CHLNCDRAFT_136504 [Chlorella variabilis]
OG0004901	PRW05944.1 multi -bridging factor 1b-like [Chlorella sorokiniana]	XP_005843191.1 hypothetical protein CHLNCDRAFT_28362 [Chlorella variabilis]
OG0004902	PRW05903.1 NADH-cytochrome b5 reductase 1 [Chlorella sorokiniana]	XP_005843166.1 hypothetical protein CHLNCDRAFT_141417 [Chlorella variabilis]
OG0004903	PRW32835.1 acyl- dehydrogenase [Chlorella sorokiniana]	XP_005843402.1 hypothetical protein CHLNCDRAFT_56404 [Chlorella variabilis]
OG0004904	PRW44861.1 hypothetical protein C2E21_6154 [Chlorella sorokiniana]	XP_005848374.1 hypothetical protein CHLNCDRAFT_51958 [Chlorella variabilis]
OG0004905	PRW57620.1 CHR family transporter_ chromate ion [Chlorella sorokiniana]	XP_005847809.1 hypothetical protein CHLNCDRAFT_35448 [Chlorella variabilis]
OG0004906	PRW56991.1 Chlorophyll a-b binding chloroplastic [Chlorella sorokiniana]	XP_005846969.1 hypothetical protein CHLNCDRAFT_134945 [Chlorella variabilis]
OG0004907	PRW57041.1 haloacid dehalogenase [Chlorella sorokiniana]	XP_005847097.1 hypothetical protein CHLNCDRAFT_134806 [Chlorella variabilis]
OG0004912	PRW45733.1 hypothetical protein C2E21_5879 [Chlorella sorokiniana]	XP_005846694.1 expressed protein [Chlorella variabilis]
OG0004913	PRW56466.1 ATP-dependent Clp protease proteolytic subunit-related chloroplastic [Chlorella sorokiniana]	XP_005850049.1 hypothetical protein CHLNCDRAFT_11056_ partial [Chlorella variabilis]
OG0004914	PRW57605.1 phosphatase 2C 21 [Chlorella sorokiniana]	XP_005843920.1 hypothetical protein CHLNCDRAFT_59780 [Chlorella variabilis]
OG0004915	PRW61272.1 rRNA-processing fcf2-like [Chlorella sorokiniana]	XP_005851881.1 hypothetical protein CHLNCDRAFT_133463 [Chlorella variabilis]
OG0004916	PRW60927.1 CMGC CDKL kinase [Chlorella sorokiniana]	XP_005843479.1 hypothetical protein CHLNCDRAFT_140967 [Chlorella variabilis]
OG0004918	PRW59539.1 hypothetical protein C2E21_1390 [Chlorella sorokiniana]	XP_005846361.1 hypothetical protein CHLNCDRAFT_135809 [Chlorella variabilis]
OG0004919	PRW59885.1 disulfide isomerase [Chlorella sorokiniana]	XP_005845323.1 hypothetical protein CHLNCDRAFT_137098 [Chlorella variabilis]
OG0004920	PRW59419.1 disulfide isomerase-like 1-2 [Chlorella sorokiniana], PRW51163.1 disulfide isomerase-like 1-2 [Chlorella sorokiniana]	XP_005849773.1 hypothetical protein CHLNCDRAFT_142831 [Chlorella variabilis]
OG0004923	PRW44493.1 senescence-specific cysteine protease SAG39-like [Chlorella sorokiniana], PRW44397.1 ervatamin-B-like isoform X2 [Chlorella sorokiniana]	XP_005851803.1 hypothetical protein CHLNCDRAFT_133255 [Chlorella variabilis], XP_005852133.1 hypothetical protein CHLNCDRAFT_133241 [Chlorella variabilis]
OG0004925	PRW58571.1 cytochrome P450 55A3 isoform A [Chlorella sorokiniana], PRW58572.1 cytochrome P450 55A3 isoform B [Chlorella sorokiniana]	XP_005848845.1 hypothetical protein CHLNCDRAFT_51513 [Chlorella variabilis]
OG0004926	PRW44258.1 tubby-like F-box 14 [Chlorella sorokiniana]	XP_005847517.1 hypothetical protein CHLNCDRAFT_58003 [Chlorella variabilis]
OG0004927	PRW44491.1 hypothetical protein C2E21_6706 [Chlorella sorokiniana]	XP_005847435.1 expressed protein [Chlorella variabilis]
OG0004929	PRW60319.1 hypothetical protein C2E21_0796 [Chlorella sorokiniana]	XP_005851698.1 hypothetical protein CHLNCDRAFT_132985 [Chlorella variabilis]
OG0004930	PRW59283.1 putative plastid-lipid-associated chloroplastic isoform A [Chlorella sorokiniana], PRW59284.1 putative plastid-lipid-associated chloroplastic isoform B [Chlorella sorokiniana]	XP_005849812.1 hypothetical protein CHLNCDRAFT_57242 [Chlorella variabilis]
OG0004934	PRW57596.1 hypothetical protein C2E21_3461 [Chlorella sorokiniana]	XP_005849363.1 hypothetical protein CHLNCDRAFT_143813 [Chlorella variabilis], XP_005850910.1 hypothetical protein CHLNCDRAFT_56904 [Chlorella variabilis]
OG0004935	PRW56090.1 THUMP domain-containing 1-like protein [Chlorella sorokiniana]	XP_005850557.1 hypothetical protein CHLNCDRAFT_140447 [Chlorella variabilis]
OG0004936	PRW57850.1 RNA-binding RBM5 and related containing G-patch and RRM domains _ISS_ [Chlorella sorokiniana]	XP_005849169.1 hypothetical protein CHLNCDRAFT_143820 [Chlorella variabilis]
OG0004938	PRW60673.1 DNA repair RAD51-like protein 3 isoform X1 [Chlorella sorokiniana]	XP_005851740.1 hypothetical protein CHLNCDRAFT_133106 [Chlorella variabilis]
OG0004939	PRW57410.1 Adenylyltransferase and sulfurtransferase MOCS3 [Chlorella sorokiniana]	XP_005848035.1 hypothetical protein CHLNCDRAFT_22673 [Chlorella variabilis]
OG0004943	PRW60415.1 peptidyl-prolyl cis-trans isomerase CYP26- chloroplastic [Chlorella sorokiniana]	XP_005852002.1 hypothetical protein CHLNCDRAFT_132922 [Chlorella variabilis]
OG0004944	PRW57807.1 Exosome component 10 [Chlorella sorokiniana]	XP_005847611.1 hypothetical protein CHLNCDRAFT_133914 [Chlorella variabilis]
OG0004945	PRW44615.1 peptidyl-prolyl cis-trans isomerase chloroplastic [Chlorella sorokiniana]	XP_005847227.1 hypothetical protein CHLNCDRAFT_134179 [Chlorella variabilis]
OG0004946	PRW39326.1 Metallo-hydrolase oxidoreductase [Chlorella sorokiniana]	XP_005846052.1 hypothetical protein CHLNCDRAFT_58404 [Chlorella variabilis]
OG0004947	PRW05759.1 phospholipid glycerol acyltransferase family [Chlorella sorokiniana]	XP_005845938.1 hypothetical protein CHLNCDRAFT_135912 [Chlorella variabilis]
OG0004948	PRW05886.1 hypothetical protein C2E21_9426 [Chlorella sorokiniana], PRW20295.1 cytochrome C [Chlorella sorokiniana]	XP_005848014.1 expressed protein [Chlorella variabilis]
OG0004949	PRW39366.1 ankyrin repeat-containing protein [Chlorella sorokiniana], PRW05896.1 ankyrin repeat PH and SEC7 domain containing [Chlorella sorokiniana], PRW05897.1 peptidyl-trna hydrolase [Chlorella sorokiniana]	XP_005848588.1 hypothetical protein CHLNCDRAFT_51456 [Chlorella variabilis]
OG0004951	PRW56001.1 thiaminase II [Chlorella sorokiniana]	XP_005850690.1 hypothetical protein CHLNCDRAFT_12664_ partial [Chlorella variabilis]
